Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month
2017-01-16 11:15:00,LONG,2017-01-16 12:15:00,27284.29,27245.95,27245.95,2017-01-17 10:15:00,27245.95,-38.340000000000146,-43.793024000000145,-63499.88480000021,Initial SL hit,1450,6.333,-1.0159981568000034,2017,1
2017-01-17 13:15:00,LONG,2017-01-17 14:15:00,27239.94,27197.43,27197.43,2017-01-17 14:15:00,27197.43,-42.5099999999984,-47.9537369999984,-69532.91864999768,Initial SL hit,1450,6.333,-1.1125266983999629,2017,1
2017-01-18 15:15:00,LONG,2017-01-19 09:15:00,27281.86,27223.92,27223.92,2017-01-19 09:15:00,27223.92,-57.94000000000233,-63.39057800000233,-91916.33810000337,Initial SL hit,1450,6.333,-1.4706614096000539,2017,1
2017-01-19 10:15:00,LONG,2017-01-19 11:15:00,27301.11,27244.71,27246.72270833333,2017-01-20 09:15:00,27238.21,-62.900000000001455,-68.35393200000145,-99113.2014000021,Gap Open Outside ISL,1450,6.333,-1.5858112224000336,2017,1
2017-01-20 10:15:00,LONG,2017-01-20 11:15:00,27229.13,27176.32,27176.32,2017-01-20 12:15:00,27176.32,-52.81000000000131,-58.25054500000131,-84463.2902500019,Initial SL Hit,1450,6.333,-1.3514126440000302,2017,1
2017-01-20 15:15:00,LONG,2017-01-23 09:15:00,27039.24,27009.81,28322.39625,2017-02-13 11:15:00,28265.36,1226.119999999999,1220.589539999999,1782060.7283999985,TSL Hit,1460,6.333,28.512971654399976,2017,1
2017-02-13 12:15:00,LONG,2017-02-13 13:15:00,28264.45,28197.38,28340.41625,2017-02-14 11:15:00,28316.92,52.469999999997526,46.81186299999753,65536.60819999654,TSL Hit,1400,6.333,1.0485857311999447,2017,2
2017-02-14 12:15:00,LONG,2017-02-14 13:15:00,28352.03,28284.07,28284.07,2017-02-15 09:15:00,28284.07,-67.95999999999913,-73.62360999999913,-103073.05399999878,Initial SL Hit,1400,6.333,-1.6491688639999804,2017,2
2017-02-15 12:15:00,LONG,2017-02-15 13:15:00,28175.41,28107.51,28107.51,2017-02-15 13:15:00,28107.51,-67.90000000000146,-73.52829200000146,-102939.60880000204,Initial SL Hit,1400,6.333,-1.6470337408000326,2017,2
2017-02-16 10:15:00,LONG,2017-02-16 11:15:00,28203.81,28160.76,28745.90291666667,2017-02-28 14:15:00,28727.99,524.1800000000003,518.4868200000003,725881.5480000004,TSL Hit,1400,6.333,11.614104768000006,2017,2
