Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Date,Entry Time,Entry Price,Initial SL,Target,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Max Price,Min Price,Trade Year,Trade Month,Variation,Portfolio,Allocation,Leverage,ROI% PF
BANKNIFTY,21000,C,2017-03-30,2017-03-27 13:00:00,SELL,2017-03-27,13:15:00,135.25,257.5,1,2017-03-28 09:15:00,257.5,-122.25,3.9275,-126.1775,-300422.619047619,Initial SL Hit,2380.9523809523807,-3.00422619047619,275.5,107.3,2017,3,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-1.502113095238095
NIFTY,9100,C,2017-03-30,2017-03-27 14:15:00,SELL,2017-03-27,14:45:00,28.2,42.3,1,2017-03-28 10:15:00,42.3,-14.099999999999998,0.705,-14.804999999999998,-130153.84615384614,Initial SL Hit,8791.208791208792,-1.3015384615384613,73.1,18.25,2017,3,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-0.6507692307692307
BANKNIFTY,21000,P,2017-03-30,2017-03-28 10:00:00,SELL,2017-03-28,10:15:00,37.3,122.65,1,2017-03-30 09:15:00,1.0,36.3,0.383,35.916999999999994,85516.66666666664,Target Hit,2380.9523809523807,0.8551666666666664,143.85,0.55,2017,3,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.4275833333333332
NIFTY,9100,P,2017-03-30,2017-03-28 11:45:00,SELL,2017-03-28,12:15:00,28.6,42.900000000000006,1,2017-03-30 13:45:00,1.0,27.6,0.296,27.304,240035.16483516485,Target Hit,8791.208791208792,2.4003516483516485,81.9,1.0,2017,3,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,1.2001758241758242
BANKNIFTY,21600,C,2017-04-06,2017-04-03 12:30:00,SELL,2017-04-03,12:45:00,65.3,120.0,1,2017-04-05 14:45:00,120.0,-54.7,1.853,-56.553,-130909.72222222222,Initial SL Hit,2314.814814814815,-1.3090972222222221,129.35,47.25,2017,4,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-0.6545486111111111
BANKNIFTY,21600,P,2017-04-06,2017-04-03 13:30:00,SELL,2017-04-03,13:45:00,171.0,235.7,1,2017-04-06 15:00:00,1.0,170.0,1.72,168.28,389537.037037037,Target Hit,2314.814814814815,3.89537037037037,235.7,0.65,2017,4,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,1.947685185185185
BANKNIFTY,21600,C,2017-04-06,2017-04-06 10:15:00,SELL,2017-04-06,10:30:00,62.7,127.0,1,2017-04-06 15:15:00,12.0,50.7,0.747,49.953,115631.94444444445,Expiry Exit,2314.814814814815,1.1563194444444447,129.35,6.2,2017,4,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.5781597222222223
BANKNIFTY,21500,C,2017-04-13,2017-04-10 12:30:00,SELL,2017-04-10,12:45:00,78.05,163.5,1,2017-04-11 10:30:00,163.5,-85.45,2.4155,-87.8655,-204338.37209302327,Initial SL Hit,2325.5813953488373,-2.043383720930233,182.95,55.5,2017,4,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-1.0216918604651164
BANKNIFTY,21500,P,2017-04-13,2017-04-10 15:15:00,SELL,2017-04-11,09:15:00,73.0,182.5,1,2017-04-13 13:45:00,1.0,72.0,0.74,71.26,165720.93023255817,Target Hit,2325.5813953488373,1.6572093023255818,182.5,0.8,2017,4,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.8286046511627909
BANKNIFTY,21500,C,2017-04-13,2017-04-13 11:30:00,SELL,2017-04-13,11:45:00,229.0,281.4,1,2017-04-13 15:15:00,170.0,59.0,3.99,55.01,127930.23255813954,Expiry Exit,2325.5813953488373,1.2793023255813953,281.4,55.5,2017,4,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.6396511627906977
BANKNIFTY,21700,P,2017-04-20,2017-04-18 13:45:00,SELL,2017-04-18,14:00:00,47.6,147.7,1,2017-04-19 09:15:00,147.7,-100.1,1.953,-102.053,-235145.16129032258,Initial SL Hit,2304.147465437788,-2.351451612903226,186.0,30.85,2017,4,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-1.175725806451613
BANKNIFTY,21700,C,2017-04-20,2017-04-19 09:15:00,SELL,2017-04-19,09:30:00,42.1,256.0,1,2017-04-20 13:15:00,1.0,41.1,0.431,40.669,93707.37327188939,Target Hit,2304.147465437788,0.9370737327188939,256.0,0.95,2017,4,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.46853686635944697
NIFTY,9200,P,2017-04-27,2017-04-24 12:15:00,SELL,2017-04-24,12:45:00,37.15,55.725,1,2017-04-27 09:15:00,1.0,36.15,0.3815,35.7685,311030.43478260876,Target Hit,8695.652173913044,3.1103043478260877,120.0,0.4,2017,4,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,1.5551521739130438
BANKNIFTY,21600,P,2017-04-27,2017-04-24 12:30:00,SELL,2017-04-24,12:45:00,56.35,285.9,1,2017-04-27 09:15:00,1.0,55.35,0.5735,54.7765,126797.4537037037,Target Hit,2314.814814814815,1.267974537037037,285.9,0.65,2017,4,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.6339872685185185
BANKNIFTY,22300,P,2017-05-04,2017-05-02 13:00:00,SELL,2017-05-02,13:15:00,80.0,182.0,1,2017-05-04 11:15:00,1.0,79.0,0.81,78.19,175313.90134529147,Target Hit,2242.152466367713,1.7531390134529148,214.5,0.9,2017,5,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.8765695067264574
BANKNIFTY,22300,C,2017-05-04,2017-05-03 10:30:00,SELL,2017-05-03,10:45:00,91.05,188.8,1,2017-05-04 09:15:00,185.95,-94.9,2.77,-97.67,-218991.0313901345,Gap Outside ISL,2242.152466367713,-2.189910313901345,222.0,65.1,2017,5,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-1.0949551569506726
BANKNIFTY,22800,P,2017-05-11,2017-05-08 13:00:00,SELL,2017-05-08,13:15:00,148.1,325.15,1,2017-05-11 14:45:00,1.0,147.1,1.491,145.60899999999998,319317.9824561403,Target Hit,2192.9824561403507,3.193179824561403,325.15,0.95,2017,5,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,1.5965899122807015
BANKNIFTY,22800,C,2017-05-11,2017-05-08 13:45:00,SELL,2017-05-08,14:00:00,97.65,123.1,1,2017-05-11 09:15:00,123.1,-25.44999999999999,2.2075,-27.657499999999988,-60652.41228070173,Initial SL Hit,2192.9824561403507,-0.6065241228070173,150.0,57.8,2017,5,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-0.30326206140350864
BANKNIFTY,22800,P,2017-05-18,2017-05-15 13:30:00,SELL,2017-05-15,13:45:00,99.45,268.2,1,2017-05-18 15:15:00,96.0,3.450000000000003,1.9545,1.495500000000003,3279.605263157901,Expiry Exit,2192.9824561403507,0.03279605263157901,268.2,20.15,2017,5,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.016398026315789505
BANKNIFTY,22800,C,2017-05-18,2017-05-18 10:00:00,SELL,2017-05-18,10:15:00,25.1,165.0,1,2017-05-18 14:45:00,1.0,24.1,0.261,23.839,52278.50877192982,Target Hit,2192.9824561403507,0.5227850877192981,165.0,0.3,2017,5,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.26139254385964905
NIFTY,9450,C,2017-05-25,2017-05-22 12:15:00,SELL,2017-05-22,12:45:00,40.55,60.825,1,2017-05-25 14:45:00,60.825,-20.275,1.01375,-21.28875,-180222.22222222222,Initial SL Hit,8465.608465608466,-1.802222222222222,84.7,1.55,2017,5,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-0.901111111111111
BANKNIFTY,22800,C,2017-05-25,2017-05-22 12:30:00,SELL,2017-05-22,12:45:00,99.55,182.0,1,2017-05-25 14:00:00,182.0,-82.45,2.8155,-85.2655,-186985.74561403508,Initial SL Hit,2192.9824561403507,-1.869857456140351,269.95,2.1,2017,5,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-0.9349287280701755
NIFTY,9450,P,2017-05-25,2017-05-22 15:15:00,SELL,2017-05-23,09:15:00,42.5,63.75,1,2017-05-23 09:15:00,63.75,-21.25,1.0625,-22.3125,-188888.8888888889,Initial SL Hit,8465.608465608466,-1.8888888888888893,78.5,22.6,2017,5,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-0.9444444444444446
BANKNIFTY,22800,P,2017-05-25,2017-05-24 12:30:00,SELL,2017-05-24,12:45:00,216.0,313.65,1,2017-05-24 14:00:00,313.65,-97.64999999999998,5.2965,-102.94649999999996,-225759.86842105252,Initial SL Hit,2192.9824561403507,-2.257598684210525,322.15,71.75,2017,5,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-1.1287993421052624
BANKNIFTY,22800,P,2017-05-25,2017-05-25 10:15:00,SELL,2017-05-25,10:30:00,113.0,337.3,1,2017-05-25 14:30:00,1.0,112.0,1.14,110.86,243114.03508771927,Target Hit,2192.9824561403507,2.4311403508771927,337.3,0.85,2017,5,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,1.2155701754385964
NIFTY,9450,P,2017-05-25,2017-05-25 11:45:00,SELL,2017-05-25,12:15:00,35.25,52.875,1,2017-05-25 14:45:00,1.0,34.25,0.3625,33.8875,286878.3068783069,Target Hit,8465.608465608466,2.868783068783069,107.5,0.05,2017,5,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,1.4343915343915346
BANKNIFTY,23200,P,2017-06-01,2017-05-29 13:15:00,SELL,2017-05-29,13:30:00,140.25,234.6,1,2017-06-01 14:45:00,1.0,139.25,1.4125,137.8375,297063.5775862069,Target Hit,2155.1724137931033,2.970635775862069,274.0,0.8,2017,5,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,1.4853178879310345
BANKNIFTY,23200,C,2017-06-01,2017-05-30 10:45:00,SELL,2017-05-30,11:00:00,101.65,237.95,1,2017-06-01 15:15:00,104.0,-2.3499999999999943,2.0565,-4.406499999999994,-9496.767241379297,Expiry Exit,2155.1724137931033,-0.09496767241379298,237.95,54.85,2017,5,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-0.04748383620689649
BANKNIFTY,23400,P,2017-06-08,2017-06-05 13:00:00,SELL,2017-06-05,13:15:00,114.4,171.3,1,2017-06-08 13:45:00,1.0,113.4,1.154,112.246,239841.8803418803,Target Hit,2136.7521367521367,2.3984188034188034,181.75,0.95,2017,6,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,1.1992094017094017
BANKNIFTY,23500,P,2017-06-15,2017-06-12 13:15:00,SELL,2017-06-12,13:30:00,90.55,123.65,1,2017-06-12 14:30:00,123.65,-33.10000000000001,2.142,-35.24200000000001,-74982.97872340427,Initial SL Hit,2127.659574468085,-0.7498297872340428,137.6,57.0,2017,6,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-0.3749148936170214
BANKNIFTY,23500,C,2017-06-15,2017-06-12 13:30:00,SELL,2017-06-12,13:45:00,130.1,227.45,1,2017-06-15 14:15:00,1.0,129.1,1.311,127.789,271891.4893617021,Target Hit,2127.659574468085,2.718914893617021,227.45,0.3,2017,6,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,1.3594574468085106
BANKNIFTY,23500,P,2017-06-15,2017-06-13 10:00:00,SELL,2017-06-13,10:15:00,74.05,130.0,1,2017-06-14 09:45:00,130.0,-55.95,2.0405,-57.9905,-123384.04255319147,Initial SL Hit,2127.659574468085,-1.2338404255319146,145.0,56.25,2017,6,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-0.6169202127659573
BANKNIFTY,23400,P,2017-06-22,2017-06-19 12:30:00,SELL,2017-06-19,12:45:00,31.1,112.15,1,2017-06-22 09:15:00,1.0,30.1,0.321,29.779,63630.34188034188,Target Hit,2136.7521367521367,0.6363034188034188,112.15,0.7,2017,6,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.3181517094017094
BANKNIFTY,23400,C,2017-06-22,2017-06-21 11:45:00,SELL,2017-06-21,12:00:00,265.0,371.0,1,2017-06-22 10:00:00,371.0,-106.0,6.36,-112.36,-240085.4700854701,Initial SL Hit,2136.7521367521367,-2.4008547008547008,412.6,120.0,2017,6,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-1.2004273504273504
NIFTY,9650,C,2017-06-29,2017-06-27 12:15:00,SELL,2017-06-27,12:45:00,5.4,8.100000000000001,1,2017-06-28 15:15:00,1.0,4.4,0.064,4.336,35946.113989637306,Target Hit,8290.155440414508,0.35946113989637307,40.05,1.0,2017,6,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,0.17973056994818654
BANKNIFTY,23800,C,2017-06-29,2017-06-27 12:45:00,SELL,2017-06-27,13:00:00,10.35,66.6,1,2017-06-29 12:30:00,1.0,9.35,0.1135,9.2365,19404.411764705885,Target Hit,2100.840336134454,0.19404411764705884,99.9,0.95,2017,6,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.09702205882352942
NIFTY,9650,P,2017-06-29,2017-06-29 10:15:00,SELL,2017-06-29,10:45:00,90.45,135.675,1,2017-06-29 13:15:00,135.675,-45.22500000000001,2.26125,-47.486250000000005,-393668.3937823835,Initial SL Hit,8290.155440414508,-3.936683937823835,172.75,49.55,2017,6,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-1.9683419689119175
BANKNIFTY,23800,P,2017-06-29,2017-06-29 11:00:00,SELL,2017-06-29,11:15:00,400.0,686.75,1,2017-06-29 15:15:00,552.0,-152.0,9.52,-161.52,-339327.73109243705,Expiry Exit,2100.840336134454,-3.3932773109243706,747.7,143.75,2017,6,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-1.6966386554621853
BANKNIFTY,23100,P,2017-07-06,2017-07-03 13:45:00,SELL,2017-07-03,14:00:00,62.5,158.45,1,2017-07-06 10:15:00,1.0,61.5,0.635,60.865,131742.42424242423,Target Hit,2164.5021645021643,1.3174242424242422,207.05,0.95,2017,7,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.6587121212121211
BANKNIFTY,23100,C,2017-07-06,2017-07-04 13:00:00,SELL,2017-07-04,13:15:00,181.85,289.7,1,2017-07-05 15:15:00,289.7,-107.85,4.7155,-112.5655,-243648.26839826838,Initial SL Hit,2164.5021645021643,-2.4364826839826836,292.0,111.0,2017,7,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-1.2182413419913418
BANKNIFTY,23500,P,2017-07-13,2017-07-10 15:00:00,SELL,2017-07-10,15:15:00,45.0,174.35,1,2017-07-13 09:45:00,1.0,44.0,0.46,43.54,92638.29787234041,Target Hit,2127.659574468085,0.926382978723404,186.0,0.9,2017,7,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.463191489361702
BANKNIFTY,23500,C,2017-07-13,2017-07-12 09:45:00,SELL,2017-07-12,10:00:00,95.3,246.0,1,2017-07-13 09:15:00,246.0,-150.7,3.4130000000000003,-154.113,-327899.99999999994,Initial SL Hit,2127.659574468085,-3.2789999999999995,345.7,84.0,2017,7,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-1.6394999999999997
BANKNIFTY,23900,P,2017-07-20,2017-07-17 12:30:00,SELL,2017-07-17,12:45:00,84.1,194.5,1,2017-07-20 10:30:00,1.0,83.1,0.851,82.249,172069.03765690376,Target Hit,2092.050209205021,1.7206903765690376,194.5,0.9,2017,7,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.8603451882845188
NIFTY,9900,P,2017-07-27,2017-07-24 12:45:00,SELL,2017-07-24,13:15:00,18.45,27.675,1,2017-07-27 09:15:00,1.0,17.45,0.1945,17.255499999999998,139438.3838383838,Target Hit,8080.80808080808,1.394383838383838,89.1,0.35,2017,7,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,0.697191919191919
BANKNIFTY,24200,P,2017-07-27,2017-07-24 13:15:00,SELL,2017-07-24,13:30:00,51.45,202.0,1,2017-07-27 09:15:00,1.0,50.45,0.5245000000000001,49.9255,103151.85950413223,Target Hit,2066.115702479339,1.0315185950413224,202.0,0.5,2017,7,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.5157592975206612
BANKNIFTY,24700,P,2017-08-03,2017-07-31 12:30:00,SELL,2017-07-31,12:45:00,39.8,112.65,1,2017-08-03 15:15:00,20.7,19.1,0.605,18.495,37439.27125506073,Expiry Exit,2024.2914979757086,0.3743927125506073,122.0,2.15,2017,7,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.18719635627530365
BANKNIFTY,24700,C,2017-08-03,2017-08-02 12:30:00,SELL,2017-08-02,12:45:00,441.0,482.0,1,2017-08-02 14:30:00,482.0,-41.0,9.23,-50.23,-101680.16194331984,Initial SL Hit,2024.2914979757086,-1.0168016194331984,510.0,154.45,2017,8,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-0.5084008097165992
BANKNIFTY,24700,C,2017-08-03,2017-08-02 15:15:00,SELL,2017-08-03,09:15:00,285.0,510.0,1,2017-08-03 15:00:00,1.0,284.0,2.86,281.14,569109.3117408907,Target Hit,2024.2914979757086,5.691093117408907,510.0,0.55,2017,8,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,2.8455465587044535
