Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Date,Entry Time,Entry Price,Initial SL,Target,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Max Price,Min Price,Trade Year,Trade Month,Variation,Portfolio,Allocation,Leverage,ROI% PF
NIFTY,11850,P,2019-06-27,2019-06-25 12:45:00,SELL,2019-06-25,13:15:00,99.1,148.64999999999998,1,2019-06-27 15:15:00,1.65,97.45,1.0075,96.4425,651088.6075949367,Expiry Exit,6751.054852320675,6.510886075949367,188.55,1.35,2019,6,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,3.2554430379746835
NIFTY,11850,P,2019-07-04,2019-07-01 12:15:00,SELL,2019-07-01,12:45:00,45.25,67.875,1,2019-07-02 10:45:00,67.875,-22.625,1.13125,-23.75625,-160379.74683544305,Initial SL Hit,6751.054852320675,-1.6037974683544305,105.0,35.5,2019,7,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-0.8018987341772152
BANKNIFTY,31300,P,2019-07-04,2019-07-01 12:30:00,SELL,2019-07-01,12:45:00,165.4,353.0,1,2019-07-04 14:30:00,1.0,164.4,1.664,162.73600000000002,259961.66134185306,Target Hit,1597.444089456869,2.599616613418531,353.0,0.85,2019,7,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,1.2998083067092654
BANKNIFTY,31300,C,2019-07-04,2019-07-02 10:30:00,SELL,2019-07-02,10:45:00,137.25,292.0,1,2019-07-04 12:45:00,292.0,-154.75,4.2925,-159.0425,-254061.5015974441,Initial SL Hit,1597.444089456869,-2.5406150159744407,297.1,95.4,2019,7,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-1.2703075079872204
NIFTY,11850,C,2019-07-04,2019-07-02 14:15:00,SELL,2019-07-02,14:45:00,68.1,102.15,1,2019-07-03 09:15:00,102.15,-34.05,1.7025,-35.7525,-241367.08860759492,Initial SL Hit,6751.054852320675,-2.4136708860759493,110.0,37.1,2019,7,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-1.2068354430379746
NIFTY,11850,P,2019-07-04,2019-07-02 14:45:00,SELL,2019-07-02,15:15:00,17.9,26.85,1,2019-07-04 12:15:00,1.0,16.9,0.189,16.711,112816.87763713079,Target Hit,6751.054852320675,1.1281687763713077,105.0,0.6,2019,7,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,0.5640843881856539
NIFTY,11950,C,2019-07-11,2019-07-08 12:15:00,SELL,2019-07-08,12:45:00,3.3,4.949999999999999,1,2019-07-10 09:15:00,1.0,2.3,0.043,2.257,15109.623430962343,Target Hit,6694.5606694560665,0.15109623430962343,113.75,0.95,2019,7,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,0.07554811715481172
BANKNIFTY,31500,C,2019-07-11,2019-07-08 12:45:00,SELL,2019-07-08,13:00:00,24.35,332.0,1,2019-07-11 09:15:00,1.0,23.35,0.2535,23.0965,36661.11111111111,Target Hit,1587.3015873015872,0.3666111111111111,333.0,0.35,2019,7,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.18330555555555555
BANKNIFTY,31500,P,2019-07-11,2019-07-11 11:00:00,SELL,2019-07-11,11:15:00,853.55,1081.75,1,2019-07-11 15:15:00,744.0,109.54999999999995,15.9755,93.57449999999996,148530.9523809523,Expiry Exit,1587.3015873015872,1.485309523809523,1273.9,157.7,2019,7,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.7426547619047615
NIFTY,11950,P,2019-07-11,2019-07-11 12:45:00,SELL,2019-07-11,13:15:00,366.4,549.5999999999999,1,2019-07-11 15:15:00,355.0,11.399999999999975,7.213999999999999,4.185999999999978,28023.430962342947,Expiry Exit,6694.5606694560665,0.28023430962342943,464.4,77.0,2019,7,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,0.14011715481171472
NIFTY,11600,C,2019-07-18,2019-07-15 12:45:00,SELL,2019-07-15,13:15:00,27.95,41.925,1,2019-07-16 09:15:00,41.925,-13.974999999999998,0.69875,-14.673749999999998,-101198.27586206896,Initial SL Hit,6896.551724137931,-1.0119827586206895,84.4,23.5,2019,7,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-0.5059913793103448
BANKNIFTY,30800,C,2019-07-18,2019-07-15 13:00:00,SELL,2019-07-15,13:15:00,49.45,202.9,1,2019-07-18 13:45:00,1.0,48.45,0.5045000000000001,47.9455,77833.6038961039,Target Hit,1623.3766233766235,0.778336038961039,216.9,0.6,2019,7,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.3891680194805195
NIFTY,11600,P,2019-07-18,2019-07-16 10:45:00,SELL,2019-07-16,11:15:00,31.45,47.175,1,2019-07-18 09:15:00,1.0,30.45,0.3245,30.1255,207762.06896551725,Target Hit,6896.551724137931,2.0776206896551725,106.8,0.7,2019,7,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,1.0388103448275863
BANKNIFTY,30800,P,2019-07-18,2019-07-16 12:30:00,SELL,2019-07-16,12:45:00,259.95,493.6,1,2019-07-18 15:15:00,320.15,-60.19999999999999,5.800999999999999,-66.00099999999999,-107144.48051948051,Expiry Exit,1623.3766233766235,-1.071444805194805,493.6,104.1,2019,7,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-0.5357224025974024
NIFTY,11600,C,2019-07-18,2019-07-18 10:45:00,SELL,2019-07-18,11:15:00,46.15,69.225,1,2019-07-18 14:45:00,1.0,45.15,0.4715,44.6785,308127.5862068966,Target Hit,6896.551724137931,3.0812758620689658,97.0,0.3,2019,7,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,1.5406379310344829
NIFTY,11650,C,2019-07-25,2019-07-22 12:15:00,SELL,2019-07-22,12:45:00,2.8,4.199999999999999,1,2019-07-24 09:15:00,1.0,1.7999999999999998,0.038,1.7619999999999998,12099.570815450641,Target Hit,6866.9527896995705,0.1209957081545064,53.1,0.75,2019,7,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,0.0604978540772532
BANKNIFTY,30500,C,2019-07-25,2019-07-22 12:45:00,SELL,2019-07-22,13:00:00,7.6,107.35,1,2019-07-25 09:15:00,1.0,6.6,0.086,6.513999999999999,10678.688524590163,Target Hit,1639.344262295082,0.10678688524590163,217.0,0.2,2019,7,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.053393442622950815
NIFTY,11650,P,2019-07-25,2019-07-23 12:15:00,SELL,2019-07-23,12:45:00,269.1,403.65,1,2019-07-24 10:15:00,403.65,-134.55,6.7275,-141.2775,-970145.9227467811,Initial SL Hit,6866.9527896995705,-9.701459227467812,407.0,61.8,2019,7,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-4.850729613733906
NIFTY,11650,P,2019-07-25,2019-07-25 12:15:00,SELL,2019-07-25,12:45:00,373.25,559.875,1,2019-07-25 15:15:00,385.0,-11.75,7.5825,-19.3325,-132755.36480686694,Expiry Exit,6866.9527896995705,-1.3275536480686694,409.8,61.8,2019,7,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-0.6637768240343347
BANKNIFTY,29100,P,2019-08-01,2019-07-29 12:30:00,SELL,2019-07-29,12:45:00,144.5,218.45,1,2019-07-30 14:15:00,218.45,-73.94999999999999,3.6295,-77.5795,-133298.10996563573,Initial SL Hit,1718.213058419244,-1.3329810996563571,341.85,44.0,2019,7,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-0.6664905498281786
NIFTY,11250,C,2019-08-01,2019-07-29 13:45:00,SELL,2019-07-29,14:15:00,34.15,51.225,1,2019-07-30 09:15:00,51.225,-17.074999999999996,0.85375,-17.928749999999997,-127493.33333333331,Initial SL Hit,7111.111111111111,-1.2749333333333333,101.0,26.65,2019,7,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-0.6374666666666666
BANKNIFTY,29100,C,2019-08-01,2019-07-29 14:00:00,SELL,2019-07-29,14:15:00,270.95,427.8,1,2019-07-30 09:15:00,427.8,-156.85000000000002,6.9875,-163.83750000000003,-281507.7319587629,Initial SL Hit,1718.213058419244,-2.8150773195876293,427.95,155.15,2019,7,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-1.4075386597938147
NIFTY,11250,C,2019-08-01,2019-07-30 09:45:00,SELL,2019-07-30,10:15:00,42.0,63.0,1,2019-08-01 09:15:00,1.0,41.0,0.43,40.57,288497.7777777778,Target Hit,7111.111111111111,2.884977777777778,101.0,0.25,2019,7,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,1.442488888888889
BANKNIFTY,29100,C,2019-08-01,2019-07-30 12:15:00,SELL,2019-07-30,12:30:00,277.1,439.7,1,2019-08-01 12:00:00,1.0,276.1,2.781,273.319,469620.27491408936,Target Hit,1718.213058419244,4.696202749140894,439.7,0.95,2019,7,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,2.348101374570447
NIFTY,10950,C,2019-08-08,2019-08-05 12:15:00,SELL,2019-08-05,12:45:00,50.35,75.525,1,2019-08-06 09:15:00,75.525,-25.175000000000004,1.25875,-26.433750000000003,-193123.28767123292,Initial SL Hit,7305.936073059361,-1.9312328767123292,188.3,23.2,2019,8,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-0.9656164383561646
BANKNIFTY,28200,C,2019-08-08,2019-08-05 13:15:00,SELL,2019-08-05,13:30:00,124.25,550.0,1,2019-08-08 14:00:00,1.0,123.25,1.2525,121.9975,216307.62411347518,Target Hit,1773.049645390071,2.1630762411347515,550.0,0.75,2019,8,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,1.0815381205673757
NIFTY,10950,C,2019-08-08,2019-08-06 09:45:00,SELL,2019-08-06,10:15:00,68.65,102.975,1,2019-08-06 13:45:00,102.975,-34.325,1.71625,-36.041250000000005,-263315.0684931507,Initial SL Hit,7305.936073059361,-2.633150684931507,188.3,23.2,2019,8,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-1.3165753424657536
NIFTY,10950,P,2019-08-08,2019-08-06 12:15:00,SELL,2019-08-06,12:45:00,75.5,113.25,1,2019-08-08 14:45:00,1.0,74.5,0.765,73.735,538703.196347032,Target Hit,7305.936073059361,5.38703196347032,198.3,0.05,2019,8,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,2.69351598173516
BANKNIFTY,28200,P,2019-08-08,2019-08-06 12:30:00,SELL,2019-08-06,12:45:00,382.6,832.7,1,2019-08-08 15:15:00,74.1,308.5,4.567,303.933,538888.2978723404,Expiry Exit,1773.049645390071,5.388882978723404,835.65,70.15,2019,8,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,2.694441489361702
NIFTY,10950,C,2019-08-08,2019-08-07 12:45:00,SELL,2019-08-07,13:15:00,37.2,55.8,1,2019-08-08 14:45:00,55.8,-18.6,0.93,-19.53,-142684.93150684933,Initial SL Hit,7305.936073059361,-1.4268493150684933,188.3,1.25,2019,8,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-0.7134246575342467
NIFTY,11100,C,2019-08-14,2019-08-13 12:15:00,SELL,2019-08-13,12:45:00,22.25,33.375,1,2019-08-14 14:45:00,1.0,21.25,0.2325,21.0175,151477.47747747746,Target Hit,7207.207207207207,1.5147747747747746,120.0,0.05,2019,8,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,0.7573873873873873
BANKNIFTY,28300,C,2019-08-14,2019-08-13 12:30:00,SELL,2019-08-13,12:45:00,55.0,393.7,1,2019-08-14 14:45:00,1.0,54.0,0.56,53.44,94416.96113074204,Target Hit,1766.7844522968198,0.9441696113074204,393.7,0.55,2019,8,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.4720848056537102
NIFTY,11050,P,2019-08-22,2019-08-19 12:15:00,SELL,2019-08-19,12:45:00,38.3,57.45,1,2019-08-19 13:15:00,57.45,-19.15,0.9575,-20.1075,-145574.66063348416,Initial SL Hit,7239.819004524887,-1.4557466063348417,169.75,37.8,2019,8,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-0.7278733031674208
BANKNIFTY,27900,P,2019-08-22,2019-08-19 12:30:00,SELL,2019-08-19,12:45:00,76.65,310.55,1,2019-08-22 09:15:00,310.55,-233.9,3.872,-237.772,-426114.6953405018,Initial SL Hit,1792.1146953405018,-4.261146953405018,378.65,73.45,2019,8,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-2.130573476702509
NIFTY,11050,P,2019-08-22,2019-08-19 15:15:00,SELL,2019-08-20,09:15:00,66.8,100.2,1,2019-08-20 09:45:00,100.2,-33.39999999999999,1.67,-35.06999999999999,-253900.45248868773,Initial SL Hit,7239.819004524887,-2.5390045248868773,169.75,37.8,2019,8,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-1.2695022624434387
BANKNIFTY,27900,C,2019-08-22,2019-08-20 09:30:00,SELL,2019-08-20,09:45:00,288.65,606.65,1,2019-08-22 14:00:00,1.0,287.65,2.8965,284.7535,510310.9318996415,Target Hit,1792.1146953405018,5.103109318996415,606.65,0.75,2019,8,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,2.5515546594982075
NIFTY,11050,C,2019-08-22,2019-08-20 10:45:00,SELL,2019-08-20,11:15:00,47.2,70.80000000000001,1,2019-08-20 13:45:00,70.80000000000001,-23.60000000000001,1.1800000000000002,-24.78000000000001,-179402.71493212675,Initial SL Hit,7239.819004524887,-1.7940271493212674,124.05,33.0,2019,8,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-0.8970135746606337
NIFTY,11050,C,2019-08-22,2019-08-20 14:15:00,SELL,2019-08-20,14:45:00,38.0,57.0,1,2019-08-22 09:15:00,1.0,37.0,0.39,36.61,265049.7737556561,Target Hit,7239.819004524887,2.6504977375565613,124.05,0.95,2019,8,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,1.3252488687782806
NIFTY,10700,P,2019-08-29,2019-08-26 12:15:00,SELL,2019-08-26,12:45:00,18.2,27.3,1,2019-08-28 15:15:00,1.0,17.2,0.192,17.008,127162.6168224299,Target Hit,7476.6355140186915,1.2716261682242989,126.0,1.0,2019,8,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,0.6358130841121494
BANKNIFTY,26800,P,2019-08-29,2019-08-26 12:30:00,SELL,2019-08-26,12:45:00,74.2,335.7,1,2019-08-29 14:00:00,1.0,73.2,0.752,72.44800000000001,135164.17910447763,Target Hit,1865.6716417910447,1.3516417910447762,425.65,0.85,2019,8,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.6758208955223881
NIFTY,10700,C,2019-08-29,2019-08-28 12:45:00,SELL,2019-08-28,13:15:00,326.4,489.6,1,2019-08-29 15:15:00,249.0,77.39999999999998,5.754,71.64599999999997,535671.028037383,Expiry Exit,7476.6355140186915,5.35671028037383,425.0,75.5,2019,8,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,2.678355140186915
BANKNIFTY,26800,C,2019-08-29,2019-08-28 13:30:00,SELL,2019-08-28,13:45:00,996.75,1415.6,1,2019-08-29 15:15:00,502.65,494.1,14.994000000000002,479.106,893854.4776119402,Expiry Exit,1865.6716417910447,8.938544776119402,1415.6,234.8,2019,8,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,4.469272388059701
NIFTY,11000,C,2019-09-05,2019-09-03 12:45:00,SELL,2019-09-03,13:15:00,31.85,47.775000000000006,1,2019-09-05 11:15:00,1.0,30.85,0.3285,30.521500000000003,221974.5454545455,Target Hit,7272.727272727273,2.219745454545455,119.0,1.0,2019,9,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,1.1098727272727276
BANKNIFTY,27400,C,2019-09-05,2019-09-03 13:00:00,SELL,2019-09-03,13:15:00,86.05,338.85,1,2019-09-05 14:30:00,1.0,85.05,0.8704999999999999,84.17949999999999,153612.22627737225,Target Hit,1824.8175182481752,1.5361222627737223,429.85,0.85,2019,9,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.7680611313868612
BANKNIFTY,27400,P,2019-09-05,2019-09-04 12:45:00,SELL,2019-09-04,13:00:00,340.0,760.2,1,2019-09-05 15:15:00,478.65,-138.64999999999998,8.1865,-146.83649999999997,-267949.8175182481,Expiry Exit,1824.8175182481752,-2.679498175182481,760.2,197.95,2019,9,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-1.3397490875912406
NIFTY,11000,P,2019-09-05,2019-09-05 09:45:00,SELL,2019-09-05,10:15:00,86.6,129.89999999999998,1,2019-09-05 11:15:00,129.89999999999998,-43.29999999999998,2.165,-45.46499999999998,-330654.54545454535,Initial SL Hit,7272.727272727273,-3.3065454545454536,243.75,53.4,2019,9,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-1.6532727272727268
NIFTY,11000,P,2019-09-05,2019-09-05 12:15:00,SELL,2019-09-05,12:45:00,160.5,240.75,1,2019-09-05 15:15:00,152.6,7.900000000000006,3.131,4.7690000000000055,34683.636363636404,Expiry Exit,7272.727272727273,0.34683636363636405,243.75,53.4,2019,9,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,0.17341818181818203
NIFTY,10900,P,2019-09-12,2019-09-09 12:15:00,SELL,2019-09-09,12:45:00,22.0,33.0,1,2019-09-09 13:45:00,33.0,-11.0,0.55,-11.55,-84770.64220183487,Initial SL Hit,7339.4495412844035,-0.8477064220183486,104.85,21.15,2019,9,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-0.4238532110091743
BANKNIFTY,27000,P,2019-09-12,2019-09-09 12:45:00,SELL,2019-09-09,13:00:00,56.8,249.35,1,2019-09-12 09:15:00,1.0,55.8,0.578,55.222,102262.96296296298,Target Hit,1851.851851851852,1.0226296296296298,311.0,0.65,2019,9,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.5113148148148149
NIFTY,10900,P,2019-09-12,2019-09-09 14:15:00,SELL,2019-09-09,14:45:00,22.05,33.075,1,2019-09-12 09:15:00,1.0,21.05,0.2305,20.8195,152803.66972477065,Target Hit,7339.4495412844035,1.5280366972477066,104.85,0.55,2019,9,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,0.7640183486238533
NIFTY,10900,C,2019-09-12,2019-09-12 12:45:00,SELL,2019-09-12,13:15:00,132.85,199.275,1,2019-09-12 15:15:00,82.3,50.55,2.1515,48.3985,355218.3486238532,Expiry Exit,7339.4495412844035,3.552183486238532,173.0,63.05,2019,9,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,1.776091743119266
NIFTY,11000,P,2019-09-19,2019-09-16 13:15:00,SELL,2019-09-16,13:45:00,59.4,89.1,1,2019-09-17 09:45:00,89.1,-29.7,1.485,-31.184999999999995,-226799.99999999997,Initial SL Hit,7272.727272727273,-2.268,102.0,26.0,2019,9,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-1.134
BANKNIFTY,27800,P,2019-09-19,2019-09-16 13:15:00,SELL,2019-09-16,13:30:00,190.3,333.0,1,2019-09-17 13:00:00,333.0,-142.7,5.233,-147.933,-266066.5467625899,Initial SL Hit,1798.5611510791366,-2.6606654676258987,404.95,96.35,2019,9,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-1.3303327338129494
NIFTY,11000,C,2019-09-19,2019-09-17 09:15:00,SELL,2019-09-17,09:45:00,45.5,68.25,1,2019-09-19 09:15:00,1.0,44.5,0.465,44.035,320254.5454545454,Target Hit,7272.727272727273,3.202545454545454,134.85,0.3,2019,9,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,1.601272727272727
BANKNIFTY,27800,C,2019-09-19,2019-09-17 10:00:00,SELL,2019-09-17,10:15:00,157.2,474.9,1,2019-09-19 09:30:00,1.0,156.2,1.582,154.618,278089.92805755395,Target Hit,1798.5611510791366,2.7808992805755395,474.9,0.95,2019,9,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,1.3904496402877697
NIFTY,10750,P,2019-09-26,2019-09-23 13:45:00,SELL,2019-09-23,14:15:00,6.2,9.3,1,2019-09-23 15:15:00,9.3,-3.1000000000000005,0.155,-3.2550000000000003,-24223.25581395349,Initial SL Hit,7441.860465116279,-0.2422325581395349,113.95,1.3,2019,9,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-0.12111627906976745
BANKNIFTY,26900,P,2019-09-26,2019-09-23 14:00:00,SELL,2019-09-23,14:15:00,11.6,59.75,1,2019-09-26 09:15:00,1.0,10.6,0.126,10.474,19468.40148698885,Target Hit,1858.736059479554,0.1946840148698885,396.65,0.2,2019,9,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.09734200743494426
NIFTY,10750,P,2019-09-26,2019-09-24 09:45:00,SELL,2019-09-24,10:15:00,4.05,6.074999999999999,1,2019-09-26 09:15:00,1.0,3.05,0.0504999999999999,2.9995,22321.860465116275,Target Hit,7441.860465116279,0.22321860465116278,113.95,0.05,2019,9,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,0.11160930232558139
BANKNIFTY,26900,C,2019-09-26,2019-09-25 09:15:00,SELL,2019-09-25,09:30:00,2951.75,3780.0,1,2019-09-26 15:15:00,3097.0,-145.25,60.4875,-205.7375,-382411.71003717475,Expiry Exit,1858.736059479554,-3.8241171003717476,3825.15,242.6,2019,9,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-1.9120585501858738
NIFTY,10750,C,2019-09-26,2019-09-25 12:45:00,SELL,2019-09-25,13:15:00,756.75,1135.125,1,2019-09-26 15:15:00,820.35,-63.60000000000002,15.771,-79.37100000000002,-590667.9069767443,Expiry Exit,7441.860465116279,-5.906679069767443,932.55,69.6,2019,9,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-2.9533395348837215
BANKNIFTY,30000,C,2019-10-03,2019-09-30 13:15:00,SELL,2019-09-30,13:30:00,88.5,562.2,1,2019-10-03 13:00:00,1.0,87.5,0.895,86.605,144341.6666666667,Target Hit,1666.6666666666667,1.4434166666666668,596.45,0.95,2019,9,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.7217083333333334
NIFTY,11550,C,2019-10-03,2019-09-30 13:15:00,SELL,2019-09-30,13:45:00,27.1,40.650000000000006,1,2019-09-30 14:15:00,40.650000000000006,-13.550000000000004,0.6775,-14.227500000000004,-98545.45454545457,Initial SL Hit,6926.406926406927,-0.9854545454545457,135.85,22.1,2019,9,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-0.49272727272727285
NIFTY,11550,C,2019-10-03,2019-09-30 15:15:00,SELL,2019-10-01,09:15:00,34.5,51.75,1,2019-10-01 10:45:00,51.75,-17.25,0.8625,-18.1125,-125454.54545454547,Initial SL Hit,6926.406926406927,-1.2545454545454546,135.85,17.0,2019,10,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-0.6272727272727273
NIFTY,11550,P,2019-10-03,2019-10-01 12:15:00,SELL,2019-10-01,12:45:00,75.0,112.5,1,2019-10-01 13:15:00,112.5,-37.5,1.875,-39.375,-272727.27272727276,Initial SL Hit,6926.406926406927,-2.7272727272727275,169.5,46.55,2019,10,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-1.3636363636363638
NIFTY,11550,C,2019-10-03,2019-10-01 13:45:00,SELL,2019-10-01,14:15:00,6.35,9.525,1,2019-10-01 14:15:00,9.525,-3.174999999999999,0.1587499999999999,-3.333749999999999,-23090.909090909085,Initial SL Hit,6926.406926406927,-0.23090909090909081,135.85,5.9,2019,10,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-0.11545454545454541
NIFTY,11400,C,2019-10-10,2019-10-07 12:15:00,SELL,2019-10-07,12:45:00,12.45,18.675,1,2019-10-10 11:15:00,1.0,11.45,0.1345,11.3155,79407.01754385965,Target Hit,7017.543859649123,0.7940701754385965,109.0,0.55,2019,10,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,0.39703508771929824
BANKNIFTY,28700,C,2019-10-10,2019-10-07 12:30:00,SELL,2019-10-07,12:45:00,119.1,479.65,1,2019-10-10 14:15:00,1.0,118.1,1.201,116.899,203656.7944250871,Target Hit,1742.1602787456445,2.036567944250871,585.0,0.9,2019,10,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,1.0182839721254355
BANKNIFTY,28700,P,2019-10-10,2019-10-09 10:15:00,SELL,2019-10-09,10:30:00,914.35,1162.6,1,2019-10-10 15:15:00,685.0,229.35,15.9935,213.3565,371701.21951219515,Expiry Exit,1742.1602787456445,3.7170121951219515,1162.6,121.15,2019,10,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,1.8585060975609757
NIFTY,11400,P,2019-10-10,2019-10-09 13:45:00,SELL,2019-10-09,14:15:00,144.15,216.225,1,2019-10-10 15:15:00,164.55,-20.40000000000001,3.0870000000000006,-23.487000000000005,-164821.052631579,Expiry Exit,7017.543859649123,-1.6482105263157898,308.0,83.0,2019,10,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-0.8241052631578949
BANKNIFTY,28200,C,2019-10-17,2019-10-14 12:30:00,SELL,2019-10-14,12:45:00,481.75,637.05,1,2019-10-15 14:15:00,637.05,-155.29999999999995,11.188,-166.48799999999994,-295191.48936170206,Initial SL Hit,1773.049645390071,-2.9519148936170208,715.0,305.0,2019,10,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-1.4759574468085104
BANKNIFTY,29000,P,2019-10-24,2019-10-22 12:45:00,SELL,2019-10-22,13:00:00,95.6,402.65,1,2019-10-24 15:00:00,1.0,94.6,0.966,93.634,161437.93103448275,Target Hit,1724.1379310344828,1.6143793103448276,460.5,0.35,2019,10,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.8071896551724138
NIFTY,11600,P,2019-10-24,2019-10-22 13:45:00,SELL,2019-10-22,14:15:00,52.2,78.30000000000001,1,2019-10-24 15:15:00,17.5,34.7,0.6970000000000001,34.003,234503.4482758621,Expiry Exit,6896.551724137931,2.3450344827586207,109.25,4.35,2019,10,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,1.1725172413793103
NIFTY,11600,C,2019-10-24,2019-10-23 11:15:00,SELL,2019-10-23,11:45:00,80.95,121.425,1,2019-10-24 14:45:00,1.0,79.95,0.8195,79.1305,545727.5862068966,Target Hit,6896.551724137931,5.457275862068966,135.0,0.2,2019,10,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,2.728637931034483
BANKNIFTY,29000,C,2019-10-24,2019-10-24 09:15:00,SELL,2019-10-24,09:30:00,605.0,732.6,1,2019-10-24 15:15:00,108.85,496.15,7.1385000000000005,489.0115,843123.275862069,Expiry Exit,1724.1379310344828,8.43123275862069,791.0,62.1,2019,10,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,4.215616379310345
NIFTY,11650,P,2019-10-31,2019-10-29 11:15:00,SELL,2019-10-29,11:45:00,22.0,33.0,1,2019-10-31 09:15:00,1.0,21.0,0.23,20.77,142626.6094420601,Target Hit,6866.9527896995705,1.426266094420601,177.3,0.4,2019,10,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,0.7131330472103005
BANKNIFTY,29200,P,2019-10-31,2019-10-29 11:45:00,SELL,2019-10-29,12:00:00,56.0,475.0,1,2019-10-31 11:45:00,1.0,55.0,0.5700000000000001,54.43,93202.05479452055,Target Hit,1712.3287671232877,0.9320205479452055,475.0,1.0,2019,10,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.46601027397260275
