,Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Date,Entry Time,Entry Price,Initial SL,Target,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Max Price,Min Price,Trade Year,Trade Month,Variation
1,finnifty,17300,P,2022-10-04,2022-09-30 11:30:00,SELL,2022-09-30,11:45:00,112.55,395.35,1,2022-10-04 10:00:00,1.0,111.55,1.1355,110.4145,96060.615,Target Hit,870,9.606061500000001,395.35,1.0,2022,9,"35, 5, 15m, N Candles High SL"
4,finnifty,18150,P,2022-10-25,2022-10-21 11:00:00,SELL,2022-10-21,11:15:00,70.0,274.45,1,2022-10-25 09:30:00,1.0,69.0,0.71,68.29,56339.25000000001,Target Hit,825,5.6339250000000005,274.45,0.9,2022,10,"35, 5, 15m, N Candles High SL"
6,finnifty,18450,P,2022-11-01,2022-10-31 10:00:00,SELL,2022-10-31,10:15:00,81.05,246.3,1,2022-11-01 10:30:00,1.0,80.05,0.8205,79.2295,64175.895000000004,Target Hit,810,6.417589500000001,246.3,0.95,2022,10,"35, 5, 15m, N Candles High SL"
8,finnifty,18650,P,2022-11-07,2022-11-03 14:15:00,SELL,2022-11-03,14:30:00,140.0,264.65,1,2022-11-07 15:00:00,1.0,139.0,1.41,137.59,111447.90000000001,Target Hit,810,11.14479,264.65,0.05,2022,11,"35, 5, 15m, N Candles High SL"
10,finnifty,18800,P,2022-11-15,2022-11-11 10:30:00,SELL,2022-11-11,10:45:00,73.4,315.75,1,2022-11-15 12:15:00,1.0,72.4,0.7440000000000001,71.656,56966.520000000004,Target Hit,795,5.696652,315.75,0.7,2022,11,"35, 5, 15m, N Candles High SL"
12,finnifty,19050,P,2022-11-22,2022-11-17 12:45:00,SELL,2022-11-17,13:00:00,83.2,138.85,1,2022-11-21 09:30:00,138.85,-55.64999999999999,2.2205000000000004,-57.87049999999999,-45138.98999999999,Initial SL Hit,780,-4.5138989999999986,160.45,54.45,2022,11,"35, 5, 15m, N Candles High SL"
14,finnifty,19050,P,2022-11-22,2022-11-22 10:15:00,SELL,2022-11-22,10:30:00,85.75,143.45,1,2022-11-22 15:15:00,76.45,9.299999999999997,1.6219999999999999,7.677999999999997,5988.839999999998,Expiry Exit,780,0.5988839999999999,160.45,54.45,2022,11,"35, 5, 15m, N Candles High SL"
15,finnifty,19050,P,2022-11-29,2022-11-24 13:15:00,SELL,2022-11-24,13:30:00,39.35,101.85,1,2022-11-29 10:00:00,1.0,38.35,0.4035,37.9465,29598.27,Target Hit,780,2.9598269999999998,302.4,1.0,2022,11,"35, 5, 15m, N Candles High SL"
17,finnifty,19250,P,2022-12-06,2022-12-01 12:45:00,SELL,2022-12-01,13:00:00,35.9,137.65,1,2022-12-06 15:15:00,7.8,28.099999999999998,0.43699999999999994,27.662999999999997,21577.139999999996,Expiry Exit,780,2.1577139999999995,137.65,5.1,2022,12,"35, 5, 15m, N Candles High SL"
20,finnifty,19250,P,2022-12-13,2022-12-08 13:45:00,SELL,2022-12-08,14:00:00,83.25,158.3,1,2022-12-13 12:30:00,1.0,82.25,0.8425,81.4075,63497.85,Target Hit,780,6.349785,160.35,1.0,2022,12,"35, 5, 15m, N Candles High SL"
23,finnifty,19450,P,2022-12-20,2022-12-19 12:15:00,SELL,2022-12-19,12:30:00,193.0,397.35,1,2022-12-20 15:15:00,227.55,-34.55000000000001,4.2055,-38.75550000000001,-29647.957500000008,Expiry Exit,765,-2.964795750000001,397.35,70.35,2022,12,"35, 5, 15m, N Candles High SL"
25,finnifty,19300,P,2022-12-27,2022-12-27 09:45:00,SELL,2022-12-27,10:00:00,418.05,647.8,1,2022-12-27 15:15:00,288.5,129.55,7.0655,122.48450000000001,95537.91,Expiry Exit,780,9.553791,647.8,88.25,2022,12,"35, 5, 15m, N Candles High SL"
27,finnifty,18950,P,2023-01-03,2022-12-29 14:45:00,SELL,2022-12-29,15:00:00,75.0,200.7,1,2023-01-03 13:30:00,1.0,74.0,0.76,73.24,58225.799999999996,Target Hit,795,5.822579999999999,200.7,0.85,2022,12,"35, 5, 15m, N Candles High SL"
31,finnifty,18500,P,2023-01-17,2023-01-13 10:00:00,SELL,2023-01-13,10:15:00,107.4,176.75,1,2023-01-17 14:45:00,1.0,106.4,1.084,105.316,85305.96,Target Hit,810,8.530596,250.95,0.8,2023,1,"35, 5, 15m, N Candles High SL"
33,finnifty,18600,P,2023-01-24,2023-01-19 12:45:00,SELL,2023-01-19,13:00:00,59.85,99.6,1,2023-01-24 09:15:00,1.0,58.85,0.6085,58.2415,47175.615000000005,Target Hit,810,4.7175615,162.7,0.55,2023,1,"35, 5, 15m, N Candles High SL"
38,finnifty,18300,P,2023-02-07,2023-02-03 11:00:00,SELL,2023-02-03,11:15:00,180.95,662.85,1,2023-02-07 14:30:00,1.0,179.95,1.8195,178.13049999999998,146957.66249999998,Target Hit,825,14.695766249999998,662.85,0.55,2023,2,"35, 5, 15m, N Candles High SL"
