,Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Date,Entry Time,Entry Price,Initial SL,Target,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Max Price,Min Price,Trade Year,Trade Month,Variation
0,nifty,8400,C,2017-01-25,2017-01-23 12:15:00,SELL,2017-01-23,12:45:00,20.6,30.900000000000002,1,2017-01-23 14:45:00,30.900000000000002,-10.3,0.515,-10.815000000000001,-51425.325000000004,Initial SL Hit,4755,-1.0285065000000002,63.0,16.2,2017,1,"15, 5, 30m, 1.5% SL"
1,nifty,8400,P,2017-01-25,2017-01-24 09:45:00,SELL,2017-01-24,10:15:00,13.85,20.775,1,2017-01-25 09:15:00,1.0,12.85,0.1485,12.7015,60395.6325,Target Hit,4755,1.2079126500000001,73.35,0.8,2017,1,"15, 5, 30m, 1.5% SL"
2,nifty,8900,P,2017-02-23,2017-02-20 12:15:00,SELL,2017-02-20,12:45:00,68.35,102.52499999999999,1,2017-02-23 13:45:00,1.0,67.35,0.6935,66.6565,299954.25,Target Hit,4500,5.999085,115.6,0.5,2017,2,"15, 5, 30m, 1.5% SL"
3,nifty,9100,C,2017-03-30,2017-03-27 12:45:00,SELL,2017-03-27,13:15:00,19.3,28.950000000000003,1,2017-03-27 13:45:00,28.950000000000003,-9.650000000000002,0.4825,-10.132500000000002,-44532.33750000001,Initial SL Hit,4395,-0.8906467500000002,73.1,18.25,2017,3,"15, 5, 30m, 1.5% SL"
4,nifty,9100,C,2017-03-30,2017-03-27 14:15:00,SELL,2017-03-27,14:45:00,28.2,42.3,1,2017-03-28 10:15:00,42.3,-14.099999999999998,0.705,-14.804999999999998,-65067.97499999999,Initial SL Hit,4395,-1.3013594999999998,73.1,18.25,2017,3,"15, 5, 30m, 1.5% SL"
5,nifty,9100,P,2017-03-30,2017-03-28 11:45:00,SELL,2017-03-28,12:15:00,28.6,42.900000000000006,1,2017-03-30 13:45:00,1.0,27.6,0.29600000000000004,27.304000000000002,120001.08,Target Hit,4395,2.4000216,81.9,1.0,2017,3,"15, 5, 30m, 1.5% SL"
6,nifty,9200,P,2017-04-27,2017-04-24 12:15:00,SELL,2017-04-24,12:45:00,37.15,55.724999999999994,1,2017-04-27 09:15:00,1.0,36.15,0.3815,35.768499999999996,155592.97499999998,Target Hit,4350,3.1118594999999996,120.0,0.4,2017,4,"15, 5, 30m, 1.5% SL"
7,nifty,9450,C,2017-05-25,2017-05-22 12:15:00,SELL,2017-05-22,12:45:00,40.55,60.824999999999996,1,2017-05-25 14:45:00,60.824999999999996,-20.275,1.01375,-21.28875,-90051.4125,Initial SL Hit,4230,-1.8010282500000003,84.7,1.55,2017,5,"15, 5, 30m, 1.5% SL"
8,nifty,9450,P,2017-05-25,2017-05-22 15:15:00,SELL,2017-05-23,09:15:00,42.5,63.75,1,2017-05-23 09:15:00,63.75,-21.25,1.0625,-22.3125,-94381.875,Initial SL Hit,4230,-1.8876375,78.5,22.6,2017,5,"15, 5, 30m, 1.5% SL"
9,nifty,9450,P,2017-05-25,2017-05-25 11:45:00,SELL,2017-05-25,12:15:00,35.25,52.875,1,2017-05-25 14:45:00,1.0,34.25,0.3625,33.8875,143344.125,Target Hit,4230,2.8668825,107.5,0.05,2017,5,"15, 5, 30m, 1.5% SL"
10,nifty,9650,C,2017-06-29,2017-06-27 12:15:00,SELL,2017-06-27,12:45:00,5.4,8.100000000000001,1,2017-06-28 15:15:00,1.0,4.4,0.064,4.336,17951.04,Target Hit,4140,0.35902080000000003,40.05,1.0,2017,6,"15, 5, 30m, 1.5% SL"
11,nifty,9650,P,2017-06-29,2017-06-29 10:15:00,SELL,2017-06-29,10:45:00,90.45,135.675,1,2017-06-29 13:15:00,135.675,-45.22500000000001,2.26125,-47.486250000000005,-196593.075,Initial SL Hit,4140,-3.9318615,172.75,49.55,2017,6,"15, 5, 30m, 1.5% SL"
12,nifty,9900,P,2017-07-27,2017-07-24 12:45:00,SELL,2017-07-24,13:15:00,18.45,27.674999999999997,1,2017-07-27 09:15:00,1.0,17.45,0.1945,17.255499999999998,69625.94249999999,Target Hit,4035,1.3925188499999999,89.1,0.35,2017,7,"15, 5, 30m, 1.5% SL"
13,nifty,9900,C,2017-08-31,2017-08-29 12:15:00,SELL,2017-08-29,12:45:00,15.85,23.775,1,2017-08-30 09:15:00,23.775,-7.924999999999999,0.39625,-8.32125,-33576.243749999994,Initial SL Hit,4035,-0.6715248749999999,65.3,7.5,2017,8,"15, 5, 30m, 1.5% SL"
14,nifty,9900,C,2017-08-31,2017-08-30 09:45:00,SELL,2017-08-30,10:15:00,19.7,29.549999999999997,1,2017-08-30 11:45:00,29.549999999999997,-9.849999999999998,0.4925,-10.342499999999998,-41731.98749999999,Initial SL Hit,4035,-0.8346397499999998,65.3,7.5,2017,8,"15, 5, 30m, 1.5% SL"
15,nifty,9900,P,2017-08-31,2017-08-30 13:45:00,SELL,2017-08-30,14:15:00,26.85,40.275000000000006,1,2017-08-31 09:15:00,40.275000000000006,-13.425000000000004,0.67125,-14.096250000000005,-56878.368750000016,Initial SL Hit,4035,-1.1375673750000002,120.0,21.25,2017,8,"15, 5, 30m, 1.5% SL"
16,nifty,9900,C,2017-08-31,2017-08-31 12:15:00,SELL,2017-08-31,12:45:00,12.35,18.525,1,2017-08-31 14:45:00,18.525,-6.174999999999999,0.30875,-6.483749999999999,-26161.931249999994,Initial SL Hit,4035,-0.5232386249999998,65.3,4.1,2017,8,"15, 5, 30m, 1.5% SL"
17,nifty,10100,C,2017-09-28,2017-09-25 12:15:00,SELL,2017-09-25,12:45:00,5.2,7.800000000000001,1,2017-09-27 09:45:00,1.0,4.2,0.062000000000000006,4.138,16386.48,Target Hit,3960,0.3277296,55.35,0.9,2017,9,"15, 5, 30m, 1.5% SL"
18,nifty,10200,P,2017-10-26,2017-10-24 13:45:00,SELL,2017-10-24,14:15:00,38.85,58.275000000000006,1,2017-10-26 12:15:00,1.0,37.85,0.3985,37.4515,146622.6225,Target Hit,3915,2.93245245,100.0,1.0,2017,10,"15, 5, 30m, 1.5% SL"
19,nifty,10350,C,2017-11-30,2017-11-27 12:15:00,SELL,2017-11-27,12:45:00,53.0,79.5,1,2017-11-27 14:15:00,79.5,-26.5,1.325,-27.825,-107682.75,Initial SL Hit,3870,-2.153655,102.0,50.6,2017,11,"15, 5, 30m, 1.5% SL"
20,nifty,10350,P,2017-11-30,2017-11-28 09:45:00,SELL,2017-11-28,10:15:00,21.2,31.799999999999997,1,2017-11-28 13:45:00,31.799999999999997,-10.599999999999998,0.53,-11.129999999999997,-43073.09999999999,Initial SL Hit,3870,-0.8614619999999998,52.7,12.1,2017,11,"15, 5, 30m, 1.5% SL"
21,nifty,10350,P,2017-11-30,2017-11-28 14:15:00,SELL,2017-11-28,14:45:00,27.65,41.474999999999994,1,2017-11-30 09:15:00,41.474999999999994,-13.824999999999996,0.69125,-14.516249999999996,-56177.88749999998,Initial SL Hit,3870,-1.1235577499999996,57.6,12.1,2017,11,"15, 5, 30m, 1.5% SL"
22,nifty,10350,C,2017-11-30,2017-11-29 10:15:00,SELL,2017-11-29,10:45:00,56.0,84.0,1,2017-11-30 14:15:00,1.0,55.0,0.5700000000000001,54.43,210644.1,Target Hit,3870,4.2128820000000005,102.0,0.15,2017,11,"15, 5, 30m, 1.5% SL"
23,nifty,10450,P,2017-12-28,2017-12-26 12:15:00,SELL,2017-12-26,12:45:00,19.8,29.700000000000003,1,2017-12-28 14:15:00,1.0,18.8,0.20800000000000002,18.592000000000002,71114.40000000001,Target Hit,3825,1.4222880000000002,53.0,0.6,2017,12,"15, 5, 30m, 1.5% SL"
24,nifty,10450,C,2017-12-28,2017-12-28 10:45:00,SELL,2017-12-28,11:15:00,51.8,77.69999999999999,1,2017-12-28 13:45:00,77.69999999999999,-25.89999999999999,1.295,-27.194999999999993,-104020.87499999997,Initial SL Hit,3825,-2.0804174999999994,115.0,44.15,2017,12,"15, 5, 30m, 1.5% SL"
25,nifty,10850,P,2018-01-25,2018-01-22 12:15:00,SELL,2018-01-22,12:45:00,30.45,45.675,1,2018-01-25 09:15:00,1.0,29.45,0.3145,29.1355,107509.995,Target Hit,3690,2.1501998999999996,87.85,0.35,2018,1,"15, 5, 30m, 1.5% SL"
26,nifty,10850,C,2018-01-25,2018-01-25 12:45:00,SELL,2018-01-25,13:15:00,180.0,270.0,1,2018-01-25 15:15:00,207.4,-27.400000000000006,3.8739999999999997,-31.274000000000004,-115401.06000000001,Expiry Exit,3690,-2.3080212,264.8,31.35,2018,1,"15, 5, 30m, 1.5% SL"
27,nifty,10600,C,2018-02-22,2018-02-19 12:15:00,SELL,2018-02-19,12:45:00,6.75,10.125,1,2018-02-21 12:45:00,1.0,5.75,0.0775,5.6725,21442.050000000003,Target Hit,3780,0.428841,82.4,0.95,2018,2,"15, 5, 30m, 1.5% SL"
