Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month
2017-01-12 10:15:00,LONG,2017-01-12 11:15:00,18888.05,18819.95,18819.95,2017-01-13 09:15:00,18819.95,-68.09999999999854,-71.87079999999854,-86244.95999999825,Initial SL hit,1200,6,-2.299865599999953,2017,1
2017-01-13 10:15:00,LONG,2017-01-13 11:15:00,18866.4,18781.6,19044.91,2017-01-17 15:15:00,19031.85,165.4499999999971,161.66017499999708,193992.2099999965,TSL Hit,1200,6,5.173125599999906,2017,1
2017-01-18 09:15:00,LONG,2017-01-18 10:15:00,19255.35,19074.85,19130.29666666667,2017-01-19 09:15:00,19074.85,-180.5,-184.33302,-215669.6334,Initial SL hit,1170,6,-5.751190223999999,2017,1
2017-01-19 10:15:00,LONG,2017-01-19 11:15:00,19108.4,19063.75,19063.75,2017-01-20 09:15:00,18996.6,-111.80000000000291,-115.61050000000292,-135264.2850000034,Gap Open Outside ISL,1170,6,-3.6070476000000906,2017,1
2017-01-20 10:15:00,LONG,2017-01-20 11:15:00,19010.5,18959.0,18959.0,2017-01-20 12:15:00,18959.0,-51.5,-55.29695,-64697.431500000006,Initial SL Hit,1170,6,-1.7252648400000001,2017,1
2017-01-23 09:15:00,LONG,2017-01-23 10:15:00,18869.95,18725.05,19626.87,2017-01-30 13:15:00,19602.4,732.4500000000007,728.6027650000008,874323.3180000009,TSL Hit,1200,6,23.315288480000024,2017,1
2017-01-31 11:15:00,LONG,2017-01-31 12:15:00,19492.3,19444.45,19444.45,2017-01-31 12:15:00,19444.45,-47.849999999998545,-51.74367499999855,-58987.78949999834,Initial SL Hit,1140,6,-1.5730077199999557,2017,1
2017-02-01 09:15:00,LONG,2017-02-01 10:15:00,19613.9,19505.1,19505.1,2017-02-01 11:15:00,19505.1,-108.80000000000291,-112.71190000000291,-128491.56600000332,Initial SL Hit,1140,6,-3.4264417600000887,2017,2
2017-02-01 12:15:00,LONG,2017-02-01 13:15:00,19933.8,19471.4,20357.070000000003,2017-02-07 14:15:00,20328.2,394.40000000000146,390.37380000000144,445026.1320000016,TSL Hit,1140,6,11.867363520000044,2017,2
2017-02-08 12:15:00,LONG,2017-02-08 13:15:00,20297.3,20268.75,20268.75,2017-02-08 13:15:00,20268.75,-28.549999999999272,-32.60660499999927,-36193.33154999919,Initial SL Hit,1110,6,-0.9651555079999784,2017,2
2017-02-08 14:15:00,LONG,2017-02-08 15:15:00,20300.1,20070.8,20070.8,2017-02-09 10:15:00,20070.8,-229.29999999999927,-233.33708999999928,-259004.1698999992,Initial SL Hit,1110,6,-6.906777863999978,2017,2
