Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,DD%
2022-01-11 11:15:00,LONG,2022-01-11 12:15:00,7784.85,7763.65,7763.65,2022-01-11 14:15:00,7763.65,-21.200000000000728,-28.97425000000073,-176742.92500000444,Initial SL Hit,6100,6.333,-2.3565723333333928,2022,1,0.0
2022-01-12 10:15:00,LONG,2022-01-12 11:15:00,7831.0,7815.65,7815.65,2022-01-12 11:15:00,7815.65,-15.350000000000364,-23.173325000000364,-140198.6162500022,Initial SL Hit,6050,6.333,-1.8693148833333628,2022,1,-1.869314883333363
2022-01-12 13:15:00,LONG,2022-01-12 14:15:00,7856.9,7831.05,7831.05,2022-01-18 14:15:00,7831.05,-25.849999999999454,-33.693974999999455,-203848.5487499967,Initial SL Hit,6050,6.333,-2.717980649999956,2022,1,-4.587295533333319
2022-01-20 14:15:00,LONG,2022-01-20 15:15:00,7754.95,7709.8,7709.8,2022-01-21 09:15:00,7705.95,-49.0,-56.73045,-346055.745,Gap Open Outside ISL,6100,6.333,-4.6140766,2022,1,-9.201372133333319
2022-01-25 13:15:00,LONG,2022-01-25 14:15:00,7349.15,7301.5,7301.5,2022-01-27 09:15:00,7291.25,-57.899999999999636,-65.22019999999964,-420670.28999999765,Gap Open Outside ISL,6450,6.333,-5.608937199999969,2022,1,-14.810309333333286
2022-01-27 14:15:00,LONG,2022-01-27 15:15:00,7360.35,7298.1,7490.913235294117,2022-02-07 09:15:00,7458.1,97.75,90.340775,582697.9987499999,TSL Hit,6450,6.333,7.769306649999999,2022,1,-7.0410026833332875
2022-02-09 09:15:00,LONG,2022-02-09 10:15:00,7459.85,7420.25,7531.133088235295,2022-02-10 14:15:00,7530.85,71.0,63.50465,403254.52749999997,TSL Hit,6350,6.333,5.376727033333333,2022,2,-1.6642756499999543
2022-02-16 11:15:00,LONG,2022-02-16 12:15:00,7340.25,7313.8,7313.8,2022-02-16 14:15:00,7313.8,-26.449999999999818,-33.77702499999982,-217861.81124999883,Initial SL Hit,6450,6.333,-2.9048241499999845,2022,2,-4.569099799999939
2022-02-17 10:15:00,LONG,2022-02-17 11:15:00,7324.6,7260.1,7260.1,2022-02-18 09:15:00,7240.65,-83.95000000000073,-91.23262500000072,-593012.0625000047,Gap Open Outside ISL,6500,6.333,-7.906827500000062,2022,2,-12.4759273
2022-02-23 10:15:00,LONG,2022-02-23 11:15:00,7165.2,7134.65,7134.65,2022-02-23 12:15:00,7134.65,-30.550000000000182,-37.69992500000018,-250704.5012500012,Initial SL Hit,6650,6.333,-3.342726683333349,2022,2,-15.818653983333348
2022-02-25 13:15:00,LONG,2022-02-25 14:15:00,6938.85,6896.6,6896.6,2022-02-28 09:15:00,6886.0,-52.850000000000364,-59.76242500000036,-409372.61125000246,Gap Open Outside ISL,6850,6.333,-5.458301483333366,2022,2,-21.276955466666713
2022-02-28 10:15:00,LONG,2022-02-28 11:15:00,6933.5,6851.4,6851.4,2022-03-04 09:15:00,6851.4,-82.10000000000036,-88.99245000000036,-609598.2825000024,Initial SL Hit,6850,6.333,-8.127977100000033,2022,2,-29.404932566666748
2022-03-08 13:15:00,LONG,2022-03-08 14:15:00,6589.15,6487.0,7495.950735294117,2022-04-12 12:15:00,7488.05,898.9000000000005,891.8614000000006,6421402.080000004,TSL Hit,7200,6.333,85.61869440000005,2022,3,0.0
2022-04-21 09:15:00,LONG,2022-04-21 10:15:00,7421.6,7387.35,7387.35,2022-04-22 09:15:00,7384.65,-36.95000000000073,-44.35312500000073,-283860.00000000466,Gap Open Outside ISL,6400,6.333,-3.7848000000000623,2022,4,-3.784800000000061
2022-04-26 13:15:00,LONG,2022-04-26 14:15:00,7308.2,7280.95,7280.95,2022-04-27 09:15:00,7264.4,-43.80000000000018,-51.08630000000018,-332060.9500000012,Gap Open Outside ISL,6500,6.333,-4.427479333333349,2022,4,-8.212279333333413
2022-04-28 11:15:00,LONG,2022-04-28 12:15:00,7251.3,7224.4,7224.4,2022-04-29 15:15:00,7224.4,-26.900000000000546,-34.13785000000055,-223602.9175000036,Initial SL Hit,6550,6.333,-2.9813722333333814,2022,4,-11.193651566666794
2022-05-13 11:15:00,LONG,2022-05-13 12:15:00,6554.95,6524.75,6524.75,2022-05-13 13:15:00,6524.75,-30.199999999999818,-36.73984999999982,-266363.9124999987,Initial SL Hit,7250,6.333,-3.5515188333333163,2022,5,-14.745170400000113
2022-05-17 10:15:00,LONG,2022-05-17 11:15:00,6620.85,6584.8,6645.632352941177,2022-05-19 09:15:00,6560.55,-60.30000000000018,-66.89070000000018,-478268.5050000013,Gap Open Outside ISL,7150,6.333,-6.376913400000017,2022,5,-21.122083800000134
2022-05-20 12:15:00,LONG,2022-05-20 13:15:00,6605.5,6583.2,6583.2,2022-05-25 09:15:00,6583.2,-22.300000000000182,-28.89435000000018,-208039.3200000013,Initial SL hit,7200,6.333,-2.7738576000000172,2022,5,-23.89594140000015
2022-05-26 14:15:00,LONG,2022-05-26 15:15:00,6550.95,6495.7,6719.435294117647,2022-06-06 09:15:00,6673.3,122.35000000000036,115.73787500000036,839099.5937500026,TSL Hit,7250,6.333,11.187994583333367,2022,5,-12.707946816666784
2022-06-08 11:15:00,LONG,2022-06-08 12:15:00,6703.45,6680.5,6680.5,2022-06-08 12:15:00,6680.5,-22.949999999999818,-29.641974999999817,-210458.0224999987,Initial SL Hit,7100,6.333,-2.8061069666666496,2022,6,-15.51405378333343
2022-06-09 14:15:00,LONG,2022-06-09 15:15:00,6696.2,6668.75,6668.75,2022-06-10 09:15:00,6635.0,-61.19999999999982,-67.86559999999982,-481845.75999999867,Gap Open Outside ISL,7100,6.333,-6.424610133333315,2022,6,-21.938663916666748
2022-06-15 10:15:00,LONG,2022-06-15 11:15:00,6455.05,6431.35,6431.35,2022-06-16 11:15:00,6431.35,-23.699999999999818,-30.14319999999982,-221552.51999999868,Initial SL Hit,7350,6.333,-2.9540335999999825,2022,6,-24.89269751666673
2022-06-21 09:15:00,LONG,2022-06-21 10:15:00,6237.6,6151.95,6310.6080882352935,2022-07-01 09:15:00,6291.25,53.649999999999636,47.38557499999963,360130.3699999972,TSL Hit,7600,6.333,4.8017382666666295,2022,6,-20.090959250000097
2022-07-01 14:15:00,LONG,2022-07-01 15:15:00,6390.25,6339.05,6339.05,2022-07-04 09:15:00,6339.05,-51.19999999999982,-57.564649999999816,-428856.6424999986,Initial SL hit,7450,6.333,-5.718088566666648,2022,7,-25.809047816666745
2022-07-04 11:15:00,LONG,2022-07-04 12:15:00,6384.7,6367.05,6367.05,2022-07-04 12:15:00,6367.05,-17.649999999999636,-24.025874999999637,-178992.76874999728,Initial SL hit,7450,6.333,-2.3865702499999637,2022,7,-28.195618066666707
2022-07-04 13:15:00,LONG,2022-07-04 14:15:00,6393.35,6368.5,7319.049999999999,2022-08-22 09:15:00,7306.2,912.8499999999995,906.0002249999994,6749701.676249996,TSL Hit,7450,6.333,89.99602234999995,2022,7,0.0
2022-08-24 13:15:00,LONG,2022-08-24 14:15:00,7319.5,7288.5,7365.971323529411,2022-08-25 14:15:00,7325.25,5.75,-1.572375,-10220.4375,TSL Hit,6500,6.333,-0.1362725,2022,8,-0.13627250000000402
2022-08-30 10:15:00,LONG,2022-08-30 11:15:00,7375.4,7359.15,7366.6772058823535,2022-09-01 09:15:00,7359.15,-16.25,-23.617275,-152331.42375,Initial SL hit,6450,6.333,-2.0310856499999996,2022,8,-2.1673581499999983
2022-09-01 13:15:00,LONG,2022-09-01 14:15:00,7403.9,7375.8,7571.125,2022-09-16 11:15:00,7543.85,139.95000000000073,132.47612500000074,847847.2000000047,TSL Hit,6400,6.333,11.304629333333397,2022,9,0.0
2022-09-20 15:15:00,LONG,2022-09-21 09:15:00,7498.25,7488.8,7488.8,2022-09-21 09:15:00,7488.8,-9.449999999999818,-16.943524999999816,-107591.38374999883,Initial SL Hit,6350,6.333,-1.4345517833333177,2022,9,-1.434551783333319
2022-09-22 14:15:00,LONG,2022-09-22 15:15:00,7504.9,7476.3,7476.3,2022-09-23 09:15:00,7476.3,-28.599999999999454,-36.090599999999455,-229175.30999999653,Initial SL Hit,6350,6.333,-3.0556707999999535,2022,9,-4.490222583333278
2022-09-27 12:15:00,LONG,2022-09-27 13:15:00,7090.05,7052.9,7052.9,2022-09-27 14:15:00,7052.9,-37.150000000000546,-44.221475000000545,-296283.8825000037,Initial SL Hit,6700,6.333,-3.9504517666667156,2022,9,-8.440674349999995
2022-09-28 09:15:00,LONG,2022-09-28 10:15:00,7097.65,7012.55,7012.55,2022-09-29 12:15:00,7012.55,-85.09999999999945,-92.15509999999945,-617439.1699999963,Initial SL Hit,6700,6.333,-8.232522266666617,2022,9,-16.673196616666615
2022-09-30 09:15:00,LONG,2022-09-30 10:15:00,7088.5,6996.3,7225.7955882352935,2022-10-11 14:15:00,7224.95,136.44999999999982,129.29327499999982,866264.9424999988,TSL Hit,6700,6.333,11.550199233333318,2022,9,-5.122997383333299
2022-10-14 10:15:00,LONG,2022-10-14 11:15:00,7290.95,7270.8,7270.8,2022-10-14 11:15:00,7270.8,-20.149999999999636,-27.430874999999638,-178300.68749999764,Initial SL hit,6500,6.333,-2.3773424999999686,2022,10,-7.500339883333268
2022-10-18 09:15:00,LONG,2022-10-18 10:15:00,7333.95,7286.35,7296.003676470588,2022-10-20 09:15:00,7286.35,-47.599999999999454,-54.910149999999454,-356915.9749999964,Initial SL hit,6500,6.333,-4.758879666666619,2022,10,-12.259219549999884
2022-10-27 10:15:00,LONG,2022-10-27 11:15:00,7327.45,7300.75,7300.75,2022-10-27 14:15:00,7300.75,-26.699999999999818,-34.01409999999982,-221091.64999999883,Initial SL hit,6500,6.333,-2.947888666666651,2022,10,-15.20710821666654
2022-10-31 09:15:00,LONG,2022-10-31 10:15:00,7375.75,7318.2,7418.613235294118,2022-11-09 15:15:00,7417.35,41.600000000000364,34.203450000000366,220612.25250000236,TSL Hit,6450,6.333,2.9414967000000316,2022,10,-12.26561151666651
2022-11-22 11:15:00,LONG,2022-11-22 12:15:00,7190.85,7178.8,7416.830882352941,2022-12-09 12:15:00,7394.55,203.69999999999982,196.40729999999982,1296288.1799999988,TSL Hit,6600,6.333,17.283842399999983,2022,11,0.0
2022-12-13 10:15:00,LONG,2022-12-13 11:15:00,7405.75,7394.3,7441.389705882353,2022-12-15 14:15:00,7421.85,16.100000000000364,8.686200000000364,55591.68000000233,TSL Hit,6400,6.333,0.741222400000031,2022,12,0.0
2022-12-19 15:15:00,LONG,2022-12-20 09:15:00,7351.25,7343.65,7343.65,2022-12-20 09:15:00,7343.65,-7.600000000000364,-14.947450000000364,-96411.05250000235,Initial SL hit,6450,6.333,-1.2854807000000312,2022,12,-1.2854807000000221
2022-12-20 11:15:00,LONG,2022-12-20 12:15:00,7279.2,7254.75,7254.75,2022-12-21 13:15:00,7254.75,-24.449999999999818,-31.71697499999982,-207746.18624999883,Initial SL Hit,6550,6.333,-2.7699491499999844,2022,12,-4.05542985000001
2022-12-26 11:15:00,LONG,2022-12-26 12:15:00,7082.5,7054.05,7054.05,2022-12-26 12:15:00,7054.05,-28.449999999999818,-35.51827499999982,-237972.44249999878,Initial SL Hit,6700,6.333,-3.172965899999984,2022,12,-7.22839574999999
2022-12-26 13:15:00,LONG,2022-12-26 14:15:00,7091.65,7067.4,7139.381617647059,2023-01-04 10:15:00,7136.8,45.150000000000546,38.03577500000055,254839.69250000367,TSL Hit,6700,6.333,3.3978625666667157,2022,12,-3.830533183333273
2023-01-05 13:15:00,LONG,2023-01-05 14:15:00,7126.35,7094.15,7141.511029411765,2023-01-06 10:15:00,7139.8,13.449999999999818,6.316924999999817,42007.55124999879,TSL Hit,6650,6.333,0.5601006833333172,2023,1,-3.2704324999999557
2023-01-09 13:15:00,LONG,2023-01-09 14:15:00,7159.35,7133.85,7133.85,2023-01-10 09:15:00,7133.85,-25.5,-32.6466,-217099.88999999998,Initial SL Hit,6650,6.333,-2.8946651999999995,2023,1,-6.165097699999961
2023-01-18 09:15:00,LONG,2023-01-18 10:15:00,7031.2,6990.1,6990.1,2023-01-20 13:15:00,6990.1,-41.099999999999454,-48.11064999999945,-324746.8874999963,Initial SL Hit,6750,6.333,-4.32995849999995,2023,1,-10.495056199999908
