,Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Date,Entry Time,Entry Price,Initial SL,Target,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Max Price,Min Price,Trade Year,Trade Month,Variation
0,bnf,18200,P,2017-01-05,2017-01-03 12:45:00,SELL,2017-01-03,13:00:00,189.1,390.0,1,2017-01-05 15:15:00,80.1,109.0,2.6919999999999997,106.308,146705.04,Expiry Exit,1380,2.9341008000000004,390.0,41.05,2017,1,"35, 4, 15m, 0% SL"
1,bnf,18200,C,2017-01-05,2017-01-04 10:00:00,SELL,2017-01-04,10:15:00,30.1,74.9,1,2017-01-05 15:00:00,1.0,29.1,0.311,28.789,39728.82,Target Hit,1380,0.7945764,125.6,0.05,2017,1,"35, 4, 15m, 0% SL"
2,bnf,18200,P,2017-01-12,2017-01-09 12:30:00,SELL,2017-01-09,12:45:00,71.7,123.85,1,2017-01-12 09:15:00,1.0,70.7,0.7270000000000001,69.973,96562.74,Target Hit,1380,1.9312548000000003,190.0,0.15,2017,1,"35, 4, 15m, 0% SL"
3,bnf,18200,C,2017-01-12,2017-01-09 15:00:00,SELL,2017-01-09,15:15:00,160.05,206.0,1,2017-01-10 09:15:00,206.0,-45.94999999999999,3.6605000000000003,-49.61049999999999,-68462.48999999998,Initial SL Hit,1380,-1.3692497999999995,220.0,109.75,2017,1,"35, 4, 15m, 0% SL"
4,bnf,18200,C,2017-01-12,2017-01-10 12:30:00,SELL,2017-01-10,12:45:00,164.65,220.0,1,2017-01-10 15:15:00,220.0,-55.349999999999994,3.8465,-59.19649999999999,-81691.16999999998,Initial SL Hit,1380,-1.6338233999999996,228.0,109.75,2017,1,"35, 4, 15m, 0% SL"
5,bnf,18900,P,2017-01-19,2017-01-16 12:30:00,SELL,2017-01-16,12:45:00,70.2,206.7,1,2017-01-19 11:45:00,1.0,69.2,0.7120000000000001,68.488,90404.16,Target Hit,1320,1.8080832000000002,206.7,1.0,2017,1,"35, 4, 15m, 0% SL"
6,bnf,18900,C,2017-01-19,2017-01-19 10:30:00,SELL,2017-01-19,10:45:00,172.8,390.2,1,2017-01-19 15:15:00,213.15,-40.349999999999994,3.8595000000000006,-44.20949999999999,-58356.539999999986,Expiry Exit,1320,-1.1671307999999996,390.2,82.6,2017,1,"35, 4, 15m, 0% SL"
7,bnf,19000,C,2017-01-25,2017-01-23 12:30:00,SELL,2017-01-23,12:45:00,30.65,158.75,1,2017-01-25 09:15:00,158.75,-128.1,1.8940000000000001,-129.994,-171592.08,Initial SL Hit,1320,-3.4318416,189.95,24.1,2017,1,"35, 4, 15m, 0% SL"
8,bnf,19000,P,2017-01-25,2017-01-24 10:00:00,SELL,2017-01-24,10:15:00,76.3,279.65,1,2017-01-25 13:00:00,1.0,75.3,0.773,74.527,98375.64,Target Hit,1320,1.9675128,279.65,0.5,2017,1,"35, 4, 15m, 0% SL"
9,bnf,19600,C,2017-02-02,2017-01-30 13:45:00,SELL,2017-01-30,14:00:00,268.5,390.4,1,2017-02-01 14:45:00,390.4,-121.89999999999998,6.5889999999999995,-128.48899999999998,-163823.47499999998,Initial SL Hit,1275,-3.2764694999999997,421.8,140.2,2017,1,"35, 4, 15m, 0% SL"
