Previous Day,Day High,Day Low,Daily Range,Current Day Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Max High,Min Low,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year
2020-06-05,10177.4,10041.25,136.14999999999964,10326.75,125%,10496.9375,10156.5625,low,10350,2020-06-11,3,NIFTY2061110350CE,CE,2020-06-08 13:27:00,44.9,2020-06-08 13:32:00,47.5,56.15,35.5,SL Hit,-2.6000000000000014,0.924,-3.5240000000000014,7826.086956521739,-20347.82608695653,-27579.13043478262,-0.2260869565217392,-0.3064347826086957,2020
2020-06-10,10147.65,10036.9,110.75,10094.1,125%,10232.5375,9955.6625,low,10100,2020-06-11,0,NIFTY2061110100CE,CE,2020-06-11 14:10:00,0.5,2020-06-11 15:30:00,0.05,0.7,0.05,EOD Closing,0.45,0.0055000000000000005,0.4445,8019.80198019802,3608.910891089109,3564.80198019802,0.04009900990099011,0.03960891089108911,2020
2020-06-11,10111.65,9886.0,225.64999999999964,9544.95,125%,9827.0125,9262.8875,high,9550,2020-06-18,6,NIFTY206189550PE,PE,2020-06-12 13:41:00,78.0,2020-06-12 13:42:00,77.3,83.15,36.45,SL Hit,0.7000000000000028,1.5530000000000002,-0.8529999999999973,8481.675392670157,5937.172774869134,-7234.869109947621,0.06596858638743482,-0.08038743455497356,2020
2020-06-15,9942.5,9726.9,215.60000000000036,10014.8,125%,10284.3,9745.3,low,10000,2020-06-18,2,NIFTY2061810000CE,CE,2020-06-16 13:17:00,31.8,2020-06-16 15:30:00,66.75,75.0,31.55,EOD Closing,-34.95,0.9855,-35.935500000000005,8100.0,-283095.0,-291077.55000000005,-3.1455,-3.2341950000000006,2020
2020-06-17,10002.9,9834.4,168.5,9863.25,125%,10073.875,9652.625,high,9850,2020-06-18,0,NIFTY206189850PE,PE,2020-06-18 14:16:00,0.7,2020-06-18 15:30:00,0.05,0.75,0.05,EOD Closing,0.6499999999999999,0.0075,0.6425,8223.350253807106,5345.177664974618,5283.502538071065,0.059390862944162424,0.058705583756345166,2020
2020-06-23,10484.2,10302.25,181.95000000000073,10529.25,125%,10756.6875,10301.8125,low,10550,2020-06-25,1,NIFTY20JUN10550CE,CE,2020-06-24 15:10:00,7.4,2020-06-24 15:30:00,8.65,8.7,6.65,EOD Closing,-1.25,0.1605,-1.4105,7677.725118483412,-9597.156398104265,-10829.431279620854,-0.10663507109004738,-0.1203270142180095,2020
2020-07-03,10630.8,10563.05,67.75,10723.85,125%,10808.5375,10639.1625,high,10700,2020-07-09,3,NIFTY2070910700PE,PE,2020-07-06 13:35:00,65.25,2020-07-06 15:30:00,69.2,79.2,64.75,EOD Closing,-3.950000000000003,1.3444999999999998,-5.294500000000003,7570.093457943925,-29901.869158878526,-40079.859813084135,-0.33224299065420587,-0.44533177570093485,2020
2020-07-13,10893.45,10756.35,137.10000000000036,10750.85,125%,10922.225,10579.475,low,10750,2020-07-16,2,NIFTY2071610750CE,CE,2020-07-14 13:09:00,28.05,2020-07-14 15:30:00,35.75,40.95,26.3,EOD Closing,-7.699999999999999,0.638,-8.338,7534.883720930233,-58018.60465116279,-62825.860465116275,-0.6446511627906976,-0.6980651162790698,2020
2020-07-21,11179.1,11113.4,65.70000000000073,11231.2,125%,11313.325,11149.075,low,11250,2020-07-23,1,NIFTY2072311250CE,CE,2020-07-22 09:17:00,27.35,2020-07-22 11:16:00,24.75,27.65,5.4,SL Hit,2.6000000000000014,0.521,2.0790000000000015,7200.0,18720.00000000001,14968.80000000001,0.20800000000000013,0.1663200000000001,2020
2020-07-31,11150.05,11027.0,123.04999999999927,11057.55,125%,11211.3625,10903.7375,low,11050,2020-08-06,3,NIFTY2080611050CE,CE,2020-08-03 14:04:00,45.65,2020-08-03 15:30:00,45.0,51.25,38.1,EOD Closing,0.6499999999999986,0.9065000000000001,-0.2565000000000015,7330.316742081448,4764.7058823529305,-1880.2262443439024,0.05294117647058812,-0.02089140271493225,2020
2020-08-13,11359.25,11270.6,88.64999999999964,11353.3,125%,11464.1125,11242.4875,low,11350,2020-08-20,6,NIFTY2082011350CE,CE,2020-08-14 13:46:00,55.0,2020-08-14 15:30:00,38.05,56.45,32.2,EOD Closing,16.950000000000003,0.9305,16.019500000000004,7136.563876651982,120964.75770925112,114324.18502202646,1.3440528634361235,1.2702687224669607,2020
2020-08-18,11275.95,11255.4,20.55000000000109,11452.15,125%,11477.837500000001,11426.462499999998,low,11450,2020-08-20,1,NIFTY2082011450CE,CE,2020-08-19 09:51:00,39.4,2020-08-19 09:52:00,39.55,55.0,22.6,SL Hit,-0.14999999999999858,0.7894999999999999,-0.9394999999999984,7074.235807860262,-1061.1353711790293,-6646.244541484705,-0.011790393013100326,-0.07384716157205229,2020
2020-08-21,11417.95,11362.4,55.55000000000109,11412.0,125%,11481.437500000002,11342.562499999998,high,11400,2020-08-27,3,NIFTY20AUG11400PE,PE,2020-08-24 12:45:00,41.25,2020-08-24 15:30:00,47.15,47.95,35.0,EOD Closing,-5.899999999999999,0.8840000000000001,-6.783999999999999,7105.263157894737,-41921.05263157894,-48202.105263157886,-0.4657894736842104,-0.5355789473684209,2020
2020-08-28,11686.05,11592.5,93.54999999999927,11777.55,125%,11894.4875,11660.6125,low,11800,2020-09-03,3,NIFTY2090311800CE,CE,2020-08-31 11:14:00,32.2,2020-08-31 15:30:00,14.35,34.1,10.7,EOD Closing,17.85,0.4655,17.384500000000003,6864.406779661017,122529.66101694916,119334.27966101698,1.3614406779661017,1.3259364406779663,2020
2020-09-03,11584.55,11508.3,76.25,11354.4,125%,11449.7125,11259.0875,high,11350,2020-09-10,6,NIFTY2091011350PE,PE,2020-09-04 13:19:00,68.25,2020-09-04 13:20:00,68.75,148.35,67.1,SL Hit,-0.5,1.37,-1.87,7136.563876651982,-3568.281938325991,-13345.374449339208,-0.03964757709251101,-0.1482819383259912,2020
2020-09-11,11492.7,11420.25,72.45000000000073,11540.15,125%,11630.712500000001,11449.587499999998,low,11550,2020-09-17,3,NIFTY2091711550CE,CE,2020-09-14 14:06:00,47.8,2020-09-14 15:30:00,37.9,48.25,29.1,EOD Closing,9.899999999999999,0.8569999999999999,9.043,7012.987012987013,69428.57142857142,63418.441558441555,0.7714285714285714,0.7046493506493506,2020
2020-09-17,11586.65,11498.9,87.75,11584.1,125%,11693.7875,11474.4125,low,11600,2020-09-24,6,NIFTY20SEP11600CE,CE,2020-09-18 14:25:00,53.9,2020-09-18 15:30:00,55.7,62.15,46.6,EOD Closing,-1.8000000000000043,1.0959999999999999,-2.8960000000000043,6982.758620689655,-12568.965517241408,-20222.068965517272,-0.1396551724137934,-0.22468965517241413,2020
2020-09-18,11584.1,11446.8,137.3000000000011,11503.8,125%,11675.425000000001,11332.174999999997,low,11500,2020-09-24,3,NIFTY20SEP11500CE,CE,2020-09-21 14:11:00,35.7,2020-09-21 15:30:00,19.65,35.6,19.5,EOD Closing,16.050000000000004,0.5535,15.496500000000005,7043.478260869565,113047.82608695654,109149.26086956525,1.2560869565217394,1.2127695652173918,2020
2020-10-08,11844.9,11825.7,19.19999999999891,11852.05,125%,11876.049999999997,11828.050000000001,high,11850,2020-10-15,6,NIFTY20101511850PE,PE,2020-10-09 09:25:00,112.5,2020-10-09 09:39:00,132.95,140.55,70.6,SL Hit,-20.44999999999999,2.4545,-22.904499999999988,6835.443037974684,-139784.8101265822,-156562.40506329105,-1.5531645569620245,-1.7395822784810115,2020
2020-10-08,11844.9,11825.7,19.19999999999891,11852.05,125%,11876.049999999997,11828.050000000001,low,11850,2020-10-15,6,NIFTY20101511850CE,CE,2020-10-09 09:38:00,113.2,2020-10-09 09:55:00,115.1,162.85,103.25,SL Hit,-1.8999999999999915,2.2830000000000004,-4.182999999999992,6835.443037974684,-12987.34177215184,-28592.658227848045,-0.14430379746835378,-0.317696202531645,2020
2020-10-14,11996.3,11822.3,174.0,12023.45,125%,12240.95,11805.95,low,12000,2020-10-15,0,NIFTY20101512000CE,CE,2020-10-15 13:46:00,0.8,2020-10-15 15:30:00,0.05,0.9,0.05,EOD Closing,0.75,0.0085,0.7415,6750.0,5062.5,5005.125,0.05625,0.0556125,2020
2020-10-20,11948.35,11839.4,108.95000000000073,11958.55,125%,12094.7375,11822.3625,low,11950,2020-10-22,1,NIFTY20102211950CE,CE,2020-10-21 14:04:00,17.3,2020-10-21 15:12:00,56.4,57.5,11.3,SL Hit,-39.099999999999994,0.737,-39.836999999999996,6778.242677824268,-265029.2887029288,-270024.8535564853,-2.944769874476987,-3.0002761506276148,2020
2020-10-23,11974.25,11908.85,65.39999999999964,11937.4,125%,12019.15,11855.65,low,11950,2020-10-29,3,NIFTY20OCT11950CE,CE,2020-10-26 11:24:00,53.65,2020-10-26 15:30:00,34.45,57.8,27.4,EOD Closing,19.199999999999996,0.881,18.318999999999996,6778.242677824268,130142.25941422592,124170.62761506274,1.44602510460251,1.3796736401673637,2020
2020-10-27,11898.7,11725.75,172.95000000000073,11922.6,125%,12138.787500000002,11706.412499999999,low,11900,2020-10-29,1,NIFTY20OCT11900CE,CE,2020-10-28 13:58:00,13.15,2020-10-28 15:30:00,10.15,15.55,8.45,EOD Closing,3.0,0.233,2.767,6806.72268907563,20420.168067226892,18834.201680672268,0.226890756302521,0.20926890756302519,2020
2020-11-03,11835.1,11729.85,105.25,11783.35,125%,11914.9125,11651.7875,high,11800,2020-11-05,1,NIFTY20110511800PE,PE,2020-11-04 09:45:00,70.55,2020-11-04 15:30:00,38.55,133.35,31.95,EOD Closing,32.0,1.091,30.909,6864.406779661017,219661.01694915254,212171.94915254237,2.440677966101695,2.357466101694915,2020
2020-11-14,12827.95,12750.85,77.10000000000036,12932.5,125%,13028.875,12836.125,low,12950,2020-11-19,2,NIFTY20111912950CE,CE,2020-11-17 10:30:00,33.15,2020-11-17 10:31:00,34.55,35.45,23.9,SL Hit,-1.3999999999999986,0.6769999999999999,-2.0769999999999986,6254.826254826255,-8756.756756756748,-12991.274131274122,-0.0972972972972972,-0.14434749034749023,2020
2020-11-24,13078.45,12980.45,98.0,13130.0,125%,13252.5,13007.5,low,13150,2020-11-26,1,NIFTY20NOV13150CE,CE,2020-11-25 10:44:00,25.75,2020-11-25 15:30:00,4.75,33.05,3.85,EOD Closing,21.0,0.305,20.695,6159.695817490494,129353.61216730037,127474.90494296578,1.4372623574144485,1.4163878326996195,2020
2020-12-18,13771.9,13659.05,112.85000000000036,13741.9,125%,13882.9625,13600.8375,low,13750,2020-12-24,3,NIFTY20122413750CE,CE,2020-12-21 13:53:00,43.65,2020-12-21 15:30:00,17.7,45.0,13.45,EOD Closing,25.95,0.6134999999999999,25.3365,5890.909090909091,152869.0909090909,149255.0181818182,1.6985454545454546,1.658389090909091,2020
2021-01-01,14049.8,13994.85,54.94999999999891,14104.35,125%,14173.037499999999,14035.662500000002,low,14100,2021-01-07,3,NIFTY2110714100CE,CE,2021-01-04 11:00:00,60.15,2021-01-04 11:35:00,74.65,101.0,49.9,SL Hit,-14.500000000000007,1.348,-15.848000000000008,5744.68085106383,-83297.87234042557,-91041.70212765962,-0.9255319148936174,-1.0115744680851069,2021
2021-01-12,14589.9,14435.95,153.9499999999989,14639.8,125%,14832.237499999997,14447.362500000001,low,14650,2021-01-14,1,NIFTY2111414650CE,CE,2021-01-13 14:03:00,10.65,2021-01-13 15:30:00,14.95,25.75,10.0,EOD Closing,-4.299999999999999,0.256,-4.555999999999999,5529.01023890785,-23774.74402730375,-25190.17064846416,-0.2641638225255972,-0.2798907849829351,2021
2021-01-14,14617.25,14472.45,144.79999999999927,14594.35,125%,14775.349999999999,14413.350000000002,low,14600,2021-01-21,6,NIFTY2112114600CE,CE,2021-01-15 14:10:00,75.55,2021-01-15 15:30:00,75.0,82.35,68.0,EOD Closing,0.5499999999999972,1.5055,-0.9555000000000029,5547.945205479452,3051.369863013683,-5301.061643835633,0.03390410958904092,-0.05890068493150704,2021
2021-01-18,14454.9,14412.6,42.29999999999927,14371.65,125%,14424.524999999998,14318.775000000001,high,14350,2021-01-21,2,NIFTY2112114350PE,PE,2021-01-19 10:29:00,59.1,2021-01-19 15:30:00,19.75,64.95,19.15,EOD Closing,39.35,0.7885,38.5615,5644.5993031358885,222114.98257839723,217664.2160278746,2.4679442508710805,2.4184912891986063,2021
2021-01-20,14665.85,14517.55,148.3000000000011,14730.95,125%,14916.325000000003,14545.574999999999,low,14750,2021-01-21,0,NIFTY2112114750CE,CE,2021-01-21 15:07:00,0.1,2021-01-21 15:30:00,0.05,0.2,0.05,EOD Closing,0.05,0.0015000000000000002,0.0485,5491.525423728814,274.5762711864407,266.33898305084745,0.0030508474576271187,0.002959322033898305,2021
2021-01-28,13897.75,13715.1,182.64999999999964,13946.6,125%,14174.9125,13718.2875,low,13950,2021-02-04,6,NIFTY2120413950CE,CE,2021-01-29 15:00:00,130.9,2021-01-29 15:30:00,106.5,133.3,97.5,EOD Closing,24.400000000000006,2.374,22.026000000000007,5806.451612903225,141677.41935483873,127892.90322580648,1.574193548387097,1.4210322580645165,2021
2021-01-29,13965.7,13597.85,367.85000000000036,13758.6,125%,14218.4125,13298.7875,high,13750,2021-02-04,3,NIFTY2120413750PE,PE,2021-02-01 14:30:00,26.55,2021-02-01 15:30:00,14.95,27.5,13.25,EOD Closing,11.600000000000001,0.41500000000000004,11.185000000000002,5890.909090909091,68334.54545454547,65889.81818181819,0.7592727272727274,0.732109090909091,2021
2021-02-15,15338.35,15254.35,84.0,15371.45,125%,15476.45,15266.45,low,15350,2021-02-18,2,NIFTY2121815350CE,CE,2021-02-16 13:10:00,57.0,2021-02-16 15:30:00,70.85,75.6,45.75,EOD Closing,-13.849999999999994,1.2785,-15.128499999999994,5276.872964169381,-73084.6905537459,-79831.17263843644,-0.8120521172638433,-0.8870130293159605,2021
2021-02-19,15143.0,14898.4,244.60000000000036,14999.05,125%,15304.8,14693.3,low,15000,2021-02-25,3,NIFTY21FEB15000CE,CE,2021-02-22 14:18:00,25.8,2021-02-22 15:30:00,20.65,34.15,20.4,EOD Closing,5.150000000000002,0.4645,4.685500000000002,5400.0,27810.00000000001,25301.70000000001,0.3090000000000001,0.2811300000000001,2021
2021-02-23,14853.6,14653.05,200.5500000000011,14729.15,125%,14979.837500000001,14478.462499999998,high,14750,2021-02-25,1,NIFTY21FEB14750PE,PE,2021-02-24 16:29:00,,2021-02-24 15:30:00,,34.15,20.4,EOD Closing,,,,5491.525423728814,,,,,2021
2021-02-25,15173.75,15071.25,102.5,14888.6,125%,15016.725,14760.475,low,14900,2021-03-04,6,NIFTY2130414900CE,CE,2021-02-26 11:00:00,122.7,2021-02-26 15:30:00,69.0,130.8,68.0,EOD Closing,53.7,1.9169999999999998,51.783,5436.241610738255,291926.1744966443,281504.89932885906,3.2436241610738255,3.127832214765101,2021
2021-03-10,15215.3,15198.65,16.649999999999636,15321.15,125%,15341.9625,15300.3375,low,15300,2021-03-18,6,NIFTY2131815300CE,CE,2021-03-12 09:17:00,160.0,2021-03-12 09:18:00,160.3,165.65,53.85,SL Hit,-0.30000000000001137,3.2030000000000003,-3.5030000000000117,5294.117647058823,-1588.2352941177073,-18545.29411764712,-0.01764705882353008,-0.20605882352941246,2021
2021-03-16,15051.15,14890.7,160.4499999999989,14946.55,125%,15147.112499999997,14745.987500000001,low,14950,2021-03-18,1,NIFTY2131814950CE,CE,2021-03-17 15:05:00,22.05,2021-03-17 15:30:00,15.95,23.1,14.5,EOD Closing,6.100000000000001,0.38,5.7200000000000015,5418.060200668896,33050.16722408027,30991.30434782609,0.3672240802675586,0.3443478260869566,2021
2021-03-17,14954.4,14696.6,257.7999999999993,14855.5,125%,15177.75,14533.25,low,14850,2021-03-18,0,NIFTY2131814850CE,CE,2021-03-18 14:13:00,1.45,2021-03-18 15:30:00,0.1,1.45,0.1,EOD Closing,1.3499999999999999,0.015500000000000002,1.3344999999999998,5454.545454545455,7363.636363636363,7279.090909090908,0.08181818181818182,0.08087878787878787,2021
2021-03-24,14752.15,14535.55,216.60000000000036,14570.9,125%,14841.65,14300.15,low,14550,2021-03-25,0,NIFTY21MAR14550CE,CE,2021-03-25 12:10:00,3.75,2021-03-25 15:30:00,0.2,14.55,0.15,EOD Closing,3.55,0.0395,3.5105,5567.01030927835,19762.88659793814,19542.98969072165,0.21958762886597935,0.2171443298969072,2021
2021-03-26,14572.6,14415.35,157.25,14628.5,125%,14825.0625,14431.9375,high,14650,2021-04-01,2,NIFTY2140114650PE,PE,2021-03-30 14:01:00,56.7,2021-03-30 15:30:00,45.35,57.4,41.15,EOD Closing,11.350000000000001,1.0205000000000002,10.329500000000001,5529.01023890785,62754.26621160411,57111.91126279865,0.697269624573379,0.6345767918088738,2021
2021-04-01,14882.85,14692.75,190.10000000000036,14837.7,125%,15075.325,14600.075,low,14850,2021-04-08,3,NIFTY2140814850CE,CE,2021-04-05 10:02:00,51.15,2021-04-05 15:30:00,45.65,58.6,32.0,EOD Closing,5.5,0.968,4.532,5454.545454545455,30000.000000000004,24720.000000000004,0.33333333333333337,0.2746666666666667,2021
2021-04-09,14917.85,14786.15,131.70000000000073,14644.65,125%,14809.275000000001,14480.024999999998,low,14650,2021-04-15,3,NIFTY2141514650CE,CE,2021-04-12 09:24:00,60.9,2021-04-12 15:30:00,26.3,70.7,17.8,EOD Closing,34.599999999999994,0.872,33.727999999999994,5529.01023890785,191303.7542662116,186482.45733788394,2.1255972696245733,2.072027303754266,2021
2021-04-19,14381.6,14192.3,189.3000000000011,14526.7,125%,14763.325000000003,14290.074999999999,low,14550,2021-04-22,2,NIFTY2142214550CE,CE,2021-04-20 14:34:00,13.25,2021-04-20 15:30:00,11.25,14.15,8.3,EOD Closing,2.0,0.245,1.755,5567.01030927835,11134.0206185567,9770.103092783504,0.12371134020618556,0.10855670103092781,2021
2021-04-26,14556.7,14422.65,134.0500000000011,14493.8,125%,14661.362500000001,14326.237499999997,high,14500,2021-04-29,2,NIFTY21APR14500PE,PE,2021-04-27 15:20:00,50.9,2021-04-27 15:30:00,50.9,,,EOD Closing,0.0,1.018,-1.018,5586.206896551724,0.0,-5686.758620689655,0.0,-0.06318620689655172,2021
2021-04-30,14769.5,14734.2,35.29999999999927,14481.05,125%,14525.175,14436.925,high,14500,2021-05-06,3,NIFTY2150614500PE,PE,2021-05-03 09:29:00,141.1,2021-05-03 09:30:00,140.0,153.0,60.85,SL Hit,1.0999999999999943,2.8110000000000004,-1.711000000000006,5586.206896551724,6144.827586206864,-9558.000000000033,0.06827586206896515,-0.10620000000000036,2021
2021-04-30,14769.5,14734.2,35.29999999999927,14481.05,125%,14525.175,14436.925,low,14500,2021-05-06,3,NIFTY2150614500CE,CE,2021-05-03 09:15:00,140.2,2021-05-03 15:30:00,218.6,261.0,119.5,EOD Closing,-78.4,3.5879999999999996,-81.988,5586.206896551724,-437958.6206896552,-458001.9310344827,-4.8662068965517244,-5.088910344827585,2021
2021-05-10,14966.8,14893.0,73.79999999999927,14789.7,125%,14881.95,14697.45,high,14800,2021-05-12,1,NIFTY2151214800PE,PE,2021-05-11 11:33:00,44.65,2021-05-11 11:34:00,44.35,72.0,33.0,SL Hit,0.29999999999999716,0.89,-0.5900000000000029,5472.972972972973,1641.8918918918764,-3229.05405405407,0.01824324324324307,-0.03587837837837856,2021
2021-05-11,14899.45,14774.3,125.15000000000146,14823.55,125%,14979.987500000001,14667.112499999997,low,14800,2021-05-12,0,NIFTY2151214800CE,CE,2021-05-12 14:58:00,0.5,2021-05-12 15:30:00,0.15,0.55,0.1,EOD Closing,0.35,0.006500000000000001,0.34349999999999997,5472.972972972973,1915.5405405405406,1879.9662162162163,0.021283783783783785,0.020888513513513514,2021
2021-05-19,15133.1,15009.6,123.5,15042.6,125%,15196.975,14888.225,low,15050,2021-05-20,0,NIFTY2152015050CE,CE,2021-05-20 15:01:00,0.45,2021-05-20 15:30:00,0.15,0.5,0.1,EOD Closing,0.30000000000000004,0.006,0.29400000000000004,5382.059800664452,1614.6179401993359,1582.3255813953492,0.017940199335548176,0.017581395348837216,2021
2021-05-28,15469.15,15395.4,73.75,15437.75,125%,15529.9375,15345.5625,high,15450,2021-06-03,3,NIFTY2160315450PE,PE,2021-05-31 11:35:00,65.05,2021-05-31 15:30:00,52.05,67.65,47.35,EOD Closing,13.0,1.171,11.829,5242.718446601942,68155.33980582524,62016.11650485437,0.7572815533980581,0.6890679611650486,2021
2021-06-08,15775.55,15680.55,95.0,15766.3,125%,15885.05,15647.55,low,15750,2021-06-10,1,NIFTY2161015750CE,CE,2021-06-09 13:15:00,25.9,2021-06-09 15:30:00,13.2,32.0,12.25,EOD Closing,12.7,0.39099999999999996,12.309,5142.857142857143,65314.28571428572,63303.42857142857,0.7257142857142858,0.7033714285714285,2021
2021-06-11,15834.95,15750.55,84.40000000000146,15791.4,125%,15896.900000000001,15685.899999999998,low,15800,2021-06-17,3,NIFTY2161715800CE,CE,2021-06-14 09:25:00,45.0,2021-06-14 15:30:00,84.3,88.0,33.0,EOD Closing,-39.3,1.2930000000000001,-40.592999999999996,5126.5822784810125,-201474.68354430379,-208103.35443037972,-2.238607594936709,-2.3122594936708856,2021
2021-06-15,15901.2,15846.85,54.350000000000364,15847.5,125%,15915.4375,15779.5625,low,15850,2021-06-17,1,NIFTY2161715850CE,CE,2021-06-16 10:54:00,34.25,2021-06-16 15:30:00,19.9,42.85,18.65,EOD Closing,14.350000000000001,0.5415,13.808500000000002,5110.410094637224,73334.38485804417,70567.0977917981,0.814826498422713,0.7840788643533123,2021
2021-06-17,15769.2,15617.9,151.3000000000011,15756.5,125%,15945.625000000002,15567.374999999998,low,15750,2021-06-24,6,NIFTY21JUN15750CE,CE,2021-06-18 10:28:00,60.1,2021-06-18 15:30:00,81.25,81.3,45.9,EOD Closing,-21.15,1.4135,-22.563499999999998,5142.857142857143,-108771.42857142857,-116040.85714285713,-1.2085714285714284,-1.289342857142857,2021
2021-06-22,15895.45,15753.35,142.10000000000036,15862.8,125%,16040.425,15685.175,low,15850,2021-06-24,1,NIFTY21JUN15850CE,CE,2021-06-23 14:40:00,12.3,2021-06-23 15:30:00,9.85,13.8,8.6,EOD Closing,2.450000000000001,0.2215,2.2285000000000013,5110.410094637224,12520.504731861203,11388.548895899059,0.13911671924290225,0.12653943217665622,2021
2021-06-25,15870.2,15772.55,97.65000000000146,15915.35,125%,16037.412500000002,15793.287499999999,low,15900,2021-07-01,3,NIFTY2170115900CE,CE,2021-06-28 15:06:00,46.5,2021-06-28 15:30:00,50.15,53.45,45.55,EOD Closing,-3.6499999999999986,0.9665,-4.6164999999999985,5094.33962264151,-18594.339622641503,-23518.018867924522,-0.20660377358490556,-0.2613113207547169,2021
2021-07-07,15892.75,15780.55,112.20000000000073,15855.4,125%,15995.650000000001,15715.149999999998,low,15850,2021-07-08,0,NIFTY2170815850CE,CE,2021-07-08 14:00:00,1.5,2021-07-08 15:30:00,0.15,1.7,0.1,EOD Closing,1.35,0.0165,1.3335000000000001,5110.410094637224,6899.053627760252,6814.731861198738,0.07665615141955835,0.07571924290220822,2021
2021-07-09,15730.55,15633.45,97.09999999999854,15766.8,125%,15888.174999999997,15645.425000000001,low,15750,2021-07-15,3,NIFTY2171515750CE,CE,2021-07-12 14:45:00,39.05,2021-07-12 15:30:00,49.7,56.9,38.25,EOD Closing,-10.650000000000006,0.8875000000000001,-11.537500000000005,5142.857142857143,-54771.4285714286,-59335.71428571431,-0.6085714285714289,-0.6592857142857146,2021
2021-07-26,15893.35,15799.4,93.95000000000073,15860.5,125%,15977.9375,15743.0625,low,15850,2021-07-29,2,NIFTY21JUL15850CE,CE,2021-07-27 13:00:00,25.6,2021-07-27 15:30:00,20.8,27.6,18.05,EOD Closing,4.800000000000001,0.4640000000000001,4.336,5110.410094637224,24529.968454258677,22158.738170347002,0.2725552050473186,0.24620820189274445,2021
2021-07-27,15881.3,15702.0,179.29999999999927,15761.55,125%,15985.675,15537.425,low,15750,2021-07-29,1,NIFTY21JUL15750CE,CE,2021-07-28 10:45:00,16.25,2021-07-28 15:30:00,30.2,35.5,12.95,EOD Closing,-13.95,0.4645,-14.414499999999999,5142.857142857143,-71742.85714285714,-74131.71428571428,-0.7971428571428572,-0.8236857142857141,2021
2021-08-02,15892.5,15838.7,53.79999999999927,15951.55,125%,16018.8,15884.3,high,15950,2021-08-05,2,NIFTY2180515950PE,PE,2021-08-03 12:20:00,52.6,2021-08-03 15:30:00,26.0,52.6,24.3,EOD Closing,26.6,0.7859999999999999,25.814,5078.369905956113,135084.6394984326,131093.0407523511,1.5009404388714733,1.4565893416927902,2021
2021-08-10,16296.5,16267.95,28.549999999999272,16327.3,125%,16362.9875,16291.6125,low,16350,2021-08-12,1,NIFTY2181216350CE,CE,2021-08-11 09:25:00,33.15,2021-08-11 09:26:00,33.6,37.9,8.35,SL Hit,-0.45000000000000284,0.6675,-1.1175000000000028,4954.128440366972,-2229.3577981651515,-5536.238532110106,-0.024770642201835016,-0.06151376146789007,2021
2021-08-12,16375.0,16287.15,87.85000000000036,16385.7,125%,16495.5125,16275.8875,high,16400,2021-08-18,5,NIFTY2181816400PE,PE,2021-08-13 11:54:00,60.45,2021-08-13 15:30:00,46.05,63.8,40.15,EOD Closing,14.400000000000006,1.065,13.335000000000006,4939.024390243902,71121.95121951222,65861.89024390247,0.7902439024390248,0.7317987804878052,2021
2021-08-20,16509.2,16377.1,132.10000000000036,16592.25,125%,16757.375,16427.125,low,16600,2021-08-26,3,NIFTY21AUG16600CE,CE,2021-08-23 10:34:00,33.15,2021-08-23 12:10:00,41.5,45.9,27.15,SL Hit,-8.350000000000001,0.7465,-9.0965,4879.518072289156,-40743.97590361446,-44386.53614457831,-0.45271084337349404,-0.4931837349397591,2021
2021-09-06,17428.9,17345.6,83.30000000000291,17401.55,125%,17505.675000000003,17297.424999999996,low,17400,2021-09-09,2,NIFTY2190917400CE,CE,2021-09-07 10:10:00,45.2,2021-09-07 12:49:00,91.2,92.75,41.7,SL Hit,-46.0,1.364,-47.364,4655.172413793103,-214137.93103448275,-220487.58620689652,-2.3793103448275863,-2.449862068965517,2021
2021-09-14,17438.3,17367.15,71.14999999999782,17387.65,125%,17476.587499999998,17298.712500000005,high,17400,2021-09-16,1,NIFTY2191617400PE,PE,2021-09-15 12:26:00,26.2,2021-09-15 15:30:00,10.25,27.4,9.5,EOD Closing,15.95,0.36450000000000005,15.5855,4655.172413793103,74250.0,72553.1896551724,0.825,0.8061465517241378,2021
2021-09-16,17644.1,17511.8,132.29999999999927,17709.65,125%,17875.025,17544.275,low,17700,2021-09-23,6,NIFTY2192317700CE,CE,2021-09-17 14:33:00,50.5,2021-09-17 15:30:00,60.0,76.75,50.45,EOD Closing,-9.5,1.105,-10.605,4576.271186440678,-43474.576271186445,-48531.3559322034,-0.48305084745762716,-0.5392372881355934,2021
2021-09-22,17610.3,17524.5,85.79999999999927,17670.85,125%,17778.1,17563.6,high,17650,2021-09-23,0,NIFTY2192317650PE,PE,2021-09-23 12:39:00,5.15,2021-09-23 15:30:00,0.05,5.5,0.05,EOD Closing,5.1000000000000005,0.052000000000000005,5.048000000000001,4589.235127478753,23405.099150141643,23166.45892351275,0.26005665722379606,0.25740509915014165,2021
2021-09-27,17943.35,17803.05,140.29999999999927,17906.45,125%,18081.825,17731.075,low,17900,2021-09-30,2,NIFTY21SEP17900CE,CE,2021-09-28 12:10:00,37.6,2021-09-28 15:30:00,39.8,45.55,15.8,EOD Closing,-2.1999999999999957,0.774,-2.9739999999999958,4525.139664804469,-9955.307262569813,-13457.765363128472,-0.11061452513966459,-0.14953072625698302,2021
