week_start,entry_time,current week open,previous week high,previous week low,previous week range,multiplier%,high level,low level,strike,type,expiry,tag,entry price,exit price,exit_time,dte,slippage,final points,portfolio,index leverage,qty,PnL,ROI%,Trade Year,Hedge Strike,Hedge Entry Price,Hedge Exit Price,Qty,Hedge Points,Hedge PnL,Total PnL,Total ROI%,Index,Trade Month,Portfolio,Allocation,New Qty,New PnL,ROI% PF
2020-12-11,2020-12-14 09:45:00,13512.3,13548.55,13152.9,395.6499999999997,14.640364704750477,13570.224602954344,13454.375397045656,13550,CE,2020-12-17,RE-ENTRY,106.0,94.6,2020-12-15 14:15:00,3,2.006,9.394000000000004,10000000,10,7380.073800738008,69328.41328413288,0.6932841328413288,2020,13950,5.7,2.2,7380.073800738008,-3.5,-25830.258302583028,43498.15498154986,0.4349815498154986,NIFTY,12,10000000,10000000,7380.073800738008,43498.154981549844,0.43498154981549847
2020-12-18,2020-12-18 09:16:00,13764.4,13772.8,13403.25,369.5499999999993,13.424123100171432,13814.008846916682,13714.791153083315,13800,CE,2020-12-24,STRANGLE,81.1,0.05,2020-12-24 15:25:00,6,0.8114999999999999,80.2385,10000000,10,7246.376811594203,581438.4057971014,5.814384057971014,2020,14200,3.2,0.05,7246.376811594203,-3.1500000000000004,-22826.086956521744,558612.3188405797,5.5861231884057965,NIFTY,12,10000000,10000000,7246.376811594203,558612.3188405797,5.5861231884057965
2020-12-18,2020-12-18 09:16:00,13764.4,13772.8,13403.25,369.5499999999993,13.424123100171432,13814.008846916682,13714.791153083315,13700,PE,2020-12-24,STRANGLE,93.55,113.0,2020-12-18 09:25:00,6,2.0655,-21.515500000000003,10000000,9,6569.343065693431,-141342.70072992702,-1.41342700729927,2020,13300,15.3,18.1,6569.343065693431,2.8000000000000007,18394.16058394161,-122948.5401459854,-1.2294854014598542,NIFTY,12,10000000,10000000,6569.343065693431,-122948.54014598542,-1.2294854014598542
2020-12-18,2020-12-18 13:25:00,13764.4,13772.8,13403.25,369.5499999999993,13.424123100171432,13814.008846916682,13714.791153083315,13700,PE,2020-12-24,RE-ENTRY,85.7,97.5,2020-12-21 09:15:00,6,1.832,-13.631999999999998,10000000,9,6569.343065693431,-89553.28467153283,-0.8955328467153283,2020,13300,11.9,13.0,6569.343065693431,1.0999999999999996,7226.277372262772,-82327.00729927006,-0.8232700729927006,NIFTY,12,10000000,10000000,6569.343065693431,-82327.00729927006,-0.8232700729927006
2020-12-18,2020-12-21 09:35:00,13764.4,13772.8,13403.25,369.5499999999993,13.424123100171432,13814.008846916682,13714.791153083315,13700,PE,2020-12-24,RE-ENTRY,84.7,83.6,2020-12-21 12:25:00,3,1.683,-0.5829999999999915,10000000,9,6569.343065693431,-3829.9270072992144,-0.0382992700729921,2020,13300,10.05,8.95,6569.343065693431,-1.1000000000000014,-7226.277372262783,-11056.204379561996,-0.1105620437956199,NIFTY,12,10000000,10000000,6569.343065693431,-11056.204379561997,-0.11056204379561997
2020-12-18,2020-12-24 10:05:00,13764.4,13772.8,13403.25,369.5499999999993,13.424123100171432,13814.008846916682,13714.791153083315,13700,PE,2020-12-24,RE-ENTRY,22.35,28.8,2020-12-24 10:35:00,0,0.5115000000000001,-6.961499999999999,10000000,9,6569.343065693431,-45732.48175182481,-0.4573248175182481,2020,13300,1.4,1.55,6569.343065693431,0.1500000000000001,985.4014598540156,-44747.08029197079,-0.4474708029197079,NIFTY,12,10000000,10000000,6569.343065693431,-44747.08029197079,-0.4474708029197079
2020-12-18,2020-12-24 13:15:00,13764.4,13772.8,13403.25,369.5499999999993,13.424123100171432,13814.008846916682,13714.791153083315,13700,PE,2020-12-24,RE-ENTRY,16.7,0.05,2020-12-24 15:25:00,0,0.1675,16.482499999999998,10000000,9,6569.343065693431,108279.19708029195,1.0827919708029197,2020,13300,0.65,0.05,6569.343065693431,-0.6,-3941.605839416058,104337.59124087587,1.043375912408759,NIFTY,12,10000000,10000000,6569.343065693431,104337.5912408759,1.0433759124087592
2020-12-25,2020-12-25 09:16:00,13815.15,13777.0,13135.1,641.8999999999996,23.23174196443758,13964.274551669723,13666.025448330274,13950,CE,2020-12-31,STRANGLE,41.6,84.95,2020-12-29 09:55:00,6,1.2655,-44.6155,10000000,10,7168.458781362007,-319824.3727598567,-3.198243727598567,2020,14350,2.4,1.8,7168.458781362007,-0.5999999999999999,-4301.075268817203,-324125.4480286739,-3.241254480286739,NIFTY,12,10000000,10000000,7168.458781362007,-324125.4480286738,-3.2412544802867385
2020-12-25,2020-12-25 09:16:00,13815.15,13777.0,13135.1,641.8999999999996,23.23174196443758,13964.274551669723,13666.025448330274,13650,PE,2020-12-31,STRANGLE,47.9,0.05,2020-12-31 15:25:00,6,0.4795,47.3705,10000000,9,6593.406593406594,312332.9670329671,3.1233296703296705,2020,13250,10.15,0.05,6593.406593406594,-10.1,-66593.4065934066,245739.56043956048,2.4573956043956047,NIFTY,12,10000000,10000000,6593.406593406594,245739.56043956045,2.4573956043956047
2020-12-25,2020-12-29 10:05:00,13815.15,13777.0,13135.1,641.8999999999996,23.23174196443758,13964.274551669723,13666.025448330274,13950,CE,2020-12-31,RE-ENTRY,82.9,62.7,2020-12-30 14:55:00,2,1.4560000000000002,18.744000000000003,10000000,10,7168.458781362007,134365.5913978495,1.343655913978495,2020,14350,1.7,1.0,7168.458781362007,-0.7,-5017.921146953405,129347.67025089607,1.2934767025089609,NIFTY,12,10000000,10000000,7168.458781362007,129347.67025089609,1.2934767025089609
2021-01-01,2021-01-01 09:16:00,13996.1,14024.4,13812.0,212.39999999999964,7.587828037810521,14012.21654675231,13979.98345324769,14000,CE,2021-01-07,STRANGLE,132.55,126.65,2021-01-01 09:15:00,6,2.5920000000000005,3.308000000000005,10000000,10,7142.857142857143,23628.571428571468,0.2362857142857146,2021,14400,9.2,9.2,7142.857142857143,0.0,0.0,23628.571428571468,0.2362857142857146,NIFTY,1,10000000,10000000,7142.857142857143,23628.571428571468,0.23628571428571468
2021-01-01,2021-01-01 09:16:00,13996.1,14024.4,13812.0,212.39999999999964,7.587828037810521,14012.21654675231,13979.98345324769,14000,PE,2021-01-07,STRANGLE,124.2,0.05,2021-01-07 15:25:00,6,1.2425,122.9075,10000000,9,6428.571428571428,790119.6428571428,7.901196428571429,2021,13600,24.5,0.05,6428.571428571428,-24.45,-157178.57142857142,632941.0714285714,6.3294107142857134,NIFTY,1,10000000,10000000,6428.571428571428,632941.0714285714,6.3294107142857134
2021-01-01,2021-01-04 10:55:00,13996.1,14024.4,13812.0,212.39999999999964,7.587828037810521,14012.21654675231,13979.98345324769,14000,CE,2021-01-07,RE-ENTRY,106.0,113.75,2021-01-04 11:05:00,3,2.1975,-9.9475,10000000,10,7142.857142857143,-71053.57142857143,-0.7105357142857144,2021,14400,3.95,4.75,7142.857142857143,0.7999999999999998,5714.285714285713,-65339.285714285725,-0.6533928571428573,NIFTY,1,10000000,10000000,7142.857142857143,-65339.285714285725,-0.6533928571428573
2021-01-01,2021-01-04 11:15:00,13996.1,14024.4,13812.0,212.39999999999964,7.587828037810521,14012.21654675231,13979.98345324769,14000,CE,2021-01-07,RE-ENTRY,115.65,127.65,2021-01-04 11:25:00,3,2.4330000000000003,-14.433,10000000,10,7142.857142857143,-103092.85714285714,-1.0309285714285714,2021,14400,4.65,4.9,7142.857142857143,0.25,1785.7142857142858,-101307.14285714286,-1.0130714285714286,NIFTY,1,10000000,10000000,7142.857142857143,-101307.14285714286,-1.0130714285714286
2021-01-08,2021-01-08 09:16:00,14258.4,14253.75,13956.6,297.14999999999964,10.42017337148627,14289.363545173372,14227.436454826628,14300,CE,2021-01-14,STRANGLE,79.55,111.0,2021-01-08 11:45:00,6,1.9055,-33.355500000000006,10000000,10,6993.006993006993,-233255.2447552448,-2.332552447552448,2021,14750,3.35,4.3,6993.006993006993,0.9499999999999996,6643.356643356641,-226611.88811188817,-2.266118881118881,NIFTY,1,10000000,10000000,6993.006993006993,-226611.88811188814,-2.2661188811188815
2021-01-08,2021-01-08 09:16:00,14258.4,14253.75,13956.6,297.14999999999964,10.42017337148627,14289.363545173372,14227.436454826628,14250,PE,2021-01-14,STRANGLE,126.0,0.05,2021-01-14 15:25:00,6,1.2605,124.6895,10000000,9,6315.789473684211,787512.6315789474,7.875126315789474,2021,13800,18.95,0.05,6315.789473684211,-18.9,-119368.42105263156,668144.2105263158,6.681442105263159,NIFTY,1,10000000,10000000,6315.789473684211,668144.2105263158,6.681442105263159
2021-01-08,2021-01-08 11:55:00,14258.4,14253.75,13956.6,297.14999999999964,10.42017337148627,14289.363545173372,14227.436454826628,14300,CE,2021-01-14,RE-ENTRY,102.35,107.6,2021-01-08 12:15:00,6,2.0995,-7.3495,10000000,10,6993.006993006993,-51395.104895104894,-0.5139510489510489,2021,14750,3.65,3.9,6993.006993006993,0.25,1748.2517482517485,-49646.85314685314,-0.4964685314685313,NIFTY,1,10000000,10000000,6993.006993006993,-49646.853146853144,-0.49646853146853137
2021-01-08,2021-01-08 12:45:00,14258.4,14253.75,13956.6,297.14999999999964,10.42017337148627,14289.363545173372,14227.436454826628,14300,CE,2021-01-14,RE-ENTRY,106.2,107.85,2021-01-08 12:55:00,6,2.1405000000000003,-3.790499999999992,10000000,10,6993.006993006993,-26506.99300699295,-0.2650699300699295,2021,14750,4.0,4.15,6993.006993006993,0.1500000000000003,1048.9510489510517,-25458.0419580419,-0.254580419580419,NIFTY,1,10000000,10000000,6993.006993006993,-25458.0419580419,-0.254580419580419
2021-01-08,2021-01-08 13:05:00,14258.4,14253.75,13956.6,297.14999999999964,10.42017337148627,14289.363545173372,14227.436454826628,14300,CE,2021-01-14,RE-ENTRY,106.35,112.0,2021-01-08 13:15:00,6,2.1835,-7.833500000000006,10000000,10,6993.006993006993,-54779.72027972032,-0.5477972027972032,2021,14750,4.1,4.1,6993.006993006993,0.0,0.0,-54779.72027972032,-0.5477972027972032,NIFTY,1,10000000,10000000,6993.006993006993,-54779.72027972032,-0.5477972027972032
2021-01-08,2021-01-08 13:25:00,14258.4,14253.75,13956.6,297.14999999999964,10.42017337148627,14289.363545173372,14227.436454826628,14300,CE,2021-01-14,RE-ENTRY,105.45,105.5,2021-01-08 14:15:00,6,2.1095,-2.159499999999997,10000000,10,6993.006993006993,-15101.39860139858,-0.1510139860139858,2021,14750,4.0,3.15,6993.006993006993,-0.8500000000000001,-5944.055944055945,-21045.45454545452,-0.2104545454545452,NIFTY,1,10000000,10000000,6993.006993006993,-21045.454545454526,-0.21045454545454528
2021-01-15,2021-01-15 09:16:00,14594.35,14652.7,14224.1,428.6000000000004,14.68376460753649,14657.2846151079,14531.4153848921,14650,CE,2021-01-21,STRANGLE,100.4,47.6,2021-01-20 14:25:00,6,1.48,51.32000000000001,10000000,10,6825.938566552901,350307.16723549494,3.5030716723549493,2021,15100,5.1,0.7,6825.938566552901,-4.4,-30034.12969283276,320273.0375426622,3.2027303754266216,NIFTY,1,10000000,10000000,6825.938566552901,320273.0375426622,3.2027303754266216
2021-01-15,2021-01-15 09:16:00,14594.35,14652.7,14224.1,428.6000000000004,14.68376460753649,14657.2846151079,14531.4153848921,14550,PE,2021-01-21,STRANGLE,117.0,161.95,2021-01-15 09:35:00,6,2.7895,-47.73949999999999,10000000,9,6185.567010309278,-295295.8762886597,-2.9529587628865968,2021,14100,27.9,41.25,6185.567010309278,13.35,82577.31958762887,-212718.5567010308,-2.127185567010308,NIFTY,1,10000000,10000000,6185.567010309278,-212718.55670103087,-2.127185567010309
2021-01-15,2021-01-15 10:05:00,14594.35,14652.7,14224.1,428.6000000000004,14.68376460753649,14657.2846151079,14531.4153848921,14550,PE,2021-01-21,RE-ENTRY,148.5,158.7,2021-01-15 10:25:00,6,3.072,-13.271999999999988,10000000,9,6185.567010309278,-82094.84536082466,-0.8209484536082466,2021,14100,33.85,36.7,6185.567010309278,2.8500000000000014,17628.86597938145,-64465.97938144321,-0.6446597938144322,NIFTY,1,10000000,10000000,6185.567010309278,-64465.97938144321,-0.6446597938144322
2021-01-15,2021-01-15 12:35:00,14594.35,14652.7,14224.1,428.6000000000004,14.68376460753649,14657.2846151079,14531.4153848921,14550,PE,2021-01-21,RE-ENTRY,140.9,144.0,2021-01-15 12:45:00,6,2.849,-5.9489999999999945,10000000,9,6185.567010309278,-36797.93814432986,-0.3679793814432986,2021,14100,29.55,30.2,6185.567010309278,0.6499999999999986,4020.618556701022,-32777.31958762884,-0.3277731958762884,NIFTY,1,10000000,10000000,6185.567010309278,-32777.31958762884,-0.3277731958762884
2021-01-15,2021-01-15 12:55:00,14594.35,14652.7,14224.1,428.6000000000004,14.68376460753649,14657.2846151079,14531.4153848921,14550,PE,2021-01-21,RE-ENTRY,141.75,150.35,2021-01-15 13:05:00,6,2.9210000000000003,-11.520999999999994,10000000,9,6185.567010309278,-71263.91752577315,-0.7126391752577315,2021,14100,29.8,34.15,6185.567010309278,4.349999999999998,26907.216494845343,-44356.70103092781,-0.4435670103092781,NIFTY,1,10000000,10000000,6185.567010309278,-44356.701030927805,-0.44356701030927803
2021-01-15,2021-01-19 14:35:00,14594.35,14652.7,14224.1,428.6000000000004,14.68376460753649,14657.2846151079,14531.4153848921,14550,PE,2021-01-21,RE-ENTRY,78.55,76.85,2021-01-19 14:55:00,2,1.5539999999999998,0.146000000000003,10000000,9,6185.567010309278,903.0927835051732,0.0090309278350517,2021,14100,6.15,6.45,6185.567010309278,0.2999999999999998,1855.6701030927825,2758.7628865979555,0.0275876288659795,NIFTY,1,10000000,10000000,6185.567010309278,2758.7628865979555,0.027587628865979555
2021-01-22,2021-01-22 09:16:00,14583.4,14753.4,14224.7,528.6999999999989,18.126774277603264,14679.236255605689,14487.56374439431,14700,CE,2021-01-28,STRANGLE,75.45,0.05,2021-01-28 15:25:00,6,0.755,74.64500000000001,10000000,10,6802.721088435374,507789.1156462586,5.077891156462586,2021,15150,4.9,0.05,6802.721088435374,-4.8500000000000005,-32993.19727891157,474795.918367347,4.74795918367347,NIFTY,1,10000000,10000000,6802.721088435374,474795.91836734704,4.74795918367347
2021-01-22,2021-01-22 09:16:00,14583.4,14753.4,14224.7,528.6999999999989,18.126774277603264,14679.236255605689,14487.56374439431,14500,PE,2021-01-28,STRANGLE,131.7,177.85,2021-01-22 11:15:00,6,3.0954999999999995,-49.24550000000001,10000000,9,6206.896551724138,-305661.7241379311,-3.0566172413793105,2021,14050,23.7,46.15,6206.896551724138,22.45,139344.8275862069,-166316.89655172417,-1.6631689655172417,NIFTY,1,10000000,10000000,6206.896551724138,-166316.89655172417,-1.6631689655172417
2021-01-22,2021-01-22 11:25:00,14583.4,14753.4,14224.7,528.6999999999989,18.126774277603264,14679.236255605689,14487.56374439431,14500,PE,2021-01-28,RE-ENTRY,143.0,152.95,2021-01-22 12:25:00,6,2.9595,-12.909499999999989,10000000,9,6206.896551724138,-80127.93103448268,-0.8012793103448268,2021,14050,36.15,39.0,6206.896551724138,2.8500000000000014,17689.6551724138,-62438.27586206888,-0.6243827586206889,NIFTY,1,10000000,10000000,6206.896551724138,-62438.275862068884,-0.6243827586206889
2021-01-29,2021-01-29 09:16:00,13946.6,14619.6,13715.1,904.5,32.42725825649262,14239.904550929976,13653.295449070023,14250,CE,2021-02-04,STRANGLE,86.8,141.8,2021-02-01 14:25:00,6,2.2860000000000005,-57.286000000000016,10000000,10,7017.543859649123,-402007.0175438598,-4.0200701754385975,2021,14700,18.9,15.15,7017.543859649123,-3.7499999999999982,-26315.7894736842,-428322.807017544,-4.28322807017544,NIFTY,1,10000000,10000000,7017.543859649123,-428322.807017544,-4.28322807017544
2021-01-29,2021-01-29 09:16:00,13946.6,14619.6,13715.1,904.5,32.42725825649262,14239.904550929976,13653.295449070023,13650,PE,2021-02-04,STRANGLE,112.95,198.7,2021-01-29 14:55:00,6,3.1165,-88.86649999999999,10000000,9,6593.406593406594,-585932.967032967,-5.85932967032967,2021,13250,34.65,65.55,6593.406593406594,30.9,203736.26373626373,-382196.7032967033,-3.821967032967033,NIFTY,1,10000000,10000000,6593.406593406594,-382196.7032967032,-3.8219670329670326
2021-01-29,2021-01-29 15:25:00,13946.6,14619.6,13715.1,904.5,32.42725825649262,14239.904550929976,13653.295449070023,13650,PE,2021-02-04,RE-ENTRY,194.0,0.05,2021-02-04 15:25:00,6,1.9405,192.0095,10000000,9,6593.406593406594,1265996.7032967033,12.659967032967032,2021,13250,67.25,0.05,6593.406593406594,-67.2,-443076.9230769231,822919.7802197802,8.229197802197803,NIFTY,1,10000000,10000000,6593.406593406594,822919.7802197803,8.229197802197803
2021-02-05,2021-02-05 09:16:00,14952.6,14913.0,13597.85,1315.1499999999996,43.97730160640957,15530.967482076696,14374.232517923305,14350,PE,2021-02-11,STRANGLE,25.55,0.05,2021-02-11 15:25:00,6,0.256,25.244,10000000,9,6271.777003484321,158324.7386759582,1.5832473867595818,2021,13900,9.5,0.05,6271.777003484321,-9.45,-59268.292682926825,99056.44599303136,0.9905644599303136,NIFTY,2,10000000,10000000,6271.777003484321,99056.44599303136,0.9905644599303136
2021-02-05,2021-02-05 09:16:00,14952.6,14913.0,13597.85,1315.1499999999996,43.97730160640957,15530.967482076696,14374.232517923305,15550,CE,2021-02-11,STRANGLE,9.75,0.05,2021-02-11 15:25:00,6,0.098,9.602,10000000,10,6430.868167202572,61749.19614147909,0.6174919614147909,2021,16000,2.65,0.05,6430.868167202572,-2.6,-16720.257234726687,45028.9389067524,0.450289389067524,NIFTY,2,10000000,10000000,6430.868167202572,45028.93890675242,0.4502893890675242
2021-02-12,2021-02-12 09:16:00,15186.2,15256.1,14865.1,391.0,12.873529915317857,15236.535501968894,15135.864498031107,15250,CE,2021-02-18,STRANGLE,112.0,114.3,2021-02-12 11:05:00,6,2.2630000000000003,-4.562999999999997,10000000,10,6557.377049180328,-29921.311475409817,-0.2992131147540982,2021,15700,6.7,6.55,6557.377049180328,-0.1500000000000003,-983.6065573770516,-30904.918032786867,-0.3090491803278686,NIFTY,2,10000000,10000000,6557.377049180328,-30904.918032786867,-0.30904918032786866
2021-02-12,2021-02-12 09:16:00,15186.2,15256.1,14865.1,391.0,12.873529915317857,15236.535501968894,15135.864498031107,15150,PE,2021-02-18,STRANGLE,119.95,174.0,2021-02-12 13:55:00,6,2.9395,-56.9895,10000000,9,5940.59405940594,-338551.48514851485,-3.3855148514851487,2021,14700,25.85,33.5,5940.59405940594,7.649999999999999,45445.54455445543,-293105.9405940594,-2.9310594059405943,NIFTY,2,10000000,10000000,5940.59405940594,-293105.9405940594,-2.9310594059405943
2021-02-12,2021-02-12 11:25:00,15186.2,15256.1,14865.1,391.0,12.873529915317857,15236.535501968894,15135.864498031107,15250,CE,2021-02-18,RE-ENTRY,111.75,118.15,2021-02-15 09:15:00,6,2.299,-8.699000000000005,10000000,10,6557.377049180328,-57042.62295081971,-0.570426229508197,2021,15700,6.75,4.0,6557.377049180328,-2.75,-18032.786885245903,-75075.4098360656,-0.750754098360656,NIFTY,2,10000000,10000000,6557.377049180328,-75075.4098360656,-0.750754098360656
2021-02-12,2021-02-12 14:15:00,15186.2,15256.1,14865.1,391.0,12.873529915317857,15236.535501968894,15135.864498031107,15150,PE,2021-02-18,RE-ENTRY,135.0,63.8,2021-02-18 12:15:00,6,1.988,69.212,10000000,9,5940.59405940594,411160.396039604,4.11160396039604,2021,14700,27.8,0.3,5940.59405940594,-27.5,-163366.33663366336,247794.0594059406,2.4779405940594064,NIFTY,2,10000000,10000000,5940.59405940594,247794.05940594058,2.477940594059406
2021-02-12,2021-02-17 09:25:00,15186.2,15256.1,14865.1,391.0,12.873529915317857,15236.535501968894,15135.864498031107,15250,CE,2021-02-18,RE-ENTRY,67.65,69.0,2021-02-17 10:05:00,1,1.3665,-2.7164999999999946,10000000,10,6557.377049180328,-17813.114754098326,-0.1781311475409832,2021,15700,2.35,2.4,6557.377049180328,0.0499999999999998,327.8688524590152,-17485.24590163931,-0.1748524590163931,NIFTY,2,10000000,10000000,6557.377049180328,-17485.24590163931,-0.17485245901639312
2021-02-12,2021-02-17 10:15:00,15186.2,15256.1,14865.1,391.0,12.873529915317857,15236.535501968894,15135.864498031107,15250,CE,2021-02-18,RE-ENTRY,66.0,68.3,2021-02-17 10:35:00,1,1.3430000000000002,-3.642999999999997,10000000,10,6557.377049180328,-23888.52459016392,-0.2388852459016391,2021,15700,2.35,2.6,6557.377049180328,0.25,1639.344262295082,-22249.180327868835,-0.2224918032786883,NIFTY,2,10000000,10000000,6557.377049180328,-22249.180327868835,-0.22249180327868834
2021-02-19,2021-02-19 09:16:00,15074.8,15431.3,15078.75,352.5499999999993,11.693355799081887,15116.024925869662,15033.575074130336,15100,CE,2021-02-25,STRANGLE,117.3,151.65,2021-02-19 10:25:00,6,2.6895,-37.03950000000001,10000000,10,6622.516556291391,-245294.70198675504,-2.4529470198675507,2021,15550,8.7,13.8,6622.516556291391,5.100000000000001,33774.8344370861,-211519.8675496689,-2.115198675496689,NIFTY,2,10000000,10000000,6622.516556291391,-211519.86754966894,-2.115198675496689
2021-02-19,2021-02-19 09:16:00,15074.8,15431.3,15078.75,352.5499999999993,11.693355799081887,15116.024925869662,15033.575074130336,15050,PE,2021-02-25,STRANGLE,149.45,171.15,2021-02-19 13:55:00,6,3.2060000000000004,-24.906000000000017,10000000,9,5980.066445182724,-148939.53488372103,-1.4893953488372105,2021,14600,34.95,31.45,5980.066445182724,-3.500000000000004,-20930.23255813956,-169869.76744186055,-1.698697674418606,NIFTY,2,10000000,10000000,5980.066445182724,-169869.76744186057,-1.698697674418606
2021-02-19,2021-02-19 10:45:00,15074.8,15431.3,15078.75,352.5499999999993,11.693355799081887,15116.024925869662,15033.575074130336,15100,CE,2021-02-25,RE-ENTRY,127.7,76.15,2021-02-25 09:15:00,6,2.0385000000000004,49.5115,10000000,10,6622.516556291391,327890.72847682115,3.2789072847682115,2021,15550,10.95,0.75,6622.516556291391,-10.2,-67549.66887417219,260341.05960264892,2.6034105960264897,NIFTY,2,10000000,10000000,6622.516556291391,260341.05960264898,2.6034105960264897
2021-02-19,2021-02-25 09:15:00,15074.8,15431.3,15078.75,352.5499999999993,11.693355799081887,15116.024925869662,15033.575074130336,15050,PE,2021-02-25,RE-ENTRY,18.6,0.05,2021-02-25 15:25:00,0,0.1865,18.3635,10000000,9,5980.066445182724,109814.95016611296,1.0981495016611296,2021,14600,1.7,0.05,5980.066445182724,-1.65,-9867.109634551494,99947.84053156148,0.9994784053156148,NIFTY,2,10000000,10000000,5980.066445182724,99947.84053156147,0.9994784053156147
2021-02-19,2021-02-25 11:35:00,15074.8,15431.3,15078.75,352.5499999999993,11.693355799081887,15116.024925869662,15033.575074130336,15100,CE,2021-02-25,RE-ENTRY,40.45,43.6,2021-02-25 12:35:00,0,0.8405000000000001,-3.990499999999999,10000000,10,6622.516556291391,-26427.152317880784,-0.2642715231788078,2021,15550,0.55,0.35,6622.516556291391,-0.2,-1324.5033112582787,-27751.655629139063,-0.2775165562913906,NIFTY,2,10000000,10000000,6622.516556291391,-27751.655629139066,-0.27751655629139066
2021-02-19,2021-02-25 12:55:00,15074.8,15431.3,15078.75,352.5499999999993,11.693355799081887,15116.024925869662,15033.575074130336,15100,CE,2021-02-25,RE-ENTRY,37.15,48.4,2021-02-25 13:05:00,0,0.8555,-12.1055,10000000,10,6622.516556291391,-80168.87417218543,-0.8016887417218543,2021,15550,0.2,0.2,6622.516556291391,0.0,0.0,-80168.87417218543,-0.8016887417218543,NIFTY,2,10000000,10000000,6622.516556291391,-80168.87417218543,-0.8016887417218543
2021-02-26,2021-02-26 09:16:00,14888.6,15173.75,14636.1,537.6499999999996,18.05576078341817,14985.676797852047,14791.523202147951,14800,PE,2021-03-04,STRANGLE,179.95,192.05,2021-02-26 10:35:00,6,3.72,-15.820000000000023,10000000,9,6081.081081081081,-96202.70270270284,-0.9620270270270284,2021,14350,44.6,50.7,6081.081081081081,6.100000000000001,37094.5945945946,-59108.10810810824,-0.5910810810810824,NIFTY,2,10000000,10000000,6081.081081081081,-59108.10810810824,-0.5910810810810824
2021-02-26,2021-02-26 09:16:00,14888.6,15173.75,14636.1,537.6499999999996,18.05576078341817,14985.676797852047,14791.523202147951,15000,CE,2021-03-04,STRANGLE,90.2,100.65,2021-03-03 09:15:00,6,1.9085000000000003,-12.358500000000005,10000000,10,6666.666666666667,-82390.00000000003,-0.8239000000000003,2021,15450,19.65,2.35,6666.666666666667,-17.299999999999997,-115333.33333333331,-197723.3333333333,-1.9772333333333336,NIFTY,2,10000000,10000000,6666.666666666667,-197723.33333333337,-1.9772333333333336
2021-02-26,2021-03-01 10:35:00,14888.6,15173.75,14636.1,537.6499999999996,18.05576078341817,14985.676797852047,14791.523202147951,14800,PE,2021-03-04,RE-ENTRY,163.25,169.05,2021-03-01 10:45:00,3,3.3230000000000004,-9.123000000000012,10000000,9,6081.081081081081,-55477.70270270277,-0.5547770270270277,2021,14350,39.3,40.45,6081.081081081081,1.1500000000000057,6993.243243243278,-48484.4594594595,-0.4848445945945949,NIFTY,3,10000000,10000000,6081.081081081081,-48484.4594594595,-0.48484459459459495
2021-02-26,2021-03-02 09:15:00,14888.6,15173.75,14636.1,537.6499999999996,18.05576078341817,14985.676797852047,14791.523202147951,14800,PE,2021-03-04,RE-ENTRY,94.65,130.25,2021-03-02 11:15:00,2,2.249,-37.849,10000000,9,6081.081081081081,-230162.8378378378,-2.3016283783783784,2021,14350,14.3,18.05,6081.081081081081,3.75,22804.054054054053,-207358.78378378376,-2.0735878378378376,NIFTY,3,10000000,10000000,6081.081081081081,-207358.78378378376,-2.0735878378378376
2021-02-26,2021-03-02 11:25:00,14888.6,15173.75,14636.1,537.6499999999996,18.05576078341817,14985.676797852047,14791.523202147951,14800,PE,2021-03-04,RE-ENTRY,118.1,0.05,2021-03-04 15:25:00,2,1.1815,116.8685,10000000,9,6081.081081081081,710686.8243243243,7.106868243243243,2021,14350,16.3,0.05,6081.081081081081,-16.25,-98817.56756756756,611869.2567567567,6.118692567567567,NIFTY,3,10000000,10000000,6081.081081081081,611869.2567567567,6.1186925675675665
2021-03-05,2021-03-05 09:16:00,14977.95,15271.0,14468.55,802.4500000000007,26.78771126889864,15192.907989077275,14762.992010922724,15200,CE,2021-03-10,STRANGLE,99.0,44.55,2021-03-10 09:15:00,5,1.4355000000000002,53.014500000000005,10000000,10,6578.9473684210525,348779.6052631579,3.4877960526315794,2021,15650,15.25,0.45,6578.9473684210525,-14.8,-97368.4210526316,251411.18421052635,2.5141118421052635,NIFTY,3,10000000,10000000,6578.9473684210525,251411.18421052632,2.514111842105263
2021-03-05,2021-03-05 09:16:00,14977.95,15271.0,14468.55,802.4500000000007,26.78771126889864,15192.907989077275,14762.992010922724,14750,PE,2021-03-10,STRANGLE,148.8,0.05,2021-03-10 15:25:00,5,1.4885000000000002,147.2615,10000000,9,6101.6949152542375,898544.745762712,8.985447457627119,2021,14300,47.6,0.05,6101.6949152542375,-47.55,-290135.59322033904,608409.1525423729,6.084091525423729,NIFTY,3,10000000,10000000,6101.6949152542375,608409.1525423729,6.084091525423729
2021-03-05,2021-03-10 09:25:00,14977.95,15271.0,14468.55,802.4500000000007,26.78771126889864,15192.907989077275,14762.992010922724,15200,CE,2021-03-10,RE-ENTRY,34.0,0.1,2021-03-10 15:25:00,0,0.341,33.559,10000000,10,6578.9473684210525,220782.89473684208,2.2078289473684207,2021,15650,0.35,0.05,6578.9473684210525,-0.3,-1973.684210526316,218809.21052631576,2.188092105263157,NIFTY,3,10000000,10000000,6578.9473684210525,218809.2105263158,2.188092105263158
