Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Hedge Strike,Hedge Contract,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Total PnL,Total ROI%
2024-06-16,77851.63,76802.0,1049.6300000000047,76885.65,40%,77305.502,76465.798,high,76500,2024-06-28,4,SENSEX24JUN76500PE,PE,2024-06-24 11:07:00,208.6,2024-06-28 15:30:00,0.05,Expiry Closing,208.54999999999998,2.0865,206.46349999999998,3529.4117647058824,736058.8235294117,728694.7058823529,2.726143790849673,2.6988692810457513,2024,75000,SENSEX24JUN75000PE,37.0,0.05,-36.95,-130411.76470588236,598282.9411764705,6.6475882352941165
2024-06-23,79671.58,76745.94,2925.6399999999994,79043.35,40%,80213.606,77873.09400000001,high,77900,2024-07-05,1,SENSEX2470577900PE,PE,2024-07-04 09:15:00,10.15,2024-07-05 15:30:00,0.1,Expiry Closing,10.05,0.10250000000000001,9.947500000000002,3465.9820282413352,34833.11938382542,34477.856225930685,0.12901155327342748,0.1276957637997433,2024,76300,SENSEX2470576300PE,0.7,0.05,-0.6499999999999999,-2252.888318356868,32224.967907573817,0.35805519897304244
2024-06-30,80392.64,78971.79,1420.8500000000058,79915.0,40%,80483.34,79346.66,high,79300,2024-07-12,0,SENSEX2471279300PE,PE,2024-07-12 10:54:00,31.85,2024-07-12 15:30:00,0.1,Expiry Closing,31.75,0.31950000000000006,31.4305,3404.7919293820933,108102.14375788147,107014.31273644388,0.4003783102143758,0.39634930643127364,2024,77700,SENSEX2471277700PE,0.35,0.05,-0.3,-1021.437578814628,105992.87515762926,1.1776986128625473
2024-07-07,80893.51,79435.76,1457.75,80686.54,40%,81269.64,80103.43999999999,high,80100,2024-07-19,1,SENSEX2471980100PE,PE,2024-07-18 14:01:00,45.7,2024-07-19 15:30:00,0.1,Expiry Closing,45.6,0.4580000000000001,45.142,3370.786516853933,153707.86516853934,152164.04494382025,0.5692883895131087,0.5635705368289639,2024,78500,SENSEX2471978500PE,3.0,0.05,-2.95,-9943.820224719102,142220.22471910116,1.5802247191011238
2024-07-14,81587.76,80390.37,1197.3899999999994,80408.9,40%,80887.856,79929.94399999999,high,79900,2024-07-26,0,SENSEX24JUL79900PE,PE,2024-07-26 12:40:00,8.35,2024-07-26 15:30:00,0.15,Expiry Closing,8.2,0.085,8.114999999999998,3379.224030037547,27709.637046307882,27422.403003754687,0.10262828535669585,0.10156445556946181,2024,78300,SENSEX24JUL78300PE,1.25,0.05,-1.2,-4055.0688360450563,23367.334167709632,0.25963704630788476
2024-07-14,81587.76,80390.37,1197.3899999999994,80408.9,40%,80887.856,79929.94399999999,low,80900,2024-07-26,3,SENSEX24JUL80900CE,CE,2024-07-23 12:19:00,347.95,2024-07-26 15:30:00,430.2,Expiry Closing,-82.25,7.7815,-90.0315,3337.4536464771327,-274505.5624227442,-300475.95797280595,-1.0166872682323858,-1.1128739184177998,2024,82500,SENSEX24JUL82500CE,94.8,0.05,-94.75,-316223.7330037083,-616699.6909765142,-6.852218788627936
2024-07-28,82129.49,80868.91,1260.5800000000017,78588.19,40%,79092.422,78083.958,high,78100,2024-08-09,4,SENSEX2480978100PE,PE,2024-08-05 09:15:00,556.25,2024-08-05 09:16:00,543.45,SL Hit,12.799999999999955,10.997,1.8029999999999546,3457.1062740076823,44250.96030729818,6233.162612035694,0.1638924455825858,0.02308578745198405,2024,76500,SENSEX2480976500PE,0.0,0.0,0.0,0.0,6233.162612035694,0.06925736235595215
2024-08-04,79984.24,78295.86,1688.3800000000047,79330.12,40%,80005.472,78654.768,high,78700,2024-08-16,4,SENSEX2481678700PE,PE,2024-08-12 11:16:00,159.3,2024-08-16 15:30:00,0.1,Expiry Closing,159.20000000000002,1.594,157.60600000000002,3430.7496823379925,546175.3494282084,540706.7344345617,2.02287166454892,2.002617534942821,2024,77100,SENSEX2481677100PE,32.65,0.05,-32.6,-111842.43964421855,428864.29479034315,4.765158831003813
2024-08-18,81236.45,80332.65,903.8000000000029,81388.26,40%,81749.78,81026.73999999999,high,81000,2024-08-30,4,SENSEX24AUG81000PE,PE,2024-08-26 10:17:00,166.0,2024-08-30 15:30:00,0.05,Expiry Closing,165.95,1.6605,164.28949999999998,3333.333333333333,553166.6666666666,547631.6666666665,2.048765432098765,2.028265432098765,2024,79400,SENSEX24AUG79400PE,13.25,0.05,-13.2,-43999.99999999999,503631.6666666665,5.595907407407405
2024-08-25,82637.03,81278.44,1358.5899999999965,82725.28,40%,83268.716,82181.844,low,83300,2024-09-06,2,SENSEX2490683300CE,CE,2024-09-04 09:15:00,29.55,2024-09-06 15:30:00,0.05,Expiry Closing,29.5,0.29600000000000004,29.204,3241.2965186074434,95618.24729891958,94658.82352941178,0.3541416566626651,0.3505882352941177,2024,85000,SENSEX2490685000CE,4.1,0.05,-4.05,-13127.250900360144,81531.57262905163,0.9059063625450182
2024-09-01,82725.28,80981.93,1743.3500000000058,80973.75,40%,81671.09,80276.41,high,80300,2024-09-13,3,SENSEX2491380300PE,PE,2024-09-10 09:15:00,47.1,2024-09-13 15:30:00,0.05,Expiry Closing,47.050000000000004,0.4715,46.578500000000005,3362.3910336239105,158200.498132005,156615.13075965134,0.5859277708592778,0.5800560398505605,2024,78700,SENSEX2491378700PE,4.0,0.1,-3.9,-13113.32503113325,143501.80572851808,1.5944645080946453
2024-09-15,83773.61,82700.63,1072.979999999996,84651.15,40%,85080.34199999999,84221.958,high,84200,2024-09-27,3,SENSEX24SEP84200PE,PE,2024-09-24 14:16:00,160.7,2024-09-27 15:30:00,0.05,Expiry Closing,160.64999999999998,1.6075,159.0425,3206.650831353919,515148.456057007,509993.7648456056,1.9079572446555815,1.8888657957244657,2024,82500,SENSEX24SEP82500PE,36.6,0.05,-36.550000000000004,-117203.08788598575,392790.67695961986,4.364340855106887
2024-09-22,85978.25,84607.38,1370.8699999999953,85208.76,40%,85757.108,84660.412,low,85800,2024-10-04,4,SENSEX24100485800CE,CE,2024-09-30 11:25:00,149.8,2024-10-04 15:30:00,0.05,Expiry Closing,149.75,1.4985000000000002,148.2515,3146.853146853147,471241.25874125876,466525.6993006993,1.7453379953379955,1.7278729603729601,2024,87500,SENSEX24100487500CE,22.75,0.05,-22.7,-71433.56643356643,395092.13286713284,4.389912587412588
2024-10-06,82319.21,80726.06,1593.1500000000087,81576.93,40%,82214.19,80939.66999999998,high,80900,2024-10-18,3,SENSEX24101880900PE,PE,2024-10-15 09:15:00,58.8,2024-10-18 09:15:00,254.5,SL Hit,-195.7,3.133,-198.833,3337.4536464771327,-653139.6786155748,-663595.9208899877,-2.419035846724351,-2.4577626699629174,2024,79300,SENSEX24101879300PE,24.5,6.25,-18.25,-60908.529048207674,-724504.4499381954,-8.050049443757725
