Unnamed: 0,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Hedge Strike,Hedge Contract,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Total PnL,Total ROI%,Index,Trade Month,Portfolio,Allocaion,ROI% PF
23,2024-01-28,73089.4,70846.04,2243.3600000000006,72270.12,40%,73167.46399999999,71372.776,low,73200,2024-02-09,1,SENSEX2420973200CE,CE,2024-02-08 14:31:00,7.75,2024-02-09 15:30:00,0.1,Expiry Closing,7.65,0.0785,7.5715,409.8360655737705,3135.2459016393445,3103.0737704918038,0.1045081967213115,0.1034357923497267,2024,74700,SENSEX2420974700CE,2.05,0.05,-2.0,-819.6721311475409,2283.4016393442625,0.2283401639344262,SENSEX,2,2000000,1000000,0.11417008196721314
25,2024-02-04,72559.21,71200.31,1358.9000000000087,71722.31,40%,72265.87,71178.75,low,72300,2024-02-16,4,SENSEX2421672300CE,CE,2024-02-12 10:27:00,206.8,2024-02-16 15:30:00,115.7,Expiry Closing,91.1,3.225,87.87500000000001,414.9377593360996,37800.82987551868,36462.65560165976,1.2600276625172893,1.2154218533886585,2024,73700,SENSEX2421673700CE,31.75,0.05,-31.7,-13153.526970954355,23309.128630705403,2.33091286307054,SENSEX,2,2000000,1000000,1.16545643153527
373,2024-02-02,22126.8,21665.3,461.5,21727.0,40%,21911.6,21542.4,low,21900,2024-02-15,1,NIFTY2421521900CE,CE,2024-02-14 09:27:00,9.65,2024-02-15 15:30:00,11.7,Expiry Closing,-2.049999999999999,0.2135,-2.2634999999999987,1369.86301369863,-2808.2191780821904,-3100.6849315068475,-0.093607305936073,-0.1033561643835615,2024,22350,NIFTY2421522350CE,1.6,0.05,-1.55,-2123.2876712328766,-5223.972602739725,-0.5223972602739725,NIFTY,2,2000000,1000000,-0.26119863013698624
372,2024-02-02,22126.8,21665.3,461.5,21727.0,40%,21911.6,21542.4,high,21550,2024-02-15,0,NIFTY2421521550PE,PE,2024-02-15 09:15:00,4.45,2024-02-15 15:30:00,0.05,Expiry Closing,4.4,0.045,4.355,1392.1113689095127,6125.2900232018565,6062.645011600928,0.2041763341067285,0.2020881670533642,2024,21100,NIFTY2421521100PE,0.65,0.05,-0.6,-835.2668213457076,5227.378190255221,0.5227378190255221,NIFTY,2,2000000,1000000,0.26136890951276104
24,2024-02-04,72559.21,71200.31,1358.9000000000087,71722.31,40%,72265.87,71178.75,high,71200,2024-02-16,0,SENSEX2421671200PE,PE,2024-02-16 09:15:00,21.0,2024-02-16 15:30:00,0.05,Expiry Closing,20.95,0.2105,20.7395,421.3483146067416,8827.247191011236,8738.553370786518,0.2942415730337078,0.2912851123595505,2024,69800,SENSEX2421669800PE,1.15,0.05,-1.1,-463.4831460674157,8275.070224719102,0.8275070224719102,SENSEX,2,2000000,1000000,0.4137535112359551
374,2024-02-09,21953.85,21530.2,423.6499999999978,22020.3,40%,22189.76,21850.84,high,21850,2024-02-22,2,NIFTY2422221850PE,PE,2024-02-20 15:06:00,23.7,2024-02-22 15:30:00,0.05,Expiry Closing,23.65,0.2375,23.4125,1372.9977116704804,32471.395881006854,32145.30892448512,1.0823798627002286,1.0715102974828374,2024,21400,NIFTY2422221400PE,3.95,0.05,-3.9,-5354.691075514874,26790.617848970243,2.679061784897024,NIFTY,2,2000000,1000000,1.339530892448512
26,2024-02-11,72545.33,70809.84,1735.4900000000052,72627.6,40%,73321.796,71933.40400000001,high,71900,2024-02-23,0,SENSEX24FEB71900PE,PE,2024-02-23 09:15:00,7.8,2024-02-23 15:30:00,0.1,Expiry Closing,7.7,0.079,7.621,417.2461752433936,3212.795549374131,3179.833101529903,0.1070931849791377,0.1059944367176634,2024,70500,SENSEX24FEB70500PE,0.75,0.05,-0.7,-292.0723226703755,2887.760778859528,0.2887760778859528,SENSEX,2,2000000,1000000,0.1443880389429764
375,2024-02-16,22252.5,21875.25,377.25,22290.0,40%,22440.9,22139.1,low,22450,2024-02-29,3,NIFTY24FEB22450CE,CE,2024-02-26 09:52:00,38.9,2024-02-29 15:30:00,0.05,Expiry Closing,38.85,0.3894999999999999,38.4605,1336.3028953229398,51915.36748329621,51394.87750556793,1.7305122494432073,1.7131625835189312,2024,22900,NIFTY24FEB22900CE,3.45,0.05,-3.4000000000000004,-4543.429844097996,46851.44766146993,4.685144766146993,NIFTY,2,2000000,1000000,2.3425723830734966
28,2024-02-18,73413.93,72081.36,1332.5699999999924,73044.81,40%,73577.83799999999,72511.782,low,73600,2024-03-01,2,SENSEX2430173600CE,CE,2024-02-28 11:46:00,113.75,2024-03-01 11:37:00,210.0,SL Hit,-96.25,3.2375000000000003,-99.4875,407.60869565217394,-39232.33695652174,-40551.970108695656,-1.3077445652173914,-1.3517323369565215,2024,75100,SENSEX2430175100CE,9.7,0.8,-8.899999999999999,-3627.717391304348,-44179.6875,-4.41796875,SENSEX,2,2000000,1000000,-2.208984375
376,2024-02-23,22297.5,21860.65,436.84999999999854,22048.3,40%,22223.04,21873.56,high,21850,2024-03-07,6,NIFTY2430721850PE,PE,2024-03-01 11:20:00,45.65,2024-03-07 15:30:00,0.05,Expiry Closing,45.6,0.4569999999999999,45.143,1372.9977116704804,62608.69565217391,61981.235697940494,2.0869565217391304,2.06604118993135,2024,21400,NIFTY2430721400PE,10.55,0.05,-10.5,-14416.475972540044,47564.75972540045,4.756475972540045,NIFTY,3,2000000,1000000,2.3782379862700225
27,2024-02-18,73413.93,72081.36,1332.5699999999924,73044.81,40%,73577.83799999999,72511.782,high,72500,2024-03-01,0,SENSEX2430172500PE,PE,2024-03-01 12:28:00,9.45,2024-03-01 15:30:00,0.15,Expiry Closing,9.3,0.096,9.204,413.79310344827593,3848.2758620689656,3808.551724137931,0.1282758620689655,0.126951724137931,2024,71000,SENSEX2430171000PE,1.7,0.05,-1.65,-682.7586206896552,3125.793103448276,0.3125793103448276,SENSEX,3,2000000,1000000,0.1562896551724138
29,2024-03-03,74245.17,73321.48,923.6900000000024,74175.93,40%,74545.40599999999,73806.454,low,74500,2024-03-15,4,SENSEX2431574500CE,CE,2024-03-11 10:50:00,246.35,2024-03-15 15:30:00,0.1,Expiry Closing,246.25,2.4645,243.7855,402.6845637583893,99161.07382550336,98168.6577181208,3.3053691275167787,3.272288590604027,2024,76000,SENSEX2431576000CE,23.45,0.05,-23.4,-9422.818791946307,88745.8389261745,8.874583892617451,SENSEX,3,2000000,1000000,4.437291946308726
377,2024-03-01,22525.65,22047.75,477.9000000000015,22517.5,40%,22708.66,22326.34,low,22700,2024-03-14,3,NIFTY2431422700CE,CE,2024-03-11 15:10:00,15.4,2024-03-14 15:30:00,0.05,Expiry Closing,15.35,0.1545,15.1955,1321.5859030837005,20286.343612334804,20082.15859030837,0.6762114537444933,0.6694052863436123,2024,23150,NIFTY2431423150CE,1.75,0.05,-1.7,-2246.6960352422907,17835.46255506608,1.783546255506608,NIFTY,3,2000000,1000000,0.891773127753304
378,2024-03-08,22526.6,21905.65,620.9499999999971,22064.85,40%,22313.23,21816.47,low,22300,2024-03-21,2,NIFTY2432122300CE,CE,2024-03-19 11:44:00,10.05,2024-03-21 15:30:00,0.05,Expiry Closing,10.0,0.101,9.899,1345.2914798206275,13452.914798206277,13317.040358744393,0.4484304932735425,0.4439013452914798,2024,22750,NIFTY2432122750CE,1.75,0.05,-1.7,-2286.9955156950678,11030.044843049323,1.1030044843049325,NIFTY,3,2000000,1000000,0.5515022421524662
30,2024-03-10,74187.35,72484.82,1702.5299999999988,72587.3,40%,73268.312,71906.288,low,73300,2024-03-22,2,SENSEX2432273300CE,CE,2024-03-20 10:11:00,51.35,2024-03-22 15:30:00,0.15,Expiry Closing,51.2,0.515,50.685,409.27694406548426,20954.979536152798,20744.20190995907,0.6984993178717599,0.6914733969986357,2024,74800,SENSEX2432274800CE,8.55,0.05,-8.5,-3478.8540245566164,17265.34788540245,1.7265347885402451,SENSEX,3,2000000,1000000,0.8632673942701226
379,2024-03-15,22123.7,21710.2,413.5,21932.2,40%,22097.6,21766.8,high,21750,2024-03-28,6,NIFTY24MAR21750PE,PE,2024-03-22 11:40:00,27.55,2024-03-28 15:30:00,0.05,Expiry Closing,27.5,0.276,27.224,1379.310344827586,37931.034482758616,37550.3448275862,1.264367816091954,1.2516781609195404,2024,21300,NIFTY24MAR21300PE,6.05,0.05,-6.0,-8275.862068965516,29274.48275862069,2.927448275862069,NIFTY,3,2000000,1000000,1.4637241379310344
31,2024-03-17,73115.62,71674.42,1441.199999999997,72396.97,40%,72973.45,71820.49,high,71800,2024-03-29,2,SENSEX24MAR71800PE,PE,2024-03-27 10:05:00,,2024-03-29 15:30:00,,Expiry Closing,,,,417.8272980501392,,,,,2024,70400,SENSEX24MAR70400PE,0.0,0.0,0.0,0.0,,,SENSEX,3,2000000,1000000,
380,2024-03-29,22619.0,22303.8,315.2000000000007,22486.4,40%,22612.480000000003,22360.32,high,22350,2024-04-11,3,NIFTY2441122350PE,PE,2024-04-08 09:36:00,,2024-04-11 15:30:00,,Expiry Closing,,,,1342.2818791946308,,,,,2024,21900,NIFTY2441121900PE,0.0,0.0,0.0,0.0,,,NIFTY,4,2000000,1000000,
32,2024-03-31,74501.73,73485.12,1016.6100000000006,74555.44,40%,74962.084,74148.796,high,74100,2024-04-12,3,SENSEX2441274100PE,PE,2024-04-09 09:15:00,146.05,2024-04-12 15:30:00,0.2,Expiry Closing,145.85000000000002,1.4625,144.38750000000002,404.8582995951417,59048.58299595143,58456.47773279353,1.9682860998650475,1.9485492577597845,2024,72600,SENSEX2441272600PE,26.05,0.05,-26.0,-10526.315789473683,47930.16194331984,4.793016194331984,SENSEX,4,2000000,1000000,2.396508097165992
381,2024-04-05,22775.7,22427.6,348.1000000000022,22677.4,40%,22816.640000000003,22538.16,low,22800,2024-04-18,6,NIFTY2441822800CE,CE,2024-04-12 14:22:00,37.1,2024-04-18 15:30:00,0.05,Expiry Closing,37.05,0.3715,36.67850000000001,1315.7894736842106,48750.00000000001,48261.18421052633,1.6250000000000002,1.6087061403508776,2024,23250,NIFTY2441823250CE,3.1,0.05,-3.0500000000000003,-4013.157894736843,44248.02631578949,4.424802631578948,NIFTY,4,2000000,1000000,2.212401315789474
33,2024-04-07,75124.28,74189.31,934.9700000000012,73315.16,40%,73689.148,72941.172,high,72900,2024-04-19,4,SENSEX2441972900PE,PE,2024-04-15 09:15:00,173.7,2024-04-15 09:16:00,291.7,SL Hit,-118.0,4.654,-122.654,411.522633744856,-48559.670781893,-50474.89711934157,-1.6186556927297668,-1.682496570644719,2024,71400,SENSEX2441971400PE,0.0,0.0,0.0,0.0,-50474.89711934157,-5.047489711934157,SENSEX,4,2000000,1000000,-2.5237448559670783
34,2024-04-07,75124.28,74189.31,934.9700000000012,73315.16,40%,73689.148,72941.172,low,73700,2024-04-19,3,SENSEX2441973700CE,CE,2024-04-16 09:15:00,123.7,2024-04-19 15:30:00,0.1,Expiry Closing,123.6,1.238,122.362,407.055630936228,50312.075983717776,49808.14111261873,1.6770691994572593,1.6602713704206242,2024,75200,SENSEX2441975200CE,15.05,0.05,-15.0,-6105.834464043419,43702.30664857531,4.370230664857531,SENSEX,4,2000000,1000000,2.1851153324287655
382,2024-04-12,22726.45,21961.7,764.75,21861.5,40%,22167.4,21555.6,high,21550,2024-04-25,6,NIFTY24APR21550PE,PE,2024-04-19 14:08:00,35.25,2024-04-25 15:30:00,0.05,Expiry Closing,35.2,0.353,34.847,1392.1113689095127,49002.32018561485,48510.904872389794,1.6334106728538285,1.617030162412993,2024,21100,NIFTY24APR21100PE,14.1,0.05,-14.05,-19559.16473317865,28951.740139211142,2.895174013921114,NIFTY,4,2000000,1000000,1.447587006960557
35,2024-04-14,73905.8,71816.46,2089.3399999999965,73666.51,40%,74502.246,72830.77399999999,high,72800,2024-04-26,1,SENSEX24APR72800PE,PE,2024-04-25 14:34:00,14.9,2024-04-26 15:30:00,0.05,Expiry Closing,14.85,0.1495,14.7005,412.0879120879121,6119.505494505494,6057.898351648352,0.2039835164835164,0.201929945054945,2024,71300,SENSEX24APR71300PE,2.4,0.05,-2.35,-968.4065934065936,5089.491758241758,0.5089491758241759,SENSEX,4,2000000,1000000,0.25447458791208794
36,2024-04-21,74571.25,73227.32,1343.929999999993,73982.75,40%,74520.322,73445.178,high,73400,2024-05-03,4,SENSEX2450373400PE,PE,2024-04-29 13:26:00,117.8,2024-05-03 15:30:00,0.1,Expiry Closing,117.7,1.179,116.521,408.7193460490464,48106.267029972754,47624.38692098093,1.603542234332425,1.5874795640326975,2024,71900,SENSEX2450371900PE,6.2,0.05,-6.15,-2513.623978201635,45110.76294277929,4.51107629427793,SENSEX,4,2000000,1000000,2.255538147138965
383,2024-04-26,22783.35,22385.55,397.7999999999993,22766.35,40%,22925.47,22607.23,low,22950,2024-05-09,6,NIFTY2450922950CE,CE,2024-05-03 10:40:00,41.05,2024-05-09 15:30:00,0.1,Expiry Closing,40.95,0.4115,40.5385,1307.1895424836605,53529.41176470588,52991.50326797386,1.7843137254901955,1.7663834422657951,2024,23400,NIFTY2450923400CE,3.85,0.05,-3.8,-4967.32026143791,48024.183006535946,4.802418300653595,NIFTY,5,2000000,1000000,2.4012091503267974
37,2024-04-28,75111.39,73467.73,1643.6600000000035,74196.68,40%,74854.144,73539.21599999999,low,74900,2024-05-10,3,SENSEX2451074900CE,CE,2024-05-07 10:34:00,78.2,2024-05-10 15:30:00,0.05,Expiry Closing,78.15,0.7825,77.3675,400.5340453938585,31301.735647530044,30988.31775700935,1.0433911882510014,1.032943925233645,2024,76400,SENSEX2451076400CE,12.2,0.05,-12.15,-4866.48865153538,26121.82910547397,2.6121829105473973,SENSEX,5,2000000,1000000,1.3060914552736986
38,2024-05-05,74359.69,72334.18,2025.5100000000093,72476.65,40%,73286.85399999999,71666.446,high,71700,2024-05-17,2,SENSEX2451771700PE,PE,2024-05-15 09:45:00,37.3,2024-05-17 15:30:00,0.05,Expiry Closing,37.25,0.3734999999999999,36.8765,418.4100418410042,15585.774058577406,15429.497907949792,0.5195258019525802,0.5143165969316598,2024,70300,SENSEX2451770300PE,8.0,0.05,-7.95,-3326.359832635984,12103.138075313807,1.2103138075313808,SENSEX,5,2000000,1000000,0.6051569037656904
384,2024-05-03,22794.7,21932.4,862.2999999999993,21990.95,40%,22335.87,21646.03,high,21650,2024-05-16,0,NIFTY2451621650PE,PE,2024-05-16 14:56:00,0.25,2024-05-16 15:30:00,0.05,Expiry Closing,0.2,0.003,0.197,1385.6812933025403,277.1362586605081,272.97921478060044,0.0092378752886836,0.0090993071593533,2024,21200,NIFTY2451621200PE,0.15,0.05,-0.0999999999999999,-138.568129330254,134.41108545034643,0.0134411085450346,NIFTY,5,2000000,1000000,0.006720554272517322
385,2024-05-10,22432.25,21821.05,611.2000000000007,22415.25,40%,22659.73,22170.77,high,22150,2024-05-23,0,NIFTY2452322150PE,PE,2024-05-23 09:38:00,1.7,2024-05-23 15:30:00,0.05,Expiry Closing,1.65,0.0175,1.6324999999999998,1354.4018058690745,2234.762979683973,2211.060948081264,0.0744920993227991,0.0737020316027088,2024,21700,NIFTY2452321700PE,0.35,0.05,-0.3,-406.3205417607224,1804.7404063205413,0.1804740406320541,NIFTY,5,2000000,1000000,0.09023702031602707
39,2024-05-12,74162.76,71866.01,2296.75,73842.96,40%,74761.66,72924.26000000001,high,72900,2024-05-24,1,SENSEX2452472900PE,PE,2024-05-23 11:57:00,10.8,2024-05-24 15:30:00,0.05,Expiry Closing,10.75,0.1085,10.6415,411.522633744856,4423.868312757201,4379.218106995885,0.1474622770919067,0.1459739368998628,2024,71400,SENSEX2452471400PE,1.85,0.05,-1.8,-740.7407407407408,3638.477366255144,0.3638477366255144,SENSEX,5,2000000,1000000,0.1819238683127572
40,2024-05-19,75636.5,73762.37,1874.1300000000049,75655.46,40%,76405.11200000001,74905.808,low,76400,2024-05-31,2,SENSEX24MAY76400CE,CE,2024-05-29 09:15:00,82.3,2024-05-31 15:30:00,0.05,Expiry Closing,82.25,0.8235,81.4265,392.6701570680628,32297.120418848164,31973.756544502616,1.0765706806282722,1.065791884816754,2024,77900,SENSEX24MAY77900CE,15.0,0.05,-14.95,-5870.418848167538,26103.33769633508,2.610333769633508,SENSEX,5,2000000,1000000,1.305166884816754
386,2024-05-17,22993.6,22345.65,647.9499999999971,22930.75,40%,23189.93,22671.57,low,23200,2024-05-30,0,NIFTY24MAY23200CE,CE,2024-05-30 09:15:00,0.95,2024-05-30 15:30:00,0.05,Expiry Closing,0.8999999999999999,0.01,0.8899999999999999,1293.103448275862,1163.7931034482758,1150.8620689655172,0.0387931034482758,0.0383620689655172,2024,23650,NIFTY24MAY23650CE,0.45,0.05,-0.4,-517.2413793103449,633.6206896551723,0.0633620689655172,NIFTY,5,2000000,1000000,0.031681034482758615
41,2024-05-26,76009.68,73668.73,2340.949999999997,76583.29,40%,77519.67,75646.90999999999,low,77500,2024-06-07,3,SENSEX2460777500CE,CE,2024-06-04 09:15:00,247.6,2024-06-07 11:35:00,5.7,SL Hit,241.9,2.533,239.367,387.0967741935484,93638.70967741936,92658.1935483871,3.121290322580645,3.0886064516129035,2024,79000,SENSEX2460779000CE,183.15,0.3,-182.85,-70780.64516129032,21877.548387096787,2.1877548387096786,SENSEX,6,2000000,1000000,1.0938774193548393
42,2024-06-09,77145.46,76296.44,849.0200000000041,77235.31,40%,77574.918,76895.70199999999,high,76900,2024-06-21,2,SENSEX2462176900PE,PE,2024-06-19 09:15:00,180.85,2024-06-21 15:30:00,0.1,Expiry Closing,180.75,1.8095,178.9405,390.1170351105332,70513.65409622887,69807.73732119636,2.350455136540962,2.326924577373212,2024,75400,SENSEX2462175400PE,12.9,0.05,-12.85,-5013.003901170351,64794.73342002601,6.4794733420026,SENSEX,6,2000000,1000000,3.2397366710013
43,2024-06-09,77145.46,76296.44,849.0200000000041,77235.31,40%,77574.918,76895.70199999999,low,77600,2024-06-21,0,SENSEX2462177600CE,CE,2024-06-21 14:25:00,17.8,2024-06-21 14:46:00,7.0,SL Hit,10.8,0.248,10.552,386.59793814432993,4175.257731958764,4079.3814432989698,0.1391752577319588,0.135979381443299,2024,79200,SENSEX2462179200CE,0.6,0.5,-0.0999999999999999,-38.65979381443299,4040.721649484537,0.4040721649484537,SENSEX,6,2000000,1000000,0.20203608247422686
44,2024-06-16,77851.63,76802.0,1049.6300000000049,76885.65,40%,77305.502,76465.798,high,76500,2024-06-28,4,SENSEX24JUN76500PE,PE,2024-06-24 11:07:00,208.6,2024-06-28 15:30:00,0.05,Expiry Closing,208.55,2.0865,206.4635,392.156862745098,81784.31372549018,80966.07843137253,2.7261437908496733,2.6988692810457517,2024,75000,SENSEX24JUN75000PE,37.0,0.05,-36.95,-14490.196078431372,66475.88235294116,6.647588235294116,SENSEX,6,2000000,1000000,3.323794117647058
45,2024-06-23,79671.58,76745.94,2925.6399999999994,79043.35,40%,80213.606,77873.09400000001,high,77900,2024-07-05,1,SENSEX2470577900PE,PE,2024-07-04 09:15:00,10.15,2024-07-05 15:30:00,0.1,Expiry Closing,10.05,0.1025,9.947500000000002,385.1091142490373,3870.3465982028247,3830.8729139922975,0.1290115532734274,0.1276957637997433,2024,76300,SENSEX2470576300PE,0.7,0.05,-0.6499999999999999,-250.32092426187415,3580.5519897304243,0.3580551989730424,SENSEX,7,2000000,1000000,0.17902759948652122
46,2024-06-30,80392.64,78971.79,1420.8500000000058,79915.0,40%,80483.34,79346.66,high,79300,2024-07-12,0,SENSEX2471279300PE,PE,2024-07-12 10:54:00,31.85,2024-07-12 15:30:00,0.1,Expiry Closing,31.75,0.3195,31.4305,378.3102143757881,12011.349306431272,11890.479192938208,0.4003783102143758,0.3963493064312736,2024,77700,SENSEX2471277700PE,0.35,0.05,-0.3,-113.49306431273644,11776.98612862547,1.177698612862547,SENSEX,7,2000000,1000000,0.5888493064312735
47,2024-07-07,80893.51,79435.76,1457.75,80686.54,40%,81269.64,80103.43999999999,high,80100,2024-07-19,1,SENSEX2471980100PE,PE,2024-07-18 14:01:00,45.7,2024-07-19 15:30:00,0.1,Expiry Closing,45.6,0.4580000000000001,45.142,374.5318352059925,17078.65168539326,16907.116104868914,0.5692883895131087,0.5635705368289639,2024,78500,SENSEX2471978500PE,3.0,0.05,-2.95,-1104.868913857678,15802.247191011236,1.5802247191011236,SENSEX,7,2000000,1000000,0.7901123595505618
49,2024-07-14,81587.76,80390.37,1197.3899999999994,80408.9,40%,80887.856,79929.94399999999,low,80900,2024-07-26,3,SENSEX24JUL80900CE,CE,2024-07-23 12:19:00,347.95,2024-07-26 15:30:00,430.2,Expiry Closing,-82.25,7.7815,-90.0315,370.8281829419036,-30500.618046971573,-33386.21755253399,-1.0166872682323858,-1.1128739184177998,2024,82500,SENSEX24JUL82500CE,94.8,0.05,-94.75,-35135.97033374537,-68522.18788627937,-6.852218788627937,SENSEX,7,2000000,1000000,-3.4261093943139684
48,2024-07-14,81587.76,80390.37,1197.3899999999994,80408.9,40%,80887.856,79929.94399999999,high,79900,2024-07-26,0,SENSEX24JUL79900PE,PE,2024-07-26 12:40:00,8.35,2024-07-26 15:30:00,0.15,Expiry Closing,8.2,0.085,8.114999999999998,375.4693366708385,3078.848560700876,3046.933667083854,0.1026282853566958,0.1015644555694618,2024,78300,SENSEX24JUL78300PE,1.25,0.05,-1.2,-450.5632040050062,2596.3704630788475,0.2596370463078847,SENSEX,7,2000000,1000000,0.12981852315394238
50,2024-07-28,82129.49,80868.91,1260.5800000000015,78588.19,40%,79092.422,78083.958,high,78100,2024-08-09,4,SENSEX2480978100PE,PE,2024-08-05 09:15:00,,2024-08-05 09:16:00,,SL Hit,,,,384.122919334187,,,,,2024,76500,SENSEX2480976500PE,0.0,0.0,0.0,0.0,,,SENSEX,8,2000000,1000000,
51,2024-08-04,79984.24,78295.86,1688.3800000000049,79330.12,40%,80005.472,78654.768,high,78700,2024-08-16,4,SENSEX2481678700PE,PE,2024-08-12 11:16:00,,2024-08-16 15:30:00,,Expiry Closing,,,,381.1944091486658,,,,,2024,77100,SENSEX2481677100PE,0.0,0.0,0.0,0.0,,,SENSEX,8,2000000,1000000,
52,2024-08-18,81236.45,80332.65,903.8000000000028,81388.26,40%,81749.78,81026.73999999999,high,81000,2024-08-30,4,SENSEX24AUG81000PE,PE,2024-08-26 10:17:00,,2024-08-30 15:30:00,,Expiry Closing,,,,370.3703703703703,,,,,2024,79400,SENSEX24AUG79400PE,0.0,0.0,0.0,0.0,,,SENSEX,8,2000000,1000000,
53,2024-08-25,82637.03,81278.44,1358.5899999999965,82725.28,40%,83268.716,82181.844,low,83300,2024-09-06,2,SENSEX2490683300CE,CE,2024-09-04 09:15:00,,2024-09-06 15:30:00,,Expiry Closing,,,,360.1440576230492,,,,,2024,85000,SENSEX2490685000CE,0.0,0.0,0.0,0.0,,,SENSEX,9,2000000,1000000,
54,2024-09-01,82725.28,80981.93,1743.3500000000058,80973.75,40%,81671.09,80276.41,high,80300,2024-09-13,3,SENSEX2491380300PE,PE,2024-09-10 09:15:00,,2024-09-13 15:30:00,,Expiry Closing,,,,373.5990037359901,,,,,2024,78700,SENSEX2491378700PE,0.0,0.0,0.0,0.0,,,SENSEX,9,2000000,1000000,
55,2024-09-08,83116.19,80895.05,2221.1399999999994,82985.33,40%,83873.78600000001,82096.874,high,82100,2024-09-20,0,SENSEX2492082100PE,PE,2024-09-20 10:36:00,,2024-09-20 15:30:00,,Expiry Closing,,,,365.4080389768575,,,,,2024,80500,SENSEX2492080500PE,0.0,0.0,0.0,0.0,,,SENSEX,9,2000000,1000000,
