Unnamed: 0,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Hedge Strike,Hedge Contract,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Total PnL,Total ROI%,Index,Trade Month,Portfolio,Allocaion,ROI% PF
351,2023-09-15,20222.45,19711.0,511.4500000000007,19744.85,40%,19949.43,19540.27,low,19950,2023-09-28,0,NIFTY23SEP19950CE,CE,2023-09-28 14:06:00,0.95,2023-09-28 15:30:00,0.05,Expiry Closing,0.8999999999999999,0.01,0.8899999999999999,1503.7593984962407,1353.3834586466164,1338.345864661654,0.0451127819548872,0.0446115288220551,2023,20350,NIFTY23SEP20350CE,0.5,0.05,-0.45,-676.6917293233083,661.6541353383458,0.0661654135338345,NIFTY,9,2000000,1000000,0.03308270676691729
352,2023-09-22,19798.65,19492.1,306.5500000000029,19581.2,40%,19703.820000000003,19458.58,high,19450,2023-10-05,6,NIFTY23100519450PE,PE,2023-09-29 13:58:00,16.85,2023-10-03 10:01:00,63.0,SL Hit,-46.15,0.7985,-46.9485,1542.4164524421594,-71182.51928020566,-72414.13881748072,-2.372750642673522,-2.413804627249357,2023,19050,NIFTY23100519050PE,3.75,4.05,0.2999999999999998,462.7249357326476,-71951.41388174807,-7.195141388174807,NIFTY,9,2000000,1000000,-3.5975706940874033
5,2023-09-24,66406.01,65423.39,982.6199999999952,65813.42,40%,66206.468,65420.372,low,66200,2023-10-06,3,SENSEX23100666200CE,CE,2023-10-03 09:40:00,106.45,2023-10-06 15:30:00,0.1,Expiry Closing,106.35,1.0655,105.2845,453.1722054380665,48194.86404833838,47712.00906344412,1.606495468277946,1.590400302114804,2023,67500,SENSEX23100667500CE,10.5,0.05,-10.45,-4735.649546827794,42976.35951661632,4.297635951661633,SENSEX,10,2000000,1000000,2.1488179758308164
353,2023-09-22,19798.65,19492.1,306.5500000000029,19581.2,40%,19703.820000000003,19458.58,low,19700,2023-10-05,1,NIFTY23100519700CE,CE,2023-10-04 09:15:00,4.5,2023-10-05 15:30:00,0.05,Expiry Closing,4.45,0.0455,4.4045000000000005,1522.8426395939086,6776.649746192894,6707.360406091371,0.2258883248730964,0.2235786802030457,2023,20100,NIFTY23100520100CE,1.45,0.05,-1.4,-2131.979695431472,4575.3807106599,0.45753807106599,NIFTY,10,2000000,1000000,0.228769035532995
6,2023-10-01,66095.81,64878.77,1217.0400000000009,65560.07,40%,66046.88600000001,65073.25400000001,high,65100,2023-10-13,3,SENSEX23101365100PE,PE,2023-10-10 12:38:00,64.45,2023-10-13 15:30:00,0.05,Expiry Closing,64.4,0.645,63.755,460.8294930875576,29677.419354838712,29380.184331797234,0.9892473118279572,0.9793394777265744,2023,63800,SENSEX23101363800PE,10.1,0.05,-10.05,-4631.3364055299535,24748.84792626728,2.474884792626728,SENSEX,10,2000000,1000000,1.237442396313364
354,2023-09-29,19726.25,19333.6,392.6500000000015,19621.2,40%,19778.26,19464.14,high,19450,2023-10-12,1,NIFTY23101219450PE,PE,2023-10-11 09:15:00,5.85,2023-10-12 15:30:00,0.05,Expiry Closing,5.8,0.059,5.741,1542.4164524421594,8946.015424164525,8855.012853470436,0.2982005141388175,0.2951670951156812,2023,19050,NIFTY23101219050PE,2.45,0.05,-2.4000000000000004,-3701.7994858611833,5153.213367609253,0.5153213367609253,NIFTY,10,2000000,1000000,0.25766066838046264
355,2023-10-06,19843.3,19480.5,362.7999999999993,19654.55,40%,19799.67,19509.43,high,19500,2023-10-19,6,NIFTY23101919500PE,PE,2023-10-13 14:22:00,17.5,2023-10-19 15:30:00,0.1,Expiry Closing,17.4,0.176,17.224,1538.4615384615386,26769.23076923077,26498.46153846154,0.8923076923076922,0.8832820512820514,2023,19100,NIFTY23101919100PE,4.75,0.05,-4.7,-7230.769230769231,19267.69230769231,1.9267692307692308,NIFTY,10,2000000,1000000,0.9633846153846154
7,2023-10-08,66592.16,65434.61,1157.550000000003,66238.15,40%,66701.17,65775.12999999999,low,66700,2023-10-20,1,SENSEX23102066700CE,CE,2023-10-19 09:15:00,8.0,2023-10-20 15:30:00,0.05,Expiry Closing,7.95,0.0805,7.8695,449.7751124437781,3575.7121439280363,3539.505247376312,0.1191904047976012,0.117983508245877,2023,68000,SENSEX23102068000CE,1.65,0.05,-1.6,-719.6401799100449,2819.865067466267,0.2819865067466267,SENSEX,10,2000000,1000000,0.14099325337331334
356,2023-10-13,19849.75,19512.35,337.40000000000146,19542.15,40%,19677.11,19407.19,low,19700,2023-10-26,3,NIFTY23OCT19700CE,CE,2023-10-23 13:34:00,8.55,2023-10-26 15:30:00,0.05,Expiry Closing,8.5,0.086,8.414,1522.8426395939086,12944.162436548224,12813.197969543147,0.4314720812182741,0.4271065989847715,2023,20100,NIFTY23OCT20100CE,1.85,0.05,-1.8,-2741.116751269036,10072.081218274112,1.0072081218274112,NIFTY,10,2000000,1000000,0.5036040609137056
8,2023-10-15,66559.82,65308.61,1251.2100000000064,65419.02,40%,65919.504,64918.53599999999,low,65900,2023-10-27,4,SENSEX23OCT65900CE,CE,2023-10-23 14:51:00,50.3,2023-10-27 15:30:00,0.05,Expiry Closing,50.25,0.5035,49.7465,455.2352048558422,22875.56904400607,22646.358118361157,0.7625189681335356,0.7548786039453717,2023,67200,SENSEX23OCT67200CE,0.0,0.0,0.0,0.0,22646.358118361157,2.264635811836115,SENSEX,10,2000000,1000000,1.1323179059180577
357,2023-10-20,19593.8,18837.85,755.9500000000007,18928.75,40%,19231.13,18626.37,high,18650,2023-11-02,2,NIFTY23110218650PE,PE,2023-10-31 09:15:00,4.25,2023-11-02 15:30:00,0.05,Expiry Closing,4.2,0.043,4.157,1608.57908847185,6756.03217158177,6686.8632707774805,0.225201072386059,0.2228954423592493,2023,18300,NIFTY23110218300PE,2.2,0.05,-2.1500000000000004,-3458.445040214478,3228.4182305630025,0.3228418230563002,NIFTY,10,2000000,1000000,0.1614209115281501
358,2023-10-27,19233.7,18926.65,307.0499999999993,19241.0,40%,19363.82,19118.18,high,19100,2023-11-09,3,NIFTY23110919100PE,PE,2023-11-06 10:15:00,10.3,2023-11-09 15:30:00,0.05,Expiry Closing,10.25,0.1035,10.1465,1570.6806282722512,16099.476439790576,15936.910994764396,0.5366492146596858,0.5312303664921465,2023,18700,NIFTY23110918700PE,2.35,0.05,-2.3000000000000003,-3612.565445026178,12324.345549738217,1.2324345549738216,NIFTY,11,2000000,1000000,0.6162172774869108
359,2023-11-03,19464.4,19210.9,253.5,19351.85,40%,19453.25,19250.45,high,19250,2023-11-16,4,NIFTY23111619250PE,PE,2023-11-12 18:15:00,13.6,2023-11-16 15:30:00,0.05,Expiry Closing,13.55,0.1365,13.4135,1558.4415584415583,21116.883116883117,20904.15584415584,0.7038961038961038,0.6968051948051948,2023,18850,NIFTY23111618850PE,2.0,0.05,-1.95,-3038.9610389610384,17865.194805194802,1.7865194805194804,NIFTY,11,2000000,1000000,0.8932597402597402
10,2023-11-05,65124.0,64580.95,543.0500000000029,65353.58,40%,65570.8,65136.36,low,65600,2023-11-17,4,SENSEX23111765600CE,CE,2023-11-13 09:15:00,134.65,2023-11-15 09:15:00,152.15,SL Hit,-17.5,2.8680000000000003,-20.368,457.3170731707317,-8003.048780487805,-9314.634146341465,-0.2667682926829268,-0.3104878048780488,2023,66900,SENSEX23111766900CE,3.1,3.25,0.1499999999999999,68.59756097560971,-9246.036585365857,-0.9246036585365855,SENSEX,11,2000000,1000000,-0.46230182926829283
9,2023-11-05,65124.0,64580.95,543.0500000000029,65353.58,40%,65570.8,65136.36,high,65100,2023-11-17,2,SENSEX23111765100PE,PE,2023-11-15 09:15:00,193.95,2023-11-17 15:30:00,0.05,Expiry Closing,193.9,1.94,191.96,460.8294930875576,89354.83870967741,88460.82949308754,2.9784946236559136,2.948694316436252,2023,63800,SENSEX23111763800PE,2.65,0.05,-2.6,-1198.1566820276498,87262.67281105989,8.72626728110599,SENSEX,11,2000000,1000000,4.363133640552995
360,2023-11-17,19875.15,19667.45,207.70000000000076,19809.6,40%,19892.68,19726.52,high,19750,2023-11-30,2,NIFTY23NOV19750PE,PE,2023-11-28 15:13:00,13.75,2023-11-30 15:30:00,0.05,Expiry Closing,13.7,0.138,13.562,1518.987341772152,20810.12658227848,20600.506329113923,0.6936708860759493,0.6866835443037975,2023,19350,NIFTY23NOV19350PE,1.95,0.05,-1.9,-2886.0759493670885,17714.430379746835,1.7714430379746835,NIFTY,11,2000000,1000000,0.8857215189873417
11,2023-11-19,66235.24,65547.8,687.4400000000023,66063.72,40%,66338.696,65788.744,high,65800,2023-12-01,2,SENSEX23120165800PE,PE,2023-11-29 09:15:00,27.55,2023-12-01 15:30:00,0.05,Expiry Closing,27.5,0.276,27.224,455.9270516717325,12537.993920972644,12412.158054711246,0.4179331306990881,0.4137386018237081,2023,64500,SENSEX23120164500PE,4.25,0.05,-4.2,-1914.893617021277,10497.26443768997,1.049726443768997,SENSEX,11,2000000,1000000,0.5248632218844985
361,2023-11-24,20158.7,19768.85,389.8500000000022,20194.1,40%,20350.04,20038.16,high,20050,2023-12-07,3,NIFTY23120720050PE,PE,2023-12-04 09:15:00,8.6,2023-12-07 15:30:00,0.05,Expiry Closing,8.549999999999999,0.0865,8.4635,1496.2593516209477,12793.0174563591,12663.59102244389,0.42643391521197,0.4221197007481297,2023,19650,NIFTY23120719650PE,4.0,0.05,-3.95,-5910.224438902744,6753.366583541147,0.6753366583541146,NIFTY,12,2000000,1000000,0.3376683291770573
12,2023-11-26,67564.33,65906.65,1657.6800000000076,68435.34,40%,69098.412,67772.268,high,67800,2023-12-08,3,SENSEX23120867800PE,PE,2023-12-05 09:15:00,62.7,2023-12-08 15:30:00,0.1,Expiry Closing,62.6,0.628,61.972,442.4778761061947,27699.11504424779,27421.2389380531,0.9233038348082596,0.9140412979351032,2023,66400,SENSEX23120866400PE,14.0,0.05,-13.95,-6172.566371681415,21248.67256637168,2.124867256637168,SENSEX,12,2000000,1000000,1.062433628318584
14,2023-12-03,69893.8,68274.47,1619.3300000000015,69925.63,40%,70573.36200000001,69277.898,low,70600,2023-12-15,2,SENSEX23121570600CE,CE,2023-12-13 10:02:00,20.25,2023-12-14 09:15:00,60.0,SL Hit,-39.75,0.8025,-40.5525,424.929178470255,-16890.934844192638,-17231.940509915017,-0.5630311614730878,-0.5743980169971672,2023,72000,SENSEX23121572000CE,5.8,2.5,-3.3,-1402.2662889518415,-18634.206798866857,-1.8634206798866857,SENSEX,12,2000000,1000000,-0.9317103399433428
13,2023-12-03,69893.8,68274.47,1619.3300000000015,69925.63,40%,70573.36200000001,69277.898,high,69300,2023-12-15,1,SENSEX23121569300PE,PE,2023-12-14 13:21:00,5.35,2023-12-15 15:30:00,0.1,Expiry Closing,5.25,0.0544999999999999,5.1955,432.90043290043286,2272.7272727272725,2249.1341991341988,0.0757575757575757,0.0749711399711399,2023,67900,SENSEX23121567900PE,2.2,0.1,-2.1,-909.090909090909,1340.0432900432895,0.134004329004329,SENSEX,12,2000000,1000000,0.06700216450216448
362,2023-12-08,21210.9,20769.5,441.4000000000015,21287.45,40%,21464.01,21110.89,high,21100,2023-12-21,6,NIFTY23122121100PE,PE,2023-12-15 15:15:00,24.1,2023-12-21 15:30:00,0.05,Expiry Closing,24.05,0.2415,23.8085,1421.8009478672986,34194.312796208535,33850.947867298586,1.1398104265402844,1.1283649289099529,2023,20700,NIFTY23122120700PE,8.2,0.05,-8.149999999999999,-11587.67772511848,22263.270142180103,2.2263270142180103,NIFTY,12,2000000,1000000,1.1131635071090051
15,2023-12-10,71605.76,69100.56,2505.199999999997,71437.35,40%,72439.43000000001,70435.27,low,72400,2023-12-22,2,SENSEX23122272400CE,CE,2023-12-20 15:22:00,16.65,2023-12-22 15:30:00,0.1,Expiry Closing,16.549999999999997,0.1675,16.382499999999997,414.3646408839779,6857.734806629834,6788.328729281767,0.2285911602209944,0.2262776243093922,2023,73800,SENSEX23122273800CE,6.25,0.1,-6.15,-2548.342541436464,4239.986187845303,0.4239986187845303,SENSEX,12,2000000,1000000,0.21199930939226516
363,2023-12-08,21210.9,20769.5,441.4000000000015,21287.45,40%,21464.01,21110.89,low,21450,2023-12-21,1,NIFTY23122121450CE,CE,2023-12-20 15:26:00,4.05,2023-12-21 12:29:00,1.65,SL Hit,2.4,0.0569999999999999,2.343,1398.6013986013986,3356.6433566433566,3276.923076923077,0.1118881118881118,0.1092307692307692,2023,21900,NIFTY23122121900CE,2.25,0.5,-1.75,-2447.552447552448,829.3706293706296,0.0829370629370629,NIFTY,12,2000000,1000000,0.04146853146853148
364,2023-12-15,21593.0,20976.8,616.2000000000007,21295.85,40%,21542.33,21049.37,high,21050,2023-12-28,1,NIFTY23DEC21050PE,PE,2023-12-27 09:30:00,5.3,2023-12-28 15:30:00,0.05,Expiry Closing,5.25,0.0535,5.1965,1425.1781472684086,7482.185273159145,7405.938242280285,0.2494061757719715,0.2468646080760095,2023,20650,NIFTY23DEC20650PE,2.15,0.05,-2.1,-2992.8741092636583,4413.064133016627,0.4413064133016627,NIFTY,12,2000000,1000000,0.22065320665083135
16,2023-12-17,71913.07,69920.39,1992.680000000008,71097.78,40%,71894.852,70300.708,high,70300,2023-12-29,2,SENSEX23DEC70300PE,PE,2023-12-27 15:01:00,28.5,2023-12-29 15:30:00,0.05,Expiry Closing,28.45,0.2855,28.1645,426.7425320056899,12140.825035561877,12018.990042674252,0.4046941678520626,0.4006330014224751,2023,68900,SENSEX23DEC68900PE,10.6,0.25,-10.35,-4416.78520625889,7602.204836415363,0.7602204836415363,SENSEX,12,2000000,1000000,0.38011024182076814
17,2023-12-24,72484.34,71012.08,1472.2599999999948,72218.39,40%,72807.294,71629.486,low,72800,2024-01-05,3,SENSEX2410572800CE,CE,2024-01-02 10:40:00,105.9,2024-01-05 15:30:00,0.05,Expiry Closing,105.85,1.0595,104.7905,412.0879120879121,43619.5054945055,43182.89835164836,1.4539835164835166,1.4394299450549453,2024,74300,SENSEX2410574300CE,17.7,0.05,-17.65,-7273.351648351649,35909.546703296706,3.5909546703296704,SENSEX,1,2000000,1000000,1.7954773351648352
365,2023-12-22,21801.45,21232.45,569.0,21737.65,40%,21965.25,21510.050000000003,low,21950,2024-01-04,1,NIFTY2410421950CE,CE,2024-01-03 15:08:00,1.5,2024-01-04 15:30:00,0.05,Expiry Closing,1.45,0.0155,1.4345,1366.742596810934,1981.7767653758544,1960.5922551252845,0.0660592255125284,0.0653530751708428,2024,22400,NIFTY2410422400CE,0.9,0.05,-0.85,-1161.731207289294,798.8610478359906,0.079886104783599,NIFTY,1,2000000,1000000,0.03994305239179953
19,2023-12-31,72561.91,71303.97,1257.9400000000023,72113.25,40%,72616.426,71610.074,low,72600,2024-01-12,4,SENSEX2411272600CE,CE,2024-01-08 11:53:00,95.05,2024-01-12 13:33:00,43.0,SL Hit,52.05,1.3805,50.6695,413.2231404958677,21508.26446280991,20937.809917355367,0.7169421487603305,0.697926997245179,2024,74100,SENSEX2411274100CE,15.35,2.1,-13.25,-5475.206611570247,15462.60330578512,1.546260330578512,SENSEX,1,2000000,1000000,0.773130165289256
366,2023-12-29,21834.35,21500.35,334.0,21705.75,40%,21839.35,21572.15,low,21850,2024-01-11,3,NIFTY2411121850CE,CE,2024-01-08 11:54:00,21.35,2024-01-11 15:30:00,0.05,Expiry Closing,21.3,0.214,21.086,1372.9977116704804,29244.85125858123,28951.029748283752,0.9748283752860412,0.9650343249427918,2024,22300,NIFTY2411122300CE,2.1,0.05,-2.0500000000000003,-2814.645308924485,26136.384439359263,2.6136384439359266,NIFTY,1,2000000,1000000,1.306819221967963
18,2023-12-31,72561.91,71303.97,1257.9400000000023,72113.25,40%,72616.426,71610.074,high,71600,2024-01-12,0,SENSEX2411271600PE,PE,2024-01-12 13:45:00,6.45,2024-01-12 15:30:00,0.15,Expiry Closing,6.3,0.066,6.234,418.9944134078213,2639.664804469274,2612.0111731843576,0.0879888268156424,0.0870670391061452,2024,70200,SENSEX2411270200PE,3.7,0.05,-3.65,-1529.3296089385476,1082.68156424581,0.108268156424581,SENSEX,1,2000000,1000000,0.0541340782122905
367,2024-01-05,21763.95,21448.65,315.2999999999993,21773.55,40%,21899.67,21647.43,high,21650,2024-01-18,6,NIFTY2411821650PE,PE,2024-01-12 14:28:00,50.35,2024-01-18 09:15:00,210.8,SL Hit,-160.45000000000002,2.6115000000000004,-163.06150000000002,1385.6812933025403,-222332.56351039265,-225951.2702078522,-7.411085450346421,-7.531709006928408,2024,21200,NIFTY2411821200PE,11.9,7.05,-4.8500000000000005,-6720.554272517321,-232671.82448036957,-23.267182448036955,NIFTY,1,2000000,1000000,-11.63359122401848
20,2024-01-07,72720.96,71110.98,1609.9800000000105,73049.87,40%,73693.862,72405.878,low,73700,2024-01-19,2,SENSEX2411973700CE,CE,2024-01-17 09:15:00,20.1,2024-01-19 15:30:00,0.05,Expiry Closing,20.05,0.2015,19.8485,407.055630936228,8161.46540027137,8079.44369063772,0.2720488466757124,0.269314789687924,2024,75200,SENSEX2411975200CE,8.35,0.05,-8.299999999999999,-3378.561736770692,4700.881953867029,0.4700881953867029,SENSEX,1,2000000,1000000,0.23504409769335144
368,2024-01-05,21763.95,21448.65,315.2999999999993,21773.55,40%,21899.67,21647.43,low,21900,2024-01-18,1,NIFTY2411821900CE,CE,2024-01-17 09:15:00,86.4,2024-01-17 09:16:00,86.8,SL Hit,-0.3999999999999915,1.732,-2.131999999999992,1369.86301369863,-547.9452054794403,-2920.547945205468,-0.018264840182648,-0.0973515981735156,2024,22350,NIFTY2411822350CE,3.5,3.55,0.0499999999999998,68.49315068493127,-2852.0547945205367,-0.2852054794520536,NIFTY,1,2000000,1000000,-0.14260273972602683
21,2024-01-14,73427.59,70939.71,2487.87999999999,71868.2,40%,72863.352,70873.048,low,72900,2024-01-26,3,SENSEX24JAN72900CE,CE,2024-01-23 12:06:00,,2024-01-26 15:30:00,,Expiry Closing,,,,411.522633744856,,,,,2024,74400,SENSEX24JAN74400CE,0.0,0.0,0.0,0.0,,,SENSEX,1,2000000,1000000,
369,2024-01-12,22124.15,21285.55,838.6000000000022,21615.2,40%,21950.640000000003,21279.76,low,21950,2024-01-25,2,NIFTY24JAN21950CE,CE,2024-01-23 14:22:00,6.75,2024-01-25 15:30:00,0.05,Expiry Closing,6.7,0.068,6.632000000000001,1366.742596810934,9157.175398633255,9064.236902050116,0.3052391799544419,0.3021412300683371,2024,22400,NIFTY24JAN22400CE,3.25,0.05,-3.2,-4373.576309794988,4690.660592255127,0.4690660592255127,NIFTY,1,2000000,1000000,0.23453302961275635
370,2024-01-19,21750.25,21137.2,613.0499999999993,21433.1,40%,21678.32,21187.88,high,21200,2024-02-01,3,NIFTY2420121200PE,PE,2024-01-29 12:36:00,42.4,2024-02-01 15:30:00,0.1,Expiry Closing,42.3,0.425,41.875,1415.0943396226417,59858.49056603774,59257.07547169812,1.9952830188679245,1.975235849056604,2024,20800,NIFTY2420120800PE,14.05,0.05,-14.0,-19811.320754716984,39445.75471698113,3.944575471698113,NIFTY,1,2000000,1000000,1.9722877358490565
22,2024-01-21,72039.2,70001.6,2037.5999999999915,70968.1,40%,71783.14,70153.06000000001,high,70200,2024-02-02,4,SENSEX2420270200PE,PE,2024-01-29 12:46:00,209.6,2024-02-02 15:30:00,0.15,Expiry Closing,209.45,2.0975,207.3525,427.3504273504273,89508.547008547,88612.17948717947,2.983618233618233,2.953739316239316,2024,68800,SENSEX2420268800PE,74.9,0.05,-74.85000000000001,-31987.17948717949,56624.99999999999,5.662499999999998,SENSEX,1,2000000,1000000,2.8312499999999994
371,2024-01-26,21832.95,21429.6,403.3500000000022,21812.75,40%,21974.09,21651.41,high,21650,2024-02-08,6,NIFTY2420821650PE,PE,2024-02-02 11:13:00,41.75,2024-02-08 15:30:00,0.05,Expiry Closing,41.7,0.418,41.282,1385.6812933025403,57782.909930715934,57203.69515011548,1.926096997690531,1.9067898383371829,2024,21200,NIFTY2420821200PE,10.25,0.05,-10.2,-14133.94919168591,43069.745958429565,4.306974595842957,NIFTY,2,2000000,1000000,2.1534872979214783
