week_start,entry_time,current week open,previous week high,previous week low,previous week range,multiplier%,high level,low level,strike,type,expiry,tag,entry price,exit price,exit_time,dte,slippage,final points,portfolio,index leverage,qty,PnL,ROI%,Trade Year,Index,Trade Month,Portfolio,Allocation,New Qty,New PnL,ROI% PF
2019-02-22,2019-02-26 10:15:00,10782.7,10808.8,10585.9,222.89999999999964,10.336001187086705,10805.738946646015,10759.661053353984,10750,PE,2019-02-28,RE-ENTRY,68.75,0.05,2019-02-28 15:25:00,2,0.688,68.012,2000000,9,1674.4186046511627,113880.55813953489,5.694027906976744,2019,NIFTY,2,2000000,2000000,1674.4186046511627,113880.55813953487,5.694027906976744
2019-03-01,2019-03-01 09:16:00,10842.65,10939.55,10729.45,210.09999999999852,9.688590888758675,10863.005729457282,10822.294270542718,10850,CE,2019-03-07,STRANGLE,91.6,97.7,2019-03-01 09:15:00,6,1.893,-7.993000000000009,2000000,10,1843.3179723502303,-14733.640552995408,-0.7366820276497704,2019,NIFTY,3,2000000,2000000,1843.3179723502303,-14733.640552995408,-0.7366820276497704
2019-03-01,2019-03-01 09:16:00,10842.65,10939.55,10729.45,210.09999999999852,9.688590888758675,10863.005729457282,10822.294270542718,10800,PE,2019-03-07,STRANGLE,63.45,0.05,2019-03-07 15:25:00,6,0.635,62.76500000000001,2000000,9,1666.6666666666667,104608.33333333336,5.230416666666668,2019,NIFTY,3,2000000,2000000,1666.6666666666667,104608.33333333336,5.230416666666668
2019-03-01,2019-03-01 09:35:00,10842.65,10939.55,10729.45,210.09999999999852,9.688590888758675,10863.005729457282,10822.294270542718,10850,CE,2019-03-07,RE-ENTRY,87.4,90.15,2019-03-01 14:55:00,6,1.7755,-4.5255,2000000,10,1843.3179723502303,-8341.935483870968,-0.4170967741935483,2019,NIFTY,3,2000000,2000000,1843.3179723502303,-8341.935483870968,-0.41709677419354835
2019-03-01,2019-03-01 15:05:00,10842.65,10939.55,10729.45,210.09999999999852,9.688590888758675,10863.005729457282,10822.294270542718,10850,CE,2019-03-07,RE-ENTRY,81.75,61.5,2019-03-05 10:15:00,6,1.4325,18.8175,2000000,10,1843.3179723502303,34686.63594470046,1.734331797235023,2019,NIFTY,3,2000000,2000000,1843.3179723502303,34686.63594470046,1.734331797235023
2019-03-08,2019-03-08 09:16:00,11038.85,11088.75,10818.7,270.0499999999993,12.231799508100902,11071.881974571626,11005.818025428374,11050,CE,2019-03-14,STRANGLE,55.1,78.0,2019-03-11 09:15:00,6,1.331,-24.231,2000000,10,1809.9547511312217,-43857.01357466063,-2.1928506787330315,2019,NIFTY,3,2000000,2000000,1809.9547511312217,-43857.01357466063,-2.1928506787330315
2019-03-08,2019-03-08 09:16:00,11038.85,11088.75,10818.7,270.0499999999993,12.231799508100902,11071.881974571626,11005.818025428374,11000,PE,2019-03-14,STRANGLE,59.05,0.05,2019-03-14 15:25:00,6,0.591,58.409,2000000,9,1636.3636363636365,95578.36363636365,4.778918181818182,2019,NIFTY,3,2000000,2000000,1636.3636363636365,95578.36363636365,4.778918181818183
2019-03-15,2019-03-15 09:16:00,11376.85,11383.4,11009.2,374.1999999999989,16.44567696682293,11438.389723209852,11315.31027679015,11300,PE,2019-03-20,STRANGLE,35.25,0.05,2019-03-20 15:25:00,5,0.353,34.847,2000000,9,1592.9203539823009,55508.49557522124,2.775424778761062,2019,NIFTY,3,2000000,2000000,1592.9203539823009,55508.49557522124,2.775424778761062
2019-03-15,2019-03-15 09:16:00,11376.85,11383.4,11009.2,374.1999999999989,16.44567696682293,11438.389723209852,11315.31027679015,11450,CE,2019-03-20,STRANGLE,40.0,66.7,2019-03-15 12:55:00,5,1.067,-27.767000000000003,2000000,10,1746.7248908296942,-48501.31004366813,-2.425065502183406,2019,NIFTY,3,2000000,2000000,1746.7248908296942,-48501.31004366813,-2.425065502183406
2019-03-15,2019-03-15 13:25:00,11376.85,11383.4,11009.2,374.1999999999989,16.44567696682293,11438.389723209852,11315.31027679015,11450,CE,2019-03-20,RE-ENTRY,63.15,66.0,2019-03-15 13:35:00,5,1.2915,-4.1415000000000015,2000000,10,1746.7248908296942,-7234.061135371181,-0.361703056768559,2019,NIFTY,3,2000000,2000000,1746.7248908296942,-7234.061135371181,-0.361703056768559
2019-03-15,2019-03-15 15:05:00,11376.85,11383.4,11009.2,374.1999999999989,16.44567696682293,11438.389723209852,11315.31027679015,11450,CE,2019-03-20,RE-ENTRY,55.55,92.95,2019-03-18 09:15:00,5,1.485,-38.885000000000005,2000000,10,1746.7248908296942,-67921.39737991267,-3.396069868995633,2019,NIFTY,3,2000000,2000000,1746.7248908296942,-67921.39737991267,-3.3960698689956335
