Day,Strike,Expiry,DTE,Option Type,Entry Price,Exit Price,Exit Time,Max Price After Entry,Min Price After Entry,Points,Qty,Pnl,Slippage,Final PnL,ROI%,Trade Year
2019-06-25,11800,2019-06-27,2,CE,17.1,21.375,2019-06-25 09:53:00,65.55,16.0,-4.274999999999999,677.9661016949152,-2898.3050847457616,0.38475000000000004,-2898.689834745762,-0.2898689834745762,2019
2019-06-25,11550,2019-06-27,2,PE,21.35,6.35,2019-06-25 15:29:00,20.7,4.35,15.000000000000002,692.6406926406927,10389.610389610392,0.277,10389.333389610392,1.0389333389610391,2019
2019-06-26,11900,2019-06-27,1,CE,8.85,11.0625,2019-06-26 09:17:00,32.3,10.1,-2.2125000000000004,672.2689075630252,-1487.3949579831935,0.19912500000000002,-1487.5940829831936,-0.14875940829831935,2019
2019-06-26,11650,2019-06-27,1,PE,12.35,3.0,2019-06-26 15:29:00,12.2,3.0,9.35,686.695278969957,6420.600858369098,0.1535,6420.447358369098,0.6420447358369097,2019
2019-06-27,12000,2019-06-27,0,CE,1.55,1.9375,2019-06-27 09:21:00,1.95,0.05,-0.38749999999999996,666.6666666666666,-258.3333333333333,0.034874999999999996,-258.3682083333333,-0.025836820833333333,2019
2019-06-27,11750,2019-06-27,0,PE,1.7,0.05,2019-06-27 15:29:00,1.95,0.05,1.65,680.8510638297872,1123.404255319149,0.0175,1123.386755319149,0.1123386755319149,2019
2019-06-28,12000,2019-07-04,6,CE,35.55,16.15,2019-06-28 15:30:00,36.0,15.95,19.4,666.6666666666666,12933.333333333332,0.517,12932.816333333332,1.2932816333333332,2019
2019-06-28,11750,2019-07-04,6,PE,33.35,41.6875,2019-06-28 09:36:00,51.75,35.1,-8.337499999999999,680.8510638297872,-5676.59574468085,0.750375,-5677.346119680849,-0.567734611968085,2019
2019-07-01,11950,2019-07-04,3,CE,31.0,27.75,2019-07-01 15:29:00,37.7,26.8,3.25,669.4560669456067,2175.732217573222,0.5875,2175.144717573222,0.2175144717573222,2019
2019-07-01,11700,2019-07-04,3,PE,17.25,8.95,2019-07-01 15:30:00,16.9,8.3,8.3,683.7606837606837,5675.213675213676,0.262,5674.951675213676,0.5674951675213675,2019
2019-07-02,12000,2019-07-04,2,CE,14.05,14.2,2019-07-02 15:30:00,15.3,5.75,-0.14999999999999858,666.6666666666666,-99.99999999999905,0.28250000000000003,-100.28249999999905,-0.010028249999999905,2019
2019-07-02,11750,2019-07-04,2,PE,14.1,17.625,2019-07-02 10:04:00,26.25,5.0,-3.5250000000000004,680.8510638297872,-2400.0,0.31725000000000003,-2400.31725,-0.240031725,2019
2019-07-03,12050,2019-07-04,1,CE,4.05,5.0625,2019-07-03 09:26:00,5.75,1.0,-1.0125000000000002,663.9004149377594,-672.1991701244815,0.09112500000000001,-672.2902951244815,-0.06722902951244815,2019
2019-07-03,11800,2019-07-04,1,PE,9.55,3.1,2019-07-03 15:30:00,10.2,2.9,6.450000000000001,677.9661016949152,4372.881355932203,0.1265,4372.754855932203,0.4372754855932203,2019
2019-07-04,12050,2019-07-04,0,CE,0.65,0.8125,2019-07-04 09:30:00,1.25,0.05,-0.16249999999999998,663.9004149377594,-107.88381742738588,0.014624999999999999,-107.89844242738587,-0.010789844242738588,2019
2019-07-04,11800,2019-07-04,0,PE,1.0,0.05,2019-07-04 15:29:00,1.1,0.05,0.95,677.9661016949152,644.0677966101695,0.0105,644.0572966101695,0.06440572966101694,2019
2019-07-05,12100,2019-07-11,6,CE,46.45,4.7,2019-07-05 15:29:00,45.75,4.6,41.75,661.1570247933885,27603.30578512397,0.5115000000000001,27602.794285123968,2.760279428512397,2019
2019-07-05,11850,2019-07-11,6,PE,46.0,57.5,2019-07-05 10:20:00,96.9,43.2,-11.5,675.1054852320675,-7763.713080168776,1.035,-7764.748080168776,-0.7764748080168776,2019
2019-07-08,11900,2019-07-11,3,CE,12.05,3.8,2019-07-08 15:30:00,10.8,3.15,8.25,672.2689075630252,5546.218487394958,0.15850000000000003,5546.059987394959,0.5546059987394959,2019
2019-07-08,11650,2019-07-11,3,PE,34.05,42.5625,2019-07-08 09:30:00,143.0,33.5,-8.512500000000003,686.695278969957,-5845.493562231761,0.766125,-5846.259687231761,-0.5846259687231761,2019
2019-07-09,11650,2019-07-11,2,CE,15.65,19.5625,2019-07-09 11:33:00,26.9,11.4,-3.9124999999999996,686.695278969957,-2686.6952789699567,0.35212499999999997,-2687.0474039699566,-0.26870474039699566,2019
2019-07-09,11400,2019-07-11,2,PE,22.95,9.15,2019-07-09 15:29:00,25.95,6.95,13.799999999999999,701.7543859649123,9684.21052631579,0.321,9683.88952631579,0.968388952631579,2019
2019-07-10,11650,2019-07-11,1,CE,12.45,15.5625,2019-07-10 09:18:00,19.5,2.1,-3.1125000000000007,686.695278969957,-2137.3390557939915,0.280125,-2137.6191807939917,-0.21376191807939918,2019
2019-07-10,11400,2019-07-11,1,PE,6.6,8.25,2019-07-10 10:30:00,12.3,3.4,-1.6500000000000004,701.7543859649123,-1157.8947368421057,0.1485,-1158.0432368421057,-0.11580432368421056,2019
2019-07-11,11700,2019-07-11,0,CE,0.75,0.05,2019-07-11 15:28:00,0.65,0.05,0.7,683.7606837606837,478.6324786324786,0.008,478.6244786324786,0.04786244786324786,2019
2019-07-11,11450,2019-07-11,0,PE,1.75,2.1875,2019-07-11 09:21:00,2.5,0.05,-0.4375,698.6899563318777,-305.6768558951965,0.039375,-305.71623089519653,-0.030571623089519655,2019
2019-07-12,11700,2019-07-18,6,CE,23.75,29.6875,2019-07-12 13:16:00,32.25,9.7,-5.9375,683.7606837606837,-4059.8290598290596,0.534375,-4060.3634348290598,-0.406036343482906,2019
2019-07-12,11500,2019-07-18,6,PE,32.0,40.0,2019-07-12 09:31:00,44.2,15.1,-8.0,695.6521739130435,-5565.217391304348,0.72,-5565.937391304348,-0.5565937391304349,2019
2019-07-15,11750,2019-07-18,3,CE,5.95,7.4375,2019-07-15 09:21:00,7.95,3.3,-1.4874999999999998,680.8510638297872,-1012.7659574468083,0.133875,-1012.8998324468083,-0.10128998324468083,2019
2019-07-15,11500,2019-07-18,3,PE,30.75,38.4375,2019-07-15 10:47:00,47.85,19.95,-7.6875,695.6521739130435,-5347.826086956522,0.691875,-5348.517961956522,-0.5348517961956523,2019
2019-07-16,11700,2019-07-18,2,CE,8.0,10.0,2019-07-16 09:20:00,24.0,7.75,-2.0,683.7606837606837,-1367.5213675213674,0.18,-1367.7013675213675,-0.13677013675213676,2019
2019-07-16,11500,2019-07-18,2,PE,21.45,5.9,2019-07-16 15:30:00,22.0,5.9,15.549999999999999,695.6521739130435,10817.391304347826,0.2735,10817.117804347827,1.0817117804347827,2019
2019-07-17,11800,2019-07-18,1,CE,1.95,2.4375,2019-07-17 09:18:00,2.85,0.95,-0.48750000000000004,677.9661016949152,-330.50847457627117,0.043875000000000004,-330.5523495762712,-0.03305523495762711,2019
2019-07-17,11550,2019-07-18,1,PE,10.0,1.6,2019-07-17 15:29:00,10.4,1.6,8.4,692.6406926406927,5818.181818181819,0.11599999999999999,5818.065818181819,0.5818065818181819,2019
2019-07-18,11800,2019-07-18,0,CE,0.3,0.05,2019-07-18 15:28:00,0.25,0.05,0.25,677.9661016949152,169.4915254237288,0.0034999999999999996,169.4880254237288,0.016948802542372878,2019
2019-07-18,11550,2019-07-18,0,PE,0.75,0.9375,2019-07-18 09:31:00,1.0,0.05,-0.1875,692.6406926406927,-129.8701298701299,0.016875,-129.88700487012989,-0.01298870048701299,2019
2019-07-19,11750,2019-07-25,6,CE,17.05,3.6,2019-07-19 15:30:00,17.9,3.3,13.450000000000001,680.8510638297872,9157.446808510638,0.20650000000000002,9157.240308510638,0.9157240308510638,2019
2019-07-19,11500,2019-07-25,6,PE,18.05,22.5625,2019-07-19 09:32:00,120.4,17.1,-4.512499999999999,695.6521739130435,-3139.1304347826085,0.40612499999999996,-3139.5365597826085,-0.31395365597826086,2019
2019-07-22,11500,2019-07-25,3,CE,20.15,9.6,2019-07-22 15:30:00,17.8,8.35,10.549999999999999,695.6521739130435,7339.130434782608,0.2975,7338.832934782608,0.7338832934782609,2019
2019-07-22,11300,2019-07-25,3,PE,41.25,51.5625,2019-07-22 09:26:00,57.75,28.65,-10.3125,707.9646017699115,-7300.884955752213,0.928125,-7301.813080752213,-0.7301813080752213,2019
2019-07-23,11500,2019-07-25,2,CE,10.6,2.8,2019-07-23 15:29:00,10.8,2.8,7.8,695.6521739130435,5426.086956521739,0.13399999999999998,5425.952956521739,0.5425952956521739,2019
2019-07-23,11250,2019-07-25,2,PE,19.8,24.75,2019-07-23 09:31:00,26.8,6.2,-4.949999999999999,711.1111111111111,-3519.9999999999995,0.4455,-3520.4454999999994,-0.35204454999999996,2019
2019-07-24,11450,2019-07-25,1,CE,6.4,1.05,2019-07-24 15:30:00,7.3,1.0,5.3500000000000005,698.6899563318777,3737.9912663755463,0.0745,3737.916766375546,0.3737916766375546,2019
2019-07-24,11200,2019-07-25,1,PE,5.4,6.75,2019-07-24 09:30:00,28.7,3.6,-1.3499999999999996,714.2857142857143,-964.2857142857141,0.12150000000000001,-964.4072142857141,-0.09644072142857141,2019
2019-07-25,11400,2019-07-25,0,CE,0.8,1.0,2019-07-25 09:18:00,5.9,0.05,-0.19999999999999996,701.7543859649123,-140.35087719298244,0.018000000000000002,-140.36887719298244,-0.014036887719298244,2019
2019-07-25,11200,2019-07-25,0,PE,4.3,5.375,2019-07-25 09:16:00,6.9,0.05,-1.0750000000000002,714.2857142857143,-767.857142857143,0.09675,-767.953892857143,-0.0767953892857143,2019
2019-07-26,11350,2019-08-01,6,CE,36.6,45.75,2019-07-26 11:56:00,46.25,26.1,-9.149999999999999,704.8458149779735,-6449.339207048457,0.8235,-6450.162707048457,-0.6450162707048458,2019
2019-07-26,11150,2019-08-01,6,PE,33.95,42.4375,2019-07-26 09:19:00,48.35,14.45,-8.487499999999997,717.4887892376681,-6089.686098654706,0.7638750000000001,-6090.449973654706,-0.6090449973654706,2019
2019-07-29,11400,2019-08-01,3,CE,22.8,6.7,2019-07-29 15:30:00,22.85,5.4,16.1,701.7543859649123,11298.24561403509,0.295,11297.95061403509,1.129795061403509,2019
2019-07-29,11200,2019-08-01,3,PE,27.25,34.0625,2019-07-29 09:30:00,78.95,23.25,-6.8125,714.2857142857143,-4866.071428571429,0.613125,-4866.684553571429,-0.4866684553571429,2019
2019-07-30,11350,2019-08-01,2,CE,12.45,15.5625,2019-07-30 09:25:00,19.35,2.5,-3.1125000000000007,704.8458149779735,-2193.832599118943,0.280125,-2194.1127241189433,-0.21941127241189434,2019
2019-07-30,11100,2019-08-01,2,PE,20.55,25.6875,2019-07-30 11:45:00,69.85,8.45,-5.137499999999999,720.7207207207207,-3702.702702702702,0.462375,-3703.165077702702,-0.3703165077702702,2019
2019-07-31,11150,2019-08-01,1,CE,17.2,21.5,2019-07-31 14:21:00,32.0,9.8,-4.300000000000001,717.4887892376681,-3085.2017937219734,0.387,-3085.5887937219736,-0.3085588793721974,2019
2019-07-31,10900,2019-08-01,1,PE,9.35,11.6875,2019-07-31 09:17:00,13.8,2.15,-2.3375000000000004,733.9449541284404,-1715.5963302752295,0.210375,-1715.8067052752297,-0.171580670527523,2019
2019-08-01,11150,2019-08-01,0,CE,4.1,0.05,2019-08-01 15:28:00,4.25,0.05,4.05,717.4887892376681,2905.829596412556,0.041499999999999995,2905.788096412556,0.2905788096412556,2019
2019-08-01,10950,2019-08-01,0,PE,3.25,4.0625,2019-08-01 09:16:00,67.05,0.05,-0.8125,730.5936073059361,-593.6073059360731,0.073125,-593.6804309360731,-0.05936804309360731,2019
2019-08-02,11050,2019-08-08,6,CE,36.75,45.9375,2019-08-02 11:57:00,114.3,29.0,-9.1875,723.9819004524887,-6651.58371040724,0.826875,-6652.4105854072395,-0.665241058540724,2019
2019-08-02,10800,2019-08-08,6,PE,51.35,64.1875,2019-08-02 09:25:00,71.1,17.85,-12.837499999999999,740.7407407407408,-9509.25925925926,1.155375,-9510.41463425926,-0.9510414634259259,2019
2019-08-05,11000,2019-08-08,3,CE,39.9,38.1,2019-08-05 15:30:00,45.95,27.45,1.7999999999999972,727.2727272727273,1309.090909090907,0.78,1308.310909090907,0.1308310909090907,2019
2019-08-05,10800,2019-08-08,3,PE,68.3,85.375,2019-08-05 09:37:00,108.55,50.5,-17.075000000000003,740.7407407407408,-12648.148148148151,1.53675,-12649.68489814815,-1.264968489814815,2019
2019-08-06,10900,2019-08-08,2,CE,79.8,99.75,2019-08-06 09:25:00,153.5,82.25,-19.950000000000003,733.9449541284404,-14642.201834862388,1.7955,-14643.997334862388,-1.4643997334862389,2019
2019-08-06,10700,2019-08-08,2,PE,37.9,14.8,2019-08-06 15:30:00,33.5,11.0,23.099999999999998,747.6635514018692,17271.028037383177,0.527,17270.50103738318,1.727050103738318,2019
2019-08-07,11050,2019-08-08,1,CE,21.9,1.95,2019-08-07 15:29:00,26.75,1.8,19.95,723.9819004524887,14443.43891402715,0.2385,14443.200414027151,1.444320041402715,2019
2019-08-07,10850,2019-08-08,1,PE,35.25,44.0625,2019-08-07 09:23:00,47.4,16.0,-8.8125,737.3271889400921,-6497.695852534562,0.793125,-6498.488977534562,-0.6498488977534561,2019
2019-08-08,11000,2019-08-08,0,CE,3.75,4.6875,2019-08-08 14:30:00,29.2,0.3,-0.9375,727.2727272727273,-681.8181818181818,0.084375,-681.9025568181818,-0.06819025568181818,2019
2019-08-08,10800,2019-08-08,0,PE,5.3,6.625,2019-08-08 09:19:00,16.05,0.05,-1.3250000000000002,740.7407407407408,-981.4814814814816,0.11925000000000001,-981.6007314814816,-0.09816007314814816,2019
2019-08-09,11200,2019-08-14,5,CE,43.2,54.0,2019-08-09 12:06:00,64.7,35.9,-10.799999999999997,714.2857142857143,-7714.285714285713,0.9720000000000001,-7715.257714285713,-0.7715257714285713,2019
2019-08-09,11000,2019-08-14,5,PE,58.1,31.8,2019-08-09 15:30:00,50.3,27.05,26.3,727.2727272727273,19127.272727272728,0.899,19126.373727272727,1.9126373727272725,2019
2019-08-13,11250,2019-08-14,1,CE,8.65,1.15,2019-08-13 15:30:00,8.85,0.95,7.5,711.1111111111111,5333.333333333333,0.098,5333.235333333333,0.5333235333333334,2019
2019-08-13,11050,2019-08-14,1,PE,44.75,55.9375,2019-08-13 13:15:00,134.05,18.75,-11.1875,723.9819004524887,-8099.5475113122175,1.006875,-8100.5543863122175,-0.8100554386312218,2019
2019-08-14,11100,2019-08-14,0,CE,2.3,2.875,2019-08-14 09:23:00,13.85,0.05,-0.5750000000000002,720.7207207207207,-414.4144144144145,0.05175,-414.46616441441455,-0.04144661644144145,2019
2019-08-14,10900,2019-08-14,0,PE,19.1,0.05,2019-08-14 15:28:00,21.95,0.05,19.05,733.9449541284404,13981.65137614679,0.19150000000000003,13981.45987614679,1.398145987614679,2019
2019-08-16,11150,2019-08-22,6,CE,25.85,32.3125,2019-08-16 10:55:00,51.6,21.0,-6.462499999999999,717.4887892376681,-4636.771300448429,0.5816250000000001,-4637.352925448429,-0.4637352925448429,2019
2019-08-16,10950,2019-08-22,6,PE,82.4,46.3,2019-08-16 15:29:00,101.8,41.85,36.10000000000001,730.5936073059361,26374.429223744297,1.287,26373.142223744297,2.6373142223744295,2019
2019-08-19,11200,2019-08-22,3,CE,35.7,21.15,2019-08-19 15:30:00,41.25,17.35,14.550000000000004,714.2857142857143,10392.857142857147,0.5685,10392.288642857147,1.0392288642857146,2019
2019-08-19,11000,2019-08-22,3,PE,45.15,56.4375,2019-08-19 14:29:00,64.0,28.95,-11.287500000000001,727.2727272727273,-8209.09090909091,1.015875,-8210.106784090909,-0.8210106784090909,2019
2019-08-20,11150,2019-08-22,2,CE,26.45,17.4,2019-08-20 15:29:00,31.2,12.8,9.05,717.4887892376681,6493.273542600897,0.43849999999999995,6492.8350426008965,0.6492835042600896,2019
2019-08-20,10950,2019-08-22,2,PE,37.0,46.25,2019-08-20 09:55:00,53.9,21.15,-9.25,730.5936073059361,-6757.990867579909,0.8325,-6758.823367579909,-0.6758823367579909,2019
2019-08-21,11150,2019-08-22,1,CE,11.25,1.65,2019-08-21 15:30:00,13.55,1.65,9.6,717.4887892376681,6887.892376681614,0.129,6887.763376681614,0.6887763376681614,2019
2019-08-21,10900,2019-08-22,1,PE,17.6,22.0,2019-08-21 11:51:00,39.95,12.6,-4.399999999999999,733.9449541284404,-3229.3577981651365,0.396,-3229.7537981651367,-0.3229753798165137,2019
2019-08-22,11000,2019-08-22,0,CE,4.5,0.05,2019-08-22 15:29:00,5.4,0.05,4.45,727.2727272727273,3236.3636363636365,0.0455,3236.3181363636363,0.3236318136363637,2019
2019-08-22,10800,2019-08-22,0,PE,6.6,8.25,2019-08-22 09:19:00,55.0,4.55,-1.6500000000000004,740.7407407407408,-1222.2222222222226,0.1485,-1222.3707222222226,-0.12223707222222227,2019
2019-08-23,10800,2019-08-29,6,CE,50.1,62.625,2019-08-23 10:00:00,135.7,42.55,-12.524999999999999,740.7407407407408,-9277.777777777777,1.1272499999999999,-9278.905027777777,-0.9278905027777777,2019
2019-08-23,10600,2019-08-29,6,PE,65.0,24.35,2019-08-23 15:30:00,76.9,20.75,40.65,754.7169811320755,30679.245283018867,0.8935,30678.35178301887,3.0678351783018867,2019
2019-08-26,11100,2019-08-29,3,CE,25.9,32.375,2019-08-26 12:30:00,66.35,11.05,-6.475000000000001,720.7207207207207,-4666.666666666668,0.58275,-4667.2494166666675,-0.4667249416666668,2019
2019-08-26,10900,2019-08-29,3,PE,80.15,100.1875,2019-08-26 09:29:00,190.0,29.85,-20.037499999999994,733.9449541284404,-14706.42201834862,1.8033750000000002,-14708.225393348619,-1.4708225393348617,2019
2019-08-27,11200,2019-08-29,2,CE,28.3,35.375,2019-08-27 10:27:00,37.2,17.3,-7.074999999999999,714.2857142857143,-5053.571428571428,0.63675,-5054.208178571428,-0.5054208178571429,2019
2019-08-27,11000,2019-08-29,2,PE,35.7,44.625,2019-08-27 09:35:00,60.8,20.5,-8.924999999999997,727.2727272727273,-6490.909090909088,0.80325,-6491.712340909088,-0.6491712340909088,2019
2019-08-28,11200,2019-08-29,1,CE,16.0,20.0,2019-08-28 09:19:00,25.1,3.1,-4.0,714.2857142857143,-2857.1428571428573,0.36,-2857.5028571428575,-0.28575028571428573,2019
2019-08-28,11000,2019-08-29,1,PE,23.1,28.875,2019-08-28 09:57:00,54.1,16.8,-5.774999999999999,727.2727272727273,-4199.999999999999,0.51975,-4200.5197499999995,-0.42005197499999997,2019
2019-08-29,11100,2019-08-29,0,CE,5.0,0.05,2019-08-29 15:29:00,6.2,0.05,4.95,720.7207207207207,3567.5675675675675,0.050499999999999996,3567.5170675675677,0.35675170675675677,2019
2019-08-29,10900,2019-08-29,0,PE,6.5,8.125,2019-08-29 09:16:00,21.55,0.05,-1.625,733.9449541284404,-1192.6605504587155,0.14625,-1192.8068004587155,-0.11928068004587156,2019
2019-08-30,11100,2019-09-05,6,CE,54.3,49.65,2019-08-30 15:30:00,66.0,26.2,4.649999999999999,720.7207207207207,3351.3513513513503,1.0394999999999999,3350.3118513513505,0.335031185135135,2019
2019-08-30,10900,2019-09-05,6,PE,56.1,70.125,2019-08-30 10:31:00,109.25,27.15,-14.024999999999999,733.9449541284404,-10293.577981651375,1.2622499999999999,-10294.840231651375,-1.0294840231651374,2019
2019-09-03,11050,2019-09-05,2,CE,27.9,4.3,2019-09-03 15:29:00,32.7,4.3,23.599999999999998,723.9819004524887,17085.972850678732,0.32199999999999995,17085.650850678732,1.708565085067873,2019
2019-09-03,10850,2019-09-05,2,PE,48.0,60.0,2019-09-03 09:32:00,103.0,42.35,-12.0,737.3271889400921,-8847.926267281106,1.08,-8849.006267281105,-0.8849006267281107,2019
2019-09-04,10900,2019-09-05,1,CE,33.7,20.85,2019-09-04 15:29:00,36.2,16.65,12.850000000000001,733.9449541284404,9431.19266055046,0.5455000000000001,9430.64716055046,0.9430647160550459,2019
2019-09-04,10700,2019-09-05,1,PE,24.5,30.625,2019-09-04 09:26:00,32.6,4.7,-6.125,747.6635514018692,-4579.439252336449,0.55125,-4579.990502336449,-0.4579990502336449,2019
2019-09-05,10950,2019-09-05,0,CE,12.0,15.0,2019-09-05 09:19:00,18.55,0.05,-3.0,730.5936073059361,-2191.780821917808,0.27,-2192.050821917808,-0.2192050821917808,2019
2019-09-05,10750,2019-09-05,0,PE,3.05,3.8125,2019-09-05 11:45:00,6.25,0.05,-0.7625000000000002,744.1860465116279,-567.4418604651164,0.068625,-567.5104854651164,-0.05675104854651165,2019
2019-09-06,11000,2019-09-12,6,CE,48.9,50.55,2019-09-06 15:30:00,61.05,45.8,-1.6499999999999986,727.2727272727273,-1199.9999999999989,0.9944999999999999,-1200.9944999999989,-0.1200994499999999,2019
2019-09-06,10750,2019-09-12,6,PE,38.05,19.0,2019-09-06 15:29:00,40.65,19.0,19.049999999999997,744.1860465116279,14176.744186046508,0.5705,14176.173686046508,1.4176173686046507,2019
2019-09-09,11050,2019-09-12,3,CE,20.25,25.3125,2019-09-09 10:06:00,52.5,15.75,-5.0625,723.9819004524887,-3665.158371040724,0.455625,-3665.613996040724,-0.3665613996040724,2019
2019-09-09,10850,2019-09-12,3,PE,48.8,12.2,2019-09-09 15:29:00,50.05,12.2,36.599999999999994,737.3271889400921,26986.175115207367,0.61,26985.565115207366,2.6985565115207364,2019
2019-09-11,11150,2019-09-12,1,CE,8.2,2.8,2019-09-11 15:29:00,9.4,2.8,5.3999999999999995,717.4887892376681,3874.4394618834076,0.11,3874.3294618834075,0.38743294618834073,2019
2019-09-11,10900,2019-09-12,1,PE,12.0,4.45,2019-09-11 15:30:00,14.45,3.3,7.55,733.9449541284404,5541.284403669724,0.1645,5541.119903669724,0.5541119903669725,2019
2019-09-12,11150,2019-09-12,0,CE,3.3,0.05,2019-09-12 15:28:00,3.9,0.05,3.25,717.4887892376681,2331.8385650224213,0.033499999999999995,2331.8050650224213,0.23318050650224212,2019
2019-09-12,10950,2019-09-12,0,PE,1.95,2.4375,2019-09-12 11:31:00,3.3,0.05,-0.48750000000000004,730.5936073059361,-356.1643835616439,0.043875000000000004,-356.2082585616439,-0.03562082585616439,2019
2019-09-13,11100,2019-09-19,6,CE,31.15,38.9375,2019-09-13 09:21:00,67.05,24.2,-7.787500000000001,720.7207207207207,-5612.612612612614,0.700875,-5613.313487612614,-0.5613313487612615,2019
2019-09-13,10900,2019-09-19,6,PE,49.05,11.2,2019-09-13 15:30:00,53.2,11.05,37.849999999999994,733.9449541284404,27779.816513761463,0.6025,27779.214013761462,2.777921401376146,2019
2019-09-16,11100,2019-09-19,3,CE,36.45,45.5625,2019-09-16 11:02:00,53.8,22.1,-9.112499999999997,720.7207207207207,-6567.567567567566,0.820125,-6568.387692567566,-0.6568387692567567,2019
2019-09-16,10900,2019-09-19,3,PE,21.0,26.25,2019-09-16 09:16:00,38.65,17.9,-5.25,733.9449541284404,-3853.211009174312,0.47250000000000003,-3853.683509174312,-0.38536835091743116,2019
2019-09-17,11100,2019-09-19,2,CE,17.75,2.5,2019-09-17 15:29:00,20.9,2.3,15.25,720.7207207207207,10990.990990990991,0.2025,10990.788490990992,1.0990788490990993,2019
2019-09-17,10900,2019-09-19,2,PE,29.95,37.4375,2019-09-17 10:12:00,117.65,26.7,-7.487500000000001,733.9449541284404,-5495.412844036698,0.673875,-5496.086719036698,-0.5496086719036698,2019
2019-09-18,11000,2019-09-19,1,CE,11.45,2.8,2019-09-18 15:30:00,12.0,2.3,8.649999999999999,727.2727272727273,6290.90909090909,0.14250000000000002,6290.76659090909,0.629076659090909,2019
2019-09-18,10750,2019-09-19,1,PE,12.65,15.8125,2019-09-18 09:44:00,24.45,7.75,-3.1624999999999996,744.1860465116279,-2353.488372093023,0.284625,-2353.7729970930227,-0.23537729970930227,2019
2019-09-19,10950,2019-09-19,0,CE,1.3,0.05,2019-09-19 15:28:00,1.45,0.05,1.25,730.5936073059361,913.2420091324201,0.013500000000000002,913.2285091324201,0.091322850913242,2019
2019-09-19,10750,2019-09-19,0,PE,11.45,14.3125,2019-09-19 09:20:00,79.45,10.95,-2.8625000000000007,744.1860465116279,-2130.2325581395353,0.257625,-2130.4901831395355,-0.21304901831395354,2019
2019-09-20,10850,2019-09-26,6,CE,37.5,46.875,2019-09-20 10:45:00,570.25,34.5,-9.375,737.3271889400921,-6912.442396313364,0.84375,-6913.286146313364,-0.6913286146313364,2019
2019-09-20,10650,2019-09-26,6,PE,57.0,7.45,2019-09-20 15:29:00,65.85,4.1,49.55,751.1737089201878,37220.657276995305,0.6445000000000001,37220.0127769953,3.72200127769953,2019
2019-09-23,11650,2019-09-26,3,CE,47.2,59.0,2019-09-23 09:45:00,118.25,34.3,-11.799999999999997,686.695278969957,-8103.004291845491,1.062,-8104.066291845491,-0.8104066291845491,2019
2019-09-23,11450,2019-09-26,3,PE,90.5,42.8,2019-09-23 15:29:00,99.55,34.1,47.7,698.6899563318777,33327.51091703057,1.3330000000000002,33326.177917030574,3.3326177917030573,2019
2019-09-24,11700,2019-09-26,2,CE,59.55,74.4375,2019-09-24 09:22:00,76.9,27.35,-14.887500000000003,683.7606837606837,-10179.487179487181,1.3398750000000001,-10180.827054487181,-1.0180827054487183,2019
2019-09-24,11450,2019-09-26,2,PE,40.4,16.6,2019-09-24 15:29:00,45.7,12.2,23.799999999999997,698.6899563318777,16628.82096069869,0.5700000000000001,16628.25096069869,1.662825096069869,2019
2019-09-25,11700,2019-09-26,1,CE,15.7,3.3,2019-09-25 15:29:00,14.45,2.0,12.399999999999999,683.7606837606837,8478.632478632477,0.19,8478.442478632476,0.8478442478632476,2019
2019-09-25,11450,2019-09-26,1,PE,21.35,26.6875,2019-09-25 09:24:00,45.75,19.35,-5.337499999999999,698.6899563318777,-3729.2576419213965,0.48037500000000005,-3729.7380169213966,-0.3729738016921397,2019
2019-09-26,11600,2019-09-26,0,CE,4.65,5.8125,2019-09-26 09:21:00,42.7,0.05,-1.1624999999999996,689.6551724137931,-801.7241379310343,0.10462500000000001,-801.8287629310344,-0.08018287629310344,2019
2019-09-26,11350,2019-09-26,0,PE,4.1,0.05,2019-09-26 15:29:00,3.7,0.05,4.05,704.8458149779735,2854.6255506607927,0.041499999999999995,2854.584050660793,0.2854584050660793,2019
2019-09-27,11650,2019-10-03,6,CE,65.1,81.375,2019-09-27 09:31:00,84.3,45.65,-16.275000000000006,686.695278969957,-11175.965665236055,1.46475,-11177.430415236055,-1.1177430415236054,2019
2019-09-27,11450,2019-10-03,6,PE,65.4,50.0,2019-09-27 15:29:00,67.65,38.7,15.400000000000006,698.6899563318777,10759.825327510922,1.1540000000000001,10758.671327510921,1.075867132751092,2019
2019-09-30,11600,2019-10-03,3,CE,44.65,25.6,2019-09-30 15:30:00,46.6,14.9,19.049999999999997,689.6551724137931,13137.931034482757,0.7025,13137.228534482758,1.3137228534482757,2019
2019-09-30,11400,2019-10-03,3,PE,45.9,57.375,2019-09-30 09:40:00,67.05,21.75,-11.475000000000001,701.7543859649123,-8052.63157894737,1.03275,-8053.66432894737,-0.805366432894737,2019
2019-10-01,11650,2019-10-03,2,CE,22.0,2.75,2019-10-01 15:30:00,23.15,2.75,19.25,686.695278969957,13218.884120171673,0.2475,13218.636620171674,1.3218636620171673,2019
2019-10-01,11400,2019-10-03,2,PE,11.6,14.5,2019-10-01 09:43:00,145.15,8.4,-2.9000000000000004,701.7543859649123,-2035.087719298246,0.261,-2035.348719298246,-0.20353487192982458,2019
2019-10-03,11450,2019-10-03,0,CE,3.25,4.0625,2019-10-03 09:30:00,9.3,0.05,-0.8125,698.6899563318777,-567.6855895196506,0.073125,-567.7587145196507,-0.05677587145196507,2019
