week_start,entry_time,current week open,previous week high,previous week low,previous week range,multiplier%,high level,low level,strike,type,expiry,tag,entry price,exit price,exit_time,dte,slippage,final points,portfolio,index leverage,qty,PnL,ROI%,Trade Year
2019-01-25,2019-01-25 09:16:00,10859.75,10987.2,10798.9,188.3000000000011,8.669628674693298,10876.074910794448,10843.425089205552,10900,CE,2019-01-31,STRANGLE,93.9,100.5,2019-01-25 09:15:00,6,1.9440000000000002,-8.543999999999995,10000000,11,10091.743119266055,-86223.85321100913,-0.8622385321100913,2019
2019-01-25,2019-01-25 09:16:00,10859.75,10987.2,10798.9,188.3000000000011,8.669628674693298,10876.074910794448,10843.425089205552,10850,PE,2019-01-31,STRANGLE,46.0,86.25,2019-01-25 14:05:00,6,1.3225,-41.5725,10000000,10,9216.589861751152,-383156.6820276498,-3.831566820276498,2019
2019-01-25,2019-01-25 13:35:00,10859.75,10987.2,10798.9,188.3000000000011,8.669628674693298,10876.074910794448,10843.425089205552,10900,CE,2019-01-31,RE-ENTRY,68.3,0.05,2019-01-31 15:25:00,6,0.6835,67.5665,10000000,11,10091.743119266055,681863.76146789,6.8186376146789,2019
2019-02-08,2019-02-08 09:16:00,11023.5,11117.9,10813.65,304.25,13.800063500703041,11065.486693200888,10981.513306799112,11050,CE,2019-02-14,STRANGLE,39.8,0.05,2019-02-14 15:25:00,6,0.39849999999999997,39.3515,10000000,11,9954.75113122172,391734.3891402715,3.9173438914027154,2019
2019-02-08,2019-02-08 09:16:00,11023.5,11117.9,10813.65,304.25,13.800063500703041,11065.486693200888,10981.513306799112,11000,PE,2019-02-14,STRANGLE,113.6,,2019-02-08 12:55:00,6,,,10000000,10,9090.90909090909,,,2019
2019-02-08,2019-02-08 13:35:00,11023.5,11117.9,10813.65,304.25,13.800063500703041,11065.486693200888,10981.513306799112,11000,PE,2019-02-14,RE-ENTRY,126.15,,2019-02-08 14:55:00,6,,,10000000,10,9090.90909090909,,,2019
2019-02-15,2019-02-15 09:16:00,10780.25,11041.15,10718.85,322.2999999999993,14.948632916676296,10828.429443890447,10732.070556109553,10850,CE,2019-02-21,STRANGLE,34.15,0.05,2019-02-21 15:25:00,6,0.34199999999999997,33.758,10000000,11,10138.248847926267,342247.0046082949,3.4224700460829496,2019
2019-02-15,2019-02-15 09:16:00,10780.25,11041.15,10718.85,322.2999999999993,14.948632916676296,10828.429443890447,10732.070556109553,10750,PE,2019-02-21,STRANGLE,86.0,92.0,2019-02-15 09:15:00,6,1.78,-7.78,10000000,10,9302.32558139535,-72372.09302325582,-0.7237209302325582,2019
2019-02-15,2019-02-20 15:05:00,10780.25,11041.15,10718.85,322.2999999999993,14.948632916676296,10828.429443890447,10732.070556109553,10750,PE,2019-02-21,RE-ENTRY,39.45,34.75,2019-02-21 09:45:00,1,0.742,3.958000000000003,10000000,10,9302.32558139535,36818.604651162816,0.3681860465116282,2019
2019-02-15,2019-02-21 09:55:00,10780.25,11041.15,10718.85,322.2999999999993,14.948632916676296,10828.429443890447,10732.070556109553,10750,PE,2019-02-21,RE-ENTRY,31.1,32.8,2019-02-21 10:05:00,0,0.639,-2.338999999999996,10000000,10,9302.32558139535,-21758.139534883685,-0.21758139534883686,2019
2019-02-15,2019-02-21 10:35:00,10780.25,11041.15,10718.85,322.2999999999993,14.948632916676296,10828.429443890447,10732.070556109553,10750,PE,2019-02-21,RE-ENTRY,27.2,0.05,2019-02-21 15:25:00,0,0.2725,26.877499999999998,10000000,10,9302.32558139535,250023.25581395347,2.5002325581395346,2019
2019-02-22,2019-02-22 09:16:00,10782.7,10808.8,10585.9,222.89999999999964,10.336001187086705,10805.738946646017,10759.661053353984,10800,CE,2019-02-28,STRANGLE,68.2,80.35,2019-02-25 09:15:00,6,1.4855,-13.635499999999992,10000000,11,10185.185185185184,-138880.0925925925,-1.388800925925925,2019
2019-02-22,2019-02-22 09:16:00,10782.7,10808.8,10585.9,222.89999999999964,10.336001187086705,10805.738946646017,10759.661053353984,10750,PE,2019-02-28,STRANGLE,61.5,87.15,2019-02-26 09:55:00,6,1.4865000000000002,-27.136500000000005,10000000,10,9302.32558139535,-252432.55813953493,-2.5243255813953493,2019
2019-02-22,2019-02-25 09:25:00,10782.7,10808.8,10585.9,222.89999999999964,10.336001187086705,10805.738946646017,10759.661053353984,10800,CE,2019-02-28,RE-ENTRY,68.65,67.35,2019-02-25 09:55:00,3,1.36,-0.05999999999998873,10000000,11,10185.185185185184,-611.1111111109963,-0.006111111111109963,2019
2019-02-22,2019-02-25 10:05:00,10782.7,10808.8,10585.9,222.89999999999964,10.336001187086705,10805.738946646017,10759.661053353984,10800,CE,2019-02-28,RE-ENTRY,66.05,69.8,2019-02-25 11:05:00,3,1.3585,-5.1085,10000000,11,10185.185185185184,-52031.01851851852,-0.5203101851851851,2019
2019-02-22,2019-02-26 09:15:00,10782.7,10808.8,10585.9,222.89999999999964,10.336001187086705,10805.738946646017,10759.661053353984,10800,CE,2019-02-28,RE-ENTRY,66.8,72.2,2019-02-26 11:15:00,2,1.3900000000000001,-6.790000000000006,10000000,11,10185.185185185184,-69157.40740740746,-0.6915740740740747,2019
2019-02-22,2019-02-26 10:15:00,10782.7,10808.8,10585.9,222.89999999999964,10.336001187086705,10805.738946646017,10759.661053353984,10750,PE,2019-02-28,RE-ENTRY,68.75,0.05,2019-02-28 15:25:00,2,0.688,68.012,10000000,10,9302.32558139535,632669.7674418605,6.326697674418605,2019
2019-02-22,2019-02-26 11:25:00,10782.7,10808.8,10585.9,222.89999999999964,10.336001187086705,10805.738946646017,10759.661053353984,10800,CE,2019-02-28,RE-ENTRY,69.45,79.25,2019-02-26 11:35:00,2,1.4869999999999999,-11.286999999999997,10000000,11,10185.185185185184,-114960.18518518515,-1.1496018518518516,2019
2019-02-22,2019-02-27 11:55:00,10782.7,10808.8,10585.9,222.89999999999964,10.336001187086705,10805.738946646017,10759.661053353984,10800,CE,2019-02-28,RE-ENTRY,67.8,68.75,2019-02-27 13:25:00,1,1.3655000000000002,-2.315500000000003,10000000,11,10185.185185185184,-23583.79629629632,-0.2358379629629632,2019
2019-02-22,2019-02-27 14:35:00,10782.7,10808.8,10585.9,222.89999999999964,10.336001187086705,10805.738946646017,10759.661053353984,10800,CE,2019-02-28,RE-ENTRY,57.8,64.25,2019-02-27 14:55:00,1,1.2205,-7.670500000000002,10000000,11,10185.185185185184,-78125.46296296298,-0.7812546296296298,2019
2019-02-22,2019-02-27 15:15:00,10782.7,10808.8,10585.9,222.89999999999964,10.336001187086705,10805.738946646017,10759.661053353984,10800,CE,2019-02-28,RE-ENTRY,52.35,61.0,2019-02-28 09:15:00,1,1.1335,-9.783499999999998,10000000,11,10185.185185185184,-99646.75925925923,-0.9964675925925923,2019
2019-02-22,2019-02-28 12:05:00,10782.7,10808.8,10585.9,222.89999999999964,10.336001187086705,10805.738946646017,10759.661053353984,10800,CE,2019-02-28,RE-ENTRY,29.1,31.85,2019-02-28 12:15:00,0,0.6095,-3.3595,10000000,11,10185.185185185184,-34217.12962962963,-0.3421712962962963,2019
2019-02-22,2019-02-28 12:25:00,10782.7,10808.8,10585.9,222.89999999999964,10.336001187086705,10805.738946646017,10759.661053353984,10800,CE,2019-02-28,RE-ENTRY,24.55,28.65,2019-02-28 12:35:00,0,0.532,-4.631999999999998,10000000,11,10185.185185185184,-47177.77777777775,-0.4717777777777775,2019
2019-02-22,2019-02-28 12:45:00,10782.7,10808.8,10585.9,222.89999999999964,10.336001187086705,10805.738946646017,10759.661053353984,10800,CE,2019-02-28,RE-ENTRY,25.8,26.5,2019-02-28 13:15:00,0,0.523,-1.2229999999999994,10000000,11,10185.185185185184,-12456.481481481474,-0.12456481481481474,2019
2019-02-22,2019-02-28 14:55:00,10782.7,10808.8,10585.9,222.89999999999964,10.336001187086705,10805.738946646017,10759.661053353984,10800,CE,2019-02-28,RE-ENTRY,1.25,0.05,2019-02-28 15:25:00,0,0.013000000000000001,1.187,10000000,11,10185.185185185184,12089.814814814814,0.12089814814814813,2019
2019-03-01,2019-03-01 09:16:00,10842.65,10939.55,10729.45,210.09999999999854,9.688590888758677,10863.005729457282,10822.294270542718,10850,CE,2019-03-07,STRANGLE,91.6,97.7,2019-03-01 09:15:00,6,1.8930000000000002,-7.993000000000009,10000000,11,10138.248847926267,-81035.02304147473,-0.8103502304147474,2019
2019-03-01,2019-03-01 09:16:00,10842.65,10939.55,10729.45,210.09999999999854,9.688590888758677,10863.005729457282,10822.294270542718,10800,PE,2019-03-07,STRANGLE,63.45,0.05,2019-03-07 15:25:00,6,0.635,62.76500000000001,10000000,10,9259.25925925926,581157.4074074074,5.811574074074074,2019
2019-03-01,2019-03-01 09:35:00,10842.65,10939.55,10729.45,210.09999999999854,9.688590888758677,10863.005729457282,10822.294270542718,10850,CE,2019-03-07,RE-ENTRY,87.4,90.15,2019-03-01 14:55:00,6,1.7755,-4.5255,10000000,11,10138.248847926267,-45880.64516129032,-0.4588064516129032,2019
