Day,Strike,Expiry,DTE,Option Type,Entry Price,Initial SL,Exit Price,Exit Time,Max Price After Entry,Min Price After Entry,Points,Qty,Pnl,Slippage,Final PnL,Margin,ROI%,Trade Year
2021-03-19,14350,2021-03-25,6,PE,138.15,172.6875,172.6875,2021-03-19 09:26:00,201.85,47.5,-34.537499999999994,579.0807093738691,-20000.0,3.1083749999999997,-21800.000000000004,103.87260224393778,-2.1800000000000006,2021
2021-03-22,14900,2021-03-25,3,CE,70.25,87.8125,87.8125,2021-03-22 09:48:00,91.8,38.85,-17.5625,1138.7900355871886,-20000.0,1.580625,-21800.000000000004,212.0996441281139,-2.1800000000000006,2021
2021-03-22,14600,2021-03-25,3,PE,126.7,158.375,73.85,2021-03-22 15:30:00,151.7,72.25,52.85000000000001,631.4127861089188,33370.165745856364,2.0055,32103.86740331493,115.23283346487767,3.2103867403314927,2021
2021-03-23,14900,2021-03-25,2,CE,66.4,83.0,83.0,2021-03-23 09:24:00,98.65,48.15,-16.599999999999994,1204.819277108434,-20000.0,1.494,-21800.0,224.39759036144585,-2.18,2021
2021-03-23,14600,2021-03-25,2,PE,69.35,86.6875,34.0,2021-03-23 15:30:00,72.25,25.85,35.349999999999994,1153.5688536409514,40778.658976207626,1.0334999999999999,39586.445565969705,210.52631578947364,3.958644556596971,2021
2021-03-24,14850,2021-03-25,1,CE,56.35,70.4375,6.8,2021-03-24 15:30:00,49.9,6.05,49.550000000000004,1346.8013468013467,66734.00673400673,0.6315,65883.50168350167,249.99999999999994,6.588350168350168,2021
2021-03-24,14550,2021-03-25,1,PE,34.75,43.4375,43.4375,2021-03-24 10:05:00,89.1,31.45,-8.6875,1374.570446735395,-11941.580756013745,0.781875,-13016.32302405498,250.0,-1.301632302405498,2021
2021-03-25,14700,2021-03-25,0,CE,9.1,11.375,0.05,2021-03-25 15:29:00,6.3,0.05,9.049999999999999,1360.5442176870747,12312.925170068025,0.09150000000000001,12188.435374149658,250.0,1.2188435374149658,2021
2021-03-25,14450,2021-03-25,0,PE,43.25,54.0625,54.0625,2021-03-25 09:20:00,188.35,10.25,-10.8125,1384.083044982699,-14965.397923875433,0.973125,-16312.283737024221,250.0,-1.6312283737024222,2021
2021-03-26,14650,2021-04-01,6,CE,116.85,146.0625,80.05,2021-03-26 15:29:00,121.35,73.8,36.8,684.6384253316216,25194.694052203675,1.9689999999999999,23846.640992725712,125.37441163885322,2.384664099272571,2021
2021-03-26,14350,2021-04-01,6,PE,116.0,145.0,63.0,2021-03-26 15:29:00,137.55,61.55,53.0,689.6551724137931,36551.724137931036,1.79,35317.24137931035,123.70689655172416,3.5317241379310347,2021
2021-03-30,14750,2021-04-01,2,CE,72.2,90.25,90.25,2021-03-30 09:33:00,193.45,66.75,-18.049999999999997,1108.03324099723,-20000.0,1.6244999999999998,-21800.0,204.29362880886427,-2.18,2021
2021-03-30,14500,2021-04-01,2,PE,63.1,78.875,19.5,2021-03-30 15:30:00,63.75,19.5,43.6,1267.8288431061808,55277.337559429485,0.826,54230.110935023775,229.79397781299525,5.423011093502377,2021
2021-03-31,14950,2021-04-01,1,CE,32.1,40.125,7.8,2021-03-31 15:30:00,31.8,7.2,24.3,1337.7926421404684,32508.36120401338,0.399,31974.581939799336,250.00000000000006,3.197458193979934,2021
2021-03-31,14650,2021-04-01,1,PE,53.4,66.75,66.75,2021-03-31 13:20:00,74.3,41.8,-13.350000000000001,1365.1877133105802,-18225.255972696246,1.2015,-19865.529010238908,250.0,-1.986552901023891,2021
2021-04-01,14950,2021-04-01,0,CE,5.8,7.25,7.25,2021-04-01 09:16:00,10.55,0.05,-1.4500000000000002,1337.7926421404684,-1939.7993311036794,0.1305,-2114.3812709030108,250.00000000000006,-0.21143812709030108,2021
2021-04-01,14650,2021-04-01,0,PE,15.9,19.875,19.875,2021-04-01 10:30:00,35.0,0.05,-3.9749999999999996,1365.1877133105802,-5426.621160409556,0.35775,-5915.017064846416,250.0,-0.5915017064846416,2021
2021-04-05,15000,2021-04-08,3,CE,55.85,69.8125,16.45,2021-04-05 15:30:00,54.0,14.7,39.400000000000006,1333.3333333333335,52533.33333333335,0.723,51569.33333333335,250.00000000000006,5.156933333333335,2021
2021-04-05,14700,2021-04-08,3,PE,106.8,133.5,133.5,2021-04-05 09:57:00,306.0,104.4,-26.700000000000003,749.063670411985,-20000.0,2.403,-21800.0,137.64044943820224,-2.18,2021
2021-04-06,14900,2021-04-08,2,CE,33.55,41.9375,41.9375,2021-04-06 09:36:00,54.25,19.7,-8.387500000000003,1342.281879194631,-11258.389261744973,0.754875,-12271.64429530202,250.00000000000006,-1.227164429530202,2021
2021-04-06,14600,2021-04-08,2,PE,113.9,142.375,142.375,2021-04-06 09:19:00,142.5,49.7,-28.474999999999994,702.3705004389817,-20000.0,2.56275,-21800.0,128.18261633011417,-2.18,2021
2021-04-07,14850,2021-04-08,1,CE,39.6,49.5,49.5,2021-04-07 09:32:00,89.8,40.85,-9.899999999999999,1346.8013468013467,-13333.33333333333,0.891,-14533.33333333333,249.99999999999994,-1.453333333333333,2021
2021-04-07,14550,2021-04-08,1,PE,52.1,65.125,11.15,2021-04-07 15:29:00,52.35,8.5,40.95,1374.570446735395,56288.65979381443,0.6325000000000001,55419.243986254296,250.0,5.541924398625429,2021
2021-04-08,15000,2021-04-08,0,CE,15.35,19.1875,0.05,2021-04-08 15:29:00,18.15,0.05,15.299999999999999,1333.3333333333335,20400.0,0.154,20194.666666666668,250.00000000000006,2.0194666666666667,2021
2021-04-08,14750,2021-04-08,0,PE,12.45,15.5625,0.05,2021-04-08 15:29:00,9.8,0.05,12.399999999999999,1355.9322033898306,16813.5593220339,0.125,16644.06779661017,250.00000000000006,1.6644067796610167,2021
2021-04-09,15050,2021-04-15,6,CE,65.0,81.25,45.9,2021-04-09 15:29:00,79.65,38.05,19.1,1230.7692307692307,23507.69230769231,1.109,22142.76923076923,231.53846153846155,2.214276923076923,2021
2021-04-09,14750,2021-04-15,6,PE,139.75,174.6875,92.75,2021-04-09 15:30:00,131.5,88.0,47.0,572.4508050089446,26905.187835420395,2.325,25574.239713774597,105.54561717352415,2.55742397137746,2021
2021-04-12,14800,2021-04-15,3,CE,46.8,58.5,12.15,2021-04-12 15:29:00,45.8,8.8,34.65,1351.3513513513512,46824.32432432432,0.5895,46027.70270270269,250.0,4.60277027027027,2021
2021-04-12,14500,2021-04-15,3,PE,110.85,138.5625,138.5625,2021-04-12 09:21:00,278.25,105.7,-27.712500000000006,721.6959855660801,-20000.0,2.494125,-21800.0,130.80739738385202,-2.18,2021
2021-04-13,14500,2021-04-15,2,CE,69.95,87.4375,80.05,2021-04-13 15:30:00,86.85,19.15,-10.099999999999994,1143.6740528949251,-11551.107934238737,1.5,-13266.619013581125,207.2909220872052,-1.3266619013581125,2021
2021-04-13,14200,2021-04-15,2,PE,61.5,76.875,76.875,2021-04-13 09:20:00,92.7,17.25,-15.375,1300.8130081300812,-20000.0,1.38375,-21799.999999999996,230.89430894308944,-2.1799999999999997,2021
2021-04-15,14650,2021-04-15,0,CE,14.2,17.75,17.75,2021-04-15 09:16:00,20.2,0.05,-3.5500000000000007,1365.1877133105802,-4846.416382252561,0.3195,-5282.593856655291,250.0,-0.5282593856655292,2021
2021-04-15,14400,2021-04-15,0,PE,22.4,28.0,28.0,2021-04-15 09:35:00,72.05,0.05,-5.600000000000001,1388.888888888889,-7777.77777777778,0.504,-8477.77777777778,250.0,-0.8477777777777779,2021
2021-04-16,14750,2021-04-22,6,CE,91.55,114.4375,63.1,2021-04-16 15:29:00,112.85,63.1,28.449999999999996,873.8394320043691,24860.7318405243,1.5465,23509.33915892954,161.11414527580556,2.350933915892954,2021
2021-04-16,14450,2021-04-22,6,PE,99.4,124.25,88.0,2021-04-16 15:30:00,109.05,58.45,11.400000000000006,804.8289738430585,9175.050301810872,1.874,7666.800804828979,145.37223340040245,0.7666800804828979,2021
2021-04-19,14450,2021-04-22,3,CE,81.55,101.9375,75.5,2021-04-19 15:30:00,93.15,46.6,6.049999999999997,980.9932556713671,5935.009196811769,1.5705000000000002,4394.359288779886,177.19190680564068,0.4394359288779886,2021
2021-04-19,14150,2021-04-22,3,PE,108.1,135.125,63.0,2021-04-19 15:29:00,132.6,62.0,45.099999999999994,740.0555041628121,33376.50323774282,1.711,32110.26827012025,130.89731729879742,3.211026827012025,2021
2021-04-20,14650,2021-04-22,2,CE,33.05,41.3125,4.6,2021-04-20 15:30:00,34.9,4.05,28.449999999999996,1365.1877133105802,38839.590443686,0.3765,38325.597269624566,250.0,3.8325597269624563,2021
2021-04-20,14400,2021-04-22,2,PE,66.8,83.5,83.5,2021-04-20 11:20:00,208.85,57.15,-16.700000000000003,1197.6047904191614,-20000.0,1.5030000000000001,-21800.0,215.56886227544902,-2.18,2021
2021-04-22,14350,2021-04-22,0,CE,8.2,10.25,10.25,2021-04-22 09:40:00,74.95,5.6,-2.0500000000000007,1393.7282229965158,-2857.1428571428582,0.1845,-3114.2857142857156,250.0,-0.31142857142857155,2021
2021-04-22,14100,2021-04-22,0,PE,52.5,65.625,0.05,2021-04-22 15:30:00,45.5,0.05,52.45,1418.4397163120568,74397.16312056739,0.5255,73651.7730496454,250.0,7.365177304964541,2021
2021-04-23,14450,2021-04-29,6,CE,134.3,167.875,167.875,2021-04-23 11:14:00,175.95,88.25,-33.57499999999999,595.6813104988832,-20000.0,3.0217500000000004,-21799.999999999996,107.5949367088608,-2.1799999999999997,2021
2021-04-23,14200,2021-04-29,6,PE,131.25,164.0625,120.0,2021-04-23 15:30:00,143.3,87.25,11.25,609.5238095238095,6857.142857142857,2.5125,5325.714285714286,108.19047619047619,0.5325714285714286,2021
2021-04-26,14600,2021-04-29,3,CE,72.0,90.0,90.0,2021-04-26 09:26:00,114.55,62.8,-18.0,1111.111111111111,-20000.0,1.62,-21800.0,202.77777777777777,-2.18,2021
2021-04-26,14300,2021-04-29,3,PE,91.0,113.75,69.4,2021-04-26 15:30:00,94.0,64.05,21.599999999999994,879.1208791208791,18989.01098901098,1.604,17578.901098901093,157.14285714285714,1.7578901098901094,2021
2021-04-27,14650,2021-04-29,2,CE,61.0,76.25,76.25,2021-04-27 11:57:00,97.75,52.05,-15.25,1311.4754098360656,-20000.0,1.3725,-21800.0,240.16393442622953,-2.18,2021
2021-04-27,14350,2021-04-29,2,PE,61.25,76.5625,26.05,2021-04-27 15:29:00,60.2,22.8,35.2,1306.1224489795918,45975.510204081635,0.873,44835.265306122456,234.28571428571425,4.483526530612245,2021
2021-04-28,14850,2021-04-29,1,CE,26.45,33.0625,33.0625,2021-04-28 09:29:00,91.6,28.85,-6.612500000000001,1346.8013468013467,-8905.723905723906,0.595125,-9707.239057239058,249.99999999999994,-0.9707239057239058,2021
2021-04-28,14550,2021-04-29,1,PE,35.45,44.3125,9.75,2021-04-28 15:30:00,32.7,9.2,25.700000000000003,1374.570446735395,35326.46048109966,0.452,34705.154639175256,250.0,3.4705154639175255,2021
2021-04-29,15150,2021-04-29,0,CE,9.15,11.4375,11.4375,2021-04-29 09:17:00,11.9,0.05,-2.2874999999999996,1320.1320132013202,-3019.8019801980195,0.205875,-3291.584158415841,250.0,-0.3291584158415841,2021
2021-04-29,14850,2021-04-29,0,PE,12.2,15.25,15.25,2021-04-29 09:47:00,75.55,0.05,-3.0500000000000007,1346.8013468013467,-4107.744107744108,0.2745,-4477.441077441078,249.99999999999994,-0.4477441077441078,2021
2021-04-30,14900,2021-05-06,6,CE,120.65,150.8125,64.0,2021-04-30 15:30:00,147.85,62.4,56.650000000000006,663.0750103605471,37563.199336925,1.8465,36338.83133029425,123.4977206796519,3.633883133029425,2021
2021-04-30,14600,2021-05-06,6,PE,120.45,150.5625,150.5625,2021-04-30 15:16:00,164.0,88.0,-30.112499999999997,664.1760066417602,-20000.0,2.710125,-21800.0,121.21212121212123,-2.18,2021
2021-05-03,14650,2021-05-06,3,CE,75.7,94.625,94.625,2021-05-03 09:42:00,155.5,62.35,-18.924999999999997,1056.8031704095115,-20000.000000000004,1.70325,-21800.000000000004,193.5270805812418,-2.1800000000000006,2021
2021-05-03,14350,2021-05-06,3,PE,108.0,135.0,41.95,2021-05-03 15:29:00,118.2,32.35,66.05,740.7407407407408,48925.92592592593,1.4994999999999998,47815.18518518519,132.87037037037038,4.781518518518519,2021
2021-05-04,14850,2021-05-06,2,CE,61.75,77.1875,11.1,2021-05-04 15:30:00,61.25,11.0,50.65,1295.5465587044534,65619.43319838056,0.7284999999999999,64675.62753036438,240.4858299595142,6.467562753036438,2021
2021-05-04,14550,2021-05-06,2,PE,56.7,70.875,70.875,2021-05-04 09:25:00,153.55,52.0,-14.174999999999997,1374.570446735395,-19484.53608247422,1.2757500000000002,-21238.144329896902,250.0,-2.1238144329896906,2021
2021-05-05,14750,2021-05-06,1,CE,30.55,38.1875,25.3,2021-05-05 15:30:00,36.6,12.95,5.25,1355.9322033898306,7118.644067796611,0.5585,6361.35593220339,250.00000000000006,0.636135593220339,2021
2021-05-05,14450,2021-05-06,1,PE,59.0,73.75,18.55,2021-05-05 15:30:00,65.55,18.4,40.45,1355.9322033898304,54847.457627118645,0.7755,53795.93220338983,244.9152542372881,5.3795932203389825,2021
2021-05-06,14800,2021-05-06,0,CE,10.6,13.25,0.05,2021-05-06 15:29:00,9.4,0.05,10.549999999999999,1351.3513513513512,14256.756756756755,0.10650000000000001,14112.837837837835,250.0,1.4112837837837835,2021
2021-05-06,14500,2021-05-06,0,PE,11.45,14.3125,14.3125,2021-05-06 09:25:00,14.5,0.05,-2.8625000000000007,1379.3103448275863,-3948.2758620689665,0.257625,-4303.620689655174,250.0,-0.4303620689655174,2021
2021-05-07,14950,2021-05-12,5,CE,79.35,99.1875,62.0,2021-05-07 15:30:00,91.7,54.95,17.349999999999994,1008.1915563957149,17492.12350346565,1.4135,16067.044738500306,188.40579710144922,1.6067044738500307,2021
2021-05-07,14650,2021-05-12,5,PE,74.4,93.0,68.15,2021-05-07 15:30:00,82.8,56.85,6.25,1075.2688172043015,6720.430107526884,1.4255000000000002,5187.634408602152,196.90860215053772,0.5187634408602152,2021
2021-05-10,15100,2021-05-12,2,CE,33.25,41.5625,27.4,2021-05-10 15:30:00,37.35,24.7,5.850000000000001,1324.503311258278,7748.344370860928,0.6065,6945.033112582782,249.99999999999994,0.6945033112582782,2021
2021-05-10,14800,2021-05-12,2,PE,63.4,79.25,38.3,2021-05-10 15:30:00,63.1,34.75,25.1,1261.8296529968454,31671.92429022082,1.017,30388.64353312303,233.43848580441642,3.038864353312303,2021
2021-05-11,14950,2021-05-12,1,CE,21.75,27.1875,27.1875,2021-05-11 09:31:00,45.95,19.35,-5.4375,1337.7926421404684,-7274.247491638796,0.489375,-7928.929765886289,250.00000000000006,-0.7928929765886288,2021
2021-05-11,14650,2021-05-12,1,PE,33.55,41.9375,12.5,2021-05-11 15:29:00,34.3,10.3,21.049999999999997,1365.1877133105802,28737.20136518771,0.46049999999999996,28108.532423208188,250.0,2.810853242320819,2021
2021-05-12,14950,2021-05-12,0,CE,5.85,7.3125,0.1,2021-05-12 15:29:00,5.45,0.05,5.75,1337.7926421404684,7692.307692307693,0.0595,7612.709030100335,250.00000000000006,0.7612709030100335,2021
2021-05-12,14700,2021-05-12,0,PE,19.45,24.3125,24.3125,2021-05-12 09:34:00,46.7,1.9,-4.862500000000001,1360.5442176870747,-6615.646258503401,0.43762500000000004,-7211.0544217687075,250.0,-0.7211054421768708,2021
2021-05-14,14900,2021-05-20,6,CE,58.0,72.5,41.3,2021-05-14 15:30:00,64.9,34.8,16.700000000000003,1342.281879194631,22416.107382550344,0.993,21083.221476510073,250.00000000000006,2.1083221476510072,2021
2021-05-14,14600,2021-05-20,6,PE,98.2,122.75,122.75,2021-05-14 09:31:00,134.0,76.2,-24.549999999999997,814.663951120163,-20000.0,2.2095,-21800.0,148.67617107942974,-2.18,2021
2021-05-17,14900,2021-05-20,3,CE,46.1,57.625,57.625,2021-05-17 10:13:00,116.65,39.9,-11.524999999999999,1342.281879194631,-15469.798657718122,1.03725,-16862.080536912752,250.00000000000006,-1.6862080536912751,2021
2021-05-17,14600,2021-05-20,3,PE,57.3,71.625,17.85,2021-05-17 15:29:00,57.5,17.05,39.449999999999996,1369.86301369863,54041.09589041095,0.7515000000000001,53011.64383561643,250.0,5.301164383561643,2021
2021-05-18,15200,2021-05-20,2,CE,37.75,47.1875,47.1875,2021-05-18 09:27:00,53.8,31.65,-9.4375,1315.7894736842104,-12417.763157894735,0.849375,-13535.361842105262,250.0,-1.353536184210526,2021
2021-05-18,14900,2021-05-20,2,PE,27.55,34.4375,34.4375,2021-05-18 10:11:00,35.15,17.15,-6.887499999999999,1342.281879194631,-9244.96644295302,0.619875,-10077.013422818793,250.00000000000006,-1.0077013422818792,2021
2021-05-19,15200,2021-05-20,1,CE,21.4,26.75,26.75,2021-05-19 09:19:00,41.2,7.0,-5.350000000000001,1315.7894736842104,-7039.473684210528,0.4815,-7673.026315789474,250.0,-0.7673026315789474,2021
2021-05-19,14900,2021-05-20,1,PE,24.8,31.0,19.6,2021-05-19 15:30:00,23.7,10.95,5.199999999999999,1342.281879194631,6979.86577181208,0.44400000000000006,6383.892617449665,250.00000000000006,0.6383892617449665,2021
2021-05-20,15200,2021-05-20,0,CE,4.3,5.375,0.05,2021-05-20 15:29:00,4.35,0.05,4.25,1315.7894736842104,5592.105263157894,0.0435,5534.868421052632,250.0,0.5534868421052631,2021
2021-05-20,14900,2021-05-20,0,PE,7.1,8.875,8.875,2021-05-20 09:26:00,17.85,0.05,-1.7750000000000004,1342.281879194631,-2382.5503355704705,0.15975,-2596.979865771813,250.00000000000006,-0.2596979865771813,2021
2021-05-21,15150,2021-05-27,6,CE,69.15,86.4375,86.4375,2021-05-21 09:49:00,157.1,60.85,-17.287499999999994,1156.905278380333,-20000.0,1.5558750000000001,-21800.0,219.08893709327555,-2.18,2021
2021-05-21,14850,2021-05-27,6,PE,64.35,80.4375,23.2,2021-05-21 15:29:00,71.0,23.2,41.14999999999999,1243.2012432012427,51157.73115773113,0.8755,50069.30846930844,230.76923076923072,5.006930846930843,2021
2021-05-24,15350,2021-05-27,3,CE,59.25,74.0625,29.2,2021-05-24 15:30:00,62.7,27.15,30.05,1302.9315960912052,39153.094462540714,0.8845000000000001,38000.651465798044,250.0,3.8000651465798043,2021
2021-05-24,15050,2021-05-27,3,PE,49.6,62.0,62.0,2021-05-24 09:59:00,66.0,30.4,-12.399999999999999,1328.9036544850499,-16478.405315614615,1.1159999999999999,-17961.46179401993,250.0,-1.796146179401993,2021
2021-05-25,15450,2021-05-27,2,CE,21.85,27.3125,8.05,2021-05-25 15:30:00,23.0,5.5,13.8,1294.4983818770224,17864.077669902912,0.29900000000000004,17477.02265372168,249.99999999999994,1.747702265372168,2021
2021-05-25,15150,2021-05-27,2,PE,36.55,45.6875,45.6875,2021-05-25 11:15:00,75.0,32.1,-9.137500000000003,1320.1320132013202,-12062.706270627066,0.822375,-13148.349834983503,250.0,-1.3148349834983502,2021
2021-05-26,15400,2021-05-27,1,CE,12.35,15.4375,15.4375,2021-05-26 10:25:00,24.95,7.2,-3.0875000000000004,1298.7012987012986,-4009.7402597402597,0.27787500000000004,-4370.616883116883,250.0,-0.43706168831168835,2021
2021-05-26,15100,2021-05-27,1,PE,20.0,25.0,25.0,2021-05-26 09:19:00,30.55,7.65,-5.0,1324.503311258278,-6622.51655629139,0.45,-7218.543046357616,249.99999999999994,-0.7218543046357615,2021
2021-05-27,15500,2021-05-27,0,CE,1.85,2.3125,0.05,2021-05-27 15:29:00,1.8,0.05,1.8,1290.3225806451612,2322.5806451612902,0.019000000000000003,2298.064516129032,250.0,0.22980645161290322,2021
2021-05-27,15150,2021-05-27,0,PE,7.35,9.1875,9.1875,2021-05-27 09:27:00,9.6,0.05,-1.8375000000000004,1320.1320132013202,-2425.7425742574264,0.16537500000000002,-2644.059405940595,250.0,-0.2644059405940595,2021
2021-05-28,15600,2021-06-03,6,CE,53.15,66.4375,39.5,2021-05-28 15:30:00,52.5,35.8,13.649999999999999,1282.051282051282,17499.999999999996,0.9265000000000001,16312.179487179483,250.0,1.6312179487179483,2021
2021-05-28,15250,2021-06-03,6,PE,55.0,68.75,40.15,2021-05-28 15:29:00,61.4,40.15,14.850000000000001,1311.4754098360654,19475.409836065573,0.9515000000000001,18227.54098360656,249.99999999999994,1.8227540983606558,2021
2021-05-31,15600,2021-06-03,3,CE,28.8,36.0,36.0,2021-05-31 10:08:00,71.1,19.3,-7.199999999999999,1282.051282051282,-9230.769230769229,0.648,-10061.53846153846,250.0,-1.006153846153846,2021
2021-05-31,15300,2021-06-03,3,PE,58.35,72.9375,24.25,2021-05-31 15:30:00,67.1,21.1,34.1,1307.18954248366,44575.16339869281,0.826,43495.424836601305,250.0,4.349542483660131,2021
2021-06-01,15800,2021-06-03,2,CE,13.1,16.375,16.375,2021-06-01 09:22:00,21.4,7.65,-3.2750000000000004,1265.8227848101267,-4145.569620253165,0.29475,-4518.67088607595,250.0,-0.451867088607595,2021
2021-06-01,15450,2021-06-03,2,PE,39.05,48.8125,48.8125,2021-06-01 10:21:00,54.05,21.0,-9.762500000000003,1294.4983818770224,-12637.540453074434,0.878625,-13774.919093851133,249.99999999999994,-1.3774919093851132,2021
2021-06-02,15700,2021-06-03,1,CE,14.7,18.375,8.2,2021-06-02 15:30:00,15.45,4.55,6.5,1273.8853503184712,8280.254777070062,0.22899999999999998,7988.535031847133,249.99999999999994,0.7988535031847133,2021
2021-06-02,15350,2021-06-03,1,PE,15.7,19.625,4.45,2021-06-02 15:30:00,19.6,4.45,11.25,1302.9315960912052,14657.980456026058,0.20149999999999998,14395.439739413681,250.0,1.439543973941368,2021
2021-06-03,15800,2021-06-03,0,CE,2.95,3.6875,0.05,2021-06-03 15:29:00,2.55,0.05,2.9000000000000004,1265.8227848101267,3670.8860759493678,0.03,3632.9113924050644,250.0,0.36329113924050643,2021
2021-06-03,15500,2021-06-03,0,PE,5.45,6.8125,6.8125,2021-06-03 09:16:00,6.85,0.05,-1.3624999999999998,1290.3225806451612,-1758.064516129032,0.122625,-1916.290322580645,250.0,-0.1916290322580645,2021
2021-06-04,15850,2021-06-10,6,CE,46.55,58.1875,35.0,2021-06-04 15:30:00,56.5,31.0,11.549999999999997,1261.8296529968454,14574.132492113562,0.8155,13545.110410094634,250.0,1.3545110410094634,2021
2021-06-04,15550,2021-06-10,6,PE,62.3,77.875,49.0,2021-06-04 15:30:00,69.8,46.8,13.299999999999997,1284.1091492776884,17078.65168539325,1.113,15649.438202247185,249.59871589085068,1.5649438202247186,2021
2021-06-07,15900,2021-06-10,3,CE,26.55,33.1875,33.1875,2021-06-07 13:44:00,36.2,17.55,-6.637499999999999,1257.8616352201257,-8349.056603773583,0.597375,-9100.471698113206,249.99999999999994,-0.9100471698113206,2021
2021-06-07,15550,2021-06-10,3,PE,33.35,41.6875,22.4,2021-06-07 15:30:00,39.5,19.75,10.950000000000003,1286.1736334405145,14083.601286173638,0.5575,13366.559485530552,250.0,1.3366559485530551,2021
2021-06-08,15950,2021-06-10,2,CE,11.75,14.6875,6.15,2021-06-08 15:30:00,12.05,5.9,5.6,1253.9184952978055,7021.943573667711,0.179,6797.492163009403,249.99999999999994,0.6797492163009404,2021
2021-06-08,15600,2021-06-10,2,PE,30.25,37.8125,37.8125,2021-06-08 09:55:00,44.3,18.2,-7.5625,1282.051282051282,-9695.51282051282,0.680625,-10568.108974358973,250.0,-1.0568108974358972,2021
2021-06-09,15900,2021-06-10,1,CE,8.55,10.6875,2.6,2021-06-09 15:30:00,10.35,2.55,5.950000000000001,1257.8616352201257,7484.276729559749,0.1115,7344.025157232704,249.99999999999994,0.7344025157232705,2021
2021-06-09,15600,2021-06-10,1,PE,17.15,21.4375,21.4375,2021-06-09 09:21:00,64.6,9.6,-4.287500000000001,1282.051282051282,-5496.794871794873,0.38587499999999997,-5991.506410256412,250.0,-0.5991506410256412,2021
2021-06-10,15850,2021-06-10,0,CE,2.5,3.125,0.05,2021-06-10 15:29:00,2.5,0.05,2.45,1261.8296529968454,3091.4826498422717,0.0255,3059.3059936908517,250.0,0.3059305993690852,2021
2021-06-10,15550,2021-06-10,0,PE,7.95,9.9375,9.9375,2021-06-10 09:26:00,10.6,0.05,-1.9874999999999998,1286.1736334405145,-2556.2700964630226,0.178875,-2786.3344051446948,250.0,-0.2786334405144695,2021
2021-06-11,15950,2021-06-17,6,CE,36.4,45.5,45.5,2021-06-11 09:31:00,47.1,27.0,-9.100000000000001,1253.9184952978055,-11410.658307210031,0.8190000000000001,-12437.617554858936,249.99999999999994,-1.2437617554858937,2021
2021-06-11,15650,2021-06-17,6,PE,54.45,68.0625,36.5,2021-06-11 15:29:00,58.1,36.5,17.950000000000003,1277.9552715654952,22939.297124600642,0.9095000000000001,21776.996805111823,250.0,2.177699680511182,2021
2021-06-14,15950,2021-06-17,3,CE,16.8,21.0,21.0,2021-06-14 13:23:00,27.7,10.35,-4.199999999999999,1253.9184952978055,-5266.457680250783,0.378,-5740.438871473353,249.99999999999994,-0.5740438871473353,2021
2021-06-14,15650,2021-06-17,3,PE,51.05,63.8125,63.8125,2021-06-14 09:24:00,116.4,25.2,-12.762500000000003,1277.9552715654952,-16309.904153354637,1.148625,-17777.79552715655,250.0,-1.7777795527156552,2021
2021-06-15,16050,2021-06-17,2,CE,10.7,13.375,5.5,2021-06-15 15:29:00,11.35,5.5,5.199999999999999,1246.1059190031153,6479.750778816199,0.162,6277.881619937694,250.0,0.6277881619937694,2021
2021-06-15,15700,2021-06-17,2,PE,27.05,33.8125,19.5,2021-06-15 15:29:00,25.7,16.7,7.550000000000001,1273.8853503184712,9617.834394904457,0.46549999999999997,9024.840764331211,249.99999999999994,0.9024840764331211,2021
2021-06-16,16000,2021-06-17,1,CE,8.2,10.25,10.25,2021-06-16 09:24:00,12.4,3.2,-2.0500000000000007,1250.0,-2562.500000000001,0.1845,-2793.125000000001,250.0,-0.27931250000000013,2021
2021-06-16,15700,2021-06-17,1,PE,22.1,27.625,27.625,2021-06-16 10:54:00,40.05,14.35,-5.524999999999999,1273.8853503184712,-7038.2165605095515,0.49725,-7671.656050955412,249.99999999999994,-0.7671656050955412,2021
2021-06-17,15800,2021-06-17,0,CE,8.15,10.1875,10.1875,2021-06-17 10:34:00,16.9,0.05,-2.0374999999999996,1265.8227848101267,-2579.1139240506327,0.18337499999999998,-2811.2341772151894,250.0,-0.28112341772151894,2021
2021-06-17,15500,2021-06-17,0,PE,5.5,6.875,0.05,2021-06-17 15:29:00,6.2,0.05,5.45,1290.3225806451612,7032.258064516129,0.0555,6960.645161290322,250.0,0.6960645161290322,2021
2021-06-18,15900,2021-06-24,6,CE,42.75,53.4375,32.3,2021-06-18 15:30:00,44.6,18.3,10.450000000000003,1257.8616352201257,13144.654088050316,0.7505,12200.628930817611,249.99999999999994,1.2200628930817612,2021
2021-06-18,15600,2021-06-24,6,PE,62.95,78.6875,78.6875,2021-06-18 09:43:00,217.4,45.9,-15.737499999999997,1270.8498808578238,-20000.0,1.416375,-21799.999999999996,247.81572676727563,-2.1799999999999997,2021
2021-06-21,15700,2021-06-24,3,CE,42.3,52.875,52.875,2021-06-21 09:24:00,117.3,37.6,-10.575000000000003,1273.8853503184712,-13471.337579617837,0.95175,-14683.757961783442,249.99999999999994,-1.4683757961783441,2021
2021-06-21,15350,2021-06-24,3,PE,55.0,68.75,10.0,2021-06-21 15:29:00,59.55,10.0,45.0,1302.9315960912052,58631.92182410423,0.65,57785.016286644954,250.0,5.778501628664495,2021
