week_start,entry_time,current week open,previous week high,previous week low,previous week range,multiplier%,high level,low level,strike,type,expiry,tag,entry price,exit price,exit_time,dte,slippage,final points,portfolio,index leverage,qty,PnL,ROI%,Trade Year,Hedge Strike,Hedge Entry Price,Hedge Exit Price,Qty,Hedge Points,Hedge PnL,Total PnL,Total ROI%
2019-02-15,2019-02-21 10:35:00,10780.25,11041.15,10718.85,322.2999999999993,14.948632916676296,10828.429443890447,10732.070556109553,10750,PE,2019-02-21,RE-ENTRY,27.2,0.05,2019-02-21 15:25:00,0,0.2725,26.877499999999998,10000000,9,8372.093023255815,225020.93023255814,2.2502093023255814,2019,10450,0.15,0.05,8372.093023255815,-0.09999999999999999,-837.2093023255815,224183.72093023255,2.2418372093023256
2019-02-22,2019-02-22 09:16:00,10782.7,10808.8,10585.9,222.89999999999964,10.336001187086705,10805.738946646017,10759.661053353984,10800,CE,2019-02-28,STRANGLE,68.2,80.35,2019-02-25 09:15:00,6,1.4855,-13.635499999999992,10000000,10,9259.25925925926,-126254.62962962955,-1.2625462962962954,2019,11100,3.3,3.15,9259.25925925926,-0.1499999999999999,-1388.888888888888,-127643.51851851844,-1.2764351851851843
2019-02-22,2019-02-22 09:16:00,10782.7,10808.8,10585.9,222.89999999999964,10.336001187086705,10805.738946646017,10759.661053353984,10750,PE,2019-02-28,STRANGLE,61.5,87.15,2019-02-26 09:55:00,6,1.4865000000000002,-27.136500000000005,10000000,9,8372.093023255815,-227189.30232558146,-2.2718930232558145,2019,10450,9.9,19.4,8372.093023255815,9.499999999999998,79534.88372093023,-147654.41860465123,-1.4765441860465125
2019-02-22,2019-02-25 09:25:00,10782.7,10808.8,10585.9,222.89999999999964,10.336001187086705,10805.738946646017,10759.661053353984,10800,CE,2019-02-28,RE-ENTRY,68.65,67.35,2019-02-25 09:55:00,3,1.36,-0.05999999999998873,10000000,10,9259.25925925926,-555.5555555554512,-0.005555555555554512,2019,11100,2.75,2.25,9259.25925925926,-0.5,-4629.62962962963,-5185.185185185081,-0.05185185185185081
2019-02-22,2019-02-25 10:05:00,10782.7,10808.8,10585.9,222.89999999999964,10.336001187086705,10805.738946646017,10759.661053353984,10800,CE,2019-02-28,RE-ENTRY,66.05,69.8,2019-02-25 11:05:00,3,1.3585,-5.1085,10000000,10,9259.25925925926,-47300.92592592593,-0.47300925925925924,2019,11100,2.25,2.15,9259.25925925926,-0.10000000000000009,-925.9259259259268,-48226.851851851854,-0.48226851851851854
2019-02-22,2019-02-26 09:15:00,10782.7,10808.8,10585.9,222.89999999999964,10.336001187086705,10805.738946646017,10759.661053353984,10800,CE,2019-02-28,RE-ENTRY,66.8,72.2,2019-02-26 11:15:00,2,1.3900000000000001,-6.790000000000006,10000000,10,9259.25925925926,-62870.37037037043,-0.6287037037037043,2019,11100,1.2,1.35,9259.25925925926,0.15000000000000013,1388.88888888889,-61481.48148148154,-0.6148148148148154
2019-02-22,2019-02-26 10:15:00,10782.7,10808.8,10585.9,222.89999999999964,10.336001187086705,10805.738946646017,10759.661053353984,10750,PE,2019-02-28,RE-ENTRY,68.75,0.05,2019-02-28 15:25:00,2,0.688,68.012,10000000,9,8372.093023255815,569402.7906976745,5.694027906976745,2019,10450,13.85,0.05,8372.093023255815,-13.799999999999999,-115534.88372093023,453867.9069767443,4.5386790697674435
2019-03-01,2019-03-01 09:16:00,10842.65,10939.55,10729.45,210.09999999999854,9.688590888758677,10863.005729457282,10822.294270542718,10850,CE,2019-03-07,STRANGLE,91.6,97.7,2019-03-01 09:15:00,6,1.8930000000000002,-7.993000000000009,10000000,10,9216.589861751152,-73668.20276497705,-0.7366820276497705,2019,11200,2.0,2.0,9216.589861751152,0.0,0.0,-73668.20276497705,-0.7366820276497705
2019-03-01,2019-03-01 09:16:00,10842.65,10939.55,10729.45,210.09999999999854,9.688590888758677,10863.005729457282,10822.294270542718,10800,PE,2019-03-07,STRANGLE,63.45,0.05,2019-03-07 15:25:00,6,0.635,62.76500000000001,10000000,9,8333.333333333334,523041.66666666674,5.230416666666668,2019,10500,11.75,0.05,8333.333333333334,-11.7,-97500.0,425541.66666666674,4.255416666666667
2019-03-01,2019-03-01 09:35:00,10842.65,10939.55,10729.45,210.09999999999854,9.688590888758677,10863.005729457282,10822.294270542718,10850,CE,2019-03-07,RE-ENTRY,87.4,90.15,2019-03-01 14:55:00,6,1.7755,-4.5255,10000000,10,9216.589861751152,-41709.67741935484,-0.4170967741935484,2019,11200,1.9,1.45,9216.589861751152,-0.44999999999999996,-4147.465437788018,-45857.142857142855,-0.4585714285714285
2019-03-01,2019-03-01 15:05:00,10842.65,10939.55,10729.45,210.09999999999854,9.688590888758677,10863.005729457282,10822.294270542718,10850,CE,2019-03-07,RE-ENTRY,81.75,61.5,2019-03-05 10:15:00,6,1.4325,18.8175,10000000,10,9216.589861751152,173433.17972350228,1.734331797235023,2019,11200,1.4,0.55,9216.589861751152,-0.8499999999999999,-7834.101382488478,165599.0783410138,1.6559907834101382
2019-03-08,2019-03-08 09:16:00,11038.85,11088.75,10818.7,270.0499999999993,12.231799508100902,11071.881974571626,11005.818025428374,11050,CE,2019-03-14,STRANGLE,55.1,78.0,2019-03-11 09:15:00,6,1.331,-24.230999999999998,10000000,10,9049.773755656108,-219285.06787330314,-2.1928506787330315,2019,11400,1.0,1.25,9049.773755656108,0.25,2262.443438914027,-217022.62443438912,-2.170226244343891
2019-03-08,2019-03-08 09:16:00,11038.85,11088.75,10818.7,270.0499999999993,12.231799508100902,11071.881974571626,11005.818025428374,11000,PE,2019-03-14,STRANGLE,59.05,0.05,2019-03-14 15:25:00,6,0.591,58.409,10000000,9,8181.818181818182,477891.8181818182,4.778918181818182,2019,10650,5.7,0.05,8181.818181818182,-5.65,-46227.27272727273,431664.54545454547,4.316645454545455
2019-03-15,2019-03-15 09:16:00,11376.85,11383.4,11009.2,374.1999999999989,16.44567696682293,11438.389723209852,11315.31027679015,11450,CE,2019-03-20,STRANGLE,40.0,66.7,2019-03-15 12:55:00,5,1.067,-27.767000000000003,10000000,10,8733.624454148472,-242506.55021834065,-2.4250655021834064,2019,11800,1.7,2.25,8733.624454148472,0.55,4803.49344978166,-237703.05676855898,-2.37703056768559
2019-03-15,2019-03-15 09:16:00,11376.85,11383.4,11009.2,374.1999999999989,16.44567696682293,11438.389723209852,11315.31027679015,11300,PE,2019-03-20,STRANGLE,35.25,0.05,2019-03-20 15:25:00,5,0.353,34.847,10000000,9,7964.601769911505,277542.4778761062,2.775424778761062,2019,10950,4.0,0.05,7964.601769911505,-3.95,-31460.176991150445,246082.30088495577,2.4608230088495575
2019-03-15,2019-03-15 13:25:00,11376.85,11383.4,11009.2,374.1999999999989,16.44567696682293,11438.389723209852,11315.31027679015,11450,CE,2019-03-20,RE-ENTRY,63.15,66.0,2019-03-15 13:35:00,5,1.2915,-4.1415000000000015,10000000,10,8733.624454148472,-36170.30567685591,-0.36170305676855913,2019,11800,2.1,2.15,8733.624454148472,0.04999999999999982,436.6812227074221,-35733.62445414849,-0.3573362445414849
2019-03-15,2019-03-15 15:05:00,11376.85,11383.4,11009.2,374.1999999999989,16.44567696682293,11438.389723209852,11315.31027679015,11450,CE,2019-03-20,RE-ENTRY,55.55,92.95,2019-03-18 09:15:00,5,1.485,-38.885000000000005,10000000,10,8733.624454148472,-339606.9868995634,-3.396069868995634,2019,11800,2.5,5.5,8733.624454148472,3.0,26200.873362445418,-313406.11353711796,-3.1340611353711796
2019-03-15,2019-03-18 11:45:00,11376.85,11383.4,11009.2,374.1999999999989,16.44567696682293,11438.389723209852,11315.31027679015,11450,CE,2019-03-20,RE-ENTRY,52.55,57.95,2019-03-18 12:15:00,2,1.105,-6.505000000000006,10000000,10,8733.624454148472,-56812.22707423587,-0.5681222707423587,2019,11800,2.0,2.2,8733.624454148472,0.20000000000000018,1746.724890829696,-55065.50218340617,-0.5506550218340617
2019-03-15,2019-03-18 12:35:00,11376.85,11383.4,11009.2,374.1999999999989,16.44567696682293,11438.389723209852,11315.31027679015,11450,CE,2019-03-20,RE-ENTRY,53.55,62.6,2019-03-18 13:15:00,2,1.1615,-10.211500000000004,10000000,10,8733.624454148472,-89183.40611353716,-0.8918340611353716,2019,11800,2.05,2.1,8733.624454148472,0.050000000000000266,436.68122270742595,-88746.72489082973,-0.8874672489082973
2019-03-22,2019-03-22 09:16:00,11545.2,11552.5,11372.2,180.29999999999927,7.808439871115238,11559.27861708762,11531.12138291238,11550,CE,2019-03-28,STRANGLE,85.15,94.4,2019-03-22 09:35:00,6,1.7955,-11.0455,10000000,10,8658.008658008657,-95632.03463203463,-0.9563203463203463,2019,11900,3.85,3.9,8658.008658008657,0.04999999999999982,432.9004329004313,-95199.13419913419,-0.9519913419913418
2019-03-22,2019-03-22 09:16:00,11545.2,11552.5,11372.2,180.29999999999927,7.808439871115238,11559.27861708762,11531.12138291238,11550,PE,2019-03-28,STRANGLE,70.75,87.0,2019-03-22 10:35:00,6,1.5775000000000001,-17.8275,10000000,9,7792.207792207792,-138915.58441558442,-1.3891558441558443,2019,11200,7.0,9.25,7792.207792207792,2.25,17532.467532467534,-121383.11688311689,-1.213831168831169
2019-03-22,2019-03-22 10:05:00,11545.2,11552.5,11372.2,180.29999999999927,7.808439871115238,11559.27861708762,11531.12138291238,11550,CE,2019-03-28,RE-ENTRY,90.85,17.5,2019-03-28 14:05:00,6,1.0835,72.2665,10000000,10,8658.008658008657,625683.9826839826,6.256839826839825,2019,11900,3.6,0.05,8658.008658008657,-3.5500000000000003,-30735.930735930735,594948.0519480519,5.949480519480519
2019-03-22,2019-03-27 09:15:00,11545.2,11552.5,11372.2,180.29999999999927,7.808439871115238,11559.27861708762,11531.12138291238,11550,PE,2019-03-28,RE-ENTRY,44.0,44.3,2019-03-27 09:25:00,1,0.883,-1.1829999999999972,10000000,9,7792.207792207792,-9218.181818181796,-0.09218181818181796,2019,11200,1.7,1.95,7792.207792207792,0.25,1948.051948051948,-7270.129870129848,-0.07270129870129848
2019-03-22,2019-03-27 10:15:00,11545.2,11552.5,11372.2,180.29999999999927,7.808439871115238,11559.27861708762,11531.12138291238,11550,PE,2019-03-28,RE-ENTRY,38.35,41.6,2019-03-27 10:25:00,1,0.7995000000000001,-4.0495,10000000,9,7792.207792207792,-31554.545454545456,-0.3155454545454545,2019,11200,1.75,1.9,7792.207792207792,0.1499999999999999,1168.8311688311683,-30385.714285714286,-0.3038571428571429
2019-03-22,2019-03-27 10:35:00,11545.2,11552.5,11372.2,180.29999999999927,7.808439871115238,11559.27861708762,11531.12138291238,11550,PE,2019-03-28,RE-ENTRY,34.85,54.6,2019-03-27 11:25:00,1,0.8945000000000001,-20.6445,10000000,9,7792.207792207792,-160866.23376623378,-1.6086623376623377,2019,11200,1.75,3.1,7792.207792207792,1.35,10519.480519480521,-150346.75324675327,-1.5034675324675326
2019-03-29,2019-03-29 09:16:00,11625.45,11587.5,11311.95,275.5499999999993,11.851154148871625,11658.105855257216,11592.794144742786,11650,CE,2019-04-04,STRANGLE,76.65,97.15,2019-04-01 09:15:00,6,1.7380000000000002,-22.238,10000000,10,8583.690987124464,-190884.12017167383,-1.9088412017167382,2019,12000,6.2,5.4,8583.690987124464,-0.7999999999999998,-6866.95278969957,-197751.0729613734,-1.977510729613734
2019-03-29,2019-03-29 09:16:00,11625.45,11587.5,11311.95,275.5499999999993,11.851154148871625,11658.105855257216,11592.794144742786,11600,PE,2019-04-04,STRANGLE,79.0,85.3,2019-03-29 09:35:00,6,1.6430000000000002,-7.942999999999998,10000000,9,7758.620689655172,-61626.724137931014,-0.6162672413793102,2019,11250,8.0,9.4,7758.620689655172,1.4000000000000004,10862.068965517245,-50764.65517241377,-0.5076465517241376
2019-03-29,2019-03-29 10:05:00,11625.45,11587.5,11311.95,275.5499999999993,11.851154148871625,11658.105855257216,11592.794144742786,11600,PE,2019-04-04,RE-ENTRY,83.05,84.35,2019-03-29 10:15:00,6,1.6739999999999997,-2.9739999999999966,10000000,9,7758.620689655172,-23074.137931034456,-0.23074137931034458,2019,11250,9.3,9.8,7758.620689655172,0.5,3879.310344827586,-19194.82758620687,-0.1919482758620687
2019-03-29,2019-03-29 13:05:00,11625.45,11587.5,11311.95,275.5499999999993,11.851154148871625,11658.105855257216,11592.794144742786,11600,PE,2019-04-04,RE-ENTRY,76.1,80.0,2019-03-29 13:45:00,6,1.561,-5.461000000000006,10000000,9,7758.620689655172,-42369.827586206935,-0.4236982758620693,2019,11250,9.05,9.45,7758.620689655172,0.3999999999999986,3103.448275862058,-39266.37931034488,-0.3926637931034488
2019-03-29,2019-03-29 14:05:00,11625.45,11587.5,11311.95,275.5499999999993,11.851154148871625,11658.105855257216,11592.794144742786,11600,PE,2019-04-04,RE-ENTRY,76.2,14.3,2019-04-04 14:15:00,6,0.905,60.995000000000005,10000000,9,7758.620689655172,473237.0689655173,4.7323706896551725,2019,11250,8.55,0.05,7758.620689655172,-8.5,-65948.27586206896,407288.79310344835,4.072887931034484
2019-03-29,2019-04-01 15:15:00,11625.45,11587.5,11311.95,275.5499999999993,11.851154148871625,11658.105855257216,11592.794144742786,11650,CE,2019-04-04,RE-ENTRY,72.3,68.95,2019-04-02 09:15:00,3,1.4125,1.9374999999999942,10000000,10,8583.690987124464,16630.9012875536,0.16630901287553598,2019,12000,1.7,1.35,8583.690987124464,-0.34999999999999987,-3004.291845493561,13626.609442060038,0.1362660944206004
2019-04-05,2019-04-05 09:16:00,11638.4,11760.85,11559.65,201.20000000000073,8.6437998350289,11655.791325268077,11621.008674731922,11650,CE,2019-04-11,STRANGLE,68.35,84.8,2019-04-05 09:15:00,6,1.5314999999999999,-17.981500000000004,10000000,10,8583.690987124464,-154347.6394849786,-1.543476394849786,2019,12000,2.35,2.35,8583.690987124464,0.0,0.0,-154347.6394849786,-1.543476394849786
2019-04-05,2019-04-05 09:16:00,11638.4,11760.85,11559.65,201.20000000000073,8.6437998350289,11655.791325268077,11621.008674731922,11600,PE,2019-04-11,STRANGLE,55.0,53.45,2019-04-05 11:15:00,6,1.0845,0.46549999999999714,10000000,9,7758.620689655172,3611.6379310344605,0.03611637931034461,2019,11250,3.4,4.25,7758.620689655172,0.8500000000000001,6594.827586206897,10206.465517241357,0.10206465517241356
2019-04-05,2019-04-05 09:35:00,11638.4,11760.85,11559.65,201.20000000000073,8.6437998350289,11655.791325268077,11621.008674731922,11650,CE,2019-04-11,RE-ENTRY,81.15,78.35,2019-04-05 15:05:00,6,1.595,1.2050000000000114,10000000,10,8583.690987124464,10343.347639485077,0.10343347639485077,2019,12000,1.95,2.05,8583.690987124464,0.09999999999999987,858.3690987124453,11201.716738197521,0.11201716738197522
2019-04-05,2019-04-05 11:25:00,11638.4,11760.85,11559.65,201.20000000000073,8.6437998350289,11655.791325268077,11621.008674731922,11600,PE,2019-04-11,RE-ENTRY,46.2,48.3,2019-04-05 11:35:00,6,0.9450000000000001,-3.0449999999999946,10000000,9,7758.620689655172,-23624.999999999956,-0.23624999999999957,2019,11250,2.8,2.8,7758.620689655172,0.0,0.0,-23624.999999999956,-0.23624999999999957
2019-04-05,2019-04-05 11:45:00,11638.4,11760.85,11559.65,201.20000000000073,8.6437998350289,11655.791325268077,11621.008674731922,11600,PE,2019-04-11,RE-ENTRY,45.35,58.0,2019-04-08 13:25:00,6,1.0334999999999999,-13.683499999999999,10000000,9,7758.620689655172,-106165.08620689654,-1.0616508620689653,2019,11250,2.9,4.0,7758.620689655172,1.1,8534.48275862069,-97630.60344827584,-0.9763060344827585
2019-04-05,2019-04-08 10:25:00,11638.4,11760.85,11559.65,201.20000000000073,8.6437998350289,11655.791325268077,11621.008674731922,11650,CE,2019-04-11,RE-ENTRY,70.5,70.8,2019-04-08 10:55:00,3,1.413,-1.7129999999999972,10000000,10,8583.690987124464,-14703.862660944184,-0.14703862660944184,2019,12000,1.7,1.65,8583.690987124464,-0.050000000000000044,-429.1845493562236,-15133.047210300407,-0.15133047210300407
2019-04-12,2019-04-12 09:16:00,11612.85,11710.05,11549.8,160.25,6.8996844013312835,11623.906744253134,11601.793255746867,11600,CE,2019-04-18,STRANGLE,84.25,86.55,2019-04-12 09:25:00,6,1.7080000000000002,-4.007999999999997,10000000,10,8620.689655172413,-34551.72413793101,-0.34551724137931006,2019,11950,2.0,2.25,8620.689655172413,0.25,2155.1724137931033,-32396.551724137906,-0.32396551724137906
2019-04-12,2019-04-12 09:16:00,11612.85,11710.05,11549.8,160.25,6.8996844013312835,11623.906744253134,11601.793255746867,11600,PE,2019-04-18,STRANGLE,54.9,54.1,2019-04-12 10:55:00,6,1.09,-0.2900000000000029,10000000,9,7758.620689655172,-2250.0000000000227,-0.022500000000000228,2019,11250,3.1,3.5,7758.620689655172,0.3999999999999999,3103.448275862068,853.4482758620452,0.00853448275862045
2019-04-12,2019-04-12 09:35:00,11612.85,11710.05,11549.8,160.25,6.8996844013312835,11623.906744253134,11601.793255746867,11600,CE,2019-04-18,RE-ENTRY,82.5,100.35,2019-04-12 14:05:00,6,1.8285,-19.678499999999993,10000000,10,8620.689655172413,-169642.24137931026,-1.6964224137931025,2019,11950,2.25,2.2,8620.689655172413,-0.04999999999999982,-431.0344827586191,-170073.27586206887,-1.7007327586206886
2019-04-12,2019-04-12 11:05:00,11612.85,11710.05,11549.8,160.25,6.8996844013312835,11623.906744253134,11601.793255746867,11600,PE,2019-04-18,RE-ENTRY,52.4,55.9,2019-04-12 11:25:00,6,1.083,-4.583,10000000,9,7758.620689655172,-35557.75862068965,-0.3555775862068965,2019,11250,3.3,3.5,7758.620689655172,0.20000000000000018,1551.7241379310358,-34006.034482758616,-0.3400603448275862
2019-04-12,2019-04-12 13:05:00,11612.85,11710.05,11549.8,160.25,6.8996844013312835,11623.906744253134,11601.793255746867,11600,PE,2019-04-18,RE-ENTRY,51.0,51.1,2019-04-12 13:15:00,6,1.021,-1.1210000000000013,10000000,9,7758.620689655172,-8697.413793103458,-0.08697413793103459,2019,11250,3.0,3.45,7758.620689655172,0.4500000000000002,3491.379310344829,-5206.03448275863,-0.05206034482758629
2019-04-12,2019-04-12 13:25:00,11612.85,11710.05,11549.8,160.25,6.8996844013312835,11623.906744253134,11601.793255746867,11600,PE,2019-04-18,RE-ENTRY,43.4,0.05,2019-04-18 15:25:00,6,0.43449999999999994,42.9155,10000000,9,7758.620689655172,332965.0862068965,3.329650862068965,2019,11250,3.2,0.05,7758.620689655172,-3.1500000000000004,-24439.655172413793,308525.4310344827,3.085254310344827
2019-04-19,2019-04-19 09:16:00,11727.05,11856.15,11579.75,276.39999999999964,11.784719942355478,11759.62296592067,11694.47703407933,11750,CE,2019-04-25,STRANGLE,55.75,27.95,2019-04-25 10:35:00,6,0.8370000000000001,26.963,10000000,10,8510.63829787234,229472.3404255319,2.294723404255319,2019,12100,1.55,0.1,8510.63829787234,-1.45,-12340.425531914892,217131.914893617,2.17131914893617
2019-04-19,2019-04-19 09:16:00,11727.05,11856.15,11579.75,276.39999999999964,11.784719942355478,11759.62296592067,11694.47703407933,11700,PE,2019-04-25,STRANGLE,44.0,63.2,2019-04-22 09:15:00,6,1.072,-20.272000000000002,10000000,9,7692.307692307692,-155938.46153846156,-1.5593846153846156,2019,11350,4.45,4.5,7692.307692307692,0.04999999999999982,384.6153846153833,-155553.84615384619,-1.5555384615384618
2019-04-19,2019-04-24 14:55:00,11727.05,11856.15,11579.75,276.39999999999964,11.784719942355478,11759.62296592067,11694.47703407933,11700,PE,2019-04-25,RE-ENTRY,15.35,39.1,2019-04-25 14:55:00,1,0.5445000000000001,-24.2945,10000000,9,7692.307692307692,-186880.76923076922,-1.868807692307692,2019,11350,0.9,0.05,7692.307692307692,-0.85,-6538.461538461538,-193419.23076923075,-1.9341923076923075
2019-04-19,2019-04-25 12:35:00,11727.05,11856.15,11579.75,276.39999999999964,11.784719942355478,11759.62296592067,11694.47703407933,11750,CE,2019-04-25,RE-ENTRY,18.25,18.8,2019-04-25 12:45:00,0,0.3705,-0.9205000000000008,10000000,10,8510.63829787234,-7834.042553191495,-0.07834042553191495,2019,12100,0.1,0.1,8510.63829787234,0.0,0.0,-7834.042553191495,-0.07834042553191495
2019-04-19,2019-04-25 13:15:00,11727.05,11856.15,11579.75,276.39999999999964,11.784719942355478,11759.62296592067,11694.47703407933,11750,CE,2019-04-25,RE-ENTRY,9.2,0.05,2019-04-25 15:25:00,0,0.0925,9.0575,10000000,10,8510.63829787234,77085.1063829787,0.770851063829787,2019,12100,0.05,0.05,8510.63829787234,0.0,0.0,77085.1063829787,0.770851063829787
2019-04-26,2019-04-26 09:16:00,11683.75,11796.6,11564.9,231.70000000000073,9.915480902963548,11706.724169252167,11660.775830747833,11700,CE,2019-05-02,STRANGLE,43.75,62.0,2019-04-26 13:55:00,6,1.0575,-19.3075,10000000,10,8547.008547008547,-165021.36752136753,-1.6502136752136753,2019,12050,1.5,1.2,8547.008547008547,-0.30000000000000004,-2564.1025641025644,-167585.4700854701,-1.675854700854701
2019-04-26,2019-04-26 09:16:00,11683.75,11796.6,11564.9,231.70000000000073,9.915480902963548,11706.724169252167,11660.775830747833,11650,PE,2019-05-02,STRANGLE,45.4,0.05,2019-05-02 15:25:00,6,0.45449999999999996,44.8955,10000000,9,7725.321888412017,346832.1888412017,3.4683218884120173,2019,11300,3.75,0.05,7725.321888412017,-3.7,-28583.690987124464,318248.49785407726,3.1824849785407725
2019-04-26,2019-04-30 09:35:00,11683.75,11796.6,11564.9,231.70000000000073,9.915480902963548,11706.724169252167,11660.775830747833,11700,CE,2019-05-02,RE-ENTRY,43.0,50.4,2019-04-30 12:35:00,2,0.934,-8.333999999999998,10000000,10,8547.008547008547,-71230.7692307692,-0.712307692307692,2019,12050,0.55,0.6,8547.008547008547,0.04999999999999993,427.3504273504268,-70803.41880341878,-0.7080341880341878
2019-04-26,2019-04-30 12:55:00,11683.75,11796.6,11564.9,231.70000000000073,9.915480902963548,11706.724169252167,11660.775830747833,11700,CE,2019-05-02,RE-ENTRY,37.25,42.25,2019-04-30 14:05:00,2,0.795,-5.795,10000000,10,8547.008547008547,-49529.91452991453,-0.4952991452991453,2019,12050,0.6,0.3,8547.008547008547,-0.3,-2564.102564102564,-52094.017094017094,-0.5209401709401709
2019-04-26,2019-04-30 14:15:00,11683.75,11796.6,11564.9,231.70000000000073,9.915480902963548,11706.724169252167,11660.775830747833,11700,CE,2019-05-02,RE-ENTRY,37.3,36.3,2019-04-30 14:45:00,2,0.736,0.264,10000000,10,8547.008547008547,2256.4102564102564,0.022564102564102562,2019,12050,0.25,0.2,8547.008547008547,-0.04999999999999999,-427.35042735042725,1829.059829059829,0.01829059829059829
2019-05-03,2019-05-03 09:16:00,11722.6,11789.1,11656.0,133.10000000000036,5.677068227185111,11730.156177810384,11715.043822189617,11750,CE,2019-05-09,STRANGLE,67.0,67.8,2019-05-03 09:15:00,6,1.348,-2.147999999999997,10000000,10,8510.63829787234,-18280.85106382976,-0.1828085106382976,2019,12100,0.9,0.9,8510.63829787234,0.0,0.0,-18280.85106382976,-0.1828085106382976
2019-05-03,2019-05-03 09:16:00,11722.6,11789.1,11656.0,133.10000000000036,5.677068227185111,11730.156177810384,11715.043822189617,11700,PE,2019-05-09,STRANGLE,40.05,45.1,2019-05-03 15:05:00,6,0.8515,-5.901500000000004,10000000,9,7692.307692307692,-45396.15384615388,-0.45396153846153875,2019,11350,1.9,2.25,7692.307692307692,0.3500000000000001,2692.307692307693,-42703.846153846185,-0.42703846153846187
