Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Hedge Strike,Hedge Contract,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Total PnL,Total ROI%
2018-05-11,10928.95,10665.05,263.90000000000146,10671.85,40%,10777.410000000002,10566.289999999999,low,10800,2018-05-24,3,NIFTY1852410800CE,CE,2018-05-21 10:31:00,,2018-05-24 15:30:00,,Expiry Closing,,,,25000.0,,,,,2018,11000,NIFTY1852411000CE,0.0,0.0,0.0,0.0,,
2018-05-18,10672.0,10417.95,254.04999999999927,10533.05,40%,10634.669999999998,10431.43,high,10450,2018-05-31,3,NIFTY18MAY10450PE,PE,2018-05-28 09:15:00,7.05,2018-05-31 15:30:00,0.05,Expiry Closing,7.0,0.071,6.929,25837.320574162677,180861.24401913874,179026.7942583732,0.6698564593301434,0.6630622009569378,2018,10250,NIFTY18MAY10250PE,2.3,0.05,-2.25,-58133.97129186602,120892.82296650718,1.3432535885167465
2018-05-25,10763.55,10524.7,238.84999999999854,10738.45,40%,10833.99,10642.910000000002,low,10850,2018-06-07,3,NIFTY1860710850CE,CE,2018-06-04 14:09:00,,2018-06-07 09:25:00,,SL Hit,,,,24884.792626728115,,,,,2018,11050,NIFTY1860711050CE,0.0,0.0,0.0,0.0,,
2018-06-01,10817.5,10551.0,266.5,10736.4,40%,10843.0,10629.8,high,10650,2018-06-14,3,NIFTY1861410650PE,PE,2018-06-11 13:12:00,,2018-06-14 15:30:00,,Expiry Closing,,,,25352.112676056335,,,,,2018,10450,NIFTY1861410450PE,0.0,0.0,0.0,0.0,,
2018-06-08,10893.05,10709.05,184.0,10808.65,40%,10882.25,10735.05,low,10900,2018-06-21,2,NIFTY1862110900CE,CE,2018-06-19 11:10:00,,2018-06-21 15:30:00,,Expiry Closing,,,,24770.64220183486,,,,,2018,11100,NIFTY1862111100CE,0.0,0.0,0.0,0.0,,
2018-06-15,10833.9,10701.55,132.35000000000036,10742.7,40%,10795.640000000001,10689.76,high,10700,2018-06-28,6,NIFTY18JUN10700PE,PE,2018-06-22 14:46:00,23.05,2018-06-27 13:12:00,47.4,SL Hit,-24.349999999999998,0.7045,-25.054499999999997,25233.644859813085,-614439.2523364485,-632216.3551401868,-2.2757009345794392,-2.341542056074766,2018,10500,NIFTY18JUN10500PE,4.55,3.55,-1.0,-25233.644859813085,-657449.9999999999,-7.304999999999998
2018-06-15,10833.9,10701.55,132.35000000000036,10742.7,40%,10795.640000000001,10689.76,low,10800,2018-06-28,1,NIFTY18JUN10800CE,CE,2018-06-27 13:16:00,6.6,2018-06-28 15:30:00,0.05,Expiry Closing,6.55,0.06649999999999999,6.4835,25000.0,163750.0,162087.5,0.6064814814814815,0.6003240740740741,2018,11000,NIFTY18JUN11000CE,0.65,0.05,-0.6,-15000.0,147087.5,1.6343055555555555
2018-06-22,10836.95,10558.25,278.7000000000007,10612.85,40%,10724.33,10501.37,high,10500,2018-07-05,3,NIFTY1870510500PE,PE,2018-07-02 09:15:00,,2018-07-05 15:30:00,,Expiry Closing,,,,25714.28571428571,,,,,2018,10300,NIFTY1870510300PE,0.0,0.0,0.0,0.0,,
2018-06-29,10786.05,10605.3,180.75,10744.15,40%,10816.449999999999,10671.85,high,10650,2018-07-12,3,NIFTY1871210650PE,PE,2018-07-09 09:15:00,,2018-07-12 15:30:00,,Expiry Closing,,,,25352.112676056335,,,,,2018,10450,NIFTY1871210450PE,0.0,0.0,0.0,0.0,,
2018-07-13,11075.4,10926.55,148.85000000000036,10963.5,40%,11023.04,10903.96,high,10900,2018-07-26,6,NIFTY18JUL10900PE,PE,2018-07-20 12:20:00,35.15,2018-07-26 15:30:00,0.05,Expiry Closing,35.1,0.352,34.748000000000005,24770.64220183486,869449.5412844036,860730.2752293579,3.220183486238532,3.187889908256881,2018,10700,NIFTY18JUL10700PE,14.1,0.05,-14.049999999999999,-348027.52293577977,512702.7522935781,5.696697247706423
2018-07-20,11184.65,10946.55,238.10000000000036,11232.75,40%,11327.99,11137.51,high,11150,2018-08-02,3,NIFTY1880211150PE,PE,2018-07-30 15:05:00,,2018-08-02 15:30:00,,Expiry Closing,,,,24215.2466367713,,,,,2018,10950,NIFTY1880210950PE,0.0,0.0,0.0,0.0,,
2018-07-27,11390.25,11211.1,179.14999999999964,11297.8,40%,11369.46,11226.14,high,11250,2018-08-09,3,NIFTY1880911250PE,PE,2018-08-06 09:15:00,,2018-08-09 15:30:00,,Expiry Closing,,,,24000.0,,,,,2018,11000,NIFTY1880911000PE,0.0,0.0,0.0,0.0,,
2018-08-03,11495.1,11296.35,198.75,11474.95,40%,11554.45,11395.45,low,11550,2018-08-16,3,NIFTY1881611550CE,CE,2018-08-13 09:15:00,,2018-08-16 15:30:00,,Expiry Closing,,,,23376.623376623378,,,,,2018,11800,NIFTY1881611800CE,0.0,0.0,0.0,0.0,,
2018-08-10,11477.7,11340.75,136.95000000000073,11437.15,40%,11491.93,11382.369999999999,high,11400,2018-08-23,3,NIFTY1882311400PE,PE,2018-08-20 09:15:00,,2018-08-23 15:30:00,,Expiry Closing,,,,23684.21052631579,,,,,2018,11150,NIFTY1882311150PE,0.0,0.0,0.0,0.0,,
2018-08-17,11620.7,11432.9,187.8000000000011,11566.6,40%,11641.720000000001,11491.48,high,11500,2018-08-30,3,NIFTY18AUG11500PE,PE,2018-08-27 09:19:00,10.2,2018-08-30 15:30:00,0.05,Expiry Closing,10.149999999999999,0.10250000000000001,10.0475,23478.260869565216,238304.34782608692,235897.82608695648,0.8826086956521737,0.8736956521739129,2018,11250,NIFTY18AUG11250PE,2.35,0.05,-2.3000000000000003,-54000.0,181897.82608695648,2.0210869565217386
2018-08-24,11760.15,11532.3,227.85000000000036,11675.85,40%,11766.99,11584.710000000001,low,11750,2018-09-06,3,NIFTY1890611750CE,CE,2018-09-03 15:12:00,,2018-09-06 15:30:00,,Expiry Closing,,,,22978.72340425532,,,,,2018,12000,NIFTY1890612000CE,0.0,0.0,0.0,0.0,,
2018-08-31,11751.8,11393.9,357.89999999999964,11558.25,40%,11701.41,11415.09,low,11700,2018-09-12,1,NIFTY1891211700CE,CE,2018-09-11 11:34:00,,2018-09-12 15:30:00,,Expiry Closing,,,,23076.923076923078,,,,,2018,11950,NIFTY1891211950CE,0.0,0.0,0.0,0.0,,
2018-09-07,11602.75,11250.6,352.14999999999964,11443.5,40%,11584.36,11302.64,low,11600,2018-09-19,1,NIFTY1891911600CE,CE,2018-09-18 14:53:00,,2018-09-19 15:30:00,,Expiry Closing,,,,23275.862068965514,,,,,2018,11850,NIFTY1891911850CE,0.0,0.0,0.0,0.0,,
2018-09-14,11523.0,11211.1,311.89999999999964,11271.3,40%,11396.06,11146.539999999999,low,11400,2018-09-27,6,NIFTY18SEP11400CE,CE,2018-09-21 12:57:00,16.3,2018-09-27 15:30:00,0.05,Expiry Closing,16.25,0.1635,16.0865,23684.21052631579,384868.4210526316,380996.052631579,1.4254385964912282,1.4110964912280703,2018,11650,NIFTY18SEP11650CE,2.8,0.05,-2.75,-65131.57894736842,315864.47368421056,3.509605263157895
2018-09-21,11346.35,10869.25,477.10000000000036,11008.1,40%,11198.94,10817.26,low,11200,2018-10-04,0,NIFTY18100411200CE,CE,2018-10-04 09:15:00,,2018-10-04 15:30:00,,Expiry Closing,,,,24107.142857142855,,,,,2018,11400,NIFTY18100411400CE,0.0,0.0,0.0,0.0,,
2018-09-28,11035.45,10551.85,483.60000000000036,10514.1,40%,10707.54,10320.66,low,10700,2018-10-11,6,NIFTY18101110700CE,CE,2018-10-05 15:13:00,,2018-10-11 15:30:00,,Expiry Closing,,,,25233.644859813085,,,,,2018,10900,NIFTY18101110900CE,0.0,0.0,0.0,0.0,,
2018-10-05,10540.1,10139.0,401.10000000000036,10331.55,40%,10491.99,10171.109999999999,high,10150,2018-10-17,5,NIFTY18101710150PE,PE,2018-10-12 14:16:00,,2018-10-17 15:30:00,,Expiry Closing,,,,26600.985221674877,,,,,2018,9950,NIFTY1810179950PE,0.0,0.0,0.0,0.0,,
2018-10-12,10709.5,10329.5,380.0,10339.7,40%,10491.7,10187.7,low,10500,2018-10-25,2,NIFTY18OCT10500CE,CE,2018-10-23 09:15:00,3.35,2018-10-25 15:30:00,0.05,Expiry Closing,3.3000000000000003,0.034,3.2660000000000005,25714.28571428571,84857.14285714286,83982.85714285714,0.3142857142857143,0.3110476190476191,2018,10700,NIFTY18OCT10700CE,1.45,0.05,-1.4,-35999.99999999999,47982.85714285715,0.5331428571428573
2018-10-19,10405.85,10079.35,326.5,10122.35,40%,10252.95,9991.75,high,10000,2018-11-01,3,NIFTY18110110000PE,PE,2018-10-29 15:13:00,,2018-11-01 15:30:00,,Expiry Closing,,,,27000.0,,,,,2018,9800,NIFTY1811019800PE,0.0,0.0,0.0,0.0,,
2018-11-02,10614.45,10460.75,153.70000000000073,10614.7,40%,10676.18,10553.220000000001,low,10700,2018-11-15,6,NIFTY18111510700CE,CE,2018-11-09 09:15:00,,2018-11-09 10:44:00,,SL Hit,,,,25233.644859813085,,,,,2018,10900,NIFTY18111510900CE,0.0,0.0,0.0,0.0,,
2018-11-09,10651.2,10441.9,209.3000000000011,10644.0,40%,10727.720000000001,10560.279999999999,high,10550,2018-11-22,3,NIFTY18112210550PE,PE,2018-11-19 09:15:00,,2018-11-22 15:30:00,,Expiry Closing,,,,25592.417061611377,,,,,2018,10350,NIFTY18112210350PE,0.0,0.0,0.0,0.0,,
2018-11-09,10651.2,10441.9,209.3000000000011,10644.0,40%,10727.720000000001,10560.279999999999,low,10750,2018-11-22,0,NIFTY18112210750CE,CE,2018-11-22 13:41:00,,2018-11-22 15:30:00,,Expiry Closing,,,,25116.279069767443,,,,,2018,10950,NIFTY18112210950CE,0.0,0.0,0.0,0.0,,
2018-11-16,10774.25,10513.15,261.10000000000036,10568.3,40%,10672.74,10463.859999999999,high,10450,2018-11-29,2,NIFTY18NOV10450PE,PE,2018-11-27 13:45:00,7.45,2018-11-29 15:30:00,0.05,Expiry Closing,7.4,0.075,7.325,25837.320574162677,191196.1722488038,189258.3732057416,0.7081339712918661,0.700956937799043,2018,10250,NIFTY18NOV10250PE,2.25,0.05,-2.2,-56842.10526315789,132416.2679425837,1.471291866028708
2018-11-23,10880.45,10490.45,390.0,10892.1,40%,11048.1,10736.1,low,11050,2018-12-06,0,NIFTY18120611050CE,CE,2018-12-06 09:15:00,,2018-12-06 15:30:00,,Expiry Closing,,,,24434.389140271494,,,,,2018,11250,NIFTY18120611250CE,0.0,0.0,0.0,0.0,,
2018-11-30,10941.05,10588.3,352.75,10644.8,40%,10785.9,10503.699999999999,high,10500,2018-12-13,0,NIFTY18121310500PE,PE,2018-12-13 09:15:00,,2018-12-13 15:30:00,,Expiry Closing,,,,25714.28571428571,,,,,2018,10300,NIFTY18121310300PE,0.0,0.0,0.0,0.0,,
2018-11-30,10941.05,10588.3,352.75,10644.8,40%,10785.9,10503.699999999999,low,10800,2018-12-13,3,NIFTY18121310800CE,CE,2018-12-10 09:45:00,,2018-12-13 15:30:00,,Expiry Closing,,,,25000.0,,,,,2018,11000,NIFTY18121311000CE,0.0,0.0,0.0,0.0,,
2018-12-14,10984.75,10753.05,231.70000000000073,10944.25,40%,11036.93,10851.57,low,11050,2018-12-27,3,NIFTY18DEC11050CE,CE,2018-12-24 09:15:00,4.15,2018-12-27 15:30:00,0.05,Expiry Closing,4.1000000000000005,0.042,4.058000000000001,24434.389140271494,100180.99547511314,99154.75113122174,0.3710407239819006,0.36723981900452496,2018,11250,NIFTY18DEC11250CE,1.45,0.05,-1.4,-34208.14479638009,64946.60633484165,0.7216289592760183
2018-12-28,10923.1,10662.35,260.75,10699.7,40%,10804.0,10595.400000000001,high,10600,2019-01-10,3,NIFTY1911010600PE,PE,2019-01-07 09:15:00,,2019-01-10 15:30:00,,Expiry Closing,,,,25471.698113207545,,,,,2019,10400,NIFTY1911010400PE,0.0,0.0,0.0,0.0,,
2019-01-04,10870.35,10628.8,241.5500000000011,10834.75,40%,10931.37,10738.13,low,10950,2019-01-17,3,NIFTY1911710950CE,CE,2019-01-14 09:22:00,,2019-01-15 15:00:00,,SL Hit,,,,24657.534246575342,,,,,2019,11150,NIFTY1911711150CE,0.0,0.0,0.0,0.0,,
2019-01-11,10930.4,10692.45,237.9499999999989,10914.85,40%,11010.03,10819.67,low,11000,2019-01-24,1,NIFTY1912411000CE,CE,2019-01-23 15:15:00,,2019-01-24 15:30:00,,Expiry Closing,,,,24545.454545454544,,,,,2019,11200,NIFTY1912411200CE,0.0,0.0,0.0,0.0,,
2019-01-18,10987.2,10798.9,188.3000000000011,10859.75,40%,10935.07,10784.43,low,10950,2019-01-31,6,NIFTY19JAN10950CE,CE,2019-01-25 14:19:00,27.95,2019-01-31 15:30:00,0.05,Expiry Closing,27.9,0.28,27.619999999999997,24657.534246575342,687945.205479452,681041.0958904108,2.547945205479451,2.5223744292237438,2019,11150,NIFTY19JAN11150CE,3.85,0.05,-3.8000000000000003,-93698.6301369863,587342.4657534246,6.526027397260273
2019-01-25,10931.35,10583.95,347.39999999999964,10851.35,40%,10990.31,10712.390000000001,high,10700,2019-02-07,1,NIFTY1920710700PE,PE,2019-02-06 09:22:00,,2019-02-07 15:30:00,,Expiry Closing,,,,25233.644859813085,,,,,2019,10500,NIFTY1920710500PE,0.0,0.0,0.0,0.0,,
2019-02-01,11117.9,10813.65,304.25,11023.5,40%,11145.2,10901.8,low,11150,2019-02-14,3,NIFTY1921411150CE,CE,2019-02-11 09:15:00,5.2,2019-02-14 15:30:00,0.1,Expiry Closing,5.1000000000000005,0.053,5.047000000000001,24215.2466367713,123497.75784753363,122214.34977578477,0.4573991031390135,0.452645739910314,2019,11350,NIFTY1921411350CE,1.0,0.05,-0.95,-23004.484304932732,99209.86547085203,1.1023318385650225
2019-02-08,11041.15,10718.85,322.2999999999993,10780.25,40%,10909.17,10651.33,low,10900,2019-02-21,6,NIFTY1922110900CE,CE,2019-02-15 11:03:00,15.55,2019-02-21 15:30:00,0.05,Expiry Closing,15.5,0.15600000000000003,15.344,24770.64220183486,383944.95412844035,380080.73394495406,1.4220183486238531,1.4077064220183486,2019,11100,NIFTY1922111100CE,2.05,0.05,-1.9999999999999998,-49541.28440366971,330539.44954128435,3.672660550458715
2019-02-15,10808.8,10621.45,187.34999999999854,10782.7,40%,10857.64,10707.760000000002,high,10700,2019-02-28,3,NIFTY19FEB10700PE,PE,2019-02-25 14:25:00,13.55,2019-02-28 15:30:00,0.05,Expiry Closing,13.5,0.136,13.364,25233.644859813085,340654.20560747664,337222.42990654206,1.2616822429906545,1.2489719626168225,2019,10500,NIFTY19FEB10500PE,4.6,0.05,-4.55,-114813.08411214953,222409.34579439252,2.471214953271028
2019-02-22,10939.55,10729.45,210.09999999999854,10842.65,40%,10926.689999999999,10758.61,high,10750,2019-03-07,2,NIFTY1930710750PE,PE,2019-03-05 13:24:00,10.35,2019-03-07 15:30:00,0.05,Expiry Closing,10.299999999999999,0.10400000000000001,10.196,25116.279069767443,258697.67441860464,256085.58139534883,0.9581395348837211,0.9484651162790699,2019,10550,NIFTY1930710550PE,3.0,0.05,-2.95,-74093.02325581395,181992.55813953487,2.0221395348837206
2019-03-01,11088.75,10818.7,270.0499999999993,11038.85,40%,11146.87,10930.83,high,10950,2019-03-14,3,NIFTY1931410950PE,PE,2019-03-11 11:31:00,8.6,2019-03-14 15:30:00,0.05,Expiry Closing,8.549999999999999,0.08650000000000001,8.4635,24657.534246575342,210821.91780821915,208689.0410958904,0.7808219178082191,0.7729223744292235,2019,10750,NIFTY1931410750PE,2.45,0.1,-2.35,-57945.20547945206,150743.83561643833,1.674931506849315
2019-03-08,11383.4,11009.2,374.1999999999989,11376.85,40%,11526.53,11227.17,high,11250,2019-03-20,2,NIFTY1932011250PE,PE,2019-03-18 09:32:00,7.45,2019-03-20 15:30:00,0.1,Expiry Closing,7.3500000000000005,0.0755,7.274500000000001,24000.0,176400.0,174588.00000000003,0.6533333333333334,0.6466222222222223,2019,11000,NIFTY1932011000PE,2.6,0.1,-2.5,-60000.0,114588.00000000003,1.2732000000000003
2019-03-15,11552.5,11372.2,180.29999999999927,11545.2,40%,11617.32,11473.080000000002,low,11600,2019-03-28,6,NIFTY19MAR11600CE,CE,2019-03-22 14:10:00,25.95,2019-03-28 13:51:00,3.55,SL Hit,22.4,0.295,22.104999999999997,23275.862068965514,521379.3103448275,514512.9310344826,1.9310344827586206,1.9056034482758617,2019,11850,NIFTY19MAR11850CE,2.0,0.05,-1.95,-45387.93103448275,469124.9999999999,5.212499999999999
2019-03-22,11587.5,11311.95,275.5499999999993,11625.45,40%,11735.67,11515.230000000001,high,11500,2019-04-04,3,NIFTY1940411500PE,PE,2019-04-01 14:34:00,8.75,2019-04-04 15:30:00,0.05,Expiry Closing,8.7,0.08800000000000001,8.612,23478.260869565216,204260.86956521738,202194.78260869565,0.7565217391304346,0.7488695652173912,2019,11250,NIFTY1940411250PE,2.4,0.05,-2.35,-55173.91304347826,147020.8695652174,1.6335652173913044
2019-03-29,11760.85,11559.65,201.20000000000073,11638.4,40%,11718.88,11557.92,low,11700,2019-04-11,3,NIFTY1941111700CE,CE,2019-04-08 14:26:00,19.0,2019-04-11 15:30:00,0.05,Expiry Closing,18.95,0.1905,18.7595,23076.923076923078,437307.6923076923,432911.53846153844,1.6196581196581195,1.6033760683760685,2019,11950,NIFTY1941111950CE,1.45,0.1,-1.3499999999999999,-31153.846153846152,401757.6923076923,4.463974358974359
2019-04-05,11710.05,11549.8,160.25,11612.85,40%,11676.95,11548.75,high,11550,2019-04-18,3,NIFTY1941811550PE,PE,2019-04-15 10:24:00,12.95,2019-04-18 15:30:00,0.05,Expiry Closing,12.899999999999999,0.13,12.769999999999998,23376.623376623378,301558.44155844155,298519.4805194805,1.1168831168831166,1.1056277056277055,2019,11300,NIFTY1941811300PE,2.3,0.05,-2.25,-52597.4025974026,245922.07792207788,2.732467532467532
2019-04-12,11856.15,11579.75,276.39999999999964,11727.05,40%,11837.609999999999,11616.49,low,11850,2019-04-25,3,NIFTY19APR11850CE,CE,2019-04-22 14:41:00,5.65,2019-04-25 15:30:00,0.1,Expiry Closing,5.550000000000001,0.0575,5.492500000000001,22784.810126582277,126455.69620253166,125145.56962025317,0.4683544303797469,0.46350210970464145,2019,12100,NIFTY19APR12100CE,1.2,0.05,-1.15,-26202.531645569616,98943.03797468355,1.099367088607595
2019-04-19,11796.6,11564.9,231.70000000000073,11683.75,40%,11776.43,11591.07,high,11600,2019-05-02,0,NIFTY1950211600PE,PE,2019-05-02 10:13:00,0.45,2019-05-02 15:30:00,0.05,Expiry Closing,0.4,0.005,0.395,23275.862068965514,9310.344827586207,9193.965517241379,0.034482758620689655,0.03405172413793103,2019,11350,NIFTY1950211350PE,0.1,0.05,-0.05,-1163.7931034482758,8030.172413793103,0.08922413793103448
2019-04-26,11789.1,11656.0,133.10000000000036,11722.6,40%,11775.84,11669.36,low,11800,2019-05-09,3,NIFTY1950911800CE,CE,2019-05-06 09:15:00,10.25,2019-05-09 15:30:00,0.05,Expiry Closing,10.2,0.10300000000000001,10.097,22881.35593220339,233389.83050847458,231033.05084745763,0.864406779661017,0.855677966101695,2019,12050,NIFTY1950912050CE,0.75,0.05,-0.7,-16016.949152542373,215016.10169491527,2.3890677966101697
2019-05-10,11345.45,11108.45,237.0,11261.9,40%,11356.699999999999,11167.1,high,11150,2019-05-23,6,NIFTY1952311150PE,PE,2019-05-17 13:30:00,167.0,2019-05-23 15:30:00,0.15,Expiry Closing,166.85,1.6715,165.17849999999999,24215.2466367713,4040313.901345291,3999838.1165919276,14.964125560538116,14.81421524663677,2019,10950,NIFTY1952310950PE,121.0,0.05,-120.95,-2928834.0807174887,1071004.035874439,11.90004484304932
2019-05-24,11968.15,11658.4,309.75,11999.8,40%,12123.699999999999,11875.9,low,12100,2019-06-06,6,NIFTY1960612100CE,CE,2019-05-31 12:00:00,16.35,2019-06-03 09:27:00,17.1,SL Hit,-0.75,0.3345,-1.0845,22314.049586776862,-16735.537190082647,-24199.58677685951,-0.061983471074380174,-0.08962809917355372,2019,12350,NIFTY1960612350CE,2.4,1.7,-0.7,-15619.834710743802,-39819.42148760331,-0.44243801652892567
2019-05-31,12102.05,11830.65,271.39999999999964,11865.2,40%,11973.76,11756.640000000001,high,11750,2019-06-13,3,NIFTY1961311750PE,PE,2019-06-10 09:34:00,10.65,2019-06-13 11:31:00,1.3,SL Hit,9.35,0.11950000000000001,9.2305,22978.72340425532,214851.06382978725,212105.10638297873,0.7957446808510638,0.7855744680851064,2019,11500,NIFTY1961311500PE,2.35,0.05,-2.3000000000000003,-52851.06382978724,159254.04255319148,1.7694893617021277
2019-06-07,12000.3,11769.65,230.64999999999964,11910.1,40%,12002.36,11817.84,low,12000,2019-06-20,6,NIFTY1962012000CE,CE,2019-06-14 15:12:00,12.3,2019-06-20 15:30:00,0.05,Expiry Closing,12.25,0.12350000000000001,12.1265,22500.0,275625.0,272846.25,1.0208333333333333,1.0105416666666667,2019,12250,NIFTY1962012250CE,1.3,0.05,-1.25,-28125.0,244721.25,2.719125
2019-06-14,11911.45,11635.25,276.2000000000007,11827.6,40%,11938.08,11717.12,low,11950,2019-06-27,6,NIFTY19JUN11950CE,CE,2019-06-21 14:05:00,12.6,2019-06-27 15:30:00,0.05,Expiry Closing,12.549999999999999,0.1265,12.423499999999999,22594.142259414228,283556.48535564856,280698.32635983266,1.0502092050209204,1.0396234309623429,2019,12200,NIFTY19JUN12200CE,1.75,0.05,-1.7,-38410.04184100419,242288.28451882847,2.6920920502092054
2019-06-21,11910.8,11651.15,259.64999999999964,11861.15,40%,11965.01,11757.289999999999,high,11750,2019-07-04,0,NIFTY1970411750PE,PE,2019-07-04 14:49:00,0.05,2019-07-04 15:30:00,0.05,Expiry Closing,0.0,0.001,-0.001,22978.72340425532,0.0,-22.978723404255323,0.0,-8.510638297872341e-05,2019,11500,NIFTY1970411500PE,0.05,0.05,0.0,0.0,-22.978723404255323,-0.00025531914893617025
2019-06-28,11969.0,11775.85,193.14999999999964,11964.75,40%,12042.01,11887.49,low,12050,2019-07-11,6,NIFTY1971112050CE,CE,2019-07-05 11:45:00,34.85,2019-07-11 15:30:00,0.05,Expiry Closing,34.800000000000004,0.349,34.45100000000001,22406.63900414938,779751.0373443986,771931.1203319505,2.8879668049792535,2.859004149377594,2019,12300,NIFTY1971112300CE,3.45,0.05,-3.4000000000000004,-76182.57261410789,695748.5477178426,7.73053941908714
2019-07-12,11706.6,11532.5,174.10000000000036,11627.95,40%,11697.59,11558.310000000001,low,11700,2019-07-25,6,NIFTY19JUL11700CE,CE,2019-07-19 09:42:00,17.95,2019-07-25 15:30:00,0.05,Expiry Closing,17.9,0.18,17.72,23076.923076923078,413076.92307692306,408923.07692307694,1.5299145299145298,1.5145299145299147,2019,11950,NIFTY19JUL11950CE,1.75,0.1,-1.65,-38076.92307692308,370846.1538461539,4.12051282051282
2019-07-19,11639.9,11230.2,409.6999999999989,11247.45,40%,11411.33,11083.570000000002,low,11400,2019-08-01,2,NIFTY1980111400CE,CE,2019-07-30 14:55:00,2.2,2019-08-01 15:30:00,0.05,Expiry Closing,2.1500000000000004,0.0225,2.1275000000000004,23684.21052631579,50921.052631578954,50388.157894736854,0.1885964912280702,0.18662280701754388,2019,11650,NIFTY1980111650CE,0.6,0.05,-0.5499999999999999,-13026.315789473683,37361.842105263175,0.4151315789473686
2019-08-02,11079.8,10782.75,297.0499999999993,11087.9,40%,11206.72,10969.08,low,11200,2019-08-14,1,NIFTY1981411200CE,CE,2019-08-13 14:43:00,1.55,2019-08-14 15:30:00,0.05,Expiry Closing,1.5,0.016,1.484,24107.142857142855,36160.71428571428,35775.0,0.13392857142857142,0.1325,2019,11400,NIFTY1981411400CE,0.6,0.05,-0.5499999999999999,-13258.928571428569,22516.07142857143,0.2501785714285715
2019-08-09,11181.3,10904.8,276.5,11043.65,40%,11154.25,10933.05,low,11150,2019-08-22,6,NIFTY1982211150CE,CE,2019-08-16 09:34:00,21.0,2019-08-22 15:30:00,0.05,Expiry Closing,20.95,0.21050000000000002,20.7395,24215.2466367713,507309.4170403587,502212.1076233183,1.8789237668161434,1.8600448430493273,2019,11350,NIFTY1982211350CE,4.1,0.05,-4.05,-98071.74887892375,404140.35874439456,4.490448430493273
2019-08-16,11146.8,10718.95,427.84999999999854,10699.6,40%,10870.74,10528.460000000001,high,10550,2019-08-29,3,NIFTY19AUG10550PE,PE,2019-08-26 09:15:00,7.3,2019-08-29 15:30:00,0.05,Expiry Closing,7.25,0.0735,7.1765,25592.417061611377,185545.02369668247,183663.98104265405,0.6872037914691944,0.6802369668246445,2019,10350,NIFTY19AUG10350PE,4.2,0.05,-4.15,-106208.53080568722,77455.45023696683,0.8606161137440759
2019-08-23,11141.7,10637.75,503.9500000000007,10987.8,40%,11189.38,10786.22,low,11200,2019-09-05,2,NIFTY1990511200CE,CE,2019-09-03 15:17:00,1.4,2019-09-05 15:30:00,0.05,Expiry Closing,1.3499999999999999,0.014499999999999999,1.3355,24107.142857142855,32544.64285714285,32195.08928571428,0.12053571428571427,0.11924107142857142,2019,11400,NIFTY1990511400CE,0.7,0.05,-0.6499999999999999,-15669.642857142853,16525.446428571428,0.18361607142857142
2019-08-30,11042.35,10746.6,295.75,10883.8,40%,11002.099999999999,10765.5,high,10750,2019-09-12,3,NIFTY1991210750PE,PE,2019-09-09 10:34:00,8.15,2019-09-12 15:30:00,0.05,Expiry Closing,8.1,0.08200000000000002,8.017999999999999,25116.279069767443,203441.86046511628,201382.32558139533,0.7534883720930232,0.7458604651162791,2019,10550,NIFTY1991210550PE,1.5,0.05,-1.45,-36418.604651162794,164963.72093023255,1.8329302325581396
2019-09-06,11081.75,10867.65,214.10000000000036,10986.8,40%,11072.439999999999,10901.16,high,10900,2019-09-19,6,NIFTY1991910900PE,PE,2019-09-13 15:05:00,13.95,2019-09-17 13:25:00,66.6,SL Hit,-52.64999999999999,0.8055,-53.455499999999994,24770.64220183486,-1304174.3119266052,-1324127.0642201833,-4.830275229357797,-4.904174311926605,2019,10700,NIFTY1991910700PE,3.05,9.45,6.3999999999999995,158532.1100917431,-1165594.9541284402,-12.951055045871557
2019-09-06,11081.75,10867.65,214.10000000000036,10986.8,40%,11072.439999999999,10901.16,low,11050,2019-09-19,2,NIFTY1991911050CE,CE,2019-09-17 12:16:00,15.35,2019-09-19 15:30:00,0.05,Expiry Closing,15.299999999999999,0.154,15.145999999999999,24434.389140271494,373846.1538461538,370083.25791855203,1.3846153846153844,1.370678733031674,2019,11250,NIFTY1991911250CE,1.2,0.05,-1.15,-28099.547511312216,341983.7104072398,3.7998190045248865
2019-09-13,11084.3,10670.5,413.7999999999993,10746.8,40%,10912.32,10581.279999999999,high,10600,2019-09-26,6,NIFTY19SEP10600PE,PE,2019-09-20 10:53:00,12.0,2019-09-26 15:30:00,0.05,Expiry Closing,11.95,0.12050000000000001,11.8295,25471.698113207545,304386.7924528301,301317.4528301886,1.1273584905660377,1.1159905660377358,2019,10400,NIFTY19SEP10400PE,4.0,0.1,-3.9,-99339.62264150943,201977.8301886792,2.2441981132075464
