Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Hedge Strike,Hedge Contract,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Total PnL,Total ROI%,Index,Trade Month,Portfolio,Allocaion,ROI% PF
2022-01-28,17793.75,17077.75,716.0,17590.2,40%,17876.600000000002,17303.8,low,17900,2022-02-10,3,NIFTY2221017900CE,CE,2022-02-07 11:50:00,7.2,2022-02-10 15:30:00,0.05,Expiry Closing,7.15,0.0725,7.077500000000001,12444.13407821229,88975.55865921787,88073.35893854749,0.3594972067039106,0.3558519553072626,2022,18400,NIFTY2221018400CE,1.95,0.05,-1.9,-23643.85474860335,64429.50418994414,0.7158833798882683,NIFTY,2,9000000,1000000,0.7158833798882683
2022-02-04,17639.25,17043.65,595.5999999999985,17451.0,40%,17689.239999999998,17212.760000000002,low,17700,2022-02-17,3,NIFTY2221717700CE,CE,2022-02-14 09:15:00,8.8,2022-02-17 15:30:00,0.05,Expiry Closing,8.75,0.0885,8.6615,12584.745762711866,110116.52542372882,109002.77542372885,0.4449152542372881,0.4404152542372882,2022,18200,NIFTY2221718200CE,1.9,0.05,-1.85,-23281.77966101695,85720.99576271189,0.9524555084745766,NIFTY,2,9000000,1000000,0.9524555084745766
2022-02-11,17489.9,16810.0,679.9000000000015,17236.05,40%,17508.01,16964.09,low,17500,2022-02-24,2,NIFTY22FEB17500CE,CE,2022-02-22 09:15:00,10.75,2022-02-24 15:30:00,0.05,Expiry Closing,10.7,0.108,10.592,12728.571428571428,136195.71428571426,134821.02857142856,0.5502857142857143,0.5447314285714285,2022,18000,NIFTY22FEB18000CE,2.05,0.05,-2.0,-25457.14285714285,109363.8857142857,1.2151542857142856,NIFTY,2,9000000,1000000,1.2151542857142856
2022-02-25,16814.75,16356.55,458.2000000000007,16339.45,40%,16522.73,16156.17,low,16500,2022-03-10,6,NIFTY2231016500CE,CE,2022-03-04 10:57:00,113.3,2022-03-10 15:30:00,95.85,Expiry Closing,17.450000000000003,2.0915,15.358500000000005,13500.0,235575.00000000003,207339.75000000003,0.951818181818182,0.8377363636363637,2022,16950,NIFTY2231016950CE,25.6,0.05,-25.55,-344925.0,-137585.24999999997,-1.5287249999999997,NIFTY,3,9000000,1000000,-1.5287249999999997
2022-02-25,16814.75,16356.55,458.2000000000007,16339.45,40%,16522.73,16156.17,high,16150,2022-03-10,0,NIFTY2231016150PE,PE,2022-03-10 09:15:00,4.65,2022-03-10 15:30:00,0.15,Expiry Closing,4.5,0.048,4.452,13792.569659442725,62066.56346749226,61404.52012383901,0.2507739938080495,0.2480990712074303,2022,15700,NIFTY2231015700PE,1.45,0.05,-1.4,-19309.59752321981,42094.92260061919,0.4677213622291021,NIFTY,3,9000000,1000000,0.4677213622291021
2022-03-04,16757.1,15671.65,1085.449999999999,16528.8,40%,16962.98,16094.62,high,16100,2022-03-17,1,NIFTY2231716100PE,PE,2022-03-16 15:00:00,3.8,2022-03-17 15:30:00,0.05,Expiry Closing,3.75,0.0385,3.7115,13835.403726708077,51882.76397515528,51350.10093167702,0.2096273291925466,0.2074751552795031,2022,15650,NIFTY2231715650PE,1.25,0.05,-1.2,-16602.484472049688,34747.61645962733,0.3860846273291925,NIFTY,3,9000000,1000000,0.3860846273291925
2022-03-18,17441.7,17006.4,435.2999999999993,17289.0,40%,17463.12,17114.88,low,17450,2022-03-31,6,NIFTY22MAR17450CE,CE,2022-03-25 13:40:00,66.0,2022-03-30 09:15:00,70.35,SL Hit,-4.349999999999994,1.3635,-5.7134999999999945,12765.042979942693,-55527.93696275064,-72933.0730659025,-0.2243553008595985,-0.2946790830945556,2022,17950,NIFTY22MAR17950CE,8.0,2.1,-5.9,-75313.75358166189,-148246.8266475644,-1.6471869627507154,NIFTY,3,9000000,1000000,-1.6471869627507154
2022-03-18,17441.7,17006.4,435.2999999999993,17289.0,40%,17463.12,17114.88,high,17100,2022-03-31,1,NIFTY22MAR17100PE,PE,2022-03-30 09:15:00,10.7,2022-03-31 15:30:00,0.05,Expiry Closing,10.65,0.1075,10.5425,13026.315789473683,138730.26315789472,137329.9342105263,0.5605263157894735,0.5548684210526315,2022,16650,NIFTY22MAR16650PE,2.65,0.05,-2.6,-33868.42105263158,103461.51315789472,1.1495723684210524,NIFTY,3,9000000,1000000,1.1495723684210524
2022-03-25,17558.9,17004.1,554.8000000000029,17436.9,40%,17658.820000000003,17214.98,high,17200,2022-04-07,6,NIFTY2240717200PE,PE,2022-04-01 15:08:00,29.95,2022-04-07 15:30:00,0.05,Expiry Closing,29.9,0.3,29.6,12950.581395348836,387222.3837209302,383337.2093023255,1.56453488372093,1.5488372093023255,2022,16750,NIFTY2240716750PE,8.25,0.05,-8.2,-106194.76744186044,277142.44186046504,3.0793604651162783,NIFTY,4,9000000,1000000,3.0793604651162783
2022-04-08,17842.4,17443.1,399.3000000000029,17183.45,40%,17343.170000000002,17023.73,low,17350,2022-04-21,2,NIFTY2242117350CE,CE,2022-04-19 15:04:00,11.75,2022-04-21 15:30:00,42.85,Expiry Closing,-31.1,0.546,-31.646,12838.616714697408,-399280.9798270894,-406290.86455331417,-1.6132564841498558,-1.6415792507204612,2022,17850,NIFTY2242117850CE,2.15,0.05,-2.1,-26961.09510086456,-433251.9596541787,-4.813910662824208,NIFTY,4,9000000,1000000,-4.813910662824208
2022-04-08,17842.4,17443.1,399.3000000000029,17183.45,40%,17343.170000000002,17023.73,high,17000,2022-04-21,0,NIFTY2242117000PE,PE,2022-04-21 11:24:00,2.35,2022-04-21 11:25:00,2.4,SL Hit,-0.0499999999999998,0.0475,-0.0974999999999998,13102.94117647059,-655.1470588235271,-1277.5367647058802,-0.0026470588235294,-0.0051617647058823,2022,16550,NIFTY2242116550PE,1.25,1.25,0.0,0.0,-1277.5367647058802,-0.0141948529411764,NIFTY,4,9000000,1000000,-0.014194852941176447
2022-04-15,17414.35,16826.05,588.2999999999993,17242.75,40%,17478.07,17007.43,low,17500,2022-04-28,3,NIFTY22APR17500CE,CE,2022-04-25 09:15:00,9.15,2022-04-28 15:30:00,0.05,Expiry Closing,9.1,0.092,9.008,12728.571428571428,115830.0,114658.9714285714,0.468,0.4632685714285714,2022,18000,NIFTY22APR18000CE,2.35,0.05,-2.3000000000000003,-29275.714285714286,85383.25714285712,0.948702857142857,NIFTY,4,9000000,1000000,0.948702857142857
2022-04-22,17322.5,16888.85,433.6500000000015,17329.25,40%,17502.71,17155.79,low,17500,2022-05-05,6,NIFTY2250517500CE,CE,2022-04-29 15:02:00,34.85,2022-05-05 15:30:00,0.05,Expiry Closing,34.800000000000004,0.349,34.45100000000001,12728.571428571428,442954.28571428574,438512.0142857144,1.789714285714286,1.7717657142857148,2022,18000,NIFTY2250518000CE,2.7,0.05,-2.6500000000000004,-33730.71428571429,404781.3000000001,4.4975700000000005,NIFTY,4,9000000,1000000,4.4975700000000005
2022-04-29,17377.3,16624.7,752.5999999999985,16415.55,40%,16716.59,16114.51,low,16700,2022-05-12,1,NIFTY2251216700CE,CE,2022-05-11 10:27:00,4.2,2022-05-12 15:30:00,0.05,Expiry Closing,4.15,0.0425,4.1075,13338.323353293414,55354.04191616767,54787.1631736527,0.2236526946107785,0.2213622754491017,2022,17150,NIFTY2251217150CE,2.2,0.05,-2.1500000000000004,-28677.395209580845,26109.76796407185,0.2901085329341317,NIFTY,5,9000000,1000000,0.2901085329341317
2022-05-06,16483.95,15737.35,746.6000000000004,15977.0,40%,16275.64,15678.36,high,15700,2022-05-19,2,NIFTY2251915700PE,PE,2022-05-17 15:20:00,12.1,2022-05-19 15:30:00,0.05,Expiry Closing,12.05,0.1215,11.9285,14187.898089171977,170964.1719745223,169240.3423566879,0.6907643312101911,0.6837993630573248,2022,15250,NIFTY2251915250PE,3.55,0.05,-3.5,-49657.64331210192,119582.69904458598,1.3286966560509554,NIFTY,5,9000000,1000000,1.3286966560509554
2022-05-13,16399.55,15741.05,658.5,16043.8,40%,16307.2,15780.4,high,15800,2022-05-26,3,NIFTY22MAY15800PE,PE,2022-05-23 09:15:00,37.1,2022-05-26 15:30:00,0.05,Expiry Closing,37.05,0.3715,36.67850000000001,14098.101265822785,522334.6518987342,517097.2072784811,2.110443037974684,2.0892816455696206,2022,15350,NIFTY22MAY15350PE,8.9,0.05,-8.85,-124768.19620253165,392329.0110759495,4.3592112341772165,NIFTY,5,9000000,1000000,4.3592112341772165
2022-05-20,16414.35,15904.15,510.1999999999989,16296.6,40%,16500.68,16092.52,high,16100,2022-06-02,3,NIFTY2260216100PE,PE,2022-05-30 09:15:00,28.4,2022-06-02 15:30:00,0.05,Expiry Closing,28.35,0.2845,28.0655,13835.403726708077,392233.6956521739,388297.52329192543,1.584782608695652,1.5688788819875774,2022,15650,NIFTY2260215650PE,5.85,0.05,-5.8,-80245.34161490684,308052.1816770186,3.42280201863354,NIFTY,5,9000000,1000000,3.42280201863354
2022-05-27,16695.2,16223.95,471.25,16761.65,40%,16950.15,16573.15,low,16950,2022-06-09,3,NIFTY2260916950CE,CE,2022-06-06 09:15:00,24.05,2022-06-09 15:30:00,0.05,Expiry Closing,24.0,0.241,23.759,13141.592920353982,315398.23008849553,312231.1061946903,1.2743362831858407,1.2615398230088497,2022,17400,NIFTY2260917400CE,2.15,0.05,-2.1,-27597.34513274336,284633.7610619469,3.162597345132744,NIFTY,6,9000000,1000000,3.1625973451327436
2022-06-03,16785.0,16246.1,538.8999999999996,16283.95,40%,16499.510000000002,16068.39,low,16500,2022-06-16,3,NIFTY2261616500CE,CE,2022-06-13 09:15:00,8.4,2022-06-16 15:30:00,0.05,Expiry Closing,8.35,0.0845,8.2655,13500.0,112725.0,111584.25,0.4554545454545454,0.4508454545454545,2022,16950,NIFTY2261616950CE,2.45,0.05,-2.4000000000000004,-32400.000000000004,79184.24999999999,0.8798249999999997,NIFTY,6,9000000,1000000,0.8798249999999997
2022-06-10,16324.4,15335.8,988.6000000000004,15272.65,40%,15668.09,14877.21,high,14900,2022-06-23,2,NIFTY2262314900PE,PE,2022-06-21 13:10:00,6.3,2022-06-23 15:30:00,0.05,Expiry Closing,6.25,0.0635,6.1865,14949.6644295302,93435.40268456376,92486.0989932886,0.3775167785234899,0.3736812080536912,2022,14500,NIFTY2262314500PE,2.95,0.05,-2.9000000000000004,-43354.02684563759,49132.07214765099,0.5459119127516777,NIFTY,6,9000000,1000000,0.5459119127516777
2022-06-17,15707.25,15185.55,521.7000000000007,15657.4,40%,15866.08,15448.72,high,15450,2022-06-30,3,NIFTY22JUN15450PE,PE,2022-06-27 09:15:00,25.65,2022-06-30 15:30:00,0.05,Expiry Closing,25.6,0.257,25.343,14417.47572815534,369087.3786407767,365382.0873786407,1.49126213592233,1.476291262135922,2022,15050,NIFTY22JUN15050PE,6.25,0.05,-6.2,-89388.3495145631,275993.7378640776,3.06659708737864,NIFTY,6,9000000,1000000,3.06659708737864
2022-06-24,15926.5,15619.8,306.7000000000007,15703.7,40%,15826.38,15581.02,low,15850,2022-07-07,6,NIFTY2270715850CE,CE,2022-07-01 10:05:00,66.95,2022-07-05 09:15:00,134.45,SL Hit,-67.49999999999999,2.014,-69.51399999999998,14053.627760252366,-948619.8738170344,-976923.8801261828,-3.832807570977917,-3.947167192429021,2022,16300,NIFTY2270716300CE,7.35,5.85,-1.5,-21080.44164037855,-998004.3217665612,-11.088936908517349,NIFTY,7,9000000,1000000,-11.088936908517347
2022-06-24,15926.5,15619.8,306.7000000000007,15703.7,40%,15826.38,15581.02,high,15600,2022-07-07,3,NIFTY2270715600PE,PE,2022-07-04 15:04:00,45.5,2022-07-07 15:30:00,0.05,Expiry Closing,45.45,0.4554999999999999,44.9945,14278.846153846154,648973.5576923077,642469.5432692309,2.622115384615385,2.5958365384615387,2022,15150,NIFTY2270715150PE,5.5,0.05,-5.45,-77819.71153846155,564649.8317307694,6.273887019230771,NIFTY,7,9000000,1000000,6.273887019230771
2022-07-01,16150.05,15511.85,638.1999999999989,16273.65,40%,16528.93,16018.37,low,16550,2022-07-14,1,NIFTY2271416550CE,CE,2022-07-13 12:56:00,1.6,2022-07-14 15:30:00,0.05,Expiry Closing,1.55,0.0165,1.5335,13459.214501510574,20861.782477341392,20639.705438066467,0.0842900302114803,0.0833927492447129,2022,17000,NIFTY2271417000CE,0.8,0.05,-0.75,-10094.41087613293,10545.294561933537,0.1171699395770393,NIFTY,7,9000000,1000000,0.1171699395770393
2022-07-08,16273.65,15859.2,414.4499999999989,16010.8,40%,16176.579999999998,15845.02,high,15850,2022-07-21,3,NIFTY2272115850PE,PE,2022-07-18 09:15:00,17.5,2022-07-21 15:30:00,0.05,Expiry Closing,17.45,0.1755,17.2745,14053.627760252366,245235.8044164038,242769.3927444795,0.9908517350157728,0.98088643533123,2022,15400,NIFTY2272115400PE,2.45,0.05,-2.4000000000000004,-33728.706624605686,209040.6861198738,2.3226742902208204,NIFTY,7,9000000,1000000,2.3226742902208204
2022-07-15,16624.15,15927.45,696.7000000000007,16661.25,40%,16939.93,16382.57,high,16400,2022-07-28,0,NIFTY22JUL16400PE,PE,2022-07-28 15:09:00,0.1,2022-07-28 15:30:00,0.05,Expiry Closing,0.05,0.0015,0.0485,13582.317073170732,679.1158536585367,658.7423780487806,0.0027439024390243,0.0026615853658536,2022,15950,NIFTY22JUL15950PE,0.05,0.05,0.0,0.0,658.7423780487806,0.0073193597560975,NIFTY,7,9000000,1000000,0.007319359756097561
2022-07-22,16943.6,16439.7,503.8999999999978,17079.5,40%,17281.059999999998,16877.940000000002,high,16900,2022-08-04,3,NIFTY2280416900PE,PE,2022-08-01 10:37:00,19.85,2022-08-04 15:30:00,0.05,Expiry Closing,19.8,0.199,19.601,13180.473372781064,260973.3727810651,258350.45857988164,1.0544378698224852,1.0438402366863906,2022,16450,NIFTY2280416450PE,4.3,0.05,-4.25,-56017.01183431953,202333.4467455621,2.248149408284023,NIFTY,8,9000000,1000000,2.248149408284023
2022-07-29,17489.25,17018.35,470.9000000000015,17423.65,40%,17612.010000000002,17235.29,high,17250,2022-08-11,0,NIFTY2281117250PE,PE,2022-08-11 09:15:00,2.25,2022-08-11 15:30:00,0.05,Expiry Closing,2.2,0.023,2.177,12913.043478260868,28408.695652173912,28111.695652173912,0.1147826086956521,0.1135826086956521,2022,16800,NIFTY2281116800PE,1.0,0.05,-0.95,-12267.391304347824,15844.304347826088,0.1760478260869565,NIFTY,8,9000000,1000000,0.17604782608695654
2022-08-05,17716.65,17349.6,367.0500000000029,17659.65,40%,17806.47,17512.83,high,17500,2022-08-18,2,NIFTY2281817500PE,PE,2022-08-16 09:30:00,14.85,2022-08-18 15:30:00,0.05,Expiry Closing,14.8,0.149,14.651,12728.571428571428,188382.8571428571,186486.3,0.761142857142857,0.75348,2022,17000,NIFTY2281817000PE,2.85,0.05,-2.8000000000000003,-35640.0,150846.3,1.6760699999999995,NIFTY,8,9000000,1000000,1.6760699999999997
2022-08-12,17967.55,17598.15,369.3999999999978,17966.55,40%,18114.31,17818.79,low,18100,2022-08-25,6,NIFTY22AUG18100CE,CE,2022-08-19 11:32:00,39.4,2022-08-25 15:30:00,0.05,Expiry Closing,39.35,0.3944999999999999,38.9555,12306.629834254143,484265.88397790055,479410.9185082873,1.9566298342541435,1.9370138121546965,2022,18600,NIFTY22AUG18600CE,2.8,0.05,-2.75,-33843.23204419889,445567.6864640884,4.950752071823205,NIFTY,8,9000000,1000000,4.950752071823205
2022-08-19,17989.15,17346.95,642.2000000000007,17619.3,40%,17876.18,17362.42,low,17900,2022-09-01,3,NIFTY2290117900CE,CE,2022-08-29 09:15:00,5.0,2022-09-01 15:30:00,0.05,Expiry Closing,4.95,0.0504999999999999,4.8995,12444.13407821229,61598.463687150834,60970.03491620111,0.2488826815642457,0.2463435754189944,2022,18400,NIFTY2290118400CE,2.65,0.05,-2.6,-32354.74860335196,28615.286312849155,0.3179476256983239,NIFTY,8,9000000,1000000,0.3179476256983239
2022-09-02,17806.95,17477.1,329.8500000000022,17923.35,40%,18055.29,17791.409999999996,low,18050,2022-09-15,6,NIFTY2291518050CE,CE,2022-09-09 13:25:00,49.25,2022-09-09 13:27:00,51.2,SL Hit,-1.9500000000000028,1.0045,-2.954500000000003,12340.720221606647,-24064.404432133,-36460.65789473688,-0.097229916897507,-0.1473157894736843,2022,18550,NIFTY2291518550CE,2.8,2.8,0.0,0.0,-36460.65789473688,-0.405118421052632,NIFTY,9,9000000,1000000,-0.405118421052632
2022-09-02,17806.95,17477.1,329.8500000000022,17923.35,40%,18055.29,17791.409999999996,high,17800,2022-09-15,2,NIFTY2291517800PE,PE,2022-09-13 09:40:00,27.35,2022-09-15 15:30:00,0.15,Expiry Closing,27.200000000000003,0.275,26.925000000000004,12514.044943820223,340382.02247191017,336940.6601123596,1.3752808988764047,1.361376404494382,2022,17300,NIFTY2291517300PE,3.7,0.05,-3.65,-45676.26404494383,291264.3960674158,3.2362710674157307,NIFTY,9,9000000,1000000,3.2362710674157307
2022-09-09,18095.4,17771.15,324.25,17796.8,40%,17926.5,17667.1,low,17950,2022-09-22,6,NIFTY2292217950CE,CE,2022-09-16 09:57:00,59.05,2022-09-22 15:30:00,0.1,Expiry Closing,58.95,0.5915,58.35849999999999,12409.470752089135,731538.3008356546,724198.0988857938,2.9557103064066856,2.9260529247910863,2022,18450,NIFTY2292218450CE,5.1,0.05,-5.05,-62667.82729805014,661530.2715877437,7.3503363509749295,NIFTY,9,9000000,1000000,7.3503363509749295
2022-09-16,17918.45,17431.0,487.4500000000007,17593.85,40%,17788.829999999998,17398.87,low,17800,2022-09-29,6,NIFTY22SEP17800CE,CE,2022-09-23 12:36:00,43.95,2022-09-29 15:30:00,0.05,Expiry Closing,43.900000000000006,0.44,43.46000000000001,12514.044943820223,549366.5730337079,543860.393258427,2.219662921348315,2.197415730337079,2022,18300,NIFTY22SEP18300CE,4.95,0.05,-4.9,-61318.82022471911,482541.5730337079,5.361573033707866,NIFTY,9,9000000,1000000,5.361573033707866
2022-09-23,17640.45,16788.95,851.5,16798.05,40%,17138.649999999998,16457.45,high,16450,2022-10-06,6,NIFTY22100616450PE,PE,2022-09-30 13:46:00,19.35,2022-10-06 15:30:00,0.05,Expiry Closing,19.3,0.194,19.106,13541.033434650455,261341.9452887538,258714.98480243163,1.0559270516717325,1.045313069908815,2022,16000,NIFTY22100616000PE,5.45,0.05,-5.4,-73121.58054711246,185593.40425531915,2.062148936170213,NIFTY,9,9000000,1000000,2.062148936170213
2022-09-30,17428.3,16748.7,679.5999999999985,17287.2,40%,17559.04,17015.36,low,17550,2022-10-13,2,NIFTY22101317550CE,CE,2022-10-11 15:00:00,5.25,2022-10-13 15:30:00,0.05,Expiry Closing,5.2,0.053,5.147,12692.307692307691,66000.0,65327.30769230769,0.2666666666666666,0.2639487179487179,2022,18050,NIFTY22101318050CE,1.35,0.05,-1.3,-16500.0,48827.30769230769,0.542525641025641,NIFTY,10,9000000,1000000,0.542525641025641
2022-10-07,17336.95,16950.65,386.2999999999993,17322.3,40%,17476.82,17167.78,low,17500,2022-10-20,3,NIFTY22102017500CE,CE,2022-10-17 09:15:00,23.15,2022-10-18 09:15:00,74.2,SL Hit,-51.05,0.9735,-52.023500000000006,12728.571428571428,-649793.5714285715,-662184.8357142857,-2.625428571428572,-2.6754942857142856,2022,18000,NIFTY22102018000CE,2.05,1.9,-0.1499999999999999,-1909.285714285713,-664094.1214285714,-7.378823571428572,NIFTY,10,9000000,1000000,-7.378823571428572
2022-10-07,17336.95,16950.65,386.2999999999993,17322.3,40%,17476.82,17167.78,high,17150,2022-10-20,2,NIFTY22102017150PE,PE,2022-10-18 09:21:00,23.25,2022-10-20 15:30:00,0.05,Expiry Closing,23.2,0.233,22.967,12988.338192419826,301329.44606413995,298303.1632653061,1.2174927113702625,1.205265306122449,2022,16700,NIFTY22102016700PE,4.45,0.05,-4.4,-57148.68804664724,241154.4752186589,2.679494169096209,NIFTY,10,9000000,1000000,2.67949416909621
2022-10-21,17808.3,17521.25,287.0499999999993,17756.4,40%,17871.22,17641.58,high,17650,2022-11-03,3,NIFTY22110317650PE,PE,2022-10-31 09:15:00,24.15,2022-11-03 15:30:00,0.1,Expiry Closing,24.05,0.2425,23.8075,12620.396600566572,303520.538243626,300460.09206798865,1.2263456090651557,1.2139801699716712,2022,17150,NIFTY22110317150PE,2.6,0.05,-2.5500000000000003,-32182.011331444763,268278.08073654387,2.9808675637393764,NIFTY,10,9000000,1000000,2.9808675637393764
2022-10-28,18177.9,17724.0,453.9000000000015,18053.4,40%,18234.960000000003,17871.84,high,17850,2022-11-10,3,NIFTY22111017850PE,PE,2022-11-07 09:15:00,10.3,2022-11-10 15:30:00,0.05,Expiry Closing,10.25,0.1035,10.1465,12478.991596638654,127909.6638655462,126618.0882352941,0.5168067226890756,0.5115882352941176,2022,17350,NIFTY22111017350PE,2.1,0.05,-2.0500000000000003,-25581.932773109245,101036.15546218483,1.1226239495798316,NIFTY,11,9000000,1000000,1.1226239495798314
2022-11-04,18288.25,17969.6,318.65000000000146,18272.35,40%,18399.81,18144.89,high,18150,2022-11-17,2,NIFTY22111718150PE,PE,2022-11-15 15:10:00,12.4,2022-11-17 15:30:00,0.1,Expiry Closing,12.3,0.125,12.175,12272.727272727272,150954.54545454544,149420.45454545456,0.6099173553719008,0.6037190082644628,2022,17650,NIFTY22111717650PE,1.95,0.05,-1.9,-23318.181818181816,126102.27272727274,1.4011363636363636,NIFTY,11,9000000,1000000,1.4011363636363636
2022-11-11,18441.65,18260.25,181.40000000000143,18382.95,40%,18455.51,18310.39,low,18450,2022-11-24,6,NIFTY22NOV18450CE,CE,2022-11-18 09:37:00,66.5,2022-11-24 15:03:00,2.6,SL Hit,63.9,0.691,63.209,12073.170731707316,771475.6097560974,763133.0487804877,3.1170731707317065,3.0833658536585364,2022,18950,NIFTY22NOV18950CE,2.8,0.05,-2.75,-33201.21951219512,729931.8292682926,8.110353658536585,NIFTY,11,9000000,1000000,8.110353658536585
2022-11-11,18441.65,18260.25,181.40000000000143,18382.95,40%,18455.51,18310.39,high,18300,2022-11-24,0,NIFTY22NOV18300PE,PE,2022-11-24 15:05:00,0.4,2022-11-24 15:30:00,0.2,Expiry Closing,0.2,0.006,0.194,12172.131147540984,2434.4262295081967,2361.3934426229507,0.0098360655737704,0.0095409836065573,2022,17800,NIFTY22NOV17800PE,0.1,0.1,0.0,0.0,2361.3934426229507,0.0262377049180327,NIFTY,11,9000000,1000000,0.026237704918032786
2022-11-18,18527.45,18133.9,393.5499999999993,18528.45,40%,18685.87,18371.03,high,18350,2022-12-01,0,NIFTY22120118350PE,PE,2022-12-01 09:15:00,1.35,2022-12-01 15:30:00,0.15,Expiry Closing,1.2000000000000002,0.015,1.1850000000000005,12138.964577656676,14566.757493188014,14384.673024523165,0.0588555858310626,0.0581198910081744,2022,17850,NIFTY22120117850PE,0.8,0.05,-0.75,-9104.223433242509,5280.449591280658,0.0586716621253406,NIFTY,12,9000000,1000000,0.05867166212534064
2022-11-25,18886.6,18430.55,456.0499999999993,18752.4,40%,18934.82,18569.980000000003,low,18950,2022-12-08,1,NIFTY22120818950CE,CE,2022-12-07 10:56:00,4.4,2022-12-08 15:30:00,0.1,Expiry Closing,4.300000000000001,0.045,4.255000000000001,11754.61741424802,50544.85488126649,50015.89709762533,0.204221635883905,0.2020844327176781,2022,19450,NIFTY22120819450CE,1.7,0.05,-1.65,-19395.118733509236,30620.7783641161,0.3402308707124011,NIFTY,12,9000000,1000000,0.34023087071240116
2022-12-02,18778.55,18529.1,249.45000000000076,18662.4,40%,18762.18,18562.620000000003,low,18750,2022-12-15,6,NIFTY22121518750CE,CE,2022-12-09 10:35:00,46.75,2022-12-15 15:30:00,0.1,Expiry Closing,46.65,0.4685,46.1815,11880.0,554202.0,548636.22,2.2392,2.216712,2022,19250,NIFTY22121519250CE,2.9,0.05,-2.85,-33858.0,514778.22,5.719758,NIFTY,12,9000000,1000000,5.719758
2022-12-09,18695.85,18347.05,348.7999999999993,18319.1,40%,18458.62,18179.58,high,18200,2022-12-22,1,NIFTY22122218200PE,PE,2022-12-21 09:16:00,7.45,2022-12-21 10:30:00,18.6,SL Hit,-11.150000000000002,0.2605,-11.410500000000004,12239.010989010989,-136464.97252747256,-139653.23489010992,-0.5513736263736265,-0.5642554945054946,2022,17700,NIFTY22122217700PE,1.85,2.3,0.4499999999999997,5507.5549450549415,-134145.679945055,-1.4905075549450555,NIFTY,12,9000000,1000000,-1.4905075549450555
2022-12-09,18695.85,18347.05,348.7999999999993,18319.1,40%,18458.62,18179.58,low,18450,2022-12-22,1,NIFTY22122218450CE,CE,2022-12-21 13:57:00,17.9,2022-12-22 15:30:00,0.05,Expiry Closing,17.849999999999998,0.1795,17.670499999999997,12073.170731707316,215506.0975609756,213338.96341463408,0.870731707317073,0.8619756097560973,2022,18950,NIFTY22122218950CE,2.8,0.05,-2.75,-33201.21951219512,180137.74390243896,2.001530487804877,NIFTY,12,9000000,1000000,2.001530487804877
2022-12-16,18472.5,18068.95,403.5499999999993,17977.65,40%,18139.07,17816.230000000003,low,18150,2022-12-29,6,NIFTY22DEC18150CE,CE,2022-12-23 14:59:00,33.6,2022-12-29 15:30:00,43.85,Expiry Closing,-10.25,0.7745000000000001,-11.0245,12272.727272727272,-125795.45454545454,-135300.6818181818,-0.5082644628099174,-0.5466694214876033,2022,18650,NIFTY22DEC18650CE,4.7,0.05,-4.65,-57068.181818181816,-192368.8636363636,-2.137431818181818,NIFTY,12,9000000,1000000,-2.1374318181818177
2022-12-16,18472.5,18068.95,403.5499999999993,17977.65,40%,18139.07,17816.230000000003,high,17800,2022-12-29,2,NIFTY22DEC17800PE,PE,2022-12-27 14:54:00,13.35,2022-12-29 09:15:00,4.75,SL Hit,8.6,0.181,8.419,12514.044943820223,107620.78651685391,105355.74438202249,0.4348314606741573,0.4256797752808989,2022,17300,NIFTY22DEC17300PE,2.75,0.8,-1.95,-24402.38764044944,80953.35674157305,0.8994817415730338,NIFTY,12,9000000,1000000,0.8994817415730338
2022-12-23,18210.85,17775.55,435.2999999999993,18259.1,40%,18433.22,18084.98,low,18450,2023-01-05,6,NIFTY2310518450CE,CE,2022-12-30 15:04:00,18.05,2023-01-02 15:20:00,17.7,SL Hit,0.3500000000000014,0.3575,-0.0074999999999985,12073.170731707316,4225.609756097578,-90.54878048778752,0.0170731707317073,-0.0003658536585365,2022,18950,NIFTY2310518950CE,2.2,1.25,-0.9500000000000002,-11469.512195121952,-11560.060975609738,-0.1284451219512193,NIFTY,12,9000000,1000000,-0.12844512195121932
2022-12-30,18264.6,17892.6,372.0,18008.05,40%,18156.85,17859.25,low,18150,2023-01-12,6,NIFTY2311218150CE,CE,2023-01-06 12:51:00,28.75,2023-01-12 15:30:00,0.05,Expiry Closing,28.7,0.288,28.412,12272.727272727272,352227.2727272727,348692.72727272724,1.4231404958677685,1.4088595041322314,2023,18650,NIFTY2311218650CE,2.8,0.05,-2.75,-33750.0,314942.72727272724,3.499363636363636,NIFTY,1,9000000,1000000,3.499363636363636
2023-01-06,18141.0,17762.25,378.75,17867.5,40%,18019.0,17716.0,high,17700,2023-01-19,3,NIFTY2311917700PE,PE,2023-01-16 09:15:00,16.2,2023-01-19 15:30:00,0.05,Expiry Closing,16.15,0.1625,15.9875,12584.745762711866,203243.64406779665,201198.62288135596,0.8211864406779661,0.8129237288135593,2023,17200,NIFTY2311917200PE,2.85,0.05,-2.8000000000000003,-35237.288135593226,165961.3347457627,1.8440148305084745,NIFTY,1,9000000,1000000,1.8440148305084745
