Month,Month High,Month Low,Monthly Range,Current Month Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Index,Trade Month,Portfolio,Allocaion,ROI% PF
2017-04-30,22382.05,21390.25,991.7999999999992,22412.55,35%,22759.68,22065.42,high,22100,2017-05-25,20,BANKNIFTY17MAY22100PE,PE,2017-05-05 09:15:00,103.7,2017-05-25 15:30:00,0.15,Expiry Closing,103.55,1.0385000000000002,102.5115,316.7420814479638,32798.642533936654,32469.70588235294,3.279864253393665,3.246970588235294,2017,BANKNIFTY,5,2000000.0,1000000,1.623485294117647
2017-04-30,9367.05,9075.3,291.75,9339.85,20%,9398.2,9281.5,high,9300,2017-05-25,15,NIFTY17MAY9300PE,PE,2017-05-10 14:49:00,36.9,2017-05-25 15:30:00,0.05,Expiry Closing,36.85,0.3694999999999999,36.4805,860.2150537634409,31698.9247311828,31381.075268817203,3.16989247311828,3.13810752688172,2017,NIFTY,5,2000000.0,1000000,1.5690537634408601
2017-05-31,9529.2,9045.65,483.5500000000011,9480.95,10%,9529.305,9432.595,high,9450,2017-06-27,25,FINNIFTY17JUN9450PE,PE,2017-06-02 09:15:00,,2017-06-27 15:30:00,,Expiry Closing,,,,846.5608465608466,,,,,2017,FINNIFTY,6,2000000.0,1000000,
2017-05-31,9649.35,9270.0,379.3500000000004,9603.55,20%,9679.42,9527.679999999998,high,9550,2017-06-29,24,NIFTY17JUN9550PE,PE,2017-06-05 11:31:00,47.5,2017-06-29 15:30:00,36.5,Expiry Closing,11.0,0.84,10.16,837.696335078534,9214.659685863877,8510.994764397907,0.9214659685863874,0.8510994764397907,2017,NIFTY,6,2000000.0,1000000,0.42554973821989533
2017-05-31,23469.45,22240.6,1228.8500000000022,23394.1,35%,23824.1975,22964.0025,high,23000,2017-06-29,7,BANKNIFTY17JUN23000PE,PE,2017-06-22 10:42:00,7.35,2017-06-29 15:30:00,0.05,Expiry Closing,7.3,0.074,7.226,304.3478260869565,2221.7391304347825,2199.2173913043475,0.2221739130434782,0.2199217391304347,2017,BANKNIFTY,6,2000000.0,1000000,0.10996086956521738
2017-05-31,9649.35,9270.0,379.3500000000004,9603.55,20%,9679.42,9527.679999999998,low,9700,2017-06-29,2,NIFTY17JUN9700CE,CE,2017-06-27 10:31:00,4.5,2017-06-29 15:30:00,0.05,Expiry Closing,4.45,0.0455,4.4045000000000005,824.7422680412371,3670.1030927835054,3632.5773195876295,0.3670103092783505,0.363257731958763,2017,NIFTY,6,2000000.0,1000000,0.1816288659793815
2017-05-31,9529.2,9045.65,483.5500000000011,9480.95,10%,9529.305,9432.595,low,9550,2017-06-27,-3,FINNIFTY17JUN9550CE,CE,2017-06-30 09:20:00,,2017-06-27 15:30:00,,Expiry Closing,,,,837.696335078534,,,,,2017,FINNIFTY,6,2000000.0,1000000,
2017-06-30,9784.35,9419.6,364.75,9496.75,10%,9533.225,9460.275,low,9550,2017-07-25,22,FINNIFTY17JUL9550CE,CE,2017-07-03 09:25:00,,2017-07-17 10:56:00,,SL Hit,,,,837.696335078534,,,,,2017,FINNIFTY,7,2000000.0,1000000,
2017-06-30,9784.35,9419.6,364.75,9496.75,10%,9533.225,9460.275,high,9450,2017-07-25,22,FINNIFTY17JUL9450PE,PE,2017-07-03 10:56:00,,2017-07-25 15:30:00,,Expiry Closing,,,,846.5608465608466,,,,,2017,FINNIFTY,7,2000000.0,1000000,
2017-06-30,9706.3,9448.8,257.5,9587.95,20%,9639.45,9536.45,high,9550,2017-07-27,23,NIFTY17JUL9550PE,PE,2017-07-04 09:15:00,73.25,2017-07-27 15:30:00,0.05,Expiry Closing,73.2,0.733,72.467,837.696335078534,61319.37172774869,60705.34031413613,6.131937172774869,6.0705340314136125,2017,NIFTY,7,2000000.0,1000000,3.0352670157068062
2017-06-30,23896.9,22998.05,898.8500000000022,23240.35,35%,23554.9475,22925.7525,high,22900,2017-07-27,17,BANKNIFTY17JUL22900PE,PE,2017-07-10 09:15:00,123.15,2017-07-27 15:30:00,0.05,Expiry Closing,123.1,1.232,121.868,305.6768558951965,37628.82096069869,37252.227074235816,3.762882096069869,3.7252227074235815,2017,BANKNIFTY,7,2000000.0,1000000,1.8626113537117908
2017-07-31,10279.0,9457.4,821.6000000000004,10277.2,10%,10359.36,10195.04,low,10350,2017-08-29,27,FINNIFTY17AUG10350CE,CE,2017-08-02 15:28:00,,2017-08-29 15:30:00,,Expiry Closing,,,,772.9468599033817,,,,,2017,FINNIFTY,8,2000000.0,1000000,
2017-07-31,10114.75,9543.85,570.8999999999996,10101.05,20%,10215.23,9986.87,low,10200,2017-08-31,23,NIFTY17AUG10200CE,CE,2017-08-08 10:14:00,33.5,2017-08-31 15:30:00,0.05,Expiry Closing,33.45,0.3354999999999999,33.1145,784.3137254901961,26235.294117647063,25972.156862745094,2.6235294117647063,2.59721568627451,2017,NIFTY,8,2000000.0,1000000,1.2986078431372547
2017-07-31,25134.2,23144.5,1989.7000000000007,25152.85,35%,25849.245,24456.455,low,25800,2017-08-31,22,BANKNIFTY17AUG25800CE,CE,2017-08-09 09:20:00,22.2,2017-08-31 15:30:00,0.05,Expiry Closing,22.15,0.2225,21.9275,271.3178294573643,6009.689922480619,5949.321705426356,0.6009689922480619,0.5949321705426356,2017,BANKNIFTY,8,2000000.0,1000000,0.2974660852713178
2017-08-31,10290.0,9788.6,501.3999999999997,10122.5,10%,10172.64,10072.36,low,10150,2017-09-26,22,FINNIFTY17SEP10150CE,CE,2017-09-04 09:17:00,,2017-09-13 14:01:00,,SL Hit,,,,788.1773399014778,,,,,2017,FINNIFTY,9,2000000.0,1000000,
2017-08-31,10290.0,9788.6,501.3999999999997,10122.5,10%,10172.64,10072.36,high,10050,2017-09-26,15,FINNIFTY17SEP10050PE,PE,2017-09-11 09:15:00,,2017-09-26 15:30:00,,Expiry Closing,,,,796.0199004975125,,,,,2017,FINNIFTY,9,2000000.0,1000000,
2017-08-31,10136.3,9685.7,450.59999999999854,9937.65,20%,10027.77,9847.53,high,9850,2017-09-28,17,NIFTY17SEP9850PE,PE,2017-09-11 14:58:00,37.05,2017-09-28 15:30:00,75.85,Expiry Closing,-38.8,1.129,-39.929,812.1827411167512,-31512.690355329945,-32429.644670050755,-3.151269035532995,-3.2429644670050752,2017,NIFTY,9,2000000.0,1000000,-1.6214822335025376
2017-08-31,25196.45,23854.6,1341.8500000000022,24389.2,35%,24858.8475,23919.5525,high,23900,2017-09-28,15,BANKNIFTY17SEP23900PE,PE,2017-09-13 10:02:00,31.05,2017-09-27 14:08:00,111.9,SL Hit,-80.85000000000001,1.4295000000000002,-82.27950000000001,292.88702928870293,-23679.91631799164,-24098.598326359835,-2.367991631799164,-2.4098598326359832,2017,BANKNIFTY,9,2000000.0,1000000,-1.2049299163179916
2017-08-31,10136.3,9685.7,450.59999999999854,9937.65,20%,10027.77,9847.53,low,10050,2017-09-28,3,NIFTY17SEP10050CE,CE,2017-09-25 10:17:00,9.9,2017-09-28 15:30:00,0.05,Expiry Closing,9.85,0.0995,9.7505,796.0199004975125,7840.796019900497,7761.592039800995,0.7840796019900497,0.7761592039800995,2017,NIFTY,9,2000000.0,1000000,0.38807960199004976
2017-08-31,25196.45,23854.6,1341.8500000000022,24389.2,35%,24858.8475,23919.5525,low,24900,2017-09-28,1,BANKNIFTY17SEP24900CE,CE,2017-09-27 12:33:00,1.6,2017-09-28 15:30:00,0.1,Expiry Closing,1.5,0.017,1.483,281.12449799196787,421.6867469879518,416.9076305220884,0.0421686746987951,0.0416907630522088,2017,BANKNIFTY,9,2000000.0,1000000,0.020845381526104424
2017-09-30,10316.05,9768.6,547.4499999999989,9997.2,10%,10051.945,9942.455000000002,low,10050,2017-10-31,28,FINNIFTY17OCT10050CE,CE,2017-10-03 09:27:00,,2017-10-31 15:30:00,,Expiry Closing,,,,796.0199004975125,,,,,2017,FINNIFTY,10,2000000.0,1000000,
2017-09-30,10178.5,9688.4,490.1000000000004,9893.3,20%,9991.32,9795.28,high,9800,2017-10-26,17,NIFTY17OCT9800PE,PE,2017-10-09 09:32:00,34.6,2017-10-26 15:30:00,0.05,Expiry Closing,34.550000000000004,0.3465,34.203500000000005,816.3265306122449,28204.081632653066,27921.224489795924,2.820408163265306,2.7921224489795926,2017,NIFTY,10,2000000.0,1000000,1.3960612244897963
2017-09-30,10316.05,9768.6,547.4499999999989,9997.2,10%,10051.945,9942.455000000002,high,9950,2017-10-31,20,FINNIFTY17OCT9950PE,PE,2017-10-11 09:21:00,,2017-10-31 15:30:00,,Expiry Closing,,,,804.0201005025126,,,,,2017,FINNIFTY,10,2000000.0,1000000,
2017-09-30,25104.9,23613.2,1491.7000000000007,24200.6,35%,24722.695,23678.505,high,23700,2017-10-26,13,BANKNIFTY17OCT23700PE,PE,2017-10-13 13:09:00,26.55,2017-10-26 15:30:00,0.05,Expiry Closing,26.5,0.266,26.234,295.3586497890295,7827.004219409282,7748.438818565402,0.7827004219409283,0.7748438818565401,2017,BANKNIFTY,10,2000000.0,1000000,0.38742194092827004
2017-10-31,10271.65,9879.25,392.3999999999997,10289.6,10%,10328.84,10250.36,high,10250,2017-11-28,27,FINNIFTY17NOV10250PE,PE,2017-11-01 09:22:00,,2017-11-28 15:30:00,,Expiry Closing,,,,780.4878048780488,,,,,2017,FINNIFTY,11,2000000.0,1000000,
2017-10-31,25177.35,23914.05,1263.2999999999993,25197.3,35%,25639.455,24755.145,high,24800,2017-11-30,27,BANKNIFTY17NOV24800PE,PE,2017-11-03 13:58:00,123.0,2017-11-30 15:30:00,0.05,Expiry Closing,122.95,1.2305,121.7195,282.258064516129,34703.62903225807,34356.31048387096,3.470362903225807,3.4356310483870964,2017,BANKNIFTY,11,2000000.0,1000000,1.7178155241935482
2017-10-31,10384.25,9831.15,553.1000000000004,10390.35,20%,10500.97,10279.73,low,10500,2017-11-30,21,NIFTY17NOV10500CE,CE,2017-11-09 12:26:00,37.4,2017-11-24 10:03:00,20.6,SL Hit,16.799999999999997,0.58,16.22,761.9047619047619,12799.999999999998,12358.095238095237,1.2799999999999998,1.2358095238095237,2017,NIFTY,11,2000000.0,1000000,0.6179047619047618
2017-10-31,10271.65,9879.25,392.3999999999997,10289.6,10%,10328.84,10250.36,low,10350,2017-11-28,13,FINNIFTY17NOV10350CE,CE,2017-11-15 14:36:00,,2017-11-16 09:15:00,,SL Hit,,,,772.9468599033817,,,,,2017,FINNIFTY,11,2000000.0,1000000,
2017-11-30,10587.45,10238.5,348.9500000000007,10364.4,10%,10399.295,10329.505,low,10400,2017-12-26,25,FINNIFTY17DEC10400CE,CE,2017-12-01 09:56:00,,2017-12-26 15:30:00,,Expiry Closing,,,,769.2307692307693,,,,,2017,FINNIFTY,12,2000000.0,1000000,
2017-11-30,10490.4,10094.2,396.1999999999989,10263.7,20%,10342.94,10184.46,low,10350,2017-12-28,27,NIFTY17DEC10350CE,CE,2017-12-01 14:21:00,80.25,2017-12-20 09:15:00,135.25,SL Hit,-55.0,2.155,-57.155,772.9468599033817,-42512.077294686,-44177.77777777778,-4.251207729468599,-4.417777777777778,2017,NIFTY,12,2000000.0,1000000,-2.208888888888889
2017-11-30,25953.5,25120.25,833.25,25409.55,35%,25701.1875,25117.9125,low,25700,2017-12-28,24,BANKNIFTY17DEC25700CE,CE,2017-12-04 09:24:00,177.4,2017-12-28 15:30:00,0.05,Expiry Closing,177.35,1.7745000000000002,175.5755,272.3735408560311,48305.44747081712,47822.120622568094,4.830544747081712,4.782212062256809,2017,BANKNIFTY,12,2000000.0,1000000,2.3911060311284045
2017-11-30,10587.45,10238.5,348.9500000000007,10364.4,10%,10399.295,10329.505,high,10350,2017-12-26,15,FINNIFTY17DEC10350PE,PE,2017-12-11 14:55:00,,2017-12-13 14:15:00,,SL Hit,,,,772.9468599033817,,,,,2017,FINNIFTY,12,2000000.0,1000000,
2017-11-30,10490.4,10094.2,396.1999999999989,10263.7,20%,10342.94,10184.46,high,10200,2017-12-28,13,NIFTY17DEC10200PE,PE,2017-12-15 09:15:00,58.15,2017-12-18 09:15:00,123.75,SL Hit,-65.6,1.819,-67.419,784.3137254901961,-51450.98039215686,-52877.64705882353,-5.145098039215686,-5.287764705882353,2017,NIFTY,12,2000000.0,1000000,-2.6438823529411764
2017-11-30,25953.5,25120.25,833.25,25409.55,35%,25701.1875,25117.9125,high,25100,2017-12-28,10,BANKNIFTY17DEC25100PE,PE,2017-12-18 10:10:00,90.8,2017-12-28 15:30:00,0.05,Expiry Closing,90.75,0.9085,89.8415,278.8844621513944,25308.76494023904,25055.3984063745,2.530876494023904,2.50553984063745,2017,BANKNIFTY,12,2000000.0,1000000,1.252769920318725
2017-12-31,10556.8,10104.8,452.0,10479.65,10%,10524.85,10434.45,low,10500,2018-01-30,29,FINNIFTY18JAN10500CE,CE,2018-01-01 14:52:00,,2018-01-09 09:15:00,,SL Hit,,,,761.9047619047619,,,,,2018,FINNIFTY,1,2000000.0,1000000,
2017-12-31,10552.25,10033.7,518.5499999999993,10531.7,20%,10635.41,10427.990000000002,low,10650,2018-01-25,24,NIFTY18JAN10650CE,CE,2018-01-01 15:07:00,53.85,2018-01-05 09:38:00,65.8,SL Hit,-11.949999999999996,1.1965,-13.146499999999996,751.1737089201878,-8976.52582159624,-9875.305164319245,-0.8976525821596241,-0.9875305164319244,2018,NIFTY,1,2000000.0,1000000,-0.49376525821596223
2017-12-31,10556.8,10104.8,452.0,10479.65,10%,10524.85,10434.45,high,10450,2018-01-30,22,FINNIFTY18JAN10450PE,PE,2018-01-08 09:19:00,,2018-01-30 15:30:00,,Expiry Closing,,,,765.5502392344498,,,,,2018,FINNIFTY,1,2000000.0,1000000,
2017-12-31,10552.25,10033.7,518.5499999999993,10531.7,20%,10635.41,10427.990000000002,high,10450,2018-01-25,16,NIFTY18JAN10450PE,PE,2018-01-09 09:15:00,44.4,2018-01-25 15:30:00,0.05,Expiry Closing,44.35,0.4444999999999999,43.9055,765.5502392344498,33952.15311004785,33611.86602870814,3.3952153110047854,3.3611866028708137,2018,NIFTY,1,2000000.0,1000000,1.6805933014354069
2017-12-31,25779.05,24617.15,1161.8999999999978,25565.75,35%,25972.415,25159.085,high,25200,2018-01-25,10,BANKNIFTY18JAN25200PE,PE,2018-01-15 10:02:00,32.95,2018-01-25 15:30:00,0.05,Expiry Closing,32.900000000000006,0.33,32.57000000000001,277.77777777777777,9138.88888888889,9047.222222222224,0.913888888888889,0.9047222222222224,2018,BANKNIFTY,1,2000000.0,1000000,0.4523611111111112
2018-01-31,11368.5,10351.35,1017.1499999999996,11252.25,10%,11353.965,11150.535,low,11350,2018-02-27,26,FINNIFTY18FEB11350CE,CE,2018-02-01 12:42:00,,2018-02-27 15:30:00,,Expiry Closing,,,,704.8458149779735,,,,,2018,FINNIFTY,2,2000000.0,1000000,
2018-01-31,11171.3,10405.1,766.1999999999989,11044.55,20%,11197.79,10891.31,low,11200,2018-02-22,21,NIFTY18FEB11200CE,CE,2018-02-01 12:46:00,39.15,2018-02-22 15:30:00,0.05,Expiry Closing,39.1,0.3919999999999999,38.708,714.2857142857143,27928.57142857143,27648.571428571428,2.792857142857143,2.7648571428571427,2018,NIFTY,2,2000000.0,1000000,1.3824285714285713
2018-01-31,27651.35,25234.65,2416.699999999997,27334.85,35%,28180.695,26489.005,low,28200,2018-02-22,20,BANKNIFTY18FEB28200CE,CE,2018-02-02 15:03:00,26.0,2018-02-22 15:30:00,0.05,Expiry Closing,25.95,0.2605,25.6895,248.22695035460995,6441.489361702127,6376.826241134751,0.6441489361702127,0.6376826241134751,2018,BANKNIFTY,2,2000000.0,1000000,0.31884131205673755
2018-02-28,11337.4,10268.5,1068.8999999999996,10416.4,10%,10523.29,10309.51,low,10500,2018-03-27,22,FINNIFTY18MAR10500CE,CE,2018-03-05 09:15:00,,2018-03-27 15:30:00,,Expiry Closing,,,,761.9047619047619,,,,,2018,FINNIFTY,3,2000000.0,1000000,
2018-02-28,11117.0,10282.0,835.0,10479.95,20%,10646.95,10312.95,low,10650,2018-03-28,22,NIFTY18MAR10650CE,CE,2018-03-06 14:48:00,29.95,2018-03-28 15:30:00,0.05,Expiry Closing,29.9,0.3,29.6,751.1737089201878,22460.093896713614,22234.74178403756,2.2460093896713613,2.223474178403756,2018,NIFTY,3,2000000.0,1000000,1.111737089201878
2018-02-28,27612.4,24782.1,2830.300000000003,25022.35,35%,26012.955,24031.745,low,26000,2018-03-28,5,BANKNIFTY18MAR26000CE,CE,2018-03-23 09:15:00,1.25,2018-03-28 15:30:00,0.05,Expiry Closing,1.2,0.013,1.187,269.2307692307692,323.07692307692304,319.5769230769231,0.0323076923076923,0.0319576923076923,2018,BANKNIFTY,3,2000000.0,1000000,0.015978846153846156
2018-03-31,10482.15,9934.65,547.5,10199.75,10%,10254.5,10145.0,high,10150,2018-04-24,22,FINNIFTY18APR10150PE,PE,2018-04-02 13:37:00,,2018-04-24 15:30:00,,Expiry Closing,,,,788.1773399014778,,,,,2018,FINNIFTY,4,2000000.0,1000000,
2018-03-31,10525.3,9952.1,573.1999999999989,10151.65,20%,10266.29,10037.01,high,10050,2018-04-26,22,NIFTY18APR10050PE,PE,2018-04-04 09:15:00,70.4,2018-04-26 15:30:00,0.05,Expiry Closing,70.35000000000001,0.7045,69.64550000000001,796.0199004975125,56000.00000000001,55439.20398009952,5.6000000000000005,5.543920398009952,2018,NIFTY,4,2000000.0,1000000,2.771960199004976
2018-03-31,10482.15,9934.65,547.5,10199.75,10%,10254.5,10145.0,low,10250,2018-04-24,20,FINNIFTY18APR10250CE,CE,2018-04-04 14:55:00,,2018-04-06 14:59:00,,SL Hit,,,,780.4878048780488,,,,,2018,FINNIFTY,4,2000000.0,1000000,
2018-03-31,25225.3,23605.9,1619.3999999999978,24235.65,35%,24802.44,23668.86,high,23700,2018-04-26,21,BANKNIFTY18APR23700PE,PE,2018-04-05 15:22:00,98.0,2018-04-26 15:30:00,0.05,Expiry Closing,97.95,0.9805,96.9695,295.3586497890295,28930.37974683544,28640.7805907173,2.893037974683544,2.86407805907173,2018,BANKNIFTY,4,2000000.0,1000000,1.432039029535865
2018-04-30,10758.9,10111.55,647.3500000000004,10783.85,20%,10913.32,10654.38,low,10900,2018-05-31,28,NIFTY18MAY10900CE,CE,2018-05-03 11:12:00,43.4,2018-05-09 13:19:00,78.55,SL Hit,-35.15,1.2194999999999998,-36.3695,733.9449541284404,-25798.16513761468,-26693.21100917431,-2.579816513761468,-2.669321100917431,2018,NIFTY,5,2000000.0,1000000,-1.3346605504587155
2018-04-30,10722.5,10143.6,578.8999999999996,10721.85,10%,10779.74,10663.96,high,10650,2018-05-29,22,FINNIFTY18MAY10650PE,PE,2018-05-07 12:24:00,,2018-05-29 15:30:00,,Expiry Closing,,,,751.1737089201878,,,,,2018,FINNIFTY,5,2000000.0,1000000,
2018-04-30,25616.5,24065.45,1551.0499999999993,25607.05,35%,26149.9175,25064.1825,high,25100,2018-05-31,22,BANKNIFTY18MAY25100PE,PE,2018-05-09 13:05:00,120.45,2018-05-31 15:30:00,0.05,Expiry Closing,120.4,1.205,119.195,278.8844621513944,33577.68924302789,33241.63346613546,3.357768924302789,3.3241633466135463,2018,BANKNIFTY,5,2000000.0,1000000,1.6620816733067731
2018-04-30,10758.9,10111.55,647.3500000000004,10783.85,20%,10913.32,10654.38,high,10650,2018-05-31,16,NIFTY18MAY10650PE,PE,2018-05-15 10:09:00,30.1,2018-05-31 15:30:00,0.05,Expiry Closing,30.05,0.3015,29.7485,751.1737089201878,22572.769953051644,22346.291079812207,2.257276995305164,2.234629107981221,2018,NIFTY,5,2000000.0,1000000,1.1173145539906104
2018-04-30,10722.5,10143.6,578.8999999999996,10721.85,10%,10779.74,10663.96,low,10800,2018-05-29,6,FINNIFTY18MAY10800CE,CE,2018-05-23 15:03:00,,2018-05-24 12:54:00,,SL Hit,,,,740.7407407407408,,,,,2018,FINNIFTY,5,2000000.0,1000000,
2018-05-31,11191.15,10639.55,551.6000000000004,11119.8,10%,11174.96,11064.64,low,11150,2018-06-26,25,FINNIFTY18JUN11150CE,CE,2018-06-01 11:56:00,,2018-06-22 14:53:00,,SL Hit,,,,717.4887892376681,,,,,2018,FINNIFTY,6,2000000.0,1000000,
2018-05-31,11191.15,10639.55,551.6000000000004,11119.8,10%,11174.96,11064.64,high,11050,2018-06-26,22,FINNIFTY18JUN11050PE,PE,2018-06-04 09:15:00,,2018-06-26 15:30:00,,Expiry Closing,,,,723.9819004524887,,,,,2018,FINNIFTY,6,2000000.0,1000000,
2018-05-31,27162.65,25469.9,1692.75,26913.4,35%,27505.862500000003,26320.9375,low,27500,2018-06-28,24,BANKNIFTY18JUN27500CE,CE,2018-06-04 14:09:00,66.5,2018-06-28 15:30:00,0.1,Expiry Closing,66.4,0.6659999999999999,65.73400000000001,254.54545454545453,16901.818181818184,16732.29090909091,1.6901818181818185,1.6732290909090908,2018,BANKNIFTY,6,2000000.0,1000000,0.8366145454545454
2018-05-31,10928.95,10417.95,511.0,10738.45,20%,10840.65,10636.25,low,10850,2018-06-28,24,NIFTY18JUN10850CE,CE,2018-06-04 14:12:00,46.4,2018-06-28 15:30:00,0.05,Expiry Closing,46.35,0.4644999999999999,45.8855,737.3271889400921,34175.115207373274,33832.6267281106,3.4175115207373272,3.38326267281106,2018,NIFTY,6,2000000.0,1000000,1.69163133640553
2018-05-31,10928.95,10417.95,511.0,10738.45,20%,10840.65,10636.25,high,10650,2018-06-28,17,NIFTY18JUN10650PE,PE,2018-06-11 12:54:00,54.25,2018-06-28 15:30:00,52.7,Expiry Closing,1.5499999999999972,1.0695,0.480499999999997,751.1737089201878,1164.319248826289,360.938967136148,0.1164319248826288,0.0360938967136148,2018,NIFTY,6,2000000.0,1000000,0.0180469483568074
