Date,Previous Day High,Previous Day Low,Daily Range,Today Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Initial SL,Exit Time,Exit Price,Max High,Max Low,Remark,Points,Slippage,Points w cs,Leverage,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year
2017-01-13,18965.7,18806.25,159.45000000000073,18949.7,25%,18989.5625,18909.8375,low,19000,2017-01-19,6,BANKNIFTY1711919000CE,CE,2017-01-13 09:20:00,99.35,149.02499999999998,2017-01-19 15:20:00,87.65,110.0,56.0,EOD Closing,11.699999999999989,1.87,9.829999999999988,6,3157.8947368421054,36947.3684210526,31042.105263157857,0.36947368421052595,0.31042105263157854,2017
2017-01-16,18950.15,18781.6,168.5500000000029,18899.7,25%,18941.8375,18857.5625,high,18900,2017-01-19,3,BANKNIFTY1711918900PE,PE,2017-01-16 09:28:00,101.7,152.55,2017-01-19 15:20:00,46.95,132.5,40.0,EOD Closing,54.75,1.4865000000000002,53.2635,6,3174.6031746031745,173809.52380952382,169090.47619047618,1.7380952380952381,1.690904761904762,2017
2017-01-17,19134.5,18866.65,267.84999999999854,19128.15,25%,19195.112500000003,19061.1875,high,19100,2017-01-19,2,BANKNIFTY1711919100PE,PE,2017-01-17 09:54:00,75.45,113.17500000000001,2017-01-17 10:40:00,113.17500000000001,157.75,73.5,SL Hit,-37.72500000000001,1.88625,-39.611250000000005,6,3141.361256544503,-118507.8534031414,-124433.24607329845,-1.185078534031414,-1.2443324607329846,2017
2017-01-17,19134.5,18866.65,267.84999999999854,19128.15,25%,19195.112500000003,19061.1875,low,19200,2017-01-19,2,BANKNIFTY1711919200CE,CE,2017-01-17 11:26:00,55.15,82.725,2017-01-19 15:20:00,55.1,66.8,38.45,EOD Closing,0.04999999999999716,1.1025,-1.0525000000000029,6,3125.0,156.24999999999113,-3289.062500000009,0.0015624999999999112,-0.03289062500000009,2017
2017-01-18,19202.15,18981.85,220.3000000000029,19074.85,25%,19129.925,19019.774999999998,high,19000,2017-01-19,1,BANKNIFTY1711919000PE,PE,2017-01-18 09:15:00,43.0,64.5,2017-01-19 15:20:00,14.65,44.0,12.0,EOD Closing,28.35,0.5765,27.773500000000002,6,3157.8947368421054,89526.3157894737,87705.78947368423,0.8952631578947369,0.8770578947368423,2017
2017-01-19,19276.25,19074.85,201.40000000000146,19165.35,25%,19215.699999999997,19115.0,low,19200,2017-01-19,0,BANKNIFTY1711919200CE,CE,2017-01-19 09:17:00,22.6,33.900000000000006,2017-01-19 09:23:00,33.900000000000006,35.6,0.05,SL Hit,-11.300000000000004,0.5650000000000001,-11.865000000000004,6,3125.0,-35312.500000000015,-37078.125000000015,-0.35312500000000013,-0.3707812500000001,2017
2017-01-20,19184.1,19047.1,137.0,18996.6,25%,19030.85,18962.35,high,19000,2017-01-25,5,BANKNIFTY17JAN19000PE,PE,2017-01-20 09:15:00,103.6,155.39999999999998,2017-01-20 13:00:00,155.39999999999998,235.0,93.25,SL Hit,-51.79999999999998,2.59,-54.389999999999986,6,3157.8947368421054,-163578.947368421,-171757.89473684208,-1.6357894736842102,-1.7175789473684206,2017
2017-01-20,19184.1,19047.1,137.0,18996.6,25%,19030.85,18962.35,low,19000,2017-01-25,5,BANKNIFTY17JAN19000CE,CE,2017-01-20 09:15:00,172.0,258.0,2017-01-25 15:20:00,69.95,189.95,65.0,EOD Closing,102.05,2.4194999999999998,99.6305,6,3157.8947368421054,322263.15789473685,314622.63157894736,3.2226315789473685,3.1462263157894736,2017
2017-01-23,19070.05,18793.35,276.7000000000007,18762.0,25%,18831.175,18692.825,high,18700,2017-01-25,2,BANKNIFTY17JAN18700PE,PE,2017-01-23 09:36:00,48.25,72.375,2017-01-25 15:20:00,30.75,65.4,23.2,EOD Closing,17.5,0.79,16.71,6,3208.5561497326203,56149.73262032086,53614.97326203209,0.5614973262032086,0.5361497326203208,2017
2017-01-24,18908.75,18725.05,183.70000000000073,18931.0,25%,18976.925,18885.075,high,18900,2017-01-25,1,BANKNIFTY17JAN18900PE,PE,2017-01-24 09:16:00,43.65,65.475,2017-01-25 15:20:00,16.75,51.3,10.55,EOD Closing,26.9,0.604,26.296,6,3174.6031746031745,85396.82539682538,83479.36507936507,0.8539682539682539,0.8347936507936508,2017
2017-01-25,19051.9,18918.6,133.3000000000029,19120.05,25%,19153.375,19086.725,high,19100,2017-01-25,0,BANKNIFTY17JAN19100PE,PE,2017-01-25 09:15:00,20.95,31.424999999999997,2017-01-25 15:20:00,0.1,30.6,0.05,EOD Closing,20.849999999999998,0.21050000000000002,20.639499999999998,6,3141.361256544503,65497.38219895287,64836.12565445026,0.6549738219895287,0.6483612565445026,2017
2017-01-27,19517.7,19118.35,399.3500000000022,19588.4,25%,19688.237500000003,19488.5625,high,19500,2017-02-02,6,BANKNIFTY1720219500PE,PE,2017-01-27 10:47:00,141.6,212.39999999999998,2017-02-02 15:20:00,147.45,172.85,125.5,EOD Closing,-5.849999999999994,2.8904999999999994,-8.740499999999994,6,3076.923076923077,-17999.999999999985,-26893.846153846138,-0.17999999999999985,-0.26893846153846135,2017
2017-01-30,19794.9,19536.1,258.8000000000029,19718.8,25%,19783.5,19654.1,low,19800,2017-02-02,3,BANKNIFTY1720219800CE,CE,2017-01-30 09:41:00,187.3,280.95000000000005,2017-02-02 15:20:00,161.5,220.0,160.95,EOD Closing,25.80000000000001,3.488,22.312000000000012,6,3030.3030303030305,78181.81818181822,67612.12121212124,0.7818181818181822,0.6761212121212125,2017
2017-01-31,19765.25,19561.1,204.15000000000146,19533.2,25%,19584.237500000003,19482.1625,high,19500,2017-02-02,2,BANKNIFTY1720219500PE,PE,2017-01-31 12:58:00,181.05,271.57500000000005,2017-02-02 15:20:00,204.3,217.0,152.7,EOD Closing,-23.25,3.8535000000000004,-27.1035,6,3076.923076923077,-71538.46153846155,-83395.38461538462,-0.7153846153846155,-0.8339538461538462,2017
2017-01-31,19765.25,19561.1,204.15000000000146,19533.2,25%,19584.237500000003,19482.1625,low,19600,2017-02-02,2,BANKNIFTY1720219600CE,CE,2017-01-31 09:30:00,196.0,294.0,2017-02-02 15:20:00,193.3,259.5,183.7,EOD Closing,2.6999999999999886,3.8930000000000002,-1.1930000000000116,6,3061.2244897959185,8265.306122448945,-3652.0408163265665,0.08265306122448945,-0.03652040816326566,2017
2017-02-01,19622.9,19435.75,187.15000000000146,19522.4,25%,19569.1875,19475.612500000003,high,19500,2017-02-02,1,BANKNIFTY1720219500PE,PE,2017-02-01 09:17:00,186.4,279.6,2017-02-02 15:20:00,4.7,239.75,3.1,EOD Closing,181.70000000000002,1.911,179.78900000000002,6,3076.923076923077,559076.9230769231,553196.9230769231,5.590769230769231,5.531969230769231,2017
2017-02-01,19622.9,19435.75,187.15000000000146,19522.4,25%,19569.1875,19475.612500000003,low,19600,2017-02-02,1,BANKNIFTY1720219600CE,CE,2017-02-01 12:18:00,173.05,259.57500000000005,2017-02-01 13:03:00,259.57500000000005,460.9,140.2,SL Hit,-86.52500000000003,4.326250000000001,-90.85125000000004,6,3061.2244897959185,-264872.44897959195,-278116.07142857154,-2.6487244897959195,-2.7811607142857153,2017
2017-02-03,20145.9,19915.8,230.10000000000218,20061.9,25%,20119.425000000003,20004.375,high,20000,2017-02-09,6,BANKNIFTY1720920000PE,PE,2017-02-03 09:28:00,133.95,200.92499999999998,2017-02-09 15:20:00,91.6,149.0,82.05,EOD Closing,42.349999999999994,2.2555,40.0945,6,3000.0,127049.99999999999,120283.49999999999,1.2704999999999997,1.2028349999999999,2017
2017-02-06,20228.95,20012.75,216.20000000000073,20307.15,25%,20361.2,20253.100000000002,high,20300,2017-02-09,3,BANKNIFTY1720920300PE,PE,2017-02-06 09:18:00,120.0,180.0,2017-02-09 15:20:00,119.7,158.75,97.5,EOD Closing,0.29999999999999716,2.397,-2.0970000000000026,6,2955.6650246305417,886.6995073891541,-6198.029556650254,0.00886699507389154,-0.06198029556650254,2017
2017-02-07,20461.3,20307.15,154.14999999999782,20367.3,25%,20405.837499999998,20328.7625,high,20300,2017-02-09,2,BANKNIFTY1720920300PE,PE,2017-02-07 12:50:00,109.7,164.55,2017-02-09 15:20:00,126.5,148.85,102.0,EOD Closing,-16.799999999999997,2.362,-19.162,6,2955.6650246305417,-49655.172413793094,-56636.453201970435,-0.49655172413793097,-0.5663645320197044,2017
2017-02-07,20461.3,20307.15,154.14999999999782,20367.3,25%,20405.837499999998,20328.7625,low,20400,2017-02-09,2,BANKNIFTY1720920400CE,CE,2017-02-07 09:15:00,128.85,193.27499999999998,2017-02-09 15:20:00,121.0,158.6,102.35,EOD Closing,7.849999999999994,2.4985,5.351499999999994,6,2941.176470588235,23088.23529411763,15739.705882352924,0.2308823529411763,0.15739705882352922,2017
2017-02-08,20426.8,20282.45,144.34999999999854,20335.25,25%,20371.3375,20299.1625,low,20400,2017-02-09,1,BANKNIFTY1720920400CE,CE,2017-02-08 09:31:00,115.6,173.39999999999998,2017-02-09 15:20:00,54.6,117.5,13.9,EOD Closing,60.99999999999999,1.702,59.297999999999995,6,2941.176470588235,179411.76470588232,174405.88235294115,1.7941176470588234,1.7440588235294114,2017
2017-02-09,20360.4,20070.8,289.6000000000022,20312.65,25%,20385.050000000003,20240.25,high,20200,2017-02-09,0,BANKNIFTY1720920200PE,PE,2017-02-09 09:17:00,7.55,11.325,2017-02-09 10:08:00,11.325,174.7,5.0,SL Hit,-3.7749999999999995,0.18875,-3.9637499999999997,6,2970.29702970297,-11212.87128712871,-11773.514851485146,-0.11212871287128709,-0.11773514851485146,2017
2017-02-09,20360.4,20070.8,289.6000000000022,20312.65,25%,20385.050000000003,20240.25,low,20400,2017-02-09,0,BANKNIFTY1720920400CE,CE,2017-02-09 10:17:00,12.05,18.075000000000003,2017-02-09 15:20:00,0.05,17.2,0.05,EOD Closing,12.0,0.12100000000000001,11.879,6,2941.176470588235,35294.117647058825,34938.23529411764,0.35294117647058826,0.3493823529411764,2017
2017-02-13,20309.2,20167.1,142.10000000000218,20273.65,25%,20309.175000000003,20238.125,low,20300,2017-02-16,3,BANKNIFTY1721620300CE,CE,2017-02-13 09:22:00,113.6,170.39999999999998,2017-02-16 15:20:00,99.0,123.0,51.0,EOD Closing,14.599999999999994,2.126,12.473999999999995,6,2955.6650246305417,43152.70935960589,36868.96551724136,0.4315270935960589,0.36868965517241364,2017
2017-02-14,20304.15,20117.05,187.10000000000218,20304.5,25%,20351.275,20257.725,low,20400,2017-02-16,2,BANKNIFTY1721620400CE,CE,2017-02-14 09:15:00,57.0,85.5,2017-02-16 15:20:00,47.1,70.7,34.1,EOD Closing,9.899999999999999,1.041,8.858999999999998,6,2941.176470588235,29117.647058823524,26055.88235294117,0.29117647058823526,0.26055882352941173,2017
2017-02-15,20304.5,20158.95,145.54999999999927,20282.1,25%,20318.4875,20245.712499999998,high,20200,2017-02-16,1,BANKNIFTY1721620200PE,PE,2017-02-15 09:18:00,49.0,73.5,2017-02-15 11:26:00,73.5,137.0,33.95,SL Hit,-24.5,1.225,-25.725,6,2970.29702970297,-72772.27722772276,-76410.8910891089,-0.7277227722772276,-0.764108910891089,2017
2017-02-15,20304.5,20158.95,145.54999999999927,20282.1,25%,20318.4875,20245.712499999998,low,20300,2017-02-16,1,BANKNIFTY1721620300CE,CE,2017-02-15 11:14:00,67.55,101.32499999999999,2017-02-16 15:20:00,29.25,76.95,26.1,EOD Closing,38.3,0.968,37.331999999999994,6,2955.6650246305417,113201.97044334974,110340.88669950736,1.1320197044334974,1.1034088669950737,2017
2017-02-16,20366.7,20116.55,250.15000000000146,20243.25,25%,20305.7875,20180.7125,low,20300,2017-02-16,0,BANKNIFTY1721620300CE,CE,2017-02-16 09:19:00,20.8,31.200000000000003,2017-02-16 12:03:00,31.200000000000003,33.1,0.05,SL Hit,-10.400000000000002,0.52,-10.920000000000002,6,2955.6650246305417,-30738.91625615764,-32275.86206896552,-0.3073891625615764,-0.3227586206896552,2017
2017-02-17,20295.55,20088.4,207.14999999999782,20918.45,25%,20970.2375,20866.662500000002,high,20900,2017-02-23,6,BANKNIFTY17FEB20900PE,PE,2017-02-17 09:15:00,374.4,561.5999999999999,2017-02-23 15:20:00,397.0,489.95,256.45,EOD Closing,-22.600000000000023,7.7139999999999995,-30.31400000000002,6,2870.813397129187,-64880.38277511969,-87025.83732057422,-0.6488038277511969,-0.8702583732057423,2017
2017-02-17,20295.55,20088.4,207.14999999999782,20918.45,25%,20970.2375,20866.662500000002,low,21000,2017-02-23,6,BANKNIFTY17FEB21000CE,CE,2017-02-17 09:33:00,31.7,47.55,2017-02-17 12:00:00,47.55,58.8,17.35,SL Hit,-15.849999999999998,0.7925,-16.6425,6,2857.1428571428573,-45285.71428571428,-47550.0,-0.4528571428571428,-0.4755,2017
2017-02-20,21031.65,20452.6,579.0500000000029,20494.85,25%,20639.6125,20350.087499999998,high,20400,2017-02-23,3,BANKNIFTY17FEB20400PE,PE,2017-02-20 15:08:00,42.85,64.275,2017-02-23 15:20:00,32.8,43.0,30.4,EOD Closing,10.050000000000004,0.7565000000000001,9.293500000000003,6,2941.176470588235,29558.823529411777,27333.823529411773,0.29558823529411776,0.2733382352941177,2017
2017-02-21,20702.6,20474.85,227.75,20695.9,25%,20752.8375,20638.9625,high,20600,2017-02-23,2,BANKNIFTY17FEB20600PE,PE,2017-02-21 14:36:00,45.65,68.475,2017-02-23 15:20:00,24.1,45.25,17.45,EOD Closing,21.549999999999997,0.6975,20.852499999999996,6,2912.621359223301,62766.99029126213,60735.43689320388,0.6276699029126213,0.6073543689320388,2017
2017-02-21,20702.6,20474.85,227.75,20695.9,25%,20752.8375,20638.9625,low,20800,2017-02-23,2,BANKNIFTY17FEB20800CE,CE,2017-02-21 09:17:00,48.45,72.67500000000001,2017-02-21 14:47:00,72.67500000000001,133.95,63.55,SL Hit,-24.22500000000001,1.2112500000000002,-25.43625000000001,6,2884.6153846153848,-69879.80769230772,-73373.7980769231,-0.6987980769230772,-0.733737980769231,2017
2017-02-22,20900.65,20619.5,281.15000000000146,20937.6,25%,21007.887499999997,20867.3125,low,21000,2017-02-23,1,BANKNIFTY17FEB21000CE,CE,2017-02-22 09:15:00,37.0,55.5,2017-02-22 09:25:00,55.5,59.95,24.0,SL Hit,-18.5,0.925,-19.425,6,2857.1428571428573,-52857.14285714286,-55500.00000000001,-0.5285714285714287,-0.555,2017
2017-02-23,20958.25,20830.85,127.40000000000146,20887.65,25%,20919.5,20855.800000000003,high,20900,2017-02-23,0,BANKNIFTY17FEB20900PE,PE,2017-02-23 09:39:00,64.0,96.0,2017-02-23 15:20:00,21.85,75.65,5.25,EOD Closing,42.15,0.8584999999999999,41.2915,6,2870.813397129187,121004.78468899522,118540.19138755981,1.2100478468899523,1.185401913875598,2017
2017-02-23,20958.25,20830.85,127.40000000000146,20887.65,25%,20919.5,20855.800000000003,low,20900,2017-02-23,0,BANKNIFTY17FEB20900CE,CE,2017-02-23 09:15:00,47.15,70.725,2017-02-23 10:10:00,70.725,130.0,0.05,SL Hit,-23.574999999999996,1.17875,-24.753749999999997,6,2870.813397129187,-67679.42583732057,-71063.3971291866,-0.6767942583732056,-0.710633971291866,2017
2017-02-27,21011.9,20833.85,178.0500000000029,20853.45,25%,20897.9625,20808.9375,low,20900,2017-03-02,3,BANKNIFTY1730220900CE,CE,2017-02-27 09:15:00,94.25,141.375,2017-03-02 15:20:00,42.9,102.3,37.45,EOD Closing,51.35,1.3715000000000002,49.978500000000004,6,2870.813397129187,147416.26794258374,143478.94736842107,1.4741626794258376,1.4347894736842106,2017
2017-02-28,20853.45,20587.65,265.7999999999993,20632.85,25%,20699.3,20566.399999999998,low,20700,2017-03-02,2,BANKNIFTY1730220700CE,CE,2017-02-28 11:42:00,74.4,111.60000000000001,2017-03-02 15:20:00,74.0,88.7,66.45,EOD Closing,0.4000000000000057,1.484,-1.0839999999999943,6,2898.550724637681,1159.4202898550889,-3142.0289855072297,0.01159420289855089,-0.031420289855072295,2017
2017-03-01,20680.7,20560.6,120.10000000000218,20698.9,25%,20728.925000000003,20668.875,high,20700,2017-03-02,1,BANKNIFTY1730220700PE,PE,2017-03-01 09:21:00,73.6,110.39999999999999,2017-03-02 15:20:00,25.75,74.0,20.1,EOD Closing,47.849999999999994,0.9934999999999999,46.8565,6,2898.550724637681,138695.65217391303,135815.9420289855,1.3869565217391302,1.358159420289855,2017
2017-03-02,20833.55,20680.8,152.75,20885.0,25%,20923.1875,20846.8125,low,20900,2017-03-02,0,BANKNIFTY1730220900CE,CE,2017-03-02 09:22:00,39.6,59.400000000000006,2017-03-02 15:20:00,0.05,49.5,0.05,EOD Closing,39.550000000000004,0.3965,39.1535,6,2870.813397129187,113540.66985645935,112402.39234449762,1.1354066985645934,1.1240239234449763,2017
2017-03-03,20901.0,20518.5,382.5,20572.85,25%,20668.475,20477.225,low,20700,2017-03-09,6,BANKNIFTY1730920700CE,CE,2017-03-03 09:19:00,77.8,116.69999999999999,2017-03-09 15:20:00,77.45,91.0,57.15,EOD Closing,0.3499999999999943,1.5525,-1.2025000000000057,6,2898.550724637681,1014.4927536231719,-3485.507246376828,0.010144927536231719,-0.03485507246376828,2017
2017-03-06,20572.85,20423.7,149.14999999999782,20548.95,25%,20586.2375,20511.662500000002,high,20500,2017-03-09,3,BANKNIFTY1730920500PE,PE,2017-03-06 09:15:00,91.05,136.575,2017-03-09 15:20:00,46.5,96.65,40.95,EOD Closing,44.55,1.3755000000000002,43.174499999999995,6,2926.829268292683,130390.24390243902,126364.39024390242,1.3039024390243903,1.2636439024390242,2017
2017-03-07,20727.1,20536.95,190.14999999999782,20685.95,25%,20733.4875,20638.412500000002,low,20700,2017-03-09,2,BANKNIFTY1730920700CE,CE,2017-03-07 09:24:00,92.3,138.45,2017-03-09 15:20:00,86.3,97.85,64.5,EOD Closing,6.0,1.786,4.214,6,2898.550724637681,17391.304347826088,12214.49275362319,0.1739130434782609,0.1221449275362319,2017
2017-03-08,20700.6,20586.6,114.0,20630.15,25%,20658.65,20601.65,high,20600,2017-03-09,1,BANKNIFTY1730920600PE,PE,2017-03-08 09:15:00,62.0,93.0,2017-03-08 11:04:00,93.0,110.0,27.0,SL Hit,-31.0,1.55,-32.55,6,2912.621359223301,-90291.26213592234,-94805.82524271845,-0.9029126213592235,-0.9480582524271846,2017
2017-03-08,20700.6,20586.6,114.0,20630.15,25%,20658.65,20601.65,low,20700,2017-03-09,1,BANKNIFTY1730920700CE,CE,2017-03-08 11:03:00,58.0,87.0,2017-03-08 13:22:00,87.0,96.45,35.05,SL Hit,-29.0,1.45,-30.45,6,2898.550724637681,-84057.97101449275,-88260.86956521739,-0.8405797101449275,-0.8826086956521738,2017
2017-03-09,20714.05,20535.4,178.64999999999782,20620.55,25%,20665.212499999998,20575.8875,high,20600,2017-03-09,0,BANKNIFTY1730920600PE,PE,2017-03-09 09:19:00,36.1,54.150000000000006,2017-03-09 15:20:00,0.05,44.6,0.05,EOD Closing,36.050000000000004,0.3615,35.688500000000005,6,2912.621359223301,105000.00000000001,103947.0873786408,1.0500000000000003,1.039470873786408,2017
2017-03-10,20777.15,20605.85,171.3000000000029,20825.9,25%,20868.725000000002,20783.075,high,20800,2017-03-16,6,BANKNIFTY1731620800PE,PE,2017-03-10 09:15:00,184.55,276.82500000000005,2017-03-10 14:05:00,276.82500000000005,287.0,184.8,SL Hit,-92.27500000000003,4.6137500000000005,-96.88875000000003,6,2884.6153846153848,-266177.88461538474,-279486.77884615393,-2.6617788461538474,-2.794867788461539,2017
2017-03-10,20777.15,20605.85,171.3000000000029,20825.9,25%,20868.725000000002,20783.075,low,20900,2017-03-16,6,BANKNIFTY1731620900CE,CE,2017-03-10 09:35:00,176.25,264.375,2017-03-16 15:20:00,156.55,194.4,129.8,EOD Closing,19.69999999999999,3.3280000000000003,16.37199999999999,6,2870.813397129187,56555.02392344495,47000.95693779901,0.5655502392344495,0.47000956937799016,2017
2017-03-14,20874.1,20653.5,220.59999999999854,21189.85,25%,21245.0,21134.699999999997,high,21100,2017-03-16,2,BANKNIFTY1731621100PE,PE,2017-03-14 09:15:00,109.4,164.10000000000002,2017-03-16 15:20:00,107.1,146.3,87.55,EOD Closing,2.3000000000000114,2.165,0.13500000000001133,6,2843.6018957345973,6540.284360189606,383.8862559242029,0.06540284360189605,0.0038388625592420283,2017
2017-03-14,20874.1,20653.5,220.59999999999854,21189.85,25%,21245.0,21134.699999999997,low,21200,2017-03-16,2,BANKNIFTY1731621200CE,CE,2017-03-14 09:19:00,103.5,155.25,2017-03-16 15:20:00,65.4,111.1,56.5,EOD Closing,38.099999999999994,1.689,36.410999999999994,6,2830.188679245283,107830.18867924526,103049.99999999997,1.0783018867924525,1.0304999999999995,2017
2017-03-15,21272.3,21062.0,210.29999999999927,21089.4,25%,21141.975000000002,21036.825,high,21000,2017-03-16,1,BANKNIFTY1731621000PE,PE,2017-03-15 09:51:00,32.75,49.125,2017-03-16 15:20:00,30.65,35.0,18.25,EOD Closing,2.1000000000000014,0.634,1.4660000000000015,6,2857.1428571428573,6000.000000000005,4188.571428571433,0.060000000000000046,0.04188571428571433,2017
2017-03-16,21216.9,21064.05,152.85000000000218,21237.5,25%,21275.7125,21199.2875,high,21200,2017-03-16,0,BANKNIFTY1731621200PE,PE,2017-03-16 09:15:00,28.0,42.0,2017-03-16 15:20:00,0.05,41.9,0.05,EOD Closing,27.95,0.2805,27.6695,6,2830.188679245283,79103.77358490565,78309.90566037735,0.7910377358490565,0.7830990566037735,2017
2017-03-16,21216.9,21064.05,152.85000000000218,21237.5,25%,21275.7125,21199.2875,low,21300,2017-03-16,0,BANKNIFTY1731621300CE,CE,2017-03-16 11:45:00,14.5,21.75,2017-03-16 12:54:00,21.75,25.9,0.05,SL Hit,-7.25,0.3625,-7.6125,6,2816.9014084507044,-20422.53521126761,-21443.661971830985,-0.2042253521126761,-0.21443661971830985,2017
2017-03-17,21289.3,21194.35,94.95000000000073,21308.45,25%,21332.1875,21284.7125,low,21300,2017-03-23,6,BANKNIFTY1732321300CE,CE,2017-03-17 09:15:00,132.1,198.14999999999998,2017-03-23 15:20:00,80.0,149.95,75.0,EOD Closing,52.099999999999994,2.121,49.97899999999999,6,2816.9014084507044,146760.56338028167,140785.91549295772,1.4676056338028167,1.4078591549295771,2017
2017-03-20,21316.85,21128.0,188.84999999999854,21202.55,25%,21249.762499999997,21155.3375,low,21200,2017-03-23,3,BANKNIFTY1732321200CE,CE,2017-03-20 09:16:00,97.2,145.8,2017-03-23 15:20:00,71.0,100.0,65.5,EOD Closing,26.200000000000003,1.682,24.518000000000004,6,2830.188679245283,74150.94339622642,69390.56603773586,0.7415094339622642,0.6939056603773586,2017
2017-03-21,21202.55,21086.35,116.20000000000073,21110.65,25%,21139.7,21081.600000000002,high,21100,2017-03-23,2,BANKNIFTY1732321100PE,PE,2017-03-21 09:15:00,59.75,89.625,2017-03-21 10:32:00,89.625,130.55,55.45,SL Hit,-29.875,1.4937500000000001,-31.36875,6,2843.6018957345973,-84952.60663507109,-89200.23696682464,-0.8495260663507109,-0.8920023696682464,2017
