,Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Date,Entry Time,Entry Price,Initial SL,Target,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Trade Year,Trade Month
0,bnf,18200,P,2017-01-05,2017-01-03 12:45:00,SELL,2017-01-03,13:00:00,189.1,390.0,10,2017-01-05 15:15:00,80.1,109.0,2.6919999999999997,106.308,28703.160000000003,Expiry Exit,270,2.8703160000000003,2017,1
1,bnf,18200,C,2017-01-05,2017-01-04 10:00:00,SELL,2017-01-04,10:15:00,30.1,74.9,10,2017-01-04 14:15:00,10.0,20.1,0.401,19.699,5318.7300000000005,Target Hit,270,0.531873,2017,1
2,bnf,18200,P,2017-01-12,2017-01-09 12:30:00,SELL,2017-01-09,12:45:00,71.7,123.85,10,2017-01-11 09:15:00,10.0,61.7,0.8170000000000001,60.883,16438.41,Target Hit,270,1.643841,2017,1
3,bnf,18200,C,2017-01-12,2017-01-09 15:00:00,SELL,2017-01-09,15:15:00,160.05,206.0,10,2017-01-10 09:15:00,206.0,-45.94999999999999,3.6605000000000003,-49.61049999999999,-13394.834999999997,,270,-1.3394834999999998,2017,1
4,bnf,18200,C,2017-01-12,2017-01-10 12:30:00,SELL,2017-01-10,12:45:00,164.65,220.0,10,2017-01-10 15:15:00,220.0,-55.349999999999994,3.8465,-59.19649999999999,-15983.054999999998,,270,-1.5983055,2017,1
5,bnf,18900,P,2017-01-19,2017-01-16 12:30:00,SELL,2017-01-16,12:45:00,70.2,206.7,10,2017-01-18 09:30:00,10.0,60.2,0.802,59.398,16037.460000000001,Target Hit,270,1.603746,2017,1
6,bnf,18900,C,2017-01-19,2017-01-19 10:30:00,SELL,2017-01-19,10:45:00,172.8,390.2,10,2017-01-19 15:15:00,213.15,-40.349999999999994,3.8595000000000006,-44.20949999999999,-11936.564999999997,Expiry Exit,270,-1.1936564999999997,2017,1
7,bnf,19000,C,2017-01-25,2017-01-23 12:30:00,SELL,2017-01-23,12:45:00,30.65,158.75,10,2017-01-25 09:15:00,158.75,-128.1,1.8940000000000001,-129.994,-35098.38,,270,-3.509838,2017,1
8,bnf,19000,P,2017-01-25,2017-01-24 10:00:00,SELL,2017-01-24,10:15:00,76.3,279.65,10,2017-01-25 09:15:00,10.0,66.3,0.863,65.437,17667.989999999998,Target Hit,270,1.7667989999999998,2017,1
9,bnf,19600,C,2017-02-02,2017-01-30 13:45:00,SELL,2017-01-30,14:00:00,268.5,390.4,10,2017-02-01 14:45:00,390.4,-121.89999999999998,6.5889999999999995,-128.48899999999998,-32764.694999999992,,255,-3.276469499999999,2017,1
10,bnf,19600,P,2017-02-02,2017-02-01 12:30:00,SELL,2017-02-01,12:45:00,182.05,331.25,10,2017-02-01 14:30:00,10.0,172.05,1.9205,170.1295,43383.0225,Target Hit,255,4.33830225,2017,2
11,bnf,20100,P,2017-02-09,2017-02-06 12:30:00,SELL,2017-02-06,12:45:00,50.35,194.8,10,2017-02-08 15:15:00,10.0,40.35,0.6035,39.746500000000005,10135.357500000002,Target Hit,255,1.0135357500000002,2017,2
12,bnf,20100,C,2017-02-09,2017-02-07 13:00:00,SELL,2017-02-07,13:15:00,323.4,387.65,10,2017-02-09 15:15:00,33.0,290.4,3.564,286.83599999999996,73143.18,Expiry Exit,255,7.314317999999999,2017,2
13,bnf,20200,C,2017-02-16,2017-02-13 12:30:00,SELL,2017-02-13,12:45:00,97.0,218.9,10,2017-02-16 15:15:00,31.0,66.0,1.28,64.72,16503.6,Expiry Exit,255,1.65036,2017,2
14,bnf,20200,P,2017-02-16,2017-02-14 11:00:00,SELL,2017-02-14,11:15:00,91.05,177.3,10,2017-02-16 13:45:00,10.0,81.05,1.0105,80.0395,20410.072500000002,Target Hit,255,2.0410072500000003,2017,2
15,bnf,20900,C,2017-02-23,2017-02-20 12:45:00,SELL,2017-02-20,13:00:00,25.45,89.25,10,2017-02-22 09:15:00,89.25,-63.8,1.147,-64.947,-15587.28,,240,-1.5587280000000001,2017,2
16,bnf,20900,P,2017-02-23,2017-02-20 13:15:00,SELL,2017-02-20,13:45:00,311.75,489.95,10,2017-02-23 13:45:00,10.0,301.75,3.2175000000000002,298.5325,71647.8,Target Hit,240,7.1647799999999995,2017,2
17,bnf,20900,C,2017-02-23,2017-02-23 12:00:00,SELL,2017-02-23,12:15:00,48.5,102.0,10,2017-02-23 12:30:00,102.0,-53.5,1.5050000000000001,-55.005,-13201.2,,240,-1.3201200000000002,2017,2
18,bnf,20900,C,2017-03-02,2017-02-28 12:30:00,SELL,2017-02-28,12:45:00,26.8,84.95,10,2017-03-02 12:30:00,10.0,16.8,0.368,16.432000000000002,3943.6800000000003,Target Hit,240,0.39436800000000005,2017,2
