,Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Date,Entry Time,Entry Price,Initial SL,Target,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Max Price,Min Price,Trade Year,Trade Month,Variation
0,finnifty,17300,C,2022-10-04,2022-09-29 12:45:00,SELL,2022-09-29,13:00:00,146.55,318.6,1,2022-09-30 12:30:00,318.6,-172.05,4.6515,-176.7015,-764233.9875,Initial SL Hit,4325,-15.284679750000002,347.15,40.0,2022,9,"35, 5, 15m, 0% SL"
1,finnifty,17300,P,2022-10-04,2022-09-30 11:30:00,SELL,2022-09-30,11:45:00,112.55,395.35,1,2022-10-04 10:00:00,1.0,111.55,1.1355,110.4145,477542.7125,Target Hit,4325,9.55085425,395.35,1.0,2022,9,"35, 5, 15m, 0% SL"
2,finnifty,17300,C,2022-10-04,2022-10-03 13:30:00,SELL,2022-10-03,13:45:00,124.4,365.0,1,2022-10-04 09:15:00,365.0,-240.6,4.894,-245.494,-1061761.55,Initial SL Hit,4325,-21.235231000000002,394.1,40.0,2022,10,"35, 5, 15m, 0% SL"
3,finnifty,18150,C,2022-10-25,2022-10-20 12:45:00,SELL,2022-10-20,13:00:00,76.25,197.9,1,2022-10-24 18:15:00,270.65,-194.39999999999998,3.469,-197.86899999999997,-816209.6249999999,Gap Outside ISL,4125,-16.3241925,290.0,62.4,2022,10,"35, 5, 15m, 0% SL"
4,finnifty,18150,P,2022-10-25,2022-10-21 11:00:00,SELL,2022-10-21,11:15:00,70.0,274.45,1,2022-10-25 09:30:00,1.0,69.0,0.71,68.29,281696.25,Target Hit,4125,5.633925,274.45,0.9,2022,10,"35, 5, 15m, 0% SL"
5,finnifty,18450,C,2022-11-01,2022-10-28 13:30:00,SELL,2022-10-28,13:45:00,32.05,118.75,1,2022-10-31 15:00:00,118.75,-86.7,1.5080000000000002,-88.208,-359447.6,Initial SL Hit,4075,-7.188952,132.0,30.55,2022,10,"35, 5, 15m, 0% SL"
6,finnifty,18450,P,2022-11-01,2022-10-31 10:00:00,SELL,2022-10-31,10:15:00,81.05,246.3,1,2022-11-01 10:30:00,1.0,80.05,0.8205,79.2295,322860.2125,Target Hit,4075,6.457204250000001,246.3,0.95,2022,10,"35, 5, 15m, 0% SL"
7,finnifty,18650,C,2022-11-07,2022-11-03 13:15:00,SELL,2022-11-03,13:30:00,95.4,179.0,1,2022-11-07 15:15:00,89.35,6.050000000000011,1.8475000000000001,4.202500000000011,16915.062500000044,Expiry Exit,4025,0.3383012500000009,191.25,5.55,2022,11,"35, 5, 15m, 0% SL"
8,finnifty,18650,P,2022-11-07,2022-11-03 14:15:00,SELL,2022-11-03,14:30:00,140.0,264.65,1,2022-11-07 15:00:00,1.0,139.0,1.41,137.59,553799.75,Target Hit,4025,11.075994999999999,264.65,0.05,2022,11,"35, 5, 15m, 0% SL"
9,finnifty,18800,C,2022-11-15,2022-11-10 13:30:00,SELL,2022-11-10,13:45:00,36.2,127.9,1,2022-11-11 09:15:00,127.9,-91.7,1.6410000000000002,-93.34100000000001,-373364.00000000006,Initial SL Hit,4000,-7.4672800000000015,182.25,32.15,2022,11,"35, 5, 15m, 0% SL"
10,finnifty,18800,P,2022-11-15,2022-11-11 10:30:00,SELL,2022-11-11,10:45:00,73.4,315.75,1,2022-11-15 12:15:00,1.0,72.4,0.7440000000000001,71.656,286624.0,Target Hit,4000,5.73248,315.75,0.7,2022,11,"35, 5, 15m, 0% SL"
11,finnifty,18800,C,2022-11-15,2022-11-15 09:15:00,SELL,2022-11-15,09:30:00,184.0,318.45,1,2022-11-15 15:15:00,284.0,-100.0,4.68,-104.68,-418720.0,Expiry Exit,4000,-8.3744,344.05,32.15,2022,11,"35, 5, 15m, 0% SL"
12,finnifty,19050,P,2022-11-22,2022-11-17 12:45:00,SELL,2022-11-17,13:00:00,83.2,138.85,1,2022-11-21 09:30:00,138.85,-55.64999999999999,2.2205000000000004,-57.87049999999999,-227141.71249999997,Initial SL Hit,3925,-4.542834249999999,160.45,54.45,2022,11,"35, 5, 15m, 0% SL"
13,finnifty,19050,C,2022-11-22,2022-11-17 13:30:00,SELL,2022-11-17,13:45:00,186.15,247.0,1,2022-11-22 14:15:00,1.0,185.15,1.8715000000000002,183.2785,719368.1125,Target Hit,3925,14.387362250000002,247.0,1.0,2022,11,"35, 5, 15m, 0% SL"
