,Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Date,Entry Time,Entry Price,Initial SL,Target,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Volume at Entry Candle,Volume Remark,Qty,ROI%,Max Price,Min Price,Trade Year,Trade Month,Variation
82,midcpnifty,10975,P,2024-02-26,2024-02-22 11:30:00,SELL,2024-02-22,11:40:00,144.0,172.5,1,2024-02-26 09:50:00,172.5,-28.5,3.165,-31.665,-34673.174999999996,Initial SL Hit,3300,ILLIQUID,1095,-3.467317499999999,324.95,8.55,2024,2,"5, 5, 10m, 1.2% SL"
83,midcpnifty,10975,C,2024-02-26,2024-02-23 11:00:00,SELL,2024-02-23,11:10:00,110.3,139.0,1,2024-02-23 12:30:00,139.0,-28.700000000000003,2.4930000000000003,-31.193000000000005,-34156.33500000001,Initial SL Hit,11100,LIQUID,1095,-3.4156335,152.0,26.95,2024,2,"5, 5, 10m, 1.2% SL"
84,midcpnifty,10975,C,2024-02-26,2024-02-26 09:30:00,SELL,2024-02-26,09:40:00,68.0,144.0,1,2024-02-26 15:20:00,29.5,38.5,0.975,37.525,41089.875,Expiry Exit,881925,LIQUID,1095,4.1089875,177.0,3.05,2024,2,"5, 5, 10m, 1.2% SL"
85,midcpnifty,10975,P,2024-02-26,2024-02-26 13:00:00,SELL,2024-02-26,13:10:00,65.45,122.0,1,2024-02-26 14:40:00,1.0,64.45,0.6645000000000001,63.785500000000006,69845.12250000001,Target Hit,924375,LIQUID,1095,6.984512250000001,324.95,0.6,2024,2,"5, 5, 10m, 1.2% SL"
86,midcpnifty,11025,C,2024-03-04,2024-02-27 12:20:00,SELL,2024-02-27,12:30:00,124.3,141.95,1,2024-03-04 14:20:00,1.0,123.3,1.253,122.047,133641.465,Target Hit,93225,LIQUID,1095,13.364146499999999,168.1,0.7,2024,2,"5, 5, 10m, 1.2% SL"
87,midcpnifty,11025,P,2024-03-04,2024-02-27 15:20:00,SELL,2024-02-28,09:10:00,102.35,120.7,1,2024-02-28 09:20:00,120.7,-18.35000000000001,2.2305,-20.580500000000008,-22535.64750000001,Initial SL Hit,157201,LIQUID,1095,-2.253564750000001,154.85,95.9,2024,2,"5, 5, 10m, 1.2% SL"
88,midcpnifty,11025,P,2024-03-04,2024-02-29 11:50:00,SELL,2024-02-29,12:00:00,264.05,333.7,1,2024-03-04 15:20:00,32.8,231.25,2.9685,228.2815,249968.2425,Expiry Exit,150,ILLIQUID,1095,24.99682425,404.75,25.65,2024,2,"5, 5, 10m, 1.2% SL"
89,midcpnifty,11000,C,2024-03-11,2024-03-05 10:40:00,SELL,2024-03-05,10:50:00,76.85,106.0,1,2024-03-11 10:50:00,1.0,75.85,0.7785,75.0715,82203.2925,Target Hit,242250,LIQUID,1095,8.220329249999999,120.0,0.95,2024,3,"5, 5, 10m, 1.2% SL"
90,midcpnifty,11000,P,2024-03-11,2024-03-06 13:00:00,SELL,2024-03-06,13:10:00,227.8,280.3,1,2024-03-11 15:20:00,148.8,79.0,3.7660000000000005,75.234,82381.23,Expiry Exit,18975,LIQUID,1095,8.238123,305.5,86.85,2024,3,"5, 5, 10m, 1.2% SL"
91,midcpnifty,10850,C,2024-03-18,2024-03-12 11:10:00,SELL,2024-03-12,11:20:00,72.1,93.35,1,2024-03-15 10:30:00,1.0,71.1,0.731,70.369,78109.59,Target Hit,130125,LIQUID,1110,7.8109589999999995,114.75,1.0,2024,3,"5, 5, 10m, 1.2% SL"
92,midcpnifty,10850,P,2024-03-18,2024-03-14 11:20:00,SELL,2024-03-14,11:30:00,376.85,431.5,1,2024-03-15 09:30:00,442.85,-66.0,8.197000000000001,-74.197,-82358.67,Gap Outside ISL,900,ILLIQUID,1110,-8.235866999999999,536.8,104.05,2024,3,"5, 5, 10m, 1.2% SL"
93,midcpnifty,10850,P,2024-03-18,2024-03-15 13:30:00,SELL,2024-03-15,13:40:00,415.7,494.65,1,2024-03-18 10:30:00,530.4,-114.69999999999999,9.460999999999999,-124.16099999999999,-137818.71,Gap Outside ISL,375,ILLIQUID,1110,-13.781870999999999,536.8,104.05,2024,3,"5, 5, 10m, 1.2% SL"
94,midcpnifty,10375,P,2024-04-01,2024-03-26 11:00:00,SELL,2024-03-26,11:10:00,65.45,81.55,1,2024-04-01 09:30:00,1.0,64.45,0.6645000000000001,63.785500000000006,73672.2525,Target Hit,164625,LIQUID,1155,7.367225250000001,132.0,0.9,2024,3,"5, 5, 10m, 1.2% SL"
95,midcpnifty,10375,C,2024-04-01,2024-03-27 12:10:00,SELL,2024-03-27,12:20:00,204.35,216.75,1,2024-03-28 12:30:00,216.75,-12.400000000000006,4.211,-16.611000000000004,-19185.705000000005,Initial SL Hit,150,ILLIQUID,1155,-1.9185705000000004,234.1,109.95,2024,3,"5, 5, 10m, 1.2% SL"
96,midcpnifty,10725,P,2024-04-08,2024-04-02 11:40:00,SELL,2024-04-02,11:50:00,65.0,99.95,1,2024-04-08 11:00:00,1.0,64.0,0.66,63.34,71257.5,Target Hit,123750,LIQUID,1125,7.12575,129.05,0.75,2024,4,"5, 5, 10m, 1.2% SL"
97,midcpnifty,10725,C,2024-04-08,2024-04-03 09:50:00,SELL,2024-04-03,10:00:00,112.0,126.9,1,2024-04-03 10:20:00,126.9,-14.900000000000006,2.3890000000000002,-17.289000000000005,-19450.125000000007,Initial SL Hit,131325,LIQUID,1125,-1.9450125000000005,162.15,70.7,2024,4,"5, 5, 10m, 1.2% SL"
98,midcpnifty,10725,C,2024-04-08,2024-04-04 11:30:00,SELL,2024-04-04,11:40:00,149.1,168.85,1,2024-04-08 09:10:00,196.0,-46.900000000000006,3.4510000000000005,-50.351000000000006,-56644.87500000001,Gap Outside ISL,1800,ILLIQUID,1125,-5.664487500000001,197.0,70.7,2024,4,"5, 5, 10m, 1.2% SL"
99,midcpnifty,10725,C,2024-04-08,2024-04-08 10:30:00,SELL,2024-04-08,10:40:00,148.3,175.0,1,2024-04-08 11:20:00,175.0,-26.69999999999999,3.233,-29.93299999999999,-33674.624999999985,Initial SL Hit,675,ILLIQUID,1125,-3.3674624999999985,197.0,70.7,2024,4,"5, 5, 10m, 1.2% SL"
100,midcpnifty,10925,C,2024-04-15,2024-04-09 12:50:00,SELL,2024-04-09,13:00:00,81.85,98.45,1,2024-04-10 12:30:00,98.45,-16.60000000000001,1.8030000000000002,-18.40300000000001,-20151.28500000001,Initial SL Hit,146250,LIQUID,1095,-2.015128500000001,104.8,51.4,2024,4,"5, 5, 10m, 1.2% SL"
101,midcpnifty,10925,P,2024-04-15,2024-04-10 10:00:00,SELL,2024-04-10,10:10:00,72.85,110.35,1,2024-04-15 09:10:00,110.35,-37.5,1.8319999999999999,-39.332,-43068.54,Initial SL Hit,171900,LIQUID,1095,-4.306854,130.0,19.7,2024,4,"5, 5, 10m, 1.2% SL"
102,midcpnifty,10925,C,2024-04-15,2024-04-12 13:00:00,SELL,2024-04-12,13:10:00,89.8,117.8,1,2024-04-15 12:50:00,1.0,88.8,0.908,87.892,96241.73999999999,Target Hit,37425,LIQUID,1095,9.624174,117.8,0.95,2024,4,"5, 5, 10m, 1.2% SL"
103,midcpnifty,10925,P,2024-04-15,2024-04-15 11:10:00,SELL,2024-04-15,11:20:00,111.2,132.75,1,2024-04-15 15:20:00,124.05,-12.849999999999994,2.3525,-15.202499999999993,-16646.737499999992,Expiry Exit,28275,LIQUID,1095,-1.664673749999999,144.35,19.7,2024,4,"5, 5, 10m, 1.2% SL"
104,midcpnifty,10725,P,2024-04-22,2024-04-16 10:40:00,SELL,2024-04-16,10:50:00,52.95,78.1,1,2024-04-16 13:10:00,78.1,-25.14999999999999,1.3105000000000002,-26.460499999999993,-29768.062499999993,Initial SL Hit,55425,LIQUID,1125,-2.976806249999999,126.25,47.45,2024,4,"5, 5, 10m, 1.2% SL"
105,midcpnifty,10725,C,2024-04-22,2024-04-16 12:20:00,SELL,2024-04-16,12:30:00,130.9,178.0,1,2024-04-18 11:20:00,178.0,-47.099999999999994,3.089,-50.18899999999999,-56462.62499999999,Initial SL Hit,12375,LIQUID,1125,-5.6462625,180.95,100.0,2024,4,"5, 5, 10m, 1.2% SL"
106,midcpnifty,10725,P,2024-04-22,2024-04-18 09:40:00,SELL,2024-04-18,09:50:00,43.3,88.25,1,2024-04-18 14:50:00,88.25,-44.95,1.3155000000000001,-46.2655,-52048.6875,Initial SL Hit,186150,LIQUID,1125,-5.20486875,126.25,21.95,2024,4,"5, 5, 10m, 1.2% SL"
107,midcpnifty,10725,C,2024-04-22,2024-04-18 13:50:00,SELL,2024-04-18,14:00:00,168.75,203.75,1,2024-04-22 14:50:00,1.0,167.75,1.6975,166.0525,186809.0625,Target Hit,300,ILLIQUID,1125,18.68090625,210.15,0.3,2024,4,"5, 5, 10m, 1.2% SL"
108,midcpnifty,10725,P,2024-04-22,2024-04-19 12:00:00,SELL,2024-04-19,12:10:00,133.4,181.05,1,2024-04-22 15:20:00,24.2,109.2,1.576,107.62400000000001,121077.00000000001,Expiry Exit,13350,LIQUID,1125,12.107700000000001,222.0,12.15,2024,4,"5, 5, 10m, 1.2% SL"
109,midcpnifty,10750,P,2024-04-29,2024-04-23 11:50:00,SELL,2024-04-23,12:00:00,78.2,93.55,1,2024-04-29 09:10:00,1.0,77.2,0.792,76.408,84812.88,Target Hit,108525,LIQUID,1110,8.481288000000001,107.5,0.95,2024,4,"5, 5, 10m, 1.2% SL"
110,midcpnifty,10750,C,2024-04-29,2024-04-24 10:50:00,SELL,2024-04-24,11:00:00,125.65,133.7,1,2024-04-24 13:50:00,133.7,-8.049999999999983,2.5935,-10.643499999999984,-11814.284999999982,Initial SL Hit,8025,ILLIQUID,1110,-1.1814284999999982,139.55,86.75,2024,4,"5, 5, 10m, 1.2% SL"
111,midcpnifty,10750,C,2024-04-29,2024-04-25 10:40:00,SELL,2024-04-25,10:50:00,132.0,146.2,1,2024-04-25 13:00:00,146.2,-14.199999999999989,2.782,-16.98199999999999,-18850.019999999986,Initial SL Hit,50325,LIQUID,1110,-1.8850019999999985,157.55,86.75,2024,4,"5, 5, 10m, 1.2% SL"
112,midcpnifty,11075,C,2024-05-06,2024-04-30 11:00:00,SELL,2024-04-30,11:10:00,116.65,143.15,1,2024-04-30 14:30:00,143.15,-26.5,2.5980000000000003,-29.098,-31425.84,Initial SL Hit,25725,LIQUID,1080,-3.1425840000000003,154.35,102.3,2024,4,"5, 5, 10m, 1.2% SL"
113,midcpnifty,11075,P,2024-05-06,2024-04-30 13:50:00,SELL,2024-04-30,14:00:00,53.8,63.55,1,2024-04-30 14:40:00,63.55,-9.75,1.1735,-10.9235,-11797.380000000001,Initial SL Hit,57375,LIQUID,1080,-1.1797380000000002,99.35,46.0,2024,4,"5, 5, 10m, 1.2% SL"
114,midcpnifty,11075,P,2024-05-06,2024-05-02 09:50:00,SELL,2024-05-02,10:00:00,46.35,74.4,1,2024-05-03 11:30:00,74.4,-28.050000000000004,1.2075,-29.257500000000004,-31598.100000000006,Initial SL Hit,166800,LIQUID,1080,-3.1598100000000002,99.35,23.1,2024,5,"5, 5, 10m, 1.2% SL"
115,midcpnifty,11075,C,2024-05-06,2024-05-02 10:30:00,SELL,2024-05-02,10:40:00,90.5,98.7,1,2024-05-02 12:10:00,98.7,-8.200000000000003,1.892,-10.092000000000002,-10899.360000000002,Initial SL Hit,38475,LIQUID,1080,-1.0899360000000002,154.35,82.0,2024,5,"5, 5, 10m, 1.2% SL"
116,midcpnifty,11075,C,2024-05-06,2024-05-02 14:40:00,SELL,2024-05-02,14:50:00,105.0,130.0,1,2024-05-06 14:30:00,1.0,104.0,1.06,102.94,111175.2,Target Hit,15525,LIQUID,1080,11.11752,154.35,0.45,2024,5,"5, 5, 10m, 1.2% SL"
117,midcpnifty,11075,P,2024-05-06,2024-05-03 15:00:00,SELL,2024-05-03,15:10:00,44.4,76.25,1,2024-05-06 15:20:00,30.3,14.099999999999998,0.747,13.352999999999998,14421.239999999998,Expiry Exit,985425,LIQUID,1080,1.4421239999999997,99.35,14.0,2024,5,"5, 5, 10m, 1.2% SL"
118,midcpnifty,11075,C,2024-05-13,2024-05-07 10:40:00,SELL,2024-05-07,10:50:00,41.25,81.55,1,2024-05-13 09:20:00,1.0,40.25,0.4225,39.8275,43013.7,Target Hit,82425,LIQUID,1080,4.3013699999999995,100.5,0.85,2024,5,"5, 5, 10m, 1.2% SL"
119,midcpnifty,11075,P,2024-05-13,2024-05-08 11:50:00,SELL,2024-05-08,12:00:00,237.1,280.6,1,2024-05-09 14:40:00,301.15,-64.04999999999998,5.3825,-69.43249999999998,-74987.09999999998,Gap Outside ISL,600,ILLIQUID,1080,-7.498709999999997,322.95,98.55,2024,5,"5, 5, 10m, 1.2% SL"
120,midcpnifty,11075,P,2024-05-13,2024-05-10 10:50:00,SELL,2024-05-10,11:20:00,253.55,358.05,1,2024-05-13 15:00:00,1.0,252.55,2.5455,250.0045,270004.86,Target Hit,525,ILLIQUID,1080,27.000486000000002,358.05,0.8,2024,5,"5, 5, 10m, 1.2% SL"
121,midcpnifty,11350,P,2024-05-27,2024-05-21 11:20:00,SELL,2024-05-21,11:30:00,124.3,146.1,1,2024-05-27 11:20:00,1.0,123.3,1.253,122.047,128149.34999999999,Target Hit,20250,LIQUID,1050,12.814935,170.1,1.0,2024,5,"5, 5, 10m, 1.2% SL"
122,midcpnifty,11350,C,2024-05-27,2024-05-22 10:10:00,SELL,2024-05-22,10:20:00,70.55,104.0,1,2024-05-23 11:50:00,104.0,-33.45,1.7455,-35.1955,-36955.275,Initial SL Hit,202200,LIQUID,1050,-3.6955275000000003,114.7,57.2,2024,5,"5, 5, 10m, 1.2% SL"
123,midcpnifty,11350,C,2024-05-27,2024-05-24 15:10:00,SELL,2024-05-24,15:20:00,121.3,177.6,1,2024-05-27 09:20:00,177.6,-56.3,2.989,-59.288999999999994,-62253.45,Initial SL Hit,76650,LIQUID,1050,-6.225345,241.3,57.2,2024,5,"5, 5, 10m, 1.2% SL"
124,midcpnifty,11725,C,2024-06-03,2024-05-28 11:40:00,SELL,2024-05-28,11:50:00,136.85,163.5,1,2024-06-03 15:10:00,1.0,135.85,1.3785,134.4715,137160.93,Target Hit,51000,LIQUID,1020,13.716092999999999,187.8,0.25,2024,5,"5, 5, 10m, 1.2% SL"
125,midcpnifty,11725,P,2024-06-03,2024-05-29 12:40:00,SELL,2024-05-29,12:50:00,248.55,289.35,1,2024-05-29 14:50:00,289.35,-40.80000000000001,5.379000000000001,-46.179000000000016,-47102.580000000016,Initial SL Hit,1500,ILLIQUID,1020,-4.710258000000002,314.35,162.0,2024,5,"5, 5, 10m, 1.2% SL"
126,midcpnifty,11725,P,2024-06-03,2024-05-31 09:40:00,SELL,2024-05-31,09:50:00,406.35,426.05,1,2024-05-31 10:00:00,423.1,-16.75,8.294500000000001,-25.0445,-25545.39,Gap Outside ISL,75,ILLIQUID,1020,-2.554539,435.9,162.0,2024,5,"5, 5, 10m, 1.2% SL"
127,midcpnifty,11725,P,2024-06-03,2024-05-31 13:50:00,SELL,2024-05-31,14:00:00,389.45,440.8,1,2024-06-03 15:20:00,1.0,388.45,3.9045,384.5455,392236.41000000003,Target Hit,600,ILLIQUID,1020,39.223641,444.0,0.8,2024,5,"5, 5, 10m, 1.2% SL"
128,midcpnifty,11725,C,2024-06-10,2024-06-04 10:40:00,SELL,2024-06-04,10:50:00,102.6,172.8,1,2024-06-10 14:20:00,1.0,101.6,1.036,100.564,102575.28,Target Hit,2925,ILLIQUID,1020,10.257528,292.45,0.95,2024,6,"5, 5, 10m, 1.2% SL"
129,midcpnifty,11725,P,2024-06-10,2024-06-06 10:20:00,SELL,2024-06-06,10:30:00,188.75,882.0,1,2024-06-10 15:20:00,33.0,155.75,2.2175000000000002,153.5325,156603.15,Expiry Exit,1200,ILLIQUID,1020,15.660314999999999,882.0,23.0,2024,6,"5, 5, 10m, 1.2% SL"
