,Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Date,Entry Time,Entry Price,Initial SL,Target,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Volume at Entry Candle,Volume Remark,Qty,ROI%,Max Price,Min Price,Trade Year,Trade Month,Variation
29,midcpnifty,8775,C,2023-11-06,2023-11-06 10:50:00,SELL,2023-11-06,11:00:00,170.45,178.65,1,2023-11-06 12:30:00,186.05,-15.600000000000023,3.565,-19.165000000000024,-26160.22500000003,Gap Outside ISL,2850,ILLIQUID,1365,-2.616022500000003,199.8,37.45,2023,11,"5, 5, 10m, 1.2% SL"
30,midcpnifty,8975,P,2023-11-13,2023-11-07 10:50:00,SELL,2023-11-07,11:00:00,65.1,76.7,1,2023-11-10 15:20:00,1.0,64.1,0.6609999999999999,63.43899999999999,84691.06499999999,Target Hit,64425,LIQUID,1335,8.469106499999999,93.1,1.0,2023,11,"5, 5, 10m, 1.2% SL"
31,midcpnifty,8975,C,2023-11-13,2023-11-07 12:20:00,SELL,2023-11-07,12:30:00,62.0,73.6,1,2023-11-08 09:10:00,95.35,-33.349999999999994,1.5735,-34.9235,-46622.8725,Gap Outside ISL,81750,LIQUID,1335,-4.662287249999999,102.8,47.0,2023,11,"5, 5, 10m, 1.2% SL"
32,midcpnifty,8975,C,2023-11-13,2023-11-08 14:40:00,SELL,2023-11-08,14:50:00,110.7,115.1,1,2023-11-08 15:00:00,121.85,-11.149999999999991,2.3255000000000003,-13.475499999999991,-17989.79249999999,Gap Outside ISL,1500,ILLIQUID,1335,-1.798979249999999,129.15,47.0,2023,11,"5, 5, 10m, 1.2% SL"
33,midcpnifty,8975,C,2023-11-13,2023-11-09 14:50:00,SELL,2023-11-09,15:00:00,164.2,176.0,1,2023-11-10 12:00:00,176.0,-11.800000000000011,3.402,-15.202000000000012,-20294.670000000016,Initial SL Hit,2325,ILLIQUID,1335,-2.0294670000000017,186.1,47.0,2023,11,"5, 5, 10m, 1.2% SL"
34,midcpnifty,8975,C,2023-11-13,2023-11-10 14:30:00,SELL,2023-11-10,14:40:00,197.8,201.3,1,2023-11-10 14:50:00,201.3,-3.5,3.991,-7.491,-10000.484999999999,Initial SL Hit,675,ILLIQUID,1335,-1.0000485,216.6,47.0,2023,11,"5, 5, 10m, 1.2% SL"
35,midcpnifty,8975,C,2023-11-13,2023-11-13 10:00:00,SELL,2023-11-13,10:10:00,247.5,250.0,1,2023-11-13 10:10:00,250.0,-2.5,4.9750000000000005,-7.4750000000000005,-9979.125,Initial SL Hit,3300,ILLIQUID,1335,-0.9979125,288.25,47.0,2023,11,"5, 5, 10m, 1.2% SL"
36,midcpnifty,9325,P,2023-11-20,2023-11-15 10:40:00,SELL,2023-11-15,10:50:00,53.1,69.3,1,2023-11-20 09:10:00,1.0,52.1,0.541,51.559000000000005,66511.11,Target Hit,151500,LIQUID,1290,6.651111,82.85,0.65,2023,11,"5, 5, 10m, 1.2% SL"
37,midcpnifty,9325,C,2023-11-20,2023-11-15 15:20:00,SELL,2023-11-16,09:10:00,69.9,72.8,1,2023-11-16 09:10:00,72.8,-2.8999999999999915,1.4269999999999998,-4.326999999999991,-5581.829999999988,Initial SL Hit,126601,LIQUID,1290,-0.5581829999999988,72.8,48.95,2023,11,"5, 5, 10m, 1.2% SL"
38,midcpnifty,9325,C,2023-11-20,2023-11-17 11:50:00,SELL,2023-11-17,12:00:00,140.0,152.1,1,2023-11-17 12:30:00,152.1,-12.099999999999994,2.9210000000000003,-15.020999999999994,-19377.089999999993,Initial SL Hit,3750,ILLIQUID,1290,-1.9377089999999992,173.45,48.95,2023,11,"5, 5, 10m, 1.2% SL"
39,midcpnifty,9525,P,2023-12-04,2023-11-28 11:00:00,SELL,2023-11-28,11:10:00,64.45,72.05,1,2023-12-04 09:10:00,1.0,63.45,0.6545000000000001,62.795500000000004,79122.33,Target Hit,40050,LIQUID,1260,7.9122330000000005,80.0,0.15,2023,11,"5, 5, 10m, 1.2% SL"
40,midcpnifty,9525,C,2023-12-04,2023-11-29 14:10:00,SELL,2023-11-29,14:20:00,131.25,140.95,1,2023-11-29 14:50:00,140.95,-9.699999999999989,2.722,-12.421999999999988,-15651.719999999985,Initial SL Hit,2850,ILLIQUID,1260,-1.5651719999999985,145.95,49.45,2023,11,"5, 5, 10m, 1.2% SL"
41,midcpnifty,9525,C,2023-12-04,2023-11-30 12:50:00,SELL,2023-11-30,13:00:00,158.0,158.3,1,2023-11-30 13:40:00,158.3,-0.30000000000001137,3.1630000000000003,-3.4630000000000116,-4363.380000000015,Initial SL Hit,225,ILLIQUID,1260,-0.4363380000000015,172.55,49.45,2023,11,"5, 5, 10m, 1.2% SL"
42,midcpnifty,9925,C,2023-12-11,2023-12-05 11:10:00,SELL,2023-12-05,11:20:00,68.5,100.7,1,2023-12-06 09:10:00,100.7,-32.2,1.692,-33.892,-41178.780000000006,Initial SL Hit,162075,LIQUID,1215,-4.117878,117.8,45.95,2023,12,"5, 5, 10m, 1.2% SL"
43,midcpnifty,9925,P,2023-12-11,2023-12-05 13:00:00,SELL,2023-12-05,13:10:00,100.7,149.5,1,2023-12-11 09:50:00,1.0,99.7,1.0170000000000001,98.683,119899.845,Target Hit,6750,ILLIQUID,1215,11.9899845,183.95,0.8,2023,12,"5, 5, 10m, 1.2% SL"
44,midcpnifty,9925,C,2023-12-11,2023-12-06 12:10:00,SELL,2023-12-06,12:20:00,91.4,101.9,1,2023-12-07 12:50:00,101.9,-10.5,1.933,-12.433,-15106.095,Initial SL Hit,95025,LIQUID,1215,-1.5106095,117.8,38.4,2023,12,"5, 5, 10m, 1.2% SL"
45,midcpnifty,9925,C,2023-12-11,2023-12-08 10:40:00,SELL,2023-12-08,10:50:00,93.4,113.2,1,2023-12-11 15:20:00,91.05,2.3500000000000085,1.8445,0.5055000000000085,614.1825000000104,Expiry Exit,60525,LIQUID,1215,0.061418250000001035,117.8,24.55,2023,12,"5, 5, 10m, 1.2% SL"
46,midcpnifty,10050,C,2023-12-18,2023-12-12 10:50:00,SELL,2023-12-12,11:00:00,80.4,94.7,1,2023-12-13 15:00:00,94.7,-14.299999999999997,1.7510000000000003,-16.051,-19261.199999999997,Initial SL Hit,163425,LIQUID,1200,-1.9261199999999996,101.0,31.3,2023,12,"5, 5, 10m, 1.2% SL"
47,midcpnifty,10050,P,2023-12-18,2023-12-13 13:00:00,SELL,2023-12-13,13:10:00,68.55,89.05,1,2023-12-15 15:20:00,1.0,67.55,0.6955,66.8545,80225.40000000001,Target Hit,58125,LIQUID,1200,8.02254,154.2,0.9,2023,12,"5, 5, 10m, 1.2% SL"
48,midcpnifty,10050,C,2023-12-18,2023-12-14 10:40:00,SELL,2023-12-14,10:50:00,149.65,157.5,1,2023-12-14 11:00:00,157.5,-7.849999999999994,3.0715,-10.921499999999995,-13105.799999999994,Initial SL Hit,10200,LIQUID,1200,-1.3105799999999994,171.05,31.3,2023,12,"5, 5, 10m, 1.2% SL"
49,midcpnifty,10275,C,2024-01-01,2023-12-26 13:50:00,SELL,2023-12-26,14:00:00,115.0,134.05,1,2023-12-27 09:10:00,134.05,-19.05000000000001,2.4905000000000004,-21.540500000000012,-25202.385000000013,Initial SL Hit,66000,LIQUID,1170,-2.5202385000000014,151.0,92.05,2023,12,"5, 5, 10m, 1.2% SL"
50,midcpnifty,10275,P,2024-01-01,2023-12-27 09:20:00,SELL,2023-12-27,09:30:00,62.7,91.55,1,2023-12-27 12:10:00,91.55,-28.849999999999994,1.5425,-30.392499999999995,-35559.22499999999,Initial SL Hit,103500,LIQUID,1170,-3.5559224999999994,128.8,50.65,2023,12,"5, 5, 10m, 1.2% SL"
51,midcpnifty,10275,C,2024-01-01,2023-12-27 11:30:00,SELL,2023-12-27,11:40:00,146.2,154.85,1,2023-12-28 15:00:00,154.85,-8.650000000000006,3.0104999999999995,-11.660500000000006,-13642.785000000007,Initial SL Hit,15000,LIQUID,1170,-1.3642785000000008,164.1,92.05,2023,12,"5, 5, 10m, 1.2% SL"
52,midcpnifty,10275,P,2024-01-01,2023-12-27 14:30:00,SELL,2023-12-27,14:40:00,70.6,102.45,1,2024-01-01 09:20:00,1.0,69.6,0.716,68.884,80594.28,Target Hit,159450,LIQUID,1170,8.059428,128.8,0.9,2023,12,"5, 5, 10m, 1.2% SL"
53,midcpnifty,10275,C,2024-01-01,2023-12-29 09:50:00,SELL,2023-12-29,10:00:00,125.75,145.6,1,2023-12-29 15:00:00,145.6,-19.849999999999994,2.7135000000000002,-22.563499999999994,-26399.294999999995,Initial SL Hit,18675,LIQUID,1170,-2.6399294999999996,164.1,89.55,2023,12,"5, 5, 10m, 1.2% SL"
54,midcpnifty,10425,C,2024-01-08,2024-01-02 10:50:00,SELL,2024-01-02,11:00:00,52.5,88.0,1,2024-01-03 11:50:00,88.0,-35.5,1.405,-36.905,-42625.275,Initial SL Hit,107550,LIQUID,1155,-4.2625275,120.7,37.4,2024,1,"5, 5, 10m, 1.2% SL"
55,midcpnifty,10425,P,2024-01-08,2024-01-02 12:50:00,SELL,2024-01-02,13:00:00,145.85,185.1,1,2024-01-08 09:10:00,1.0,144.85,1.4685,143.3815,165605.63249999998,Target Hit,10200,LIQUID,1155,16.560563249999998,230.0,0.6,2024,1,"5, 5, 10m, 1.2% SL"
56,midcpnifty,10425,C,2024-01-08,2024-01-05 11:00:00,SELL,2024-01-05,11:10:00,129.05,188.55,1,2024-01-08 15:20:00,17.1,111.95000000000002,1.4615,110.48850000000002,127614.21750000001,Expiry Exit,4200,ILLIQUID,1155,12.761421750000002,199.65,16.75,2024,1,"5, 5, 10m, 1.2% SL"
57,midcpnifty,10550,C,2024-01-15,2024-01-09 12:30:00,SELL,2024-01-09,12:40:00,67.0,76.95,1,2024-01-15 12:20:00,76.95,-9.950000000000003,1.4395,-11.389500000000004,-12984.030000000004,Initial SL Hit,93825,LIQUID,1140,-1.2984030000000004,130.4,16.35,2024,1,"5, 5, 10m, 1.2% SL"
58,midcpnifty,10550,P,2024-01-15,2024-01-09 13:40:00,SELL,2024-01-09,13:50:00,109.3,119.9,1,2024-01-09 14:00:00,119.9,-10.600000000000009,2.292,-12.892000000000008,-14696.88000000001,Initial SL Hit,17250,LIQUID,1140,-1.469688000000001,154.55,85.15,2024,1,"5, 5, 10m, 1.2% SL"
59,midcpnifty,10550,P,2024-01-15,2024-01-10 14:30:00,SELL,2024-01-10,14:40:00,167.15,250.0,1,2024-01-15 13:50:00,1.0,166.15,1.6815,164.4685,187494.09,Target Hit,14550,LIQUID,1140,18.749409,273.3,0.8,2024,1,"5, 5, 10m, 1.2% SL"
60,midcpnifty,10675,P,2024-01-22,2024-01-16 10:40:00,SELL,2024-01-16,10:50:00,99.85,118.2,1,2024-01-16 11:40:00,118.2,-18.35000000000001,2.1805000000000003,-20.53050000000001,-23096.81250000001,Initial SL Hit,21075,LIQUID,1125,-2.309681250000001,142.8,99.4,2024,1,"5, 5, 10m, 1.2% SL"
61,midcpnifty,10675,C,2024-01-22,2024-01-16 10:50:00,SELL,2024-01-16,11:00:00,93.45,102.5,1,2024-01-20 14:00:00,1.0,92.45,0.9445,91.5055,102943.6875,Target Hit,37800,LIQUID,1125,10.29436875,105.7,0.9,2024,1,"5, 5, 10m, 1.2% SL"
62,midcpnifty,10675,P,2024-01-22,2024-01-16 14:30:00,SELL,2024-01-16,14:40:00,165.8,223.45,1,2024-01-17 09:20:00,223.45,-57.64999999999998,3.8925,-61.542499999999976,-69235.31249999997,Initial SL Hit,2100,ILLIQUID,1125,-6.923531249999996,247.2,99.4,2024,1,"5, 5, 10m, 1.2% SL"
63,midcpnifty,10725,C,2024-01-29,2024-01-23 10:50:00,SELL,2024-01-23,11:00:00,49.9,63.95,1,2024-01-25 15:20:00,1.0,48.9,0.509,48.391,54439.875,Target Hit,45300,LIQUID,1125,5.4439874999999995,91.15,0.55,2024,1,"5, 5, 10m, 1.2% SL"
64,midcpnifty,10725,P,2024-01-29,2024-01-24 11:20:00,SELL,2024-01-24,13:40:00,310.5,427.5,1,2024-01-29 15:20:00,46.4,264.1,3.569,260.531,293097.375,Expiry Exit,75,ILLIQUID,1125,29.3097375,451.45,43.3,2024,1,"5, 5, 10m, 1.2% SL"
65,midcpnifty,10750,P,2024-02-05,2024-01-30 12:10:00,SELL,2024-01-30,12:20:00,181.65,227.85,1,2024-01-30 14:30:00,227.85,-46.19999999999999,4.095,-50.29499999999999,-55827.44999999998,Initial SL Hit,2325,ILLIQUID,1110,-5.582744999999998,238.8,138.7,2024,1,"5, 5, 10m, 1.2% SL"
66,midcpnifty,10750,C,2024-02-05,2024-01-30 14:20:00,SELL,2024-01-30,14:30:00,95.25,126.7,1,2024-02-05 15:10:00,1.0,94.25,0.9625,93.2875,103549.125,Target Hit,125475,LIQUID,1110,10.354912500000001,146.25,0.15,2024,1,"5, 5, 10m, 1.2% SL"
67,midcpnifty,10750,P,2024-02-05,2024-01-31 10:20:00,SELL,2024-01-31,10:30:00,177.85,239.6,1,2024-02-01 11:50:00,239.6,-61.75,4.1745,-65.9245,-73176.19499999999,Initial SL Hit,13425,LIQUID,1110,-7.317619499999998,257.15,138.7,2024,1,"5, 5, 10m, 1.2% SL"
68,midcpnifty,10750,P,2024-02-05,2024-02-01 14:40:00,SELL,2024-02-01,14:50:00,147.15,198.4,1,2024-02-05 15:20:00,8.85,138.3,1.56,136.74,151781.40000000002,Expiry Exit,13275,LIQUID,1110,15.17814,257.35,2.55,2024,2,"5, 5, 10m, 1.2% SL"
69,midcpnifty,10800,C,2024-02-12,2024-02-06 12:10:00,SELL,2024-02-06,12:20:00,127.0,141.25,1,2024-02-06 15:00:00,141.25,-14.25,2.6825,-16.9325,-18795.075,Initial SL Hit,107625,LIQUID,1110,-1.8795075,156.85,82.9,2024,2,"5, 5, 10m, 1.2% SL"
70,midcpnifty,10800,P,2024-02-12,2024-02-06 14:20:00,SELL,2024-02-06,14:30:00,144.4,171.25,1,2024-02-09 10:50:00,171.25,-26.849999999999994,3.1565,-30.006499999999996,-33307.215,Initial SL Hit,174525,LIQUID,1110,-3.3307214999999992,215.0,33.35,2024,2,"5, 5, 10m, 1.2% SL"
71,midcpnifty,10800,C,2024-02-12,2024-02-07 10:20:00,SELL,2024-02-07,10:30:00,120.65,150.75,1,2024-02-08 09:10:00,162.4,-41.75,2.8305000000000002,-44.5805,-49484.355,Gap Outside ISL,80700,LIQUID,1110,-4.9484355,170.95,82.9,2024,2,"5, 5, 10m, 1.2% SL"
72,midcpnifty,10800,C,2024-02-12,2024-02-08 11:30:00,SELL,2024-02-08,11:40:00,122.55,170.4,1,2024-02-12 12:20:00,1.0,121.55,1.2355,120.3145,133549.095,Target Hit,77625,LIQUID,1110,13.354909500000002,176.7,0.75,2024,2,"5, 5, 10m, 1.2% SL"
73,midcpnifty,10800,P,2024-02-12,2024-02-09 12:20:00,SELL,2024-02-09,12:30:00,128.2,189.2,1,2024-02-12 15:20:00,128.7,-0.5,2.569,-3.069,-3406.59,Expiry Exit,271575,LIQUID,1110,-0.340659,221.05,33.35,2024,2,"5, 5, 10m, 1.2% SL"
74,midcpnifty,10700,P,2024-02-19,2024-02-13 10:50:00,SELL,2024-02-13,11:00:00,143.2,194.5,1,2024-02-13 12:10:00,194.5,-51.30000000000001,3.377,-54.677000000000014,-61511.625000000015,Initial SL Hit,99300,LIQUID,1125,-6.151162500000002,263.25,136.5,2024,2,"5, 5, 10m, 1.2% SL"
75,midcpnifty,10700,C,2024-02-19,2024-02-13 11:50:00,SELL,2024-02-13,12:00:00,82.85,121.0,1,2024-02-13 13:40:00,121.0,-38.150000000000006,2.0385,-40.188500000000005,-45212.06250000001,Initial SL Hit,135600,LIQUID,1125,-4.5212062500000005,133.3,63.65,2024,2,"5, 5, 10m, 1.2% SL"
76,midcpnifty,10700,P,2024-02-19,2024-02-13 13:30:00,SELL,2024-02-13,13:40:00,130.85,216.8,1,2024-02-19 09:10:00,1.0,129.85,1.3185,128.5315,144597.9375,Target Hit,211050,LIQUID,1125,14.45979375,263.25,0.4,2024,2,"5, 5, 10m, 1.2% SL"
77,midcpnifty,10700,C,2024-02-19,2024-02-14 11:20:00,SELL,2024-02-14,11:30:00,63.95,82.4,1,2024-02-14 12:30:00,82.4,-18.450000000000003,1.4635000000000002,-19.913500000000003,-22402.687500000004,Initial SL Hit,134700,LIQUID,1125,-2.2402687500000003,133.3,49.5,2024,2,"5, 5, 10m, 1.2% SL"
78,midcpnifty,10975,C,2024-02-26,2024-02-20 10:50:00,SELL,2024-02-20,11:00:00,110.05,123.0,1,2024-02-21 09:10:00,123.0,-12.950000000000003,2.3305000000000002,-15.280500000000004,-16732.147500000003,Initial SL Hit,44550,LIQUID,1095,-1.6732147500000003,147.55,90.3,2024,2,"5, 5, 10m, 1.2% SL"
79,midcpnifty,10975,P,2024-02-26,2024-02-21 09:20:00,SELL,2024-02-21,09:30:00,79.3,109.0,1,2024-02-21 10:40:00,109.0,-29.700000000000003,1.8830000000000002,-31.583000000000002,-34583.385,Initial SL Hit,103350,LIQUID,1095,-3.4583385,133.3,68.0,2024,2,"5, 5, 10m, 1.2% SL"
80,midcpnifty,10975,C,2024-02-26,2024-02-21 10:40:00,SELL,2024-02-21,10:50:00,78.55,135.15,1,2024-02-23 09:30:00,135.15,-56.60000000000001,2.137,-58.73700000000001,-64317.01500000001,Initial SL Hit,92250,LIQUID,1095,-6.431701500000001,147.55,26.95,2024,2,"5, 5, 10m, 1.2% SL"
81,midcpnifty,10975,P,2024-02-26,2024-02-21 12:40:00,SELL,2024-02-21,12:50:00,89.65,115.75,1,2024-02-21 14:00:00,115.75,-26.099999999999994,2.0540000000000003,-28.153999999999996,-30828.629999999997,Initial SL Hit,172650,LIQUID,1095,-3.0828629999999997,137.0,68.0,2024,2,"5, 5, 10m, 1.2% SL"
