,Signal Generated At,Trade Type,Entry Date,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Max Qty,RPT Qty,Qty,Leverage,ROI%,Trade Year,Trade Month,DD%
0,2017-01-02 15:15:00,LONG,2017-01-03,09:15:00,7310.05,7289.4,7289.4,2017-01-03 09:15:00,7289.4,-20.650000000000546,1.459945,-22.109945000000547,-60360.14985000149,Initial SL Hit,2730,4842.615012106409,2730,2,-0.6036014985000149,2017,1,0.0
1,2017-01-03 11:45:00,LONG,2017-01-03,12:15:00,7333.25,7260.15,7316.320909090911,2017-01-04 10:15:00,7306.25,-27.0,1.46395,-28.46395,-77706.58350000001,TSL Hit,2730,1367.9890560875444,2730,2,-0.7770658350000001,2017,1,-0.7770658350000001
2,2017-01-05 10:15:00,LONG,2017-01-05,10:45:00,7296.05,7257.2,7380.954545454543,2017-01-06 10:45:00,7366.0,69.94999999999982,1.466205,68.48379499999982,187988.0172749995,TSL Hit,2745,2574.00257400255,2745,2,1.879880172749995,2017,1,0.0
3,2017-01-06 11:45:00,LONG,2017-01-06,12:15:00,7385.9,7364.35,7364.35,2017-01-06 14:15:00,7364.35,-21.549999999999272,1.475025,-23.02502499999927,-62512.94287499802,Initial SL Hit,2715,4640.371229698532,2715,2,-0.6251294287499802,2017,1,-0.6251294287499802
4,2017-01-09 12:15:00,LONG,2017-01-09,12:45:00,7379.6,7363.1,7363.1,2017-01-09 15:15:00,7363.1,-16.5,1.4742700000000002,-17.97427,-48800.14305,Initial SL Hit,2715,6060.606060606061,2715,2,-0.48800143050000006,2017,1,-1.1131308592499802
5,2017-01-10 10:45:00,LONG,2017-01-10,11:15:00,7394.45,7363.05,7478.873636363638,2017-01-11 11:15:00,7475.5,81.05000000000018,1.486995,79.56300500000019,214820.1135000005,TSL Hit,2700,3184.713375796215,2700,2,2.1482011350000048,2017,1,0.0
6,2017-01-11 11:45:00,LONG,2017-01-11,12:15:00,7487.1,7445.05,7520.781818181818,2017-01-12 14:15:00,7515.95,28.849999999999454,1.500305,27.349694999999453,73023.68564999854,TSL Hit,2670,2378.121284185483,2670,2,0.7302368564999854,2017,1,0.0
7,2017-01-13 09:45:00,LONG,2017-01-13,10:15:00,7544.95,7505.45,7570.604545454542,2017-01-13 12:15:00,7562.15,17.199999999999818,1.51071,15.689289999999819,41655.06494999952,TSL Hit,2655,2531.6455696202534,2655,2,0.4165506494999952,2017,1,0.0
8,2017-01-13 12:45:00,LONG,2017-01-13,13:15:00,7575.9,7539.85,7615.667272727277,2017-01-17 15:15:00,7614.35,38.45000000000073,1.519025,36.93097500000073,97497.77400000193,TSL Hit,2640,2773.9251040222475,2640,2,0.9749777400000192,2017,1,0.0
9,2017-01-18 09:15:00,LONG,2017-01-18,09:45:00,7693.1,7603.55,7691.163636363635,2017-01-18 10:45:00,7686.0,-7.100000000000364,1.53791,-8.637910000000364,-22415.376450000946,TSL Hit,2595,1116.694584031265,2595,2,-0.22415376450000946,2017,1,-0.22415376450000934
10,2017-01-23 10:15:00,LONG,2017-01-23,10:45:00,7524.55,7480.7,7523.2345454545475,2017-01-23 11:15:00,7517.8,-6.75,1.5042350000000002,-8.254235,-21914.993925,TSL Hit,2655,2280.501710376264,2655,2,-0.21914993924999998,2017,1,-0.44330370375000916
11,2017-01-24 09:45:00,LONG,2017-01-24,10:15:00,7596.35,7497.9,7737.270909090908,2017-01-25 11:15:00,7726.95,130.59999999999945,1.53233,129.06766999999945,340738.64879999857,TSL Hit,2640,1015.7440325038016,2640,2,3.407386487999986,2017,1,0.0
12,2017-01-25 11:45:00,LONG,2017-01-25,12:15:00,7739.8,7688.6,7958.255454545453,2017-01-30 12:15:00,7954.1,214.30000000000018,1.5693900000000003,212.73061000000018,548844.9738000005,TSL Hit,2580,1953.125000000007,2580,2,5.488449738000005,2017,1,0.0
13,2017-01-31 13:15:00,LONG,2017-01-31,13:45:00,7961.05,7905.2,7905.2,2017-01-31 15:15:00,7905.2,-55.850000000000364,1.5866250000000002,-57.43662500000036,-143878.7456250009,Initial SL Hit,2505,1790.5102954341871,2505,2,-1.4387874562500091,2017,1,-1.4387874562500098
14,2017-02-01 10:15:00,LONG,2017-02-01,10:45:00,7977.65,7905.1,7952.065454545456,2017-02-01 11:15:00,7931.65,-46.0,1.59093,-47.59093,-119215.27965,TSL Hit,2505,1378.3597518952586,2505,2,-1.1921527965,2017,2,-2.63094025275001
15,2017-02-01 13:15:00,LONG,2017-02-01,13:45:00,8100.75,7919.05,8148.624545454544,2017-02-01 15:15:00,8136.8,36.05000000000018,1.623755,34.42624500000018,85204.95637500045,TSL Hit,2475,550.3577325261425,2475,2,0.8520495637500045,2017,2,-1.778890689000006
16,2017-02-02 15:15:00,LONG,2017-02-03,09:15:00,8140.3,8106.75,8237.030909090909,2017-02-06 10:45:00,8226.1,85.80000000000018,1.6366400000000003,84.16336000000018,207041.86560000046,TSL Hit,2460,2980.6259314455874,2460,2,2.0704186560000046,2017,2,0.0
17,2017-02-06 11:15:00,LONG,2017-02-06,11:45:00,8227.5,8182.9,8227.15909090909,2017-02-07 13:45:00,8224.25,-3.25,1.645175,-4.895175,-11895.27525,TSL Hit,2430,2242.1524663676946,2430,2,-0.1189527525,2017,2,-0.11895275250000026
18,2017-02-10 09:45:00,LONG,2017-02-10,10:15:00,8191.95,8105.25,8134.089090909086,2017-02-10 14:45:00,8133.2,-58.75,1.632515,-60.382515,-147635.249175,TSL Hit,2445,1153.4025374855848,2445,2,-1.47635249175,2017,2,-1.5953052442499995
19,2017-02-13 14:45:00,LONG,2017-02-13,15:15:00,8163.7,8099.9,8154.652727272725,2017-02-14 09:15:00,8147.1,-16.599999999999454,1.63108,-18.231079999999455,-44574.990599998666,TSL Hit,2445,1567.3981191222526,2445,2,-0.44574990599998665,2017,2,-2.0410551502499867
20,2017-02-14 09:45:00,LONG,2017-02-14,10:15:00,8167.4,8132.7,8132.7,2017-02-14 12:15:00,8132.7,-34.69999999999982,1.63001,-36.33000999999982,-88826.87444999955,Initial SL Hit,2445,2881.844380403473,2445,2,-0.8882687444999956,2017,2,-2.9293238947499827
21,2017-02-14 14:15:00,LONG,2017-02-14,14:45:00,8162.05,8121.1,8182.841818181818,2017-02-15 09:45:00,8176.6,14.550000000000182,1.6338650000000001,12.916135000000182,31579.950075000444,TSL Hit,2445,2442.002442002453,2445,2,0.3157995007500044,2017,2,-2.6135243939999775
22,2017-02-15 10:15:00,LONG,2017-02-15,10:45:00,8180.15,8150.6,8150.6,2017-02-15 11:15:00,8150.6,-29.549999999999272,1.633075,-31.183074999999274,-76242.61837499823,Initial SL Hit,2445,3384.0947546532134,2445,2,-0.7624261837499823,2017,2,-3.3759505777499594
23,2017-02-15 15:15:00,LONG,2017-02-16,09:15:00,8149.6,8132.1,8132.1,2017-02-16 09:15:00,8132.1,-17.5,1.6281700000000001,-19.12817,-47055.298200000005,Initial SL Hit,2460,5714.285714285715,2460,2,-0.470552982,2017,2,-3.8465035597499586
24,2017-02-16 12:45:00,LONG,2017-02-16,13:15:00,8169.4,8125.4,8376.554545454543,2017-02-17 11:15:00,8352.8,183.39999999999964,1.6522199999999998,181.74777999999964,444373.3220999991,TSL Hit,2445,2272.7272727272725,2445,2,4.443733220999991,2017,2,0.0
25,2017-02-17 11:45:00,LONG,2017-02-17,12:15:00,8377.2,8312.85,8312.85,2017-02-17 13:15:00,8312.85,-64.35000000000036,1.6690050000000003,-66.01900500000036,-157455.32692500087,Initial SL Hit,2385,1554.0015540015452,2385,2,-1.5745532692500088,2017,2,-1.5745532692500088
26,2017-02-20 11:15:00,LONG,2017-02-20,11:45:00,8287.2,8252.4,8288.39909090909,2017-02-20 12:45:00,8287.9,0.6999999999989086,1.65751,-0.9575100000010914,-2312.3866500026356,TSL Hit,2415,2873.5632183907146,2415,2,-0.023123866500026354,2017,2,-1.5976771357500343
27,2017-02-21 14:15:00,LONG,2017-02-21,14:45:00,8363.1,8309.35,8415.064545454548,2017-02-22 09:45:00,8407.1,44.0,1.6770200000000002,42.32298,100940.3073,TSL Hit,2385,1860.4651162790697,2385,2,1.009403073,2017,2,-0.5882740627500347
28,2017-02-22 10:15:00,LONG,2017-02-22,10:45:00,8414.9,8353.3,8405.81545454545,2017-02-23 10:15:00,8402.2,-12.699999999998909,1.68171,-14.38170999999891,-34084.652699997416,TSL Hit,2370,1623.3766233766137,2370,2,-0.34084652699997414,2017,2,-0.9291205897500081
29,2017-02-23 10:45:00,LONG,2017-02-23,11:15:00,8406.15,8385.5,8385.5,2017-02-23 12:15:00,8385.5,-20.649999999999636,1.6791650000000002,-22.329164999999637,-53255.058524999135,Initial SL Hit,2385,4842.615012106623,2385,2,-0.5325505852499914,2017,2,-1.4616711749999993
30,2017-02-23 13:15:00,LONG,2017-02-23,13:45:00,8433.0,8384.0,8384.0,2017-02-23 14:15:00,8384.0,-49.0,1.6817,-50.6817,-120115.629,Initial SL Hit,2370,2040.8163265306123,2370,2,-1.20115629,2017,2,-2.6628274649999994
31,2017-02-27 13:15:00,LONG,2017-02-27,13:45:00,8339.95,8324.1,8324.1,2017-02-27 14:15:00,8324.1,-15.850000000000364,1.6664050000000004,-17.516405000000365,-42039.372000000876,Initial SL Hit,2400,6309.148264984083,2400,2,-0.42039372000000874,2017,2,-3.083221185000008
32,2017-03-01 11:15:00,LONG,2017-03-01,11:45:00,8370.45,8313.1,8378.102727272722,2017-03-01 15:15:00,8372.7,2.25,1.6743150000000002,0.5756849999999998,1373.0087249999995,TSL Hit,2385,1743.6791630339908,2385,2,0.013730087249999993,2017,3,-3.0694910977500083
33,2017-03-02 10:45:00,LONG,2017-03-02,11:15:00,8418.0,8362.75,8362.75,2017-03-02 14:15:00,8362.75,-55.25,1.678075,-56.928075,-134919.53775,Initial SL Hit,2370,1809.9547511312217,2370,2,-1.3491953774999998,2017,3,-4.4186864752500075
34,2017-03-03 13:15:00,LONG,2017-03-03,13:45:00,8244.1,8221.2,8319.08454545454,2017-03-06 10:15:00,8316.55,72.44999999999891,1.6560650000000001,70.79393499999891,172029.26204999734,TSL Hit,2430,4366.812227074305,2430,2,1.7202926204999733,2017,3,-2.6983938547500337
35,2017-03-07 10:15:00,LONG,2017-03-07,10:45:00,8291.4,8275.75,8275.75,2017-03-07 12:45:00,8275.75,-15.649999999999636,1.6567150000000002,-17.306714999999635,-41795.71672499912,Initial SL Hit,2415,6389.776357827624,2415,2,-0.41795716724999116,2017,3,-3.116351022000025
36,2017-03-08 14:15:00,LONG,2017-03-08,14:45:00,8293.5,8246.2,8344.132727272729,2017-03-10 10:15:00,8341.1,47.600000000000364,1.66346,45.93654000000036,110936.74410000088,TSL Hit,2415,2114.164904862612,2415,2,1.109367441000009,2017,3,-2.006983581000016
37,2017-03-14 09:45:00,LONG,2017-03-14,10:15:00,8505.3,8294.5,8541.661818181818,2017-03-14 11:15:00,8507.4,2.100000000000364,1.7012699999999998,0.39873000000036396,939.0091500008572,TSL Hit,2355,474.3833017077815,2355,2,0.00939009150000857,2017,3,-1.997593489500007
38,2017-03-14 11:45:00,LONG,2017-03-14,12:15:00,8510.75,8481.55,8551.377272727272,2017-03-15 11:45:00,8542.9,32.149999999999636,1.7053650000000002,30.444634999999636,71697.11542499914,TSL Hit,2355,3424.65753424649,2355,2,0.7169711542499914,2017,3,-1.2806223352500155
39,2017-03-17 14:15:00,LONG,2017-03-17,14:45:00,8582.95,8572.1,8572.1,2017-03-20 09:15:00,8572.1,-10.850000000000364,1.7155050000000003,-12.565505000000364,-29214.799125000845,Initial SL Hit,2325,9216.589861750843,2325,2,-0.29214799125000845,2017,3,-1.5727703265000237
40,2017-03-20 11:45:00,LONG,2017-03-20,12:15:00,8598.95,8560.1,8585.463636363636,2017-03-21 10:15:00,8576.4,-22.55000000000109,1.717535,-24.267535000001093,-56422.01887500254,TSL Hit,2325,2574.00257400255,2325,2,-0.5642201887500254,2017,3,-2.1369905152500497
41,2017-03-23 10:15:00,LONG,2017-03-23,10:45:00,8497.05,8461.9,8498.016363636363,2017-03-23 11:15:00,8496.9,-0.1499999999996362,1.6993949999999998,-1.849394999999636,-4355.325224999143,TSL Hit,2355,2844.9502133712954,2355,2,-0.04355325224999143,2017,3,-2.1805437675000405
42,2017-03-24 09:45:00,LONG,2017-03-24,10:15:00,8599.8,8483.9,8571.192727272726,2017-03-27 15:15:00,8565.85,-33.94999999999891,1.7165650000000001,-35.66656499999891,-82924.76362499747,TSL Hit,2325,862.8127696289932,2325,2,-0.8292476362499748,2017,3,-3.0097914037500146
43,2017-03-28 09:15:00,LONG,2017-03-28,09:45:00,8632.7,8534.3,8649.555454545454,2017-03-28 10:45:00,8646.15,13.449999999998909,1.727885,11.722114999998908,27078.085649997476,TSL Hit,2310,1016.260162601611,2310,2,0.27078085649997474,2017,3,-2.7390105472500395
44,2017-03-28 11:15:00,LONG,2017-03-28,11:45:00,8652.6,8606.35,8735.625454545456,2017-03-29 12:45:00,8730.6,78.0,1.73832,76.26168,176164.4808,TSL Hit,2310,2162.162162162162,2310,2,1.761644808,2017,3,-0.9773657392500397
45,2017-03-29 14:15:00,LONG,2017-03-29,14:45:00,8738.5,8715.8,8783.18,2017-03-31 09:15:00,8779.65,41.149999999999636,1.7518150000000001,39.398184999999636,90418.83457499916,TSL Hit,2295,4405.286343612193,2295,2,0.9041883457499915,2017,3,-0.07317739350004793
46,2017-04-03 10:45:00,LONG,2017-04-03,11:15:00,8778.1,8723.7,8820.625454545452,2017-04-03 13:15:00,8817.6,39.5,1.75957,37.74043,86048.18040000001,TSL Hit,2280,1838.2352941176594,2280,2,0.8604818040000002,2017,4,0.0
47,2017-04-03 14:15:00,LONG,2017-04-03,14:45:00,8827.5,8791.2,8791.2,2017-04-05 09:15:00,8791.2,-36.29999999999927,1.76187,-38.061869999999274,-86210.13554999836,Initial SL Hit,2265,2754.820936639174,2265,2,-0.8621013554999837,2017,4,-0.8621013554999841
48,2017-04-05 13:15:00,LONG,2017-04-05,13:45:00,8817.9,8804.9,8804.9,2017-04-05 14:15:00,8804.9,-13.0,1.76228,-14.76228,-33436.5642,Initial SL Hit,2265,7692.307692307692,2265,2,-0.334365642,2017,4,-1.196466997499984
49,2017-04-06 14:15:00,LONG,2017-04-06,14:45:00,8795.1,8736.55,8736.55,2017-04-07 14:45:00,8736.55,-58.55000000000109,1.7531650000000003,-60.303165000001094,-137491.2162000025,Initial SL Hit,2280,1707.941929974349,2280,2,-1.374912162000025,2017,4,-2.571379159500008
50,2017-04-10 11:45:00,LONG,2017-04-10,12:15:00,8740.1,8717.0,8717.0,2017-04-10 12:45:00,8717.0,-23.100000000000364,1.7457099999999999,-24.845710000000363,-57020.90445000083,Initial SL Hit,2295,4329.00432900426,2295,2,-0.5702090445000083,2017,4,-3.1415882040000156
51,2017-04-10 13:15:00,LONG,2017-04-10,13:45:00,8740.2,8712.4,8819.507272727275,2017-04-12 13:45:00,8807.5,67.29999999999927,1.7547700000000002,65.54522999999928,150426.30284999835,TSL Hit,2295,3597.1223021581322,2295,2,1.5042630284999834,2017,4,-1.6373251755000329
52,2017-04-13 10:15:00,LONG,2017-04-13,10:45:00,8833.85,8781.9,8842.280909090909,2017-04-13 11:45:00,8837.05,3.1999999999989086,1.7670900000000003,1.4329099999989083,3245.5411499975276,TSL Hit,2265,1924.9278152069028,2265,2,0.03245541149997527,2017,4,-1.6048697640000569
53,2017-04-17 10:15:00,LONG,2017-04-17,10:45:00,8847.35,8803.55,8803.55,2017-04-17 13:15:00,8803.55,-43.80000000000109,1.7650900000000003,-45.56509000000109,-103204.92885000247,Initial SL Hit,2265,2283.105022830993,2265,2,-1.0320492885000248,2017,4,-2.6369190525000814
54,2017-04-18 10:15:00,LONG,2017-04-18,10:45:00,8897.8,8791.95,8791.95,2017-04-18 14:45:00,8791.95,-105.84999999999854,1.7689750000000002,-107.61897499999854,-242142.69374999672,Initial SL Hit,2250,944.73311289562,2250,2,-2.421426937499967,2017,4,-5.058345990000049
