,Signal Generated At,Stock Name,Entry Date,Entry Time,Entry Price,Initial SL,Initial Target,Exit Date,Exit Time,Exit Price,Remark,Points Captured,After Costs,Qty,PnL,ROI%,Trade Year,Trade Month
0,2012-01-25 09:15:00,TCS,2012-01-25,10:15:00,552.375,530.28,618.6600000000001,2012-02-10,14:15:00,618.6600000000001,Target Hit,66.28500000000008,65.11396500000008,1810.3643358225843,117880.00000000015,11.788000000000014,2012,1
1,2012-02-10 15:15:00,TCS,2012-02-13,09:15:00,617.975,593.256,692.1320000000001,2012-02-21,09:15:00,605.175,SuperTrend Reversed,-12.800000000000068,-14.023150000000069,1618.1884380436102,-22692.099194951363,-2.2692099194951365,2012,2
2,2012-02-22 11:15:00,TCS,2012-02-22,13:15:00,629.5,604.3199999999999,705.0400000000001,2012-02-28,09:15:00,618.7,SuperTrend Reversed,-10.799999999999955,-12.048199999999955,1588.5623510722796,-19139.316918188968,-1.9139316918188969,2012,2
3,2012-03-21 09:15:00,TCS,2012-03-21,10:15:00,578.4,555.264,647.808,2012-03-29,09:15:00,572.7,SuperTrend Reversed,-5.699999999999932,-6.851099999999931,1728.9073305670818,-11844.917012448015,-1.1844917012448015,2012,3
4,2012-03-30 15:15:00,TCS,2012-04-02,09:15:00,586.85,563.376,657.272,2012-04-09,14:15:00,580.75,SuperTrend Reversed,-6.100000000000023,-7.267600000000023,1704.0129504984238,-12384.084519042384,-1.2384084519042384,2012,4
5,2012-04-18 09:15:00,TCS,2012-04-18,10:15:00,553.95,531.792,620.4240000000001,2012-04-23,12:15:00,539.125,SuperTrend Reversed,-14.825000000000045,-15.918075000000046,1805.2170773535515,-28735.580828594717,-2.873558082859472,2012,4
6,2012-04-24 09:15:00,TCS,2012-04-24,10:15:00,583.7,560.352,653.7440000000001,2012-05-07,10:15:00,626.4,SuperTrend Reversed,42.69999999999993,41.489899999999935,1713.208840157615,71080.86345725531,7.108086345725531,2012,4
7,2012-05-23 10:15:00,TCS,2012-05-23,11:15:00,612.8,588.2879999999999,686.336,2012-06-01,10:15:00,611.5,SuperTrend Reversed,-1.2999999999999545,-2.5242999999999545,1631.8537859007834,-4119.288511749273,-0.4119288511749274,2012,5
8,2012-06-06 09:15:00,TCS,2012-06-06,10:15:00,624.4,599.424,699.3280000000001,2012-06-08,09:15:00,614.2,SuperTrend Reversed,-10.199999999999932,-11.438599999999932,1601.537475976938,-18319.346572709692,-1.8319346572709692,2012,6
9,2012-06-13 10:15:00,TCS,2012-06-13,11:15:00,625.5,600.48,700.5600000000001,2012-06-21,09:15:00,616.075,SuperTrend Reversed,-9.424999999999955,-10.666574999999956,1598.721023181455,-17052.877697841657,-1.7052877697841657,2012,6
