,Stock Name,Trade Type,Entry Date,Entry Price,Exit Date,Exit Price,Points Captured,Qty,PnL,ROI%,Pct Change on Stock,Trade Year,Trade Number
56,TATA POWER,SHORT,2010-12-01,136.759995,2011-01-03,124.735001,-12.024994000000007,7312.07982275811,-87927.71599618738,-8.792771599618739,-8.792771599618739,2010,1S
57,TATA POWER,SHORT,2011-01-03,124.735001,2011-02-01,115.084999,-9.650002,7312.07982275811,-70561.58491377541,-7.056158491377541,-7.7364027118579175,2010,1S
58,TATA POWER,SHORT,2011-02-01,115.084999,2011-03-01,133.699997,18.614998,7312.07982275811,136114.35127648257,13.611435127648258,16.17499948885606,2010,1S
59,TATA POWER,SHORT,2011-03-01,133.699997,2011-04-01,130.824997,-2.875,7312.07982275811,-21022.229490429567,-2.102222949042957,-2.1503366226702307,2010,1S
60,TATA POWER,SHORT,2011-04-01,130.824997,2011-05-02,123.934998,-6.889999000000003,7312.07982275811,-50380.222666723574,-5.038022266672358,-5.266576845402109,2010,1S
61,TATA POWER,SHORT,2011-05-02,123.934998,2011-06-01,131.280014,7.345016000000001,7312.07982275811,53707.34329143549,5.370734329143549,5.926506732182302,2010,1S
62,TATA POWER,SHORT,2011-06-01,131.280014,2011-07-01,127.360001,-3.9200129999999973,7312.07982275811,-28663.447962249465,-2.8663447962249466,-2.985993740067698,2010,1S
63,TATA POWER,SHORT,2011-07-01,127.360001,2011-08-01,104.815002,-22.54499899999999,7312.07982275811,-164850.8322920017,-16.48508322920017,-17.70178927683896,2010,1S
64,TATA POWER,SHORT,2011-08-01,104.815002,2011-09-02,99.35,-5.465002000000013,7312.07982275811,-39960.53085553281,-3.9960530855532808,-5.213950193885425,2010,1S
65,TATA POWER,SHORT,2011-09-02,99.35,2011-10-03,101.05,1.7000000000000028,7312.07982275811,12430.535698688807,1.2430535698688807,1.711122294916963,2010,1S
66,TATA POWER,SHORT,2011-10-03,101.05,2011-11-01,92.1,-8.950000000000003,7312.07982275811,-65443.11441368511,-6.544311441368511,-8.85700148441366,2010,1S
67,TATA POWER,SHORT,2011-11-01,92.1,2011-12-01,87.35,-4.75,7312.07982275811,-34732.37915810102,-3.4732379158101025,-5.157437567861021,2010,1S
68,TATA POWER,SHORT,2011-12-01,87.35,2012-01-02,104.85,17.5,7312.07982275811,127961.39689826692,12.796139689826692,20.034344590726963,2010,1S
69,TATA POWER,SHORT,2012-01-02,104.85,2012-02-01,116.65,11.800000000000011,7312.07982275811,86282.54190854578,8.628254190854578,11.254172627563197,2010,1S
0,TATA POWER,LONG,2012-02-01,116.65,2012-03-01,101.8,-14.850000000000009,8572.653236176597,-127303.90055722253,-12.730390055722252,-12.730390055722252,2012,1L
1,TATA POWER,LONG,2012-03-01,101.8,2012-04-02,106.75,4.950000000000003,8572.653236176597,42434.63351907418,4.243463351907418,4.862475442043225,2012,1L
2,TATA POWER,LONG,2012-04-02,106.75,2012-05-02,93.8,-12.950000000000003,8572.653236176597,-111015.85940848695,-11.101585940848697,-12.13114754098361,2012,1L
70,TATA POWER,SHORT,2012-05-02,93.8,2012-06-01,104.15,10.350000000000009,10660.980810234541,110341.15138592759,11.03411513859276,11.03411513859276,2012,2S
71,TATA POWER,SHORT,2012-06-01,104.15,2012-07-02,98.6,-5.550000000000011,10660.980810234541,-59168.443496801825,-5.916844349680182,-5.328852616418637,2012,2S
72,TATA POWER,SHORT,2012-07-02,98.6,2012-08-01,100.05,1.4500000000000028,10660.980810234541,15458.422174840116,1.5458422174840116,1.4705882352941206,2012,2S
73,TATA POWER,SHORT,2012-08-01,100.05,2012-09-03,107.8,7.75,10660.980810234541,82622.60127931769,8.26226012793177,7.746126936531734,2012,2S
74,TATA POWER,SHORT,2012-09-03,107.8,2012-10-01,106.85,-0.9500000000000028,10660.980810234541,-10127.931769722845,-1.0127931769722847,-0.8812615955473125,2012,2S
75,TATA POWER,SHORT,2012-10-01,106.85,2012-11-01,108.3,1.4500000000000028,10660.980810234541,15458.422174840116,1.5458422174840116,1.3570425830603676,2012,2S
76,TATA POWER,SHORT,2012-11-01,108.3,2012-12-03,111.25,2.950000000000003,10660.980810234541,31449.893390191926,3.1449893390191925,2.7239150507848597,2012,2S
77,TATA POWER,SHORT,2012-12-03,111.25,2013-01-01,101.9,-9.349999999999994,10660.980810234541,-99680.1705756929,-9.96801705756929,-8.404494382022467,2012,2S
78,TATA POWER,SHORT,2013-01-01,101.9,2013-02-01,95.2,-6.700000000000003,10660.980810234541,-71428.57142857146,-7.142857142857147,-6.575073601570169,2012,2S
79,TATA POWER,SHORT,2013-02-01,95.2,2013-03-01,97.2,2.0,10660.980810234541,21321.961620469083,2.1321961620469083,2.1008403361344534,2012,2S
80,TATA POWER,SHORT,2013-03-01,97.2,2013-04-01,95.25,-1.9500000000000028,10660.980810234541,-20788.912579957385,-2.0788912579957386,-2.006172839506176,2012,2S
81,TATA POWER,SHORT,2013-04-01,95.25,2013-05-02,89.8,-5.450000000000003,10660.980810234541,-58102.34541577828,-5.810234541577828,-5.72178477690289,2012,2S
82,TATA POWER,SHORT,2013-05-02,89.8,2013-06-03,86.6,-3.200000000000003,10660.980810234541,-34115.13859275056,-3.411513859275056,-3.563474387527843,2012,2S
83,TATA POWER,SHORT,2013-06-03,86.6,2013-07-01,88.75,2.1500000000000057,10660.980810234541,22921.108742004326,2.2921108742004326,2.4826789838337247,2012,2S
84,TATA POWER,SHORT,2013-07-01,88.75,2013-08-01,76.15,-12.599999999999994,10660.980810234541,-134328.35820895515,-13.432835820895514,-14.197183098591543,2012,2S
85,TATA POWER,SHORT,2013-08-01,76.15,2013-09-02,82.2,6.049999999999997,10660.980810234541,64498.93390191894,6.449893390191893,7.944845699277738,2012,2S
86,TATA POWER,SHORT,2013-09-02,82.2,2013-10-01,82.65,0.45000000000000284,10660.980810234541,4797.441364605574,0.47974413646055736,0.547445255474456,2012,2S
87,TATA POWER,SHORT,2013-10-01,82.65,2013-11-01,80.35,-2.3000000000000114,10660.980810234541,-24520.255863539565,-2.4520255863539564,-2.7828191167574245,2012,2S
88,TATA POWER,SHORT,2013-11-01,80.35,2013-12-02,92.3,11.950000000000003,10660.980810234541,127398.7206823028,12.739872068230278,14.872433105164909,2012,2S
3,TATA POWER,LONG,2013-12-02,92.3,2014-01-01,74.3,-18.0,10834.236186348862,-195016.25135427952,-19.501625135427954,-19.501625135427954,2013,2L
4,TATA POWER,LONG,2014-01-01,74.3,2014-02-03,79.4,5.1000000000000085,10834.236186348862,55254.60455037929,5.525460455037929,6.8640646029609815,2013,2L
5,TATA POWER,LONG,2014-02-03,79.4,2014-03-03,85.5,6.099999999999994,10834.236186348862,66088.840736728,6.608884073672801,7.682619647355156,2013,2L
6,TATA POWER,LONG,2014-03-03,85.5,2014-04-01,78.7,-6.799999999999997,10834.236186348862,-73672.80606717223,-7.367280606717223,-7.953216374269003,2013,2L
7,TATA POWER,LONG,2014-04-01,78.7,2014-05-02,104.6,25.89999999999999,10834.236186348862,280606.71722643543,28.060671722643544,32.9097839898348,2013,2L
