,Stock Name,Entry Date,Entry Price,Exit Date,Exit Price,Points Captured,Qty,PnL,ROI%,Pct Change on Stock,Trade Year,Trade Number
0,AMBUJA CEMENT,2011-03-01,146.15,2011-04-01,155.0,8.849999999999994,6842.285323297981,60554.225111187094,6.055422511118709,6.05542251111871,2011,1
1,AMBUJA CEMENT,2011-04-01,155.0,2011-05-02,138.3,-16.69999999999999,6842.285323297981,-114266.16489907622,-11.426616489907621,-10.774193548387089,2011,1
2,AMBUJA CEMENT,2011-05-02,138.3,2011-06-01,131.75,-6.550000000000011,6842.285323297981,-44816.968867601856,-4.481696886760186,-4.736080983369495,2011,1
3,AMBUJA CEMENT,2011-09-02,148.3,2011-10-03,156.65,8.349999999999994,6743.088334457181,56304.787592717425,5.6304787592717425,5.630478759271742,2011,2
4,AMBUJA CEMENT,2011-10-03,156.65,2011-11-01,149.25,-7.400000000000006,6743.088334457181,-49898.85367498318,-4.989885367498317,-4.723906798595599,2011,2
5,AMBUJA CEMENT,2011-11-01,149.25,2011-12-01,156.1,6.849999999999994,6743.088334457181,46190.15509103165,4.619015509103165,4.589614740368505,2011,2
6,AMBUJA CEMENT,2011-12-01,156.1,2012-01-02,161.15,5.050000000000011,6743.088334457181,34052.59608900884,3.405259608900884,3.2351057014734215,2011,2
7,AMBUJA CEMENT,2012-01-02,161.15,2012-02-01,163.15,2.0,6743.088334457181,13486.176668914362,1.3486176668914363,1.2410797393732547,2011,2
8,AMBUJA CEMENT,2012-02-01,163.15,2012-03-01,173.2,10.049999999999983,6743.088334457181,67768.03776129456,6.776803776129456,6.159975482684636,2011,2
9,AMBUJA CEMENT,2012-03-01,173.2,2012-04-02,150.95,-22.25,6743.088334457181,-150033.71544167228,-15.003371544167226,-12.846420323325635,2011,2
10,AMBUJA CEMENT,2012-04-02,150.95,2012-05-02,146.9,-4.049999999999983,6743.088334457181,-27309.50775455147,-2.730950775455147,-2.683007618416683,2011,2
11,AMBUJA CEMENT,2012-06-01,172.8,2012-07-02,181.6,8.799999999999983,5787.0370370370365,50925.925925925825,5.092592592592583,5.092592592592583,2012,3
12,AMBUJA CEMENT,2012-07-02,181.6,2012-08-01,186.6,5.0,5787.0370370370365,28935.185185185182,2.893518518518518,2.7533039647577096,2012,3
13,AMBUJA CEMENT,2012-08-01,186.6,2012-09-03,203.6,17.0,5787.0370370370365,98379.62962962962,9.837962962962962,9.110396570203644,2012,3
14,AMBUJA CEMENT,2012-09-03,203.6,2012-10-01,204.2,0.5999999999999943,5787.0370370370365,3472.222222222189,0.3472222222222189,0.2946954813359501,2012,3
15,AMBUJA CEMENT,2012-10-01,204.2,2012-11-01,208.9,4.700000000000017,5787.0370370370365,27199.07407407417,2.719907407407417,2.301665034280126,2012,3
16,AMBUJA CEMENT,2012-11-01,208.9,2012-12-03,203.2,-5.700000000000017,5787.0370370370365,-32986.111111111204,-3.29861111111112,-2.7285782671134595,2012,3
17,AMBUJA CEMENT,2012-12-03,203.2,2013-01-01,201.85,-1.3499999999999943,5787.0370370370365,-7812.499999999966,-0.7812499999999967,-0.6643700787401547,2012,3
18,AMBUJA CEMENT,2013-01-01,201.85,2013-02-01,192.85,-9.0,5787.0370370370365,-52083.33333333333,-5.208333333333333,-4.458756502353232,2012,3
19,AMBUJA CEMENT,2013-02-01,192.85,2013-03-01,175.35,-17.5,5787.0370370370365,-101273.14814814815,-10.127314814814813,-9.074410163339383,2012,3
20,AMBUJA CEMENT,2014-03-03,202.45,2014-04-01,199.45,-3.0,4939.491232403063,-14818.473697209189,-1.481847369720919,-1.481847369720919,2014,4
21,AMBUJA CEMENT,2014-04-01,199.45,2014-05-02,217.6,18.150000000000006,4939.491232403063,89651.76586811562,8.96517658681156,9.100025068939587,2014,4
22,AMBUJA CEMENT,2014-05-02,217.6,2014-06-02,222.2,4.599999999999994,4939.491232403063,22721.65966905406,2.272165966905406,2.1139705882352913,2014,4
23,AMBUJA CEMENT,2014-06-02,222.2,2014-07-01,207.8,-14.399999999999977,4939.491232403063,-71128.67374660399,-7.112867374660399,-6.480648064806472,2014,4
