,Stock Name,Entry Date,Entry Price,Initial SL,Initial Target,Exit Date,Exit Price,Remark,Points Captured,After Costs,Qty,PnL,ROI%,Trade Year,Trade Month
0,ASTRAL,2022-09-01,1557.75,0.0,24924.0,2022-11-01,1423.0875,SuperTrend Reversed,-134.6624999999999,-137.64333749999992,320.9757663296421,-44180.17573423204,-8.836035146846408,2022,9
