,Signal Generated At,Stock Name,Entry Date,Entry Time,Entry Price,Exit Date,Exit Time,Exit Price,Points Captured,After Costs,Qty,PnL,ROI%,Trade Year,Trade Month
97,2016-10-17 14:15:00,BAJFINANCE,2016-10-18,09:15:00,1085.0,2016-10-27,14:15:00,1104.2,19.200000000000045,17.010800000000046,921.6589861751152,15678.156682027691,1.567815668202769,2016,10
98,2016-11-10 09:15:00,BAJFINANCE,2016-11-10,10:15:00,971.85,2016-11-11,09:15:00,880.95,-90.89999999999998,-92.75279999999998,1028.9653753151206,-95439.4196635283,-9.543941966352829,2016,11
99,2016-11-16 10:15:00,BAJFINANCE,2016-11-16,11:15:00,883.0,2016-11-21,10:15:00,825.6,-57.39999999999998,-59.108599999999974,1132.5028312570782,-66940.65685164211,-6.694065685164211,2016,11
100,2016-11-28 09:15:00,BAJFINANCE,2016-11-28,10:15:00,878.0,2016-12-02,11:15:00,888.45,10.450000000000045,8.683550000000045,1138.9521640091116,9890.148063781371,0.989014806378137,2016,11
101,2016-12-06 15:15:00,BAJFINANCE,2016-12-07,09:15:00,900.6,2016-12-12,10:15:00,883.65,-16.950000000000045,-18.734250000000046,1110.370863868532,-20801.965356429097,-2.0801965356429095,2016,12
102,2016-12-23 11:15:00,BAJFINANCE,2016-12-23,12:15:00,798.75,2017-01-20,15:15:00,905.9,107.14999999999998,105.44534999999998,1251.9561815336463,132012.95774647885,13.201295774647884,2016,12
103,2017-01-23 15:15:00,BAJFINANCE,2017-01-24,09:15:00,930.0,2017-02-08,13:15:00,1039.75,109.75,107.78025,1075.268817204301,115892.74193548386,11.589274193548386,2017,1
104,2017-02-16 14:15:00,BAJFINANCE,2017-02-16,15:15:00,1095.0,2017-02-22,13:15:00,1066.65,-28.34999999999991,-30.51164999999991,913.2420091324201,-27864.520547945125,-2.786452054794512,2017,2
105,2017-02-27 15:15:00,BAJFINANCE,2017-02-28,09:15:00,1094.5,2017-03-01,11:15:00,1084.4,-10.099999999999909,-12.27889999999991,913.6592051164915,-11218.730013704806,-1.1218730013704805,2017,2
106,2017-03-08 13:15:00,BAJFINANCE,2017-03-08,14:15:00,1071.85,2017-03-31,10:15:00,1169.55,97.70000000000005,95.45860000000005,932.9663665624855,89059.66319914172,8.905966319914173,2017,3
107,2017-04-06 14:15:00,BAJFINANCE,2017-04-06,15:15:00,1204.0,2017-04-18,14:15:00,1233.05,29.049999999999955,26.612949999999955,830.5647840531561,22103.779069767403,2.21037790697674,2017,4
108,2017-04-24 13:15:00,BAJFINANCE,2017-04-24,14:15:00,1274.75,2017-04-27,09:15:00,1289.85,15.099999999999909,12.535399999999909,784.4675426554227,9833.614434202715,0.9833614434202714,2017,4
109,2017-05-04 09:15:00,BAJFINANCE,2017-05-04,10:15:00,1309.0,2017-05-08,09:15:00,1265.0,-44.0,-46.574,763.9419404125287,-35579.83193277311,-3.5579831932773107,2017,5
110,2017-05-10 09:15:00,BAJFINANCE,2017-05-10,10:15:00,1314.15,2017-05-17,14:15:00,1327.2,13.049999999999955,10.408649999999954,760.9481413841646,7920.44287181825,0.792044287181825,2017,5
111,2017-05-26 09:15:00,BAJFINANCE,2017-05-26,10:15:00,1309.5,2017-06-06,12:15:00,1330.0,20.5,17.860500000000002,763.6502481863307,13639.17525773196,1.3639175257731961,2017,5
112,2017-06-09 15:15:00,BAJFINANCE,2017-06-12,09:15:00,1378.0,2017-06-23,09:15:00,1372.3,-5.7000000000000455,-8.450300000000045,725.6894049346879,-6132.293178519626,-0.6132293178519626,2017,6
113,2017-06-29 10:15:00,BAJFINANCE,2017-06-29,11:15:00,1391.0,2017-07-27,14:15:00,1681.0,290.0,286.928,718.9072609633357,206274.622573688,20.627462257368798,2017,6
114,2017-08-07 09:15:00,BAJFINANCE,2017-08-07,10:15:00,1777.0,2017-08-09,09:15:00,1743.9,-33.09999999999991,-36.62089999999991,562.7462014631401,-20608.272369161456,-2.0608272369161456,2017,8
115,2017-08-11 10:15:00,BAJFINANCE,2017-08-11,11:15:00,1718.7,2017-08-22,09:15:00,1678.0,-40.700000000000045,-44.09670000000005,581.8351079304125,-25657.008203875048,-2.5657008203875047,2017,8
116,2017-08-23 11:15:00,BAJFINANCE,2017-08-23,12:15:00,1759.4,2017-08-29,14:15:00,1768.6,9.199999999999818,5.671999999999818,568.3755825849721,3223.8263044218584,0.32238263044218585,2017,8
117,2017-09-06 11:15:00,BAJFINANCE,2017-09-06,12:15:00,1848.7,2017-09-08,15:15:00,1888.0,39.299999999999955,35.563299999999956,540.9206469410938,19236.923243360176,1.9236923243360176,2017,9
118,2017-09-29 12:15:00,BAJFINANCE,2017-09-29,13:15:00,1868.0,2017-10-16,14:15:00,1880.0,12.0,8.251999999999999,535.3319057815846,4417.558886509636,0.4417558886509636,2017,9
119,2017-10-27 09:15:00,BAJFINANCE,2017-10-27,10:15:00,1791.95,2017-11-07,09:15:00,1801.0,9.049999999999955,5.457049999999954,558.0512849130835,3045.313764334917,0.3045313764334917,2017,10
120,2017-11-16 15:15:00,BAJFINANCE,2017-11-17,09:15:00,1780.2,2017-11-22,09:15:00,1776.5,-3.7000000000000455,-7.256700000000045,561.7346365576901,-4076.339737108215,-0.4076339737108215,2017,11
121,2017-11-24 12:15:00,BAJFINANCE,2017-11-24,13:15:00,1797.0,2017-11-29,13:15:00,1753.15,-43.84999999999991,-47.40014999999991,556.4830272676684,-26377.378964941523,-2.6377378964941522,2017,11
122,2017-12-05 15:15:00,BAJFINANCE,2017-12-06,09:15:00,1712.0,2017-12-13,13:15:00,1673.5,-38.5,-41.8855,584.1121495327103,-24465.82943925234,-2.446582943925234,2017,12
123,2017-12-14 14:15:00,BAJFINANCE,2017-12-14,15:15:00,1689.0,2017-12-28,14:15:00,1752.6,63.59999999999991,60.15839999999991,592.0663114268798,35617.76198934275,3.5617761989342744,2017,12
124,2018-01-04 14:15:00,BAJFINANCE,2018-01-04,15:15:00,1755.75,2018-01-11,09:15:00,1786.35,30.59999999999991,27.057899999999908,569.5571693008686,15411.020931225921,1.5411020931225923,2018,1
125,2018-01-19 14:15:00,BAJFINANCE,2018-01-19,15:15:00,1706.0,2018-01-30,14:15:00,1678.0,-28.0,-31.384,586.1664712778429,-18396.24853458382,-1.8396248534583821,2018,1
126,2018-02-01 12:15:00,BAJFINANCE,2018-02-01,13:15:00,1702.85,2018-02-02,10:15:00,1651.35,-51.5,-54.8542,587.2507854479255,-32213.172035117597,-3.2213172035117594,2018,2
127,2018-02-06 15:15:00,BAJFINANCE,2018-02-07,09:15:00,1673.95,2018-02-19,09:15:00,1644.65,-29.299999999999955,-32.61859999999996,597.3894082857911,-19486.00615311088,-1.9486006153110882,2018,2
