,Signal Generated At,Stock Name,Entry Date,Entry Time,Entry Price,Exit Date,Exit Time,Exit Price,Points Captured,After Costs,Qty,PnL,ROI%,Trade Year,Trade Month
0,2012-01-17 12:15:00,HINDUNILVR,2012-01-17,13:15:00,392.9,2012-01-27,11:15:00,390.4,-2.5,-3.2833,2545.176889793841,-8356.579282260118,-0.8356579282260117,2012,1
1,2012-02-02 09:15:00,HINDUNILVR,2012-02-02,10:15:00,392.3,2012-02-06,14:15:00,386.4,-5.900000000000034,-6.678700000000034,2549.069589599796,-17024.471068060244,-1.7024471068060245,2012,2
2,2012-02-23 10:15:00,HINDUNILVR,2012-02-23,11:15:00,384.8,2012-02-27,14:15:00,378.45,-6.350000000000023,-7.113250000000023,2598.7525987525987,-18485.576923076984,-1.8485576923076983,2012,2
3,2012-03-15 14:15:00,HINDUNILVR,2012-03-15,15:15:00,388.9,2012-04-02,09:15:00,405.5,16.600000000000023,15.805600000000023,2571.355104139882,40641.810233993376,4.064181023399337,2012,3
4,2012-04-10 09:15:00,HINDUNILVR,2012-04-10,10:15:00,410.4,2012-04-23,12:15:00,419.0,8.600000000000023,7.770600000000023,2436.647173489279,18934.21052631585,1.8934210526315849,2012,4
5,2012-05-02 15:15:00,HINDUNILVR,2012-05-03,09:15:00,426.4,2012-05-16,09:15:00,427.4,1.0,0.1462,2345.215759849906,342.8705440900563,0.034287054409005625,2012,5
6,2012-05-17 14:15:00,HINDUNILVR,2012-05-18,09:15:00,431.0,2012-05-21,14:15:00,425.3,-5.699999999999989,-6.556299999999989,2320.185614849188,-15211.832946635705,-1.5211832946635704,2012,5
7,2012-05-30 14:15:00,HINDUNILVR,2012-05-30,15:15:00,422.7,2012-06-04,09:15:00,416.7,-6.0,-6.8394,2365.744026496333,-16180.26969481902,-1.6180269694819018,2012,5
8,2012-06-06 10:15:00,HINDUNILVR,2012-06-06,11:15:00,417.35,2012-06-26,09:15:00,452.5,35.14999999999998,34.28014999999998,2396.0704444710673,82137.6542470348,8.213765424703482,2012,6
9,2012-06-29 09:15:00,HINDUNILVR,2012-06-29,10:15:00,462.8,2012-07-02,14:15:00,446.45,-16.350000000000023,-17.259250000000023,2160.7605877268797,-37293.1071737252,-3.72931071737252,2012,6
10,2012-07-06 10:15:00,HINDUNILVR,2012-07-06,11:15:00,447.25,2012-07-25,11:15:00,464.5,17.25,16.33825,2235.8859698155393,36530.46394633873,3.653046394633873,2012,7
11,2012-08-01 11:15:00,HINDUNILVR,2012-08-01,12:15:00,472.95,2012-08-13,13:15:00,489.0,16.05000000000001,15.088050000000012,2114.388413151496,31901.998097050455,3.190199809705045,2012,8
12,2012-08-17 09:15:00,HINDUNILVR,2012-08-17,10:15:00,504.55,2012-08-31,09:15:00,519.5,14.949999999999989,13.92594999999999,1981.9641264493112,27600.733326726764,2.7600733326726763,2012,8
