,Signal Generated At,Stock Name,Entry Date,Entry Time,Entry Price,Exit Date,Exit Time,Exit Price,Points Captured,After Costs,Qty,PnL,ROI%,Trade Year,Trade Month
0,2014-12-09 10:15:00,SUNPHARMA,2014-12-09,11:15:00,842.85,2014-12-17,09:15:00,801.15,-41.700000000000045,-43.344000000000044,1186.4507326333273,-51425.52055525899,-5.1425520555259,2014,12
1,2014-12-29 13:15:00,SUNPHARMA,2014-12-29,14:15:00,819.5,2015-01-06,09:15:00,814.55,-4.9500000000000455,-6.584050000000046,1220.2562538133009,-8034.22818791952,-0.803422818791952,2014,12
2,2015-01-08 12:15:00,SUNPHARMA,2015-01-08,13:15:00,817.0,2015-01-14,10:15:00,824.6,7.600000000000023,5.958400000000022,1223.9902080783354,7293.0232558139805,0.7293023255813981,2015,1
3,2015-01-16 13:15:00,SUNPHARMA,2015-01-16,14:15:00,845.6,2015-01-27,12:15:00,905.1,59.5,57.7493,1182.5922421948912,68293.87417218543,6.829387417218544,2015,1
4,2015-02-02 15:15:00,SUNPHARMA,2015-02-03,09:15:00,930.6,2015-02-06,13:15:00,935.75,5.149999999999977,3.2836499999999775,1074.575542660649,3528.529980657616,0.3528529980657616,2015,2
5,2015-02-13 12:15:00,SUNPHARMA,2015-02-13,13:15:00,947.9,2015-02-16,09:15:00,920.5,-27.399999999999977,-29.26839999999998,1054.9636037556704,-30877.09674016244,-3.087709674016244,2015,2
6,2015-02-28 13:15:00,SUNPHARMA,2015-02-28,14:15:00,890.55,2015-03-20,12:15:00,1039.55,149.0,147.0699,1122.9015776767167,165145.02273875693,16.514502273875692,2015,2
7,2015-03-25 11:15:00,SUNPHARMA,2015-03-25,12:15:00,1066.35,2015-03-27,09:15:00,1012.5,-53.84999999999991,-55.92884999999991,937.7784029633798,-52448.86763257834,-5.244886763257834,2015,3
8,2015-04-01 10:15:00,SUNPHARMA,2015-04-01,11:15:00,1053.6,2015-04-09,10:15:00,1118.95,65.35000000000014,63.177450000000135,949.1268033409265,59963.41116173135,5.996341116173134,2015,4
9,2015-04-13 14:15:00,SUNPHARMA,2015-04-13,15:15:00,1151.0,2015-04-16,09:15:00,1103.9,-47.09999999999991,-49.35489999999991,868.8097306689835,-42880.01737619453,-4.288001737619453,2015,4
10,2015-05-04 13:15:00,SUNPHARMA,2015-05-04,14:15:00,956.95,2015-05-06,11:15:00,935.85,-21.100000000000023,-22.992800000000024,1044.9866764198755,-24027.169653586938,-2.4027169653586937,2015,5
11,2015-05-11 09:15:00,SUNPHARMA,2015-05-11,10:15:00,959.5,2015-05-14,11:15:00,940.8,-18.700000000000045,-20.600300000000047,1042.2094841063054,-21469.82803543517,-2.146982803543517,2015,5
12,2015-05-19 10:15:00,SUNPHARMA,2015-05-19,11:15:00,956.5,2015-05-27,14:15:00,974.8,18.299999999999955,16.368699999999954,1045.4783063251436,17113.12075274433,1.7113120752744329,2015,5
13,2015-06-05 10:15:00,SUNPHARMA,2015-06-05,11:15:00,858.5,2015-06-08,14:15:00,830.0,-28.5,-30.1885,1164.8223645894002,-35164.23995340711,-3.516423995340711,2015,6
14,2015-06-11 12:15:00,SUNPHARMA,2015-06-11,13:15:00,828.5,2015-06-29,09:15:00,846.5,18.0,16.325,1207.0006035003018,19704.284852142428,1.9704284852142429,2015,6
15,2015-06-30 10:15:00,SUNPHARMA,2015-06-30,11:15:00,870.55,2015-07-09,12:15:00,865.1,-5.449999999999932,-7.1856499999999315,1148.699098271208,-8254.149675492426,-0.8254149675492426,2015,6
16,2015-07-10 14:15:00,SUNPHARMA,2015-07-10,15:15:00,900.5,2015-07-21,09:15:00,831.0,-69.5,-71.2315,1110.494169905608,-79102.16546363132,-7.910216546363132,2015,7
17,2015-08-05 09:15:00,SUNPHARMA,2015-08-05,10:15:00,836.0,2015-08-10,15:15:00,835.5,-0.5,-2.1715,1196.1722488038276,-2597.488038277512,-0.2597488038277512,2015,8
18,2015-08-12 09:15:00,SUNPHARMA,2015-08-12,10:15:00,868.0,2015-08-21,09:15:00,929.85,61.85000000000002,60.052150000000026,1152.073732718894,69184.50460829496,6.918450460829495,2015,8
19,2015-09-01 15:15:00,SUNPHARMA,2015-09-02,09:15:00,903.7,2015-09-04,11:15:00,868.1,-35.60000000000002,-37.37180000000002,1106.561912138984,-41354.21046807571,-4.135421046807571,2015,9
20,2015-09-14 09:15:00,SUNPHARMA,2015-09-14,10:15:00,857.9,2015-09-28,09:15:00,864.5,6.600000000000023,4.877600000000022,1165.6370206317754,5685.511131833574,0.5685511131833574,2015,9
21,2015-10-01 09:15:00,SUNPHARMA,2015-10-01,10:15:00,891.0,2015-10-12,13:15:00,888.5,-2.5,-4.2795000000000005,1122.334455667789,-4803.030303030303,-0.4803030303030303,2015,10
22,2015-10-19 09:15:00,SUNPHARMA,2015-10-19,10:15:00,904.4,2015-10-21,12:15:00,890.5,-13.899999999999977,-15.694899999999977,1105.7054400707652,-17353.93631136663,-1.7353936311366631,2015,10
23,2015-10-27 10:15:00,SUNPHARMA,2015-10-27,11:15:00,903.8,2015-10-29,10:15:00,890.4,-13.399999999999977,-15.194199999999977,1106.4394777605667,-16811.462712989578,-1.6811462712989576,2015,10
24,2015-11-26 09:15:00,SUNPHARMA,2015-11-26,10:15:00,734.5,2015-12-09,11:15:00,754.85,20.350000000000023,18.86065000000002,1361.4703880190607,25678.216473791726,2.5678216473791724,2015,11
25,2015-12-14 09:15:00,SUNPHARMA,2015-12-14,10:15:00,768.8,2015-12-21,09:15:00,747.1,-21.699999999999932,-23.21589999999993,1300.7284079084288,-30197.5806451612,-3.01975806451612,2015,12
26,2015-12-23 11:15:00,SUNPHARMA,2015-12-23,12:15:00,788.0,2016-01-04,10:15:00,800.15,12.149999999999977,10.561849999999977,1269.0355329949239,13403.362944162407,1.3403362944162407,2015,12
27,2016-01-25 09:15:00,SUNPHARMA,2016-01-25,10:15:00,805.6,2016-02-02,12:15:00,852.35,46.75,45.09205,1241.3108242303872,55973.24975173783,5.597324975173783,2016,1
28,2016-02-10 13:15:00,SUNPHARMA,2016-02-10,14:15:00,863.0,2016-02-11,14:15:00,829.05,-33.950000000000045,-35.64205000000005,1158.7485515643104,-41300.17381228279,-4.130017381228279,2016,2
29,2016-02-15 09:15:00,SUNPHARMA,2016-02-15,10:15:00,865.15,2016-02-24,09:15:00,861.8,-3.3500000000000227,-5.076950000000022,1155.8689244639659,-5868.288736057358,-0.5868288736057358,2016,2
30,2016-02-26 10:15:00,SUNPHARMA,2016-02-26,11:15:00,882.2,2016-02-29,14:15:00,852.15,-30.050000000000068,-31.784350000000067,1133.529811834051,-36028.5082747677,-3.6028508274767703,2016,2
31,2016-03-11 15:15:00,SUNPHARMA,2016-03-14,09:15:00,870.0,2016-03-15,11:15:00,848.35,-21.649999999999977,-23.368349999999978,1149.4252873563219,-26860.17241379308,-2.686017241379308,2016,3
32,2016-03-21 14:15:00,SUNPHARMA,2016-03-21,15:15:00,837.75,2016-03-28,10:15:00,824.65,-13.100000000000023,-14.762400000000023,1193.6735302894658,-17621.486123545237,-1.7621486123545238,2016,3
33,2016-03-31 09:15:00,SUNPHARMA,2016-03-31,10:15:00,824.4,2016-04-05,10:15:00,804.8,-19.600000000000023,-21.229200000000024,1213.00339640951,-25751.091703056798,-2.5751091703056797,2016,3
34,2016-04-07 11:15:00,SUNPHARMA,2016-04-07,12:15:00,820.85,2016-04-22,09:15:00,823.55,2.699999999999932,1.0555999999999317,1218.249375647195,1285.9840409330957,0.12859840409330955,2016,4
35,2016-05-05 11:15:00,SUNPHARMA,2016-05-05,12:15:00,817.25,2016-05-11,14:15:00,796.45,-20.799999999999955,-22.413699999999956,1223.615784643622,-27425.757112266696,-2.7425757112266695,2016,5
