,Stock Name,Trade Type,Entry Date,Entry Price,Exit Date,Exit Price,Points Captured,Qty,PnL,ROI%,Pct Change on Stock,Trade Year,Trade Number
47,PFC,SHORT,2010-12-01,249.28,2011-01-03,197.84,-51.44,4011.553273427471,-206354.30038510912,-20.63543003851091,-20.63543003851091,2010,1S
48,PFC,SHORT,2011-01-03,197.84,2011-02-01,199.48,1.6399999999999864,4011.553273427471,6578.947368420998,0.6578947368420998,0.8289526890416429,2010,1S
49,PFC,SHORT,2011-02-01,199.48,2011-03-01,201.32,1.8400000000000034,4011.553273427471,7381.25802310656,0.738125802310656,0.9223982354120731,2010,1S
50,PFC,SHORT,2011-03-01,201.32,2011-04-01,180.64,-20.680000000000007,4011.553273427471,-82958.92169448013,-8.295892169448013,-10.272203457182599,2010,1S
51,PFC,SHORT,2011-04-01,180.64,2011-05-02,162.68,-17.95999999999998,4011.553273427471,-72047.4967907573,-7.2047496790757295,-9.942426926483604,2010,1S
52,PFC,SHORT,2011-05-02,162.68,2011-06-01,148.4,-14.280000000000001,4011.553273427471,-57284.98074454429,-5.728498074454429,-8.777969018932874,2010,1S
53,PFC,SHORT,2011-06-01,148.4,2011-07-01,148.12,-0.28000000000000114,4011.553273427471,-1123.2349165596966,-0.11232349165596965,-0.18867924528301963,2010,1S
54,PFC,SHORT,2011-07-01,148.12,2011-08-01,115.56,-32.56,4011.553273427471,-130616.17458279847,-13.061617458279848,-21.982176613556575,2010,1S
55,PFC,SHORT,2011-08-01,115.56,2011-09-02,120.2,4.640000000000001,4011.553273427471,18613.607188703467,1.8613607188703467,4.0152301834544835,2010,1S
56,PFC,SHORT,2011-09-02,120.2,2011-10-03,121.0,0.7999999999999972,4011.553273427471,3209.2426187419655,0.32092426187419654,0.6655574043261208,2010,1S
57,PFC,SHORT,2011-10-03,121.0,2011-11-01,129.88,8.879999999999995,4011.553273427471,35622.59306803592,3.5622593068035924,7.338842975206608,2010,1S
58,PFC,SHORT,2011-11-01,129.88,2011-12-01,54.8599976,-75.0200024,4011.553273427471,-300946.73620025674,-30.094673620025674,-57.76101201108715,2010,1S
59,PFC,SHORT,2011-12-01,54.8599976,2012-01-02,67.0400024,12.180004800000006,4011.553273427471,48860.73812580234,4.886073812580234,22.201978368296547,2010,1S
60,PFC,SHORT,2012-01-02,67.0400024,2012-02-01,80.4200016,13.3799992,4011.553273427471,53674.57958921695,5.367457958921695,19.958231982402193,2010,1S
61,PFC,SHORT,2012-02-01,80.4200016,2012-03-01,74.3400024,-6.079999200000003,4011.553273427471,-24390.240693196418,-2.439024069319642,-7.560307235805879,2010,1S
62,PFC,SHORT,2012-03-01,74.3400024,2012-04-02,68.8599976,-5.480004800000003,4011.553273427471,-21983.33119383827,-2.198333119383827,-7.371542403931914,2010,1S
63,PFC,SHORT,2012-04-02,68.8599976,2012-05-02,60.1400024,-8.7199952,4011.553273427471,-34980.72528883183,-3.498072528883183,-12.663368434389838,2010,1S
