,Stock Name,Entry Date,Entry Price,Exit Date,Exit Price,Points Captured,Qty,PnL,ROI%,Pct Change on Stock,Trade Year,Trade Number
0,BEL,2012-02-01,54.75995,2012-03-01,51.429952,-3.3299980000000033,18261.52142213424,-60810.82981266423,-6.081082981266423,-6.081082981266424,2012,1
1,BEL,2012-03-01,51.429952,2012-04-02,49.321621,-2.1083309999999997,18261.52142213424,-38501.3317214497,-3.85013317214497,-4.099422453281698,2012,1
2,BEL,2012-04-02,49.321621,2012-05-02,41.913293,-7.408327999999997,18261.52142213424,-135287.34047419686,-13.528734047419686,-15.020447117907981,2012,1
3,BEL,2015-07-01,44.401175,2015-08-03,37.677364,-6.723811000000005,22521.926503071147,-151433.17716254143,-15.143317716254142,-15.14331771625414,2015,2
4,BEL,2015-08-03,37.677364,2015-09-01,37.874962,0.19759799999999927,22521.926503071147,4450.287633153836,0.44502876331538366,0.5244475170821379,2015,2
5,BEL,2015-09-01,37.874962,2015-10-01,41.413294,3.538332000000004,22521.926503071147,79690.05324746482,7.969005324746482,9.34214006604153,2015,2
6,BEL,2015-10-01,41.413294,2015-11-02,41.984961,0.5716669999999979,22521.926503071147,12875.042158231126,1.2875042158231125,1.3803949041097718,2015,2
7,BEL,2015-11-02,41.984961,2015-12-01,45.696625,3.711663999999999,22521.926503071147,83593.82381209504,8.359382381209505,8.840460754506832,2015,2
8,BEL,2015-12-01,45.696625,2016-01-01,41.058293,-4.638331999999998,22521.926503071147,-104464.17240084296,-10.446417240084296,-10.1502725857763,2015,2
9,BEL,2016-01-01,41.058293,2016-02-01,34.499966,-6.5583269999999985,22521.926503071147,-147706.15867710704,-14.770615867710704,-15.973209115147574,2015,2
10,BEL,2016-11-01,48.216621,2016-12-01,45.971624,-2.244997000000005,20739.736200095813,-46560.6455500066,-4.65606455500066,-4.65606455500066,2016,3
11,BEL,2016-12-01,45.971624,2017-01-02,51.488286,5.516662000000004,20739.736200095813,114414.11458509305,11.441411458509306,12.00014600310836,2016,3
12,BEL,2017-01-02,51.488286,2017-02-01,50.824951,-0.6633350000000036,20739.736200095813,-13757.39291229063,-1.3757392912290631,-1.2883221632198119,2016,3
13,BEL,2017-02-01,50.824951,2017-03-01,52.316614,1.4916630000000026,20739.736200095813,30936.697119443576,3.0936697119443575,2.934902977083053,2016,3
14,BEL,2017-03-01,52.316614,2017-04-03,61.299939,8.983325,20739.736200095813,186311.79069972574,18.63117906997257,17.171074947625627,2016,3
15,BEL,2017-04-03,61.299939,2017-05-02,57.766609,-3.5333299999999994,20739.736200095813,-73280.33210788453,-7.328033210788454,-5.76400247315091,2016,3
