,Signal Generated At,Stock Name,Entry Date,Entry Time,Entry Price,Initial SL,Initial Target,Exit Date,Exit Time,Exit Price,Remark,Points Captured,After Costs,Qty,PnL,ROI%,Trade Year,Trade Month
0,2012-01-09 12:15:00,BAJFINANCE,2012-01-09,13:15:00,60.9,59.073,70.035,2012-01-24,09:15:00,70.035,Target Hit,9.134999999999998,9.004064999999999,16420.361247947454,147849.99999999997,14.784999999999998,2012,1
1,2012-01-24 10:15:00,BAJFINANCE,2012-01-24,11:15:00,71.1,68.967,81.76499999999999,2012-02-08,10:15:00,81.76499999999999,Target Hit,10.664999999999992,10.512134999999992,14064.697609001407,147849.99999999988,14.784999999999988,2012,1
2,2012-02-08 12:15:00,BAJFINANCE,2012-02-08,13:15:00,81.445,79.00165,93.66174999999998,2012-02-15,15:15:00,79.00165,Initial SL Hit,-2.4433499999999952,-2.603796649999995,12278.224568727363,-31969.99999999994,-3.1969999999999943,2012,2
3,2012-02-16 12:15:00,BAJFINANCE,2012-02-16,13:15:00,79.195,76.81915,91.07424999999999,2012-02-16,14:15:00,78.7,SuperTrend Reversed,-0.49499999999999034,-0.6528949999999903,12627.059789128103,-8244.144201022671,-0.8244144201022671,2012,2
4,2012-02-17 11:15:00,BAJFINANCE,2012-02-17,12:15:00,80.61,78.1917,92.7015,2012-02-22,13:15:00,79.5,SuperTrend Reversed,-1.1099999999999994,-1.2701099999999994,12405.408758218584,-15756.233717900997,-1.5756233717900998,2012,2
5,2012-02-29 13:15:00,BAJFINANCE,2012-02-29,14:15:00,79.0,76.63,90.85,2012-03-01,13:15:00,76.63,Initial SL Hit,-2.3700000000000045,-2.5256300000000045,12658.227848101265,-31970.000000000055,-3.1970000000000054,2012,2
6,2012-03-01 14:15:00,BAJFINANCE,2012-03-02,09:15:00,77.5,75.175,89.125,2012-03-15,14:15:00,78.9,SuperTrend Reversed,1.4000000000000057,1.2436000000000056,12903.225806451614,16046.451612903298,1.6046451612903296,2012,3
7,2012-03-21 14:15:00,BAJFINANCE,2012-03-21,15:15:00,81.24,78.80279999999999,93.42599999999999,2012-03-28,15:15:00,79.22,SuperTrend Reversed,-2.019999999999996,-2.180459999999996,12309.207287050715,-26839.734121122554,-2.6839734121122554,2012,3
8,2012-04-02 11:15:00,BAJFINANCE,2012-04-02,12:15:00,81.68,79.2296,93.932,2012-04-09,09:15:00,85.06,SuperTrend Reversed,3.3799999999999955,3.2132599999999956,12242.899118511263,39339.618021547445,3.9339618021547444,2012,4
9,2012-04-13 10:15:00,BAJFINANCE,2012-04-13,11:15:00,87.68,85.0496,100.832,2012-04-23,14:15:00,87.3,SuperTrend Reversed,-0.38000000000000966,-0.5549800000000097,11405.109489051094,-6329.607664233687,-0.6329607664233686,2012,4
10,2012-04-27 09:15:00,BAJFINANCE,2012-04-27,10:15:00,87.485,84.86045,100.60775,2012-05-03,14:15:00,87.38,SuperTrend Reversed,-0.10500000000000398,-0.279865000000004,11430.530948162543,-3199.005543807556,-0.3199005543807556,2012,4
11,2012-05-07 13:15:00,BAJFINANCE,2012-05-07,14:15:00,88.55,85.89349999999999,101.83249999999998,2012-05-09,12:15:00,85.89349999999999,Initial SL Hit,-2.6565000000000083,-2.830943500000008,11293.054771315641,-31970.00000000009,-3.197000000000009,2012,5
12,2012-05-16 12:15:00,BAJFINANCE,2012-05-16,13:15:00,88.0,85.36,101.19999999999999,2012-05-16,14:15:00,85.36,Initial SL Hit,-2.6400000000000006,-2.8133600000000007,11363.636363636364,-31970.00000000001,-3.1970000000000014,2012,5
13,2012-05-16 15:15:00,BAJFINANCE,2012-05-17,09:15:00,85.2,82.644,97.97999999999999,2012-05-17,10:15:00,85.0,SuperTrend Reversed,-0.20000000000000284,-0.37020000000000286,11737.089201877934,-4345.070422535245,-0.4345070422535245,2012,5
14,2012-06-06 15:15:00,BAJFINANCE,2012-06-07,09:15:00,85.32,82.76039999999999,98.11799999999998,2012-06-18,12:15:00,87.0,SuperTrend Reversed,1.6800000000000068,1.5076800000000068,11720.581340834506,17670.886075949446,1.7670886075949446,2012,6
15,2012-06-28 09:15:00,BAJFINANCE,2012-06-28,10:15:00,88.3,85.651,101.54499999999999,2012-07-04,15:15:00,91.7,SuperTrend Reversed,3.4000000000000057,3.2200000000000055,11325.028312570781,36466.59116647798,3.6466591166477977,2012,6
16,2012-07-10 15:15:00,BAJFINANCE,2012-07-11,09:15:00,92.8,90.01599999999999,106.71999999999998,2012-07-23,14:15:00,106.71999999999998,Target Hit,13.919999999999987,13.720479999999988,10775.862068965518,147849.99999999988,14.784999999999988,2012,7
17,2012-07-23 15:15:00,BAJFINANCE,2012-07-24,09:15:00,106.5,103.30499999999999,122.475,2012-07-27,09:15:00,103.30499999999999,Initial SL Hit,-3.1950000000000074,-3.4048050000000076,9389.671361502347,-31970.000000000073,-3.1970000000000076,2012,7
18,2012-08-07 12:15:00,BAJFINANCE,2012-08-07,14:15:00,106.5,103.30499999999999,122.475,2012-08-14,09:15:00,103.30499999999999,Gapped Outside Initial SL,-3.1950000000000074,-3.4048050000000076,9389.671361502347,-31970.000000000073,-3.1970000000000076,2012,8
19,2012-08-14 12:15:00,BAJFINANCE,2012-08-16,09:15:00,109.2,105.924,125.58,2012-08-16,10:15:00,109.455,SuperTrend Reversed,0.25499999999999545,0.036344999999995437,9157.509157509157,332.8296703296285,0.03328296703296285,2012,8
20,2012-09-07 13:15:00,BAJFINANCE,2012-09-07,14:15:00,106.995,103.78515,123.04424999999999,2012-09-20,12:15:00,108.42,SuperTrend Reversed,1.4249999999999972,1.209584999999997,9346.231132295901,11305.06098415811,1.130506098415811,2012,9
21,2012-09-25 09:15:00,BAJFINANCE,2012-09-25,10:15:00,113.5,110.095,130.52499999999998,2012-10-19,11:15:00,130.52499999999998,Target Hit,17.024999999999977,16.780974999999977,8810.572687224669,147849.99999999977,14.784999999999975,2012,9
22,2012-10-19 13:15:00,BAJFINANCE,2012-10-19,14:15:00,128.46,124.6062,147.72899999999998,2012-10-26,14:15:00,130.0,SuperTrend Reversed,1.539999999999992,1.2815399999999921,7784.524365561264,9976.179355441322,0.9976179355441323,2012,10
23,2012-11-06 15:15:00,BAJFINANCE,2012-11-07,09:15:00,130.1,126.19699999999999,149.61499999999998,2012-11-19,13:15:00,133.7,SuperTrend Reversed,3.5999999999999943,3.3361999999999945,7686.395080707149,25643.351268255148,2.564335126825515,2012,11
24,2012-11-23 11:15:00,BAJFINANCE,2012-11-23,12:15:00,136.7,132.599,157.20499999999998,2012-12-06,12:15:00,133.65,SuperTrend Reversed,-3.049999999999983,-3.320349999999983,7315.28895391368,-24289.319678127165,-2.4289319678127166,2012,11
25,2012-12-19 10:15:00,BAJFINANCE,2012-12-19,11:15:00,137.5,133.375,158.125,2012-12-19,12:15:00,133.375,Initial SL Hit,-4.125,-4.395875,7272.727272727273,-31970.000000000004,-3.1970000000000005,2012,12
26,2012-12-19 14:15:00,BAJFINANCE,2012-12-20,09:15:00,132.2,128.23399999999998,152.02999999999997,2012-12-20,10:15:00,130.0,SuperTrend Reversed,-2.1999999999999886,-2.4621999999999886,7564.296520423602,-18624.810892586906,-1.8624810892586905,2012,12
27,2012-12-26 10:15:00,BAJFINANCE,2012-12-26,11:15:00,132.8,128.816,152.72,2013-01-16,14:15:00,138.39,SuperTrend Reversed,5.589999999999975,5.318809999999975,7530.12048192771,40051.28012048174,4.005128012048174,2012,12
28,2013-02-14 10:15:00,BAJFINANCE,2013-02-14,11:15:00,127.5,123.675,146.625,2013-02-21,13:15:00,126.18,SuperTrend Reversed,-1.3199999999999932,-1.5736799999999933,7843.137254901961,-12342.588235294064,-1.2342588235294063,2013,2
29,2013-02-25 10:15:00,BAJFINANCE,2013-02-25,12:15:00,127.0,123.19,146.04999999999998,2013-03-01,12:15:00,127.5,SuperTrend Reversed,0.5,0.2455,7874.0157480314965,1933.0708661417323,0.19330708661417323,2013,2
30,2013-03-08 09:15:00,BAJFINANCE,2013-03-08,10:15:00,128.5,124.645,147.77499999999998,2013-03-13,12:15:00,125.815,SuperTrend Reversed,-2.6850000000000023,-2.9393150000000023,7782.101167315175,-22874.046692607022,-2.2874046692607024,2013,3
31,2013-03-15 14:15:00,BAJFINANCE,2013-03-15,15:15:00,131.28,127.3416,150.97199999999998,2013-03-18,11:15:00,127.3416,Initial SL Hit,-3.9384000000000015,-4.197021600000001,7617.306520414381,-31970.000000000007,-3.1970000000000005,2013,3
32,2013-03-18 12:15:00,BAJFINANCE,2013-03-18,13:15:00,128.4,124.548,147.66,2013-03-21,09:15:00,124.81,SuperTrend Reversed,-3.5900000000000034,-3.8432100000000036,7788.16199376947,-29931.542056074795,-2.9931542056074796,2013,3
33,2013-04-01 09:15:00,BAJFINANCE,2013-04-01,10:15:00,118.0,114.46,135.7,2013-04-08,15:15:00,116.315,SuperTrend Reversed,-1.6850000000000023,-1.9193150000000023,8474.57627118644,-16265.381355932224,-1.6265381355932225,2013,4
34,2013-04-17 11:15:00,BAJFINANCE,2013-04-17,12:15:00,114.55,111.11349999999999,131.7325,2013-04-29,11:15:00,121.2,SuperTrend Reversed,6.650000000000006,6.414250000000005,8729.812309035357,55995.198603230085,5.599519860323008,2013,4
35,2013-05-02 14:15:00,BAJFINANCE,2013-05-02,15:15:00,127.4,123.578,146.51,2013-05-03,13:15:00,123.578,Initial SL Hit,-3.8220000000000027,-4.072978000000003,7849.293563579277,-31970.00000000002,-3.197000000000002,2013,5
36,2013-05-03 14:15:00,BAJFINANCE,2013-05-06,09:15:00,124.5,120.765,143.17499999999998,2013-05-15,09:15:00,143.17499999999998,Target Hit,18.674999999999983,18.407324999999982,8032.128514056225,147849.99999999985,14.784999999999984,2013,5
37,2013-05-15 10:15:00,BAJFINANCE,2013-05-15,11:15:00,143.5,139.195,165.02499999999998,2013-05-15,13:15:00,139.195,Initial SL Hit,-4.305000000000007,-4.587695000000007,6968.641114982578,-31970.000000000047,-3.1970000000000045,2013,5
38,2013-05-15 14:15:00,BAJFINANCE,2013-05-15,15:15:00,140.795,136.57115,161.91424999999998,2013-05-21,14:15:00,148.7,SuperTrend Reversed,7.905000000000001,7.6155050000000015,7102.524947618879,54089.314251216325,5.408931425121633,2013,5
39,2013-05-29 10:15:00,BAJFINANCE,2013-05-29,11:15:00,148.5,144.045,170.77499999999998,2013-06-04,09:15:00,144.045,Initial SL Hit,-4.4550000000000125,-4.747545000000012,6734.006734006734,-31970.000000000084,-3.197000000000008,2013,5
40,2013-06-04 12:15:00,BAJFINANCE,2013-06-04,13:15:00,147.5,143.075,169.625,2013-06-04,15:15:00,144.33,SuperTrend Reversed,-3.1699999999999875,-3.4618299999999875,6779.661016949152,-23470.033898305,-2.3470033898305,2013,6
