,Signal Generated At,Stock Name,Entry Date,Entry Time,Entry Price,Exit Date,Exit Time,Exit Price,Points Captured,After Costs,Qty,PnL,ROI%,Trade Year,Trade Month
0,2014-03-31 15:15:00,ADANIPORTS,2014-04-01,09:15:00,187.9,2014-04-02,11:15:00,182.45,-5.450000000000017,-5.820350000000017,5321.979776476849,-30975.78499201712,-3.097578499201712,2014,4
1,2014-04-10 09:15:00,ADANIPORTS,2014-04-10,10:15:00,188.05,2014-04-15,11:15:00,187.45,-0.6000000000000227,-0.9755000000000227,5317.734645041212,-5187.450146237823,-0.5187450146237823,2014,4
2,2014-04-17 11:15:00,ADANIPORTS,2014-04-17,12:15:00,199.0,2014-04-25,13:15:00,198.95,-0.05000000000001137,-0.44795000000001134,5025.125628140703,-2251.005025125685,-0.2251005025125685,2014,4
3,2014-05-07 10:15:00,ADANIPORTS,2014-05-07,11:15:00,195.45,2014-05-08,11:15:00,185.2,-10.25,-10.63065,5116.398055768739,-54390.63699155794,-5.439063699155794,2014,5
4,2014-05-09 11:15:00,ADANIPORTS,2014-05-09,12:15:00,196.7,2014-05-26,14:15:00,221.7,25.0,24.5816,5083.884087442807,124970.00508388411,12.497000508388412,2014,5
5,2014-06-02 10:15:00,ADANIPORTS,2014-06-02,11:15:00,227.15,2014-06-11,11:15:00,241.45,14.299999999999983,13.831399999999983,4402.377283733216,60891.04116222753,6.089104116222753,2014,6
6,2014-06-23 09:15:00,ADANIPORTS,2014-06-23,10:15:00,238.0,2014-06-27,11:15:00,230.85,-7.150000000000006,-7.6188500000000055,4201.680672268908,-32011.974789915992,-3.2011974789915993,2014,6
7,2014-06-30 13:15:00,ADANIPORTS,2014-06-30,14:15:00,240.15,2014-07-08,14:15:00,259.85,19.700000000000017,19.200000000000017,4164.064126587549,79950.03123048102,7.995003123048103,2014,6
8,2014-07-11 13:15:00,ADANIPORTS,2014-07-15,09:15:00,259.35,2014-07-15,10:15:00,261.65,2.2999999999999545,1.7789999999999546,3855.79332947754,6859.456333140369,0.6859456333140368,2014,7
9,2014-07-16 14:15:00,ADANIPORTS,2014-07-16,15:15:00,280.0,2014-07-24,14:15:00,274.8,-5.199999999999989,-5.754799999999989,3571.4285714285716,-20552.857142857105,-2.0552857142857106,2014,7
10,2014-08-05 13:15:00,ADANIPORTS,2014-08-05,14:15:00,264.4,2014-08-08,09:15:00,260.35,-4.0499999999999545,-4.574749999999955,3782.148260211801,-17302.382753403763,-1.7302382753403762,2014,8
11,2014-08-11 12:15:00,ADANIPORTS,2014-08-11,13:15:00,272.1,2014-08-27,12:15:00,289.3,17.19999999999999,16.63859999999999,3675.119441381845,61148.84233737592,6.114884233737592,2014,8
12,2014-09-03 09:15:00,ADANIPORTS,2014-09-03,10:15:00,293.9,2014-09-16,11:15:00,288.8,-5.099999999999966,-5.682699999999966,3402.517863218782,-19335.488261313258,-1.9335488261313256,2014,9
13,2014-09-18 12:15:00,ADANIPORTS,2014-09-18,13:15:00,289.2,2014-09-23,10:15:00,282.0,-7.199999999999989,-7.771199999999989,3457.8146611341635,-26871.369294605774,-2.687136929460577,2014,9
14,2014-09-26 14:15:00,ADANIPORTS,2014-09-26,15:15:00,280.7,2014-10-07,09:15:00,270.3,-10.399999999999977,-10.950999999999977,3562.522265764161,-39013.18133238325,-3.9013181332383247,2014,9
15,2014-10-20 09:15:00,ADANIPORTS,2014-10-20,10:15:00,259.9,2014-11-20,11:15:00,294.3,34.400000000000034,33.84580000000003,3847.6337052712583,130226.24086187009,13.02262408618701,2014,10
16,2014-11-25 10:15:00,ADANIPORTS,2014-11-25,11:15:00,299.2,2014-11-26,09:15:00,295.55,-3.6499999999999773,-4.244749999999978,3342.245989304813,-14186.99866310153,-1.418699866310153,2014,11
17,2014-12-11 11:15:00,ADANIPORTS,2014-12-11,12:15:00,280.9,2014-12-16,10:15:00,276.8,-4.099999999999966,-4.657699999999966,3559.98576005696,-16581.345674617183,-1.6581345674617183,2014,12
