,Stock Name,Entry Date,Entry Price,Exit Date,Exit Price,Points Captured,Qty,PnL,ROI%,Pct Change on Stock,Trade Year,Trade Number
0,TATA POWER,2012-02-01,116.65,2012-03-01,101.8,-14.850000000000009,8572.653236176597,-127303.90055722253,-12.730390055722252,-12.730390055722252,2012,1
1,TATA POWER,2012-03-01,101.8,2012-04-02,106.75,4.950000000000003,8572.653236176597,42434.63351907418,4.243463351907418,4.862475442043225,2012,1
2,TATA POWER,2012-04-02,106.75,2012-05-02,93.8,-12.950000000000003,8572.653236176597,-111015.85940848695,-11.101585940848697,-12.13114754098361,2012,1
3,TATA POWER,2013-12-02,92.3,2014-01-01,74.3,-18.0,10834.236186348862,-195016.25135427952,-19.501625135427954,-19.501625135427954,2013,2
4,TATA POWER,2014-01-01,74.3,2014-02-03,79.4,5.1000000000000085,10834.236186348862,55254.60455037929,5.525460455037929,6.8640646029609815,2013,2
5,TATA POWER,2014-02-03,79.4,2014-03-03,85.5,6.099999999999994,10834.236186348862,66088.840736728,6.608884073672801,7.682619647355156,2013,2
6,TATA POWER,2014-03-03,85.5,2014-04-01,78.7,-6.799999999999997,10834.236186348862,-73672.80606717223,-7.367280606717223,-7.953216374269003,2013,2
7,TATA POWER,2014-04-01,78.7,2014-05-02,104.6,25.89999999999999,10834.236186348862,280606.71722643543,28.060671722643544,32.9097839898348,2013,2
8,TATA POWER,2014-05-02,104.6,2014-06-02,107.15,2.5500000000000114,10834.236186348862,27627.302275189722,2.762730227518972,2.4378585086042173,2013,2
9,TATA POWER,2014-06-02,107.15,2014-07-01,98.35,-8.800000000000011,10834.236186348862,-95341.2784398701,-9.53412784398701,-8.212785814279059,2013,2
10,TATA POWER,2014-07-01,98.35,2014-08-01,87.2,-11.149999999999991,10834.236186348862,-120801.73347778972,-12.080173347778972,-11.33706151499745,2013,2
11,TATA POWER,2016-04-01,71.05,2016-05-02,74.4,3.3500000000000085,14074.595355383533,47149.894440534954,4.714989444053495,4.714989444053495,2016,3
12,TATA POWER,2016-05-02,74.4,2016-06-01,72.7,-1.7000000000000028,14074.595355383533,-23926.812104152046,-2.392681210415205,-2.2849462365591435,2016,3
13,TATA POWER,2016-06-01,72.7,2016-07-01,72.4,-0.29999999999999716,14074.595355383533,-4222.37860661502,-0.42223786066150193,-0.41265474552956966,2016,3
14,TATA POWER,2016-07-01,72.4,2016-08-01,77.6,5.199999999999989,14074.595355383533,73187.89584799421,7.31878958479942,7.182320441988933,2016,3
