,Signal Generated At,Stock Name,Entry Date,Entry Time,Entry Price,Exit Date,Exit Time,Exit Price,Points Captured,After Costs,Qty,PnL,ROI%,Trade Year,Trade Month
0,2013-01-31 15:15:00,ICICIBANK,2013-02-01,09:15:00,216.8361468,2013-02-01,12:15:00,214.636149,-2.1999978000000056,-2.6314700958000055,4611.777209462938,-12135.753815193719,-1.213575381519372,2013,2
1,2013-03-05 10:15:00,ICICIBANK,2013-03-05,11:15:00,197.454348,2013-03-12,11:15:00,203.1725241,5.718176099999994,5.317549227899994,5064.461786377072,26930.52486187842,2.693052486187842,2013,3
2,2013-03-21 10:15:00,ICICIBANK,2013-03-21,11:15:00,190.4907186,2013-03-28,10:15:00,183.5907255,-6.899993100000017,-7.274074544100017,5249.599599127136,-38185.97881072835,-3.8185978810728356,2013,3
3,2013-03-28 14:15:00,ICICIBANK,2013-03-28,15:15:00,190.8089001,2013-04-04,09:15:00,184.5998154,-6.209084699999977,-6.584493415499977,5240.845681076278,-34508.313878698245,-3.4508313878698247,2013,3
4,2013-04-09 14:15:00,ICICIBANK,2013-04-10,14:15:00,182.999817,2013-04-10,15:15:00,182.908908,-0.09090900000001056,-0.45681772500001055,5464.486338803278,-2496.2742175857506,-0.24962742175857508,2013,4
5,2013-04-11 10:15:00,ICICIBANK,2013-04-11,11:15:00,188.8725384,2013-05-03,10:15:00,208.1997918,19.327253400000018,18.930181069800017,5294.575953028013,100227.28147862927,10.022728147862928,2013,4
6,2013-05-07 11:15:00,ICICIBANK,2013-05-07,12:15:00,211.6543338,2013-05-23,09:15:00,214.9543305,3.2999967000000083,2.8733880357000086,4724.684734993128,13575.852589983719,1.357585258998372,2013,5
7,2013-05-27 11:15:00,ICICIBANK,2013-05-27,12:15:00,219.6270531,2013-05-30,09:15:00,217.0725102,-2.5545429000000013,-2.991242463300001,4553.1731445883515,-13619.644852849873,-1.3619644852849873,2013,5
8,2013-06-17 10:15:00,ICICIBANK,2013-06-17,11:15:00,199.7088912,2013-06-20,09:15:00,189.7179921,-9.990899100000007,-10.380325983300008,5007.288328482793,-51977.285142024804,-5.19772851420248,2013,6
9,2013-06-28 10:15:00,ICICIBANK,2013-06-28,11:15:00,192.7907163,2013-07-04,09:15:00,191.9725353,-0.8181810000000098,-1.2029442516000097,5186.971754614514,-6239.637855425146,-0.6239637855425145,2013,6
10,2013-07-11 10:15:00,ICICIBANK,2013-07-11,11:15:00,193.63617,2013-07-16,09:15:00,182.7089082,-10.927261799999997,-11.303606878199997,5164.3244131507045,-58375.492957746465,-5.837549295774647,2013,7
11,2013-08-13 13:15:00,ICICIBANK,2013-08-13,14:15:00,162.181656,2013-08-16,09:15:00,158.5089324,-3.672723600000012,-3.993414188400012,6165.925448436659,-24623.094170403663,-2.462309417040366,2013,8
12,2013-08-21 14:15:00,ICICIBANK,2013-08-21,15:15:00,150.7725765,2013-08-22,10:15:00,147.1362165,-3.6363600000000247,-3.9342687930000246,6632.505878812782,-26094.06089840233,-2.609406089840233,2013,8
13,2013-08-30 10:15:00,ICICIBANK,2013-08-30,11:15:00,149.8543956,2013-09-03,13:15:00,144.181674,-5.672721600000017,-5.966757669600017,6673.144261108348,-39817.03470031557,-3.9817034700315572,2013,8
14,2014-06-02 11:15:00,ICICIBANK,2014-06-02,12:15:00,265.2633711,2014-06-12,09:15:00,265.090644,-0.1727270999999746,-0.7030811150999746,3769.838239833785,-2650.502073408863,-0.2650502073408863,2014,6
15,2014-06-24 10:15:00,ICICIBANK,2014-06-24,11:15:00,261.545193,2014-06-26,14:15:00,255.545199,-5.999993999999987,-6.517084391999987,3823.4310045224192,-24917.62252346189,-2.491762252346189,2014,6
16,2014-06-30 11:15:00,ICICIBANK,2014-06-30,12:15:00,259.272468,2014-07-08,09:15:00,261.0270117,1.7545436999999993,1.2342442202999993,3856.946353440042,4760.41374474053,0.47604137447405304,2014,6
17,2014-07-10 13:15:00,ICICIBANK,2014-07-16,14:15:00,264.8724624,2014-07-25,12:15:00,267.7997322,2.9272697999999764,2.3945976053999765,3775.401908295922,9040.568369027917,0.9040568369027916,2014,7
18,2014-07-30 13:15:00,ICICIBANK,2014-07-30,14:15:00,271.9815462,2014-08-06,11:15:00,265.4360982,-6.545448000000022,-7.082865644400021,3676.7200347653584,-26041.71401831681,-2.604171401831681,2014,7
19,2014-08-14 09:15:00,ICICIBANK,2014-08-14,10:15:00,267.8360958,2014-08-25,14:15:00,274.9633614,7.127265599999987,6.584466142799987,3733.626705590591,24583.9386328151,2.4583938632815103,2014,8
20,2014-08-27 10:15:00,ICICIBANK,2014-08-27,11:15:00,279.817902,2014-09-04,10:15:00,283.6815345,3.8636324999999943,3.3001330634999944,3573.752761537037,11793.859649122785,1.1793859649122784,2014,8
21,2014-09-10 15:15:00,ICICIBANK,2014-09-11,09:15:00,286.8724404,2014-09-15,09:15:00,282.0178998,-4.854540600000007,-5.423430940200007,3485.8698821178223,-18905.37457218915,-1.8905374572189149,2014,9
22,2014-09-18 10:15:00,ICICIBANK,2014-09-18,11:15:00,282.7360809,2014-09-23,12:15:00,283.2088077,0.4727268000000322,-0.09321808859996783,3536.8673033056816,-329.7000096458783,-0.03297000096458783,2014,9
23,2014-10-09 11:15:00,ICICIBANK,2014-10-09,12:15:00,268.727004,2014-10-13,09:15:00,262.5815556,-6.145448400000021,-6.676756959600021,3721.248646823748,-24845.87280108262,-2.484587280108262,2014,10
24,2014-10-14 11:15:00,ICICIBANK,2014-10-14,12:15:00,268.5360951,2014-11-17,10:15:00,303.9178779,35.381782799999996,34.809328826999995,3723.894173807847,129626.25681302682,12.962625681302681,2014,10
25,2014-11-19 15:15:00,ICICIBANK,2014-11-20,09:15:00,306.8087841,2014-11-25,11:15:00,315.0996849,8.290900799999974,7.668992330999974,3259.3590921245072,24995.999881477885,2.4995999881477884,2014,11
26,2014-11-28 10:15:00,ICICIBANK,2014-11-28,11:15:00,321.5087694,2014-12-08,12:15:00,322.090587,0.5818176000000221,-0.06178175639997796,3110.335067582141,-192.16196346766884,-0.019216196346766884,2014,11
27,2014-12-18 10:15:00,ICICIBANK,2014-12-18,11:15:00,311.454234,2014-12-29,14:15:00,316.9542285,5.499994500000014,4.8715860375000135,3210.744600119965,15641.418563922985,1.5641418563922986,2014,12
28,2015-01-02 11:15:00,ICICIBANK,2015-01-02,12:15:00,327.4996725,2015-01-06,09:15:00,321.4996785,-5.999993999999958,-6.648993350999958,3053.438167941985,-20302.29007633575,-2.030229007633575,2015,1
29,2015-01-15 10:15:00,ICICIBANK,2015-01-15,11:15:00,319.6814985,2015-01-29,09:15:00,342.72693,23.045431500000007,22.383023071500006,3128.113465096261,70016.63585951943,7.001663585951944,2015,1
30,2015-02-10 10:15:00,ICICIBANK,2015-02-10,11:15:00,302.363334,2015-02-19,13:15:00,302.72697,0.3636359999999854,-0.24145430400001466,3307.2793144951893,-798.5568250150816,-0.07985568250150817,2015,2
31,2015-02-27 11:15:00,ICICIBANK,2015-02-27,12:15:00,300.726972,2015-03-05,09:15:00,312.2269605,11.499988500000029,10.887034567500029,3325.275392990024,36202.38814993964,3.620238814993964,2015,2
32,2015-03-30 11:15:00,ICICIBANK,2015-03-30,12:15:00,287.1360765,2015-04-15,14:15:00,285.2269875,-1.9090889999999945,-2.4814520639999946,3482.669305053348,-8642.076935254057,-0.8642076935254057,2015,3
33,2015-04-28 12:15:00,ICICIBANK,2015-04-28,13:15:00,288.272439,2015-05-06,09:15:00,292.272435,3.9999959999999533,3.419451125999953,3468.940712712393,11861.873226111473,1.1861873226111475,2015,4
34,2015-05-08 12:15:00,ICICIBANK,2015-05-08,13:15:00,288.090621,2015-05-12,10:15:00,284.5906245,-3.499996500000009,-4.072677745500009,3471.13000947018,-14136.793941306438,-1.4136793941306438,2015,5
35,2015-05-13 14:15:00,ICICIBANK,2015-05-13,15:15:00,288.8633475,2015-05-25,09:15:00,283.4997165,-5.363630999999998,-5.935994063999998,3461.8445318681356,-20549.488591660105,-2.0549488591660103,2015,5
36,2015-05-28 15:15:00,ICICIBANK,2015-05-29,09:15:00,287.181531,2015-06-02,12:15:00,281.908809,-5.2727219999999875,-5.841812339999987,3482.1180753437798,-20341.880341880296,-2.0341880341880296,2015,5
37,2015-06-10 09:15:00,ICICIBANK,2015-06-10,10:15:00,266.636097,2015-06-11,10:15:00,261.2270115,-5.409085500000003,-5.936948608500003,3750.4299352236617,-22266.109785202876,-2.226610978520288,2015,6
38,2015-06-12 15:15:00,ICICIBANK,2015-06-15,09:15:00,269.454276,2015-06-26,09:15:00,282.090627,12.63635099999999,12.08480609699999,3711.2047908269233,44849.19028340078,4.4849190283400775,2015,6
39,2015-06-29 15:15:00,ICICIBANK,2015-06-30,09:15:00,284.54517,2015-07-06,09:15:00,279.636084,-4.909086000000002,-5.473267254000002,3514.380511185623,-19235.14376996806,-1.9235143769968062,2015,6
40,2015-07-06 15:15:00,ICICIBANK,2015-07-07,09:15:00,287.9542575,2015-07-08,11:15:00,279.7724475,-8.181809999999984,-8.749536704999985,3472.7737963728496,-30385.16179952639,-3.038516179952639,2015,7
41,2015-07-13 13:15:00,ICICIBANK,2015-07-13,14:15:00,287.6815305,2015-07-20,11:15:00,285.0451695,-2.636361000000022,-3.209087700000022,3476.0660451922895,-11155.000790014297,-1.1155000790014298,2015,7
42,2015-07-31 09:15:00,ICICIBANK,2015-07-31,11:15:00,270.6815475,2015-08-11,11:15:00,277.545177,6.863629500000002,6.315402775500002,3694.3781696090678,23331.48614609572,2.333148614609572,2015,7
43,2015-08-14 12:15:00,ICICIBANK,2015-08-14,13:15:00,273.8633625,2015-08-21,09:15:00,265.908825,-7.954537500000015,-8.494309687500015,3651.45593361361,-31016.5975103735,-3.1016597510373503,2015,8
44,2015-08-28 09:15:00,ICICIBANK,2015-08-28,10:15:00,262.1361015,2015-08-31,14:15:00,252.181566,-9.954535499999992,-10.468853167499992,3814.812207390671,-39936.70886075946,-3.9936708860759467,2015,8
45,2015-09-08 13:15:00,ICICIBANK,2015-09-08,14:15:00,237.4997625,2015-09-18,15:15:00,250.363386,12.863623499999989,12.375760351499988,4210.53052632,52108.51674641143,5.210851674641143,2015,9
46,2015-09-29 15:15:00,ICICIBANK,2015-09-30,09:15:00,244.9543005,2015-10-14,12:15:00,256.9542885,11.99998800000003,11.498079411000031,4082.3941362074597,46939.69196511425,4.693969196511425,2015,9
47,2015-10-19 11:15:00,ICICIBANK,2015-10-19,12:15:00,261.8633745,2015-10-21,12:15:00,254.999745,-6.86362950000003,-7.38049261950003,3818.785280337094,-28184.516576983275,-2.8184516576983274,2015,10
48,2015-11-02 13:15:00,ICICIBANK,2015-11-02,14:15:00,254.272473,2015-11-04,14:15:00,248.636115,-5.636358000000001,-6.139266588000002,3932.7890597107616,-24144.440471934224,-2.4144440471934225,2015,11
49,2015-11-17 11:15:00,ICICIBANK,2015-11-17,12:15:00,242.636121,2015-11-18,13:15:00,237.636126,-4.999995000000013,-5.480267247000013,4121.397901840015,-22586.36193330841,-2.2586361933308408,2015,11
50,2015-11-20 09:15:00,ICICIBANK,2015-11-20,10:15:00,241.545213,2015-12-03,09:15:00,244.2270285,2.681815499999999,2.196043258499999,4140.01166729808,9091.64471208129,0.9091644712081289,2015,11
51,2015-12-16 11:15:00,ICICIBANK,2015-12-16,12:15:00,229.272498,2016-01-01,09:15:00,235.363401,6.090902999999997,5.626267100999997,4361.622125301745,24539.651070578893,2.4539651070578894,2015,12
52,2016-01-22 09:15:00,ICICIBANK,2016-01-22,10:15:00,211.81797,2016-01-29,09:15:00,202.72707,-9.090900000000005,-9.505445040000005,4721.034763953219,-44875.53648068672,-4.487553648068672,2016,1
53,2017-06-01 12:15:00,ICICIBANK,2017-06-01,13:15:00,292.272435,2017-06-02,09:15:00,288.18153,-4.090904999999964,-4.671358964999964,3421.465318821462,-15982.892690513097,-1.5982892690513097,2017,6
54,2017-06-07 09:15:00,ICICIBANK,2017-06-07,10:15:00,295.45425,2017-06-09,09:15:00,289.181529,-6.27272099999999,-6.85735677899999,3384.6187692341537,-23209.53846153843,-2.320953846153843,2017,6
55,2017-06-19 15:15:00,ICICIBANK,2017-06-20,09:15:00,291.81789,2017-06-23,09:15:00,285.0,-6.817889999999977,-7.394707889999977,3426.7947040532713,-25340.145835472864,-2.534014583547286,2017,6
