,Signal Generated At,Stock Name,Entry Date,Entry Time,Entry Price,Exit Date,Exit Time,Exit Price,Points Captured,After Costs,Qty,PnL,ROI%,Trade Year,Trade Month
0,2012-01-25 09:15:00,TCS,2012-01-25,10:15:00,552.375,2012-02-21,09:15:00,605.175,52.799999999999955,51.642449999999954,1810.3643358225843,93491.64969450093,9.349164969450092,2012,1
1,2012-02-22 11:15:00,TCS,2012-02-22,13:15:00,629.5,2012-02-28,09:15:00,618.7,-10.799999999999955,-12.048199999999955,1588.5623510722796,-19139.316918188968,-1.9139316918188969,2012,2
2,2012-03-21 09:15:00,TCS,2012-03-21,10:15:00,578.4,2012-03-29,09:15:00,572.7,-5.699999999999932,-6.851099999999931,1728.9073305670818,-11844.917012448015,-1.1844917012448015,2012,3
3,2012-03-30 15:15:00,TCS,2012-04-02,09:15:00,586.85,2012-04-09,14:15:00,580.75,-6.100000000000023,-7.267600000000023,1704.0129504984238,-12384.084519042384,-1.2384084519042384,2012,4
4,2012-04-18 09:15:00,TCS,2012-04-18,10:15:00,553.95,2012-04-23,12:15:00,539.125,-14.825000000000045,-15.918075000000046,1805.2170773535515,-28735.580828594717,-2.873558082859472,2012,4
5,2012-04-24 09:15:00,TCS,2012-04-24,10:15:00,583.7,2012-05-07,10:15:00,626.4,42.69999999999993,41.489899999999935,1713.208840157615,71080.86345725531,7.108086345725531,2012,4
6,2012-05-23 10:15:00,TCS,2012-05-23,11:15:00,612.8,2012-06-01,10:15:00,611.5,-1.2999999999999545,-2.5242999999999545,1631.8537859007834,-4119.288511749273,-0.4119288511749274,2012,5
7,2012-06-06 09:15:00,TCS,2012-06-06,10:15:00,624.4,2012-06-08,09:15:00,614.2,-10.199999999999932,-11.438599999999932,1601.537475976938,-18319.346572709692,-1.8319346572709692,2012,6
8,2012-06-13 10:15:00,TCS,2012-06-13,11:15:00,625.5,2012-06-21,09:15:00,616.075,-9.424999999999955,-10.666574999999956,1598.721023181455,-17052.877697841657,-1.7052877697841657,2012,6
9,2012-06-27 09:15:00,TCS,2012-06-27,10:15:00,623.25,2012-07-03,09:15:00,624.425,1.1749999999999545,-0.07267500000004556,1604.4925792218212,-116.60649819501896,-0.011660649819501896,2012,6
10,2012-07-09 11:15:00,TCS,2012-07-09,12:15:00,631.775,2012-07-12,09:15:00,622.5,-9.274999999999977,-10.529274999999977,1582.841992798069,-16666.17862371885,-1.666617862371885,2012,7
11,2012-07-13 11:15:00,TCS,2012-07-13,12:15:00,631.0,2012-07-16,14:15:00,603.725,-27.274999999999977,-28.509724999999978,1584.7860538827258,-45181.81458003166,-4.518181458003166,2012,7
12,2012-07-20 09:15:00,TCS,2012-07-20,10:15:00,609.6,2012-07-25,10:15:00,600.35,-9.25,-10.45995,1640.4199475065616,-17158.710629921257,-1.7158710629921259,2012,7
13,2012-07-27 11:15:00,TCS,2012-07-27,12:15:00,612.1,2012-08-30,09:15:00,664.35,52.25,50.97355,1633.7199803953602,83276.50710668192,8.327650710668193,2012,7
14,2012-08-31 10:15:00,TCS,2012-08-31,11:15:00,674.375,2012-09-17,09:15:00,687.0,12.625,11.263625,1482.8544949026877,16702.316960148284,1.6702316960148285,2012,8
15,2012-10-03 09:15:00,TCS,2012-10-03,10:15:00,657.45,2012-10-05,10:15:00,648.5,-8.950000000000045,-10.255950000000045,1521.0282150733894,-15599.589322381997,-1.5599589322381997,2012,10
16,2012-10-12 14:15:00,TCS,2012-10-15,09:15:00,650.0,2012-10-17,11:15:00,640.0,-10.0,-11.29,1538.4615384615386,-17369.23076923077,-1.7369230769230768,2012,10
17,2012-10-18 14:15:00,TCS,2012-10-18,15:15:00,654.9,2012-11-15,09:15:00,649.35,-5.5499999999999545,-6.854249999999954,1526.9506794930523,-10466.101694915184,-1.0466101694915182,2012,10
18,2012-11-21 13:15:00,TCS,2012-11-21,14:15:00,642.25,2012-12-05,10:15:00,646.85,4.600000000000023,3.310900000000023,1557.026080186843,5155.157648890654,0.5155157648890655,2012,11
19,2012-12-19 09:15:00,TCS,2012-12-19,10:15:00,617.125,2013-01-09,12:15:00,637.75,20.625,19.370125,1620.4172574437919,31387.68482884343,3.138768482884343,2012,12
20,2013-01-11 10:15:00,TCS,2013-01-11,11:15:00,651.35,2013-01-16,09:15:00,660.2,8.850000000000023,7.538450000000022,1535.272894757043,11573.577953481266,1.1573577953481267,2013,1
21,2013-01-17 10:15:00,TCS,2013-01-17,11:15:00,684.5,2013-01-21,14:15:00,664.5,-20.0,-21.349,1460.9203798392987,-31189.189189189186,-3.1189189189189186,2013,1
22,2013-01-24 11:15:00,TCS,2013-01-24,12:15:00,666.075,2013-01-31,13:15:00,665.85,-0.22500000000002274,-1.556925000000023,1501.3324325338738,-2337.461997522836,-0.23374619975228358,2013,1
23,2013-02-04 09:15:00,TCS,2013-02-04,10:15:00,682.45,2013-02-18,15:15:00,710.725,28.274999999999977,26.881824999999978,1465.3088138325152,39390.17510440322,3.9390175104403222,2013,2
24,2013-02-19 15:15:00,TCS,2013-02-20,09:15:00,724.45,2013-03-11,15:15:00,780.3,55.84999999999991,54.34524999999991,1380.3575125957623,75015.87411139472,7.5015874111394725,2013,2
25,2013-03-15 11:15:00,TCS,2013-03-15,12:15:00,789.95,2013-03-19,15:15:00,770.5,-19.450000000000045,-21.010450000000045,1265.9029052471674,-26597.189695550405,-2.6597189695550405,2013,3
26,2013-04-01 09:15:00,TCS,2013-04-01,10:15:00,786.5,2013-04-04,09:15:00,758.25,-28.25,-29.79475,1271.4558169103623,-37882.70820089002,-3.7882708200890023,2013,4
27,2013-04-09 11:15:00,TCS,2013-04-09,12:15:00,755.5,2013-04-12,09:15:00,746.0,-9.5,-11.0015,1323.6267372600926,-14561.879549966909,-1.456187954996691,2013,4
28,2013-05-02 09:15:00,TCS,2013-05-02,10:15:00,707.6,2013-05-13,09:15:00,729.875,22.274999999999977,20.837524999999978,1413.2278123233464,29448.16986998301,2.9448169869983007,2013,5
29,2013-05-21 12:15:00,TCS,2013-05-21,13:15:00,746.75,2013-05-24,10:15:00,738.125,-8.625,-10.109875,1339.1362571141613,-13538.500167392032,-1.3538500167392034,2013,5
30,2013-05-28 11:15:00,TCS,2013-05-28,12:15:00,749.5,2013-05-29,13:15:00,745.625,-3.875,-5.370125,1334.2228152101402,-7164.943295530354,-0.7164943295530354,2013,5
31,2013-06-07 10:15:00,TCS,2013-06-07,11:15:00,754.0,2013-06-11,15:15:00,747.425,-6.5750000000000455,-8.076425000000045,1326.2599469496022,-10711.4389920425,-1.0711438992042501,2013,6
32,2013-06-26 12:15:00,TCS,2013-06-26,13:15:00,715.725,2013-07-09,12:15:00,751.075,35.35000000000002,33.88320000000002,1397.1846728841383,47341.08770826787,4.734108770826787,2013,6
