,Stock Name,Entry Date,Entry Price,Exit Date,Exit Price,Points Captured,Qty,PnL,ROI%,Pct Change on Stock,Trade Year,Trade Number
0,SRF,2016-04-01,273.86,2016-05-02,260.26,-13.600000000000023,3651.5007668151607,-49660.41042868627,-4.966041042868627,-4.966041042868627,2016,1
1,SRF,2016-05-02,260.26,2016-06-01,264.57,4.310000000000002,3651.5007668151607,15737.96830497335,1.573796830497335,1.6560362714208878,2016,1
2,SRF,2016-06-01,264.57,2016-07-01,293.22,28.650000000000034,3651.5007668151607,104615.49696925448,10.461549696925449,10.82889216464453,2016,1
3,SRF,2016-07-01,293.22,2016-08-01,344.68,51.45999999999998,3651.5007668151607,187906.2294603081,18.790622946030812,17.549962485505755,2016,1
4,SRF,2016-08-01,344.68,2016-09-01,357.18,12.5,3651.5007668151607,45643.75958518951,4.5643759585189505,3.6265521643263314,2016,1
5,SRF,2016-09-01,357.18,2016-10-03,366.58,9.399999999999977,3651.5007668151607,34324.10720806243,3.4324107208062427,2.631726300464745,2016,1
6,SRF,2016-10-03,366.58,2016-11-01,316.28,-50.30000000000001,3651.5007668151607,-183670.4885708026,-18.367048857080263,-13.721425064106066,2016,1
7,SRF,2017-04-03,357.01,2017-05-02,327.93,-29.079999999999984,2801.0419876193946,-81454.30099997195,-8.145430099997194,-8.145430099997194,2017,2
8,SRF,2017-05-02,327.93,2017-06-01,310.08,-17.850000000000023,2801.0419876193946,-49998.599479006254,-4.999859947900625,-5.443234836702962,2017,2
9,SRF,2017-06-01,310.08,2017-07-03,305.58,-4.5,2801.0419876193946,-12604.688944287276,-1.2604688944287277,-1.4512383900928794,2017,2
10,SRF,2017-07-03,305.58,2017-08-01,307.88,2.3000000000000114,2801.0419876193946,6442.3965715246395,0.644239657152464,0.7526670593625275,2017,2
11,SRF,2017-08-01,307.88,2017-09-01,309.06,1.1800000000000068,2801.0419876193946,3305.2295453909046,0.3305229545390905,0.3832662076133581,2017,2
12,SRF,2017-09-01,309.06,2017-10-03,340.74,31.680000000000007,2801.0419876193946,88737.01016778244,8.873701016778245,10.250436808386723,2017,2
13,SRF,2017-10-03,340.74,2017-11-01,368.17,27.430000000000007,2801.0419876193946,76832.58172040002,7.683258172040001,8.050126195926515,2017,2
14,SRF,2017-11-01,368.17,2017-12-01,398.57,30.399999999999977,2801.0419876193946,85151.67642362953,8.515167642362954,8.257055164733677,2017,2
