,Stock Name,Entry Date,Entry Price,Exit Date,Exit Price,Points Captured,Qty,PnL,ROI%,Pct Change on Stock,Trade Year,Trade Number
0,MRF,2012-01-02,7989.5,2012-02-01,9971.4,1981.8999999999996,125.16427811502597,248063.0827961699,24.80630827961699,24.806308279616992,2012,1
1,MRF,2012-02-01,9971.4,2012-03-01,10049.65,78.25,125.16427811502597,9794.104762500781,0.979410476250078,0.78474436889504,2012,1
2,MRF,2012-03-01,10049.65,2012-04-02,11575.95,1526.300000000001,125.16427811502597,191038.23768696428,19.103823768696426,15.187593597787,2012,1
3,MRF,2012-04-02,11575.95,2012-05-02,10989.8,-586.1500000000015,125.16427811502597,-73365.04161712265,-7.336504161712265,-5.0635153054393065,2012,1
4,MRF,2012-05-02,10989.8,2012-06-01,10119.45,-870.3499999999985,125.16427811502597,-108936.72945741267,-10.893672945741267,-7.91961637154451,2012,1
5,MRF,2012-06-01,10119.45,2012-07-02,9667.65,-451.8000000000011,125.16427811502597,-56549.22085236887,-5.654922085236887,-4.4646695225531134,2012,1
6,MRF,2012-07-02,9667.65,2012-08-01,10126.4,458.75,125.16427811502597,57419.11258526816,5.741911258526815,4.745206953085807,2012,1
7,MRF,2012-08-01,10126.4,2012-09-03,10332.65,206.25,125.16427811502597,25815.132361224107,2.5815132361224107,2.036755411597409,2012,1
8,MRF,2012-09-03,10332.65,2012-10-01,10214.45,-118.19999999999891,125.16427811502597,-14794.417673195932,-1.4794417673195932,-1.1439466158245843,2012,1
9,MRF,2012-10-01,10214.45,2012-11-01,11006.0,791.5499999999993,125.16427811502597,99073.78434194872,9.907378434194872,7.7493159200935855,2012,1
10,MRF,2012-11-01,11006.0,2012-12-03,12898.9,1892.8999999999996,125.16427811502597,236923.4620439326,23.69234620439326,17.19880065418862,2012,1
11,MRF,2012-12-03,12898.9,2013-01-01,13229.25,330.35000000000036,125.16427811502597,41348.01927529887,4.134801927529887,2.5610710990859715,2012,1
12,MRF,2013-01-01,13229.25,2013-02-01,11583.4,-1645.8500000000004,125.16427811502597,-206001.62713561553,-20.600162713561552,-12.440992497685057,2012,1
13,MRF,2013-05-02,15002.95,2013-06-03,13013.85,-1989.1000000000004,66.65355813356706,-132580.59248347825,-13.258059248347825,-13.258059248347825,2013,2
14,MRF,2013-06-03,13013.85,2013-07-01,13390.2,376.35000000000036,66.65355813356706,25085.066603567986,2.5085066603567987,2.891918993994862,2013,2
15,MRF,2013-07-01,13390.2,2013-08-01,13041.0,-349.2000000000007,66.65355813356706,-23275.422500241664,-2.3275422500241665,-2.6078774028767358,2013,2
16,MRF,2013-08-01,13041.0,2013-09-02,13527.9,486.89999999999964,66.65355813356706,32453.617455233776,3.2453617455233776,3.733609385783296,2013,2
17,MRF,2013-09-02,13527.9,2013-10-01,15872.6,2344.7000000000007,66.65355813356706,156282.59775577474,15.628259775577474,17.332328003607365,2013,2
18,MRF,2013-10-01,15872.6,2013-11-01,17455.7,1583.1000000000004,66.65355813356706,105519.24788125003,10.551924788125003,9.973791313332411,2013,2
19,MRF,2013-11-01,17455.7,2013-12-02,19553.9,2098.2000000000007,66.65355813356706,139852.49567585046,13.985249567585045,12.020142417663001,2013,2
20,MRF,2013-12-02,19553.9,2014-01-01,19562.4,8.5,66.65355813356706,566.55524413532,0.056655524413532,0.04346958918681183,2013,2
21,MRF,2014-01-01,19562.4,2014-02-03,19275.6,-286.8000000000029,66.65355813356706,-19116.240472707228,-1.9116240472707227,-1.4660777818672703,2013,2
22,MRF,2014-02-03,19275.6,2014-03-03,21812.5,2536.9000000000015,66.65355813356706,169093.41162904637,16.90934116290464,13.161198613791539,2013,2
23,MRF,2014-03-03,21812.5,2014-04-01,20657.1,-1155.4000000000015,66.65355813356706,-77011.52106752348,-7.701152106752349,-5.2969627507163395,2013,2
24,MRF,2014-04-01,20657.1,2014-05-02,22913.85,2256.75,66.65355813356706,150420.41731792747,15.042041731792747,10.924815196712027,2013,2
25,MRF,2014-05-02,22913.85,2014-06-02,23804.5,890.6500000000015,66.65355813356706,59364.9915516616,5.93649915516616,3.886950468821265,2013,2
