,Unnamed: 0,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Hedge Strike,Hedge Contract,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Total PnL,Total ROI%,Index,Trade Month,Cumulative ROI%,Running Max ROI%,Drawdown,Max High,Strat Entry,High Entry Ratio
193,89,2018-11-23,27003.05,26026.05,977.0,27009.3,50%,27497.8,26520.8,low,27500,2018-12-06,1,BANKNIFTY18120627500CE,CE,2018-12-05 09:30:00,1.9,2018-12-06 15:30:00,0.05,Expiry Closing,1.85,0.0195,1.8305,318.1818181818182,588.6363636363636,582.4318181818182,0.0588636363636363,0.0582431818181818,2018,28300,BANKNIFTY18120628300CE,0.75,0.05,-0.7,-222.72727272727272,359.7045454545455,0.0359704545454545,BANKNIFTY,12,28.07295653349268,30.52091320282617,-2.447956669333489,2.9,1.9,1.5263157894736843
194,419,2018-11-23,10880.45,10490.45,390.0,10892.1,40%,11048.1,10736.1,low,11050,2018-12-06,0,NIFTY18120611050CE,CE,2018-12-06 09:15:00,,2018-12-06 15:30:00,,Expiry Closing,,,,1357.4660633484164,,,,,2018,11250,NIFTY18120611250CE,0.0,0.0,0.0,0.0,,,NIFTY,12,,,,0.0,,
195,421,2018-11-30,10941.05,10588.3,352.75,10644.8,40%,10785.9,10503.7,low,10800,2018-12-13,3,NIFTY18121310800CE,CE,2018-12-10 09:45:00,,2018-12-13 15:30:00,,Expiry Closing,,,,1388.888888888889,,,,,2018,11000,NIFTY18121311000CE,0.0,0.0,0.0,0.0,,,NIFTY,12,,,,0.0,,
196,91,2018-11-30,27032.9,26150.6,882.3000000000029,26307.4,50%,26748.550000000003,25866.25,low,26700,2018-12-13,2,BANKNIFTY18121326700CE,CE,2018-12-11 09:15:00,48.55,2018-12-13 15:30:00,117.5,Expiry Closing,-68.95,1.6605,-70.6105,327.71535580524346,-22595.973782771536,-23140.145131086145,-2.259597378277154,-2.3140145131086145,2018,27500,BANKNIFTY18121327500CE,4.6,0.05,-4.55,-1491.1048689138577,-24631.250000000004,-2.4631250000000007,BANKNIFTY,12,25.60983153349268,30.52091320282617,-4.911081669333491,255.0,48.55,5.252317198764161
197,420,2018-11-30,10941.05,10588.3,352.75,10644.8,40%,10785.9,10503.7,high,10500,2018-12-13,0,NIFTY18121310500PE,PE,2018-12-13 09:15:00,,2018-12-13 15:30:00,,Friday Closing,,,,1428.571428571429,,,,,2018,10300,NIFTY18121310300PE,0.0,0.0,0.0,0.0,,,NIFTY,12,,,,0.0,,
198,90,2018-11-30,27032.9,26150.6,882.3000000000029,26307.4,50%,26748.550000000003,25866.25,high,25900,2018-12-13,0,BANKNIFTY18121325900PE,PE,2018-12-13 09:15:00,0.3,2018-12-13 15:30:00,0.05,Friday Closing,0.25,0.0034999999999999,0.2465,337.8378378378378,84.45945945945945,83.27702702702702,0.0084459459459459,0.0083277027027027,2018,25100,BANKNIFTY18121325100PE,0.15,0.05,-0.0999999999999999,-33.78378378378375,49.49324324324327,0.0049493243243243,BANKNIFTY,12,25.614780857817006,30.52091320282617,-4.906132345009166,0.95,0.3,3.1666666666666665
199,422,2018-12-14,10984.75,10753.05,231.7000000000008,10944.25,40%,11036.93,10851.57,low,11050,2018-12-27,6,NIFTY18DEC11050CE,CE,2018-12-21 10:20:00,21.8,2018-12-27 15:30:00,0.05,Expiry Closing,21.75,0.2185,21.5315,1357.4660633484164,29524.886877828056,29228.280542986427,2.9524886877828056,2.9228280542986425,2018,11250,NIFTY18DEC11250CE,3.2,0.05,-3.1500000000000004,-4276.018099547512,24952.262443438914,2.495226244343891,NIFTY,12,28.110007102160896,30.52091320282617,-2.410906100665276,23.25,21.8,1.06651376146789
200,92,2018-12-14,27363.45,26734.8,628.6500000000015,27261.25,50%,27575.575,26946.925,low,27600,2018-12-27,6,BANKNIFTY18DEC27600CE,CE,2018-12-21 13:59:00,35.0,2018-12-27 15:30:00,0.05,Expiry Closing,34.95,0.3505,34.599500000000006,317.0289855072464,11080.163043478262,10969.044384057974,1.1080163043478262,1.096904438405797,2018,28400,BANKNIFTY18DEC28400CE,3.05,0.05,-3.0,-951.0869565217392,10017.957427536234,1.0017957427536237,BANKNIFTY,12,29.11180284491452,30.52091320282617,-1.4091103579116506,36.5,35.0,1.042857142857143
201,93,2018-12-28,27428.85,26923.75,505.09999999999854,26999.7,50%,27252.25,26747.15,high,26700,2019-01-10,6,BANKNIFTY1911026700PE,PE,2019-01-04 12:51:00,42.7,2019-01-10 15:30:00,0.05,Friday Closing,42.650000000000006,0.4275,42.2225,327.71535580524346,13977.059925093636,13836.961610486893,1.3977059925093638,1.383696161048689,2019,25900,BANKNIFTY1911025900PE,5.0,0.05,-4.95,-1622.191011235955,12214.770599250936,1.2214770599250937,BANKNIFTY,1,30.33327990483961,30.52091320282617,-0.187633297986558,72.3,42.7,1.6932084309133488
202,423,2018-12-28,10923.1,10662.35,260.75,10699.7,40%,10804.0,10595.4,high,10600,2019-01-10,3,NIFTY1911010600PE,PE,2019-01-07 09:15:00,,2019-01-10 15:30:00,,Friday Closing,,,,1415.094339622642,,,,,2019,10400,NIFTY1911010400PE,0.0,0.0,0.0,0.0,,,NIFTY,1,,,,0.0,,
203,424,2019-01-04,10870.35,10628.8,241.5500000000011,10834.75,40%,10931.37,10738.13,low,10950,2019-01-17,3,NIFTY1911710950CE,CE,2019-01-14 09:22:00,,2019-01-15 15:00:00,,SL Hit,,,,1369.86301369863,,,,,2019,11150,NIFTY1911711150CE,0.0,0.0,0.0,0.0,,,NIFTY,1,,,,0.0,,
204,94,2019-01-04,27752.95,26926.9,826.0499999999993,27602.8,50%,28015.825,27189.775,low,28000,2019-01-17,3,BANKNIFTY1911728000CE,CE,2019-01-14 11:54:00,10.65,2019-01-17 15:30:00,0.05,Expiry Closing,10.6,0.107,10.493,312.5,3312.5,3279.0625,0.33125,0.32790625,2019,28800,BANKNIFTY1911728800CE,1.25,0.05,-1.2,-375.0,2904.0625,0.29040625,BANKNIFTY,1,30.62368615483961,30.62368615483961,0.0,13.45,10.65,1.2629107981220655
205,95,2019-01-11,27612.15,27182.25,429.9000000000015,27550.05,50%,27765.0,27335.1,low,27800,2019-01-24,1,BANKNIFTY1912427800CE,CE,2019-01-23 14:46:00,7.55,2019-01-24 15:30:00,0.05,Expiry Closing,7.5,0.076,7.424,314.74820143884887,2360.6115107913665,2336.690647482014,0.2360611510791366,0.2336690647482014,2019,28600,BANKNIFTY1912428600CE,0.55,0.05,-0.5,-157.37410071942443,2179.316546762589,0.2179316546762589,BANKNIFTY,1,30.841617809515878,30.841617809515878,0.0,9.1,7.55,1.205298013245033
206,425,2019-01-11,10930.4,10692.45,237.9499999999989,10914.85,40%,11010.03,10819.67,low,11000,2019-01-24,1,NIFTY1912411000CE,CE,2019-01-23 15:15:00,,2019-01-24 15:30:00,,Expiry Closing,,,,1363.6363636363635,,,,,2019,11200,NIFTY1912411200CE,0.0,0.0,0.0,0.0,,,NIFTY,1,,,,0.0,,
207,426,2019-01-18,10987.2,10798.9,188.3000000000011,10859.75,40%,10935.07,10784.43,low,10950,2019-01-31,6,NIFTY19JAN10950CE,CE,2019-01-25 14:19:00,27.95,2019-01-31 15:30:00,0.05,Expiry Closing,27.9,0.28,27.62,1369.86301369863,38219.17808219178,37835.61643835616,3.821917808219178,3.783561643835616,2019,11150,NIFTY19JAN11150CE,3.85,0.05,-3.8,-5205.479452054794,32630.136986301368,3.263013698630137,NIFTY,1,34.104631508146014,34.104631508146014,0.0,35.75,27.95,1.2790697674418605
208,96,2019-01-18,27622.2,27142.8,479.4000000000015,27261.45,50%,27501.15,27021.75,low,27500,2019-01-31,3,BANKNIFTY19JAN27500CE,CE,2019-01-28 09:15:00,46.45,2019-01-31 15:30:00,0.1,Expiry Closing,46.35,0.4655,45.8845,318.1818181818182,14747.727272727274,14599.613636363638,1.4747727272727271,1.4599613636363638,2019,28300,BANKNIFTY19JAN28300CE,3.95,0.1,-3.85,-1225.0,13374.613636363638,1.3374613636363637,BANKNIFTY,1,35.44209287178238,35.44209287178238,0.0,71.05,46.45,1.5296017222820235
209,97,2019-01-25,27431.4,26443.7,987.7000000000008,27334.55,50%,27828.4,26840.7,low,27800,2019-02-07,3,BANKNIFTY1920727800CE,CE,2019-02-04 09:45:00,9.75,2019-02-07 09:15:00,4.7,SL Hit,5.05,0.1445,4.9055,314.74820143884887,1589.4784172661866,1543.9973021582732,0.1589478417266186,0.1543997302158273,2019,28600,BANKNIFTY1920728600CE,1.95,0.7,-1.25,-393.435251798561,1150.5620503597122,0.1150562050359712,BANKNIFTY,2,35.55714907681835,35.55714907681835,0.0,24.95,9.75,2.5589743589743588
210,427,2019-01-25,10931.35,10583.95,347.39999999999964,10851.35,40%,10990.31,10712.39,high,10700,2019-02-07,1,NIFTY1920710700PE,PE,2019-02-06 09:22:00,,2019-02-07 15:30:00,,Friday Closing,,,,1401.8691588785043,,,,,2019,10500,NIFTY1920710500PE,0.0,0.0,0.0,0.0,,,NIFTY,2,,,,0.0,,
211,428,2019-02-01,11117.9,10813.65,304.25,11023.5,40%,11145.2,10901.8,low,11150,2019-02-14,3,NIFTY1921411150CE,CE,2019-02-11 09:15:00,5.2,2019-02-14 15:30:00,0.1,Expiry Closing,5.1000000000000005,0.053,5.047000000000001,1345.2914798206275,6860.986547085202,6789.686098654709,0.6860986547085202,0.6789686098654709,2019,11350,NIFTY1921411350CE,1.0,0.05,-0.95,-1278.0269058295962,5511.659192825113,0.5511659192825112,NIFTY,2,36.10831499610086,36.10831499610086,0.0,14.95,5.2,2.8749999999999996
212,98,2019-02-01,27588.5,26827.3,761.2000000000007,27302.65,50%,27683.25,26922.050000000003,low,27700,2019-02-14,1,BANKNIFTY1921427700CE,CE,2019-02-13 15:06:00,2.25,2019-02-14 15:30:00,0.05,Expiry Closing,2.2,0.023,2.177,315.8844765342961,694.9458483754514,687.6805054151625,0.0694945848375451,0.0687680505415162,2019,28500,BANKNIFTY1921428500CE,0.45,0.05,-0.4,-126.35379061371845,561.326714801444,0.0561326714801444,BANKNIFTY,2,36.164447667581,36.164447667581,0.0,2.35,2.25,1.0444444444444445
213,429,2019-02-08,11041.15,10718.85,322.2999999999993,10780.25,40%,10909.17,10651.33,low,10900,2019-02-21,6,NIFTY1922110900CE,CE,2019-02-15 11:03:00,15.55,2019-02-21 15:30:00,0.05,Expiry Closing,15.5,0.156,15.344,1376.1467889908256,21330.2752293578,21115.596330275228,2.13302752293578,2.111559633027523,2019,11100,NIFTY1922111100CE,2.05,0.05,-2.0,-2752.293577981651,18363.302752293577,1.836330275229357,NIFTY,2,38.00077794281036,38.00077794281036,0.0,19.85,15.55,1.2765273311897107
214,99,2019-02-08,27482.1,26818.65,663.4499999999971,27017.2,50%,27348.925,26685.475,low,27300,2019-02-21,6,BANKNIFTY1922127300CE,CE,2019-02-15 11:14:00,41.3,2019-02-21 15:30:00,0.05,Expiry Closing,41.25,0.4135,40.8365,320.5128205128205,13221.153846153846,13088.621794871797,1.3221153846153846,1.3088621794871795,2019,28100,BANKNIFTY1922128100CE,2.65,0.1,-2.55,-817.3076923076923,12271.314102564103,1.22713141025641,BANKNIFTY,2,39.22790935306677,39.22790935306677,0.0,49.95,41.3,1.2094430992736078
215,430,2019-02-15,10808.8,10585.9,222.89999999999964,10782.7,40%,10871.86,10693.54,high,10700,2019-02-28,3,NIFTY19FEB10700PE,PE,2019-02-25 15:04:00,12.95,2019-02-28 15:30:00,0.05,Friday Closing,12.9,0.13,12.769999999999998,1401.8691588785043,18084.11214953271,17901.8691588785,1.808411214953271,1.79018691588785,2019,10500,NIFTY19FEB10500PE,4.6,0.05,-4.55,-6378.504672897196,11523.364485981305,1.1523364485981304,NIFTY,2,40.3802458016649,40.3802458016649,0.0,71.5,12.95,5.521235521235521
216,100,2019-02-22,27196.85,26719.65,477.1999999999971,26941.0,50%,27179.6,26702.4,high,26700,2019-03-07,2,BANKNIFTY1930726700PE,PE,2019-03-05 11:53:00,31.15,2019-03-07 15:30:00,0.05,Friday Closing,31.1,0.312,30.788,327.71535580524346,10191.947565543072,10089.700374531836,1.0191947565543071,1.0089700374531836,2019,25900,BANKNIFTY1930725900PE,5.05,0.1,-4.95,-1622.191011235955,8467.509363295881,0.8467509363295882,BANKNIFTY,3,41.22699673799448,41.22699673799448,0.0,32.7,31.15,1.0497592295345106
217,431,2019-02-22,10939.55,10729.45,210.0999999999985,10842.65,40%,10926.69,10758.61,high,10750,2019-03-07,2,NIFTY1930710750PE,PE,2019-03-05 13:24:00,10.35,2019-03-07 15:30:00,0.05,Friday Closing,10.3,0.104,10.196,1395.3488372093022,14372.093023255817,14226.976744186046,1.4372093023255814,1.4226976744186044,2019,10550,NIFTY1930710550PE,3.0,0.05,-2.95,-4116.279069767442,10110.697674418603,1.0110697674418605,NIFTY,3,42.23806650543634,42.23806650543634,0.0,11.1,10.35,1.0724637681159421
218,432,2019-03-01,11088.75,10818.7,270.0499999999993,11038.85,40%,11146.87,10930.83,high,10950,2019-03-14,3,NIFTY1931410950PE,PE,2019-03-11 11:31:00,8.6,2019-03-14 15:30:00,0.05,Friday Closing,8.549999999999999,0.0865,8.4635,1369.86301369863,11712.328767123288,11593.835616438357,1.1712328767123288,1.1593835616438355,2019,10750,NIFTY1931410750PE,2.45,0.1,-2.35,-3219.178082191781,8374.657534246573,0.8374657534246572,NIFTY,3,43.075532258861,43.075532258861,0.0,9.95,8.6,1.1569767441860466
219,101,2019-03-01,27813.55,26941.0,872.5499999999993,27686.15,50%,28122.425000000003,27249.875,high,27200,2019-03-14,2,BANKNIFTY1931427200PE,PE,2019-03-12 09:15:00,5.95,2019-03-14 15:30:00,0.05,Friday Closing,5.9,0.06,5.840000000000001,321.6911764705883,1897.977941176471,1878.676470588236,0.1897977941176471,0.1878676470588235,2019,26400,BANKNIFTY1931426400PE,2.85,0.05,-2.8000000000000003,-900.7352941176472,977.9411764705884,0.0977941176470588,BANKNIFTY,3,43.17332637650807,43.17332637650807,0.0,8.85,5.95,1.487394957983193
220,102,2019-03-08,29069.25,27648.3,1420.9500000000007,29007.0,50%,29717.475,28296.525,high,28300,2019-03-20,2,BANKNIFTY1932028300PE,PE,2019-03-18 09:15:00,7.15,2019-03-20 15:30:00,0.05,Friday Closing,7.1000000000000005,0.072,7.0280000000000005,309.1872791519434,2195.2296819787985,2172.9681978798585,0.2195229681978798,0.2172968197879858,2019,27500,BANKNIFTY1932027500PE,4.95,0.1,-4.8500000000000005,-1499.5583038869256,673.4098939929329,0.0673409893992933,BANKNIFTY,3,43.24066736590736,43.24066736590736,0.0,25.25,7.15,3.5314685314685312
221,433,2019-03-08,11383.4,11009.2,374.1999999999989,11376.85,40%,11526.53,11227.17,high,11250,2019-03-20,2,NIFTY1932011250PE,PE,2019-03-18 09:32:00,7.45,2019-03-20 15:30:00,0.1,Friday Closing,7.35,0.0755,7.274500000000001,1333.3333333333337,9800.0,9699.333333333336,0.98,0.9699333333333336,2019,11000,NIFTY1932011000PE,2.6,0.1,-2.5,-3333.333333333334,6366.000000000002,0.6366000000000003,NIFTY,3,43.87726736590736,43.87726736590736,0.0,13.25,7.45,1.778523489932886
222,434,2019-03-15,11552.5,11372.2,180.29999999999927,11545.2,40%,11617.32,11473.080000000002,low,11600,2019-03-28,6,NIFTY19MAR11600CE,CE,2019-03-22 14:10:00,25.95,2019-03-28 13:51:00,3.55,SL Hit,22.4,0.295,22.105,1293.103448275862,28965.517241379308,28584.05172413793,2.8965517241379306,2.858405172413793,2019,11850,NIFTY19MAR11850CE,2.0,0.05,-1.95,-2521.551724137931,26062.5,2.60625,NIFTY,3,46.48351736590736,46.48351736590736,0.0,30.5,25.95,1.1753371868978806
223,104,2019-03-15,29883.7,29002.35,881.3500000000022,29920.75,50%,30361.425000000003,29480.075,low,30400,2019-03-28,3,BANKNIFTY19MAR30400CE,CE,2019-03-25 09:15:00,10.7,2019-03-26 15:14:00,50.5,SL Hit,-39.8,0.612,-40.412,287.82894736842104,-11455.592105263157,-11631.743421052632,-1.1455592105263157,-1.1631743421052632,2019,31300,BANKNIFTY19MAR31300CE,3.1,2.95,-0.1499999999999999,-43.17434210526313,-11674.917763157897,-1.1674917763157897,BANKNIFTY,3,45.31602558959157,46.48351736590736,-1.1674917763157922,50.5,10.7,4.719626168224299
224,103,2019-03-15,29883.7,29002.35,881.3500000000022,29920.75,50%,30361.425000000003,29480.075,high,29500,2019-03-28,0,BANKNIFTY19MAR29500PE,PE,2019-03-28 13:48:00,0.35,2019-03-28 15:30:00,0.15,Friday Closing,0.1999999999999999,0.005,0.1949999999999999,296.6101694915254,59.32203389830506,57.83898305084743,0.0059322033898305,0.0057838983050847,2019,28600,BANKNIFTY19MAR28600PE,0.25,0.15,-0.1,-29.661016949152543,28.17796610169488,0.0028177966101694,BANKNIFTY,3,45.318843386201735,46.48351736590736,-1.1646739797056256,0.4,0.35,1.142857142857143
225,435,2019-03-22,11587.5,11311.95,275.5499999999993,11625.45,40%,11735.67,11515.23,high,11500,2019-04-04,3,NIFTY1940411500PE,PE,2019-04-01 14:34:00,8.75,2019-04-04 15:30:00,0.05,Friday Closing,8.7,0.088,8.612,1304.3478260869565,11347.82608695652,11233.04347826087,1.134782608695652,1.123304347826087,2019,11250,NIFTY1940411250PE,2.4,0.05,-2.35,-3065.217391304348,8167.826086956522,0.8167826086956522,NIFTY,4,46.13562599489739,46.48351736590736,-0.3478913710099718,16.4,8.75,1.874285714285714
226,436,2019-03-29,11760.85,11559.65,201.2000000000008,11638.4,40%,11718.88,11557.92,low,11700,2019-04-11,3,NIFTY1941111700CE,CE,2019-04-08 14:26:00,19.0,2019-04-11 15:30:00,0.05,Expiry Closing,18.95,0.1905,18.7595,1282.0512820512822,24294.8717948718,24050.641025641027,2.4294871794871797,2.4050641025641024,2019,11950,NIFTY1941111950CE,1.45,0.1,-1.35,-1730.7692307692312,22319.8717948718,2.2319871794871795,NIFTY,4,48.367613174384566,48.367613174384566,0.0,41.0,19.0,2.1578947368421053
227,105,2019-04-05,30231.9,29641.4,590.5,29780.55,50%,30075.8,29485.3,high,29500,2019-04-18,3,BANKNIFTY1941829500PE,PE,2019-04-15 09:48:00,28.45,2019-04-18 15:30:00,0.05,Friday Closing,28.4,0.285,28.115,296.6101694915254,8423.72881355932,8339.194915254237,0.8423728813559321,0.8339194915254237,2019,28600,BANKNIFTY1941828600PE,4.2,0.05,-4.15,-1230.9322033898306,7108.262711864406,0.7108262711864406,BANKNIFTY,4,49.07843944557101,49.07843944557101,0.0,31.2,28.45,1.0966608084358525
228,437,2019-04-05,11710.05,11549.8,160.25,11612.85,40%,11676.95,11548.75,high,11550,2019-04-18,3,NIFTY1941811550PE,PE,2019-04-15 10:24:00,12.95,2019-04-18 15:30:00,0.05,Friday Closing,12.9,0.13,12.769999999999998,1298.7012987012988,16753.246753246756,16584.415584415583,1.6753246753246755,1.6584415584415584,2019,11300,NIFTY1941811300PE,2.3,0.05,-2.25,-2922.0779220779223,13662.33766233766,1.366233766233766,NIFTY,4,50.444673211804776,50.444673211804776,0.0,15.6,12.95,1.2046332046332047
229,106,2019-04-12,30656.5,29711.55,944.9500000000008,30282.5,50%,30754.975,29810.025,low,30800,2019-04-25,3,BANKNIFTY19APR30800CE,CE,2019-04-22 14:23:00,14.25,2019-04-25 15:30:00,0.1,Expiry Closing,14.15,0.1435,14.0065,284.0909090909091,4019.886363636364,3979.119318181819,0.4019886363636364,0.3979119318181819,2019,31700,BANKNIFTY19APR31700CE,2.9,0.05,-2.85,-809.659090909091,3169.460227272728,0.3169460227272728,BANKNIFTY,4,50.76161923453205,50.76161923453205,0.0,15.5,14.25,1.087719298245614
230,438,2019-04-12,11856.15,11579.75,276.39999999999964,11727.05,40%,11837.61,11616.49,low,11850,2019-04-25,3,NIFTY19APR11850CE,CE,2019-04-22 14:41:00,5.65,2019-04-25 15:30:00,0.1,Expiry Closing,5.550000000000001,0.0575,5.492500000000001,1265.822784810127,7025.316455696204,6952.531645569621,0.7025316455696204,0.6952531645569621,2019,12100,NIFTY19APR12100CE,1.2,0.05,-1.15,-1455.6962025316457,5496.835443037975,0.5496835443037975,NIFTY,4,51.311302778835845,51.311302778835845,0.0,6.65,5.65,1.176991150442478
231,439,2019-04-19,11796.6,11564.9,231.7000000000008,11683.75,40%,11776.43,11591.07,high,11600,2019-05-02,0,NIFTY1950211600PE,PE,2019-05-02 10:13:00,0.45,2019-05-02 15:30:00,0.05,Friday Closing,0.4,0.005,0.395,1293.103448275862,517.2413793103449,510.7758620689655,0.0517241379310344,0.0510775862068965,2019,11350,NIFTY1950211350PE,0.1,0.05,-0.05,-64.65517241379311,446.1206896551725,0.0446120689655172,NIFTY,5,51.355914847801365,51.355914847801365,0.0,1.15,0.45,2.5555555555555554
232,107,2019-04-26,30047.3,29550.85,496.4500000000007,29811.65,50%,30059.875,29563.425000000003,high,29600,2019-05-09,6,BANKNIFTY1950929600PE,PE,2019-05-03 13:54:00,69.75,2019-05-06 09:15:00,185.05,SL Hit,-115.3,2.548,-117.848,295.6081081081081,-34083.61486486487,-34836.82432432433,-3.408361486486487,-3.4836824324324325,2019,28700,BANKNIFTY1950928700PE,5.25,20.65,15.4,4552.364864864865,-30284.45945945946,-3.028445945945946,BANKNIFTY,5,48.32746890185542,51.355914847801365,-3.028445945945947,260.0,69.75,3.727598566308244
233,108,2019-04-26,30047.3,29550.85,496.4500000000007,29811.65,50%,30059.875,29563.425000000003,low,30100,2019-05-09,3,BANKNIFTY1950930100CE,CE,2019-05-06 09:15:00,57.0,2019-05-09 15:30:00,0.05,Expiry Closing,56.95,0.5705,56.3795,290.6976744186046,16555.232558139534,16389.389534883718,1.6555232558139534,1.6389389534883718,2019,31000,BANKNIFTY1950931000CE,3.4,0.05,-3.35,-973.8372093023256,15415.552325581391,1.5415552325581392,BANKNIFTY,5,49.86902413441356,51.355914847801365,-1.4868907133878082,92.6,57.0,1.6245614035087719
234,440,2019-04-26,11789.1,11656.0,133.10000000000036,11722.6,40%,11775.84,11669.36,low,11800,2019-05-09,3,NIFTY1950911800CE,CE,2019-05-06 09:15:00,10.25,2019-05-09 15:30:00,0.05,Expiry Closing,10.2,0.103,10.097,1271.186440677966,12966.101694915253,12835.16949152542,1.2966101694915253,1.283516949152542,2019,12050,NIFTY1950912050CE,0.75,0.05,-0.7,-889.8305084745762,11945.338983050846,1.1945338983050846,NIFTY,5,51.06355803271864,51.355914847801365,-0.2923568150827265,21.9,10.25,2.136585365853658
235,109,2019-05-10,29202.4,28526.1,676.3000000000029,28881.4,50%,29219.550000000003,28543.25,high,28500,2019-05-23,6,BANKNIFTY1952328500PE,PE,2019-05-17 13:30:00,427.85,2019-05-23 15:30:00,0.05,Friday Closing,427.8,4.279000000000001,423.521,307.01754385964915,131342.10526315792,130028.37719298249,13.134210526315792,13.002837719298247,2019,27600,BANKNIFTY1952327600PE,222.0,0.05,-221.95,-68142.54385964913,61885.83333333334,6.188583333333334,BANKNIFTY,5,57.25214136605197,57.25214136605197,0.0,485.0,427.85,1.1335748509991819
236,441,2019-05-10,11345.45,11108.45,237.0,11261.9,40%,11356.7,11167.1,high,11150,2019-05-23,6,NIFTY1952311150PE,PE,2019-05-17 13:30:00,167.0,2019-05-23 15:30:00,0.15,Friday Closing,166.85,1.6715,165.1785,1345.2914798206275,224461.8834080717,222213.2286995516,22.44618834080717,22.22132286995516,2019,10950,NIFTY1952310950PE,121.0,0.05,-120.95,-162713.00448430493,59500.22421524665,5.9500224215246655,NIFTY,5,63.20216378757664,63.20216378757664,0.0,189.2,167.0,1.132934131736527
237,442,2019-05-24,11968.15,11658.4,309.75,11999.8,40%,12123.7,11875.9,low,12100,2019-06-06,6,NIFTY1960612100CE,CE,2019-05-31 12:00:00,16.35,2019-06-03 09:27:00,17.1,SL Hit,-0.75,0.3345,-1.0845,1239.6694214876034,-929.7520661157024,-1344.421487603306,-0.0929752066115702,-0.1344421487603306,2019,12350,NIFTY1960612350CE,2.4,1.7,-0.7,-867.7685950413223,-2212.190082644628,-0.2212190082644628,NIFTY,5,62.980944779312175,63.20216378757664,-0.2212190082644625,24.15,16.35,1.477064220183486
238,110,2019-05-24,31711.3,30565.05,1146.25,31678.9,50%,32252.025,31105.775,low,32300,2019-06-06,6,BANKNIFTY1960632300CE,CE,2019-05-31 12:00:00,17.5,2019-06-04 09:36:00,20.9,SL Hit,-3.3999999999999986,0.384,-3.784,270.8978328173374,-921.0526315789468,-1025.0773993808043,-0.0921052631578946,-0.1025077399380804,2019,33300,BANKNIFTY1960633300CE,0.0,0.0,0.0,0.0,-1025.0773993808043,-0.1025077399380804,BANKNIFTY,5,62.87843703937409,63.20216378757664,-0.3237267482025459,46.4,17.5,2.6514285714285712
239,443,2019-05-31,12102.05,11830.65,271.39999999999964,11865.2,40%,11973.76,11756.64,high,11750,2019-06-13,3,NIFTY1961311750PE,PE,2019-06-10 09:34:00,10.65,2019-06-13 11:31:00,1.3,SL Hit,9.35,0.1195,9.2305,1276.595744680851,11936.170212765956,11783.617021276596,1.1936170212765955,1.1783617021276596,2019,11500,NIFTY1961311500PE,2.35,0.05,-2.3000000000000003,-2936.170212765958,8847.446808510638,0.8847446808510638,NIFTY,6,63.76318172022516,63.76318172022516,0.0,26.9,10.65,2.525821596244131
240,111,2019-06-07,31398.7,30628.9,769.7999999999993,30983.45,50%,31368.35,30598.550000000003,low,31400,2019-06-20,6,BANKNIFTY1962031400CE,CE,2019-06-14 15:11:00,25.8,2019-06-20 15:30:00,0.05,Expiry Closing,25.75,0.2585,25.4915,278.6624203821656,7175.557324840764,7103.523089171973,0.7175557324840764,0.7103523089171973,2019,32300,BANKNIFTY1962032300CE,2.75,0.05,-2.7,-752.3885350318471,6351.134554140126,0.6351134554140127,BANKNIFTY,6,64.39829517563916,64.39829517563916,0.0,27.55,25.8,1.067829457364341
241,444,2019-06-07,12000.3,11769.65,230.64999999999964,11910.1,40%,12002.36,11817.84,low,12000,2019-06-20,6,NIFTY1962012000CE,CE,2019-06-14 15:12:00,12.3,2019-06-20 15:30:00,0.05,Expiry Closing,12.25,0.1235,12.1265,1250.0,15312.5,15158.125,1.53125,1.5158125,2019,12250,NIFTY1962012250CE,1.3,0.05,-1.25,-1562.5,13595.625,1.3595625,NIFTY,6,65.75785767563916,65.75785767563916,0.0,19.0,12.3,1.5447154471544715
242,445,2019-06-14,11911.45,11625.2,286.25,11827.6,40%,11942.1,11713.1,low,11950,2019-06-27,6,NIFTY19JUN11950CE,CE,2019-06-21 15:06:00,11.55,2019-06-27 15:30:00,0.05,Expiry Closing,11.5,0.116,11.384,1255.2301255230125,14435.146443514644,14289.539748953974,1.443514644351464,1.4289539748953974,2019,12200,NIFTY19JUN12200CE,1.55,0.05,-1.5,-1882.8451882845188,12406.694560669455,1.2406694560669456,NIFTY,6,66.9985271317061,66.9985271317061,0.0,13.75,11.55,1.1904761904761905
243,112,2019-06-14,31029.65,30221.3,808.3500000000022,30804.95,50%,31209.125,30400.775,high,30400,2019-06-27,0,BANKNIFTY19JUN30400PE,PE,2019-06-27 09:15:00,1.1,2019-06-27 15:30:00,0.05,Friday Closing,1.05,0.0115,1.0385,287.82894736842104,302.2203947368421,298.91036184210526,0.0302220394736842,0.0298910361842105,2019,29500,BANKNIFTY19JUN29500PE,0.4,0.15,-0.25,-71.95723684210526,226.953125,0.0226953125,BANKNIFTY,6,67.0212224442061,67.0212224442061,0.0,2.8,1.1,2.545454545454545
