Month,Month High,Month Low,Monthly Range,Current Month Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year
2021-06-30,35804.35,33915.15,1889.199999999997,34866.0,35%,35527.22,34204.78,low,35500,2021-07-29,1,BANKNIFTY21JUL35500CE,CE,2021-07-28 10:45:00,17.75,2021-07-29 15:30:00,0.1,Expiry Closing,17.65,0.17850000000000002,17.4715,197.18309859154928,3480.2816901408446,3445.084507042253,0.34802816901408445,0.34450845070422526,2021
2021-07-31,35984.65,34117.7,1866.9500000000044,34760.9,35%,35414.332500000004,34107.4675,high,34100,2021-08-26,22,BANKNIFTY21AUG34100PE,PE,2021-08-04 09:15:00,180.05,2021-08-26 15:30:00,0.05,Expiry Closing,180.0,1.8010000000000002,178.199,205.27859237536657,36950.146627565984,36580.43988269795,3.6950146627565985,3.658043988269795,2021
2021-08-31,36549.95,34593.7,1956.25,36591.45,35%,37276.1375,35906.7625,high,35900,2021-09-30,14,BANKNIFTY21SEP35900PE,PE,2021-09-16 11:00:00,119.05,2021-09-30 15:30:00,0.1,Expiry Closing,118.95,1.1915,117.7585,194.98607242339833,23193.59331476323,22961.26740947075,2.3193593314763232,2.2961267409470754,2021
2021-09-30,38366.55,36153.6,2212.9500000000044,37140.4,35%,37914.9325,36365.8675,high,36400,2021-10-28,22,BANKNIFTY21OCT36400PE,PE,2021-10-06 09:34:00,231.9,2021-10-28 15:30:00,0.05,Expiry Closing,231.85,2.3195,229.5305,192.30769230769232,44586.53846153846,44140.48076923077,4.458653846153846,4.414048076923077,2021
2021-10-31,41827.65,36894.85,4932.800000000003,39432.15,35%,41158.630000000005,37705.67,low,41200,2021-11-25,3,BANKNIFTY21NOV41200CE,CE,2021-11-22 09:29:00,7.9,2021-11-25 15:30:00,0.05,Expiry Closing,7.8500000000000005,0.0795,7.7705,169.90291262135923,1333.73786407767,1320.230582524272,0.133373786407767,0.13202305825242722,2021
2021-11-30,40160.2,35341.75,4818.449999999997,35902.9,35%,37589.3575,34216.442500000005,low,37600,2021-12-30,10,BANKNIFTY21DEC37600CE,CE,2021-12-20 12:26:00,35.05,2021-12-30 15:30:00,0.1,Expiry Closing,34.949999999999996,0.3515,34.598499999999994,186.17021276595744,6506.6489361702115,6441.210106382978,0.6506648936170212,0.6441210106382977,2021
2021-12-31,37579.5,34020.25,3559.25,35585.2,35%,36830.9375,34339.462499999994,high,34300,2022-01-27,23,BANKNIFTY22JAN34300PE,PE,2022-01-04 10:18:00,130.0,2022-01-27 15:30:00,0.1,Expiry Closing,129.9,1.301,128.59900000000002,204.08163265306123,26510.204081632655,26244.693877551024,2.6510204081632653,2.6244693877551026,2022
2022-01-31,38852.5,35530.05,3322.449999999997,38460.45,35%,39623.307499999995,37297.5925,low,39600,2022-02-24,10,BANKNIFTY22FEB39600CE,CE,2022-02-14 09:20:00,95.6,2022-02-24 15:30:00,0.05,Expiry Closing,95.55,0.9564999999999999,94.59349999999999,176.76767676767676,16890.151515151512,16721.07323232323,1.6890151515151512,1.672107323232323,2022
2022-02-28,39419.9,35002.1,4417.800000000003,35381.9,35%,36928.130000000005,33835.67,low,36900,2022-03-31,24,BANKNIFTY22MAR36900CE,CE,2022-03-07 09:15:00,173.05,2022-03-31 15:30:00,0.1,Expiry Closing,172.95000000000002,1.7315,171.2185,189.7018970189702,32808.9430894309,32480.47425474255,3.2808943089430898,3.248047425474255,2022
2022-03-31,36822.2,32159.3,4662.899999999998,36298.35,35%,37930.365,34666.335,high,34700,2022-04-28,24,BANKNIFTY22APR34700PE,PE,2022-04-04 09:15:00,155.0,2022-04-28 15:30:00,0.05,Expiry Closing,154.95,1.5505000000000002,153.3995,201.72910662824208,31257.92507204611,30945.14409221902,3.125792507204611,3.094514409221902,2022
2022-04-30,38762.75,35533.05,3229.699999999997,35627.6,35%,36757.994999999995,34497.205,low,36800,2022-05-26,20,BANKNIFTY22MAY36800CE,CE,2022-05-06 10:02:00,123.4,2022-05-26 15:30:00,0.1,Expiry Closing,123.30000000000001,1.235,122.06500000000001,190.2173913043478,23453.804347826088,23218.88586956522,2.345380434782609,2.321888586956522,2022
2022-05-31,36302.45,33009.05,3293.399999999994,35358.95,35%,36511.63999999999,34206.26,low,36500,2022-06-30,17,BANKNIFTY22JUN36500CE,CE,2022-06-13 09:15:00,47.35,2022-06-30 15:30:00,0.05,Expiry Closing,47.300000000000004,0.474,46.82600000000001,191.78082191780823,9071.232876712329,8980.32876712329,0.907123287671233,0.898032876712329,2022
2022-06-30,35952.8,32298.0,3654.800000000003,33264.75,35%,34543.93,31985.57,high,32000,2022-07-28,21,BANKNIFTY22JUL32000PE,PE,2022-07-07 09:15:00,93.35,2022-07-28 15:30:00,0.15,Expiry Closing,93.19999999999999,0.935,92.26499999999999,218.75,20387.499999999996,20182.968749999996,2.0387499999999994,2.0182968749999994,2022
2022-07-31,37737.9,33082.45,4655.450000000004,37594.15,35%,39223.5575,35964.7425,high,36000,2022-08-25,9,BANKNIFTY22AUG36000PE,PE,2022-08-16 09:15:00,16.75,2022-08-25 15:30:00,0.15,Expiry Closing,16.6,0.16899999999999998,16.431,194.44444444444446,3227.7777777777783,3194.916666666667,0.32277777777777783,0.3194916666666667,2022
2022-08-31,39750.9,37252.7,2498.2000000000044,38806.7,35%,39681.07,37932.329999999994,high,37900,2022-09-29,24,BANKNIFTY22SEP37900PE,PE,2022-09-05 09:23:00,261.0,2022-09-29 15:30:00,258.35,Expiry Closing,2.6499999999999773,5.1935,-2.543500000000023,184.69656992084433,489.44591029023326,-469.7757255936718,0.04894459102902332,-0.04697757255936718,2022
2022-08-31,39750.9,37252.7,2498.2000000000044,38806.7,35%,39681.07,37932.329999999994,low,39700,2022-09-29,1,BANKNIFTY22SEP39700CE,CE,2022-09-28 09:18:00,17.75,2022-09-29 15:30:00,0.15,Expiry Closing,17.6,0.179,17.421000000000003,176.32241813602016,3103.274559193955,3071.712846347608,0.3103274559193955,0.3071712846347608,2022
2022-09-30,41834.55,37391.3,4443.25,38444.9,35%,40000.0375,36889.762500000004,high,36900,2022-10-27,9,BANKNIFTY22OCT36900PE,PE,2022-10-18 09:15:00,29.85,2022-10-27 15:30:00,0.05,Expiry Closing,29.8,0.29900000000000004,29.501,189.7018970189702,5653.116531165311,5596.3956639566395,0.5653116531165311,0.559639566395664,2022
2022-10-31,41513.65,37963.4,3550.25,41552.4,35%,42794.9875,40309.8125,high,40300,2022-11-24,1,BANKNIFTY22NOV40300PE,PE,2022-11-23 14:43:00,3.8,2022-11-24 15:30:00,0.05,Expiry Closing,3.75,0.0385,3.7115,173.697270471464,651.36476426799,644.6774193548387,0.065136476426799,0.06446774193548387,2022
