,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Qty,PnL,ROI%,Trade Year
0,2017-01-02,18323.0,17831.75,491.25,18314.25,25%,18437.0625,18191.4375,high,18300,2017-01-19,9,BANKNIFTY1711918300PE,2017-01-10 15:27:00,120.0,2017-01-13 15:20:00,11.45,Friday Closing,108.55,325.43145091578447,35325.583996908405,3.5325583996908403,2017
1,2017-01-09,18965.7,18257.75,707.9500000000007,18899.7,25%,19076.6875,18722.7125,high,18700,2017-01-25,9,BANKNIFTY17JAN18700PE,2017-01-16 13:26:00,60.0,2017-01-20 15:20:00,76.45,Friday Closing,-16.450000000000003,314.52001297395054,-5173.854213421488,-0.5173854213421488,2017
2,2017-01-23,19794.9,18725.05,1069.8500000000022,19718.8,25%,19986.2625,19451.337499999998,high,19600,2017-02-09,8,BANKNIFTY1720919600PE,2017-02-01 14:53:00,82.2,2017-02-03 15:20:00,19.3,Friday Closing,62.900000000000006,300.2062041364662,18882.970240183728,1.888297024018373,2017
3,2017-01-23,19794.9,18725.05,1069.8500000000022,19718.8,25%,19986.2625,19451.337499999998,low,20100,2017-02-09,9,BANKNIFTY1720920100CE,2017-01-31 09:34:00,111.0,2017-02-01 14:53:00,200.0,SL Hit,-89.0,300.2062041364662,-26718.352168145495,-2.6718352168145496,2017
4,2017-01-30,20228.95,19435.75,793.2000000000007,20307.15,25%,20505.45,20108.850000000002,low,20500,2017-02-16,8,BANKNIFTY1721620500CE,2017-02-08 14:34:00,56.8,2017-02-10 15:20:00,53.0,Friday Closing,3.799999999999997,292.60513668317446,1111.899519396062,0.11118995193960621,2017
5,2017-02-06,20461.3,20001.1,460.2000000000007,20273.65,25%,20388.7,20158.600000000002,high,20300,2017-02-23,6,BANKNIFTY17FEB20300PE,2017-02-17 09:15:00,35.35,2017-02-17 15:20:00,62.0,Friday Closing,-26.65,294.28065546111327,-7842.579468038668,-0.7842579468038667,2017
6,2017-02-06,20461.3,20001.1,460.2000000000007,20273.65,25%,20388.7,20158.600000000002,low,20500,2017-02-23,10,BANKNIFTY17FEB20500CE,2017-02-13 12:19:00,83.7,2017-02-17 09:15:00,225.0,SL Hit,-141.3,294.28065546111327,-41581.85661665531,-4.158185661665531,2017
7,2017-02-13,21031.65,20088.4,943.25,20494.85,25%,20730.6625,20259.0375,high,20400,2017-03-02,9,BANKNIFTY1730220400PE,2017-02-21 14:12:00,78.45,2017-02-24 15:20:00,27.5,Friday Closing,50.95,289.4263509427159,14746.272580531375,1.4746272580531374,2017
8,2017-02-20,21011.9,20474.85,537.0500000000029,20853.45,25%,20987.7125,20719.1875,low,21100,2017-03-09,10,BANKNIFTY1730921100CE,2017-02-27 10:10:00,75.0,2017-03-03 15:20:00,11.35,Friday Closing,63.65,285.8815604606743,18196.36132332192,1.819636132332192,2017
9,2017-02-27,20901.0,20423.7,477.2999999999993,20548.95,25%,20668.275,20429.625,high,20400,2017-03-16,10,BANKNIFTY1731620400PE,2017-03-06 09:33:00,120.0,2017-03-10 15:20:00,86.2,Friday Closing,33.8,290.2999887508754,9812.139619779588,0.9812139619779588,2017
10,2017-03-13,21316.85,21062.0,254.84999999999854,21202.55,25%,21266.262499999997,21138.8375,low,21400,2017-03-30,10,BANKNIFTY17MAR21400CE,2017-03-20 09:18:00,104.0,2017-03-24 15:20:00,42.2,Friday Closing,61.8,282.1370233721135,17436.068044396612,1.743606804439661,2017
11,2017-03-20,21202.55,20755.15,447.3999999999978,21178.1,25%,21289.949999999997,21066.25,high,21200,2017-04-06,8,BANKNIFTY1740621200PE,2017-03-29 09:15:00,128.55,2017-03-31 15:20:00,52.0,Friday Closing,76.55000000000001,281.823113722672,21573.559355470545,2.1573559355470544,2017
12,2017-03-20,21202.55,20755.15,447.3999999999978,21178.1,25%,21289.949999999997,21066.25,low,21400,2017-04-06,10,BANKNIFTY1740621400CE,2017-03-27 09:56:00,82.0,2017-03-29 09:15:00,111.15,SL Hit,-29.150000000000006,281.823113722672,-8215.143765015891,-0.8215143765015891,2017
13,2017-04-10,21786.95,21396.7,390.25,21700.5,25%,21798.0625,21602.9375,high,21600,2017-04-27,9,BANKNIFTY17APR21600PE,2017-04-18 09:32:00,100.95,2017-04-19 09:24:00,196.1,SL Hit,-95.14999999999999,275.253821297191,-26190.401096427722,-2.619040109642772,2017
14,2017-04-10,21786.95,21396.7,390.25,21700.5,25%,21798.0625,21602.9375,low,21900,2017-04-27,10,BANKNIFTY17APR21900CE,2017-04-17 09:31:00,107.0,2017-04-18 09:32:00,169.0,SL Hit,-62.0,275.253821297191,-17065.736920425843,-1.7065736920425842,2017
15,2017-04-17,21947.0,21390.25,556.75,21591.9,25%,21731.0875,21452.7125,high,21600,2017-05-04,10,BANKNIFTY1750421600PE,2017-04-24 10:00:00,145.1,2017-04-28 15:20:00,5.2,Friday Closing,139.9,276.1021508932767,38626.69090996941,3.862669090996941,2017
16,2017-04-24,22382.05,21586.15,795.8999999999978,22412.55,25%,22611.524999999998,22213.575,high,22200,2017-05-11,7,BANKNIFTY1751122200PE,2017-05-04 09:15:00,60.05,2017-05-05 15:20:00,29.45,Friday Closing,30.599999999999998,265.3514081867543,8119.753090514681,0.8119753090514682,2017
17,2017-05-01,22844.85,22240.6,604.25,22678.45,25%,22829.5125,22527.3875,high,22500,2017-05-18,10,BANKNIFTY1751822500PE,2017-05-08 11:14:00,103.5,2017-05-12 15:20:00,60.05,Friday Closing,43.45,262.8177014292355,11419.429127100284,1.1419429127100285,2017
18,2017-05-08,22977.2,22579.35,397.8500000000022,22735.85,25%,22835.3125,22636.387499999997,high,22600,2017-05-25,10,BANKNIFTY17MAY22600PE,2017-05-15 10:26:00,114.0,2017-05-19 12:16:00,124.95,SL Hit,-10.950000000000003,262.7509476824545,-2877.122877122878,-0.2877122877122878,2017
19,2017-05-08,22977.2,22579.35,397.8500000000022,22735.85,25%,22835.3125,22636.387499999997,low,22800,2017-05-25,6,BANKNIFTY17MAY22800CE,2017-05-19 12:16:00,96.4,2017-05-19 15:20:00,138.6,Friday Closing,-42.19999999999999,262.7509476824545,-11088.089992199579,-1.108808999219958,2017
20,2017-05-15,22977.65,22630.75,346.90000000000146,22874.8,25%,22961.525,22788.074999999997,high,22900,2017-06-01,7,BANKNIFTY1760122900PE,2017-05-25 14:03:00,168.15,2017-05-26 15:20:00,46.8,Friday Closing,121.35000000000001,261.30668585819103,31709.566328891484,3.1709566328891485,2017
21,2017-05-15,22977.65,22630.75,346.90000000000146,22874.8,25%,22961.525,22788.074999999997,low,23100,2017-06-01,10,BANKNIFTY1760123100CE,2017-05-22 09:56:00,51.2,2017-05-25 14:03:00,55.75,SL Hit,-4.549999999999997,261.30668585819103,-1188.9454206547684,-0.11889454206547684,2017
22,2017-05-29,23469.45,23095.0,374.4500000000007,23397.4,25%,23491.0125,23303.787500000002,high,23300,2017-06-15,10,BANKNIFTY1761523300PE,2017-06-05 13:42:00,122.15,2017-06-09 15:20:00,23.0,Friday Closing,99.15,255.41683228851883,25324.578921406643,2.532457892140664,2017
23,2017-06-05,23706.65,23350.35,356.3000000000029,23610.15,25%,23699.225000000002,23521.075,low,23800,2017-06-22,10,BANKNIFTY1762223800CE,2017-06-12 13:02:00,70.0,2017-06-16 15:20:00,16.1,Friday Closing,53.9,253.17283582058062,13646.015850729294,1.3646015850729296,2017
24,2017-06-12,23628.2,23311.9,316.2999999999993,23571.35,25%,23650.425,23492.274999999998,high,23600,2017-06-29,10,BANKNIFTY17JUN23600PE,2017-06-19 13:45:00,157.25,2017-06-23 15:20:00,142.0,Friday Closing,15.25,253.69522957832683,3868.8522510694843,0.3868852251069484,2017
25,2017-06-19,23896.9,23507.7,389.2000000000007,23636.95,25%,23734.25,23539.65,low,23700,2017-07-06,9,BANKNIFTY1770623700CE,2017-06-27 09:22:00,109.95,2017-06-30 15:20:00,14.05,Friday Closing,95.9,252.7992247490441,24243.44565343333,2.424344565343333,2017
26,2017-06-26,23638.3,22998.05,640.25,23240.35,25%,23400.4125,23080.2875,high,23200,2017-07-13,7,BANKNIFTY1771323200PE,2017-07-06 09:18:00,59.1,2017-07-07 15:20:00,48.05,Friday Closing,11.050000000000004,256.4057364373385,2833.2833876325913,0.28332833876325914,2017
27,2017-07-03,23540.15,23144.5,395.65000000000146,23449.15,25%,23548.0625,23350.237500000003,high,23500,2017-07-20,10,BANKNIFTY1772023500PE,2017-07-10 09:15:00,167.0,2017-07-14 15:20:00,18.95,Friday Closing,148.05,254.7980327468555,37722.848748171964,3.7722848748171964,2017
28,2017-07-10,23962.1,23449.15,512.9499999999971,24011.4,25%,24139.6375,23883.162500000002,high,24000,2017-07-27,9,BANKNIFTY17JUL24000PE,2017-07-18 14:05:00,121.55,2017-07-21 15:20:00,42.5,Friday Closing,79.05,248.5538567014521,19648.182372249787,1.9648182372249787,2017
29,2017-07-17,24299.6,23914.4,385.1999999999971,24307.7,25%,24404.0,24211.4,high,24200,2017-08-03,10,BANKNIFTY1780324200PE,2017-07-24 10:29:00,102.1,2017-07-28 15:20:00,11.85,Friday Closing,90.25,245.86133420750696,22188.985412227503,2.2188985412227504,2017
30,2017-07-24,25030.4,24237.05,793.3500000000022,24880.6,25%,25078.9375,24682.262499999997,high,24800,2017-08-10,10,BANKNIFTY1781024800PE,2017-07-31 12:30:00,116.0,2017-08-03 14:36:00,171.75,SL Hit,-55.75,239.24458522216102,-13337.885626135478,-1.3337885626135477,2017
31,2017-07-24,25030.4,24237.05,793.3500000000022,24880.6,25%,25078.9375,24682.262499999997,low,25200,2017-08-10,7,BANKNIFTY1781025200CE,2017-08-03 14:36:00,24.85,2017-08-04 15:20:00,39.5,Friday Closing,-14.649999999999999,239.24458522216102,-3504.9331735046585,-0.35049331735046585,2017
32,2017-07-31,25196.45,24593.35,603.1000000000022,24854.15,25%,25004.925000000003,24703.375,low,25000,2017-08-17,9,BANKNIFTY1781725000CE,2017-08-08 09:47:00,78.0,2017-08-11 15:20:00,2.8,Friday Closing,75.2,239.95272931232543,18044.44524428687,1.804444524428687,2017
33,2017-08-07,24977.8,23869.4,1108.3999999999978,24051.05,25%,24328.149999999998,23773.95,high,23900,2017-08-24,8,BANKNIFTY1782423900PE,2017-08-16 13:34:00,78.6,2017-08-18 15:20:00,119.0,Friday Closing,-40.400000000000006,246.62787758214253,-9963.76625431856,-0.996376625431856,2017
34,2017-08-14,24495.2,23926.0,569.2000000000007,24140.55,25%,24282.85,23998.25,high,24100,2017-08-31,8,BANKNIFTY17AUG24100PE,2017-08-23 14:36:00,112.85,2017-08-25 15:20:00,75.0,Friday Closing,37.849999999999994,247.0879653747398,9352.2794894339,0.93522794894339,2017
35,2017-08-14,24495.2,23926.0,569.2000000000007,24140.55,25%,24282.85,23998.25,low,24400,2017-08-31,10,BANKNIFTY17AUG24400CE,2017-08-21 14:29:00,104.95,2017-08-23 14:36:00,145.3,SL Hit,-40.35000000000001,247.0879653747398,-9969.999402870753,-0.9969999402870754,2017
36,2017-08-21,24411.0,23854.6,556.4000000000015,24351.25,25%,24490.35,24212.15,high,24200,2017-09-07,6,BANKNIFTY1790724200PE,2017-09-01 13:33:00,57.8,2017-09-01 15:20:00,61.05,Friday Closing,-3.25,244.9944570004104,-796.2319852513338,-0.07962319852513337,2017
37,2017-08-21,24411.0,23854.6,556.4000000000015,24351.25,25%,24490.35,24212.15,low,24600,2017-09-07,9,BANKNIFTY1790724600CE,2017-08-29 09:33:00,70.0,2017-09-01 13:33:00,95.5,SL Hit,-25.5,244.9944570004104,-6247.358653510465,-0.6247358653510465,2017
38,2017-08-28,24494.15,24105.75,388.40000000000146,24456.3,25%,24553.4,24359.199999999997,low,24700,2017-09-14,10,BANKNIFTY1791424700CE,2017-09-04 09:15:00,75.0,2017-09-08 15:20:00,18.85,Friday Closing,56.15,244.36534247802746,13721.113980141241,1.372111398014124,2017
39,2017-09-04,24456.3,24151.9,304.3999999999978,24468.5,25%,24544.6,24392.4,high,24500,2017-09-21,10,BANKNIFTY1792124500PE,2017-09-11 11:12:00,183.3,2017-09-15 15:20:00,40.0,Friday Closing,143.3,244.45295502880472,35030.10845562772,3.503010845562772,2017
40,2017-09-11,24993.1,24458.85,534.25,24948.15,25%,25081.7125,24814.5875,high,24800,2017-09-28,10,BANKNIFTY17SEP24800PE,2017-09-18 11:32:00,103.5,2017-09-21 10:00:00,194.0,SL Hit,-90.5,239.21811558919669,-21649.2394608223,-2.1649239460822303,2017
41,2017-09-11,24993.1,24458.85,534.25,24948.15,25%,25081.7125,24814.5875,low,25200,2017-09-28,7,BANKNIFTY17SEP25200CE,2017-09-21 10:00:00,33.7,2017-09-22 15:20:00,4.7,Friday Closing,29.000000000000004,239.21811558919669,6937.325352086705,0.6937325352086704,2017
42,2017-09-18,25104.9,24341.35,763.5500000000029,24361.55,25%,24552.4375,24170.6625,low,24700,2017-10-05,10,BANKNIFTY17100524700CE,2017-09-25 09:24:00,52.8,2017-09-29 15:20:00,5.0,Friday Closing,47.8,244.3749220418543,11681.121273600635,1.1681121273600634,2017
43,2017-09-25,24361.55,23613.2,748.3499999999985,24200.6,25%,24387.6875,24013.512499999997,low,24500,2017-10-12,9,BANKNIFTY17101224500CE,2017-10-03 09:38:00,69.45,2017-10-06 15:20:00,35.95,Friday Closing,33.5,246.02578657775567,8241.863850354815,0.8241863850354816,2017
44,2017-10-02,24238.6,24008.05,230.54999999999927,24209.55,25%,24267.1875,24151.9125,high,24300,2017-10-19,10,BANKNIFTY17101924300PE,2017-10-09 09:34:00,,2017-10-11 14:06:00,,SL Hit,,247.24744060266565,,,2017
45,2017-10-02,24238.6,24008.05,230.54999999999927,24209.55,25%,24267.1875,24151.9125,low,24400,2017-10-19,8,BANKNIFTY17101924400CE,2017-10-11 14:06:00,,2017-10-12 14:51:00,,SL Hit,,247.24744060266565,,,2017
46,2017-10-09,24778.55,23978.6,799.9500000000007,24815.4,25%,25015.3875,24615.412500000002,low,25000,2017-10-26,10,BANKNIFTY17OCT25000CE,2017-10-16 10:48:00,77.0,2017-10-20 15:20:00,5.4,Friday Closing,71.6,239.85237086573213,17173.42975398642,1.717342975398642,2017
47,2017-10-16,24877.05,23924.1,952.9500000000007,24085.45,25%,24323.6875,23847.2125,high,23800,2017-11-02,8,BANKNIFTY17110223800PE,2017-10-25 09:15:00,26.0,2017-10-27 15:20:00,8.1,Friday Closing,17.9,246.6731247061121,4415.4489322394065,0.44154489322394064,2017
48,2017-10-23,25177.35,23914.05,1263.2999999999993,24873.65,25%,25189.475000000002,24557.825,high,24700,2017-11-09,8,BANKNIFTY17110924700PE,2017-11-01 09:15:00,59.95,2017-11-03 15:20:00,10.8,Friday Closing,49.150000000000006,238.1947222004428,11707.270596151766,1.1707270596151766,2017
49,2017-10-30,25691.55,24813.6,877.9500000000007,25569.0,25%,25788.4875,25349.5125,low,25900,2017-11-16,9,BANKNIFTY17111625900CE,2017-11-07 13:46:00,76.05,2017-11-10 15:20:00,33.0,Friday Closing,43.05,232.66195817028822,10016.097299230907,1.0016097299230906,2017
50,2017-11-06,25693.7,25120.25,573.4500000000007,25570.25,25%,25713.6125,25426.8875,high,25400,2017-11-23,6,BANKNIFTY17112325400PE,2017-11-17 09:15:00,41.25,2017-11-17 15:20:00,37.0,Friday Closing,4.25,233.3394422895655,991.6926297306534,0.09916926297306534,2017
51,2017-11-06,25693.7,25120.25,573.4500000000007,25570.25,25%,25713.6125,25426.8875,low,25700,2017-11-23,10,BANKNIFTY17112325700CE,2017-11-13 14:55:00,130.0,2017-11-17 09:15:00,233.3,SL Hit,-103.30000000000001,233.3394422895655,-24103.96438851212,-2.410396438851212,2017
52,2017-11-20,25870.95,25621.6,249.35000000000218,25693.05,25%,25755.3875,25630.712499999998,high,25600,2017-12-07,10,BANKNIFTY17120725600PE,2017-11-27 10:23:00,151.5,2017-11-30 09:20:00,159.05,SL Hit,-7.550000000000011,232.96096787516785,-1758.85530745752,-0.175885530745752,2017
53,2017-11-20,25870.95,25621.6,249.35000000000218,25693.05,25%,25755.3875,25630.712499999998,low,25900,2017-12-07,7,BANKNIFTY17120725900CE,2017-11-30 09:20:00,100.0,2017-12-01 15:20:00,11.5,Friday Closing,88.5,232.96096787516785,20617.045656952356,2.0617045656952353,2017
54,2017-11-27,25953.5,25155.05,798.4500000000007,25295.05,25%,25494.6625,25095.4375,low,25600,2017-12-14,10,BANKNIFTY17121425600CE,2017-12-04 13:56:00,80.0,2017-12-08 15:20:00,44.5,Friday Closing,35.5,235.34337824632902,8354.689927744681,0.8354689927744682,2017
55,2017-12-11,25558.65,24889.1,669.5500000000029,25181.75,25%,25349.1375,25014.3625,high,25000,2017-12-28,10,BANKNIFTY17DEC25000PE,2017-12-18 09:34:00,135.05,2017-12-22 15:20:00,12.1,Friday Closing,122.95000000000002,236.6944437458671,29101.581858554364,2.9101581858554364,2017
56,2017-12-11,25558.65,24889.1,669.5500000000029,25181.75,25%,25349.1375,25014.3625,low,25300,2017-12-28,10,BANKNIFTY17DEC25300CE,2017-12-18 09:15:00,109.15,2017-12-18 09:34:00,370.0,SL Hit,-260.85,236.6944437458671,-61741.745651109435,-6.174174565110944,2017
57,2017-12-25,25732.45,25419.05,313.40000000000146,25565.75,25%,25644.1,25487.4,low,25600,2018-01-11,10,BANKNIFTY1811125600CE,2018-01-01 14:51:00,115.0,2018-01-05 15:20:00,138.0,Friday Closing,-23.0,233.97194676358305,-5381.35477556241,-0.5381354775562411,2018
58,2018-01-01,25640.8,25234.65,406.1499999999978,25690.25,25%,25791.7875,25588.7125,high,25700,2018-01-18,9,BANKNIFTY1811825700PE,2018-01-09 09:15:00,184.9,2018-01-10 11:04:00,213.0,SL Hit,-28.099999999999994,232.63218960686615,-6536.964527952938,-0.6536964527952938,2018
59,2018-01-01,25640.8,25234.65,406.1499999999978,25690.25,25%,25791.7875,25588.7125,low,25900,2018-01-18,8,BANKNIFTY1811825900CE,2018-01-10 11:04:00,48.3,2018-01-12 15:20:00,42.0,Friday Closing,6.299999999999997,232.63218960686615,1465.582794523256,0.1465582794523256,2018
60,2018-01-08,25801.6,25527.95,273.6499999999978,25858.15,25%,25926.5625,25789.737500000003,high,25900,2018-01-25,10,BANKNIFTY18JAN25900PE,2018-01-15 09:15:00,186.7,2018-01-19 15:20:00,16.55,Friday Closing,170.14999999999998,231.42288917013198,39376.604592297954,3.9376604592297952,2018
61,2018-01-15,26956.4,25846.85,1109.550000000003,26940.5,25%,27217.8875,26663.1125,high,26800,2018-02-01,9,BANKNIFTY1820126800PE,2018-01-23 11:57:00,193.45,2018-01-26 15:20:00,106.1,Friday Closing,87.35,220.4432654812024,19255.719239783026,1.9255719239783027,2018
62,2018-01-22,27520.9,26844.25,676.6500000000015,27446.1,25%,27615.262499999997,27276.9375,high,27400,2018-02-08,10,BANKNIFTY1820827400PE,2018-01-29 09:36:00,372.85,2018-01-30 12:27:00,374.85,SL Hit,-2.0,217.27115576033364,-434.5423115206673,-0.04345423115206673,2018
