,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Hedge Strike,Hedge Contract,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Total PnL,Total ROI%
0,2016-12-30,8282.55,8134.3,148.2499999999991,8283.0,40%,8342.3,8223.7,high,8200,2017-01-12,1,NIFTY171128200PE,PE,2017-01-11 09:43:00,,2017-01-12 15:30:00,,Friday Closing,,,,2037.8073193244072,,,,,2017,7850,NIFTY171127850PE,,,,,,
1,2017-01-06,8417.0,8228.0,189.0,8457.65,40%,8533.25,8382.05,low,8550,2017-01-19,6,NIFTY171198550CE,CE,2017-01-13 10:16:00,,2017-01-16 13:17:00,,SL Hit,,,,1992.2069551460463,,,,,2017,8900,NIFTY171198900CE,,,,,,
2,2017-01-13,8460.2,8373.15,87.05000000000109,8404.35,40%,8439.17,8369.53,high,8350,2017-01-25,1,NIFTY17JAN8350PE,PE,2017-01-24 10:51:00,4.05,2017-01-25 15:30:00,0.05,Friday Closing,4.0,0.040999999999999995,3.959,2014.416109641114,8057.664438564456,7975.073378069171,0.4028832219282228,0.39875366890345854,2017,8000,NIFTY17JAN8000PE,0.4,0.05,-0.35000000000000003,-705.0456383743899,7270.02773969478,0.7270027739694781
3,2017-01-13,8460.2,8373.15,87.05000000000109,8404.35,40%,8439.17,8369.53,low,8450,2017-01-25,5,NIFTY17JAN8450CE,CE,2017-01-20 13:05:00,16.85,2017-01-24 14:16:00,29.4,SL Hit,-12.549999999999997,0.4625,-13.012499999999998,2014.416109641114,-25280.922175995973,-26212.58962670499,-1.2640461087997987,-1.3106294813352495,2017,8800,NIFTY17JAN8800CE,0.45,0.3,-0.15000000000000002,-302.16241644616713,-26514.75204315116,-2.6514752043151155
4,2017-01-20,8612.15,8328.05,284.10000000000036,8610.5,40%,8724.14,8496.86,high,8500,2017-02-02,0,NIFTY172028500PE,PE,2017-02-02 09:15:00,,2017-02-02 15:30:00,,Friday Closing,,,,1948.6161386681094,,,,,2017,8150,NIFTY172028150PE,,,,,,
5,2017-02-03,8821.2,8707.75,113.45000000000073,8812.35,40%,8857.730000000001,8766.97,low,8850,2017-02-16,3,NIFTY172168850CE,CE,2017-02-13 12:00:00,,2017-02-16 15:30:00,,Expiry Closing,,,,1919.2276124921393,,,,,2017,9200,NIFTY172169200CE,,,,,,
6,2017-02-10,8826.45,8713.05,113.40000000000146,8883.7,40%,8929.060000000001,8838.34,high,8850,2017-02-23,1,NIFTY17FEB8850PE,PE,2017-02-22 09:15:00,12.1,2017-02-23 15:30:00,0.05,Friday Closing,12.049999999999999,0.12150000000000001,11.9285,1903.895818820794,22941.944616790566,22710.621274803838,1.1470972308395284,1.135531063740192,2017,8500,NIFTY17FEB8500PE,0.6,0.05,-0.5499999999999999,-1047.1427003514366,21663.4785744524,2.16634785744524
7,2017-02-10,8826.45,8713.05,113.40000000000146,8883.7,40%,8929.060000000001,8838.34,low,8950,2017-02-23,6,NIFTY17FEB8950CE,CE,2017-02-17 09:33:00,12.1,2017-02-17 09:34:00,11.55,SL Hit,0.5499999999999989,0.2365,0.31349999999999895,1903.895818820794,1047.1427003514345,596.8713392003169,0.05235713501757172,0.029843566960015847,2017,9300,NIFTY17FEB9300CE,,,,,,
8,2017-02-17,8981.9,8804.75,177.14999999999964,8943.7,40%,9014.560000000001,8872.84,low,9000,2017-03-02,2,NIFTY173029000CE,CE,2017-02-28 13:20:00,,2017-03-02 09:15:00,,SL Hit,,,,1885.8380220443369,,,,,2017,9350,NIFTY173029350CE,,,,,,
9,2017-02-24,8992.35,8868.1,124.25,8885.55,40%,8935.25,8835.849999999999,high,8850,2017-03-09,3,NIFTY173098850PE,PE,2017-03-06 09:31:00,,2017-03-09 15:30:00,,Friday Closing,,,,1902.5768724993704,,,,,2017,8500,NIFTY173098500PE,,,,,,
