,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Qty,PnL,ROI%,Trade Year,Slippage in pts,PnL w cs,ROI% w cs
79,2018-03-05,25038.85,24049.35,989.5,24443.6,20%,24641.5,24245.699999999997,high,24200,2018-03-22,10,BANKNIFTY1832224200PE,2018-03-12 15:05:00,137.55,2018-03-16 15:20:00,89.4,Friday Closing,48.150000000000006,243.49167055576973,11724.123937260314,1.1724123937260313,2018,2.2695000000000003,11171.519590933995,1.1171519590933994
80,2018-03-12,25009.55,24360.65,648.8999999999978,24530.15,20%,24659.93,24400.370000000003,low,24700,2018-03-28,9,BANKNIFTY18MAR24700CE,2018-03-19 10:03:00,230.8,2018-03-23 15:20:00,6.25,Friday Closing,224.55,243.3096930932083,54635.19158407993,5.463519158407992,2018,2.3705000000000003,54058.42595660248,5.405842595660248
81,2018-03-19,24587.45,23605.9,981.5499999999993,23674.9,20%,23871.210000000003,23478.59,high,23500,2018-04-05,10,BANKNIFTY1840523500PE,2018-03-26 12:25:00,114.35,2018-03-30 15:20:00,40.4,Friday Closing,73.94999999999999,251.3488005006868,18587.243797025785,1.8587243797025785,2018,1.5475,18198.281528250973,1.8198281528250972
82,2018-03-26,24495.6,23659.25,836.3499999999985,24235.65,20%,24402.920000000002,24068.38,high,24100,2018-04-12,9,BANKNIFTY1841224100PE,2018-04-03 09:19:00,156.65,2018-04-06 15:20:00,41.0,Friday Closing,115.65,245.8722152922683,28435.12169855083,2.843512169855083,2018,1.9765000000000001,27949.15526502566,2.794915526502566
83,2018-03-26,24495.6,23659.25,836.3499999999985,24235.65,20%,24402.920000000002,24068.38,low,24400,2018-04-12,10,BANKNIFTY1841224400CE,2018-04-02 09:56:00,218.75,2018-04-03 15:04:00,342.0,SL Hit,-123.25,245.8722152922683,-30303.75053477207,-3.030375053477207,2018,5.6075,-31682.478982023462,-3.1682478982023463
84,2018-04-02,24931.95,24065.45,866.5,24848.85,20%,25022.149999999998,24675.55,high,24700,2018-04-19,10,BANKNIFTY1841924700PE,2018-04-09 09:56:00,167.25,2018-04-13 15:20:00,38.6,Friday Closing,128.65,239.78754823226623,30848.668080081054,3.0848668080081056,2018,2.0585,30355.065412044933,3.0355065412044935
85,2018-04-09,25411.3,24833.85,577.4500000000007,25082.1,20%,25197.59,24966.609999999997,high,25000,2018-04-26,10,BANKNIFTY18APR25000PE,2018-04-16 09:23:00,201.9,2018-04-20 15:20:00,148.0,Friday Closing,53.900000000000006,238.11801049227327,12834.56076553353,1.283456076553353,2018,3.4989999999999997,12001.385846821066,1.2001385846821064
86,2018-04-09,25411.3,24833.85,577.4500000000007,25082.1,20%,25197.59,24966.609999999997,low,25200,2018-04-26,6,BANKNIFTY18APR25200CE,2018-04-20 09:49:00,88.3,2018-04-20 15:20:00,101.0,Friday Closing,-12.700000000000003,238.11801049227327,-3024.098733251871,-0.30240987332518715,2018,1.8930000000000002,-3474.8561271137446,-0.34748561271137446
87,2018-04-16,25426.75,24839.3,587.4500000000007,25065.5,20%,25182.99,24948.01,high,24900,2018-05-03,6,BANKNIFTY1850324900PE,2018-04-27 09:19:00,64.95,2018-04-27 15:20:00,20.0,Friday Closing,44.95,238.25606093637012,10709.609939089838,1.070960993908984,2018,0.8495,10507.211415324391,1.0507211415324391
88,2018-04-16,25426.75,24839.3,587.4500000000007,25065.5,20%,25182.99,24948.01,low,25200,2018-05-03,10,BANKNIFTY1850325200CE,2018-04-23 09:15:00,120.0,2018-04-27 14:06:00,267.0,SL Hit,-147.0,238.25606093637012,-35023.64095764641,-3.5023640957646407,2018,3.87,-35945.69191347016,-3.594569191347016
89,2018-04-23,25440.85,24737.0,703.8499999999985,25490.15,20%,25630.920000000002,25349.38,high,25300,2018-05-10,8,BANKNIFTY1851025300PE,2018-05-02 09:30:00,66.0,2018-05-04 15:20:00,36.5,Friday Closing,29.5,234.09226044168526,6905.721683029715,0.6905721683029715,2018,1.025,6665.777116076987,0.6665777116076987
90,2018-04-30,25716.0,25469.65,246.34999999999854,25676.25,20%,25725.52,25626.98,high,25600,2018-05-17,10,BANKNIFTY1851725600PE,2018-05-07 09:15:00,213.15,2018-05-11 15:20:00,45.1,Friday Closing,168.05,233.23143710992042,39194.54300632213,3.919454300632213,2018,2.5825,38592.222819985756,3.8592222819985755
91,2018-05-07,26435.75,25676.25,759.5,26404.45,20%,26556.350000000002,26252.55,high,26300,2018-05-24,10,BANKNIFTY1852426300PE,2018-05-14 10:30:00,207.0,2018-05-18 15:20:00,419.1,Friday Closing,-212.10000000000002,225.9346634609048,-47920.74212005791,-4.792074212005791,2018,6.261,-49335.31904798664,-4.933531904798664
92,2018-05-07,26435.75,25676.25,759.5,26404.45,20%,26556.350000000002,26252.55,low,26600,2018-05-24,8,BANKNIFTY1852426600CE,2018-05-16 09:21:00,102.15,2018-05-18 15:20:00,14.55,Friday Closing,87.60000000000001,225.9346634609048,19791.87651917526,1.979187651917526,2018,1.167,19528.210766916385,1.9528210766916385
93,2018-05-14,26971.2,25840.15,1131.0499999999993,26017.5,20%,26243.71,25791.29,high,25800,2018-05-31,6,BANKNIFTY18MAY25800PE,2018-05-25 13:59:00,38.8,2018-05-25 15:20:00,27.0,Friday Closing,11.799999999999997,228.62621176655284,2697.7892988453227,0.2697789298845323,2018,0.658,2547.353251502931,0.25473532515029307
94,2018-05-14,26971.2,25840.15,1131.0499999999993,26017.5,20%,26243.71,25791.29,low,26200,2018-05-31,10,BANKNIFTY18MAY26200CE,2018-05-21 10:53:00,98.7,2018-05-25 15:20:00,165.0,Friday Closing,-66.3,228.62621176655284,-15157.917840122453,-1.5157917840122452,2018,2.637,-15760.805160550852,-1.5760805160550853
95,2018-05-21,26325.55,25632.75,692.7999999999993,26291.65,20%,26430.210000000003,26153.09,high,26200,2018-06-07,10,BANKNIFTY1860726200PE,2018-05-28 09:18:00,140.85,2018-06-01 15:20:00,79.9,Friday Closing,60.94999999999999,227.01295222398912,13836.439438052133,1.3836439438052133,2018,2.2075,13335.308346017677,1.3335308346017676
96,2018-05-21,26325.55,25632.75,692.7999999999993,26291.65,20%,26430.210000000003,26153.09,low,26400,2018-06-07,8,BANKNIFTY1860726400CE,2018-05-30 09:15:00,71.15,2018-05-30 13:07:00,148.9,SL Hit,-77.75,227.01295222398912,-17650.257035415154,-1.7650257035415153,2018,2.2005000000000003,-18149.799036784043,-1.8149799036784044
97,2018-05-28,27162.65,25985.35,1177.300000000003,27023.7,20%,27259.16,26788.24,low,27300,2018-06-14,10,BANKNIFTY1861427300CE,2018-06-04 09:24:00,136.85,2018-06-08 15:20:00,11.75,Friday Closing,125.1,220.10949713784285,27535.69809194414,2.753569809194414,2018,1.486,27208.61537919731,2.7208615379197307
98,2018-06-04,27031.55,26072.6,958.9500000000007,26473.2,20%,26664.99,26281.41,high,26300,2018-06-21,8,BANKNIFTY1862126300PE,2018-06-13 09:15:00,118.7,2018-06-15 15:20:00,123.05,Friday Closing,-4.349999999999994,225.0141477645407,-978.8115427757507,-0.09788115427757507,2018,2.4175,-1522.7832449965279,-0.15227832449965278
99,2018-06-11,26764.35,26345.3,419.0499999999993,26444.3,20%,26528.11,26360.489999999998,high,26400,2018-06-28,8,BANKNIFTY18JUN26400PE,2018-06-20 14:42:00,141.15,2018-06-22 15:20:00,46.1,Friday Closing,95.05000000000001,226.1751779527452,21497.950664408432,2.149795066440843,2018,1.8725,21074.437643691916,2.1074437643691915
100,2018-06-11,26764.35,26345.3,419.0499999999993,26444.3,20%,26528.11,26360.489999999998,low,26500,2018-06-28,10,BANKNIFTY18JUN26500CE,2018-06-18 09:32:00,159.95,2018-06-22 15:12:00,358.8,SL Hit,-198.85000000000002,226.1751779527452,-44974.934135903386,-4.497493413590339,2018,5.1875,-46148.21787153325,-4.614821787153325
101,2018-06-18,26805.7,26225.7,580.0,26718.15,20%,26834.15,26602.15,low,26800,2018-07-05,10,BANKNIFTY1870526800CE,2018-06-25 14:38:00,145.5,2018-06-29 15:20:00,34.8,Friday Closing,110.7,223.59567938615533,24752.041708047396,2.4752041708047394,2018,1.8030000000000002,24348.898698114157,2.434889869811416
102,2018-06-25,26802.25,26162.7,639.5499999999993,26364.45,20%,26492.36,26236.54,high,26200,2018-07-12,7,BANKNIFTY1871226200PE,2018-07-05 09:20:00,82.45,2018-07-06 15:20:00,51.5,Friday Closing,30.950000000000003,226.48038906311103,7009.5680415032875,0.7009568041503288,2018,1.3395,6706.19756035325,0.670619756035325
103,2018-06-25,26802.25,26162.7,639.5499999999993,26364.45,20%,26492.36,26236.54,low,26500,2018-07-12,10,BANKNIFTY1871226500CE,2018-07-02 09:37:00,148.0,2018-07-06 15:20:00,153.0,Friday Closing,-5.0,226.48038906311103,-1132.4019453155552,-0.11324019453155552,2018,3.0100000000000002,-1814.1079163955194,-0.18141079163955193
104,2018-07-02,26609.3,26061.75,547.5499999999993,26642.35,20%,26751.859999999997,26532.84,high,26500,2018-07-19,10,BANKNIFTY1871926500PE,2018-07-09 12:17:00,123.2,2018-07-13 15:20:00,29.7,Friday Closing,93.5,224.28347038299395,20970.504480809934,2.097050448080993,2018,1.5290000000000001,20627.575054594337,2.062757505459434
105,2018-07-09,27163.9,26612.25,551.6500000000015,26914.5,20%,27024.83,26804.17,high,26800,2018-07-26,9,BANKNIFTY18JUL26800PE,2018-07-17 15:01:00,103.95,2018-07-20 15:20:00,122.3,Friday Closing,-18.349999999999994,222.01804784710947,-4074.0311779944577,-0.40740311779944577,2018,2.2625,-4576.347011248543,-0.45763470112485427
106,2018-07-09,27163.9,26612.25,551.6500000000015,26914.5,20%,27024.83,26804.17,low,27000,2018-07-26,10,BANKNIFTY18JUL27000CE,2018-07-16 09:30:00,153.35,2018-07-18 09:18:00,315.65,SL Hit,-162.29999999999998,222.01804784710947,-36033.52916558586,-3.603352916558586,2018,4.69,-37074.793809988805,-3.7074793809988806
107,2018-07-16,27187.0,26648.1,538.9000000000015,26701.3,20%,26809.079999999998,26593.52,high,26600,2018-08-02,10,BANKNIFTY1880226600PE,2018-07-23 09:15:00,144.25,2018-07-27 15:20:00,8.1,Friday Closing,136.15,223.8047706224906,30471.019520252095,3.0471019520252094,2018,1.5235,30130.05295220873,3.0130052952208732
108,2018-07-23,27660.05,26701.3,958.75,27767.65,20%,27959.4,27575.9,low,28000,2018-08-09,8,BANKNIFTY1880928000CE,2018-08-01 13:50:00,76.5,2018-08-01 14:31:00,85.1,SL Hit,-8.599999999999994,214.59687976136826,-1845.5331659477658,-0.18455331659477658,2018,1.6159999999999999,-2192.321723642137,-0.2192321723642137
109,2018-07-30,27870.55,27330.45,540.0999999999985,27769.55,20%,27877.57,27661.53,high,27700,2018-08-16,10,BANKNIFTY1881627700PE,2018-08-06 09:20:00,144.9,2018-08-10 15:20:00,33.5,Friday Closing,111.4,215.22679344003083,23976.264789219436,2.3976264789219437,2018,1.784,23592.30018972242,2.359230018972242
110,2018-08-06,28373.9,27769.55,604.3500000000022,27760.8,20%,27881.67,27639.93,high,27600,2018-08-23,10,BANKNIFTY1882327600PE,2018-08-13 09:19:00,110.0,2018-08-13 11:46:00,125.0,SL Hit,-15.0,215.1951443367632,-3227.927165051448,-0.3227927165051448,2018,2.35,-3733.6357542428414,-0.37336357542428417
111,2018-08-13,28176.75,27743.1,433.65000000000146,28171.65,20%,28258.38,28084.920000000002,high,28100,2018-08-30,10,BANKNIFTY18AUG28100PE,2018-08-20 09:15:00,162.35,2018-08-24 15:20:00,264.0,Friday Closing,-101.65,212.3263966299554,-21582.978217434968,-2.1582978217434965,2018,4.2635000000000005,-22488.231809466783,-2.2488231809466783
112,2018-08-13,28176.75,27743.1,433.65000000000146,28171.65,20%,28258.38,28084.920000000002,low,28300,2018-08-30,7,BANKNIFTY18AUG28300CE,2018-08-23 10:36:00,110.3,2018-08-24 15:20:00,41.5,Friday Closing,68.8,212.3263966299554,14608.056088140931,1.460805608814093,2018,1.5180000000000002,14285.744618056659,1.428574461805666
113,2018-08-20,28321.95,27786.8,535.1500000000015,27971.25,20%,28078.28,27864.22,high,27900,2018-09-06,10,BANKNIFTY1890627900PE,2018-08-27 09:17:00,105.0,2018-08-31 15:20:00,69.0,Friday Closing,36.0,213.68830284476115,7692.778902411402,0.7692778902411401,2018,1.74,7320.961255461518,0.7320961255461518
114,2018-08-27,28386.7,27941.75,444.9500000000007,28199.45,20%,28288.440000000002,28110.46,low,28300,2018-09-12,9,BANKNIFTY1891228300CE,2018-09-03 09:15:00,171.9,2018-09-07 15:20:00,5.15,Friday Closing,166.75,212.10077331941952,35367.80395101321,3.536780395101321,2018,1.7705000000000002,34992.27953185118,3.499227953185118
115,2018-09-03,28199.45,27136.9,1062.5499999999993,27395.2,20%,27607.71,27182.690000000002,low,27600,2018-09-19,9,BANKNIFTY1891927600CE,2018-09-10 12:05:00,106.0,2018-09-14 15:20:00,34.3,Friday Closing,71.7,217.3305935189844,15582.603555311181,1.558260355531118,2018,1.4030000000000002,15277.688732604047,1.5277688732604047
116,2018-09-10,27404.65,26557.5,847.1500000000015,27002.6,20%,27172.03,26833.17,low,27200,2018-09-27,10,BANKNIFTY18SEP27200CE,2018-09-17 09:29:00,142.2,2018-09-21 15:20:00,5.15,Friday Closing,137.04999999999998,220.81530161714088,30262.737086629153,3.0262737086629157,2018,1.4735,29937.365739696295,2.9937365739696298
117,2018-09-17,27002.6,25055.8,1946.7999999999993,25645.05,20%,26034.41,25255.69,low,26000,2018-10-04,10,BANKNIFTY18100426000CE,2018-09-24 09:52:00,116.0,2018-09-28 15:20:00,15.95,Friday Closing,100.05,230.46422023775457,23057.945234787345,2.3057945234787343,2018,1.3195,22753.847696183628,2.2753847696183627
118,2018-09-24,25645.05,24678.85,966.2000000000007,24943.9,20%,25137.140000000003,24750.66,high,24800,2018-10-11,10,BANKNIFTY18101124800PE,2018-10-01 14:15:00,300.0,2018-10-04 11:35:00,402.75,SL Hit,-102.75,238.69063863271634,-24525.463119511605,-2.4525463119511604,2018,7.0275,-26202.86158250302,-2.620286158250302
119,2018-09-24,25645.05,24678.85,966.2000000000007,24943.9,20%,25137.140000000003,24750.66,low,25100,2018-10-11,10,BANKNIFTY18101125100CE,2018-10-01 09:15:00,388.8,2018-10-05 15:20:00,57.05,Friday Closing,331.75,238.69063863271634,79185.61936640364,7.918561936640364,2018,4.4585,78121.41715405967,7.812141715405967
120,2018-10-01,25464.0,24253.95,1210.0499999999993,24470.75,20%,24712.76,24228.74,high,24200,2018-10-17,9,BANKNIFTY18101724200PE,2018-10-08 15:09:00,230.9,2018-10-12 15:20:00,35.95,Friday Closing,194.95,242.7895548696301,47331.823721834386,4.733182372183438,2018,2.6685000000000003,46683.93979466478,4.668393979466479
121,2018-10-08,25483.15,24244.85,1238.300000000003,25444.0,20%,25691.66,25196.34,high,25200,2018-10-25,9,BANKNIFTY18OCT25200PE,2018-10-16 10:32:00,188.55,2018-10-19 15:20:00,318.8,Friday Closing,-130.25,233.53882154753722,-30418.431506566725,-3.0418431506566725,2018,5.0735,-31603.290717688156,-3.1603290717688157
122,2018-10-08,25483.15,24244.85,1238.300000000003,25444.0,20%,25691.66,25196.34,low,25700,2018-10-25,10,BANKNIFTY18OCT25700CE,2018-10-15 09:20:00,195.1,2018-10-16 09:20:00,275.0,SL Hit,-79.9,233.53882154753722,-18659.751841648227,-1.8659751841648229,2018,4.7010000000000005,-19757.6178417432,-1.9757617841743198
123,2018-10-15,25903.15,24927.45,975.7000000000007,25484.25,20%,25679.39,25289.11,low,25700,2018-11-01,10,BANKNIFTY18110125700CE,2018-10-22 09:18:00,170.0,2018-10-26 15:20:00,7.05,Friday Closing,162.95,233.65040992017333,38073.33429649224,3.807333429649224,2018,1.7705000000000002,37659.656245728576,3.765965624572858
124,2018-10-22,25491.45,24359.8,1131.6500000000015,24647.95,20%,24874.280000000002,24421.62,high,24400,2018-11-07,9,BANKNIFTY18110724400PE,2018-10-29 13:35:00,,2018-11-02 15:20:00,,Friday Closing,,241.213011994719,,,2018,,,
125,2018-10-22,25491.45,24359.8,1131.6500000000015,24647.95,20%,24874.280000000002,24421.62,low,24900,2018-11-07,9,BANKNIFTY18110724900CE,2018-10-29 09:19:00,,2018-11-02 09:15:00,,SL Hit,,241.213011994719,,,2018,,,
126,2018-11-05,25857.6,25534.8,322.7999999999993,25816.15,20%,25880.710000000003,25751.59,high,25800,2018-11-22,10,BANKNIFTY18112225800PE,2018-11-12 09:20:00,270.0,2018-11-12 15:15:00,426.9,SL Hit,-156.89999999999998,231.83289793827137,-36374.58168651477,-3.637458168651477,2018,6.969,-37990.22515224658,-3.799022515224658
127,2018-11-05,25857.6,25534.8,322.7999999999993,25816.15,20%,25880.710000000003,25751.59,low,25900,2018-11-22,10,BANKNIFTY18112225900CE,2018-11-12 10:11:00,233.0,2018-11-14 09:15:00,260.0,SL Hit,-27.0,231.83289793827137,-6259.488244333327,-0.6259488244333328,2018,4.93,-7402.424431169005,-0.7402424431169005
128,2018-11-12,26332.35,25384.95,947.3999999999978,26364.6,20%,26554.079999999998,26175.12,low,26600,2018-11-29,9,BANKNIFTY18NOV26600CE,2018-11-20 09:15:00,125.15,2018-11-21 14:31:00,135.1,SL Hit,-9.949999999999989,225.95397769382333,-2248.2420780535394,-0.22482420780535395,2018,2.6025,-2836.2873050017147,-0.2836287305001715
129,2018-11-19,26378.05,25951.35,426.7000000000007,26096.0,20%,26181.34,26010.66,high,26000,2018-12-06,10,BANKNIFTY18120626000PE,2018-11-26 12:47:00,199.3,2018-11-30 15:20:00,18.4,Friday Closing,180.9,229.17085221764813,41457.007166172545,4.145700716617254,2018,2.177,40958.102220894725,4.095810222089472
130,2018-11-26,27012.3,26026.05,986.25,27032.9,20%,27230.15,26835.65,low,27200,2018-12-13,10,BANKNIFTY18121327200CE,2018-12-03 11:47:00,244.95,2018-12-07 15:20:00,85.0,Friday Closing,159.95,220.34399369816177,35244.02179202097,3.524402179202097,2018,3.2995,34516.996784813884,3.4516996784813885
131,2018-12-03,27032.9,26150.6,882.3000000000029,26073.65,20%,26250.11,25897.190000000002,high,25900,2018-12-20,10,BANKNIFTY18122025900PE,2018-12-10 09:15:00,257.7,2018-12-10 09:15:00,257.7,SL Hit,0.0,228.57047075231304,0.0,0.0,2018,5.154,-1178.0522062574214,-0.11780522062574214
132,2018-12-03,27032.9,26150.6,882.3000000000029,26073.65,20%,26250.11,25897.190000000002,low,26300,2018-12-20,9,BANKNIFTY18122026300CE,2018-12-11 09:15:00,275.0,2018-12-14 15:20:00,536.05,Friday Closing,-261.04999999999995,228.57047075231304,-59668.32138989131,-5.966832138989131,2018,8.1105,-61522.142192927946,-6.152214219292794
133,2018-12-10,26950.75,25601.75,1349.0,26915.45,20%,27185.25,26645.65,high,26600,2018-12-27,9,BANKNIFTY18DEC26600PE,2018-12-18 15:12:00,49.05,2018-12-21 15:20:00,62.2,Friday Closing,-13.150000000000006,220.70792065550253,-2902.3091566198596,-0.29023091566198594,2018,1.1125,-3147.846718349106,-0.31478467183491066
134,2018-12-17,27368.9,26825.25,543.6500000000015,26877.05,20%,26985.78,26768.32,high,26800,2019-01-03,8,BANKNIFTY1910326800PE,2018-12-26 14:46:00,114.0,2018-12-28 15:20:00,48.05,Friday Closing,65.95,222.33932093124602,14663.278215415676,1.4663278215415676,2018,1.6205,14302.977345846592,1.430297734584659
135,2018-12-17,27368.9,26825.25,543.6500000000015,26877.05,20%,26985.78,26768.32,low,27000,2019-01-03,10,BANKNIFTY1910327000CE,2018-12-24 10:02:00,200.0,2018-12-28 15:20:00,281.45,Friday Closing,-81.44999999999999,222.33932093124602,-18109.537689849985,-1.8109537689849986,2018,4.8145,-19179.99035047347,-1.9179990350473468
136,2018-12-24,27238.95,26408.15,830.7999999999993,27267.8,20%,27433.96,27101.64,low,27400,2019-01-10,9,BANKNIFTY1911027400CE,2019-01-01 09:24:00,150.0,2019-01-01 14:31:00,191.95,SL Hit,-41.94999999999999,218.70703318077304,-9174.760041933427,-0.9174760041933426,2019,3.4194999999999998,-9922.62874189508,-0.9922628741895079
137,2018-12-31,27428.85,26923.75,505.09999999999854,27378.65,20%,27479.670000000002,27277.63,high,27300,2019-01-17,9,BANKNIFTY1911727300PE,2019-01-08 14:16:00,167.45,2019-01-11 15:20:00,120.0,Friday Closing,47.44999999999999,218.34323337944014,10360.386423854432,1.0360386423854433,2019,2.8745,9732.75879950523,0.9732758799505231
138,2018-12-31,27428.85,26923.75,505.09999999999854,27378.65,20%,27479.670000000002,27277.63,low,27500,2019-01-17,9,BANKNIFTY1911727500CE,2019-01-08 09:15:00,156.0,2019-01-08 14:03:00,214.0,SL Hit,-58.0,218.34323337944014,-12663.907536007528,-1.2663907536007526,2019,3.7,-13471.777499511456,-1.3471777499511457
139,2019-01-07,27752.95,27165.15,587.7999999999993,27389.2,20%,27506.760000000002,27271.64,high,27300,2019-01-24,8,BANKNIFTY1912427300PE,2019-01-16 09:25:00,129.3,2019-01-18 15:20:00,91.0,Friday Closing,38.30000000000001,218.12819830470764,8354.309995070305,0.8354309995070306,2019,2.2030000000000003,7873.7735742050345,0.7873773574205034
140,2019-01-07,27752.95,27165.15,587.7999999999993,27389.2,20%,27506.760000000002,27271.64,low,27500,2019-01-24,10,BANKNIFTY1912427500CE,2019-01-14 09:16:00,201.4,2019-01-18 15:20:00,194.0,Friday Closing,7.400000000000006,218.12819830470764,1614.1486674548378,0.16141486674548378,2019,3.9539999999999997,751.6697713580238,0.07516697713580239
141,2019-01-14,27611.55,27182.25,429.2999999999993,27514.55,20%,27600.41,27428.69,high,27400,2019-01-31,10,BANKNIFTY19JAN27400PE,2019-01-21 10:01:00,187.85,2019-01-24 09:34:00,316.9,SL Hit,-129.04999999999998,217.38807503221872,-28053.931082907824,-2.805393108290782,2019,5.0475,-29151.197391632948,-2.915119739163295
142,2019-01-14,27611.55,27182.25,429.2999999999993,27514.55,20%,27600.41,27428.69,low,27600,2019-01-31,10,BANKNIFTY19JAN27600CE,2019-01-21 09:15:00,210.25,2019-01-21 13:07:00,307.85,SL Hit,-97.60000000000002,217.38807503221872,-21217.076123144554,-2.1217076123144554,2019,5.181,-22343.363739886478,-2.234336373988648
143,2019-01-21,27622.2,27045.6,576.6000000000022,27041.45,20%,27156.77,26926.13,high,26900,2019-02-07,7,BANKNIFTY1920726900PE,2019-01-31 13:37:00,172.0,2019-02-01 14:27:00,180.0,SL Hit,-8.0,220.93938270272938,-1767.515061621835,-0.1767515061621835,2019,3.52,-2545.2216887354425,-0.2545221688735443
144,2019-01-21,27622.2,27045.6,576.6000000000022,27041.45,20%,27156.77,26926.13,low,27200,2019-02-07,10,BANKNIFTY1920727200CE,2019-01-28 09:38:00,291.05,2019-02-01 15:20:00,133.0,Friday Closing,158.05,220.93938270272938,34919.46943616638,3.491946943616638,2019,4.2405,33982.575983815455,3.3982575983815453
145,2019-01-28,27531.65,26443.7,1087.9500000000007,26974.0,20%,27191.59,26756.41,high,26800,2019-02-14,10,BANKNIFTY1921426800PE,2019-02-04 14:40:00,130.0,2019-02-08 15:20:00,35.05,Friday Closing,94.95,220.65646032468126,20951.330907828487,2.0951330907828485,2019,1.6505,20587.1374200626,2.05871374200626
146,2019-02-04,27588.5,26827.3,761.2000000000007,27240.5,20%,27392.74,27088.26,low,27400,2019-02-21,9,BANKNIFTY1922127400CE,2019-02-12 14:43:00,141.35,2019-02-15 15:20:00,19.5,Friday Closing,121.85,219.03613877253608,26689.55350943352,2.668955350943352,2019,1.6085,26337.233880217897,2.6337233880217896
147,2019-02-11,27305.9,26635.45,670.4500000000007,26754.6,20%,26888.69,26620.51,high,26600,2019-02-28,9,BANKNIFTY19FEB26600PE,2019-02-19 10:01:00,164.25,2019-02-19 15:16:00,251.95,SL Hit,-87.69999999999999,223.14214638199184,-19569.56623770068,-1.9569566237700682,2019,4.162,-20498.28385094253,-2.049828385094253
148,2019-02-11,27305.9,26635.45,670.4500000000007,26754.6,20%,26888.69,26620.51,low,26900,2019-02-28,10,BANKNIFTY19FEB26900CE,2019-02-18 15:26:00,235.0,2019-02-22 15:20:00,188.0,Friday Closing,47.0,223.14214638199184,10487.680879953616,1.0487680879953616,2019,4.23,9543.789600757791,0.9543789600757792
149,2019-02-18,27099.3,26617.7,481.59999999999854,26934.2,20%,27030.52,26837.88,high,26800,2019-03-07,10,BANKNIFTY1930726800PE,2019-02-25 12:08:00,144.8,2019-03-01 15:20:00,82.0,Friday Closing,62.80000000000001,221.97131242758186,13939.798420452144,1.3939798420452143,2019,2.2680000000000002,13436.367483866388,1.343636748386639
150,2019-02-18,27099.3,26617.7,481.59999999999854,26934.2,20%,27030.52,26837.88,low,27000,2019-03-07,9,BANKNIFTY1930727000CE,2019-02-26 09:35:00,221.25,2019-02-26 14:35:00,329.3,SL Hit,-108.05000000000001,221.97131242758186,-23984.000307800223,-2.3984000307800226,2019,5.5055,-25206.063368370276,-2.5206063368370275
151,2019-02-25,27196.85,26719.65,477.1999999999971,27068.15,20%,27163.59,26972.710000000003,high,27000,2019-03-14,9,BANKNIFTY1931427000PE,2019-03-05 11:48:00,180.8,2019-03-08 15:20:00,21.0,Friday Closing,159.8,220.8839111472379,35297.24900132862,3.5297249001328623,2019,2.0180000000000002,34851.5052686335,3.48515052686335
152,2019-02-25,27196.85,26719.65,477.1999999999971,27068.15,20%,27163.59,26972.710000000003,low,27200,2019-03-14,9,BANKNIFTY1931427200CE,2019-03-05 09:15:00,189.45,2019-03-05 12:26:00,246.55,SL Hit,-57.10000000000002,220.8839111472379,-12612.47132650729,-1.261247132650729,2019,4.36,-13575.525179109247,-1.3575525179109247
153,2019-03-04,27813.55,26958.85,854.7000000000007,27840.1,20%,28011.039999999997,27669.16,high,27700,2019-03-20,9,BANKNIFTY1932027700PE,2019-03-11 10:01:00,121.8,2019-03-15 15:20:00,9.0,Friday Closing,112.8,214.20125778978576,24161.901878687833,2.416190187868783,2019,1.308,23881.726633498794,2.3881726633498794
154,2019-03-11,29518.6,27801.8,1716.7999999999993,29521.6,20%,29864.96,29178.239999999998,high,29200,2019-03-28,8,BANKNIFTY19MAR29200PE,2019-03-20 14:17:00,55.65,2019-03-22 15:20:00,71.05,Friday Closing,-15.399999999999999,200.90433739070804,-3093.9267958169035,-0.30939267958169037,2019,1.267,-3348.4725912909307,-0.3348472591290931
155,2019-04-01,30647.2,29811.85,835.3500000000022,30201.5,20%,30368.57,30034.43,low,30400,2019-04-18,10,BANKNIFTY1941830400CE,2019-04-08 13:02:00,199.45,2019-04-12 15:20:00,47.65,Friday Closing,151.79999999999998,197.5726878150667,29991.534010327123,2.999153401032712,2019,2.471,29503.331898736094,2.9503331898736094
156,2019-04-08,30231.9,29641.4,590.5,29983.5,20%,30101.6,29865.4,high,29900,2019-04-25,10,BANKNIFTY19APR29900PE,2019-04-15 10:13:00,199.8,2019-04-19 15:20:00,90.0,Friday Closing,109.80000000000001,199.32495282642785,21885.87982034178,2.188587982034178,2019,2.898,21308.23610705079,2.130823610705079
157,2019-04-15,30656.5,29926.8,729.7000000000007,30282.5,20%,30428.44,30136.56,low,30400,2019-05-02,10,BANKNIFTY1950230400CE,2019-04-22 09:15:00,178.35,2019-04-26 15:20:00,29.7,Friday Closing,148.65,197.1839502780951,29311.394208838836,2.9311394208838837,2019,2.0805,28901.15300028526,2.890115300028526
