,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Qty,PnL,ROI%,Trade Year,Slippage in pts,PnL w cs,ROI% w cs
11,2017-03-20,21202.55,20755.15,447.3999999999978,21178.1,20%,21267.579999999998,21088.62,high,21100,2017-04-06,8,BANKNIFTY1740621100PE,2017-03-29 09:15:00,92.0,2017-03-31 15:20:00,34.5,Friday Closing,57.5,282.1195453361408,16221.873856828095,1.6221873856828093,2017,1.2650000000000001,15864.992631977877,1.586499263197788
12,2017-03-20,21202.55,20755.15,447.3999999999978,21178.1,20%,21267.579999999998,21088.62,low,21300,2017-04-06,10,BANKNIFTY1740621300CE,2017-03-27 09:15:00,108.9,2017-03-28 09:15:00,137.9,SL Hit,-29.0,282.1195453361408,-8181.4668147480825,-0.8181466814748083,2017,2.468,-8877.737852637678,-0.8877737852637678
13,2017-03-27,21690.9,20979.7,711.2000000000007,21539.2,20%,21681.440000000002,21396.96,high,21400,2017-04-13,8,BANKNIFTY1741321400PE,2017-04-05 14:33:00,73.35,2017-04-07 15:20:00,108.7,Friday Closing,-35.35000000000001,276.73438664590543,-9782.56056793276,-0.978256056793276,2017,1.8205000000000002,-10286.35551882163,-1.028635551882163
14,2017-04-10,21786.95,21396.7,390.25,21700.5,20%,21778.55,21622.45,high,21600,2017-04-27,9,BANKNIFTY17APR21600PE,2017-04-18 09:21:00,117.65,2017-04-21 13:18:00,249.5,SL Hit,-131.85,275.5004350611037,-36324.73236280652,-3.6324732362806524,2017,3.6715,-37336.23221013336,-3.7336232210133367
15,2017-04-10,21786.95,21396.7,390.25,21700.5,20%,21778.55,21622.45,low,21800,2017-04-27,10,BANKNIFTY17APR21800CE,2017-04-17 09:30:00,149.1,2017-04-18 09:31:00,209.0,SL Hit,-59.900000000000006,275.5004350611037,-16502.476060160112,-1.6502476060160112,2017,3.5810000000000004,-17489.043118113925,-1.7489043118113925
16,2017-04-17,21947.0,21390.25,556.75,21591.9,20%,21703.25,21480.550000000003,high,21500,2017-05-04,10,BANKNIFTY1750421500PE,2017-04-24 09:20:00,131.0,2017-04-28 15:20:00,4.15,Friday Closing,126.85,276.45629110847455,35068.48052711,3.5068480527109998,2017,1.3515000000000001,34694.849849676895,3.4694849849676896
17,2017-04-24,22382.05,21586.15,795.8999999999978,22412.55,20%,22571.73,22253.37,high,22300,2017-05-11,7,BANKNIFTY1751122300PE,2017-05-04 09:15:00,88.0,2017-05-05 15:20:00,43.15,Friday Closing,44.85,265.8192349456599,11921.992687312846,1.1921992687312846,2017,1.3115,11573.370760681613,1.1573370760681614
18,2017-04-24,22382.05,21586.15,795.8999999999978,22412.55,20%,22571.73,22253.37,low,22600,2017-05-11,8,BANKNIFTY1751122600CE,2017-05-03 12:35:00,53.45,2017-05-04 09:15:00,73.9,SL Hit,-20.450000000000003,265.8192349456599,-5436.003354638746,-0.5436003354638747,2017,1.2735,-5774.524150342044,-0.5774524150342044
19,2017-05-01,22844.85,22240.6,604.25,22678.45,20%,22799.3,22557.600000000002,high,22600,2017-05-18,10,BANKNIFTY1751822600PE,2017-05-08 10:50:00,96.35,2017-05-12 15:20:00,91.5,Friday Closing,4.849999999999994,263.1659743939507,1276.3549758106594,0.12763549758106593,2017,1.8785,781.9976929116231,0.0781997692911623
20,2017-05-08,22977.2,22579.35,397.8500000000022,22735.85,20%,22815.42,22656.28,high,22700,2017-05-25,10,BANKNIFTY17MAY22700PE,2017-05-15 09:24:00,160.7,2017-05-19 15:20:00,77.0,Friday Closing,83.69999999999999,262.9800371853773,22011.429112416077,2.201142911241608,2017,2.377,21386.325564026436,2.138632556402644
21,2017-05-08,22977.2,22579.35,397.8500000000022,22735.85,20%,22815.42,22656.28,low,22800,2017-05-25,6,BANKNIFTY17MAY22800CE,2017-05-19 12:07:00,88.0,2017-05-19 15:20:00,138.6,Friday Closing,-50.599999999999994,262.9800371853773,-13306.789881580089,-1.330678988158009,2017,2.266,-13902.702645842153,-1.3902702645842153
22,2017-05-15,22977.65,22630.75,346.90000000000146,22874.8,20%,22944.18,22805.42,high,22800,2017-06-01,7,BANKNIFTY1760122800PE,2017-05-25 14:03:00,121.95,2017-05-26 15:20:00,33.6,Friday Closing,88.35,261.50422460074844,23103.898243476124,2.3103898243476126,2017,1.5555,22697.12842210966,2.269712842210966
23,2017-05-15,22977.65,22630.75,346.90000000000146,22874.8,20%,22944.18,22805.42,low,22900,2017-06-01,10,BANKNIFTY1760122900CE,2017-05-22 09:43:00,103.7,2017-05-25 14:04:00,143.0,SL Hit,-39.3,261.50422460074844,-10277.116026809414,-1.0277116026809414,2017,2.467,-10922.24694889946,-1.092224694889946
24,2017-05-22,23408.3,22471.35,936.9500000000007,23310.6,20%,23497.989999999998,23123.21,low,23500,2017-06-08,9,BANKNIFTY1760823500CE,2017-05-30 09:15:00,70.0,2017-05-31 15:04:00,110.5,SL Hit,-40.5,255.340988739888,-10341.310043965465,-1.0341310043965464,2017,1.805,-10802.200528640962,-1.0802200528640962
25,2017-05-29,23469.45,23095.0,374.4500000000007,23397.4,20%,23472.29,23322.510000000002,high,23300,2017-06-15,10,BANKNIFTY1761523300PE,2017-06-05 13:41:00,122.15,2017-06-09 15:20:00,23.0,Friday Closing,99.15,255.62056365186353,25344.77888608227,2.534477888608227,2017,1.4515,24973.74563794159,2.4973745637941587
26,2017-06-05,23706.65,23350.35,356.3000000000029,23610.15,20%,23681.410000000003,23538.89,low,23700,2017-06-22,10,BANKNIFTY1762223700CE,2017-06-12 09:54:00,112.5,2017-06-16 15:20:00,31.9,Friday Closing,80.6,253.36329213505442,20421.081346085386,2.042108134608539,2017,1.4440000000000002,20055.224752242368,2.005522475224237
27,2017-06-12,23628.2,23311.9,316.2999999999993,23571.35,20%,23634.609999999997,23508.09,high,23500,2017-06-29,10,BANKNIFTY17JUN23500PE,2017-06-19 13:43:00,120.25,2017-06-23 15:20:00,93.05,Friday Closing,27.200000000000003,253.864988675506,6905.127691973764,0.6905127691973764,2017,2.133,6363.63367112891,0.636363367112891
28,2017-06-12,23628.2,23311.9,316.2999999999993,23571.35,20%,23634.609999999997,23508.09,low,23600,2017-06-29,6,BANKNIFTY17JUN23600CE,2017-06-23 15:18:00,96.35,2017-06-23 15:20:00,92.85,Friday Closing,3.5,253.864988675506,888.527460364271,0.0888527460364271,2017,1.892,408.2149017902136,0.04082149017902136
29,2017-06-19,23896.9,23507.7,389.2000000000007,23636.95,20%,23714.79,23559.11,low,23700,2017-07-06,9,BANKNIFTY1770623700CE,2017-06-27 09:16:00,109.95,2017-06-30 15:20:00,14.05,Friday Closing,95.9,253.00666799073488,24263.339460311476,2.4263339460311477,2017,1.24,23949.611192002965,2.3949611192002966
30,2017-06-26,23638.3,22998.05,640.25,23240.35,20%,23368.399999999998,23112.3,high,23100,2017-07-13,8,BANKNIFTY1771323100PE,2017-07-05 11:06:00,70.25,2017-07-07 15:20:00,31.8,Friday Closing,38.45,256.75698806935867,9872.306191266842,0.9872306191266842,2017,1.0205,9610.28568494206,0.961028568494206
31,2017-07-03,23540.15,23144.5,395.65000000000146,23449.15,20%,23528.280000000002,23370.02,high,23400,2017-07-20,10,BANKNIFTY1772023400PE,2017-07-10 09:15:00,123.35,2017-07-14 15:20:00,12.65,Friday Closing,110.69999999999999,255.0122660899989,28229.857856162875,2.8229857856162877,2017,1.36,27883.041174280475,2.7883041174280474
32,2017-07-10,23962.1,23449.15,512.9499999999971,24011.4,20%,24113.99,23908.81,high,23900,2017-07-27,9,BANKNIFTY17JUL23900PE,2017-07-18 10:02:00,113.7,2017-07-21 15:20:00,28.0,Friday Closing,85.7,248.8182171428287,21323.72120914042,2.132372120914042,2017,1.4169999999999998,20971.145795449032,2.097114579544903
33,2017-07-17,24299.6,23914.4,385.1999999999971,24307.7,20%,24384.74,24230.66,high,24200,2017-08-03,10,BANKNIFTY1780324200PE,2017-07-24 10:20:00,107.7,2017-07-28 15:20:00,11.85,Friday Closing,95.85000000000001,246.0555248897466,23584.422060682213,2.3584422060682213,2017,1.1955,23290.262680676522,2.3290262680676523
34,2017-07-24,25030.4,24237.05,793.3500000000022,24880.6,20%,25039.27,24721.929999999997,high,24700,2017-08-10,10,BANKNIFTY1781024700PE,2017-07-31 12:09:00,105.1,2017-08-04 15:20:00,48.85,Friday Closing,56.24999999999999,239.62359925029762,13478.827457829238,1.3478827457829239,2017,1.5394999999999999,13109.926926783406,1.3109926926783406
35,2017-07-24,25030.4,24237.05,793.3500000000022,24880.6,20%,25039.27,24721.929999999997,low,25000,2017-08-10,7,BANKNIFTY1781025000CE,2017-08-03 14:26:00,76.25,2017-08-04 15:20:00,89.95,Friday Closing,-13.700000000000003,239.62359925029762,-3282.843309729078,-0.3282843309729078,2017,1.662,-3681.0977316830727,-0.3681097731683073
36,2017-07-31,25196.45,24593.35,603.1000000000022,24854.15,20%,24974.77,24733.530000000002,high,24700,2017-08-17,10,BANKNIFTY1781724700PE,2017-08-07 14:37:00,82.55,2017-08-08 10:16:00,235.6,SL Hit,-153.05,240.24245268324793,-36769.1073831711,-3.6769107383171096,2017,3.1814999999999998,-37533.438746382846,-3.7533438746382846
37,2017-07-31,25196.45,24593.35,603.1000000000022,24854.15,20%,24974.77,24733.530000000002,low,25000,2017-08-17,9,BANKNIFTY1781725000CE,2017-08-08 09:45:00,91.55,2017-08-11 15:20:00,2.8,Friday Closing,88.75,240.24245268324793,21321.517675638253,2.1321517675638253,2017,0.9435,21094.848921531608,2.109484892153161
38,2017-08-07,24977.8,23869.4,1108.3999999999978,24051.05,20%,24272.73,23829.37,high,23800,2017-08-24,8,BANKNIFTY1782423800PE,2017-08-16 13:28:00,72.0,2017-08-18 15:20:00,90.0,Friday Closing,-18.0,247.19098346168727,-4449.437702310371,-0.44494377023103704,2017,1.62,-4849.887095518304,-0.4849887095518304
39,2017-08-14,24495.2,23926.0,569.2000000000007,24140.55,20%,24254.39,24026.71,high,24000,2017-08-31,10,BANKNIFTY17AUG24000PE,2017-08-21 09:21:00,171.35,2017-08-21 15:12:00,264.85,SL Hit,-93.50000000000003,247.3778973620858,-23129.83340335503,-2.3129833403355033,2017,4.362000000000001,-24208.89579164845,-2.420889579164845
40,2017-08-14,24495.2,23926.0,569.2000000000007,24140.55,20%,24254.39,24026.71,low,24300,2017-08-31,10,BANKNIFTY17AUG24300CE,2017-08-21 14:26:00,139.6,2017-08-25 15:20:00,181.0,Friday Closing,-41.400000000000006,247.3778973620858,-10241.444950790354,-1.0241444950790355,2017,3.2060000000000004,-11034.5384897332,-1.10345384897332
41,2017-08-21,24411.0,23854.6,556.4000000000015,24351.25,20%,24462.53,24239.97,high,24200,2017-09-07,6,BANKNIFTY1790724200PE,2017-09-01 10:37:00,63.15,2017-09-01 15:20:00,61.05,Friday Closing,2.1000000000000014,245.27307682402434,515.0734613304514,0.05150734613304515,2017,1.242,210.44429991501323,0.021044429991501322
42,2017-08-21,24411.0,23854.6,556.4000000000015,24351.25,20%,24462.53,24239.97,low,24500,2017-09-07,9,BANKNIFTY1790724500CE,2017-08-29 09:30:00,108.6,2017-09-01 09:58:00,116.0,SL Hit,-7.400000000000006,245.27307682402434,-1815.0207684977815,-0.18150207684977815,2017,2.246,-2365.90409904454,-0.236590409904454
43,2017-08-28,24494.15,24105.75,388.40000000000146,24456.3,20%,24533.98,24378.62,low,24500,2017-09-14,10,BANKNIFTY1791424500CE,2017-09-04 09:15:00,150.0,2017-09-08 15:20:00,65.75,Friday Closing,84.25,244.55877114108677,20604.07646863656,2.060407646863656,2017,2.1575,20076.440919899662,2.0076440919899663
44,2017-09-04,24456.3,24151.9,304.3999999999978,24468.5,20%,24529.38,24407.62,high,24400,2017-09-21,10,BANKNIFTY1792124400PE,2017-09-11 11:11:00,137.55,2017-09-15 15:20:00,27.0,Friday Closing,110.55000000000001,244.60463330096397,27041.04221142157,2.704104221142157,2017,1.6455000000000002,26638.545287324832,2.6638545287324833
45,2017-09-11,24993.1,24458.85,534.25,24948.15,20%,25055.0,24841.300000000003,high,24800,2017-09-28,10,BANKNIFTY17SEP24800PE,2017-09-18 09:27:00,101.9,2017-09-22 11:06:00,340.0,SL Hit,-238.1,239.4731590500898,-57018.55916982638,-5.7018559169826375,2017,4.419,-58076.79105966873,-5.807679105966873
46,2017-09-11,24993.1,24458.85,534.25,24948.15,20%,25055.0,24841.300000000003,low,25100,2017-09-28,7,BANKNIFTY17SEP25100CE,2017-09-21 09:59:00,70.95,2017-09-22 15:20:00,6.5,Friday Closing,64.45,239.4731590500898,15434.045100778289,1.5434045100778289,2017,0.7745000000000001,15248.573139093995,1.5248573139093995
47,2017-09-18,25104.9,24341.35,763.5500000000029,24361.55,20%,24514.26,24208.84,low,24500,2017-10-05,10,BANKNIFTY17100524500CE,2017-09-25 09:16:00,140.0,2017-09-29 15:20:00,17.1,Friday Closing,122.9,244.7555014917848,30080.451133340353,3.0080451133340356,2017,1.571,29695.94024049676,2.969594024049676
48,2017-09-25,24361.55,23613.2,748.3499999999985,24200.6,20%,24350.269999999997,24050.93,low,24400,2017-10-12,9,BANKNIFTY17101224400CE,2017-10-03 09:27:00,100.0,2017-10-06 15:20:00,60.0,Friday Closing,40.0,246.40383864326765,9856.153545730705,0.9856153545730706,2017,1.6,9461.907403901478,0.9461907403901478
49,2017-10-02,24238.6,24008.05,230.54999999999927,24209.55,20%,24255.66,24163.44,high,24200,2017-10-19,10,BANKNIFTY17101924200PE,2017-10-09 09:32:00,,2017-10-12 09:25:00,,SL Hit,,247.36494492419502,,,2017,,,
50,2017-10-02,24238.6,24008.05,230.54999999999927,24209.55,20%,24255.66,24163.44,low,24300,2017-10-19,10,BANKNIFTY17101924300CE,2017-10-09 09:15:00,,2017-10-09 09:30:00,,SL Hit,,247.36494492419502,,,2017,,,
51,2017-10-09,24778.55,23978.6,799.9500000000007,24815.4,20%,24975.390000000003,24655.41,low,25000,2017-10-26,10,BANKNIFTY17OCT25000CE,2017-10-16 10:48:00,77.0,2017-10-17 10:46:00,112.0,SL Hit,-35.0,240.23648879957426,-8408.277107985099,-0.8408277107985099,2017,1.8900000000000001,-8862.324071816294,-0.8862324071816294
52,2017-10-16,24877.05,23924.1,952.9500000000007,24085.45,20%,24276.04,23894.86,high,23900,2017-11-02,9,BANKNIFTY17110223900PE,2017-10-24 10:16:00,96.0,2017-10-27 15:20:00,11.45,Friday Closing,84.55,247.15727935857743,20897.14796976772,2.089714796976772,2017,1.0745,20631.577473096928,2.0631577473096927
53,2017-10-23,25177.35,23914.05,1263.2999999999993,24873.65,20%,25126.31,24620.99,high,24600,2017-11-09,8,BANKNIFTY17110924600PE,2017-11-01 09:15:00,49.7,2017-11-03 15:20:00,8.5,Friday Closing,41.2,238.7935196214645,9838.293008404338,0.9838293008404339,2017,0.5820000000000001,9699.315179984646,0.9699315179984646
54,2017-10-30,25691.55,24813.6,877.9500000000007,25569.0,20%,25744.59,25393.41,low,25700,2017-11-16,9,BANKNIFTY17111625700CE,2017-11-07 13:40:00,130.0,2017-11-10 15:20:00,72.1,Friday Closing,57.900000000000006,233.05867368639392,13494.09720644221,1.349409720644221,2017,2.021,13023.085626922008,1.3023085626922009
55,2017-11-06,25693.7,25120.25,573.4500000000007,25570.25,20%,25684.94,25455.56,high,25500,2017-11-23,6,BANKNIFTY17112325500PE,2017-11-17 09:15:00,53.45,2017-11-17 15:20:00,57.95,Friday Closing,-4.5,233.59992275629222,-1051.199652403315,-0.1051199652403315,2017,1.114,-1311.4299663538245,-0.13114299663538245
56,2017-11-06,25693.7,25120.25,573.4500000000007,25570.25,20%,25684.94,25455.56,low,25700,2017-11-23,10,BANKNIFTY17112325700CE,2017-11-13 11:41:00,152.0,2017-11-17 09:15:00,233.3,SL Hit,-81.30000000000001,233.59992275629222,-18991.67372008656,-1.8991673720086562,2017,3.853,-19891.734222466555,-1.9891734222466555
57,2017-11-20,25870.95,25621.6,249.35000000000218,25693.05,20%,25742.92,25643.18,high,25600,2017-12-07,10,BANKNIFTY17120725600PE,2017-11-27 10:20:00,149.95,2017-11-30 09:21:00,162.0,SL Hit,-12.050000000000011,233.07379271659937,-2808.539202235025,-0.2808539202235025,2017,3.1195,-3535.6128986144568,-0.35356128986144564
58,2017-11-20,25870.95,25621.6,249.35000000000218,25693.05,20%,25742.92,25643.18,low,25700,2017-12-07,7,BANKNIFTY17120725700CE,2017-11-30 09:20:00,170.85,2017-12-01 15:20:00,25.25,Friday Closing,145.6,233.07379271659937,33935.54421953687,3.3935544219536866,2017,1.961,33478.48651201962,3.347848651201962
59,2017-11-27,25953.5,25155.05,798.4500000000007,25295.05,20%,25454.739999999998,25135.36,low,25500,2017-12-14,10,BANKNIFTY17121425500CE,2017-12-04 09:24:00,106.8,2017-12-08 15:20:00,68.7,Friday Closing,38.099999999999994,235.71248419744222,8980.645647922547,0.8980645647922547,2017,1.7550000000000001,8566.970238156036,0.8566970238156036
60,2017-12-11,25558.65,24889.1,669.5500000000029,25181.75,20%,25315.66,25047.84,high,25000,2017-12-28,10,BANKNIFTY17DEC25000PE,2017-12-18 09:34:00,135.05,2017-12-22 15:20:00,12.1,Friday Closing,122.95000000000002,237.0074491441266,29140.06587227037,2.9140065872270373,2017,1.4715,28791.30941085479,2.879130941085479
61,2017-12-11,25558.65,24889.1,669.5500000000029,25181.75,20%,25315.66,25047.84,low,25300,2017-12-28,10,BANKNIFTY17DEC25300CE,2017-12-18 09:15:00,109.15,2017-12-18 09:58:00,468.85,SL Hit,-359.70000000000005,237.0074491441266,-85251.57945714235,-8.525157945714236,2017,5.78,-86621.4825131954,-8.662148251319541
62,2017-12-18,25779.05,24617.15,1161.8999999999978,25659.75,20%,25892.13,25427.37,low,25900,2018-01-04,7,BANKNIFTY1810425900CE,2017-12-28 15:29:00,19.35,2017-12-29 15:20:00,20.5,Friday Closing,-1.1499999999999986,231.73064556681894,-266.49024240184144,-0.026649024240184147,2017,0.3985,-358.8349046602188,-0.035883490466021885
63,2017-12-25,25732.45,25419.05,313.40000000000146,25565.75,20%,25628.43,25503.07,high,25500,2018-01-11,6,BANKNIFTY1811125500PE,2018-01-05 15:25:00,78.0,2018-01-05 15:20:00,71.65,Friday Closing,6.349999999999994,234.11500431356896,1486.6302773911616,0.14866302773911616,2018,1.4965000000000002,1136.2771734359058,0.11362771734359058
64,2017-12-25,25732.45,25419.05,313.40000000000146,25565.75,20%,25628.43,25503.07,low,25600,2018-01-11,10,BANKNIFTY1811125600CE,2018-01-01 09:15:00,180.0,2018-01-05 15:20:00,138.0,Friday Closing,42.0,234.11500431356896,9832.830181169897,0.9832830181169896,2018,3.18,9088.344467452747,0.9088344467452747
65,2018-01-01,25640.8,25234.65,406.1499999999978,25690.25,20%,25771.48,25609.02,high,25600,2018-01-18,9,BANKNIFTY1811825600PE,2018-01-09 09:15:00,142.4,2018-01-12 15:20:00,72.9,Friday Closing,69.5,232.81549992472299,16180.677244768247,1.6180677244768247,2018,2.153,15679.425473430318,1.5679425473430317
66,2018-01-01,25640.8,25234.65,406.1499999999978,25690.25,20%,25771.48,25609.02,low,25800,2018-01-18,8,BANKNIFTY1811825800CE,2018-01-10 11:01:00,75.5,2018-01-11 12:15:00,66.45,SL Hit,9.049999999999997,232.81549992472299,2106.9802743187424,0.21069802743187424,2018,1.4195,1776.4986721755981,0.1776498672175598
67,2018-01-08,25801.6,25527.95,273.6499999999978,25858.15,20%,25912.88,25803.420000000002,high,25800,2018-01-25,10,BANKNIFTY18JAN25800PE,2018-01-15 09:15:00,159.35,2018-01-19 15:20:00,15.0,Friday Closing,144.35,231.5450849153008,33423.53300752367,3.3423533007523667,2018,1.7435,33019.834151973846,3.3019834151973844
68,2018-01-15,26956.4,25846.85,1109.550000000003,26940.5,20%,27162.41,26718.59,high,26700,2018-02-01,9,BANKNIFTY1820126700PE,2018-01-23 09:29:00,196.4,2018-01-26 15:20:00,87.5,Friday Closing,108.9,220.89350687218106,24055.30289838052,2.405530289838052,2018,2.839,23428.186232370397,2.34281862323704
69,2018-01-22,27520.9,26844.25,676.6500000000015,27446.1,20%,27581.43,27310.769999999997,high,27300,2018-02-08,10,BANKNIFTY1820827300PE,2018-01-29 09:35:00,320.0,2018-02-02 09:20:00,540.0,SL Hit,-220.0,217.5376693666717,-47858.28726066778,-4.785828726066778,2018,8.6,-49729.11121722115,-4.972911121722115
70,2018-01-22,27520.9,26844.25,676.6500000000015,27446.1,20%,27581.43,27310.769999999997,low,27600,2018-02-08,9,BANKNIFTY1820827600CE,2018-01-30 09:44:00,270.95,2018-02-01 09:55:00,282.15,SL Hit,-11.199999999999989,217.5376693666717,-2436.4218969067206,-0.24364218969067206,2018,5.530999999999999,-3639.6227461737817,-0.3639622746173782
71,2018-01-29,27651.35,26364.75,1286.5999999999985,25968.15,20%,26225.47,25710.83,low,26200,2018-02-15,9,BANKNIFTY1821526200CE,2018-02-06 09:15:00,81.25,2018-02-09 15:20:00,74.0,Friday Closing,7.25,228.7852229149754,1658.6928661335717,0.16586928661335718,2018,1.5525,1303.5038075580724,0.13035038075580724
72,2018-02-05,26213.7,25024.85,1188.8500000000022,25530.1,20%,25767.87,25292.329999999998,high,25300,2018-02-22,8,BANKNIFTY18FEB25300PE,2018-02-14 09:15:00,209.6,2018-02-16 15:20:00,280.0,Friday Closing,-70.4,232.8481166662204,-16392.507413301915,-1.6392507413301916,2018,4.896,-17532.53179249973,-1.7532531792499728
73,2018-02-05,26213.7,25024.85,1188.8500000000022,25530.1,20%,25767.87,25292.329999999998,low,25800,2018-02-22,8,BANKNIFTY18FEB25800CE,2018-02-14 15:21:00,120.55,2018-02-16 15:20:00,28.15,Friday Closing,92.4,232.8481166662204,21515.165979958765,2.1515165979958764,2018,1.4869999999999999,21168.920830476094,2.1168920830476092
74,2018-02-12,25810.25,25101.5,708.75,25324.6,20%,25466.35,25182.85,low,25500,2018-03-01,10,BANKNIFTY1830125500CE,2018-02-19 09:15:00,153.15,2018-02-23 15:20:00,97.5,Friday Closing,55.650000000000006,235.6050238844593,13111.419579170162,1.3111419579170163,2018,2.5065,12520.875586803764,1.2520875586803766
75,2018-02-19,25345.05,24782.1,562.9500000000007,25452.0,20%,25564.59,25339.41,high,25300,2018-03-08,10,BANKNIFTY1830825300PE,2018-02-26 10:28:00,140.0,2018-03-02 15:20:00,491.2,Friday Closing,-351.2,234.6996372717106,-82426.51260982476,-8.242651260982475,2018,6.312,-83907.93672028379,-8.39079367202838
76,2018-02-19,25345.05,24782.1,562.9500000000007,25452.0,20%,25564.59,25339.41,low,25600,2018-03-08,8,BANKNIFTY1830825600CE,2018-02-28 09:15:00,75.7,2018-03-02 15:20:00,21.0,Friday Closing,54.7,234.6996372717106,12838.07015876257,1.2838070158762571,2018,0.9670000000000001,12611.115609520826,1.2611115609520824
77,2018-02-26,25722.1,24855.35,866.75,24831.35,20%,25004.699999999997,24658.0,high,24700,2018-03-15,9,BANKNIFTY1831524700PE,2018-03-06 09:17:00,165.0,2018-03-06 11:00:00,220.3,SL Hit,-55.30000000000001,239.9548884809656,-13269.5053329974,-1.32695053329974,2018,3.853,-14194.05151831456,-1.419405151831456
78,2018-02-26,25722.1,24855.35,866.75,24831.35,20%,25004.699999999997,24658.0,low,25000,2018-03-15,9,BANKNIFTY1831525000CE,2018-03-06 14:39:00,168.55,2018-03-09 15:20:00,21.0,Friday Closing,147.55,239.9548884809656,35405.343795366476,3.540534379536648,2018,1.8955000000000002,34950.50930425081,3.495050930425081
