,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Qty,PnL,ROI%,Trade Year,Cumulative ROI%,Running Max ROI%,Drawdown,Slippage in pts,PnL w cs,ROI% w cs
25,2017-08-25,24421.75,24105.75,316.0,24389.2,50%,24547.2,24231.2,low,24500,2017-09-07,3,BANKNIFTY1790724500CE,CE,2017-09-04 12:00:00,45.0,2017-09-06 15:20:00,0.05,Expiry Closing,44.95,264.79598487811234,11902.57952027115,1.190257952027115,2017,-4.5939714881741684,-0.8365497379780148,-3.7574217501961535,0.45049999999999996,11783.288929083561,1.1783288929083562
26,2017-09-01,24494.15,24151.9,342.25,24409.5,50%,24580.625,24238.375,high,24200,2017-09-14,3,BANKNIFTY1791424200PE,PE,2017-09-11 11:25:00,23.2,2017-09-13 15:20:00,0.05,Friday Closing,23.15,264.43591243103054,6121.691372778357,0.6121691372778356,2017,5.141351701851669,5.141351701851669,0.0,0.2325,6060.210023138142,0.6060210023138143
27,2017-09-15,25104.9,24710.85,394.0500000000029,24704.55,50%,24901.575,24507.524999999998,low,24900,2017-09-28,6,BANKNIFTY17SEP24900CE,CE,2017-09-22 09:30:00,40.8,2017-09-27 15:20:00,0.1,Expiry Closing,40.699999999999996,261.02766592072993,10623.826002973707,1.0623826002973706,2017,-3.5315888878767976,-0.8365497379780148,-2.6950391498987827,0.409,10517.065687612128,1.0517065687612128
28,2017-09-29,24228.6,24006.25,222.34999999999854,24083.55,50%,24194.725,23972.375,high,24000,2017-10-12,6,BANKNIFTY17101224000PE,PE,2017-10-06 09:53:00,65.4,2017-10-11 15:20:00,0.05,Friday Closing,65.35000000000001,268.65360114653095,17556.5128349258,1.7556512834925802,2017,6.8970029853442485,6.8970029853442485,0.0,0.6545000000000001,17380.679052975396,1.7380679052975396
29,2017-10-06,24460.2,23978.6,481.6000000000022,24411.1,50%,24651.9,24170.299999999996,high,24200,2017-10-19,6,BANKNIFTY17101924200PE,PE,2017-10-13 11:03:00,,2017-10-18 15:20:00,,Friday Closing,,263.6713600168749,,,2017,,,,,,
30,2017-10-13,24877.05,23924.1,952.9500000000007,24085.45,50%,24561.925000000003,23608.975,high,23600,2017-10-26,1,BANKNIFTY17OCT23600PE,PE,2017-10-25 09:15:00,2.0,2017-10-25 15:20:00,0.05,Friday Closing,1.95,264.6372383272076,516.0426147380549,0.05160426147380549,2017,6.948607246818054,6.948607246818054,0.0,0.020499999999999997,510.61755135234716,0.05106175513523471
31,2017-10-20,25177.35,23914.05,1263.2999999999993,24887.6,50%,25519.25,24255.949999999997,high,24300,2017-11-02,1,BANKNIFTY17110224300PE,PE,2017-11-01 12:54:00,1.4,2017-11-01 15:20:00,0.05,Friday Closing,1.3499999999999999,254.70967994749063,343.85806792911234,0.034385806792911235,2017,6.982993053610965,6.982993053610965,0.0,0.014499999999999999,340.1647775698737,0.03401647775698737
32,2017-10-27,25598.15,24802.4,795.75,25531.4,50%,25929.275,25133.525,low,25900,2017-11-09,1,BANKNIFTY17110925900CE,CE,2017-11-08 15:04:00,1.35,2017-11-08 15:20:00,0.05,Expiry Closing,1.3,250.6819029841752,325.88647387942774,0.032588647387942773,2017,-3.4990002404888547,-0.8365497379780148,-2.66245050251084,0.014000000000000002,322.3769272376493,0.03223769272376493
33,2017-11-03,25693.7,25120.25,573.4500000000007,25250.9,50%,25537.625,24964.175000000003,high,25000,2017-11-16,6,BANKNIFTY17111625000PE,PE,2017-11-10 13:47:00,32.6,2017-11-15 15:20:00,0.05,Friday Closing,32.550000000000004,254.5264095623614,8284.834631254866,0.8284834631254865,2017,7.811476516736452,7.811476516736452,0.0,0.3265,8201.731758532755,0.8201731758532754
34,2017-11-17,25924.3,25621.6,302.7000000000007,25776.6,50%,25927.949999999997,25625.25,high,25600,2017-11-30,3,BANKNIFTY17NOV25600PE,PE,2017-11-27 15:29:00,23.7,2017-11-29 15:20:00,265.1,Friday Closing,-241.40000000000003,250.69471361985813,-60517.70386783376,-6.051770386783376,2017,1.7597061299530754,7.811476516736452,-6.051770386783376,2.8880000000000003,-61241.71020076791,-6.124171020076791
35,2017-11-24,25953.5,25271.1,682.4000000000015,25409.55,50%,25750.75,25068.35,low,25800,2017-12-07,3,BANKNIFTY17120725800CE,CE,2017-12-04 13:57:00,9.15,2017-12-06 15:20:00,0.05,Expiry Closing,9.1,252.41983243206508,2297.020475131792,0.2297020475131792,2017,-3.2692981929756755,-0.8365497379780148,-2.4327484549976606,0.09200000000000001,2273.797850548042,0.22737978505480416
36,2017-12-08,25443.0,24889.1,553.9000000000015,25487.15,50%,25764.100000000002,25210.2,high,25200,2017-12-21,1,BANKNIFTY17122125200PE,PE,2017-12-20 09:15:00,7.65,2017-12-20 15:20:00,0.1,Friday Closing,7.550000000000001,252.289037847237,1904.7822357466396,0.19047822357466396,2017,1.9501843535277394,7.811476516736452,-5.861292163208712,0.0775,1885.2298353134788,0.1885229835313479
37,2017-12-08,25443.0,24889.1,553.9000000000015,25487.15,50%,25764.100000000002,25210.2,low,25800,2017-12-21,3,BANKNIFTY17122125800CE,CE,2017-12-18 09:15:00,24.55,2017-12-18 09:35:00,95.95,SL Hit,-71.4,252.289037847237,-18013.437302292725,-1.8013437302292725,2017,-5.070641923204948,-0.8365497379780148,-4.234092185226934,1.205,-18317.445592898646,-1.8317445592898647
38,2017-12-22,25732.45,25419.05,313.40000000000146,25484.85,50%,25641.55,25328.149999999998,low,25600,2018-01-04,3,BANKNIFTY1810425600CE,CE,2018-01-01 15:07:00,43.5,2018-01-03 15:20:00,0.05,Expiry Closing,43.45,253.49481603101216,11014.349756547479,1.101434975654748,2018,-3.9692069475502003,-0.8365497379780148,-3.1326572095721854,0.4355,10903.952764165973,1.0903952764165974
39,2017-12-29,25587.8,25234.65,353.1499999999978,25524.45,50%,25701.025,25347.875,high,25300,2018-01-11,3,BANKNIFTY1811125300PE,PE,2018-01-08 09:15:00,17.8,2018-01-10 15:20:00,0.05,Friday Closing,17.75,252.908201132056,4489.1205700939945,0.44891205700939946,2018,2.3990964105371386,7.811476516736452,-5.412380106199313,0.17850000000000002,4443.976456191923,0.44439764561919226
40,2018-01-05,25801.6,25501.1,300.5,25732.4,50%,25882.65,25582.15,high,25600,2018-01-18,3,BANKNIFTY1811825600PE,PE,2018-01-15 09:15:00,35.0,2018-01-17 15:20:00,0.05,Friday Closing,34.95,251.1334813089077,8777.115171746325,0.8777115171746325,2018,3.276807927711771,7.811476516736452,-4.5346685890246805,0.3505,8689.092886547553,0.8689092886547553
41,2018-01-05,25801.6,25501.1,300.5,25732.4,50%,25882.65,25582.15,low,25900,2018-01-18,6,BANKNIFTY1811825900CE,CE,2018-01-12 12:35:00,28.15,2018-01-15 09:15:00,93.0,SL Hit,-64.85,251.1334813089077,-16286.006262882664,-1.6286006262882664,2018,-5.597807573838467,-0.8365497379780148,-4.7612578358604525,1.2115,-16590.254475488404,-1.6590254475488404
42,2018-01-12,26867.5,25557.8,1309.7000000000007,26615.65,50%,27270.5,25960.800000000003,high,26000,2018-01-25,2,BANKNIFTY18JAN26000PE,PE,2018-01-23 12:37:00,7.85,2018-01-24 15:20:00,0.05,Friday Closing,7.8,238.35279881190297,1859.151830732843,0.1859151830732843,2018,3.462723110785056,7.811476516736452,-4.3487534059513955,0.079,1840.3219596267027,0.18403219596267026
43,2018-01-26,27651.35,27047.1,604.25,27017.4,50%,27319.525,26715.275,low,27300,2018-02-08,6,BANKNIFTY1820827300CE,CE,2018-02-02 10:18:00,52.55,2018-02-07 15:20:00,0.05,Expiry Closing,52.5,237.92507373389543,12491.06637102951,1.2491066371029511,2018,-4.348700936735516,-0.8365497379780148,-3.512151198757501,0.5259999999999999,12365.917782245482,1.2365917782245484
44,2018-02-09,25810.25,25214.2,596.0499999999993,25511.95,50%,25809.975,25213.925000000003,low,25800,2018-02-22,6,BANKNIFTY18FEB25800CE,CE,2018-02-16 13:47:00,50.65,2018-02-21 15:20:00,0.05,Expiry Closing,50.6,251.84061588591234,12743.135163827164,1.2743135163827164,2018,-3.0743874203527994,-0.8365497379780148,-2.2378376823747845,0.507,12615.451971573008,1.2615451971573008
45,2018-02-16,25599.35,24782.1,817.25,25002.25,50%,25410.875,24593.625,high,24600,2018-03-01,3,BANKNIFTY1830124600PE,PE,2018-02-26 09:15:00,12.05,2018-02-28 15:20:00,0.05,Friday Closing,12.0,255.79599285738882,3069.551914288666,0.30695519142886657,2018,3.769678302213922,7.811476516736452,-4.0417982145225295,0.12100000000000001,3038.600599152922,0.3038600599152922
46,2018-02-23,25722.1,24855.35,866.75,24831.35,50%,25264.725,24397.975,low,25300,2018-03-08,2,BANKNIFTY1830825300CE,CE,2018-03-06 15:25:00,3.0,2018-03-07 15:20:00,0.05,Expiry Closing,2.95,257.2757075329338,758.9633372221547,0.07589633372221546,2018,-2.9984910866305836,-0.8365497379780148,-2.1619413486525687,0.0305,751.1164281424002,0.07511164281424003
47,2018-03-09,25009.55,24270.15,739.3999999999978,24753.65,50%,25123.35,24383.950000000004,low,25100,2018-03-22,3,BANKNIFTY1832225100CE,CE,2018-03-19 10:46:00,30.7,2018-03-21 15:20:00,0.05,Expiry Closing,30.65,258.72345845597823,7929.874001675733,0.7929874001675733,2018,-2.20550368646301,-0.8365497379780148,-1.3689539484849953,0.3075,7850.31653820052,0.785031653820052
48,2018-03-16,24785.0,24084.8,700.2000000000007,23785.65,50%,24135.75,23435.550000000003,high,23400,2018-03-28,2,BANKNIFTY18MAR23400PE,PE,2018-03-26 14:48:00,13.2,2018-03-27 15:20:00,0.05,Friday Closing,13.149999999999999,269.3100483722279,3541.427136094797,0.35414271360947974,2018,4.123821015823402,7.811476516736452,-3.68765550091305,0.1325,3505.7435546854767,0.35057435546854765
49,2018-03-30,24822.6,24065.45,757.1499999999978,24776.35,50%,25154.924999999996,24397.775,high,24400,2018-04-12,2,BANKNIFTY1841224400PE,PE,2018-04-10 09:15:00,17.7,2018-04-11 15:20:00,0.05,Friday Closing,17.65,258.3987032360463,4560.737112116217,0.4560737112116217,2018,4.579894727035024,7.811476516736452,-3.231581789701428,0.1775,4514.871342291819,0.4514871342291819
50,2018-04-13,25426.75,25050.7,376.0499999999993,25126.8,50%,25314.824999999997,24938.775,low,25300,2018-04-26,6,BANKNIFTY18APR25300CE,CE,2018-04-20 09:59:00,55.9,2018-04-25 15:20:00,0.05,Expiry Closing,55.85,256.76653897469174,14340.411201736533,1.4340411201736534,2018,-0.771462566289357,-0.771462566289357,0.0,0.5595,14196.750323180193,1.4196750323180194
51,2018-04-20,25126.8,24737.0,389.7999999999993,25030.15,50%,25225.050000000003,24835.25,high,24800,2018-05-03,6,BANKNIFTY1850324800PE,PE,2018-04-27 09:25:00,40.95,2018-05-02 15:20:00,0.1,Friday Closing,40.85,257.68036138679605,10526.24276265062,1.052624276265062,2018,5.632519003300086,7.811476516736452,-2.178957513436366,0.41050000000000003,10420.46497430134,1.042046497430134
52,2018-04-27,25716.0,25030.15,685.8499999999985,25632.3,50%,25975.225,25289.375,high,25300,2018-05-10,2,BANKNIFTY1851025300PE,PE,2018-05-08 09:15:00,7.3,2018-05-09 15:20:00,0.05,Friday Closing,7.25,250.23844836762726,1814.2287506652976,0.18142287506652977,2018,5.813941878366616,7.811476516736452,-1.997534638369836,0.0735,1795.836224710277,0.17958362247102772
53,2018-05-04,26265.4,25538.2,727.2000000000007,26173.7,50%,26537.300000000003,25810.1,high,25800,2018-05-17,3,BANKNIFTY1851725800PE,PE,2018-05-14 10:21:00,35.7,2018-05-16 15:20:00,0.05,Friday Closing,35.650000000000006,244.9382567179027,8732.048851993233,0.8732048851993233,2018,6.687146763565939,7.811476516736452,-1.124329753170513,0.3575,8644.483425216584,0.8644483425216584
54,2018-05-18,26070.8,25632.75,438.0499999999993,26066.75,50%,26285.775,25847.725,high,25800,2018-05-31,6,BANKNIFTY18MAY25800PE,PE,2018-05-25 14:09:00,35.6,2018-05-30 15:20:00,0.05,Friday Closing,35.550000000000004,247.28203752790245,8790.876434116934,0.8790876434116934,2018,7.566234406977632,7.811476516736452,-0.24524210975882,0.3565,8702.720387738236,0.8702720387738236
55,2018-05-25,27162.65,25985.35,1177.300000000003,26913.4,50%,27502.050000000003,26324.75,low,27500,2018-06-07,3,BANKNIFTY1860727500CE,CE,2018-06-04 14:09:00,7.9,2018-06-06 15:20:00,0.05,Expiry Closing,7.8500000000000005,236.34601784230628,1855.3162400621045,0.18553162400621045,2018,-0.5859309422831466,-0.5859309422831466,0.0,0.0795,1836.5267316436411,0.18365267316436412
56,2018-06-08,26764.35,26285.15,479.1999999999971,26513.7,50%,26753.3,26274.100000000002,low,26800,2018-06-21,2,BANKNIFTY1862126800CE,CE,2018-06-19 14:04:00,9.95,2018-06-20 15:20:00,0.05,Expiry Closing,9.899999999999999,242.96068148602228,2405.31074671162,0.240531074671162,2018,-0.3453998676119846,-0.3453998676119846,0.0,0.1,2381.0146785630177,0.2381014678563018
57,2018-06-15,26682.95,26225.7,457.25,26518.4,50%,26747.025,26289.775,high,26300,2018-06-28,6,BANKNIFTY18JUN26300PE,PE,2018-06-22 15:10:00,35.0,2018-06-27 15:20:00,1.3,Friday Closing,33.7,243.01768140568902,8189.69586337172,0.8189695863371721,2018,8.385203993314803,8.385203993314803,0.0,0.363,8101.480445021455,0.8101480445021455
58,2018-06-29,26596.35,26061.75,534.5999999999985,26427.55,50%,26694.85,26160.25,high,26200,2018-07-12,3,BANKNIFTY1871226200PE,PE,2018-07-09 11:39:00,14.95,2018-07-11 15:20:00,0.05,Friday Closing,14.899999999999999,243.49265869634033,3628.0406145754705,0.36280406145754707,2018,8.74800805477235,8.74800805477235,0.0,0.15,3591.5167157710193,0.3591516715771019
59,2018-07-06,27163.9,26411.0,752.9000000000015,27046.85,50%,27423.3,26670.399999999998,low,27400,2018-07-19,3,BANKNIFTY1871927400CE,CE,2018-07-16 14:40:00,8.75,2018-07-18 09:18:00,39.45,SL Hit,-30.700000000000003,237.0247198550138,-7276.658899548925,-0.7276658899548925,2018,-1.073065757566877,-0.3453998676119846,-0.7276658899548923,0.48200000000000004,-7390.904814519041,-0.739090481451904
60,2018-07-13,27187.0,26648.1,538.9000000000015,26764.4,50%,27033.850000000002,26494.95,high,26500,2018-07-26,3,BANKNIFTY18JUL26500PE,PE,2018-07-23 15:11:00,21.3,2018-07-25 15:20:00,0.05,Friday Closing,21.25,240.43930109843768,5109.335148341801,0.5109335148341801,2018,9.258941569606531,9.258941569606531,0.0,0.21350000000000002,5058.001357557285,0.5058001357557285
61,2018-07-20,27446.65,26701.3,745.3500000000022,27497.8,50%,27870.475,27125.125,high,27100,2018-08-02,3,BANKNIFTY1880227100PE,PE,2018-07-30 15:16:00,15.95,2018-08-01 15:20:00,0.05,Friday Closing,15.899999999999999,233.22171581216324,3708.2252814133954,0.37082252814133954,2018,9.62976409774787,9.62976409774787,0.0,0.16,3670.909806883449,0.36709098068834495
62,2018-07-27,27870.55,27330.45,540.0999999999985,27471.95,50%,27742.0,27201.9,high,27200,2018-08-09,3,BANKNIFTY1880927200PE,PE,2018-08-06 09:15:00,9.25,2018-08-08 15:20:00,0.05,Friday Closing,9.2,234.30178069353326,2155.576382380506,0.2155576382380506,2018,9.845321735985921,9.845321735985921,0.0,0.09300000000000001,2133.7863167760074,0.21337863167760074
63,2018-08-03,28354.85,27456.0,898.8499999999985,28348.95,50%,28798.375,27899.525,low,28800,2018-08-16,3,BANKNIFTY1881628800CE,CE,2018-08-13 09:15:00,3.9,2018-08-15 15:20:00,0.05,Expiry Closing,3.85,225.7071796585745,868.9726416855118,0.08689726416855117,2018,-0.9861684933983259,-0.3453998676119846,-0.6407686257863413,0.0395,860.0572080889981,0.08600572080889982
64,2018-08-10,28373.9,27743.1,630.8000000000029,27991.75,50%,28307.15,27676.35,high,27700,2018-08-23,3,BANKNIFTY1882327700PE,PE,2018-08-20 09:43:00,11.15,2018-08-22 15:20:00,0.05,Friday Closing,11.1,229.6239642634458,2548.826003324248,0.2548826003324248,2018,10.100204336318347,10.100204336318347,0.0,0.11200000000000002,2523.1081193267423,0.25231081193267424
65,2018-08-17,28321.95,27966.3,355.65000000000146,27954.25,50%,28132.075,27776.425,high,27800,2018-08-30,3,BANKNIFTY18AUG27800PE,PE,2018-08-27 09:20:00,26.4,2018-08-29 15:20:00,0.1,Friday Closing,26.299999999999997,231.05298844823923,6076.693596188691,0.6076693596188691,2018,10.707873695937215,10.707873695937215,0.0,0.265,6015.464554249907,0.6015464554249907
66,2018-08-24,28386.7,27786.8,599.9000000000015,27998.0,50%,28297.95,27698.05,low,28300,2018-09-06,2,BANKNIFTY1890628300CE,CE,2018-09-04 09:30:00,9.4,2018-09-05 15:20:00,0.05,Expiry Closing,9.35,229.6986177443949,2147.6820759100924,0.21476820759100923,2018,-0.7714002858073167,-0.3453998676119846,-0.4260004181953321,0.09450000000000001,2125.975556533247,0.2125975556533247
67,2018-08-31,28199.45,27136.9,1062.5499999999993,27439.25,50%,27970.525,26907.975,low,28000,2018-09-12,1,BANKNIFTY1891228000CE,CE,2018-09-11 14:37:00,1.35,2018-09-11 15:20:00,0.05,Expiry Closing,1.3,232.3874864701324,302.10373241117213,0.03021037324111721,2018,-0.7411899125661995,-0.3453998676119846,-0.3957900449542149,0.014000000000000002,298.85030760059027,0.029885030760059026
68,2018-09-07,27508.25,26557.5,950.75,27059.85,50%,27535.225,26584.475,low,27500,2018-09-19,1,BANKNIFTY1891927500CE,CE,2018-09-18 14:33:00,1.75,2018-09-18 15:20:00,0.05,Expiry Closing,1.7,236.06126334540576,401.3041476871898,0.04013041476871898,2018,-0.7010594977974804,-0.3453998676119846,-0.35565963018549585,0.018000000000000002,397.0550449469725,0.03970550449469725
69,2018-09-14,27205.55,26236.7,968.8499999999985,26331.05,50%,26815.475,25846.625,low,26800,2018-09-27,6,BANKNIFTY18SEP26800CE,CE,2018-09-21 13:03:00,13.5,2018-09-26 15:20:00,0.05,Expiry Closing,13.45,242.39734705426625,3260.244317879881,0.32602443178798807,2018,-0.3750350660094924,-0.3453998676119846,-0.029635198397507778,0.1355,3227.3994773540276,0.3227399477354027
70,2018-09-28,25464.0,24503.25,960.75,24741.65,50%,25222.025,24261.275,high,24300,2018-10-11,1,BANKNIFTY18101124300PE,PE,2018-10-10 13:19:00,10.1,2018-10-10 15:20:00,0.05,Friday Closing,10.049999999999999,257.7112662444827,2589.998225757051,0.2589998225757051,2018,10.966873518512921,10.966873518512921,0.0,0.1015,2563.840532233236,0.2563840532233236
71,2018-09-28,25464.0,24503.25,960.75,24741.65,50%,25222.025,24261.275,low,25200,2018-10-11,6,BANKNIFTY18101125200CE,CE,2018-10-05 15:21:00,48.3,2018-10-10 15:20:00,0.05,Expiry Closing,48.25,257.7112662444827,12434.56859629629,1.2434568596296292,2018,0.8684217936201368,0.8684217936201368,0.0,0.48349999999999993,12309.965199067083,1.2309965199067083
72,2018-10-05,25371.0,24244.85,1126.1500000000015,25001.95,50%,25565.025,24438.875,high,24400,2018-10-17,1,BANKNIFTY18101724400PE,PE,2018-10-16 09:27:00,6.45,2018-10-16 15:20:00,0.1,Friday Closing,6.3500000000000005,254.2536140684392,1614.510449334589,0.1614510449334589,2018,11.12832456344638,11.12832456344638,0.0,0.0655,1597.8568376131063,0.15978568376131064
73,2018-10-12,25903.15,25001.95,901.2000000000007,24966.5,50%,25417.1,24515.9,high,24500,2018-10-25,3,BANKNIFTY18OCT24500PE,PE,2018-10-22 09:15:00,38.1,2018-10-23 09:15:00,93.0,SL Hit,-54.9,255.7333448741202,-14039.7606335892,-1.40397606335892,2018,9.724348500087459,11.12832456344638,-1.4039760633589218,1.311,-14375.027048719172,-1.4375027048719171
74,2018-10-19,25491.45,24699.85,791.6000000000022,24771.85,50%,25167.65,24376.049999999996,high,24400,2018-11-01,1,BANKNIFTY18110124400PE,PE,2018-10-31 15:02:00,11.1,2018-10-31 15:20:00,0.05,Friday Closing,11.049999999999999,258.26805442701243,2853.862001418487,0.2853862001418487,2018,10.009734700229307,11.12832456344638,-1.118589863217073,0.1115,2825.0651133498754,0.28250651133498755
