,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Qty,PnL,ROI%,Trade Year,Cumulative ROI%,Running Max ROI%,Drawdown,Slippage in pts,PnL w cs,ROI% w cs
10,2017-03-31,21699.0,21408.6,290.40000000000146,21536.5,50%,21681.7,21391.3,high,21400,2017-04-13,2,BANKNIFTY1741321400PE,PE,2017-04-11 13:41:00,14.8,2017-04-12 15:20:00,0.05,Friday Closing,14.75,299.79199048045126,4421.931859586656,0.44219318595866564,2017,1.8721753453850982,1.8721753453850982,0.0,0.14850000000000002,4377.412749000309,0.43774127490003095
11,2017-04-07,21786.95,21396.7,390.25,21700.5,50%,21895.625,21505.375,high,21500,2017-04-20,2,BANKNIFTY1742021500PE,PE,2017-04-18 10:08:00,14.85,2017-04-19 15:20:00,7.7,Friday Closing,7.1499999999999995,296.8629577826621,2122.5701481460337,0.21225701481460338,2017,2.0844323601997017,2.0844323601997017,0.0,0.2255,2055.6275511660433,0.20556275511660432
12,2017-04-07,21786.95,21396.7,390.25,21700.5,50%,21895.625,21505.375,low,21900,2017-04-20,1,BANKNIFTY1742021900CE,CE,2017-04-19 09:52:00,9.6,2017-04-19 15:20:00,0.05,Expiry Closing,9.549999999999999,296.8629577826621,2835.0412468244226,0.2835041246824423,2017,-0.8435774791754986,-0.8435774791754986,0.0,0.0965,2806.393971398396,0.2806393971398396
13,2017-04-14,21947.0,21417.2,529.7999999999993,21567.5,50%,21832.4,21302.6,high,21300,2017-04-27,3,BANKNIFTY17APR21300PE,PE,2017-04-24 12:45:00,17.75,2017-04-26 15:20:00,0.1,Friday Closing,17.65,297.7226507392682,5254.804785548084,0.5254804785548083,2017,2.60991283875451,2.60991283875451,0.0,0.17850000000000002,5201.661292391124,0.5201661292391124
14,2017-04-28,22740.85,22185.25,555.5999999999985,22844.85,50%,23122.649999999998,22567.05,low,23100,2017-05-11,6,BANKNIFTY1751123100CE,CE,2017-05-05 13:16:00,18.8,2017-05-08 09:49:00,18.55,SL Hit,0.25,281.1096478993541,70.27741197483853,0.007027741197483854,2017,-0.8365497379780148,-0.8365497379780148,0.0,0.3735,-34.71704151557023,-0.003471704151557023
15,2017-05-05,22977.2,22515.35,461.8500000000022,22840.4,50%,23071.325000000004,22609.475,low,23100,2017-05-18,6,BANKNIFTY1751823100CE,CE,2017-05-12 14:45:00,9.65,2017-05-17 14:17:00,15.35,SL Hit,-5.699999999999999,281.73501088472375,-1605.8895620429253,-0.16058895620429253,2017,-0.9971386941823074,-0.8365497379780148,-0.1605889562042926,0.25,-1676.3233147641063,-0.16763233147641063
16,2017-05-12,22977.65,22579.35,398.3000000000029,22761.95,50%,22961.100000000002,22562.8,low,23000,2017-05-25,2,BANKNIFTY17MAY23000CE,CE,2017-05-23 09:26:00,10.2,2017-05-24 15:20:00,196.2,Expiry Closing,-186.0,283.0874827425515,-52654.27179011458,-5.265427179011459,2017,-6.262565873193767,-0.8365497379780148,-5.426016135215752,2.0639999999999996,-53238.5643544952,-5.32385643544952
17,2017-06-02,23653.35,23309.05,344.2999999999993,23483.95,50%,23656.1,23311.800000000003,high,23300,2017-06-15,6,BANKNIFTY1761523300PE,PE,2017-06-09 13:59:00,35.5,2017-06-14 15:20:00,0.1,Friday Closing,35.4,274.7705665769083,9726.878056822554,0.9726878056822554,2017,3.5826006444367655,3.5826006444367655,0.0,0.35600000000000004,9629.059735121175,0.9629059735121174
18,2017-06-09,23706.65,23311.9,394.75,23448.6,50%,23645.975,23251.225,high,23300,2017-06-22,3,BANKNIFTY1762223300PE,PE,2017-06-19 13:44:00,15.3,2017-06-21 15:20:00,0.05,Friday Closing,15.25,274.88822093400677,4192.045369243603,0.4192045369243603,2017,4.001805181361125,4.001805181361125,0.0,0.15350000000000003,4149.850027330233,0.4149850027330233
19,2017-06-16,23896.9,23391.0,505.90000000000146,23772.3,50%,24025.25,23519.35,low,24000,2017-06-29,6,BANKNIFTY17JUN24000CE,CE,2017-06-23 15:13:00,15.85,2017-06-28 15:20:00,0.05,Expiry Closing,15.799999999999999,270.5486935619817,4274.6693582793105,0.42746693582793105,2017,-5.835098937365835,-0.8365497379780148,-4.998549199387821,0.159,4231.652116002955,0.4231652116002955
20,2017-06-30,23540.15,22998.05,542.1000000000022,23463.75,50%,23734.800000000003,23192.699999999997,high,23200,2017-07-13,3,BANKNIFTY1771323200PE,PE,2017-07-10 12:30:00,25.05,2017-07-12 15:20:00,0.05,Friday Closing,25.0,273.85948059389585,6846.4870148473965,0.6846487014847397,2017,4.686453882845865,4.686453882845865,0.0,0.251,6777.748285218328,0.6777748285218328
21,2017-07-14,24299.6,23756.2,543.3999999999978,24231.4,50%,24503.1,23959.700000000004,high,24000,2017-07-27,2,BANKNIFTY17JUL24000PE,PE,2017-07-25 09:15:00,12.95,2017-07-26 15:20:00,0.1,Friday Closing,12.85,265.27255734988637,3408.75236194604,0.34087523619460397,2017,5.027329119040469,5.027329119040469,0.0,0.1305,3374.1342932118796,0.33741342932118795
22,2017-07-28,25196.45,24622.05,574.4000000000015,24629.5,50%,24916.7,24342.3,high,24300,2017-08-10,3,BANKNIFTY1781024300PE,PE,2017-08-07 09:17:00,7.4,2017-08-08 10:10:00,29.15,SL Hit,-21.75,260.86921622847325,-5673.905452969293,-0.5673905452969293,2017,4.45993857374354,5.027329119040469,-0.567390545296929,0.3655,-5769.2531515008,-0.57692531515008
23,2017-07-28,25196.45,24622.05,574.4000000000015,24629.5,50%,24916.7,24342.3,low,24900,2017-08-10,1,BANKNIFTY1781024900CE,CE,2017-08-09 15:19:00,2.0,2017-08-09 15:20:00,0.05,Expiry Closing,1.95,260.86921622847325,508.6949716455228,0.05086949716455228,2017,-5.784229440201283,-0.8365497379780148,-4.947679702223269,0.020499999999999997,503.3471527128391,0.05033471527128391
24,2017-08-04,24977.8,24081.4,896.3999999999978,23958.25,50%,24406.449999999997,23510.050000000003,high,23500,2017-08-17,1,BANKNIFTY1781723500PE,PE,2017-08-16 14:58:00,2.65,2017-08-16 15:20:00,0.05,Friday Closing,2.6,266.32304165497237,692.4399083029282,0.06924399083029283,2017,4.529182564573833,5.027329119040469,-0.49814655446663636,0.026999999999999996,685.2491861782439,0.06852491861782439
