,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Hedge Strike,Hedge Contract,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Total PnL,Total ROI%
0,2023-09-05,9208.2,8971.75,236.45000000000073,9241.3,50%,9359.525,9123.074999999999,low,9350,2023-09-18,6,MIDCPNIFTY239189350CE,CE,2023-09-12 09:40:00,10.8,2023-09-18 15:30:00,0.05,Expiry Closing,10.75,0.10850000000000001,10.6415,2671.0757223256524,28714.064015000764,28424.25229912843,1.4357032007500383,1.4212126149564215,2023,9725,MIDCPNIFTY239189725CE,2.0,0.05,-1.95,-5208.597658535022,23215.65464059341,2.321565464059341
1,2023-09-19,9206.3,8975.55,230.75,9186.95,50%,9302.325,9071.575,low,9300,2023-09-29,1,MIDCPNIFTY23SEP9300CE,CE,2023-09-28 13:14:00,3.75,2023-09-29 15:30:00,0.05,Expiry Closing,3.7,0.038,3.6620000000000004,2687.5001679687603,9943.750621484414,9841.6256151016,0.4971875310742207,0.49208128075508006,2023,9675,MIDCPNIFTY23SEP9675CE,0.85,0.05,-0.7999999999999999,-2150.000134375008,7691.625480726592,0.7691625480726592
2,2023-09-26,9217.45,8997.75,219.70000000000073,9112.9,50%,9222.75,9003.05,low,9225,2023-10-09,5,MIDCPNIFTY2310099225CE,CE,2023-10-04 11:49:00,7.8,2023-10-09 15:30:00,0.05,Expiry Closing,7.75,0.0785,7.6715,2710.6882437450868,21007.833889024423,20795.044861890434,1.0503916944512213,1.0397522430945216,2023,9600,MIDCPNIFTY2310099600CE,1.15,0.05,-1.0999999999999999,-2981.7570681195953,17813.28779377084,1.781328779377084
3,2023-10-03,9130.55,8932.35,198.1999999999989,9057.25,50%,9156.349999999999,8958.150000000001,high,8950,2023-10-16,5,MIDCPNIFTY2310168950PE,PE,2023-10-11 09:15:00,13.7,2023-10-16 15:30:00,0.05,Friday Closing,13.649999999999999,0.1375,13.5125,2730.345607146953,37269.21753755591,36893.7950165732,1.8634608768777954,1.8446897508286602,2023,8600,MIDCPNIFTY2310168600PE,2.8,0.05,-2.75,-7508.450419654121,29385.344596919083,2.9385344596919083
4,2023-10-10,9222.5,9051.7,170.79999999999927,9206.85,50%,9292.25,9121.45,low,9300,2023-10-23,5,MIDCPNIFTY2310239300CE,CE,2023-10-18 11:12:00,7.25,2023-10-23 15:30:00,0.1,Expiry Closing,7.15,0.0735,7.0765,2690.4140547230218,19236.460491269605,19038.715058247464,0.9618230245634802,0.9519357529123732,2023,9675,MIDCPNIFTY2310239675CE,0.1,0.05,-0.05,-134.5207027361511,18904.194355511314,1.8904194355511315
5,2023-10-17,9213.75,8816.45,397.2999999999993,8863.25,50%,9061.9,8664.6,low,9050,2023-10-30,4,MIDCPNIFTY23OCT9050CE,CE,2023-10-26 09:22:00,4.25,2023-10-30 15:30:00,0.05,Expiry Closing,4.2,0.043,4.157,2758.8033414626075,11586.974034142951,11468.345490460058,0.5793487017071475,0.573417274523003,2023,9400,MIDCPNIFTY23OCT9400CE,1.25,0.05,-1.2,-3310.564009755129,8157.781480704929,0.8157781480704929
6,2023-10-24,8922.05,8576.5,345.5499999999993,8767.25,50%,8940.025,8594.475,high,8600,2023-11-06,0,MIDCPNIFTY2311068600PE,PE,2023-11-06 09:15:00,0.15,2023-11-06 15:30:00,0.05,Friday Closing,0.09999999999999999,0.002,0.09799999999999999,2796.4127617092795,279.64127617092794,274.04845064750936,0.013982063808546396,0.013702422532375467,2023,8250,MIDCPNIFTY2311068250PE,0.1,0.05,-0.05,-139.82063808546397,134.2278125620454,0.013422781256204538
7,2023-10-31,8973.55,8710.3,263.25,8981.85,50%,9113.475,8850.225,high,8850,2023-11-13,4,MIDCPNIFTY2311138850PE,PE,2023-11-09 09:36:00,2.8,2023-11-13 15:30:00,0.05,Friday Closing,2.75,0.028499999999999998,2.7215,2743.190714848068,7543.774465832187,7465.593530459017,0.37718872329160935,0.3732796765229508,2023,8500,MIDCPNIFTY2311138500PE,0.6,0.05,-0.5499999999999999,-1508.7548931664373,5956.83863729258,0.595683863729258
8,2023-11-07,9272.7,8923.8,348.90000000000146,9323.55,50%,9498.0,9149.099999999999,high,9150,2023-11-20,0,MIDCPNIFTY2311209150PE,PE,2023-11-20 10:20:00,0.1,2023-11-20 15:30:00,0.05,Friday Closing,0.05,0.0015000000000000002,0.0485,2632.1330806485576,131.60665403242788,127.65845441145504,0.006580332701621394,0.006382922720572752,2023,8775,MIDCPNIFTY2311208775PE,0.0,0.0,0.0,0.0,127.65845441145504,0.012765845441145503
9,2023-11-21,9533.6,9437.55,96.05000000000109,9525.35,50%,9573.375,9477.325,high,9475,2023-12-04,5,MIDCPNIFTY2312049475PE,PE,2023-11-29 09:15:00,18.5,2023-12-04 15:30:00,0.05,Friday Closing,18.45,0.1855,18.264499999999998,2611.4092470001438,48180.50060715265,47696.08419183412,2.4090250303576326,2.3848042095917057,2023,9100,MIDCPNIFTY2312049100PE,1.3,0.05,-1.25,-3264.2615587501796,44431.82263308394,4.443182263308394
10,2023-12-05,10031.05,9798.8,232.25,10041.85,50%,10157.975,9925.725,high,9925,2023-12-18,4,MIDCPNIFTY2312189925PE,PE,2023-12-14 09:15:00,6.0,2023-12-18 15:30:00,0.05,Friday Closing,5.95,0.0605,5.8895,2461.1204496959285,14643.666675690774,14494.768888484172,0.7321833337845387,0.7247384444242086,2023,9525,MIDCPNIFTY2312189525PE,0.55,0.05,-0.5,-1230.5602248479643,13264.208663636207,1.3264208663636208
11,2023-12-05,10031.05,9798.8,232.25,10041.85,50%,10157.975,9925.725,low,10150,2023-12-18,6,MIDCPNIFTY23121810150CE,CE,2023-12-12 14:52:00,13.65,2023-12-13 13:36:00,23.25,SL Hit,-9.6,0.369,-9.969,2461.1204496959285,-23626.75631708091,-24534.90976301871,-1.1813378158540455,-1.2267454881509354,2023,10550,MIDCPNIFTY23121810550CE,1.75,1.5,-0.25,-615.2801124239821,-25150.18987544269,-2.5150189875442694
12,2023-12-12,10335.4,9916.45,418.9499999999989,10324.85,50%,10534.325,10115.375,low,10525,2023-12-22,2,MIDCPNIFTY23122210525CE,CE,2023-12-20 13:36:00,7.05,2023-12-22 15:30:00,0.05,Expiry Closing,7.0,0.071,6.929,2373.1942957901906,16612.360070531333,16443.86327553023,0.8306180035265667,0.8221931637765115,2023,10950,MIDCPNIFTY23122210950CE,0.0,0.0,0.0,0.0,16443.86327553023,1.644386327553023
13,2023-12-26,10441.45,10236.7,204.75,10437.05,50%,10539.425,10334.675,high,10325,2024-01-08,4,MIDCPNIFTY2410810325PE,PE,2024-01-04 14:47:00,6.6,2024-01-08 15:30:00,0.05,Friday Closing,6.55,0.06649999999999999,6.4835,2372.045913320698,15536.900732250573,15379.159679014747,0.7768450366125286,0.7689579839507374,2024,9900,MIDCPNIFTY241089900PE,0.0,0.0,0.0,0.0,15379.159679014747,1.537915967901475
14,2023-12-26,10441.45,10236.7,204.75,10437.05,50%,10539.425,10334.675,low,10550,2024-01-08,6,MIDCPNIFTY2410810550CE,CE,2024-01-02 10:25:00,28.6,2024-01-04 09:16:00,22.55,SL Hit,6.050000000000001,0.5115000000000001,5.538500000000001,2372.045913320698,14350.877775590227,13137.576290926689,0.7175438887795114,0.6568788145463345,2024,10975,MIDCPNIFTY2410810975CE,1.95,0.55,-1.4,-3320.8642786489772,9816.712012277712,0.9816712012277712
15,2024-01-02,10605.45,10247.9,357.5500000000011,10552.15,50%,10730.925,10373.375,low,10725,2024-01-15,5,MIDCPNIFTY2411510725CE,CE,2024-01-10 09:24:00,6.9,2024-01-15 09:15:00,1.2,SL Hit,5.7,0.081,5.619,2329.71528549496,13279.377127321271,13090.67018919618,0.6639688563660636,0.654533509459809,2024,11150,MIDCPNIFTY2411511150CE,1.3,0.1,-1.2,-2795.658342593952,10295.011846602229,1.029501184660223
16,2024-01-09,10669.5,10306.8,362.7000000000007,10665.55,50%,10846.9,10484.199999999999,low,10850,2024-01-22,6,MIDCPNIFTY2412210850CE,CE,2024-01-16 13:37:00,11.5,2024-01-20 09:15:00,0.65,SL Hit,10.85,0.12150000000000001,10.7285,2304.805981432483,25007.14489854244,24727.110971798393,1.250357244927122,1.2363555485899196,2024,11275,MIDCPNIFTY2412211275CE,2.0,0.35,-1.65,-3802.9298693635965,20924.181102434795,2.0924181102434796
17,2024-01-16,10687.8,10176.7,511.09999999999854,10724.95,50%,10980.5,10469.400000000001,low,10975,2024-01-29,6,MIDCPNIFTY24JAN10975CE,CE,2024-01-23 11:58:00,8.2,2024-01-29 15:24:00,0.05,SL Hit,8.149999999999999,0.0825,8.067499999999999,2276.7633532170667,18555.62132871909,18367.78835207868,0.9277810664359545,0.9183894176039341,2024,11425,MIDCPNIFTY24JAN11425CE,0.0,0.0,0.0,0.0,18367.78835207868,1.8367788352078682
18,2024-01-30,10822.3,10542.7,279.59999999999854,10804.1,50%,10943.9,10664.300000000001,high,10675,2024-02-12,4,MIDCPNIFTY2421210675PE,PE,2024-02-08 09:15:00,32.8,2024-02-12 15:30:00,3.9,Friday Closing,28.9,0.36699999999999994,28.532999999999998,2284.3775984795184,66018.51259605808,65180.14601741609,3.300925629802904,3.2590073008708047,2024,10250,MIDCPNIFTY2421210250PE,2.25,0.05,-2.2,-5025.63071665494,60154.51530076115,6.015451530076115
19,2024-01-30,10822.3,10542.7,279.59999999999854,10804.1,50%,10943.9,10664.300000000001,low,10950,2024-02-12,3,MIDCPNIFTY2421210950CE,CE,2024-02-09 10:01:00,3.6,2024-02-12 15:30:00,0.05,Expiry Closing,3.5500000000000003,0.0365,3.5135,2284.3775984795184,8109.5404746022905,8026.160692257788,0.4054770237301145,0.4013080346128894,2024,11400,MIDCPNIFTY2421211400CE,0.25,0.05,-0.2,-456.8755196959037,7569.285172561884,0.7569285172561885
20,2024-02-06,10946.2,10591.35,354.85000000000036,10702.25,50%,10879.675,10524.825,high,10525,2024-02-19,4,MIDCPNIFTY2421910525PE,PE,2024-02-15 13:16:00,9.8,2024-02-19 15:30:00,0.05,Friday Closing,9.75,0.09850000000000002,9.6515,2297.862757848925,22404.16188902702,22177.8224073789,1.1202080944513508,1.1088911203689449,2024,10100,MIDCPNIFTY2421910100PE,1.15,0.05,-1.0999999999999999,-2527.649033633817,19650.17337374508,1.9650173373745081
21,2024-02-20,11119.85,10784.8,335.0500000000011,11012.6,50%,11180.125,10845.075,low,11175,2024-03-04,5,MIDCPNIFTY2430411175CE,CE,2024-02-28 11:44:00,26.5,2024-03-04 15:30:00,0.05,Expiry Closing,26.45,0.2655,26.1845,2236.110955825628,59145.13478158786,58551.44732281616,2.957256739079393,2.927572366140808,2024,11625,MIDCPNIFTY2430411625CE,2.2,0.05,-2.1500000000000004,-4807.638555025101,53743.80876779106,5.374380876779106
22,2024-02-27,11088.0,10652.55,435.4500000000007,10995.4,50%,11213.125,10777.675,low,11225,2024-03-11,5,MIDCPNIFTY2431111225CE,CE,2024-03-06 09:57:00,5.0,2024-03-11 15:30:00,0.05,Expiry Closing,4.95,0.050499999999999996,4.8995,2229.5301265258345,11036.174126302882,10923.582854913326,0.5518087063151441,0.5461791427456664,2024,11675,MIDCPNIFTY2431111675CE,0.3,0.05,-0.25,-557.3825316314586,10366.200323281868,1.036620032328187
