,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Hedge Strike,Hedge Contract,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Total PnL,Total ROI%
0,2016-12-30,18248.2,17831.75,416.4500000000007,18168.45,50%,18376.675000000003,17960.225,high,18000,2017-01-12,2,BANKNIFTY1711218000PE,PE,2017-01-10 09:17:00,15.9,2017-01-12 15:30:00,0.05,Friday Closing,15.85,0.1595,15.6905,1166.6666666666667,18491.666666666668,18305.583333333336,0.616388888888889,0.6101861111111111,2017,17600,BANKNIFTY1711217600PE,1.6,0.05,-1.55,-1808.3333333333335,16497.250000000004,1.6497250000000006
1,2017-01-13,19276.25,18781.6,494.65000000000146,18996.6,50%,19243.925,18749.274999999998,high,18700,2017-01-25,0,BANKNIFTY17JAN18700PE,PE,2017-01-25 13:05:00,0.3,2017-01-25 15:30:00,0.05,Friday Closing,0.25,0.0034999999999999996,0.2465,1122.9946524064171,280.7486631016043,276.8181818181818,0.009358288770053475,0.009227272727272726,2017,18300,BANKNIFTY17JAN18300PE,0.05,0.05,0.0,0.0,276.8181818181818,0.02768181818181818
2,2017-01-13,19276.25,18781.6,494.65000000000146,18996.6,50%,19243.925,18749.274999999998,low,19200,2017-01-25,2,BANKNIFTY17JAN19200CE,CE,2017-01-23 09:15:00,15.5,2017-01-25 13:38:00,58.45,SL Hit,-42.95,0.7395,-43.6895,1093.75,-46976.5625,-47785.390625,-1.5658854166666665,-1.5928463541666664,2017,19600,BANKNIFTY17JAN19600CE,1.75,0.15,-1.6,-1750.0,-49535.390625,-4.9535390625
3,2017-01-20,19517.7,18725.05,792.6500000000015,19588.4,50%,19984.725000000002,19192.075,high,19200,2017-02-02,1,BANKNIFTY1720219200PE,PE,2017-02-01 14:53:00,1.95,2017-02-02 15:30:00,0.1,Friday Closing,1.8499999999999999,0.020499999999999997,1.8295,1093.75,2023.4374999999998,2001.015625,0.06744791666666666,0.06670052083333333,2017,18800,BANKNIFTY1720218800PE,1.1,0.05,-1.05,-1148.4375,852.578125,0.0852578125
4,2017-01-27,20145.9,19435.75,710.1500000000015,20061.9,50%,20416.975000000002,19706.825,high,19700,2017-02-09,3,BANKNIFTY1720919700PE,PE,2017-02-06 09:24:00,10.75,2017-02-09 15:30:00,0.05,Friday Closing,10.7,0.10800000000000001,10.591999999999999,1065.9898477157362,11406.091370558377,11290.964467005077,0.3802030456852792,0.37636548223350247,2017,19300,BANKNIFTY1720919300PE,2.7,0.05,-2.6500000000000004,-2824.8730964467013,8466.091370558375,0.8466091370558375
5,2017-02-10,20366.7,20088.4,278.2999999999993,20918.45,50%,21057.6,20779.300000000003,low,21100,2017-02-23,6,BANKNIFTY17FEB21100CE,CE,2017-02-17 09:40:00,17.95,2017-02-17 09:41:00,15.6,SL Hit,2.3499999999999996,0.33549999999999996,2.0144999999999995,995.260663507109,2338.8625592417056,2004.9526066350707,0.07796208530805686,0.06683175355450235,2017,21500,BANKNIFTY17FEB21500CE,0.0,0.0,0.0,0.0,2004.9526066350707,0.20049526066350706
6,2017-02-17,21031.65,20452.6,579.0500000000029,20853.45,50%,21142.975000000002,20563.925,low,21100,2017-03-02,2,BANKNIFTY1730221100CE,CE,2017-02-28 11:42:00,6.8,2017-03-02 15:30:00,0.05,Expiry Closing,6.75,0.06849999999999999,6.6815,995.260663507109,6718.009478672986,6649.8341232227485,0.22393364928909956,0.2216611374407583,2017,21500,BANKNIFTY1730221500CE,0.8,0.05,-0.75,-746.4454976303318,5903.388625592417,0.5903388625592417
7,2017-02-24,20901.0,20518.5,382.5,20572.85,50%,20764.1,20381.6,high,20400,2017-03-09,0,BANKNIFTY1730920400PE,PE,2017-03-09 14:26:00,0.2,2017-03-09 15:30:00,0.05,Friday Closing,0.15000000000000002,0.0025,0.14750000000000002,1029.4117647058824,154.41176470588238,151.83823529411768,0.0051470588235294126,0.005061274509803922,2017,20000,BANKNIFTY1730920000PE,0.05,0.05,0.0,0.0,151.83823529411768,0.015183823529411767
8,2017-03-03,20777.15,20423.7,353.4500000000007,20825.9,50%,21002.625,20649.175000000003,high,20600,2017-03-16,2,BANKNIFTY1731620600PE,PE,2017-03-14 09:15:00,12.0,2017-03-16 15:30:00,0.05,Friday Closing,11.95,0.12050000000000001,11.8295,1019.4174757281554,12182.038834951456,12059.199029126214,0.40606796116504856,0.4019733009708738,2017,20200,BANKNIFTY1731620200PE,29.35,0.05,-29.3,-29868.932038834955,-17809.73300970874,-1.780973300970874
9,2017-03-10,21289.3,20653.5,635.7999999999993,21308.45,50%,21626.35,20990.550000000003,low,21600,2017-03-23,2,BANKNIFTY1732321600CE,CE,2017-03-21 12:32:00,1.5,2017-03-23 15:30:00,0.05,Expiry Closing,1.45,0.015500000000000002,1.4344999999999999,972.2222222222222,1409.7222222222222,1394.6527777777776,0.046990740740740736,0.046488425925925926,2017,22000,BANKNIFTY1732322000CE,0.3,0.05,-0.25,-243.05555555555554,1151.5972222222222,0.11515972222222222
