,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Hedge Strike,Hedge Contract,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Total PnL,Total ROI%
0,2016-12-30,18248.2,17831.75,416.4500000000007,18168.45,50%,18376.675000000003,17960.225,high,18000,2017-01-12,2,BANKNIFTY1711218000PE,PE,2017-01-10 09:17:00,15.9,2017-01-12 15:30:00,0.05,Friday Closing,15.85,0.1595,15.6905,972.2222222222223,15409.722222222223,15254.65277777778,0.616388888888889,0.6101861111111111,2017,17500,BANKNIFTY1711217500PE,1.0,0.05,-0.95,-923.6111111111111,14331.041666666668,1.4331041666666668
1,2017-01-13,19276.25,18781.6,494.65000000000146,18996.6,50%,19243.925,18749.274999999998,high,18700,2017-01-25,0,BANKNIFTY17JAN18700PE,PE,2017-01-25 13:05:00,0.3,2017-01-25 15:30:00,0.05,Friday Closing,0.25,0.0034999999999999996,0.2465,935.8288770053475,233.95721925133688,230.68181818181816,0.009358288770053475,0.009227272727272726,2017,18100,BANKNIFTY17JAN18100PE,0.1,0.05,-0.05,-46.79144385026738,183.8903743315508,0.018389037433155078
2,2017-01-13,19276.25,18781.6,494.65000000000146,18996.6,50%,19243.925,18749.274999999998,low,19200,2017-01-25,2,BANKNIFTY17JAN19200CE,CE,2017-01-23 09:15:00,15.5,2017-01-25 13:38:00,58.45,SL Hit,-42.95,0.7395,-43.6895,911.4583333333333,-39147.135416666664,-39821.158854166664,-1.5658854166666665,-1.5928463541666664,2017,19800,BANKNIFTY17JAN19800CE,2.05,0.1,-1.9499999999999997,-1777.3437499999995,-41598.502604166664,-4.1598502604166665
3,2017-01-20,19517.7,18725.05,792.6500000000015,19588.4,50%,19984.725000000002,19192.075,high,19200,2017-02-02,1,BANKNIFTY1720219200PE,PE,2017-02-01 14:53:00,1.95,2017-02-02 15:30:00,0.1,Friday Closing,1.8499999999999999,0.020499999999999997,1.8295,911.4583333333333,1686.1979166666665,1667.513020833333,0.06744791666666666,0.06670052083333333,2017,18600,BANKNIFTY1720218600PE,0.8,0.05,-0.75,-683.59375,983.919270833333,0.0983919270833333
4,2017-01-27,20145.9,19435.75,710.1500000000015,20061.9,50%,20416.975000000002,19706.825,high,19700,2017-02-09,3,BANKNIFTY1720919700PE,PE,2017-02-06 09:24:00,10.75,2017-02-09 15:30:00,0.05,Friday Closing,10.7,0.10800000000000001,10.591999999999999,888.3248730964467,9505.076142131978,9409.137055837562,0.3802030456852792,0.37636548223350247,2017,19100,BANKNIFTY1720919100PE,1.75,0.1,-1.65,-1465.736040609137,7943.4010152284245,0.7943401015228424
5,2017-02-10,20366.7,20088.4,278.2999999999993,20918.45,50%,21057.6,20779.300000000003,low,21100,2017-02-23,6,BANKNIFTY17FEB21100CE,CE,2017-02-17 09:40:00,17.95,2017-02-17 09:41:00,15.6,SL Hit,2.3499999999999996,0.33549999999999996,2.0144999999999995,829.3838862559243,1949.0521327014217,1670.7938388625591,0.07796208530805686,0.06683175355450235,2017,21700,BANKNIFTY17FEB21700CE,0.0,0.0,0.0,0.0,1670.7938388625591,0.1670793838862559
6,2017-02-17,21031.65,20452.6,579.0500000000029,20853.45,50%,21142.975000000002,20563.925,low,21100,2017-03-02,2,BANKNIFTY1730221100CE,CE,2017-02-28 11:42:00,6.8,2017-03-02 15:30:00,0.05,Expiry Closing,6.75,0.06849999999999999,6.6815,829.3838862559243,5598.341232227489,5541.528436018958,0.22393364928909956,0.2216611374407583,2017,21700,BANKNIFTY1730221700CE,0.5,0.05,-0.45,-373.2227488151659,5168.305687203792,0.5168305687203792
7,2017-02-24,20901.0,20518.5,382.5,20572.85,50%,20764.1,20381.6,high,20400,2017-03-09,0,BANKNIFTY1730920400PE,PE,2017-03-09 14:26:00,0.2,2017-03-09 15:30:00,0.05,Friday Closing,0.15000000000000002,0.0025,0.14750000000000002,857.8431372549019,128.6764705882353,126.53186274509804,0.0051470588235294126,0.005061274509803922,2017,19800,BANKNIFTY1730919800PE,0.05,0.05,0.0,0.0,126.53186274509804,0.012653186274509804
8,2017-03-03,20777.15,20423.7,353.4500000000007,20825.9,50%,21002.625,20649.175000000003,high,20600,2017-03-16,2,BANKNIFTY1731620600PE,PE,2017-03-14 09:15:00,12.0,2017-03-16 15:30:00,0.05,Friday Closing,11.95,0.12050000000000001,11.8295,849.5145631067962,10151.699029126214,10049.332524271846,0.40606796116504856,0.4019733009708738,2017,20000,BANKNIFTY1731620000PE,16.35,0.05,-16.3,-13847.08737864078,-3797.7548543689336,-0.3797754854368934
9,2017-03-10,21289.3,20653.5,635.7999999999993,21308.45,50%,21626.35,20990.550000000003,low,21600,2017-03-23,2,BANKNIFTY1732321600CE,CE,2017-03-21 12:32:00,1.5,2017-03-23 15:30:00,0.05,Expiry Closing,1.45,0.015500000000000002,1.4344999999999999,810.1851851851852,1174.7685185185185,1162.210648148148,0.046990740740740736,0.046488425925925926,2017,22200,BANKNIFTY1732322200CE,0.45,0.05,-0.4,-324.07407407407413,838.1365740740739,0.08381365740740739
