,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Qty,PnL,ROI%,Trade Year,Slippage in pts,PnL w cs,ROI% w cs,Cumulative ROI%,Running Max ROI%,Drawdown
10,2020-03-20,20923.25,16118.1,4805.15,20801.6,50%,23204.175,18399.024999999998,low,23200,2020-04-01,0,BANKNIFTY2040123200CE,CE,2020-04-01 10:42:00,0.4,2020-03-31 15:20:00,0.2,Expiry Closing,0.2,280.12200390662457,56.024400781324914,0.005602440078132491,2020,0.006000000000000001,54.34366875788517,0.005434366875788517,13.16424321986002,13.16424321986002,0.0
11,2020-03-27,21450.95,18044.85,3406.100000000002,18325.05,50%,20028.1,16622.0,high,16600,2020-04-09,1,BANKNIFTY2040916600PE,PE,2020-04-08 10:22:00,12.3,2020-04-08 15:20:00,0.05,Friday Closing,12.25,324.54401565800055,3975.6641918105065,0.3975664191810507,2020,0.12350000000000001,3935.5830058767433,0.3935583005876743,13.557801520447695,13.557801520447695,0.0
12,2020-04-10,20178.35,18706.25,1472.0999999999985,20394.75,50%,21130.8,19658.7,low,21100,2020-04-23,2,BANKNIFTY2042321100CE,CE,2020-04-21 09:24:00,81.35,2020-04-22 15:20:00,0.05,Expiry Closing,81.3,307.6078520453556,25008.518371287413,2.5008518371287414,2020,0.814,24758.125579722495,2.4758125579722496,16.033614078419944,16.033614078419944,0.0
13,2020-04-17,21113.45,19053.5,2059.9500000000007,19697.65,50%,20727.625,18667.675000000003,high,18700,2020-04-30,2,BANKNIFTY20APR18700PE,PE,2020-04-28 15:27:00,13.1,2020-04-29 15:20:00,0.05,Friday Closing,13.049999999999999,313.59116155372357,4092.364658276092,0.4092364658276092,2020,0.1315,4051.1274205317773,0.4051127420531777,16.43872682047312,16.43872682047312,0.0
14,2020-04-24,21966.65,19517.8,2448.850000000002,20514.75,50%,21739.175000000003,19290.324999999997,low,21700,2020-05-07,2,BANKNIFTY2050721700CE,CE,2020-05-05 14:54:00,16.75,2020-05-06 15:20:00,0.05,Expiry Closing,16.7,298.9993870512565,4993.289763755984,0.49932897637559837,2020,0.168,4943.057866731372,0.49430578667313724,16.93303260714626,16.93303260714626,0.0
15,2020-05-01,20514.75,18943.95,1570.7999999999993,19844.0,50%,20629.4,19058.6,low,20600,2020-05-14,3,BANKNIFTY2051420600CE,CE,2020-05-11 14:15:00,46.95,2020-05-13 15:20:00,0.05,Expiry Closing,46.900000000000006,315.0842971681193,14777.453537184796,1.4777453537184797,2020,0.47000000000000003,14629.36391751578,1.462936391751578,18.39596899889784,18.39596899889784,0.0
16,2020-05-08,20088.2,18291.15,1797.0499999999993,19098.8,50%,19997.324999999997,18200.275,low,20000,2020-05-21,3,BANKNIFTY2052120000CE,CE,2020-05-18 09:36:00,51.45,2020-05-20 15:20:00,0.05,Expiry Closing,51.400000000000006,325.04347456472306,16707.234592626766,1.6707234592626765,2020,0.515,16539.837203225932,1.653983720322593,20.049952719220432,20.049952719220432,0.0
17,2020-05-15,19104.1,17394.95,1709.1499999999978,17554.25,50%,18408.824999999997,16699.675000000003,high,16700,2020-05-28,1,BANKNIFTY20MAY16700PE,PE,2020-05-27 13:51:00,7.8,2020-05-27 15:20:00,0.05,Friday Closing,7.75,353.0915199639304,2736.4592797204605,0.27364592797204607,2020,0.0785,2708.7415954032917,0.2708741595403292,20.320826878760762,20.320826878760762,0.0
18,2020-05-22,19450.5,17108.35,2342.1500000000015,18962.0,50%,20133.075,17790.925,high,17800,2020-06-04,3,BANKNIFTY2060417800PE,PE,2020-06-01 09:55:00,28.5,2020-06-03 15:20:00,0.75,Friday Closing,27.75,322.8518246715914,8959.13813463666,0.895913813463666,2020,0.2925,8864.70397592022,0.886470397592022,21.207297276352783,21.207297276352783,0.0
19,2020-06-05,21805.3,20426.55,1378.75,19529.3,50%,20218.675,18839.925,high,18800,2020-06-18,6,BANKNIFTY2061818800PE,PE,2020-06-12 11:24:00,202.2,2020-06-12 11:25:00,192.0,SL Hit,10.199999999999989,321.4849637773,3279.146630528456,0.3279146630528456,2020,3.942,2011.8529033183395,0.20118529033183394,21.40848256668462,21.40848256668462,0.0
20,2020-06-12,21026.2,19510.35,1515.8500000000022,20970.1,50%,21728.025,20212.174999999996,high,20200,2020-06-25,3,BANKNIFTY20JUN20200PE,PE,2020-06-22 09:33:00,75.0,2020-06-24 15:20:00,0.1,Friday Closing,74.9,299.1528222192307,22406.546384220383,2.2406546384220385,2020,0.751,22181.88261473374,2.218188261473374,23.62667082815799,23.62667082815799,0.0
21,2020-06-26,22344.7,21026.6,1318.1000000000022,22101.75,50%,22760.800000000003,21442.699999999997,high,21400,2020-07-09,1,BANKNIFTY2070921400PE,PE,2020-07-08 09:22:00,17.9,2020-07-08 15:20:00,0.1,Friday Closing,17.799999999999997,285.5787142806931,5083.301114196336,0.5083301114196336,2020,0.18,5031.896945625811,0.5031896945625811,24.129860522720573,24.129860522720573,0.0
22,2020-07-03,23078.9,21769.35,1309.550000000003,22720.95,50%,23375.725000000002,22066.175,low,23400,2020-07-16,3,BANKNIFTY2071623400CE,CE,2020-07-13 12:56:00,47.05,2020-07-15 15:20:00,0.15,Expiry Closing,46.9,278.066241795709,13041.306740218752,1.3041306740218752,2020,0.472,12910.059474091177,1.2910059474091176,25.420866470129692,25.420866470129692,0.0
23,2020-07-10,22834.25,21028.0,1806.25,21608.05,50%,22511.175,20704.925,high,20700,2020-07-23,3,BANKNIFTY2072320700PE,PE,2020-07-20 09:48:00,33.65,2020-07-22 15:20:00,0.05,Friday Closing,33.6,288.74547863450044,9701.848082119215,0.9701848082119214,2020,0.33699999999999997,9604.540855819389,0.9604540855819389,26.381320555711632,26.381320555711632,0.0
24,2020-07-17,23208.4,21553.45,1654.9500000000007,22853.2,50%,23680.675000000003,22025.725,low,23700,2020-07-30,3,BANKNIFTY20JUL23700CE,CE,2020-07-27 11:36:00,22.75,2020-07-29 15:20:00,0.1,Expiry Closing,22.65,274.4854190178278,6217.094740753799,0.6217094740753799,2020,0.2285,6154.374822508225,0.6154374822508226,26.996758037962454,26.996758037962454,0.0
25,2020-07-24,22853.2,21580.85,1272.3500000000022,21730.55,50%,22366.725,21094.375,low,22400,2020-08-06,3,BANKNIFTY2080622400CE,CE,2020-08-03 12:59:00,38.05,2020-08-05 15:20:00,0.1,Expiry Closing,37.949999999999996,290.61027039050197,11028.659761319548,1.1028659761319548,2020,0.3815,10917.791943165572,1.0917791943165571,28.088537232279013,28.088537232279013,0.0
26,2020-07-31,21933.45,21034.0,899.4500000000007,21620.25,50%,22069.975,21170.525,high,21200,2020-08-13,2,BANKNIFTY2081321200PE,PE,2020-08-11 09:15:00,30.2,2020-08-12 15:20:00,0.05,Friday Closing,30.15,294.51777811257153,8879.711010094032,0.8879711010094031,2020,0.3025,8790.619382214978,0.8790619382214978,28.96759917050051,28.96759917050051,0.0
27,2020-08-07,22438.15,21459.2,978.9500000000007,22334.95,50%,22824.425000000003,21845.475,low,22800,2020-08-20,6,BANKNIFTY2082022800CE,CE,2020-08-14 13:47:00,59.5,2020-08-19 15:20:00,0.1,Expiry Closing,59.4,284.7826396502869,16916.088795227042,1.6916088795227042,2020,0.596,16746.35834199547,1.674635834199547,30.642235004700055,30.642235004700055,0.0
28,2020-08-14,22418.8,21404.05,1014.75,22190.7,50%,22698.075,21683.325,high,21700,2020-08-27,3,BANKNIFTY20AUG21700PE,PE,2020-08-24 11:10:00,31.9,2020-08-26 15:20:00,0.1,Friday Closing,31.799999999999997,286.36789683706655,9106.499119418715,0.9106499119418715,2020,0.32,9014.861392430854,0.9014861392430854,31.54372114394314,31.54372114394314,0.0
29,2020-08-21,23700.7,22169.55,1531.1500000000015,23635.3,50%,24400.875,22869.725,high,22900,2020-09-03,6,BANKNIFTY2090322900PE,PE,2020-08-28 11:44:00,53.0,2020-09-02 15:20:00,0.1,Friday Closing,52.9,266.38388992198026,14091.707776872756,1.4091707776872755,2020,0.531,13950.257931324184,1.3950257931324184,32.93874693707556,32.93874693707556,0.0
30,2020-08-28,25228.5,23387.3,1841.2000000000007,23119.15,50%,24039.75,22198.550000000003,low,24000,2020-09-10,1,BANKNIFTY2091024000CE,CE,2020-09-09 11:50:00,6.1,2020-09-09 15:20:00,0.15,Expiry Closing,5.949999999999999,270.38550733680677,1608.7937686540001,0.1608793768654,2020,0.0625,1591.8946744454497,0.15918946744454499,33.097936404520105,33.097936404520105,0.0
31,2020-09-11,22746.6,22034.75,711.8499999999985,22439.35,50%,22795.274999999998,22083.425,low,22800,2020-09-24,6,BANKNIFTY20SEP22800CE,CE,2020-09-18 14:21:00,127.05,2020-09-23 15:20:00,0.15,Expiry Closing,126.89999999999999,285.14681222314715,36185.13047111737,3.6185130471117373,2020,1.272,35822.42372596953,3.582242372596953,36.68017877711706,36.68017877711706,0.0
32,2020-09-18,22465.1,20407.45,2057.649999999998,20740.8,50%,21769.625,19711.975,high,19700,2020-10-01,2,BANKNIFTY20100119700PE,PE,2020-09-29 09:15:00,6.9,2020-09-30 15:20:00,0.05,Friday Closing,6.8500000000000005,298.58116527041693,2045.2809821023561,0.20452809821023563,2020,0.0695,2024.5295911160622,0.2024529591116062,36.88263173622866,36.88263173622866,0.0
33,2020-10-02,23450.55,22248.85,1201.7000000000007,23312.6,50%,23913.449999999997,22711.75,high,22700,2020-10-15,3,BANKNIFTY20101522700PE,PE,2020-10-12 09:15:00,48.5,2020-10-14 15:20:00,0.25,Friday Closing,48.25,271.8135609876451,13115.004317653875,1.3115004317653876,2020,0.4875,12982.495206672398,1.2982495206672398,38.1808812568959,38.1808812568959,0.0
34,2020-10-09,24186.75,22971.45,1215.2999999999993,23219.85,50%,23827.5,22612.199999999997,high,22600,2020-10-22,3,BANKNIFTY20102222600PE,PE,2020-10-19 09:15:00,55.25,2020-10-21 15:20:00,0.1,Friday Closing,55.15,272.7940404994229,15044.591333543174,1.5044591333543174,2020,0.5535,14893.599832126743,1.4893599832126743,39.670241240108574,39.670241240108574,0.0
35,2020-10-23,24809.65,23825.05,984.6000000000022,24090.15,50%,24582.450000000004,23597.85,high,23600,2020-11-05,3,BANKNIFTY20110523600PE,PE,2020-11-02 11:18:00,166.45,2020-11-04 15:20:00,0.1,Friday Closing,166.35,264.41628072059535,43985.648297871034,4.398564829787103,2020,1.6654999999999998,43545.26298233088,4.354526298233088,44.02476753834166,44.02476753834166,0.0
36,2020-10-30,26373.65,23613.9,2759.75,26274.1,50%,27653.975,24894.225,high,24900,2020-11-12,2,BANKNIFTY20111224900PE,PE,2020-11-10 09:15:00,11.55,2020-11-11 15:20:00,0.05,Friday Closing,11.5,235.04758357523647,2703.0472111152194,0.27030472111152193,2020,0.11600000000000002,2675.781691420492,0.2675781691420492,44.29234570748371,44.29234570748371,0.0
37,2020-11-06,29028.75,26147.5,2881.25,28108.7,50%,29549.325,26668.075,high,26700,2020-11-19,1,BANKNIFTY20111926700PE,PE,2020-11-18 13:38:00,3.65,2020-11-18 15:20:00,0.1,Friday Closing,3.55,219.9711837749255,780.8977024009855,0.07808977024009855,2020,0.0375,772.6487830094258,0.07726487830094259,44.369610585784656,44.369610585784656,0.0
38,2020-11-13,29781.95,27704.15,2077.7999999999993,28935.75,50%,29974.65,27896.85,high,27900,2020-11-26,1,BANKNIFTY20NOV27900PE,PE,2020-11-25 09:15:00,8.05,2020-11-25 15:20:00,0.15,Friday Closing,7.9,216.8499048362533,1713.1142482064013,0.17131142482064013,2020,0.08200000000000002,1695.3325560098285,0.16953325560098284,44.53914384138564,44.53914384138564,0.0
39,2020-11-27,29917.45,29152.3,765.1500000000015,29573.4,50%,29955.975000000002,29190.825,high,29200,2020-12-10,6,BANKNIFTY20121029200PE,PE,2020-12-04 10:30:00,171.7,2020-12-09 15:20:00,0.1,Friday Closing,171.6,216.98509228960165,37234.641836895644,3.7234641836895643,2020,1.718,36861.86144834211,3.686186144834211,48.22532998621985,48.22532998621985,0.0
40,2020-12-11,30945.1,30328.65,616.4499999999971,30841.85,50%,31150.074999999997,30533.625,low,31200,2020-12-24,6,BANKNIFTY20122431200CE,CE,2020-12-18 09:39:00,137.65,2020-12-23 15:20:00,0.1,Expiry Closing,137.55,208.66723434855294,28702.17808464346,2.870217808464346,2020,1.3775,28414.73896932833,2.841473896932833,51.06680388315268,51.06680388315268,0.0
