,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Buy Strike,Sell Strike,Expiry,DTE,Buy Contract,Sell Contract,Option Types,Entry Time,Buy Strike Entry Price,Sell Strike Entry Price,Exit Time,Buy Strike Exit Price,Sell Strike Exit Price,Debit,Max Profit,Max Loss,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year
57,2023-09-15,46310.4,44593.4,1717.0,44707.35,20%,45050.75,44363.95,low,44400,44300,2023-09-28,1,BANKNIFTY23SEP44400PE,BANKNIFTY23SEP44300PE,PE,2023-09-27 09:59:00,219.0,174.75,2023-09-28 15:30:00,80.6,0.2,44.25,7550.7900677200905,5993.227990970654,Expiry Closing,36.150000000000006,0,36.150000000000006,135.44018058690745,4896.162528216705,4896.162528216705,0.4896162528216705,0.4896162528216705,2023
58,2023-09-22,44996.75,44182.5,814.25,44445.35,20%,44608.2,44282.5,high,44600,44700,2023-10-04,5,BANKNIFTY23100444600CE,BANKNIFTY23100444700CE,CE,2023-09-29 10:16:00,303.0,247.05,2023-10-04 15:30:00,0.1,0.1,55.94999999999999,5912.751677852351,7510.0671140939585,Expiry Closing,-55.94999999999996,0,-55.94999999999996,134.2281879194631,-7510.067114093955,-7510.067114093955,-0.7510067114093955,-0.7510067114093955,2023
59,2023-09-22,44996.75,44182.5,814.25,44445.35,20%,44608.2,44282.5,low,44300,44200,2023-10-04,1,BANKNIFTY23100444300PE,BANKNIFTY23100444200PE,PE,2023-10-03 09:25:00,170.65,129.2,2023-10-04 15:30:00,346.3,246.45,41.45000000000002,7947.963800904975,5626.696832579188,Expiry Closing,58.400000000000006,0,58.400000000000006,135.74660633484163,7927.601809954752,7927.601809954752,0.7927601809954752,0.7927601809954752,2023
60,2023-09-29,44755.05,43857.5,897.5500000000029,44395.4,20%,44574.91,44215.89,high,44600,44700,2023-10-11,0,BANKNIFTY23101144600CE,BANKNIFTY23101144700CE,CE,2023-10-11 09:15:00,123.6,75.65,2023-10-11 15:30:00,0.1,0.1,47.94999999999999,6986.577181208056,6436.241610738254,Expiry Closing,-47.94999999999999,0,-47.94999999999999,134.2281879194631,-6436.241610738254,-6436.241610738254,-0.6436241610738255,-0.6436241610738255,2023
61,2023-09-29,44755.05,43857.5,897.5500000000029,44395.4,20%,44574.91,44215.89,low,44200,44100,2023-10-11,2,BANKNIFTY23101144200PE,BANKNIFTY23101144100PE,PE,2023-10-09 09:15:00,366.55,305.2,2023-10-11 15:30:00,0.15,0.05,61.35000000000002,5258.503401360541,8346.938775510207,Expiry Closing,-61.25000000000006,0,-61.25000000000006,136.05442176870747,-8333.333333333341,-8333.333333333341,-0.833333333333334,-0.833333333333334,2023
62,2023-10-06,44710.55,43796.75,913.8000000000029,44322.05,20%,44504.810000000005,44139.29,high,44500,44600,2023-10-18,5,BANKNIFTY23101844500CE,BANKNIFTY23101844600CE,CE,2023-10-13 14:14:00,284.35,230.05,2023-10-18 15:30:00,0.1,0.15,54.30000000000001,6147.982062780267,7304.9327354260095,Expiry Closing,-54.349999999999994,0,-54.349999999999994,134.52914798206277,-7311.659192825111,-7311.659192825111,-0.7311659192825111,-0.7311659192825111,2023
63,2023-10-06,44710.55,43796.75,913.8000000000029,44322.05,20%,44504.810000000005,44139.29,low,44100,44000,2023-10-18,2,BANKNIFTY23101844100PE,BANKNIFTY23101844000PE,PE,2023-10-16 09:15:00,190.95,151.45,2023-10-18 15:30:00,210.95,110.5,39.5,8250.0,5386.363636363637,Expiry Closing,60.94999999999999,0,60.94999999999999,136.36363636363637,8311.363636363636,8311.363636363636,0.8311363636363637,0.8311363636363637,2023
64,2023-10-13,44589.85,43558.1,1031.75,43584.25,20%,43790.6,43377.9,high,43800,43900,2023-10-26,6,BANKNIFTY23OCT43800CE,BANKNIFTY23OCT43900CE,CE,2023-10-20 09:46:00,288.9,239.55,2023-10-26 15:30:00,0.1,0.1,49.349999999999966,6922.551252847385,6744.874715261954,Expiry Closing,-49.34999999999994,0,-49.34999999999994,136.6742596810934,-6744.87471526195,-6744.87471526195,-0.6744874715261949,-0.6744874715261949,2023
65,2023-10-13,44589.85,43558.1,1031.75,43584.25,20%,43790.6,43377.9,low,43400,43300,2023-10-26,3,BANKNIFTY23OCT43400PE,BANKNIFTY23OCT43300PE,PE,2023-10-23 14:58:00,289.25,235.0,2023-10-26 15:30:00,1121.7,1019.55,54.25,6339.491916859122,7517.321016166282,Expiry Closing,47.90000000000009,0,47.90000000000009,138.56812933025404,6637.413394919181,6637.413394919181,0.663741339491918,0.663741339491918,2023
66,2023-10-20,43877.5,42105.4,1772.0999999999985,42555.6,20%,42910.02,42201.18,high,42900,43000,2023-11-01,2,BANKNIFTY23110142900CE,BANKNIFTY23110143000CE,CE,2023-10-30 12:01:00,268.0,210.1,2023-11-01 15:30:00,0.1,0.1,57.900000000000006,5874.418604651161,8079.069767441861,Expiry Closing,-57.89999999999998,0,-57.89999999999998,139.53488372093022,-8079.069767441857,-8079.069767441857,-0.8079069767441857,-0.8079069767441857,2023
67,2023-10-27,43356.85,42390.5,966.3499999999985,43318.3,20%,43511.57,43125.030000000006,high,43500,43600,2023-11-08,2,BANKNIFTY23110843500CE,BANKNIFTY23110843600CE,CE,2023-11-06 09:15:00,219.05,169.0,2023-11-08 15:30:00,150.65,50.85,50.05000000000001,6873.853211009173,6887.6146788990845,Expiry Closing,49.75,0,49.75,137.61467889908258,6846.330275229358,6846.330275229358,0.6846330275229359,0.6846330275229359,2023
68,2023-11-03,43876.75,43221.0,655.75,43543.25,20%,43674.4,43412.1,high,43700,43800,2023-11-15,5,BANKNIFTY23111543700CE,BANKNIFTY23111543800CE,CE,2023-11-10 10:37:00,218.4,171.7,2023-11-15 15:30:00,496.95,397.1,46.70000000000002,7301.369863013696,6397.260273972605,Expiry Closing,53.14999999999992,0,53.14999999999992,136.986301369863,7280.821917808208,7280.821917808208,0.7280821917808208,0.7280821917808208,2023
69,2023-11-10,44420.95,43504.95,916.0,43656.25,20%,43839.45,43473.05,high,43800,43900,2023-11-22,5,BANKNIFTY23112243800CE,BANKNIFTY23112243900CE,CE,2023-11-17 09:16:00,354.9,294.0,2023-11-22 15:30:00,0.1,0.15,60.89999999999998,5343.963553530754,8323.462414578584,Expiry Closing,-60.94999999999993,0,-60.94999999999993,136.6742596810934,-8330.296127562633,-8330.296127562633,-0.8330296127562633,-0.8330296127562633,2023
70,2023-11-10,44420.95,43504.95,916.0,43656.25,20%,43839.45,43473.05,low,43500,43400,2023-11-22,2,BANKNIFTY23112243500PE,BANKNIFTY23112243400PE,PE,2023-11-20 09:15:00,239.8,194.35,2023-11-22 15:30:00,58.15,0.1,45.45000000000002,7541.474654377877,6283.41013824885,Expiry Closing,12.599999999999994,0,12.599999999999994,138.24884792626727,1741.935483870967,1741.935483870967,0.1741935483870967,0.1741935483870967,2023
71,2023-11-17,43872.85,43230.95,641.9000000000015,43607.35,20%,43735.729999999996,43478.97,high,43700,43800,2023-11-30,6,BANKNIFTY23NOV43700CE,BANKNIFTY23NOV43800CE,CE,2023-11-24 10:43:00,270.95,215.85,2023-11-30 15:30:00,774.05,673.65,55.099999999999994,6150.68493150685,7547.945205479451,Expiry Closing,45.30000000000001,0,45.30000000000001,136.986301369863,6205.479452054796,6205.479452054796,0.6205479452054796,0.6205479452054796,2023
72,2023-11-24,44764.8,43566.15,1198.6500000000015,44580.15,20%,44819.880000000005,44340.42,high,44800,44900,2023-12-06,5,BANKNIFTY23120644800CE,BANKNIFTY23120644900CE,CE,2023-12-01 09:50:00,716.1,627.05,2023-12-06 15:30:00,2039.75,1938.15,89.05000000000007,1463.2516703786102,11899.77728285079,Expiry Closing,12.549999999999955,0,12.549999999999955,133.630289532294,1677.0601336302836,1677.0601336302836,0.16770601336302834,0.16770601336302834,2023
73,2023-12-01,47259.85,44531.75,2728.0999999999985,46797.2,20%,47342.82,46251.579999999994,high,47300,47400,2023-12-13,2,BANKNIFTY23121347300CE,BANKNIFTY23121347400CE,CE,2023-12-11 09:15:00,372.2,311.1,2023-12-13 15:30:00,0.05,0.1,61.099999999999966,4924.050632911397,7734.1772151898695,Expiry Closing,-61.14999999999998,0,-61.14999999999998,126.58227848101266,-7740.506329113921,-7740.506329113921,-0.7740506329113921,-0.7740506329113921,2023
74,2023-12-08,47943.6,46793.9,1149.699999999997,47939.9,20%,48169.840000000004,47709.96,high,48200,48300,2023-12-20,5,BANKNIFTY23122048200CE,BANKNIFTY23122048300CE,CE,2023-12-15 15:02:00,305.85,255.45,2023-12-20 15:30:00,0.25,0.2,50.400000000000034,6161.490683229809,6260.869565217396,Expiry Closing,-50.35000000000002,0,-50.35000000000002,124.22360248447205,-6254.658385093171,-6254.658385093171,-0.6254658385093171,-0.6254658385093171,2023
75,2023-12-08,47943.6,46793.9,1149.699999999997,47939.9,20%,48169.840000000004,47709.96,low,47700,47600,2023-12-20,5,BANKNIFTY23122047700PE,BANKNIFTY23122047600PE,PE,2023-12-15 09:37:00,224.95,186.3,2023-12-20 15:30:00,246.25,147.75,38.64999999999998,7733.193277310927,4871.848739495796,Expiry Closing,59.85000000000002,0,59.85000000000002,126.05042016806723,7544.117647058827,7544.117647058827,0.7544117647058828,0.7544117647058828,2023
76,2023-12-15,48219.95,46919.7,1300.25,47837.75,20%,48097.8,47577.7,high,48100,48200,2023-12-28,1,BANKNIFTY23DEC48100CE,BANKNIFTY23DEC48200CE,CE,2023-12-27 11:32:00,227.15,174.3,2023-12-28 15:30:00,406.75,307.8,52.849999999999994,5869.294605809129,6578.838174273858,Expiry Closing,46.099999999999994,0,46.099999999999994,124.48132780082987,5738.589211618257,5738.589211618257,0.5738589211618257,0.5738589211618257,2023
77,2023-12-15,48219.95,46919.7,1300.25,47837.75,20%,48097.8,47577.7,low,47600,47500,2023-12-28,6,BANKNIFTY23DEC47600PE,BANKNIFTY23DEC47500PE,PE,2023-12-22 13:41:00,317.1,276.1,2023-12-28 15:30:00,0.1,0.05,41.0,7452.631578947368,5178.9473684210525,Expiry Closing,-40.94999999999999,0,-40.94999999999999,126.3157894736842,-5172.6315789473665,-5172.6315789473665,-0.5172631578947366,-0.5172631578947366,2023
