,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Buy Strike,Sell Strike,Expiry,DTE,Buy Contract,Sell Contract,Option Types,Entry Time,Buy Strike Entry Price,Sell Strike Entry Price,Exit Time,Buy Strike Exit Price,Sell Strike Exit Price,Debit,Max Profit,Max Loss,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year
10,2023-02-10,41974.4,41162.15,812.25,41514.0,20%,41676.45,41351.55,low,41400,41300,2023-02-23,6,BANKNIFTY23FEB41400PE,BANKNIFTY23FEB41300PE,PE,2023-02-17 10:14:00,286.65,241.45,2023-02-23 15:30:00,1405.8,1304.75,45.19999999999999,7961.2590799031495,6566.585956416463,Expiry Closing,55.850000000000136,0,55.850000000000136,145.27845036319613,8113.8014527845235,8113.8014527845235,0.8113801452784523,0.8113801452784523,2023
11,2023-02-17,41514.2,39603.8,1910.3999999999942,40259.1,20%,40641.18,39877.02,high,40600,40700,2023-03-02,1,BANKNIFTY2330240600CE,BANKNIFTY2330240700CE,CE,2023-03-01 11:14:00,185.0,133.9,2023-03-02 15:30:00,0.15,0.1,51.099999999999994,7208.84520884521,7533.169533169533,Expiry Closing,-51.04999999999998,0,-51.04999999999998,147.42014742014743,-7525.798525798524,-7525.798525798524,-0.7525798525798524,-0.7525798525798524,2023
12,2023-02-17,41514.2,39603.8,1910.3999999999942,40259.1,20%,40641.18,39877.02,low,39900,39800,2023-03-02,6,BANKNIFTY2330239900PE,BANKNIFTY2330239800PE,PE,2023-02-24 14:10:00,308.6,265.0,2023-03-02 15:30:00,0.2,0.05,43.60000000000002,8502.512562814067,6572.864321608044,Expiry Closing,-43.450000000000045,0,-43.450000000000045,150.7537688442211,-6550.251256281414,-6550.251256281414,-0.6550251256281413,-0.6550251256281413,2023
13,2023-02-24,40771.3,39750.0,1021.3000000000029,40671.4,20%,40875.66,40467.14,high,40900,41000,2023-03-09,6,BANKNIFTY2330940900CE,BANKNIFTY2330941000CE,CE,2023-03-03 09:49:00,237.25,190.7,2023-03-09 15:30:00,349.15,248.0,46.55000000000001,7821.951219512193,6812.195121951221,Expiry Closing,54.599999999999966,0,54.599999999999966,146.34146341463415,7990.24390243902,7990.24390243902,0.799024390243902,0.799024390243902,2023
14,2023-03-03,41667.8,40630.7,1037.1000000000058,40805.25,20%,41012.67,40597.83,low,40600,40500,2023-03-16,6,BANKNIFTY2331640600PE,BANKNIFTY2331640500PE,PE,2023-03-10 09:19:00,321.45,278.05,2023-03-16 15:30:00,1455.0,1360.25,43.39999999999998,8385.185185185188,6429.629629629627,Expiry Closing,51.34999999999991,0,51.34999999999991,148.14814814814815,7607.407407407394,7607.407407407394,0.7607407407407394,0.7607407407407394,2023
15,2023-03-10,40811.2,38617.8,2193.399999999994,39442.4,20%,39881.08,39003.72,high,39900,40000,2023-03-23,2,BANKNIFTY2332339900CE,BANKNIFTY2332340000CE,CE,2023-03-21 14:22:00,276.0,225.15,2023-03-23 15:30:00,0.15,0.15,50.849999999999994,7372.500000000001,7627.499999999999,Expiry Closing,-50.85000000000002,0,-50.85000000000002,150.0,-7627.500000000004,-7627.500000000004,-0.7627500000000004,-0.7627500000000004,2023
16,2023-03-10,40811.2,38617.8,2193.399999999994,39442.4,20%,39881.08,39003.72,low,39000,38900,2023-03-23,6,BANKNIFTY2332339000PE,BANKNIFTY2332338900PE,PE,2023-03-17 12:11:00,397.25,356.05,2023-03-23 15:30:00,0.25,0.2,41.19999999999999,9069.408740359899,6354.755784061695,Expiry Closing,-41.14999999999998,0,-41.14999999999998,154.24164524421593,-6347.043701799482,-6347.043701799482,-0.6347043701799482,-0.6347043701799482,2023
17,2023-03-17,40201.6,38929.85,1271.75,39555.25,20%,39809.6,39300.9,high,39800,39900,2023-03-29,0,BANKNIFTY23MAR39800CE,BANKNIFTY23MAR39900CE,CE,2023-03-29 10:24:00,141.35,89.15,2023-03-29 15:30:00,117.6,18.5,52.19999999999999,7187.969924812031,7849.624060150373,Expiry Closing,46.900000000000006,0,46.900000000000006,150.37593984962405,7052.631578947368,7052.631578947368,0.7052631578947368,0.7052631578947368,2023
18,2023-03-17,40201.6,38929.85,1271.75,39555.25,20%,39809.6,39300.9,low,39300,39200,2023-03-29,5,BANKNIFTY23MAR39300PE,BANKNIFTY23MAR39200PE,PE,2023-03-24 15:24:00,319.0,279.1,2023-03-29 15:30:00,0.1,0.1,39.89999999999998,9198.979591836738,6107.142857142853,Expiry Closing,-39.89999999999998,0,-39.89999999999998,153.0612244897959,-6107.142857142853,-6107.142857142853,-0.6107142857142853,-0.6107142857142853,2023
19,2023-03-24,40051.9,39274.7,777.2000000000044,40231.25,20%,40386.69,40075.81,high,40400,40500,2023-04-06,6,BANKNIFTY2340640400CE,BANKNIFTY2340640500CE,CE,2023-03-31 09:16:00,323.0,268.25,2023-04-06 15:30:00,633.35,532.5,54.75,6703.7037037037035,8111.111111111111,Expiry Closing,46.10000000000002,0,46.10000000000002,148.14814814814815,6829.629629629633,6829.629629629633,0.6829629629629632,0.6829629629629632,2023
20,2023-03-31,41274.4,40205.6,1068.800000000003,41116.15,20%,41329.91,40902.39,high,41300,41400,2023-04-13,2,BANKNIFTY2341341300CE,BANKNIFTY2341341400CE,CE,2023-04-11 11:04:00,204.5,154.6,2023-04-13 15:30:00,836.55,739.2,49.900000000000006,7260.869565217391,7231.884057971016,Expiry Closing,47.44999999999993,0,47.44999999999993,144.92753623188406,6876.811594202889,6876.811594202889,0.6876811594202888,0.6876811594202888,2023
21,2023-03-31,41274.4,40205.6,1068.800000000003,41116.15,20%,41329.91,40902.39,low,40900,40800,2023-04-13,3,BANKNIFTY2341340900PE,BANKNIFTY2341340800PE,PE,2023-04-10 10:00:00,217.45,175.45,2023-04-13 15:30:00,0.15,0.15,42.0,8529.411764705883,6176.470588235295,Expiry Closing,-42.0,0,-42.0,147.05882352941177,-6176.470588235295,-6176.470588235295,-0.6176470588235295,-0.6176470588235295,2023
22,2023-04-07,42193.95,40730.0,1463.949999999997,42603.55,20%,42896.340000000004,42310.76,low,42300,42200,2023-04-20,3,BANKNIFTY2342042300PE,BANKNIFTY2342042200PE,PE,2023-04-17 09:15:00,393.9,337.75,2023-04-20 15:30:00,33.85,0.15,56.14999999999998,6234.5971563981075,7983.412322274878,Expiry Closing,-22.449999999999932,0,-22.449999999999932,142.18009478672985,-3191.9431279620753,-3191.9431279620753,-0.3191943127962076,-0.3191943127962076,2023
23,2023-04-14,42603.55,41801.15,802.4000000000015,42252.55,20%,42413.030000000006,42092.07,high,42400,42500,2023-04-27,3,BANKNIFTY23APR42400CE,BANKNIFTY23APR42500CE,CE,2023-04-24 09:15:00,205.8,160.35,2023-04-27 15:30:00,612.65,512.85,45.45000000000002,7701.176470588233,6416.470588235297,Expiry Closing,54.349999999999966,0,54.349999999999966,141.1764705882353,7672.941176470584,7672.941176470584,0.7672941176470583,0.7672941176470583,2023
24,2023-04-14,42603.55,41801.15,802.4000000000015,42252.55,20%,42413.030000000006,42092.07,low,42100,42000,2023-04-27,6,BANKNIFTY23APR42100PE,BANKNIFTY23APR42000PE,PE,2023-04-21 12:16:00,261.8,219.6,2023-04-27 15:30:00,0.2,0.1,42.20000000000002,8257.142857142855,6028.571428571431,Expiry Closing,-42.10000000000002,0,-42.10000000000002,142.85714285714286,-6014.285714285717,-6014.285714285717,-0.6014285714285718,-0.6014285714285718,2023
25,2023-04-21,43042.25,41963.85,1078.4000000000015,43045.5,20%,43261.18,42829.82,high,43300,43400,2023-05-04,6,BANKNIFTY2350443300CE,BANKNIFTY2350443400CE,CE,2023-04-28 15:13:00,194.55,150.35,2023-05-04 15:30:00,396.65,296.2,44.20000000000002,7714.285714285712,6110.599078341016,Expiry Closing,56.24999999999997,0,56.24999999999997,138.24884792626727,7776.49769585253,7776.49769585253,0.7776497695852531,0.7776497695852531,2023
26,2023-04-21,43042.25,41963.85,1078.4000000000015,43045.5,20%,43261.18,42829.82,low,42800,42700,2023-05-04,6,BANKNIFTY2350442800PE,BANKNIFTY2350442700PE,PE,2023-04-28 10:12:00,251.8,207.3,2023-05-04 15:30:00,0.05,0.15,44.5,7798.594847775176,6252.927400468385,Expiry Closing,-44.599999999999994,0,-44.599999999999994,140.5152224824356,-6266.9789227166275,-6266.9789227166275,-0.6266978922716627,-0.6266978922716627,2023
27,2023-04-28,43737.5,42811.1,926.4000000000015,43110.65,20%,43295.93,42925.37,high,43300,43400,2023-05-11,6,BANKNIFTY2351143300CE,BANKNIFTY2351143400CE,CE,2023-05-05 09:15:00,331.4,273.75,2023-05-11 15:30:00,177.15,76.35,57.64999999999998,5854.838709677422,7970.046082949305,Expiry Closing,43.150000000000034,0,43.150000000000034,138.24884792626727,5965.4377880184375,5965.4377880184375,0.5965437788018437,0.5965437788018437,2023
28,2023-04-28,43737.5,42811.1,926.4000000000015,43110.65,20%,43295.93,42925.37,low,42900,42800,2023-05-11,6,BANKNIFTY2351142900PE,BANKNIFTY2351142800PE,PE,2023-05-05 13:51:00,279.75,237.1,2023-05-11 15:30:00,0.1,0.05,42.650000000000006,8039.719626168223,5978.971962616823,Expiry Closing,-42.599999999999994,0,-42.599999999999994,140.18691588785046,-5971.962616822429,-5971.962616822429,-0.5971962616822428,-0.5971962616822428,2023
29,2023-05-05,43672.05,42587.55,1084.5,43447.15,20%,43664.05,43230.25,high,43700,43800,2023-05-18,6,BANKNIFTY2351843700CE,BANKNIFTY2351843800CE,CE,2023-05-12 13:37:00,238.5,191.55,2023-05-18 15:30:00,50.85,0.25,46.94999999999999,7267.123287671235,6431.506849315067,Expiry Closing,3.6500000000000057,0,3.6500000000000057,136.986301369863,500.0000000000008,500.0000000000008,0.05000000000000008,0.05000000000000008,2023
30,2023-05-12,44151.7,43347.75,803.9499999999971,43930.0,20%,44090.79,43769.21,high,44100,44200,2023-05-25,2,BANKNIFTY23MAY44100CE,BANKNIFTY23MAY44200CE,CE,2023-05-23 14:20:00,168.85,124.0,2023-05-25 15:30:00,0.15,0.15,44.849999999999994,7486.425339366517,6088.235294117646,Expiry Closing,-44.849999999999994,0,-44.849999999999994,135.74660633484163,-6088.235294117646,-6088.235294117646,-0.6088235294117645,-0.6088235294117645,2023
31,2023-05-12,44151.7,43347.75,803.9499999999971,43930.0,20%,44090.79,43769.21,low,43800,43700,2023-05-25,6,BANKNIFTY23MAY43800PE,BANKNIFTY23MAY43700PE,PE,2023-05-19 09:47:00,321.2,274.95,2023-05-25 15:30:00,123.45,22.5,46.25,7379.862700228833,6350.114416475973,Expiry Closing,54.69999999999999,0,54.69999999999999,137.29977116704805,7510.297482837526,7510.297482837526,0.7510297482837526,0.7510297482837526,2023
32,2023-05-19,44093.8,43393.35,700.4500000000044,43765.35,20%,43905.44,43625.259999999995,high,43900,44000,2023-06-01,6,BANKNIFTY2360143900CE,BANKNIFTY2360144000CE,CE,2023-05-26 13:40:00,276.2,226.0,2023-06-01 15:30:00,0.1,0.2,50.19999999999999,6790.909090909093,6845.454545454544,Expiry Closing,-50.299999999999955,0,-50.299999999999955,136.36363636363637,-6859.090909090904,-6859.090909090904,-0.6859090909090904,-0.6859090909090904,2023
33,2023-05-19,44093.8,43393.35,700.4500000000044,43765.35,20%,43905.44,43625.259999999995,low,43600,43500,2023-06-01,6,BANKNIFTY2360143600PE,BANKNIFTY2360143500PE,PE,2023-05-26 09:19:00,281.75,238.8,2023-06-01 15:30:00,0.25,0.3,42.94999999999999,7868.965517241381,5924.137931034482,Expiry Closing,-43.0,0,-43.0,137.93103448275863,-5931.034482758621,-5931.034482758621,-0.5931034482758621,-0.5931034482758621,2023
34,2023-05-26,44494.75,43589.15,905.5999999999985,43997.3,20%,44178.420000000006,43816.18,high,44200,44300,2023-06-08,3,BANKNIFTY2360844200CE,BANKNIFTY2360844300CE,CE,2023-06-05 09:15:00,237.6,187.7,2023-06-08 15:30:00,0.15,0.15,49.900000000000006,6785.553047404062,6758.465011286682,Expiry Closing,-49.900000000000006,0,-49.900000000000006,135.44018058690745,-6758.465011286682,-6758.465011286682,-0.6758465011286682,-0.6758465011286682,2023
35,2023-05-26,44494.75,43589.15,905.5999999999985,43997.3,20%,44178.420000000006,43816.18,low,43800,43700,2023-06-08,6,BANKNIFTY2360843800PE,BANKNIFTY2360843700PE,PE,2023-06-02 10:25:00,245.4,206.7,2023-06-08 15:30:00,0.2,0.1,38.70000000000002,8416.475972540044,5313.501144164762,Expiry Closing,-38.60000000000002,0,-38.60000000000002,137.29977116704805,-5299.771167048058,-5299.771167048058,-0.5299771167048057,-0.5299771167048057,2023
36,2023-06-02,44458.15,43813.65,644.5,44045.75,20%,44174.65,43916.85,high,44200,44300,2023-06-15,6,BANKNIFTY2361544200CE,BANKNIFTY2361544300CE,CE,2023-06-09 09:51:00,252.35,203.55,2023-06-15 15:30:00,0.2,0.2,48.79999999999998,6934.537246049664,6609.480812641081,Expiry Closing,-48.79999999999998,0,-48.79999999999998,135.44018058690745,-6609.480812641081,-6609.480812641081,-0.6609480812641081,-0.6609480812641081,2023
37,2023-06-02,44458.15,43813.65,644.5,44045.75,20%,44174.65,43916.85,low,43900,43800,2023-06-15,3,BANKNIFTY2361543900PE,BANKNIFTY2361543800PE,PE,2023-06-12 14:20:00,187.35,146.7,2023-06-15 15:30:00,461.35,361.8,40.650000000000006,8130.136986301369,5568.4931506849325,Expiry Closing,58.89999999999998,0,58.89999999999998,136.986301369863,8068.493150684928,8068.493150684928,0.8068493150684928,0.8068493150684928,2023
38,2023-06-09,44218.05,43397.5,820.5500000000029,43583.35,20%,43747.46,43419.24,high,43700,43800,2023-06-22,6,BANKNIFTY2362243700CE,BANKNIFTY2362243800CE,CE,2023-06-16 10:15:00,288.0,233.2,2023-06-22 15:30:00,31.7,0.15,54.80000000000001,6191.780821917807,7506.849315068494,Expiry Closing,-23.25000000000003,0,-23.25000000000003,136.986301369863,-3184.931506849319,-3184.931506849319,-0.3184931506849319,-0.3184931506849319,2023
39,2023-06-09,44218.05,43397.5,820.5500000000029,43583.35,20%,43747.46,43419.24,low,43400,43300,2023-06-22,2,BANKNIFTY2362243400PE,BANKNIFTY2362243300PE,PE,2023-06-20 10:12:00,147.2,110.7,2023-06-22 15:30:00,0.1,0.15,36.499999999999986,8799.076212471133,5057.7367205542705,Expiry Closing,-36.55,0,-36.55,138.56812933025404,-5064.665127020785,-5064.665127020785,-0.5064665127020785,-0.5064665127020785,2023
40,2023-06-16,44077.55,43347.4,730.1500000000015,43641.6,20%,43787.63,43495.57,high,43800,43900,2023-06-28,5,BANKNIFTY23JUN43800CE,BANKNIFTY23JUN43900CE,CE,2023-06-23 10:31:00,,,2023-06-28 15:30:00,,,,,,Expiry Closing,,0,,136.6742596810934,,,,,2023
41,2023-06-23,44501.1,43521.35,979.75,44666.0,20%,44861.95,44470.05,high,44900,45000,2023-07-06,3,BANKNIFTY2370644900CE,BANKNIFTY2370645000CE,CE,2023-07-03 09:15:00,214.25,168.25,2023-07-06 15:30:00,450.45,350.35,46.0,7200.000000000001,6133.333333333334,Expiry Closing,54.099999999999966,0,54.099999999999966,133.33333333333334,7213.333333333329,7213.333333333329,0.7213333333333329,0.7213333333333329,2023
42,2023-06-23,44501.1,43521.35,979.75,44666.0,20%,44861.95,44470.05,low,44500,44400,2023-07-06,6,BANKNIFTY2370644500PE,BANKNIFTY2370644400PE,PE,2023-06-30 09:15:00,264.0,221.0,2023-07-06 15:30:00,0.15,0.05,43.0,7702.7027027027025,5810.810810810811,Expiry Closing,-42.900000000000034,0,-42.900000000000034,135.13513513513513,-5797.297297297302,-5797.297297297302,-0.5797297297297301,-0.5797297297297301,2023
43,2023-06-30,45655.5,44447.2,1208.300000000003,45118.05,20%,45359.71000000001,44876.39,low,44900,44800,2023-07-13,6,BANKNIFTY2371344900PE,BANKNIFTY2371344800PE,PE,2023-07-07 12:00:00,290.3,245.65,2023-07-13 15:30:00,238.6,138.8,44.650000000000006,7412.9464285714275,5979.910714285715,Expiry Closing,55.14999999999998,0,55.14999999999998,133.92857142857142,7386.16071428571,7386.16071428571,0.738616071428571,0.738616071428571,2023
44,2023-07-07,45227.25,44562.4,664.8499999999985,44860.65,20%,44993.62,44727.68,high,45000,45100,2023-07-20,3,BANKNIFTY2372045000CE,BANKNIFTY2372045100CE,CE,2023-07-17 13:17:00,250.85,200.8,2023-07-20 15:30:00,1189.65,1087.95,50.04999999999998,6645.232815964525,6658.536585365851,Expiry Closing,51.64999999999998,0,51.64999999999998,133.03769401330376,6871.396895787137,6871.396895787137,0.6871396895787136,0.6871396895787136,2023
45,2023-07-07,45227.25,44562.4,664.8499999999985,44860.65,20%,44993.62,44727.68,low,44700,44600,2023-07-20,6,BANKNIFTY2372044700PE,BANKNIFTY2372044600PE,PE,2023-07-14 10:25:00,232.4,193.0,2023-07-20 15:30:00,0.1,0.05,39.400000000000006,8152.466367713003,5300.448430493274,Expiry Closing,-39.35000000000002,0,-39.35000000000002,134.52914798206277,-5293.721973094173,-5293.721973094173,-0.5293721973094173,-0.5293721973094173,2023
46,2023-07-14,46256.2,44547.8,1708.3999999999942,46063.95,20%,46405.63,45722.27,low,45700,45600,2023-07-27,2,BANKNIFTY23JUL45700PE,BANKNIFTY23JUL45600PE,PE,2023-07-25 13:22:00,193.3,149.85,2023-07-27 15:30:00,30.3,0.1,43.45000000000002,7440.789473684207,5717.105263157897,Expiry Closing,-13.25,0,-13.25,131.57894736842104,-1743.4210526315787,-1743.4210526315787,-0.17434210526315785,-0.17434210526315785,2023
47,2023-07-21,46369.5,45570.65,798.8499999999985,45560.9,20%,45720.67,45401.130000000005,high,45700,45800,2023-08-03,6,BANKNIFTY2380345700CE,BANKNIFTY2380345800CE,CE,2023-07-28 09:15:00,271.0,226.65,2023-08-03 15:30:00,0.1,0.1,44.349999999999994,7290.393013100436,5810.043668122269,Expiry Closing,-44.349999999999966,0,-44.349999999999966,131.00436681222706,-5810.043668122265,-5810.043668122265,-0.5810043668122266,-0.5810043668122266,2023
48,2023-07-21,46369.5,45570.65,798.8499999999985,45560.9,20%,45720.67,45401.130000000005,low,45400,45300,2023-08-03,6,BANKNIFTY2380345400PE,BANKNIFTY2380345300PE,PE,2023-07-28 09:23:00,254.0,213.05,2023-08-03 15:30:00,875.0,774.55,40.94999999999999,7821.192052980133,5423.841059602647,Expiry Closing,59.5,0,59.5,132.4503311258278,7880.794701986754,7880.794701986754,0.7880794701986754,0.7880794701986754,2023
49,2023-07-28,45782.75,44284.65,1498.0999999999985,44754.75,20%,45054.37,44455.13,high,45100,45200,2023-08-10,6,BANKNIFTY2381045100CE,BANKNIFTY2381045200CE,CE,2023-08-04 11:30:00,275.5,229.2,2023-08-10 15:30:00,0.1,0.1,46.30000000000001,7128.318584070795,6146.017699115046,Expiry Closing,-46.29999999999998,0,-46.29999999999998,132.7433628318584,-6146.017699115042,-6146.017699115042,-0.6146017699115043,-0.6146017699115043,2023
50,2023-08-04,45118.05,44419.05,699.0,44568.15,20%,44707.950000000004,44428.35,low,44400,44300,2023-08-17,6,BANKNIFTY2381744400PE,BANKNIFTY2381744300PE,PE,2023-08-11 09:15:00,241.9,198.45,2023-08-17 15:30:00,511.65,412.0,43.45000000000002,7659.142212189614,5884.875846501131,Expiry Closing,56.19999999999999,0,56.19999999999999,135.44018058690745,7611.738148984197,7611.738148984197,0.7611738148984197,0.7611738148984197,2023
51,2023-08-11,44568.15,43614.35,953.8000000000029,43724.75,20%,43915.51,43533.99,high,43900,44000,2023-08-24,6,BANKNIFTY2382443900CE,BANKNIFTY2382444000CE,CE,2023-08-18 09:26:00,298.8,245.75,2023-08-24 15:30:00,601.35,501.35,53.05000000000001,6402.272727272726,7234.090909090911,Expiry Closing,46.94999999999999,0,46.94999999999999,136.36363636363637,6402.272727272726,6402.272727272726,0.6402272727272726,0.6402272727272726,2023
52,2023-08-18,44949.9,43684.4,1265.5,44276.2,20%,44529.299999999996,44023.1,high,44500,44600,2023-08-31,3,BANKNIFTY23AUG44500CE,BANKNIFTY23AUG44600CE,CE,2023-08-28 13:07:00,230.3,180.4,2023-08-31 15:30:00,0.25,0.25,49.900000000000006,6739.910313901344,6713.004484304933,Expiry Closing,-49.900000000000006,0,-49.900000000000006,134.52914798206277,-6713.004484304933,-6713.004484304933,-0.6713004484304932,-0.6713004484304932,2023
53,2023-08-18,44949.9,43684.4,1265.5,44276.2,20%,44529.299999999996,44023.1,low,44000,43900,2023-08-31,6,BANKNIFTY23AUG44000PE,BANKNIFTY23AUG43900PE,PE,2023-08-25 10:33:00,256.4,213.3,2023-08-31 15:30:00,50.6,0.05,43.099999999999966,7776.765375854218,5890.660592255121,Expiry Closing,7.450000000000017,0,7.450000000000017,136.6742596810934,1018.2232346241481,1018.2232346241481,0.10182232346241481,0.10182232346241481,2023
54,2023-08-25,44779.65,43897.6,882.0500000000029,43996.1,20%,44172.51,43819.689999999995,high,44200,44300,2023-09-06,5,BANKNIFTY2390644200CE,BANKNIFTY2390644300CE,CE,2023-09-01 12:40:00,425.75,351.35,2023-09-06 15:30:00,206.25,105.55,74.39999999999998,3467.2686230248337,10076.749435665912,Expiry Closing,26.30000000000001,0,26.30000000000001,135.44018058690745,3562.0767494356674,3562.0767494356674,0.35620767494356675,0.35620767494356675,2023
55,2023-09-01,44915.55,43832.8,1082.75,44953.65,20%,45170.200000000004,44737.1,high,45200,45300,2023-09-13,5,BANKNIFTY2391345200CE,BANKNIFTY2391345300CE,CE,2023-09-08 12:39:00,258.55,208.25,2023-09-13 15:30:00,710.0,610.35,50.30000000000001,6582.78145695364,6662.25165562914,Expiry Closing,49.349999999999966,0,49.349999999999966,132.4503311258278,6536.423841059597,6536.423841059597,0.6536423841059597,0.6536423841059597,2023
56,2023-09-08,46153.9,44812.15,1341.75,46122.15,20%,46390.5,45853.8,low,45900,45800,2023-09-20,0,BANKNIFTY2392045900PE,BANKNIFTY2392045800PE,PE,2023-09-20 09:15:00,267.9,198.45,2023-09-20 15:30:00,519.0,420.3,69.44999999999999,4002.1834061135382,9098.253275109168,Expiry Closing,29.25,0,29.25,131.00436681222706,3831.8777292576415,3831.8777292576415,0.38318777292576417,0.38318777292576417,2023
