,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Hedge Strike,Hedge Contract,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Total PnL,Total ROI%,Index,Cumulative ROI%,Running Max ROI%,Drawdown
320,2017-02-03,8821.2,8707.75,113.45000000000071,8812.35,40%,8857.730000000001,8766.97,low,8850,2017-02-16,3,NIFTY172168850CE,CE,2017-02-13 12:00:00,,2017-02-16 15:30:00,,Expiry Closing,,,,1919.2276124921395,,,,,2017,9200,NIFTY172169200CE,,,,,,,NIFTY,,,
322,2017-02-10,8826.45,8713.05,113.40000000000146,8883.7,40%,8929.060000000001,8838.34,low,8950,2017-02-23,6,NIFTY17FEB8950CE,CE,2017-02-17 09:33:00,12.1,2017-02-17 09:34:00,11.55,SL Hit,0.5499999999999989,0.2365,0.3134999999999989,1903.895818820794,1047.1427003514343,596.8713392003169,0.10471427003514343,0.05968713392003169,2017,9300,NIFTY17FEB9300CE,,,,,,,NIFTY,,,
5,2017-02-10,20366.7,20088.4,278.2999999999993,20918.45,50%,21057.6,20779.300000000003,low,21100,2017-02-23,6,BANKNIFTY17FEB21100CE,CE,2017-02-17 09:40:00,17.95,2017-02-17 09:41:00,15.6,SL Hit,2.35,0.3354999999999999,2.0144999999999995,664.8430970291012,1562.3812780183875,1339.326418965124,0.15623812780183877,0.1339326418965124,2017,21900,BANKNIFTY17FEB21900CE,,,,,,,BANKNIFTY,,,
321,2017-02-10,8826.45,8713.05,113.40000000000146,8883.7,40%,8929.060000000001,8838.34,high,8850,2017-02-23,1,NIFTY17FEB8850PE,PE,2017-02-22 09:15:00,12.1,2017-02-23 15:30:00,0.05,Friday Closing,12.05,0.1215,11.9285,1903.895818820794,22941.944616790566,22710.62127480384,2.294194461679057,2.271062127480384,2017,8500,NIFTY17FEB8500PE,0.6,0.05,-0.5499999999999999,-1047.1427003514366,21663.4785744524,1.08317392872262,NIFTY,-0.534582127914554,0.5767283798619718,-1.1113105077765257
6,2017-02-17,21031.65,20452.6,579.0500000000029,20853.45,50%,21142.975,20563.925,low,21100,2017-03-02,2,BANKNIFTY1730221100CE,CE,2017-02-28 11:42:00,6.8,2017-03-02 15:30:00,0.05,Expiry Closing,6.75,0.0684999999999999,6.6815,662.1584710760902,4469.569679763609,4424.211824494897,0.4469569679763609,0.4424211824494897,2017,21900,BANKNIFTY1730221900CE,0.3,0.05,-0.25,-165.53961776902256,4258.672206725874,0.2129336103362937,BANKNIFTY,-0.32164851757826024,0.5767283798619718,-0.898376897440232
323,2017-02-17,8981.9,8804.75,177.14999999999964,8943.7,40%,9014.56,8872.84,low,9000,2017-03-02,2,NIFTY173029000CE,CE,2017-02-28 13:20:00,,2017-03-02 09:15:00,,SL Hit,,,,1885.8380220443369,,,,,2017,9350,NIFTY173029350CE,,,,,,,NIFTY,,,
324,2017-02-24,8992.35,8868.1,124.25,8885.55,40%,8935.25,8835.849999999999,high,8850,2017-03-09,3,NIFTY173098850PE,PE,2017-03-06 09:31:00,,2017-03-09 15:30:00,,Friday Closing,,,,1902.5768724993704,,,,,2017,8500,NIFTY173098500PE,,,,,,,NIFTY,,,
7,2017-02-24,20901.0,20518.5,382.5,20572.85,50%,20764.1,20381.6,high,20400,2017-03-09,0,BANKNIFTY1730920400PE,PE,2017-03-09 14:26:00,0.2,2017-03-09 15:30:00,0.05,Friday Closing,0.15,0.0025,0.1475,674.2406364831609,101.13609547247414,99.45049388126624,0.010113609547247413,0.009945049388126626,2017,19600,BANKNIFTY1730919600PE,,,,,,,BANKNIFTY,,,
326,2017-03-03,8977.75,8860.3,117.45000000000071,8953.7,40%,9000.68,8906.720000000001,low,9000,2017-03-16,6,NIFTY173169000CE,CE,2017-03-10 14:06:00,,2017-03-14 09:15:00,,SL Hit,,,,1888.746183621682,,,,,2017,9350,NIFTY173169350CE,,,,,,,NIFTY,,,
8,2017-03-03,20777.15,20423.7,353.4500000000007,20825.9,50%,21002.625,20649.175000000003,high,20600,2017-03-16,2,BANKNIFTY1731620600PE,PE,2017-03-14 09:15:00,12.0,2017-03-16 15:30:00,0.05,Friday Closing,11.95,0.1205,11.8295,666.5833437486981,7965.670957796941,7885.347664875224,0.7965670957796942,0.7885347664875224,2017,19800,BANKNIFTY1731619800PE,9.5,0.05,-9.45,-6299.212598425196,1586.1350664500278,0.0793067533225014,BANKNIFTY,-0.24234176425575885,0.5767283798619718,-0.8190701441177306
325,2017-03-03,8977.75,8860.3,117.45000000000071,8953.7,40%,9000.68,8906.720000000001,high,8900,2017-03-16,2,NIFTY173168900PE,PE,2017-03-14 09:15:00,,2017-03-16 15:30:00,,Friday Closing,,,,1888.746183621682,,,,,2017,8550,NIFTY173168550PE,,,,,,,NIFTY,,,
327,2017-03-10,9158.1,8904.1,254.0,9207.8,40%,9309.4,9106.2,low,9300,2017-03-23,2,NIFTY173239300CE,CE,2017-03-21 11:21:00,,2017-03-23 15:30:00,,Expiry Closing,,,,1826.1112424001549,,,,,2017,9650,NIFTY173239650CE,,,,,,,NIFTY,,,
9,2017-03-10,21289.3,20653.5,635.7999999999993,21308.45,50%,21626.35,20990.550000000003,low,21600,2017-03-23,2,BANKNIFTY1732321600CE,CE,2017-03-21 12:32:00,1.5,2017-03-23 15:30:00,0.05,Expiry Closing,1.45,0.0155,1.4345,647.3584308031637,938.6697246645874,928.6356689871384,0.09386697246645874,0.09286356689871383,2017,22500,BANKNIFTY1732322500CE,0.35,0.35,0.0,0.0,928.6356689871384,0.04643178344935692,BANKNIFTY,-0.19590998080640193,0.5767283798619718,-0.7726383606683738
328,2017-03-17,9214.1,9019.4,194.70000000000076,9104.0,40%,9181.88,9026.12,low,9200,2017-03-30,3,NIFTY17MAR9200CE,CE,2017-03-27 12:39:00,4.1,2017-03-30 15:30:00,0.05,Expiry Closing,4.05,0.0414999999999999,4.0085,1851.4726831542123,7498.464366774559,7421.62825042366,0.7498464366774559,0.742162825042366,2017,9550,NIFTY17MAR9550CE,0.3,0.05,-0.25,-462.8681707885531,6958.760079635106,0.3479380039817553,NIFTY,0.15202802317535336,0.5767283798619718,-0.42470035668661843
10,2017-03-17,21316.85,20755.15,561.6999999999971,20987.6,50%,21268.45,20706.75,high,20700,2017-03-30,1,BANKNIFTY17MAR20700PE,PE,2017-03-29 09:15:00,2.95,2017-03-30 15:30:00,0.05,Friday Closing,2.9000000000000004,0.03,2.870000000000001,658.2520117827111,1908.9308341698625,1889.1832738163807,0.19089308341698624,0.18891832738163808,2017,19900,BANKNIFTY17MAR19900PE,0.9,0.05,-0.85,-559.5142100153043,1329.6690638010768,0.06648345319005385,BANKNIFTY,0.2185114763654072,0.5767283798619718,-0.3582169034965646
329,2017-03-24,9181.1,9024.65,156.45000000000073,9158.9,40%,9221.48,9096.32,high,9100,2017-04-06,3,NIFTY174069100PE,PE,2017-04-03 13:10:00,,2017-04-06 15:30:00,,Friday Closing,,,,1843.521864169309,,,,,2017,8750,NIFTY174068750PE,,,,,,,NIFTY,,,
330,2017-03-31,9273.8,9152.15,121.64999999999964,9223.7,40%,9272.36,9175.04,low,9250,2017-04-13,3,NIFTY174139250CE,CE,2017-04-10 13:06:00,,2017-04-13 15:30:00,,Expiry Closing,,,,1833.405950588631,,,,,2017,9600,NIFTY174139600CE,,,,,,,NIFTY,,,
11,2017-03-31,21699.0,21408.6,290.40000000000146,21536.5,50%,21681.7,21391.3,high,21400,2017-04-13,2,BANKNIFTY1741321400PE,PE,2017-04-11 13:41:00,14.8,2017-04-13 15:30:00,0.05,Friday Closing,14.75,0.1485,14.6015,645.7058256502027,9524.160928340489,9428.273613231431,0.9524160928340489,0.9428273613231432,2017,20500,BANKNIFTY1741320500PE,0.8,0.05,-0.75,-484.279369237652,8943.99424399378,0.447199712199689,BANKNIFTY,0.6657111885650961,0.6657111885650961,0.0
331,2017-04-07,9250.45,9145.0,105.45000000000071,9144.75,40%,9186.93,9102.57,high,9100,2017-04-20,2,NIFTY174209100PE,PE,2017-04-18 09:20:00,,2017-04-18 14:36:00,,SL Hit,,,,1850.4549397894616,,,,,2017,8750,NIFTY174208750PE,,,,,,,NIFTY,,,
