Month,Month High,Month Low,Monthly Range,Current Month Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year
2017-06-30,9784.35,9419.6,364.75,9496.75,10%,9533.225,9460.275,low,9550,2017-07-25,22,FINNIFTY17JUL9550CE,CE,2017-07-03 09:25:00,,2017-07-17 10:56:00,,SL Hit,,,,837.696335078534,,,,,2017
2017-07-31,10279.0,9457.4,821.6000000000004,10277.2,10%,10359.36,10195.04,low,10350,2017-08-29,27,FINNIFTY17AUG10350CE,CE,2017-08-02 15:28:00,,2017-08-29 15:30:00,,Expiry Closing,,,,772.9468599033817,,,,,2017
2017-08-31,10290.0,9788.6,501.39999999999964,10122.5,10%,10172.64,10072.36,high,10050,2017-09-26,15,FINNIFTY17SEP10050PE,PE,2017-09-11 09:15:00,,2017-09-26 15:30:00,,Expiry Closing,,,,796.0199004975125,,,,,2017
2017-08-31,10290.0,9788.6,501.39999999999964,10122.5,10%,10172.64,10072.36,low,10150,2017-09-26,22,FINNIFTY17SEP10150CE,CE,2017-09-04 09:17:00,,2017-09-13 14:01:00,,SL Hit,,,,788.1773399014778,,,,,2017
2017-09-30,10316.05,9768.6,547.4499999999989,9997.2,10%,10051.945,9942.455000000002,high,9950,2017-10-31,20,FINNIFTY17OCT9950PE,PE,2017-10-11 09:21:00,,2017-10-31 15:30:00,,Expiry Closing,,,,804.0201005025126,,,,,2017
2017-09-30,10316.05,9768.6,547.4499999999989,9997.2,10%,10051.945,9942.455000000002,low,10050,2017-10-31,28,FINNIFTY17OCT10050CE,CE,2017-10-03 09:27:00,,2017-10-31 15:30:00,,Expiry Closing,,,,796.0199004975125,,,,,2017
2017-10-31,10271.65,9879.25,392.39999999999964,10289.6,10%,10328.84,10250.36,high,10250,2017-11-28,27,FINNIFTY17NOV10250PE,PE,2017-11-01 09:22:00,,2017-11-28 15:30:00,,Expiry Closing,,,,780.4878048780488,,,,,2017
2017-10-31,10271.65,9879.25,392.39999999999964,10289.6,10%,10328.84,10250.36,low,10350,2017-11-28,13,FINNIFTY17NOV10350CE,CE,2017-11-15 14:36:00,,2017-11-16 09:15:00,,SL Hit,,,,772.9468599033817,,,,,2017
2017-11-30,10587.45,10238.5,348.9500000000007,10364.4,10%,10399.295,10329.505,high,10350,2017-12-26,15,FINNIFTY17DEC10350PE,PE,2017-12-11 14:55:00,,2017-12-13 14:15:00,,SL Hit,,,,772.9468599033817,,,,,2017
2017-11-30,10587.45,10238.5,348.9500000000007,10364.4,10%,10399.295,10329.505,low,10400,2017-12-26,25,FINNIFTY17DEC10400CE,CE,2017-12-01 09:56:00,,2017-12-26 15:30:00,,Expiry Closing,,,,769.2307692307693,,,,,2017
2017-12-31,10556.8,10104.8,452.0,10479.65,10%,10524.85,10434.449999999999,high,10450,2018-01-30,22,FINNIFTY18JAN10450PE,PE,2018-01-08 09:19:00,,2018-01-30 15:30:00,,Expiry Closing,,,,765.5502392344498,,,,,2018
2017-12-31,10556.8,10104.8,452.0,10479.65,10%,10524.85,10434.449999999999,low,10500,2018-01-30,29,FINNIFTY18JAN10500CE,CE,2018-01-01 14:52:00,,2018-01-09 09:15:00,,SL Hit,,,,761.9047619047619,,,,,2018
2018-01-31,11368.5,10351.35,1017.1499999999996,11252.25,10%,11353.965,11150.535,low,11350,2018-02-27,26,FINNIFTY18FEB11350CE,CE,2018-02-01 12:42:00,,2018-02-27 15:30:00,,Expiry Closing,,,,704.8458149779735,,,,,2018
2018-02-28,11337.4,10268.5,1068.8999999999996,10416.4,10%,10523.289999999999,10309.51,low,10500,2018-03-27,22,FINNIFTY18MAR10500CE,CE,2018-03-05 09:15:00,,2018-03-27 15:30:00,,Expiry Closing,,,,761.9047619047619,,,,,2018
2018-03-31,10482.15,9934.65,547.5,10199.75,10%,10254.5,10145.0,high,10150,2018-04-24,22,FINNIFTY18APR10150PE,PE,2018-04-02 13:37:00,,2018-04-24 15:30:00,,Expiry Closing,,,,788.1773399014778,,,,,2018
2018-03-31,10482.15,9934.65,547.5,10199.75,10%,10254.5,10145.0,low,10250,2018-04-24,20,FINNIFTY18APR10250CE,CE,2018-04-04 14:55:00,,2018-04-06 14:59:00,,SL Hit,,,,780.4878048780488,,,,,2018
2018-04-30,10722.5,10143.6,578.8999999999996,10721.85,10%,10779.74,10663.960000000001,high,10650,2018-05-29,22,FINNIFTY18MAY10650PE,PE,2018-05-07 12:24:00,,2018-05-29 15:30:00,,Expiry Closing,,,,751.1737089201878,,,,,2018
2018-04-30,10722.5,10143.6,578.8999999999996,10721.85,10%,10779.74,10663.960000000001,low,10800,2018-05-29,6,FINNIFTY18MAY10800CE,CE,2018-05-23 15:03:00,,2018-05-24 12:54:00,,SL Hit,,,,740.7407407407408,,,,,2018
2018-05-31,11191.15,10639.55,551.6000000000004,11119.8,10%,11174.96,11064.64,high,11050,2018-06-26,22,FINNIFTY18JUN11050PE,PE,2018-06-04 09:15:00,,2018-06-26 15:30:00,,Expiry Closing,,,,723.9819004524887,,,,,2018
2018-05-31,11191.15,10639.55,551.6000000000004,11119.8,10%,11174.96,11064.64,low,11150,2018-06-26,25,FINNIFTY18JUN11150CE,CE,2018-06-01 11:56:00,,2018-06-22 14:53:00,,SL Hit,,,,717.4887892376681,,,,,2018
