,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Hedge Strike,Hedge Contract,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Total PnL,Total ROI%,Index,Cumulative ROI%,Running Max ROI%,Drawdown
160,2020-06-26,22344.7,21026.6,1318.1000000000022,22101.75,50%,22760.800000000003,21442.7,high,21400,2020-07-09,1,BANKNIFTY2070921400PE,PE,2020-07-08 09:22:00,17.9,2020-07-09 15:30:00,0.1,Friday Closing,17.799999999999997,0.18,17.619999999999997,384.43288460862533,6842.90534603353,6773.707426803977,0.684290534603353,0.6773707426803977,2020,20800,BANKNIFTY2070920800PE,5.95,0.05,-5.9,-2268.1540191908894,4505.553407613088,0.45055534076130876,BANKNIFTY,117.55582111067163,119.83491565560875,-2.2790945449371236
496,2020-07-03,10847.7,10563.05,284.65000000000146,10764.1,40%,10877.96,10650.24,high,10650,2020-07-16,3,NIFTY2071610650PE,PE,2020-07-13 09:30:00,28.35,2020-07-16 15:30:00,0.05,Friday Closing,28.3,0.284,28.016,1172.0947677689567,33170.28192786148,32837.407013815086,3.317028192786148,3.2837407013815088,2020,10450,NIFTY2071610450PE,9.55,0.05,-9.5,-11134.900293805089,21702.506720009995,2.1702506720009995,NIFTY,119.72607178267263,119.83491565560875,-0.10884387293612008
161,2020-07-03,23078.9,21769.35,1309.550000000003,22720.95,50%,23375.725,22066.175,low,23400,2020-07-16,3,BANKNIFTY2071623400CE,CE,2020-07-13 12:56:00,47.05,2020-07-16 15:30:00,0.15,Expiry Closing,46.9,0.472,46.428,374.319940878839,17555.60522721755,17378.926215122738,1.755560522721755,1.7378926215122739,2020,24100,BANKNIFTY2071624100CE,14.5,0.1,-14.4,-5390.207148655282,11988.719066467456,1.1988719066467457,BANKNIFTY,120.92494368931938,120.92494368931938,0.0
497,2020-07-03,10847.7,10563.05,284.65000000000146,10764.1,40%,10877.96,10650.24,low,10900,2020-07-16,2,NIFTY2071610900CE,CE,2020-07-14 10:55:00,16.0,2020-07-16 15:30:00,0.05,Expiry Closing,15.95,0.1605,15.7895,1172.0947677689567,18694.91154591486,18506.790335687943,1.8694911545914858,1.8506790335687944,2020,11100,NIFTY2071611100CE,3.95,0.05,-3.9,-4571.169594298931,13935.620741389012,1.3935620741389012,NIFTY,122.31850576345828,122.31850576345828,0.0
498,2020-07-10,10893.45,10563.25,330.2000000000007,10752.0,40%,10884.08,10619.92,high,10600,2020-07-23,6,NIFTY2072310600PE,PE,2020-07-17 15:03:00,30.5,2020-07-23 15:30:00,0.05,Friday Closing,30.45,0.3055,30.1445,1171.435711608147,35670.21741846807,35312.343808571786,3.5670217418468066,3.5312343808571787,2020,10400,NIFTY2072310400PE,14.0,0.1,-13.9,-16282.956391353242,19029.387417218546,1.9029387417218546,NIFTY,124.22144450518013,124.22144450518013,0.0
162,2020-07-10,22834.25,21028.0,1806.25,21608.05,50%,22511.175,20704.925,high,20700,2020-07-23,3,BANKNIFTY2072320700PE,PE,2020-07-20 09:48:00,33.65,2020-07-23 15:30:00,0.05,Friday Closing,33.6,0.3369999999999999,33.263,388.69583662336595,13060.180110545096,12929.189613603021,1.3060180110545097,1.292918961360302,2020,20100,BANKNIFTY2072320100PE,15.85,0.05,-15.8,-6141.394218649182,6787.795394953839,0.6787795394953838,BANKNIFTY,124.90022404467551,124.90022404467551,0.0
163,2020-07-17,23208.4,21553.45,1654.9500000000007,22853.2,50%,23680.675000000003,22025.725,low,23700,2020-07-30,3,BANKNIFTY20JUL23700CE,CE,2020-07-27 11:36:00,22.75,2020-07-30 15:30:00,0.1,Expiry Closing,22.65,0.2285,22.4215,369.499602523999,8369.165997168577,8284.735337991844,0.8369165997168576,0.8284735337991844,2020,24400,BANKNIFTY20JUL24400CE,8.6,0.2,-8.4,-3103.7966612015916,5180.938676790252,0.5180938676790252,BANKNIFTY,125.41831791235454,125.41831791235454,0.0
500,2020-07-24,11341.05,11086.65,254.39999999999964,11139.5,40%,11241.26,11037.74,low,11250,2020-08-06,6,NIFTY2080611250CE,CE,2020-07-31 13:35:00,41.15,2020-08-06 15:30:00,0.05,Expiry Closing,41.1,0.412,40.688,1134.2144919697612,46616.215619957184,46148.919249265644,4.661621561995719,4.614891924926564,2020,11500,NIFTY2080611500CE,9.5,0.05,-9.45,-10718.326949114242,35430.5923001514,3.5430592300151402,NIFTY,128.96137714236968,128.96137714236968,0.0
164,2020-07-24,22853.2,21580.85,1272.3500000000022,21730.55,50%,22366.725,21094.375,low,22400,2020-08-06,3,BANKNIFTY2080622400CE,CE,2020-08-03 12:59:00,38.05,2020-08-06 15:30:00,0.1,Expiry Closing,37.95,0.3815,37.56849999999999,391.20613321798345,14846.272755622473,14697.027615799809,1.4846272755622472,1.469702761579981,2020,23100,BANKNIFTY2080623100CE,11.7,0.1,-11.6,-4537.991145328608,10159.036470471201,1.01590364704712,BANKNIFTY,129.9772807894168,129.9772807894168,0.0
499,2020-07-24,11341.05,11086.65,254.39999999999964,11139.5,40%,11241.26,11037.74,high,11050,2020-08-06,0,NIFTY2080611050PE,PE,2020-08-06 12:55:00,1.1,2020-08-06 15:30:00,0.05,Friday Closing,1.05,0.0115,1.0385,1134.2144919697612,1190.9252165682492,1177.881749910597,0.11909252165682492,0.11778817499105969,2020,10850,NIFTY2080610850PE,0.3,0.05,-0.25,-283.5536229924403,894.3281269181566,0.08943281269181566,NIFTY,130.06671360210862,130.06671360210862,0.0
501,2020-07-31,11256.15,10882.35,373.7999999999993,11186.65,40%,11336.17,11037.13,high,11050,2020-08-13,3,NIFTY2081311050PE,PE,2020-08-10 11:33:00,17.7,2020-08-13 15:30:00,0.05,Friday Closing,17.65,0.1775,17.4725,1124.71848957805,19851.281341052578,19651.643809152476,1.9851281341052578,1.9651643809152477,2020,10850,NIFTY2081310850PE,6.35,0.05,-6.3,-7085.726484341714,12565.917324810762,1.2565917324810763,NIFTY,131.3233053345897,131.3233053345897,0.0
165,2020-07-31,21933.45,21034.0,899.4500000000007,21620.25,50%,22069.975,21170.525,high,21200,2020-08-13,2,BANKNIFTY2081321200PE,PE,2020-08-11 09:15:00,30.2,2020-08-13 15:30:00,0.05,Friday Closing,30.15,0.3025,29.8475,396.4662397669232,11953.457128972734,11833.52609144324,1.1953457128972735,1.183352609144324,2020,20600,BANKNIFTY2081320600PE,9.05,0.05,-9.0,-3568.1961579023086,8265.329933540932,0.8265329933540931,BANKNIFTY,132.1498383279438,132.1498383279438,0.0
503,2020-08-07,11372.85,11145.2,227.64999999999964,11353.3,40%,11444.36,11262.24,low,11450,2020-08-20,6,NIFTY2082011450CE,CE,2020-08-14 13:41:00,29.35,2020-08-18 14:03:00,33.05,SL Hit,-3.699999999999996,0.624,-4.323999999999995,1114.085890342492,-4122.117794267216,-4817.30738984093,-0.41221177942672155,-0.481730738984093,2020,11700,NIFTY2082011700CE,3.85,2.6,-1.25,-1392.607362928115,-6209.914752769046,-0.6209914752769046,NIFTY,131.5288468526669,132.1498383279438,-0.6209914752768952
166,2020-08-07,22438.15,21459.2,978.9500000000008,22334.95,50%,22824.425000000003,21845.475,low,22800,2020-08-20,6,BANKNIFTY2082022800CE,CE,2020-08-14 13:47:00,59.5,2020-08-20 15:30:00,0.1,Expiry Closing,59.4,0.596,58.804,383.36124568307855,22771.657993574867,22543.174691147753,2.277165799357487,2.2543174691147754,2020,23500,BANKNIFTY2082023500CE,15.7,0.05,-15.65,-5999.603494940179,16543.571196207573,1.6543571196207572,BANKNIFTY,133.18320397228766,133.18320397228766,0.0
502,2020-08-07,11372.85,11145.2,227.64999999999964,11353.3,40%,11444.36,11262.24,high,11250,2020-08-20,1,NIFTY2082011250PE,PE,2020-08-19 09:15:00,11.3,2020-08-20 15:30:00,0.05,Friday Closing,11.25,0.1135,11.1365,1114.085890342492,12533.466266353034,12407.01751779916,1.2533466266353035,1.240701751779916,2020,11000,NIFTY2082011000PE,3.25,0.05,-3.2,-3565.074849095974,8841.942668703186,0.8841942668703187,NIFTY,134.06739823915797,134.06739823915797,0.0
167,2020-08-14,22418.8,21404.05,1014.75,22190.7,50%,22698.075,21683.325,high,21700,2020-08-27,3,BANKNIFTY20AUG21700PE,PE,2020-08-24 11:10:00,31.9,2020-08-27 15:30:00,0.1,Friday Closing,31.8,0.32,31.48,385.495245742205,12258.748814602119,12135.390335964614,1.2258748814602118,1.2135390335964613,2020,21000,BANKNIFTY20AUG21000PE,12.3,0.1,-12.2,-4703.0419980549,7432.348337909713,0.7432348337909713,BANKNIFTY,134.81063307294895,134.81063307294895,0.0
504,2020-08-14,11458.6,11112.3,346.3000000000011,11409.65,40%,11548.17,11271.13,high,11250,2020-08-27,1,NIFTY20AUG11250PE,PE,2020-08-26 15:08:00,3.45,2020-08-27 15:30:00,0.05,Friday Closing,3.4000000000000004,0.035,3.365,1104.071034631461,3753.8415177469683,3715.1990315348667,0.3753841517746968,0.37151990315348665,2020,11000,NIFTY20AUG11000PE,1.95,0.05,-1.9,-2097.734965799776,1617.4640657350906,0.16174640657350908,NIFTY,134.97237947952246,134.97237947952246,0.0
168,2020-08-21,23700.7,22169.55,1531.1500000000017,23635.3,50%,24400.875,22869.725,high,22900,2020-09-03,6,BANKNIFTY2090322900PE,PE,2020-08-28 11:44:00,53.0,2020-09-03 15:30:00,0.1,Friday Closing,52.9,0.531,52.369,358.5936979718965,18969.606622713327,18779.193369090248,1.8969606622713326,1.8779193369090248,2020,22200,BANKNIFTY2090322200PE,24.75,0.05,-24.7,-8857.264339905843,9921.929029184404,0.9921929029184404,BANKNIFTY,135.9645723824409,135.9645723824409,0.0
505,2020-08-21,11616.5,11362.4,254.1000000000004,11602.95,40%,11704.59,11501.31,high,11500,2020-09-03,3,NIFTY2090311500PE,PE,2020-08-31 09:15:00,16.0,2020-08-31 14:37:00,179.9,SL Hit,-163.9,1.959,-165.859,1089.3162426022611,-178538.9321625106,-180672.90268176844,-17.85389321625106,-18.067290268176844,2020,11250,NIFTY2090311250PE,6.8,63.85,57.05,62145.491640459,-118527.41104130945,-11.852741104130944,NIFTY,124.11183127830996,135.9645723824409,-11.852741104130942
506,2020-08-21,11616.5,11362.4,254.1000000000004,11602.95,40%,11704.59,11501.31,low,11700,2020-09-03,3,NIFTY2090311700CE,CE,2020-08-31 13:15:00,31.95,2020-09-03 15:30:00,0.05,Expiry Closing,31.9,0.32,31.58,1089.3162426022611,34749.18813901213,34400.6069413794,3.4749188139012124,3.4400606941379404,2020,11950,NIFTY2090311950CE,6.2,0.05,-6.15,-6699.294892003906,27701.312049375498,2.7701312049375497,NIFTY,126.88196248324752,135.9645723824409,-9.082609899193386
169,2020-08-28,25228.5,23387.3,1841.2000000000007,23119.15,50%,24039.75,22198.550000000003,low,24000,2020-09-10,1,BANKNIFTY2091024000CE,CE,2020-09-09 11:50:00,6.1,2020-09-10 15:30:00,0.15,Expiry Closing,5.949999999999999,0.0625,5.887499999999999,363.98049064570137,2165.683919341923,2142.9351386765666,0.21656839193419228,0.21429351386765663,2020,24700,BANKNIFTY2091024700CE,3.95,0.05,-3.9,-1419.5239135182353,723.4112251583313,0.07234112251583312,BANKNIFTY,126.95430360576336,135.9645723824409,-9.010268776677549
507,2020-09-04,11463.05,11185.3,277.75,11447.8,40%,11558.9,11336.7,high,11350,2020-09-17,3,NIFTY2091711350PE,PE,2020-09-14 09:24:00,26.1,2020-09-17 15:30:00,0.05,Friday Closing,26.05,0.2615,25.7885,1103.04613760825,28734.351884694915,28445.905319710357,2.8734351884694913,2.8445905319710354,2020,11100,NIFTY2091711100PE,8.3,0.05,-8.25,-9100.130635268064,19345.774684442295,1.9345774684442296,NIFTY,128.88888107420757,135.9645723824409,-7.075691308233331
170,2020-09-11,22746.6,22034.75,711.8499999999985,22439.35,50%,22795.275,22083.425,low,22800,2020-09-24,6,BANKNIFTY20SEP22800CE,CE,2020-09-18 14:21:00,127.05,2020-09-24 15:30:00,0.15,Expiry Closing,126.9,1.272,125.628,383.8514779926981,48710.752557273394,48222.493477266675,4.871075255727339,4.822249347726667,2020,23500,BANKNIFTY20SEP23500CE,37.3,0.1,-37.2,-14279.27498132837,33943.2184959383,3.39432184959383,BANKNIFTY,132.2832029238014,135.9645723824409,-3.6813694586394945
508,2020-09-11,11617.6,11383.75,233.8500000000004,11584.1,40%,11677.64,11490.56,low,11700,2020-09-24,6,NIFTY20SEP11700CE,CE,2020-09-18 14:23:00,28.4,2020-09-24 15:30:00,0.05,Expiry Closing,28.35,0.2845,28.0655,1091.8301985675187,30953.386129389157,30642.760437896693,3.095338612938916,3.0642760437896692,2020,11950,NIFTY20SEP11950CE,3.25,0.05,-3.2,-3493.85663541606,27148.903802480632,2.7148903802480633,NIFTY,134.99809330404946,135.9645723824409,-0.9664790783914441
509,2020-09-18,11584.1,10790.85,793.25,10910.4,40%,11227.7,10593.1,high,10600,2020-10-01,3,NIFTY20100110600PE,PE,2020-09-28 13:58:00,5.25,2020-10-01 15:30:00,0.05,Friday Closing,5.2,0.053,5.147,1135.584313795346,5905.038431735799,5844.852463104646,0.5905038431735798,0.5844852463104646,2020,10400,NIFTY20100110400PE,3.55,0.05,-3.5,-3974.5450982837106,1870.3073648209352,0.1870307364820935,NIFTY,135.18512404053155,135.9645723824409,-0.7794483419093581
171,2020-09-18,22465.1,20407.45,2057.649999999998,20740.8,50%,21769.625,19711.975,high,19700,2020-10-01,2,BANKNIFTY20100119700PE,PE,2020-09-29 09:15:00,6.9,2020-10-01 15:30:00,0.05,Friday Closing,6.8500000000000005,0.0695,6.780500000000001,401.9361840178689,2753.262860522402,2725.3282957331608,0.27532628605224024,0.2725328295733161,2020,19100,BANKNIFTY20100119100PE,4.2,0.05,-4.15,-1668.0351636741561,1057.2931320590046,0.10572931320590045,BANKNIFTY,135.29085335373745,135.9645723824409,-0.6737190287034593
510,2020-09-25,11428.3,10856.2,572.0999999999985,11487.8,40%,11716.64,11258.96,high,11250,2020-10-08,1,NIFTY20100811250PE,PE,2020-10-07 09:52:00,3.7,2020-10-08 15:30:00,0.05,Friday Closing,3.65,0.0375,3.6125,1088.1959333051113,3971.915156563656,3931.1078090647147,0.3971915156563656,0.3931107809064715,2020,11000,NIFTY20100811000PE,2.45,0.05,-2.4000000000000004,-2611.6702399322676,1319.4375691324472,0.13194375691324473,NIFTY,135.4227971106507,135.9645723824409,-0.5417752717902147
172,2020-09-25,22292.55,20433.85,1858.7000000000007,22352.1,50%,23281.45,21422.75,high,21400,2020-10-08,0,BANKNIFTY20100821400PE,PE,2020-10-08 09:46:00,0.9,2020-10-08 15:30:00,0.2,Friday Closing,0.7,0.011,0.689,375.8356975188401,263.08498826318805,258.9507955904808,0.026308498826318805,0.02589507955904808,2020,20800,BANKNIFTY20100820800PE,0.65,0.1,-0.55,-206.70963363536208,52.24116195511874,0.005224116195511874,BANKNIFTY,135.4280212268462,135.9645723824409,-0.536551155594708
173,2020-10-02,23450.55,22248.85,1201.7000000000007,23312.6,50%,23913.45,22711.75,high,22700,2020-10-15,3,BANKNIFTY20101522700PE,PE,2020-10-12 09:15:00,48.5,2020-10-15 15:30:00,0.25,Friday Closing,48.25,0.4875,47.7625,365.9028705602914,17654.81350453406,17476.43585513592,1.7654813504534062,1.7476435855135917,2020,22000,BANKNIFTY20101522000PE,20.05,0.05,-20.0,-7318.0574112058275,10158.37844393009,1.0158378443930092,BANKNIFTY,136.44385907123922,136.44385907123922,0.0
511,2020-10-02,11905.5,11452.75,452.75,11852.05,40%,12033.15,11670.95,low,12050,2020-10-15,0,NIFTY20101512050CE,CE,2020-10-15 15:10:00,0.1,2020-10-15 15:30:00,0.1,Expiry Closing,0.0,0.002,-0.002,1059.5729297814787,0.0,-2.1191458595629573,0.0,-0.00021191458595629572,2020,12300,NIFTY20101512300CE,0.05,0.05,0.0,0.0,-2.1191458595629573,-0.00021191458595629572,NIFTY,136.44364715665327,136.44385907123922,-0.0002119145859467153
174,2020-10-09,24186.75,22971.45,1215.2999999999993,23219.85,50%,23827.5,22612.2,high,22600,2020-10-22,3,BANKNIFTY20102222600PE,PE,2020-10-19 09:15:00,55.25,2020-10-22 15:30:00,0.1,Friday Closing,55.15,0.5535,54.5965,367.22274682614625,20252.334487461965,20049.076697093693,2.0252334487461963,2.0049076697093695,2020,21900,BANKNIFTY20102221900PE,18.65,0.1,-18.55,-6811.981953625013,13237.094743468679,1.3237094743468678,BANKNIFTY,137.76735663100013,137.76735663100013,0.0
512,2020-10-09,12023.45,11662.15,361.3000000000011,11727.4,40%,11871.92,11582.88,high,11600,2020-10-22,3,NIFTY20102211600PE,PE,2020-10-19 09:15:00,24.5,2020-10-22 15:30:00,0.05,Friday Closing,24.45,0.2455,24.2045,1073.9627625523085,26258.38954440394,25994.731686197352,2.625838954440394,2.599473168619735,2020,11350,NIFTY20102211350PE,8.0,0.05,-7.95,-8538.003962290853,17456.7277239065,1.7456727723906502,NIFTY,139.5130294033908,139.5130294033908,0.0
513,2020-10-16,12018.1,11668.45,349.64999999999964,11957.9,40%,12097.76,11818.04,low,12100,2020-10-29,3,NIFTY20OCT12100CE,CE,2020-10-26 12:10:00,14.15,2020-10-29 15:30:00,0.05,Expiry Closing,14.1,0.142,13.958,1053.9141130258824,14860.188993664942,14710.533189615267,1.4860188993664942,1.4710533189615267,2020,12350,NIFTY20OCT12350CE,2.75,0.05,-2.7,-2845.568105169883,11864.965084445384,1.1864965084445382,NIFTY,140.69952591183534,140.69952591183534,0.0
175,2020-10-16,24821.45,23150.7,1670.75,24669.2,50%,25504.575,23833.825,low,25500,2020-10-29,0,BANKNIFTY20OCT25500CE,CE,2020-10-29 13:50:00,0.5,2020-10-29 15:30:00,0.05,Expiry Closing,0.45,0.0055,0.4445,343.07570308464267,154.3840663880892,152.49715002112367,0.015438406638808919,0.015249715002112366,2020,26300,BANKNIFTY20OCT26300CE,0.35,0.05,-0.3,-102.92271092539279,49.57443909573088,0.004957443909573088,BANKNIFTY,140.7044833557449,140.7044833557449,0.0
176,2020-10-23,24809.65,23825.05,984.6000000000022,24090.15,50%,24582.450000000004,23597.85,high,23600,2020-11-05,3,BANKNIFTY20110523600PE,PE,2020-11-02 11:18:00,166.45,2020-11-05 15:30:00,0.1,Friday Closing,166.35,1.6654999999999998,164.6845,355.94499327772445,59211.44963174946,58618.623245445415,5.921144963174947,5.861862324544542,2020,22900,BANKNIFTY20110522900PE,71.65,0.05,-71.60000000000001,-25485.661518685072,33132.961726760346,3.3132961726760346,BANKNIFTY,144.01777952842096,144.01777952842096,0.0
514,2020-10-23,11974.25,11606.75,367.5,11678.45,40%,11825.45,11531.45,high,11550,2020-11-05,2,NIFTY20110511550PE,PE,2020-11-03 11:43:00,48.2,2020-11-05 15:30:00,0.05,Friday Closing,48.150000000000006,0.4825,47.6675,1078.1830712573305,51914.51488104047,51394.2915491588,5.191451488104048,5.139429154915879,2020,11300,NIFTY20110511300PE,19.2,0.05,-19.15,-20647.20581457788,30747.08573458092,3.074708573458092,NIFTY,147.09248810187904,147.09248810187904,0.0
515,2020-10-30,12130.65,11536.1,594.5499999999993,12156.65,40%,12394.47,11918.83,high,11900,2020-11-12,3,NIFTY20111211900PE,PE,2020-11-09 09:15:00,10.55,2020-11-12 15:30:00,0.05,Friday Closing,10.5,0.106,10.394,1028.6845665849366,10801.187949141835,10692.147385083832,1.0801187949141835,1.0692147385083832,2020,11650,NIFTY20111211650PE,5.3,0.05,-5.25,-5400.593974570917,5291.5534105129145,0.5291553410512915,NIFTY,147.62164344293032,147.62164344293032,0.0
177,2020-10-30,26373.65,23613.9,2759.75,26274.1,50%,27653.975,24894.225,high,24900,2020-11-12,2,BANKNIFTY20111224900PE,PE,2020-11-10 09:15:00,11.55,2020-11-12 15:30:00,0.05,Friday Closing,11.5,0.116,11.384,316.4102086589722,3638.71739957818,3602.0138153737394,0.363871739957818,0.3602013815373739,2020,24200,BANKNIFTY20111224200PE,11.7,0.05,-11.65,-3686.1789308770262,-84.16511550328687,-0.008416511550328687,BANKNIFTY,147.61322693137998,147.62164344293032,-0.008416511550336736
516,2020-11-06,12768.85,12134.95,633.8999999999996,12659.7,40%,12913.26,12406.14,high,12400,2020-11-19,2,NIFTY20111912400PE,PE,2020-11-17 09:15:00,5.25,2020-11-19 15:30:00,0.1,Friday Closing,5.15,0.0535,5.096500000000001,987.3571816876605,5084.889485691452,5032.0658764711625,0.5084889485691453,0.5032065876471162,2020,12150,NIFTY20111912150PE,2.7,0.05,-2.6500000000000004,-2616.496531472301,2415.5693449988617,0.2415569344998862,NIFTY,147.85478386587988,147.85478386587988,0.0
178,2020-11-06,29028.75,26147.5,2881.25,28108.7,50%,29549.325,26668.075,high,26700,2020-11-19,1,BANKNIFTY20111926700PE,PE,2020-11-18 13:38:00,3.65,2020-11-19 15:30:00,0.1,Friday Closing,3.55,0.0375,3.5125,296.1150550816304,1051.2084455397878,1040.1041309742268,0.10512084455397878,0.10401041309742269,2020,25900,BANKNIFTY20111925900PE,2.85,0.05,-2.8000000000000003,-829.1221542285651,210.98197674566165,0.021098197674566166,BANKNIFTY,147.87588206355446,147.87588206355446,0.0
517,2020-11-13,12962.9,12608.3,354.6000000000004,12813.4,40%,12955.24,12671.56,high,12650,2020-11-26,3,NIFTY20NOV12650PE,PE,2020-11-23 09:15:00,19.65,2020-11-26 15:30:00,0.1,Friday Closing,19.55,0.1975,19.3525,984.1577616470246,19240.284240199333,19045.91308227404,1.9240284240199332,1.904591308227404,2020,12400,NIFTY20NOV12400PE,6.35,0.05,-6.3,-6200.193898376255,12845.719183897785,1.2845719183897786,NIFTY,149.16045398194424,149.16045398194424,0.0
179,2020-11-13,29781.95,27704.15,2077.7999999999997,28935.75,50%,29974.65,27896.85,high,27900,2020-11-26,1,BANKNIFTY20NOV27900PE,PE,2020-11-25 09:15:00,8.05,2020-11-26 15:30:00,0.15,Friday Closing,7.9,0.082,7.818,291.91333343341785,2306.115334124001,2282.1784407824607,0.23061153341240012,0.22821784407824608,2020,27100,BANKNIFTY20NOV27100PE,3.0,0.05,-2.95,-861.1443336285827,1421.034107153878,0.14210341071538782,BANKNIFTY,149.30255739265962,149.30255739265962,0.0
