,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Hedge Strike,Hedge Contract,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Total PnL,Total ROI%,Index,Cumulative ROI%,Running Max ROI%,Drawdown
433,2019-03-08,11383.4,11009.2,374.1999999999989,11376.85,40%,11526.53,11227.17,high,11250,2019-03-20,2,NIFTY1932011250PE,PE,2019-03-18 09:32:00,7.45,2019-03-20 15:30:00,0.1,Friday Closing,7.35,0.0755,7.274500000000001,1106.1438264594808,8130.157124477184,8046.643265579494,0.8130157124477184,0.8046643265579494,2019,11000,NIFTY1932011000PE,2.6,0.1,-2.5,-2765.359566148702,5281.283699430793,0.5281283699430793,NIFTY,39.75157540942582,39.75157540942582,0.0
434,2019-03-15,11552.5,11372.2,180.29999999999927,11545.2,40%,11617.32,11473.080000000002,low,11600,2019-03-28,6,NIFTY19MAR11600CE,CE,2019-03-22 14:10:00,25.95,2019-03-28 13:51:00,3.55,SL Hit,22.4,0.295,22.105,1097.499251118158,24583.98322504674,24260.220945966885,2.458398322504674,2.426022094596689,2019,11850,NIFTY19MAR11850CE,2.0,0.05,-1.95,-2140.123539680408,22120.097406286477,2.2120097406286474,NIFTY,41.96358515005446,41.96358515005446,0.0
104,2019-03-15,29883.7,29002.35,881.3500000000022,29920.75,50%,30361.425000000003,29480.075,low,30400,2019-03-28,3,BANKNIFTY19MAR30400CE,CE,2019-03-25 09:15:00,10.7,2019-03-26 15:14:00,50.5,SL Hit,-39.8,0.612,-40.412,288.1946417205385,-11470.146740477432,-11646.521861210404,-1.1470146740477432,-1.1646521861210402,2019,31300,BANKNIFTY19MAR31300CE,3.1,2.95,-0.1499999999999999,-43.229196258080755,-11689.751057468484,-1.1689751057468483,BANKNIFTY,40.79461004430762,41.96358515005446,-1.1689751057468456
103,2019-03-15,29883.7,29002.35,881.3500000000022,29920.75,50%,30361.425000000003,29480.075,high,29500,2019-03-28,0,BANKNIFTY19MAR29500PE,PE,2019-03-28 13:48:00,0.35,2019-03-28 15:30:00,0.1,Friday Closing,0.2499999999999999,0.0045,0.2454999999999999,288.1946417205385,72.0486604301346,70.75178454239219,0.007204866043013461,0.007075178454239219,2019,28600,BANKNIFTY19MAR28600PE,0.25,0.15,-0.1,-28.819464172053856,41.93232037033833,0.004193232037033833,BANKNIFTY,40.79880327634465,41.96358515005446,-1.1647818737098135
435,2019-03-22,11587.5,11311.95,275.5499999999993,11625.45,40%,11735.67,11515.23,high,11500,2019-04-04,3,NIFTY1940411500PE,PE,2019-04-01 14:34:00,8.75,2019-04-04 15:30:00,0.05,Friday Closing,8.7,0.088,8.612,1086.4313669351643,9451.952892335928,9356.346932045635,0.9451952892335928,0.9356346932045636,2019,11250,NIFTY1940411250PE,2.4,0.05,-2.35,-2553.113712297636,6803.233219747999,0.6803233219747999,NIFTY,41.479126598319446,41.96358515005446,-0.48445855173501684
436,2019-03-29,11760.85,11559.65,201.20000000000076,11638.4,40%,11718.88,11557.92,low,11700,2019-04-11,3,NIFTY1941111700CE,CE,2019-04-08 14:26:00,19.0,2019-04-11 15:30:00,0.05,Expiry Closing,18.95,0.1905,18.7595,1087.9879305872234,20617.371284627883,20410.10958385102,2.0617371284627883,2.041010958385102,2019,11950,NIFTY1941111950CE,1.45,0.1,-1.35,-1468.7837062927517,18941.32587755827,1.894132587755827,NIFTY,43.37325918607527,43.37325918607527,0.0
105,2019-04-05,30231.9,29641.4,590.5,29780.55,50%,30075.8,29485.3,high,29500,2019-04-18,3,BANKNIFTY1941829500PE,PE,2019-04-15 09:48:00,28.45,2019-04-18 15:30:00,0.05,Friday Closing,28.4,0.285,28.115,290.93157954235625,8262.456859002918,8179.541358833346,0.8262456859002918,0.8179541358833345,2019,28600,BANKNIFTY1941828600PE,4.2,0.05,-4.15,-1207.3660551007786,6972.175303732567,0.6972175303732566,BANKNIFTY,44.07047671644853,44.07047671644853,0.0
437,2019-04-05,11710.05,11549.8,160.25,11612.85,40%,11676.95,11548.75,high,11550,2019-04-18,3,NIFTY1941811550PE,PE,2019-04-15 10:24:00,12.95,2019-04-18 15:30:00,0.05,Friday Closing,12.9,0.13,12.769999999999998,1091.89471565777,14085.441831985232,13943.49551894972,1.4085441831985233,1.3943495518949718,2019,11300,NIFTY1941811300PE,2.3,0.05,-2.25,-2456.7631102299824,11486.732408719738,1.1486732408719738,NIFTY,45.219149957320504,45.219149957320504,0.0
106,2019-04-12,30656.5,29711.55,944.9500000000008,30282.5,50%,30754.975,29810.025,low,30800,2019-04-25,3,BANKNIFTY19APR30800CE,CE,2019-04-22 14:23:00,14.25,2019-04-25 15:30:00,0.05,Expiry Closing,14.2,0.143,14.057,284.50681556398604,4039.9967810086014,3999.3123063829516,0.4039996781008601,0.39993123063829517,2019,31700,BANKNIFTY19APR31700CE,2.9,0.05,-2.85,-810.8444243573603,3188.4678820255913,0.31884678820255913,BANKNIFTY,45.53799674552306,45.53799674552306,0.0
438,2019-04-12,11856.15,11579.75,276.39999999999964,11727.05,40%,11837.61,11616.49,low,11850,2019-04-25,3,NIFTY19APR11850CE,CE,2019-04-22 14:41:00,5.65,2019-04-25 15:30:00,0.1,Expiry Closing,5.550000000000001,0.0575,5.492500000000001,1077.0755245357807,5977.769161173584,5915.837318512776,0.5977769161173584,0.5915837318512776,2019,12100,NIFTY19APR12100CE,1.2,0.05,-1.15,-1238.6368532161478,4677.200465296628,0.4677200465296628,NIFTY,46.00571679205272,46.00571679205272,0.0
439,2019-04-19,11796.6,11564.9,231.70000000000076,11683.75,40%,11776.43,11591.07,high,11600,2019-05-02,0,NIFTY1950211600PE,PE,2019-05-02 10:13:00,0.45,2019-05-02 15:30:00,0.05,Friday Closing,0.4,0.005,0.395,1082.6710641510203,433.06842566040814,427.65507033965304,0.04330684256604081,0.042765507033965304,2019,11350,NIFTY1950211350PE,0.1,0.05,-0.05,-54.13355320755102,373.521517132102,0.0373521517132102,NIFTY,46.04306894376593,46.04306894376593,0.0
107,2019-04-26,30047.3,29550.85,496.4500000000007,29811.65,50%,30059.875,29563.425000000003,high,29600,2019-05-09,6,BANKNIFTY1950929600PE,PE,2019-05-03 13:54:00,69.75,2019-05-06 09:15:00,185.05,SL Hit,-115.3,2.548,-117.848,291.0857081075686,-33562.18214480266,-34303.86852906075,-3.356218214480266,-3.430386852906075,2019,28700,BANKNIFTY1950928700PE,5.25,20.65,15.4,4482.719904856557,-29821.14862420419,-2.9821148624204192,BANKNIFTY,43.060954081345514,46.04306894376593,-2.982114862420417
108,2019-04-26,30047.3,29550.85,496.4500000000007,29811.65,50%,30059.875,29563.425000000003,low,30100,2019-05-09,3,BANKNIFTY1950930100CE,CE,2019-05-06 09:15:00,57.0,2019-05-09 15:30:00,0.05,Expiry Closing,56.95,0.5705,56.3795,291.0857081075686,16577.331076726034,16411.266680250665,1.6577331076726034,1.6411266680250665,2019,31000,BANKNIFTY1950931000CE,3.4,0.05,-3.35,-975.1371221603549,15436.12955809031,1.543612955809031,BANKNIFTY,44.604567037154546,46.04306894376593,-1.4385019066113856
440,2019-04-26,11789.1,11656.0,133.10000000000036,11722.6,40%,11775.84,11669.36,low,11800,2019-05-09,3,NIFTY1950911800CE,CE,2019-05-06 09:15:00,10.25,2019-05-09 15:30:00,0.05,Expiry Closing,10.2,0.103,10.097,1082.725308767782,11043.798149431375,10932.277442628294,1.1043798149431376,1.0932277442628293,2019,12050,NIFTY1950912050CE,0.75,0.05,-0.7,-757.9077161374474,10174.369726490846,1.0174369726490846,NIFTY,45.62200400980363,46.04306894376593,-0.42106493396229894
109,2019-05-10,29202.4,28526.1,676.3000000000029,28881.4,50%,29219.550000000003,28543.25,high,28500,2019-05-23,6,BANKNIFTY1952328500PE,PE,2019-05-17 13:30:00,427.85,2019-05-23 15:30:00,0.1,Friday Closing,427.75,4.2795000000000005,423.4705,299.45704160399447,128092.74954610864,126811.22313656434,12.809274954610864,12.681122313656434,2019,27600,BANKNIFTY1952327600PE,222.0,0.05,-221.95,-66464.49038400657,60346.73275255777,6.034673275255777,BANKNIFTY,51.65667728505941,51.65667728505941,0.0
441,2019-05-10,11345.45,11108.45,237.0,11261.9,40%,11356.7,11167.1,high,11150,2019-05-23,6,NIFTY1952311150PE,PE,2019-05-17 13:30:00,167.0,2019-05-23 15:30:00,0.15,Friday Closing,166.85,1.6715,165.1785,1122.685287099246,187320.04015250917,185443.4716951228,18.73200401525092,18.544347169512278,2019,10950,NIFTY1952310950PE,121.0,0.05,-120.95,-135788.7854746538,49654.68622046901,4.965468622046901,NIFTY,56.62214590710631,56.62214590710631,0.0
110,2019-05-24,31711.3,30565.05,1146.25,31678.9,50%,32252.025,31105.775,low,32300,2019-06-06,6,BANKNIFTY1960632300CE,CE,2019-05-31 12:00:00,17.5,2019-06-04 09:36:00,20.9,SL Hit,-3.3999999999999986,0.384,-3.7839999999999994,271.3007942912112,-922.4227005901178,-1026.602205597943,-0.09224227005901177,-0.1026602205597943,2019,33300,BANKNIFTY1960633300CE,0.0,0.0,0.0,0.0,-1026.602205597943,-0.1026602205597943,BANKNIFTY,56.51948568654652,56.62214590710631,-0.10266022055979107
442,2019-05-24,11968.15,11658.4,309.75,11999.8,40%,12123.7,11875.9,low,12100,2019-06-06,6,NIFTY1960612100CE,CE,2019-05-31 12:00:00,16.35,2019-06-03 09:27:00,17.1,SL Hit,-0.75,0.3345,-1.0845,1051.6591469600864,-788.7443602200649,-1140.5243448782137,-0.07887443602200649,-0.11405243448782137,2019,12350,NIFTY1960612350CE,2.4,1.7,-0.7,-736.1614028720604,-1876.685747750274,-0.1876685747750274,NIFTY,56.33181711177149,56.62214590710631,-0.2903287953348155
443,2019-05-31,12102.05,11830.65,271.39999999999964,11865.2,40%,11973.76,11756.64,high,11750,2019-06-13,3,NIFTY1961311750PE,PE,2019-06-10 09:34:00,10.65,2019-06-13 11:31:00,1.3,SL Hit,9.35,0.1195,9.2305,1064.828424822278,9956.145772088299,9828.898775322037,0.99561457720883,0.9828898775322037,2019,11500,NIFTY1961311500PE,2.35,0.05,-2.3000000000000003,-2449.10537709124,7379.793398230797,0.7379793398230796,NIFTY,57.06979645159457,57.06979645159457,0.0
111,2019-06-07,31398.7,30628.9,769.7999999999993,30983.45,50%,31368.35,30598.550000000003,low,31400,2019-06-20,6,BANKNIFTY1962031400CE,CE,2019-06-14 15:11:00,25.8,2019-06-20 15:30:00,0.05,Expiry Closing,25.75,0.2585,25.4915,278.9435848554355,7182.797310027465,7110.690393342334,0.7182797310027464,0.7110690393342334,2019,32300,BANKNIFTY1962032300CE,2.75,0.05,-2.7,-753.1476791096759,6357.542714232658,0.6357542714232658,BANKNIFTY,57.705550723017836,57.705550723017836,0.0
444,2019-06-07,12000.3,11769.65,230.64999999999964,11910.1,40%,12002.36,11817.84,low,12000,2019-06-20,6,NIFTY1962012000CE,CE,2019-06-14 15:12:00,12.3,2019-06-20 15:30:00,0.05,Expiry Closing,12.25,0.1235,12.1265,1062.291082753725,13013.065763733131,12881.872815013046,1.3013065763733132,1.2881872815013047,2019,12250,NIFTY1962012250CE,1.3,0.05,-1.25,-1327.8638534421564,11554.00896157089,1.155400896157089,NIFTY,58.86095161917493,58.86095161917493,0.0
445,2019-06-14,11911.45,11625.2,286.25,11827.6,40%,11942.1,11713.1,low,11950,2019-06-27,6,NIFTY19JUN11950CE,CE,2019-06-21 15:06:00,11.55,2019-06-27 15:30:00,0.05,Expiry Closing,11.5,0.116,11.384,1067.6514180922952,12277.991308061395,12154.143743562689,1.2277991308061393,1.2154143743562689,2019,12200,NIFTY19JUN12200CE,1.55,0.05,-1.5,-1601.477127138443,10552.666616424245,1.0552666616424244,NIFTY,59.916218280817354,59.916218280817354,0.0
112,2019-06-14,31029.65,30221.3,808.3500000000022,30804.95,50%,31209.125,30400.775,high,30400,2019-06-27,0,BANKNIFTY19JUN30400PE,PE,2019-06-27 09:15:00,1.1,2019-06-27 15:30:00,0.1,Friday Closing,1.0,0.012,0.988,280.36671966932755,280.36671966932755,277.00231903329563,0.028036671966932755,0.027700231903329563,2019,29500,BANKNIFTY19JUN29500PE,0.4,0.15,-0.25,-70.09167991733189,206.91063911596376,0.020691063911596374,BANKNIFTY,59.93690934472895,59.93690934472895,0.0
446,2019-06-21,11910.8,11651.15,259.64999999999964,11861.15,40%,11965.01,11757.29,high,11750,2019-07-04,0,NIFTY1970411750PE,PE,2019-07-04 14:49:00,0.05,2019-07-04 15:30:00,0.05,Friday Closing,0.0,0.001,-0.001,1065.6071327980503,0.0,-1.0656071327980503,0.0,-0.00010656071327980504,2019,11500,NIFTY1970411500PE,0.05,0.05,0.0,0.0,-1.0656071327980503,-0.00010656071327980504,NIFTY,59.936802784015676,59.93690934472895,-0.00010656071327730388
447,2019-06-28,11969.0,11775.85,193.14999999999964,11964.75,40%,12042.01,11887.49,low,12050,2019-07-11,6,NIFTY1971112050CE,CE,2019-07-05 11:45:00,34.85,2019-07-11 15:30:00,0.05,Expiry Closing,34.800000000000004,0.349,34.45100000000001,1058.7933409787902,36846.0082660619,36476.489390060306,3.6846008266061903,3.6476489390060305,2019,12300,NIFTY1971112300CE,3.45,0.05,-3.4000000000000004,-3599.897359327887,32876.59203073242,3.287659203073242,NIFTY,63.224461987088915,63.224461987088915,0.0
113,2019-06-28,31607.8,31061.3,546.5,31523.05,50%,31796.3,31249.8,low,31800,2019-07-11,3,BANKNIFTY1971131800CE,CE,2019-07-08 09:15:00,32.55,2019-07-11 15:30:00,0.05,Expiry Closing,32.5,0.3259999999999999,32.174,275.1892515795863,8943.650676336556,8853.938980321609,0.8943650676336556,0.885393898032161,2019,32800,BANKNIFTY1971132800CE,3.25,0.05,-3.2,-880.6056050546763,7973.333375266933,0.7973333375266933,BANKNIFTY,64.02179532461561,64.02179532461561,0.0
448,2019-07-12,11706.6,11532.5,174.10000000000036,11627.95,40%,11697.59,11558.31,low,11700,2019-07-25,6,NIFTY19JUL11700CE,CE,2019-07-19 09:42:00,17.95,2019-07-25 15:30:00,0.05,Expiry Closing,17.9,0.18,17.72,1089.968104541192,19510.429071287333,19314.23481246992,1.9510429071287334,1.931423481246992,2019,11950,NIFTY19JUL11950CE,1.75,0.1,-1.65,-1798.4473724929665,17515.787439976953,1.7515787439976953,NIFTY,65.77337406861331,65.77337406861331,0.0
114,2019-07-12,30861.4,30334.65,526.75,30515.1,50%,30778.475,30251.725,low,30800,2019-07-25,6,BANKNIFTY19JUL30800CE,CE,2019-07-19 09:50:00,44.1,2019-07-25 15:30:00,0.05,Expiry Closing,44.05,0.4415,43.60850000000001,284.28958874668086,12522.95638429129,12397.442530859635,1.252295638429129,1.2397442530859635,2019,31700,BANKNIFTY19JUL31700CE,4.0,0.05,-3.95,-1122.9438755493895,11274.498655310244,1.1274498655310246,BANKNIFTY,66.90082393414433,66.90082393414433,0.0
449,2019-07-19,11639.9,11230.2,409.6999999999989,11247.45,40%,11411.33,11083.570000000002,low,11400,2019-08-01,2,NIFTY1980111400CE,CE,2019-07-30 14:55:00,2.2,2019-08-01 15:30:00,0.05,Expiry Closing,2.1500000000000004,0.0225,2.1275000000000004,1117.3106027080105,2402.217795822223,2377.0783072612926,0.2402217795822223,0.23770783072612928,2019,11650,NIFTY1980111650CE,0.6,0.05,-0.5499999999999999,-614.5208314894057,1762.5574757718869,0.17625574757718868,NIFTY,67.07707968172151,67.07707968172151,0.0
115,2019-07-19,30537.65,28872.3,1665.3500000000022,29062.5,50%,29895.175000000003,28229.825,low,29900,2019-08-01,0,BANKNIFTY1980129900CE,CE,2019-08-01 14:29:00,0.1,2019-08-01 15:30:00,0.05,Expiry Closing,0.05,0.0015,0.0485,292.68937211439635,14.634468605719817,14.195434547548224,0.0014634468605719817,0.0014195434547548224,2019,30800,BANKNIFTY1980130800CE,0.05,0.7,0.6499999999999999,190.2480918743576,204.44352642190583,0.020444352642190584,BANKNIFTY,67.0975240343637,67.0975240343637,0.0
116,2019-07-26,29583.45,28049.8,1533.6500000000017,28224.25,50%,28991.075,27457.425,low,29000,2019-08-08,3,BANKNIFTY1980829000CE,CE,2019-08-05 09:45:00,16.9,2019-08-08 15:30:00,0.05,Expiry Closing,16.849999999999998,0.1694999999999999,16.6805,301.81702472226374,5085.616866570143,5034.45888087972,0.5085616866570144,0.503445888087972,2019,29900,BANKNIFTY1980829900CE,4.2,0.1,-4.1000000000000005,-1237.4498013612815,3797.0090795184383,0.3797009079518438,BANKNIFTY,67.47722494231554,67.47722494231554,0.0
450,2019-08-02,11079.8,10782.75,297.0499999999993,11087.9,40%,11206.72,10969.08,low,11200,2019-08-14,1,NIFTY1981411200CE,CE,2019-08-13 14:43:00,1.55,2019-08-14 15:30:00,0.05,Expiry Closing,1.5,0.016,1.484,1137.7102310042546,1706.565346506382,1688.361982810314,0.1706565346506382,0.16883619828103139,2019,11400,NIFTY1981411400CE,0.6,0.05,-0.5499999999999999,-625.74062705234,1062.621355757974,0.1062621355757974,NIFTY,67.58348707789135,67.58348707789135,0.0
117,2019-08-02,28541.2,27390.5,1150.7000000000007,28293.65,50%,28869.0,27718.300000000003,low,28900,2019-08-14,1,BANKNIFTY1981428900CE,CE,2019-08-13 14:49:00,2.7,2019-08-14 15:30:00,0.05,Expiry Closing,2.6500000000000004,0.0275,2.6225000000000005,303.0932834528387,803.1972011500227,794.8621358550697,0.08031972011500227,0.07948621358550696,2019,29800,BANKNIFTY1981429800CE,1.15,0.05,-1.1,-333.4026117981226,461.4595240569471,0.04614595240569471,BANKNIFTY,67.62963303029704,67.62963303029704,0.0
451,2019-08-09,11181.3,10904.8,276.5,11043.65,40%,11154.25,10933.05,low,11150,2019-08-22,6,NIFTY1982211150CE,CE,2019-08-16 09:34:00,21.0,2019-08-22 15:30:00,0.05,Expiry Closing,20.95,0.2105,20.7395,1143.0620615460475,23947.150189389693,23706.53562543425,2.394715018938969,2.370653562543425,2019,11350,NIFTY1982211350CE,4.1,0.05,-4.05,-4629.401349261492,19077.134276172757,1.9077134276172756,NIFTY,69.53734645791432,69.53734645791432,0.0
118,2019-08-09,28602.2,27683.85,918.3500000000022,27920.3,50%,28379.475,27461.125,high,27500,2019-08-22,3,BANKNIFTY1982227500PE,PE,2019-08-19 09:16:00,38.75,2019-08-21 14:47:00,60.65,SL Hit,-21.9,0.994,-22.894,308.3214189127882,-6752.239074190061,-7058.710564589373,-0.6752239074190061,-0.7058710564589372,2019,26700,BANKNIFTY1982226700PE,8.6,3.3,-5.3,-1634.1035202377775,-8692.81408482715,-0.8692814084827151,BANKNIFTY,68.6680650494316,69.53734645791432,-0.8692814084827205
119,2019-08-09,28602.2,27683.85,918.3500000000022,27920.3,50%,28379.475,27461.125,low,28400,2019-08-22,0,BANKNIFTY1982228400CE,CE,2019-08-22 10:35:00,0.95,2019-08-22 15:30:00,0.05,Expiry Closing,0.8999999999999999,0.01,0.8899999999999999,308.3214189127882,277.48927702150934,274.40606283238145,0.027748927702150934,0.027440606283238148,2019,29300,BANKNIFTY1982229300CE,0.4,0.05,-0.35,-107.91249661947586,166.4935662129056,0.01664935662129056,BANKNIFTY,68.68471440605289,69.53734645791432,-0.8526320518614341
452,2019-08-16,11146.8,10718.95,427.84999999999854,10699.6,40%,10870.74,10528.46,high,10550,2019-08-29,3,NIFTY19AUG10550PE,PE,2019-08-26 09:15:00,7.3,2019-08-29 15:30:00,0.05,Friday Closing,7.25,0.0735,7.1765,1172.8732358606683,8503.330959989846,8417.124777154086,0.8503330959989845,0.8417124777154086,2019,10350,NIFTY19AUG10350PE,4.2,0.05,-4.15,-4867.423928821774,3549.7008483323116,0.35497008483323117,NIFTY,69.03968449088612,69.53734645791432,-0.49766196702820764
120,2019-08-16,28468.25,26978.35,1489.9000000000017,26835.35,50%,27580.3,26090.4,high,26100,2019-08-29,3,BANKNIFTY19AUG26100PE,PE,2019-08-26 09:15:00,25.65,2019-08-26 10:03:00,93.65,SL Hit,-68.0,1.193,-69.193,317.2554323194454,-21573.369397722287,-21951.855128479383,-2.157336939772229,-2.1951855128479383,2019,25300,BANKNIFTY19AUG25300PE,0.0,0.0,0.0,0.0,-21951.855128479383,-2.1951855128479383,BANKNIFTY,66.84449897803817,69.53734645791432,-2.69284747987615
453,2019-08-23,11141.7,10637.75,503.9500000000007,10987.8,40%,11189.38,10786.22,low,11200,2019-09-05,2,NIFTY1990511200CE,CE,2019-09-03 15:17:00,1.4,2019-09-05 15:30:00,0.05,Expiry Closing,1.35,0.0144999999999999,1.3355,1139.4733220249916,1538.2889847337387,1521.7666215643762,0.1538288984733739,0.1521766621564376,2019,11400,NIFTY1990511400CE,0.7,0.05,-0.6499999999999999,-740.6576593162445,781.1089622481318,0.07811089622481317,NIFTY,66.92260987426299,69.53734645791432,-2.614736583651336
121,2019-08-30,27585.0,26642.6,942.4000000000016,26986.5,50%,27457.7,26515.3,high,26500,2019-09-12,3,BANKNIFTY1991226500PE,PE,2019-09-09 10:31:00,20.75,2019-09-12 15:30:00,0.05,Friday Closing,20.7,0.208,20.492,318.67199364841196,6596.510268522127,6530.226493843258,0.6596510268522128,0.6530226493843259,2019,25700,BANKNIFTY1991225700PE,4.0,0.05,-3.95,-1258.7543749112274,5271.472118932031,0.5271472118932031,BANKNIFTY,67.4497570861562,69.53734645791432,-2.0875893717581278
454,2019-08-30,11042.35,10746.6,295.75,10883.8,40%,11002.1,10765.5,high,10750,2019-09-12,3,NIFTY1991210750PE,PE,2019-09-09 10:34:00,8.15,2019-09-12 15:30:00,0.05,Friday Closing,8.1,0.082,8.017999999999999,1158.8696703356632,9386.844329718871,9291.817016751345,0.9386844329718872,0.9291817016751345,2019,10550,NIFTY1991210550PE,1.5,0.05,-1.45,-1680.3610219867114,7611.455994764634,0.7611455994764634,NIFTY,68.21090268563266,69.53734645791432,-1.3264437722816638
455,2019-09-06,11081.75,10867.65,214.1000000000004,10986.8,40%,11072.44,10901.16,high,10900,2019-09-19,6,NIFTY1991910900PE,PE,2019-09-13 15:05:00,13.95,2019-09-17 13:25:00,66.6,SL Hit,-52.64999999999999,0.8055,-53.4555,1151.507707424922,-60626.88079592214,-61554.420254252924,-6.062688079592214,-6.155442025425293,2019,10700,NIFTY1991910700PE,3.05,9.45,6.4,7369.649327519502,-54184.77092673342,-5.418477092673342,NIFTY,62.79242559295932,69.53734645791432,-6.744920864955006
456,2019-09-06,11081.75,10867.65,214.1000000000004,10986.8,40%,11072.44,10901.16,low,11050,2019-09-19,2,NIFTY1991911050CE,CE,2019-09-17 12:16:00,15.35,2019-09-19 15:30:00,0.05,Expiry Closing,15.3,0.154,15.146,1151.507707424922,17618.06792360131,17440.73573665787,1.7618067923601308,1.744073573665787,2019,11250,NIFTY1991911250CE,1.2,0.05,-1.15,-1324.2338635386602,16116.501873119209,1.611650187311921,NIFTY,64.40407578027124,69.53734645791432,-5.1332706776430825
122,2019-09-06,28061.95,26964.95,1097.0,27772.0,50%,28320.5,27223.5,low,28300,2019-09-19,2,BANKNIFTY1991928300CE,CE,2019-09-17 14:07:00,8.5,2019-09-19 15:30:00,0.05,Expiry Closing,8.45,0.0855,8.3645,308.96347169011847,2610.7413357815008,2584.324958951996,0.26107413357815007,0.2584324958951996,2019,29100,BANKNIFTY1991929100CE,1.85,0.05,-1.8,-556.1342490422132,2028.1907099097828,0.20281907099097826,BANKNIFTY,64.60689485126223,69.53734645791432,-4.930451606652099
457,2019-09-13,11084.3,10670.5,413.7999999999993,10746.8,40%,10912.32,10581.28,high,10600,2019-09-26,6,NIFTY19SEP10600PE,PE,2019-09-20 10:53:00,12.0,2019-09-26 15:30:00,0.05,Friday Closing,11.95,0.1205,11.8295,1168.4041523708981,13962.429620832232,13821.63692047154,1.3962429620832233,1.3821636920471538,2019,10400,NIFTY19SEP10400PE,4.0,0.1,-3.9,-4556.776194246503,9264.860726225037,0.9264860726225037,NIFTY,65.53338092388474,69.53734645791432,-4.003965534029589
123,2019-09-13,28124.9,26645.15,1479.75,26878.65,50%,27618.525,26138.775,high,26100,2019-09-26,6,BANKNIFTY19SEP26100PE,PE,2019-09-20 11:09:00,20.25,2019-09-26 15:30:00,0.05,Friday Closing,20.2,0.203,19.997,316.81633975746354,6399.690063100763,6335.376346129999,0.6399690063100764,0.6335376346129998,2019,25300,BANKNIFTY19SEP25300PE,6.65,0.05,-6.6000000000000005,-2090.9878423992595,4244.388503730739,0.4244388503730739,BANKNIFTY,65.95781977425781,69.53734645791432,-3.5795266836565105
458,2019-09-27,11593.1,11248.75,344.3500000000004,11388.45,40%,11526.19,11250.71,low,11550,2019-10-10,6,NIFTY19101011550CE,CE,2019-10-04 12:56:00,17.3,2019-10-10 15:30:00,0.05,Expiry Closing,17.25,0.1735,17.0765,1106.176455533008,19081.543857944387,18889.622242909412,1.9081543857944387,1.8889622242909412,2019,11800,NIFTY19101011800CE,2.85,0.05,-2.8000000000000003,-3097.294075492423,15792.328167416988,1.579232816741699,NIFTY,67.53705259099951,69.53734645791432,-2.0002938669148165
124,2019-09-27,30111.2,28085.35,2025.8500000000024,28681.9,50%,29694.825000000004,27668.975,low,29700,2019-10-10,3,BANKNIFTY19101029700CE,CE,2019-10-07 09:19:00,20.95,2019-10-10 15:30:00,0.05,Expiry Closing,20.9,0.21,20.69,294.66413760646833,6158.480475975188,6096.60100707783,0.6158480475975188,0.609660100707783,2019,30600,BANKNIFTY19101030600CE,7.4,0.05,-7.35,-2165.7814114075422,3930.819595670288,0.3930819595670288,BANKNIFTY,67.93013455056654,69.53734645791432,-1.6072119073477893
459,2019-10-04,11399.9,11090.65,309.25,11257.7,40%,11381.4,11134.0,high,11150,2019-10-17,3,NIFTY19101711150PE,PE,2019-10-14 11:10:00,22.0,2019-10-17 15:30:00,1.05,Friday Closing,20.95,0.2305,20.7195,1120.248827033581,23469.21292635352,23210.99557172228,2.346921292635352,2.321099557172228,2019,10950,NIFTY19101710950PE,6.0,0.7,-5.3,-5937.318783277979,17273.676788444303,1.7273676788444303,NIFTY,69.65750222941097,69.65750222941097,0.0
125,2019-10-04,28857.7,27571.2,1286.5,28245.55,50%,28888.8,27602.3,high,27600,2019-10-17,0,BANKNIFTY19101727600PE,PE,2019-10-17 13:33:00,,2019-10-17 15:30:00,,Friday Closing,,,,302.88554734014565,,,,,2019,26800,BANKNIFTY19101726800PE,0.0,0.0,0.0,0.0,,,BANKNIFTY,,,
126,2019-10-11,29046.45,27742.5,1303.9500000000007,28954.8,50%,29606.775,28302.825,high,28300,2019-10-24,2,BANKNIFTY19102428300PE,PE,2019-10-22 12:06:00,30.75,2019-10-24 15:30:00,0.05,Friday Closing,30.7,0.308,30.392,295.54046328923033,9073.09222297937,8982.065760286288,0.907309222297937,0.8982065760286289,2019,27500,BANKNIFTY19102427500PE,10.15,0.05,-10.1,-2984.9586792212262,5997.107081065062,0.5997107081065062,BANKNIFTY,70.25721293751747,70.25721293751747,0.0
461,2019-10-18,11713.8,11535.95,177.84999999999854,11646.15,40%,11717.29,11575.01,low,11700,2019-10-31,6,NIFTY19OCT11700CE,CE,2019-10-25 09:18:00,43.65,2019-10-29 10:35:00,71.6,SL Hit,-27.95,1.1525,-29.1025,1088.135567183197,-30413.389102770358,-31667.465343948992,-3.0413389102770356,-3.1667465343948993,2019,11950,NIFTY19OCT11950CE,6.8,5.75,-1.0499999999999998,-1142.5423455423568,-32810.00768949135,-3.281000768949135,NIFTY,66.97621216856832,70.25721293751747,-3.2810007689491414
