,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Qty,PnL,ROI%,Trade Year,Cumulative ROI%,Running Max ROI%,Drawdown
155,2023-02-17,41514.2,39603.8,1910.3999999999942,40259.1,20%,40641.18,39877.02,high,39900,2023-03-02,1,BANKNIFTY2330239900PE,PE,2023-03-01 11:14:00,21.05,2023-03-01 15:20:00,0.2,Friday Closing,20.85,159.93630106212467,3334.6718771452997,0.33346718771453,2023,63.58094398793972,65.84921269512898,-2.2682687071892644
156,2023-02-17,41514.2,39603.8,1910.3999999999942,40259.1,20%,40641.18,39877.02,low,40600,2023-03-02,6,BANKNIFTY2330240600CE,CE,2023-02-24 14:10:00,86.55,2023-03-01 15:20:00,0.15,Expiry Closing,86.39999999999999,159.93630106212467,13818.49641176757,1.381849641176757,2023,83.83244973638968,91.1202998470822,-7.287850110692517
157,2023-02-24,40771.3,39750.0,1021.3000000000029,40671.4,20%,40875.66,40467.14,high,40500,2023-03-09,6,BANKNIFTY2330940500PE,PE,2023-03-03 09:49:00,118.95,2023-03-08 15:20:00,0.05,Friday Closing,118.9,159.01883908418847,18907.33996711001,1.8907339967110008,2023,65.47167798465073,65.84921269512898,-0.37753471047825826
158,2023-03-03,41667.8,40630.7,1037.1000000000058,40805.25,20%,41012.67,40597.83,low,41000,2023-03-16,6,BANKNIFTY2331641000CE,CE,2023-03-10 09:19:00,184.15,2023-03-15 15:20:00,0.1,Expiry Closing,184.05,158.487608829174,29169.64440500948,2.9169644405009483,2023,86.74941417689062,91.1202998470822,-4.370885670191569
159,2023-03-10,40811.2,38617.8,2193.399999999994,39442.4,20%,39881.08,39003.72,high,39000,2023-03-23,2,BANKNIFTY2332339000PE,PE,2023-03-21 14:22:00,44.05,2023-03-22 15:20:00,0.25,Friday Closing,43.8,162.9845530762958,7138.723424741756,0.7138723424741756,2023,66.1855503271249,66.1855503271249,0.0
160,2023-03-10,40811.2,38617.8,2193.399999999994,39442.4,20%,39881.08,39003.72,low,39900,2023-03-23,6,BANKNIFTY2332339900CE,CE,2023-03-17 12:11:00,126.5,2023-03-22 15:20:00,0.15,Expiry Closing,126.35,162.9845530762958,20593.098281189974,2.059309828118997,2023,88.80872400500962,91.1202998470822,-2.311575842072571
161,2023-03-17,40201.6,38929.85,1271.75,39555.25,20%,39809.6,39300.9,high,39300,2023-03-29,0,BANKNIFTY23MAR39300PE,PE,2023-03-29 10:24:00,12.8,2023-03-28 15:20:00,0.1,Friday Closing,12.700000000000001,163.2771994694747,2073.620433262329,0.20736204332623287,2023,66.39291237045113,66.39291237045113,0.0
162,2023-03-17,40201.6,38929.85,1271.75,39555.25,20%,39809.6,39300.9,low,39800,2023-03-29,5,BANKNIFTY23MAR39800CE,CE,2023-03-24 15:24:00,154.9,2023-03-28 15:20:00,117.6,Expiry Closing,37.30000000000001,163.2771994694747,6090.239540211409,0.609023954021141,2023,89.41774795903076,91.1202998470822,-1.7025518880514312
163,2023-03-24,40051.9,39274.7,777.2000000000044,40231.25,20%,40386.69,40075.81,high,40100,2023-04-06,6,BANKNIFTY2340640100PE,PE,2023-03-31 09:16:00,214.5,2023-04-05 15:20:00,0.1,Friday Closing,214.4,160.94411302337477,34506.417832211555,3.4506417832211556,2023,69.84355415367229,69.84355415367229,0.0
164,2023-03-31,41274.4,40205.6,1068.800000000003,41116.15,20%,41329.91,40902.39,high,40900,2023-04-13,2,BANKNIFTY2341340900PE,PE,2023-04-11 11:04:00,51.7,2023-04-12 15:20:00,0.15,Friday Closing,51.550000000000004,157.27109011367313,8107.32469535985,0.810732469535985,2023,70.65428662320826,70.65428662320826,0.0
165,2023-03-31,41274.4,40205.6,1068.800000000003,41116.15,20%,41329.91,40902.39,low,41300,2023-04-13,3,BANKNIFTY2341341300CE,CE,2023-04-10 10:00:00,88.05,2023-04-11 10:13:00,183.0,SL Hit,-94.95,157.27109011367313,-14932.890006293264,-1.4932890006293262,2023,87.92445895840144,91.1202998470822,-3.195840888680749
166,2023-04-07,42193.95,40730.0,1463.949999999997,42603.55,20%,42896.340000000004,42310.76,low,42900,2023-04-20,3,BANKNIFTY2342042900CE,CE,2023-04-17 09:15:00,55.7,2023-04-17 09:16:00,51.65,SL Hit,4.050000000000004,151.528079085535,613.6887202964175,0.06136887202964175,2023,87.98582783043108,91.1202998470822,-3.1344720166511166
167,2023-04-14,42603.55,41801.15,802.4000000000015,42252.55,20%,42413.030000000006,42092.07,high,42100,2023-04-27,3,BANKNIFTY23APR42100PE,PE,2023-04-24 09:15:00,134.6,2023-04-26 15:20:00,0.2,Friday Closing,134.4,153.25478986056876,20597.443757260444,2.0597443757260443,2023,72.71403099893432,72.71403099893432,0.0
168,2023-04-14,42603.55,41801.15,802.4000000000015,42252.55,20%,42413.030000000006,42092.07,low,42400,2023-04-27,6,BANKNIFTY23APR42400CE,CE,2023-04-21 12:16:00,150.2,2023-04-24 13:30:00,348.0,SL Hit,-197.8,153.25478986056876,-30313.797434420503,-3.03137974344205,2023,84.95444808698903,91.1202998470822,-6.165851760093162
169,2023-04-21,43042.25,41963.85,1078.4000000000015,43045.5,20%,43261.18,42829.82,high,42800,2023-05-04,6,BANKNIFTY2350442800PE,PE,2023-04-28 15:13:00,86.05,2023-05-03 15:20:00,0.05,Friday Closing,86.0,150.25017810424958,12921.515316965464,1.2921515316965464,2023,74.00618253063087,74.00618253063087,0.0
170,2023-04-21,43042.25,41963.85,1078.4000000000015,43045.5,20%,43261.18,42829.82,low,43300,2023-05-04,6,BANKNIFTY2350443300CE,CE,2023-04-28 10:12:00,103.5,2023-04-28 13:59:00,131.35,SL Hit,-27.849999999999994,150.25017810424958,-4184.46746020335,-0.418446746020335,2023,84.5360013409687,91.1202998470822,-6.584298506113498
171,2023-04-28,43737.5,42811.1,926.4000000000015,43110.65,20%,43295.93,42925.37,high,42900,2023-05-11,6,BANKNIFTY2351142900PE,PE,2023-05-05 09:15:00,120.2,2023-05-05 14:51:00,295.5,SL Hit,-175.3,150.12958492865263,-26317.71623799281,-2.6317716237992808,2023,71.37441090683159,74.00618253063087,-2.631771623799281
172,2023-04-28,43737.5,42811.1,926.4000000000015,43110.65,20%,43295.93,42925.37,low,43300,2023-05-11,6,BANKNIFTY2351143300CE,CE,2023-05-05 13:51:00,159.0,2023-05-10 15:20:00,177.15,Expiry Closing,-18.150000000000006,150.12958492865263,-2724.8519664550463,-0.27248519664550463,2023,84.26351614432319,91.1202998470822,-6.856783702759003
173,2023-05-05,43672.05,42587.55,1084.5,43447.15,20%,43664.05,43230.25,high,43200,2023-05-18,6,BANKNIFTY2351843200PE,PE,2023-05-12 13:37:00,139.3,2023-05-17 15:20:00,0.1,Friday Closing,139.20000000000002,148.863882301344,20721.852416347087,2.0721852416347084,2023,73.44659614846628,74.00618253063087,-0.5595863821645821
174,2023-05-12,44151.7,43347.75,803.9499999999971,43930.0,20%,44090.79,43769.21,high,43800,2023-05-25,2,BANKNIFTY23MAY43800PE,PE,2023-05-23 14:20:00,87.35,2023-05-24 15:20:00,123.45,Friday Closing,-36.10000000000001,147.4230786066659,-5321.973137700641,-0.5321973137700642,2023,72.91439883469623,74.00618253063087,-1.0917836959346374
175,2023-05-12,44151.7,43347.75,803.9499999999971,43930.0,20%,44090.79,43769.21,low,44100,2023-05-25,6,BANKNIFTY23MAY44100CE,CE,2023-05-19 09:47:00,147.15,2023-05-24 15:20:00,0.15,Expiry Closing,147.0,147.4230786066659,21671.19255517989,2.167119255517989,2023,86.43063539984118,91.1202998470822,-4.6896644472410145
176,2023-05-19,44093.8,43393.35,700.4500000000044,43765.35,20%,43905.44,43625.259999999995,high,43600,2023-06-01,6,BANKNIFTY2360143600PE,PE,2023-05-26 13:40:00,146.75,2023-05-31 15:20:00,0.25,Friday Closing,146.5,148.0454358275421,21688.656348734916,2.168865634873492,2023,75.08326446956971,75.08326446956971,0.0
177,2023-05-19,44093.8,43393.35,700.4500000000044,43765.35,20%,43905.44,43625.259999999995,low,43900,2023-06-01,6,BANKNIFTY2360143900CE,CE,2023-05-26 09:19:00,180.5,2023-05-29 09:15:00,475.75,SL Hit,-295.25,148.0454358275421,-43710.4149280818,-4.37104149280818,2023,82.059593907033,91.1202998470822,-9.06070594004919
178,2023-05-26,44494.75,43589.15,905.5999999999985,43997.3,20%,44178.420000000006,43816.18,high,43800,2023-06-08,3,BANKNIFTY2360843800PE,PE,2023-06-05 09:15:00,92.65,2023-06-07 15:20:00,0.2,Friday Closing,92.45,147.1306579094499,13602.229323728643,1.3602229323728643,2023,76.44348740194258,76.44348740194258,0.0
179,2023-05-26,44494.75,43589.15,905.5999999999985,43997.3,20%,44178.420000000006,43816.18,low,44200,2023-06-08,6,BANKNIFTY2360844200CE,CE,2023-06-02 10:25:00,156.0,2023-06-07 15:20:00,0.15,Expiry Closing,155.85,147.1306579094499,22930.313035187766,2.293031303518777,2023,84.35262521055178,91.1202998470822,-6.7676746365304155
180,2023-06-02,44458.15,43813.65,644.5,44045.75,20%,44174.65,43916.85,high,43900,2023-06-15,6,BANKNIFTY2361543900PE,PE,2023-06-09 09:51:00,154.65,2023-06-14 15:20:00,461.35,Friday Closing,-306.70000000000005,147.14321449066375,-45128.823884286576,-4.5128823884286575,2023,71.93060501351393,76.44348740194258,-4.51288238842865
181,2023-06-02,44458.15,43813.65,644.5,44045.75,20%,44174.65,43916.85,low,44200,2023-06-15,3,BANKNIFTY2361544200CE,CE,2023-06-12 14:20:00,107.0,2023-06-14 15:20:00,0.2,Expiry Closing,106.8,147.14321449066375,15714.895307602888,1.571489530760289,2023,85.92411474131207,91.1202998470822,-5.196185105770127
182,2023-06-09,44218.05,43397.5,820.5500000000029,43583.35,20%,43747.46,43419.24,high,43400,2023-06-22,6,BANKNIFTY2362243400PE,PE,2023-06-16 10:15:00,111.6,2023-06-20 10:25:00,160.85,SL Hit,-49.25,148.5800547048903,-7317.567694215847,-0.7317567694215846,2023,71.19884824409233,76.44348740194258,-5.244639157850244
183,2023-06-09,44218.05,43397.5,820.5500000000029,43583.35,20%,43747.46,43419.24,low,43700,2023-06-22,2,BANKNIFTY2362243700CE,CE,2023-06-20 10:12:00,101.5,2023-06-21 15:20:00,31.7,Expiry Closing,69.8,148.5800547048903,10370.887818401343,1.0370887818401342,2023,86.96120352315221,91.1202998470822,-4.159096323929987
184,2023-06-16,44077.55,43347.4,730.1500000000015,43641.6,20%,43787.63,43495.57,high,43500,2023-06-28,5,BANKNIFTY23JUN43500PE,PE,2023-06-23 10:31:00,,2023-06-27 15:20:00,,Friday Closing,,148.44374998144454,,,2023,,,
185,2023-06-23,44501.1,43521.35,979.75,44666.0,20%,44861.95,44470.05,high,44500,2023-07-06,3,BANKNIFTY2370644500PE,PE,2023-07-03 09:15:00,94.3,2023-07-05 15:20:00,0.15,Friday Closing,94.14999999999999,144.88893148871148,13641.292899662185,1.3641292899662185,2023,72.56297753405856,76.44348740194258,-3.8805098678840153
186,2023-06-23,44501.1,43521.35,979.75,44666.0,20%,44861.95,44470.05,low,44900,2023-07-06,6,BANKNIFTY2370644900CE,CE,2023-06-30 09:15:00,107.1,2023-06-30 09:16:00,106.05,SL Hit,1.0499999999999972,144.88893148871148,152.13337806314664,0.015213337806314663,2023,86.97641686095852,91.1202998470822,-4.143882986123671
187,2023-06-30,45655.5,44447.2,1208.300000000003,45118.05,20%,45359.71000000001,44876.39,low,45400,2023-07-13,6,BANKNIFTY2371345400CE,CE,2023-07-07 12:00:00,95.9,2023-07-12 15:20:00,0.05,Expiry Closing,95.85000000000001,143.29897611779262,13735.206860890425,1.3735206860890425,2023,88.34993754704756,91.1202998470822,-2.770362300034634
188,2023-07-07,45227.25,44562.4,664.8499999999985,44860.65,20%,44993.62,44727.68,high,44700,2023-07-20,3,BANKNIFTY2372044700PE,PE,2023-07-17 13:17:00,97.1,2023-07-19 15:20:00,0.1,Friday Closing,97.0,144.4649263606707,14013.097856985056,1.4013097856985055,2023,73.96428731975706,76.44348740194258,-2.479200082185514
189,2023-07-07,45227.25,44562.4,664.8499999999985,44860.65,20%,44993.62,44727.68,low,45000,2023-07-20,6,BANKNIFTY2372045000CE,CE,2023-07-14 10:25:00,159.15,2023-07-17 14:41:00,363.0,SL Hit,-203.85,144.4649263606707,-29449.17523862272,-2.944917523862272,2023,85.40502002318529,91.1202998470822,-5.715279823896907
190,2023-07-14,46256.2,44547.8,1708.3999999999942,46063.95,20%,46405.63,45722.27,low,46400,2023-07-27,2,BANKNIFTY23JUL46400CE,CE,2023-07-25 13:22:00,38.8,2023-07-26 15:20:00,0.2,Expiry Closing,38.599999999999994,140.06921142973385,5406.671561187726,0.5406671561187726,2023,85.94568717930406,91.1202998470822,-5.174612667778135
191,2023-07-21,46369.5,45570.65,798.8499999999985,45560.9,20%,45720.67,45401.130000000005,high,45400,2023-08-03,6,BANKNIFTY2380345400PE,PE,2023-07-28 09:15:00,202.3,2023-07-28 09:16:00,220.8,SL Hit,-18.5,142.16764539977214,-2630.1014398957846,-0.26301014398957845,2023,73.70127717576749,76.44348740194258,-2.7422102261750894
192,2023-07-21,46369.5,45570.65,798.8499999999985,45560.9,20%,45720.67,45401.130000000005,low,45700,2023-08-03,6,BANKNIFTY2380345700CE,CE,2023-07-28 09:23:00,230.3,2023-08-02 15:20:00,0.1,Expiry Closing,230.20000000000002,142.16764539977214,32726.99197102755,3.272699197102755,2023,89.21838637640681,91.1202998470822,-1.9019134706753817
193,2023-07-28,45782.75,44284.65,1498.0999999999985,44754.75,20%,45054.37,44455.13,high,44500,2023-08-10,6,BANKNIFTY2381044500PE,PE,2023-08-04 11:30:00,110.45,2023-08-09 15:20:00,0.6,Friday Closing,109.85000000000001,144.27013406246718,15848.07422676202,1.5848074226762021,2023,75.28608459844368,76.44348740194258,-1.157402803498897
194,2023-08-04,45118.05,44419.05,699.0,44568.15,20%,44707.950000000004,44428.35,low,44700,2023-08-17,6,BANKNIFTY2381744700CE,CE,2023-08-11 09:15:00,188.1,2023-08-16 15:20:00,0.1,Expiry Closing,188.0,145.38801264652034,27332.946377545824,2.7332946377545824,2023,91.9516810141614,91.9516810141614,0.0
195,2023-08-11,44568.15,43614.35,953.8000000000029,43724.75,20%,43915.51,43533.99,high,43500,2023-08-24,6,BANKNIFTY2382443500PE,PE,2023-08-18 09:26:00,117.7,2023-08-23 15:20:00,0.1,Friday Closing,117.60000000000001,148.01148842402148,17406.151038664928,1.7406151038664928,2023,77.02669970231018,77.02669970231018,0.0
196,2023-08-18,44949.9,43684.4,1265.5,44276.2,20%,44529.299999999996,44023.1,high,44000,2023-08-31,3,BANKNIFTY23AUG44000PE,PE,2023-08-28 13:07:00,56.7,2023-08-30 15:20:00,50.6,Friday Closing,6.100000000000001,145.9713042872895,890.4249561524663,0.08904249561524663,2023,77.11574219792543,77.11574219792543,0.0
197,2023-08-18,44949.9,43684.4,1265.5,44276.2,20%,44529.299999999996,44023.1,low,44500,2023-08-31,6,BANKNIFTY23AUG44500CE,CE,2023-08-25 10:33:00,93.65,2023-08-30 15:20:00,0.25,Expiry Closing,93.4,145.9713042872895,13633.719820432842,1.3633719820432841,2023,93.31505299620468,93.31505299620468,0.0
198,2023-08-25,44779.65,43897.6,882.0500000000029,43996.1,20%,44172.51,43819.689999999995,high,43800,2023-09-06,5,BANKNIFTY2390643800PE,PE,2023-09-01 12:40:00,33.6,2023-09-05 15:20:00,0.1,Friday Closing,33.5,147.15034305272667,4929.536492266343,0.4929536492266343,2023,77.60869584715206,77.60869584715206,0.0
199,2023-09-01,44915.55,43832.8,1082.75,44953.65,20%,45170.200000000004,44737.1,high,44700,2023-09-13,5,BANKNIFTY2391344700PE,PE,2023-09-08 12:39:00,87.25,2023-09-12 15:20:00,0.15,Friday Closing,87.1,143.90018197838396,12533.705850317241,1.253370585031724,2023,78.86206643218378,78.86206643218378,0.0
200,2023-09-08,46153.9,44812.15,1341.75,46122.15,20%,46390.5,45853.8,low,46400,2023-09-20,0,BANKNIFTY2392046400CE,CE,2023-09-20 09:15:00,5.15,2023-09-19 15:20:00,0.15,Expiry Closing,5.0,140.11489421325487,700.5744710662743,0.07005744710662742,2023,93.3851104433113,93.3851104433113,0.0
201,2023-09-15,46310.4,44593.4,1717.0,44707.35,20%,45050.75,44363.95,low,45100,2023-09-28,1,BANKNIFTY23SEP45100CE,CE,2023-09-27 09:59:00,14.25,2023-09-27 15:20:00,0.1,Expiry Closing,14.15,144.281726719311,2041.5864330782506,0.20415864330782504,2023,93.58926908661913,93.58926908661913,0.0
202,2023-09-22,44996.75,44182.5,814.25,44445.35,20%,44608.2,44282.5,high,44300,2023-10-04,5,BANKNIFTY23100444300PE,PE,2023-09-29 10:16:00,111.0,2023-10-04 09:15:00,284.05,SL Hit,-173.05,145.71312000932565,-25215.655417613805,-2.5215655417613805,2023,76.3405008904224,78.86206643218378,-2.521565541761376
203,2023-09-22,44996.75,44182.5,814.25,44445.35,20%,44608.2,44282.5,low,44600,2023-10-04,1,BANKNIFTY23100444600CE,CE,2023-10-03 09:25:00,79.35,2023-10-03 15:20:00,0.1,Expiry Closing,79.25,145.71312000932565,11547.764760739057,1.1547764760739059,2023,94.74404556269303,94.74404556269303,0.0
204,2023-09-29,44755.05,43857.5,897.5500000000029,44395.4,20%,44574.91,44215.89,high,44200,2023-10-11,0,BANKNIFTY23101144200PE,PE,2023-10-11 09:15:00,14.05,2023-10-10 15:20:00,0.15,Friday Closing,13.9,145.82194333090072,2026.9250122995202,0.20269250122995203,2023,76.54319339165235,78.86206643218378,-2.318873040531429
205,2023-09-29,44755.05,43857.5,897.5500000000029,44395.4,20%,44574.91,44215.89,low,44600,2023-10-11,2,BANKNIFTY23101144600CE,CE,2023-10-09 09:15:00,28.5,2023-10-10 15:20:00,0.1,Expiry Closing,28.4,145.82194333090072,4141.34319059758,0.41413431905975806,2023,95.1581798817528,95.1581798817528,0.0
206,2023-10-06,44710.55,43796.75,913.8000000000029,44322.05,20%,44504.810000000005,44139.29,high,44100,2023-10-18,5,BANKNIFTY23101844100PE,PE,2023-10-13 14:14:00,79.0,2023-10-17 15:20:00,210.95,Friday Closing,-131.95,146.05162902616593,-19271.512450002592,-1.9271512450002592,2023,74.61604214665209,78.86206643218378,-4.246024285531689
207,2023-10-06,44710.55,43796.75,913.8000000000029,44322.05,20%,44504.810000000005,44139.29,low,44500,2023-10-18,2,BANKNIFTY23101844500CE,CE,2023-10-16 09:15:00,96.5,2023-10-17 15:20:00,0.1,Expiry Closing,96.4,146.05162902616593,14079.377038122397,1.4079377038122396,2023,96.56611758556504,96.56611758556504,0.0
208,2023-10-13,44589.85,43558.1,1031.75,43584.25,20%,43790.6,43377.9,high,43400,2023-10-26,6,BANKNIFTY23OCT43400PE,PE,2023-10-20 09:46:00,128.75,2023-10-23 14:32:00,169.25,SL Hit,-40.5,148.43368211442638,-6011.564125634268,-0.6011564125634268,2023,74.01488573408867,78.86206643218378,-4.847180698095116
209,2023-10-13,44589.85,43558.1,1031.75,43584.25,20%,43790.6,43377.9,low,43800,2023-10-26,3,BANKNIFTY23OCT43800CE,CE,2023-10-23 14:58:00,51.55,2023-10-25 15:20:00,0.1,Expiry Closing,51.449999999999996,148.43368211442638,7636.9129447872365,0.7636912944787236,2023,97.32980888004376,97.32980888004376,0.0
210,2023-10-20,43877.5,42105.4,1772.0999999999985,42555.6,20%,42910.02,42201.18,high,42200,2023-11-01,2,BANKNIFTY23110142200PE,PE,2023-10-30 12:01:00,39.45,2023-10-31 15:20:00,0.05,Friday Closing,39.400000000000006,151.47977092529905,5968.302974456784,0.5968302974456784,2023,74.61171603153434,78.86206643218378,-4.250350400649438
211,2023-10-27,43356.85,42390.5,966.3499999999985,43318.3,20%,43511.57,43125.030000000006,high,43100,2023-11-08,2,BANKNIFTY23110843100PE,PE,2023-11-06 09:15:00,60.75,2023-11-07 15:20:00,0.05,Friday Closing,60.7,149.38555423304652,9067.703141945924,0.9067703141945924,2023,75.51848634572895,78.86206643218378,-3.3435800864548355
212,2023-11-03,43876.75,43221.0,655.75,43543.25,20%,43674.4,43412.1,high,43400,2023-11-15,5,BANKNIFTY23111543400PE,PE,2023-11-10 10:37:00,107.75,2023-11-14 15:20:00,0.05,Friday Closing,107.7,148.82860439983148,16028.84069386185,1.602884069386185,2023,77.12137041511512,78.86206643218378,-1.7406960170686574
213,2023-11-10,44420.95,43504.95,916.0,43656.25,20%,43839.45,43473.05,high,43500,2023-11-22,5,BANKNIFTY23112243500PE,PE,2023-11-17 09:16:00,99.85,2023-11-20 09:15:00,239.8,SL Hit,-139.95000000000002,148.26828347527172,-20750.14627236428,-2.075014627236428,2023,75.0463557878787,78.86206643218378,-3.815710644305085
214,2023-11-10,44420.95,43504.95,916.0,43656.25,20%,43839.45,43473.05,low,43800,2023-11-22,2,BANKNIFTY23112243800CE,CE,2023-11-20 09:15:00,130.65,2023-11-21 15:20:00,0.1,Expiry Closing,130.55,148.26828347527172,19356.424407696722,1.9356424407696722,2023,99.26545132081343,99.26545132081343,0.0
215,2023-11-17,43872.85,43230.95,641.9000000000015,43607.35,20%,43735.729999999996,43478.97,high,43500,2023-11-30,6,BANKNIFTY23NOV43500PE,PE,2023-11-24 10:43:00,113.95,2023-11-29 15:20:00,0.05,Friday Closing,113.9,148.61990413787538,16927.807081304007,1.6927807081304007,2023,76.7391364960091,78.86206643218378,-2.1229299361746854
216,2023-11-24,44764.8,43566.15,1198.6500000000015,44580.15,20%,44819.880000000005,44340.42,high,44300,2023-12-06,5,BANKNIFTY23120644300PE,PE,2023-12-01 09:50:00,19.7,2023-12-05 15:20:00,0.05,Friday Closing,19.65,145.0249309011983,2849.7398922085463,0.28497398922085465,2023,77.02411048522995,78.86206643218378,-1.8379559469538265
217,2023-12-01,47259.85,44531.75,2728.0999999999985,46797.2,20%,47342.82,46251.579999999994,high,46300,2023-12-13,2,BANKNIFTY23121346300PE,PE,2023-12-11 09:15:00,28.35,2023-12-12 15:20:00,0.05,Friday Closing,28.3,137.2964263641245,3885.4888661047235,0.3885488866104723,2023,77.41265937184042,78.86206643218378,-1.4494070603433613
218,2023-12-08,47943.6,46793.9,1149.699999999997,47939.9,20%,48169.840000000004,47709.96,high,47700,2023-12-20,5,BANKNIFTY23122047700PE,PE,2023-12-15 15:02:00,100.65,2023-12-19 15:20:00,246.25,Friday Closing,-145.6,134.9392067733669,-19647.14850620222,-1.9647148506202219,2023,75.44794452122021,78.86206643218378,-3.4141219109635728
219,2023-12-08,47943.6,46793.9,1149.699999999997,47939.9,20%,48169.840000000004,47709.96,low,48200,2023-12-20,5,BANKNIFTY23122048200CE,CE,2023-12-15 09:37:00,150.15,2023-12-15 14:04:00,213.0,SL Hit,-62.849999999999994,134.9392067733669,-8480.929145706108,-0.8480929145706109,2023,98.41735840624283,99.26545132081343,-0.8480929145706
220,2023-12-15,48219.95,46919.7,1300.25,47837.75,20%,48097.8,47577.7,high,47600,2023-12-28,1,BANKNIFTY23DEC47600PE,PE,2023-12-27 11:32:00,50.4,2023-12-27 15:20:00,0.1,Friday Closing,50.3,135.14131623483817,6797.60820661236,0.679760820661236,2023,76.12770534188144,78.86206643218378,-2.734361090302343
221,2023-12-15,48219.95,46919.7,1300.25,47837.75,20%,48097.8,47577.7,low,48100,2023-12-28,6,BANKNIFTY23DEC48100CE,CE,2023-12-22 13:41:00,175.35,2023-12-27 12:05:00,323.9,SL Hit,-148.54999999999998,135.14131623483817,-20075.242526685208,-2.007524252668521,2023,96.4098341535743,99.26545132081343,-2.8556171672391315
