,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Qty,PnL,ROI%,Trade Year
0,2017-01-02,18323.0,17831.75,491.25,18314.25,25%,18437.0625,18191.4375,high,18400,2017-01-19,9,BANKNIFTY1711918400PE,2017-01-10 15:27:00,158.0,2017-01-13 15:20:00,15.5,Friday Closing,142.5,325.43145091578447,46373.981755499284,4.6373981755499285,2017
1,2017-01-09,18965.7,18257.75,707.9500000000007,18899.7,25%,19076.6875,18722.7125,high,19200,2017-01-25,9,BANKNIFTY17JAN19200PE,2017-01-16 13:26:00,223.85,2017-01-20 15:20:00,360.0,Friday Closing,-136.15,314.52001297395054,-42821.89976640337,-4.282189976640336,2017
2,2017-01-23,19794.9,18725.05,1069.8500000000022,19718.8,25%,19986.2625,19451.337499999998,high,20100,2017-02-09,8,BANKNIFTY1720920100PE,2017-02-01 14:53:00,190.9,2017-02-03 15:20:00,115.0,Friday Closing,75.9,300.2062041364662,22785.650893957787,2.2785650893957787,2017
3,2017-01-23,19794.9,18725.05,1069.8500000000022,19718.8,25%,19986.2625,19451.337499999998,low,19600,2017-02-09,9,BANKNIFTY1720919600CE,2017-01-31 09:34:00,299.55,2017-02-01 14:53:00,506.3,SL Hit,-206.75,300.2062041364662,-62067.63270521439,-6.206763270521439,2017
4,2017-01-30,20228.95,19435.75,793.2000000000007,20307.15,25%,20505.45,20108.850000000002,low,20100,2017-02-16,8,BANKNIFTY1721620100CE,2017-02-08 14:34:00,238.5,2017-02-10 15:20:00,225.0,Friday Closing,13.5,292.60513668317446,3950.169345222855,0.39501693452228553,2017
5,2017-02-06,20461.3,20001.1,460.2000000000007,20273.65,25%,20388.7,20158.600000000002,high,20500,2017-02-23,6,BANKNIFTY17FEB20500PE,2017-02-17 09:15:00,138.0,2017-02-17 15:20:00,127.5,Friday Closing,10.5,294.28065546111327,3089.946882341689,0.3089946882341689,2017
6,2017-02-06,20461.3,20001.1,460.2000000000007,20273.65,25%,20388.7,20158.600000000002,low,20300,2017-02-23,10,BANKNIFTY17FEB20300CE,2017-02-13 12:19:00,156.9,2017-02-17 09:15:00,362.9,SL Hit,-205.99999999999997,294.28065546111327,-60621.81502498932,-6.062181502498932,2017
7,2017-02-13,21031.65,20088.4,943.25,20494.85,25%,20730.6625,20259.0375,high,20700,2017-03-02,9,BANKNIFTY1730220700PE,2017-02-21 14:12:00,178.8,2017-02-24 15:20:00,88.0,Friday Closing,90.80000000000001,289.4263509427159,26279.912665598607,2.6279912665598606,2017
8,2017-02-20,21011.9,20474.85,537.0500000000029,20853.45,25%,20987.7125,20719.1875,low,20700,2017-03-09,10,BANKNIFTY1730920700CE,2017-02-27 10:10:00,240.55,2017-03-03 15:20:00,79.65,Friday Closing,160.9,285.8815604606743,45998.343078122496,4.599834307812249,2017
9,2017-02-27,20901.0,20423.7,477.2999999999993,20548.95,25%,20668.275,20429.625,high,20800,2017-03-16,10,BANKNIFTY1731620800PE,2017-03-06 09:33:00,327.0,2017-03-10 15:20:00,241.35,Friday Closing,85.65,290.2999887508754,24864.19403651248,2.4864194036512477,2017
10,2017-03-13,21316.85,21062.0,254.84999999999854,21202.55,25%,21266.262499999997,21138.8375,low,21100,2017-03-30,10,BANKNIFTY17MAR21100CE,2017-03-20 09:18:00,243.7,2017-03-24 15:20:00,157.95,Friday Closing,85.75,282.1370233721135,24193.249754158733,2.4193249754158734,2017
11,2017-03-20,21202.55,20755.15,447.3999999999978,21178.1,25%,21289.949999999997,21066.25,high,21400,2017-04-06,8,BANKNIFTY1740621400PE,2017-03-29 09:15:00,208.0,2017-03-31 15:20:00,116.0,Friday Closing,92.0,281.823113722672,25927.726462485825,2.5927726462485827,2017
12,2017-03-20,21202.55,20755.15,447.3999999999978,21178.1,25%,21289.949999999997,21066.25,low,21200,2017-04-06,10,BANKNIFTY1740621200CE,2017-03-27 09:56:00,146.0,2017-03-29 09:15:00,208.35,SL Hit,-62.349999999999994,281.823113722672,-17571.6711406086,-1.7571671140608598,2017
13,2017-04-10,21786.95,21396.7,390.25,21700.5,25%,21798.0625,21602.9375,high,21900,2017-04-27,9,BANKNIFTY17APR21900PE,2017-04-18 09:32:00,208.65,2017-04-19 09:24:00,367.5,SL Hit,-158.85,275.253821297191,-43724.069513058785,-4.372406951305878,2017
14,2017-04-10,21786.95,21396.7,390.25,21700.5,25%,21798.0625,21602.9375,low,21600,2017-04-27,10,BANKNIFTY17APR21600CE,2017-04-17 09:31:00,239.1,2017-04-18 09:32:00,354.0,SL Hit,-114.9,275.253821297191,-31626.664067047248,-3.1626664067047248,2017
15,2017-04-17,21947.0,21390.25,556.75,21591.9,25%,21731.0875,21452.7125,high,21700,2017-05-04,10,BANKNIFTY1750421700PE,2017-04-24 10:00:00,178.0,2017-04-28 15:20:00,7.25,Friday Closing,170.75,276.1021508932767,47144.442265027,4.7144442265027,2017
16,2017-04-24,22382.05,21586.15,795.8999999999978,22412.55,25%,22611.524999999998,22213.575,high,22600,2017-05-11,7,BANKNIFTY1751122600PE,2017-05-04 09:15:00,190.0,2017-05-05 15:20:00,130.55,Friday Closing,59.44999999999999,265.3514081867543,15775.141216702541,1.577514121670254,2017
17,2017-05-01,22844.85,22240.6,604.25,22678.45,25%,22829.5125,22527.3875,high,22800,2017-05-18,10,BANKNIFTY1751822800PE,2017-05-08 11:14:00,194.2,2017-05-12 15:20:00,192.45,Friday Closing,1.75,262.8177014292355,459.93097750116215,0.045993097750116216,2017
18,2017-05-08,22977.2,22579.35,397.8500000000022,22735.85,25%,22835.3125,22636.387499999997,high,22800,2017-05-25,10,BANKNIFTY17MAY22800PE,2017-05-15 10:26:00,178.2,2017-05-19 12:16:00,224.1,SL Hit,-45.900000000000006,262.7509476824545,-12060.268498624664,-1.2060268498624664,2017
19,2017-05-08,22977.2,22579.35,397.8500000000022,22735.85,25%,22835.3125,22636.387499999997,low,22600,2017-05-25,6,BANKNIFTY17MAY22600CE,2017-05-19 12:16:00,194.0,2017-05-19 15:20:00,277.0,Friday Closing,-83.0,262.7509476824545,-21808.328657643724,-2.1808328657643723,2017
20,2017-05-15,22977.65,22630.75,346.90000000000146,22874.8,25%,22961.525,22788.074999999997,high,23100,2017-06-01,7,BANKNIFTY1760123100PE,2017-05-25 14:03:00,307.7,2017-05-26 15:20:00,89.55,Friday Closing,218.14999999999998,261.30668585819103,57004.05351996437,5.700405351996436,2017
21,2017-05-15,22977.65,22630.75,346.90000000000146,22874.8,25%,22961.525,22788.074999999997,low,22900,2017-06-01,10,BANKNIFTY1760122900CE,2017-05-22 09:56:00,103.4,2017-05-25 14:03:00,127.35,SL Hit,-23.94999999999999,261.30668585819103,-6258.295126303672,-0.6258295126303672,2017
22,2017-05-29,23469.45,23095.0,374.4500000000007,23397.4,25%,23491.0125,23303.787500000002,high,23600,2017-06-15,10,BANKNIFTY1761523600PE,2017-06-05 13:42:00,251.0,2017-06-09 15:20:00,95.85,Friday Closing,155.15,255.41683228851883,39627.9215295637,3.9627921529563697,2017
23,2017-06-05,23706.65,23350.35,356.3000000000029,23610.15,25%,23699.225000000002,23521.075,low,23500,2017-06-22,10,BANKNIFTY1762223500CE,2017-06-12 13:02:00,184.1,2017-06-16 15:20:00,99.0,Friday Closing,85.1,253.17283582058062,21545.00832833141,2.154500832833141,2017
24,2017-06-12,23628.2,23311.9,316.2999999999993,23571.35,25%,23650.425,23492.274999999998,high,23800,2017-06-29,10,BANKNIFTY17JUN23800PE,2017-06-19 13:45:00,270.0,2017-06-23 15:20:00,283.7,Friday Closing,-13.699999999999989,253.69522957832683,-3475.624645223075,-0.3475624645223075,2017
25,2017-06-19,23896.9,23507.7,389.2000000000007,23636.95,25%,23734.25,23539.65,low,23500,2017-07-06,9,BANKNIFTY1770623500CE,2017-06-27 09:22:00,200.0,2017-06-30 15:20:00,40.0,Friday Closing,160.0,252.7992247490441,40447.87595984706,4.0447875959847055,2017
26,2017-06-26,23638.3,22998.05,640.25,23240.35,25%,23400.4125,23080.2875,high,23400,2017-07-13,7,BANKNIFTY1771323400PE,2017-07-06 09:18:00,120.0,2017-07-07 15:20:00,101.85,Friday Closing,18.150000000000006,256.4057364373385,4653.764116337695,0.46537641163376947,2017
27,2017-07-03,23540.15,23144.5,395.65000000000146,23449.15,25%,23548.0625,23350.237500000003,high,23500,2017-07-20,10,BANKNIFTY1772023500PE,2017-07-10 09:15:00,167.0,2017-07-14 15:20:00,18.95,Friday Closing,148.05,254.7980327468555,37722.848748171964,3.7722848748171964,2017
28,2017-07-10,23962.1,23449.15,512.9499999999971,24011.4,25%,24139.6375,23883.162500000002,high,24100,2017-07-27,9,BANKNIFTY17JUL24100PE,2017-07-18 14:05:00,159.05,2017-07-21 15:20:00,65.0,Friday Closing,94.05000000000001,248.5538567014521,23376.490222771572,2.3376490222771573,2017
29,2017-07-17,24299.6,23914.4,385.1999999999971,24307.7,25%,24404.0,24211.4,high,24400,2017-08-03,10,BANKNIFTY1780324400PE,2017-07-24 10:29:00,196.0,2017-07-28 15:20:00,23.1,Friday Closing,172.9,245.86133420750696,42509.424684477955,4.250942468447795,2017
30,2017-07-24,25030.4,24237.05,793.3500000000022,24880.6,25%,25078.9375,24682.262499999997,high,25200,2017-08-10,10,BANKNIFTY1781025200PE,2017-07-31 12:30:00,263.85,2017-08-03 14:36:00,480.6,SL Hit,-216.75,239.24458522216102,-51856.2638469034,-5.18562638469034,2017
31,2017-07-24,25030.4,24237.05,793.3500000000022,24880.6,25%,25078.9375,24682.262499999997,low,24800,2017-08-10,7,BANKNIFTY1781024800CE,2017-08-03 14:36:00,115.65,2017-08-04 15:20:00,186.35,Friday Closing,-70.69999999999999,239.24458522216102,-16914.59217520678,-1.691459217520678,2017
32,2017-07-31,25196.45,24593.35,603.1000000000022,24854.15,25%,25004.925000000003,24703.375,low,24700,2017-08-17,9,BANKNIFTY1781724700CE,2017-08-08 09:47:00,187.75,2017-08-11 15:20:00,8.7,Friday Closing,179.05,239.95272931232543,42963.53618337187,4.296353618337187,2017
33,2017-08-07,24977.8,23869.4,1108.3999999999978,24051.05,25%,24328.149999999998,23773.95,high,24300,2017-08-24,8,BANKNIFTY1782424300PE,2017-08-16 13:34:00,190.0,2017-08-18 15:20:00,302.7,Friday Closing,-112.69999999999999,246.62787758214253,-27794.96180350746,-2.779496180350746,2017
34,2017-08-14,24495.2,23926.0,569.2000000000007,24140.55,25%,24282.85,23998.25,high,24400,2017-08-31,8,BANKNIFTY17AUG24400PE,2017-08-23 14:36:00,236.1,2017-08-25 15:20:00,200.7,Friday Closing,35.400000000000006,247.0879653747398,8746.91397426579,0.874691397426579,2017
35,2017-08-14,24495.2,23926.0,569.2000000000007,24140.55,25%,24282.85,23998.25,low,24100,2017-08-31,10,BANKNIFTY17AUG24100CE,2017-08-21 14:29:00,217.25,2017-08-23 14:36:00,312.2,SL Hit,-94.94999999999999,247.0879653747398,-23461.00231233154,-2.346100231233154,2017
36,2017-08-21,24411.0,23854.6,556.4000000000015,24351.25,25%,24490.35,24212.15,high,24600,2017-09-07,6,BANKNIFTY1790724600PE,2017-09-01 13:33:00,209.25,2017-09-01 15:20:00,227.0,Friday Closing,-17.75,244.9944570004104,-4348.651611757285,-0.4348651611757285,2017
37,2017-08-21,24411.0,23854.6,556.4000000000015,24351.25,25%,24490.35,24212.15,low,24200,2017-09-07,9,BANKNIFTY1790724200CE,2017-08-29 09:33:00,220.0,2017-09-01 13:33:00,332.0,SL Hit,-112.0,244.9944570004104,-27439.379184045963,-2.743937918404596,2017
38,2017-08-28,24494.15,24105.75,388.40000000000146,24456.3,25%,24553.4,24359.199999999997,low,24500,2017-09-14,10,BANKNIFTY1791424500CE,2017-09-04 09:15:00,150.0,2017-09-08 15:20:00,65.75,Friday Closing,84.25,244.36534247802746,20587.780103773814,2.0587780103773814,2017
39,2017-09-04,24456.3,24151.9,304.3999999999978,24468.5,25%,24544.6,24392.4,high,24500,2017-09-21,10,BANKNIFTY1792124500PE,2017-09-11 11:12:00,183.3,2017-09-15 15:20:00,40.0,Friday Closing,143.3,244.45295502880472,35030.10845562772,3.503010845562772,2017
40,2017-09-11,24993.1,24458.85,534.25,24948.15,25%,25081.7125,24814.5875,high,25200,2017-09-28,10,BANKNIFTY17SEP25200PE,2017-09-18 11:32:00,270.45,2017-09-21 10:00:00,476.2,SL Hit,-205.75,239.21811558919669,-49219.12728247722,-4.9219127282477215,2017
41,2017-09-11,24993.1,24458.85,534.25,24948.15,25%,25081.7125,24814.5875,low,24800,2017-09-28,7,BANKNIFTY17SEP24800CE,2017-09-21 10:00:00,155.8,2017-09-22 15:20:00,28.7,Friday Closing,127.10000000000001,239.21811558919669,30404.6224913869,3.04046224913869,2017
42,2017-09-18,25104.9,24341.35,763.5500000000029,24361.55,25%,24552.4375,24170.6625,low,24300,2017-10-05,10,BANKNIFTY17100524300CE,2017-09-25 09:24:00,140.0,2017-09-29 15:20:00,50.45,Friday Closing,89.55,244.3749220418543,21883.77426884805,2.188377426884805,2017
43,2017-09-25,24361.55,23613.2,748.3499999999985,24200.6,25%,24387.6875,24013.512499999997,low,24000,2017-10-12,9,BANKNIFTY17101224000CE,2017-10-03 09:38:00,264.55,2017-10-06 15:20:00,266.0,Friday Closing,-1.4499999999999886,246.02578657775567,-356.7373905377429,-0.035673739053774293,2017
44,2017-10-02,24238.6,24008.05,230.54999999999927,24209.55,25%,24267.1875,24151.9125,high,24400,2017-10-19,10,BANKNIFTY17101924400PE,2017-10-09 09:34:00,,2017-10-11 14:06:00,,SL Hit,,247.24744060266565,,,2017
45,2017-10-02,24238.6,24008.05,230.54999999999927,24209.55,25%,24267.1875,24151.9125,low,24300,2017-10-19,8,BANKNIFTY17101924300CE,2017-10-11 14:06:00,,2017-10-12 14:51:00,,SL Hit,,247.24744060266565,,,2017
46,2017-10-09,24778.55,23978.6,799.9500000000007,24815.4,25%,25015.3875,24615.412500000002,low,24600,2017-10-26,10,BANKNIFTY17OCT24600CE,2017-10-16 10:48:00,229.95,2017-10-20 15:20:00,9.0,Friday Closing,220.95,239.85237086573213,52995.38134278351,5.299538134278351,2017
47,2017-10-16,24877.05,23924.1,952.9500000000007,24085.45,25%,24323.6875,23847.2125,high,24300,2017-11-02,8,BANKNIFTY17110224300PE,2017-10-25 09:15:00,119.5,2017-10-27 15:20:00,31.05,Friday Closing,88.45,246.6731247061121,21818.237880255616,2.1818237880255618,2017
48,2017-10-23,25177.35,23914.05,1263.2999999999993,24873.65,25%,25189.475000000002,24557.825,high,25300,2017-11-09,8,BANKNIFTY17110925300PE,2017-11-01 09:15:00,180.0,2017-11-03 15:20:00,56.8,Friday Closing,123.2,238.1947222004428,29345.589775094555,2.934558977509455,2017
49,2017-10-30,25691.55,24813.6,877.9500000000007,25569.0,25%,25788.4875,25349.5125,low,25300,2017-11-16,9,BANKNIFTY17111625300CE,2017-11-07 13:46:00,261.0,2017-11-10 15:20:00,260.0,Friday Closing,1.0,232.66195817028822,232.66195817028822,0.02326619581702882,2017
50,2017-11-06,25693.7,25120.25,573.4500000000007,25570.25,25%,25713.6125,25426.8875,high,25700,2017-11-23,6,BANKNIFTY17112325700PE,2017-11-17 09:15:00,85.0,2017-11-17 15:20:00,128.0,Friday Closing,-43.0,233.3394422895655,-10033.596018451317,-1.0033596018451316,2017
51,2017-11-06,25693.7,25120.25,573.4500000000007,25570.25,25%,25713.6125,25426.8875,low,25400,2017-11-23,10,BANKNIFTY17112325400CE,2017-11-13 14:55:00,274.8,2017-11-17 09:15:00,424.4,SL Hit,-149.59999999999997,233.3394422895655,-34907.58056651899,-3.490758056651899,2017
52,2017-11-20,25870.95,25621.6,249.35000000000218,25693.05,25%,25755.3875,25630.712499999998,high,25900,2017-12-07,10,BANKNIFTY17120725900PE,2017-11-27 10:23:00,288.2,2017-11-30 09:20:00,323.1,SL Hit,-34.900000000000034,232.96096787516785,-8130.337778843366,-0.8130337778843366,2017
53,2017-11-20,25870.95,25621.6,249.35000000000218,25693.05,25%,25755.3875,25630.712499999998,low,25600,2017-12-07,7,BANKNIFTY17120725600CE,2017-11-30 09:20:00,223.4,2017-12-01 15:20:00,37.8,Friday Closing,185.60000000000002,232.96096787516785,43237.55563763116,4.3237555637631155,2017
