,Unnamed: 0,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Qty,Hedge Strike,Hedge Contract,Hedge Entry Price,Hedge Exit Price,Hedge Points,PnL,Hedge PnL,Total PnL,Total ROI%,Trade Year,ROI%
130,130,2018-11-26,27012.3,26026.05,986.25,27032.9,20%,27230.15,26835.65,low,27200,2018-12-13,10,BANKNIFTY18121327200CE,2018-12-03 11:47:00,244.95,2018-12-07 15:20:00,85.0,Friday Closing,159.95,220.34399369816177,27500,BANKNIFTY18121327500CE,151.95,36.0,-115.95,35244.02179202097,-25548.88606930185,9695.135722719117,3.8780542890876455,2018,3.524402179202097
131,131,2018-12-03,27032.9,26150.6,882.3000000000029,26073.65,20%,26250.11,25897.19,high,25900,2018-12-20,10,BANKNIFTY18122025900PE,2018-12-10 09:15:00,257.7,2018-12-10 09:15:00,257.7,SL Hit,0.0,228.57047075231304,25600,BANKNIFTY18122025600PE,,,,0.0,,,,2018,0.0
132,132,2018-12-03,27032.9,26150.6,882.3000000000029,26073.65,20%,26250.11,25897.19,low,26300,2018-12-20,9,BANKNIFTY18122026300CE,2018-12-11 09:15:00,275.0,2018-12-14 15:20:00,536.05,Friday Closing,-261.04999999999995,228.57047075231304,26600,BANKNIFTY18122026600CE,130.0,322.25,192.25,-59668.32138989131,43942.673002132186,-15725.648387759124,-6.290259355103649,2018,-5.966832138989131
133,133,2018-12-10,26950.75,25601.75,1349.0,26915.45,20%,27185.25,26645.65,high,26600,2018-12-27,9,BANKNIFTY18DEC26600PE,2018-12-18 15:12:00,49.05,2018-12-21 15:20:00,62.2,Friday Closing,-13.150000000000006,220.70792065550253,26900,BANKNIFTY18DEC26900PE,94.55,155.1,60.55,-2902.30915661986,13363.864595690678,10461.555439070818,4.184622175628327,2018,-0.290230915661986
134,134,2018-12-17,27368.9,26825.25,543.6500000000015,26877.05,20%,26985.78,26768.32,high,26800,2019-01-03,8,BANKNIFTY1910326800PE,2018-12-26 14:46:00,114.0,2018-12-28 15:20:00,48.05,Friday Closing,65.95,222.339320931246,26500,BANKNIFTY1910326500PE,63.3,21.45,-41.85,14663.278215415676,-9304.900580972644,5358.377634443032,2.143351053777213,2018,1.4663278215415676
135,135,2018-12-17,27368.9,26825.25,543.6500000000015,26877.05,20%,26985.78,26768.32,low,27000,2019-01-03,10,BANKNIFTY1910327000CE,2018-12-24 10:02:00,200.0,2018-12-28 15:20:00,281.45,Friday Closing,-81.44999999999999,222.339320931246,27300,BANKNIFTY1910327300CE,106.8,140.4,33.60000000000001,-18109.537689849985,7470.6011832898685,-10638.936506560116,-4.255574602624047,2018,-1.8109537689849986
136,136,2018-12-24,27238.95,26408.15,830.7999999999993,27267.8,20%,27433.96,27101.64,low,27400,2019-01-10,9,BANKNIFTY1911027400CE,2019-01-01 09:24:00,150.0,2019-01-01 14:31:00,191.95,SL Hit,-41.94999999999999,218.70703318077304,27700,BANKNIFTY1911027700CE,65.0,86.05,21.05,-9174.760041933429,4603.783048455272,-4570.976993478155,-1.828390797391262,2019,-0.9174760041933429
137,137,2018-12-31,27428.85,26923.75,505.09999999999854,27378.65,20%,27479.67,27277.63,high,27300,2019-01-17,9,BANKNIFTY1911727300PE,2019-01-08 14:16:00,167.45,2019-01-11 15:20:00,120.0,Friday Closing,47.44999999999999,218.3432333794401,27000,BANKNIFTY1911727000PE,85.05,45.3,-39.75,10360.386423854432,-8679.143526832746,1681.242897021686,0.6724971588086744,2019,1.0360386423854433
138,138,2018-12-31,27428.85,26923.75,505.09999999999854,27378.65,20%,27479.67,27277.63,low,27500,2019-01-17,9,BANKNIFTY1911727500CE,2019-01-08 09:15:00,156.0,2019-01-08 14:03:00,214.0,SL Hit,-58.0,218.3432333794401,27800,BANKNIFTY1911727800CE,71.0,99.65,28.65000000000001,-12663.907536007528,6255.533636320961,-6408.373899686567,-2.5633495598746268,2019,-1.2663907536007526
139,139,2019-01-07,27752.95,27165.15,587.7999999999993,27389.2,20%,27506.76,27271.64,high,27300,2019-01-24,8,BANKNIFTY1912427300PE,2019-01-16 09:25:00,129.3,2019-01-18 15:20:00,91.0,Friday Closing,38.30000000000001,218.12819830470764,27000,BANKNIFTY1912427000PE,54.8,38.4,-16.4,8354.309995070305,-3577.3024521972047,4777.007542873101,1.9108030171492405,2019,0.8354309995070306
140,140,2019-01-07,27752.95,27165.15,587.7999999999993,27389.2,20%,27506.76,27271.64,low,27500,2019-01-24,10,BANKNIFTY1912427500CE,2019-01-14 09:16:00,201.4,2019-01-18 15:20:00,194.0,Friday Closing,7.400000000000006,218.12819830470764,27800,BANKNIFTY1912427800CE,95.05,76.7,-18.349999999999994,1614.1486674548378,-4002.652438891384,-2388.5037714365462,-0.9554015085746184,2019,0.16141486674548378
141,141,2019-01-14,27611.55,27182.25,429.2999999999993,27514.55,20%,27600.41,27428.69,high,27400,2019-01-31,10,BANKNIFTY19JAN27400PE,2019-01-21 10:01:00,187.85,2019-01-24 09:34:00,316.9,SL Hit,-129.04999999999998,217.38807503221872,27100,BANKNIFTY19JAN27100PE,111.7,179.7,67.99999999999999,-28053.931082907824,14782.38910219087,-13271.541980716956,-5.308616792286782,2019,-2.805393108290782
142,142,2019-01-14,27611.55,27182.25,429.2999999999993,27514.55,20%,27600.41,27428.69,low,27600,2019-01-31,10,BANKNIFTY19JAN27600CE,2019-01-21 09:15:00,210.25,2019-01-21 13:07:00,307.85,SL Hit,-97.60000000000002,217.38807503221872,27900,BANKNIFTY19JAN27900CE,102.15,164.0,61.85,-21217.076123144558,13445.452440742729,-7771.623682401827,-3.108649472960731,2019,-2.121707612314456
143,143,2019-01-21,27622.2,27045.6,576.6000000000022,27041.45,20%,27156.77,26926.13,high,26900,2019-02-07,7,BANKNIFTY1920726900PE,2019-01-31 13:37:00,172.0,2019-02-01 14:27:00,180.0,SL Hit,-8.0,220.93938270272935,26600,BANKNIFTY1920726600PE,94.25,87.6,-6.650000000000006,-1767.515061621835,-1469.2468949731517,-3236.7619565949867,-1.2947047826379947,2019,-0.1767515061621835
144,144,2019-01-21,27622.2,27045.6,576.6000000000022,27041.45,20%,27156.77,26926.13,low,27200,2019-02-07,10,BANKNIFTY1920727200CE,2019-01-28 09:38:00,291.05,2019-02-01 15:20:00,133.0,Friday Closing,158.05,220.93938270272935,27500,BANKNIFTY1920727500CE,179.65,60.4,-119.25,34919.46943616638,-26347.02138730048,8572.4480488659,3.4289792195463598,2019,3.491946943616638
145,145,2019-01-28,27531.65,26443.7,1087.9500000000007,26974.0,20%,27191.59,26756.41,high,26800,2019-02-14,10,BANKNIFTY1921426800PE,2019-02-04 14:40:00,130.0,2019-02-08 15:20:00,35.05,Friday Closing,94.95,220.6564603246813,26500,BANKNIFTY1921426500PE,73.65,14.9,-58.75000000000001,20951.330907828487,-12963.567044075024,7987.763863753462,3.195105545501385,2019,2.0951330907828485
146,146,2019-02-04,27588.5,26827.3,761.2000000000007,27240.5,20%,27392.74,27088.26,low,27400,2019-02-21,9,BANKNIFTY1922127400CE,2019-02-12 14:43:00,141.35,2019-02-15 15:20:00,19.5,Friday Closing,121.85,219.03613877253608,27700,BANKNIFTY1922127700CE,58.25,5.1,-53.15,26689.55350943352,-11641.770775760291,15047.782733673228,6.019113093469291,2019,2.668955350943352
147,147,2019-02-11,27305.9,26635.45,670.4500000000007,26754.6,20%,26888.69,26620.51,high,26600,2019-02-28,9,BANKNIFTY19FEB26600PE,2019-02-19 10:01:00,164.25,2019-02-19 15:16:00,251.95,SL Hit,-87.69999999999999,223.14214638199184,26300,BANKNIFTY19FEB26300PE,100.9,159.85,58.94999999999999,-19569.56623770068,13154.229529218415,-6415.336708482266,-2.566134683392906,2019,-1.9569566237700682
148,148,2019-02-11,27305.9,26635.45,670.4500000000007,26754.6,20%,26888.69,26620.51,low,26900,2019-02-28,10,BANKNIFTY19FEB26900CE,2019-02-18 15:26:00,235.0,2019-02-22 15:20:00,188.0,Friday Closing,47.0,223.14214638199184,27200,BANKNIFTY19FEB27200CE,117.1,73.25,-43.85,10487.680879953616,-9784.78311885034,702.8977611032751,0.28115910444131,2019,1.0487680879953616
149,149,2019-02-18,27099.3,26617.7,481.59999999999854,26934.2,20%,27030.52,26837.88,high,26800,2019-03-07,10,BANKNIFTY1930726800PE,2019-02-25 12:08:00,144.8,2019-03-01 15:20:00,82.0,Friday Closing,62.80000000000001,221.97131242758184,26500,BANKNIFTY1930726500PE,75.95,39.8,-36.150000000000006,13939.798420452144,-8024.262944257086,5915.5354761950575,2.366214190478023,2019,1.3939798420452143
150,150,2019-02-18,27099.3,26617.7,481.59999999999854,26934.2,20%,27030.52,26837.88,low,27000,2019-03-07,9,BANKNIFTY1930727000CE,2019-02-26 09:35:00,221.25,2019-02-26 14:35:00,329.3,SL Hit,-108.05,221.97131242758184,27300,BANKNIFTY1930727300CE,106.5,166.8,60.30000000000001,-23984.000307800223,13384.870139383189,-10599.130168417034,-4.239652067366813,2019,-2.3984000307800226
151,151,2019-02-25,27196.85,26719.65,477.1999999999971,27068.15,20%,27163.59,26972.710000000003,high,27000,2019-03-14,9,BANKNIFTY1931427000PE,2019-03-05 11:48:00,180.8,2019-03-08 15:20:00,21.0,Friday Closing,159.8,220.8839111472379,26700,BANKNIFTY1931426700PE,102.95,12.15,-90.8,35297.24900132862,-20056.2591321692,15240.98986915942,6.096395947663768,2019,3.5297249001328623
152,152,2019-02-25,27196.85,26719.65,477.1999999999971,27068.15,20%,27163.59,26972.710000000003,low,27200,2019-03-14,9,BANKNIFTY1931427200CE,2019-03-05 09:15:00,189.45,2019-03-05 12:26:00,246.55,SL Hit,-57.10000000000002,220.8839111472379,27500,BANKNIFTY1931427500CE,76.35,110.85,34.5,-12612.47132650729,7620.494934579708,-4991.976391927582,-1.996790556771033,2019,-1.261247132650729
153,153,2019-03-04,27813.55,26958.85,854.7000000000007,27840.1,20%,28011.04,27669.16,high,27700,2019-03-20,9,BANKNIFTY1932027700PE,2019-03-11 10:01:00,121.8,2019-03-15 15:20:00,9.0,Friday Closing,112.8,214.20125778978576,27400,BANKNIFTY1932027400PE,63.7,6.55,-57.150000000000006,24161.901878687837,-12241.601882686256,11920.299996001577,4.76811999840063,2019,2.416190187868784
154,154,2019-03-11,29518.6,27801.8,1716.7999999999993,29521.6,20%,29864.96,29178.24,high,29200,2019-03-28,8,BANKNIFTY19MAR29200PE,2019-03-20 14:17:00,55.65,2019-03-22 15:20:00,71.05,Friday Closing,-15.4,200.90433739070804,28900,BANKNIFTY19MAR28900PE,32.85,35.7,2.8500000000000014,-3093.9267958169035,572.5773615635181,-2521.3494342533854,-1.0085397737013542,2019,-0.30939267958169037
155,155,2019-04-01,30647.2,29811.85,835.3500000000022,30201.5,20%,30368.57,30034.43,low,30400,2019-04-18,10,BANKNIFTY1941830400CE,2019-04-08 13:02:00,199.45,2019-04-12 15:20:00,47.65,Friday Closing,151.79999999999998,197.5726878150667,30700,BANKNIFTY1941830700CE,109.7,17.3,-92.4,29991.534010327123,-18255.716354112163,11735.81765621496,4.694327062485984,2019,2.999153401032712
156,156,2019-04-08,30231.9,29641.4,590.5,29983.5,20%,30101.6,29865.4,high,29900,2019-04-25,10,BANKNIFTY19APR29900PE,2019-04-15 10:13:00,199.8,2019-04-19 15:20:00,90.0,Friday Closing,109.8,199.32495282642785,29600,BANKNIFTY19APR29600PE,118.15,43.0,-75.15,21885.87982034178,-14979.270204906054,6906.609615435726,2.7626438461742904,2019,2.188587982034178
157,157,2019-04-15,30656.5,29926.8,729.7000000000007,30282.5,20%,30428.44,30136.56,low,30400,2019-05-02,10,BANKNIFTY1950230400CE,2019-04-22 09:15:00,178.35,2019-04-26 15:20:00,29.7,Friday Closing,148.65,197.1839502780951,30700,BANKNIFTY1950230700CE,87.35,9.75,-77.6,29311.39420883884,-15301.47454158018,14009.919667258657,5.603967866903463,2019,2.9311394208838837
158,158,2019-04-22,30282.5,29437.1,845.4000000000015,29920.4,20%,30089.480000000003,29751.32,high,29800,2019-05-09,6,BANKNIFTY1950929800PE,2019-05-03 14:00:00,108.2,2019-05-03 15:20:00,135.0,Friday Closing,-26.8,199.40524063559755,29500,BANKNIFTY1950929500PE,47.55,56.5,8.950000000000003,-5344.060449034014,1784.6769036885987,-3559.383545345415,-1.423753418138166,2019,-0.5344060449034014
159,159,2019-04-22,30282.5,29437.1,845.4000000000015,29920.4,20%,30089.480000000003,29751.32,low,30100,2019-05-09,9,BANKNIFTY1950930100CE,2019-04-30 09:15:00,187.2,2019-05-03 15:20:00,161.75,Friday Closing,25.44999999999999,199.40524063559755,30400,BANKNIFTY1950930400CE,100.0,68.75,-31.25,5074.863374175955,-6231.413769862424,-1156.5503956864686,-0.4626201582745874,2019,0.5074863374175955
160,160,2019-04-29,30119.75,29550.85,568.9000000000015,29626.5,20%,29740.28,29512.72,high,29500,2019-05-16,10,BANKNIFTY1951629500PE,2019-05-06 10:34:00,236.6,2019-05-06 14:51:00,266.25,SL Hit,-29.65000000000001,201.7465874564732,29200,BANKNIFTY1951629200PE,146.95,167.35,20.40000000000001,-5981.786318084431,4115.630384112054,-1866.1559339723765,-0.7464623735889505,2019,-0.5981786318084431
161,161,2019-04-29,30119.75,29550.85,568.9000000000015,29626.5,20%,29740.28,29512.72,low,29700,2019-05-16,9,BANKNIFTY1951629700CE,2019-05-07 14:22:00,260.95,2019-05-10 15:20:00,59.15,Friday Closing,201.8,201.7465874564732,30000,BANKNIFTY1951630000CE,151.55,25.9,-125.65,40712.461348716286,-25349.458713905857,15363.00263481043,6.145201053924171,2019,4.071246134871629
162,162,2019-05-06,29832.7,28785.6,1047.1000000000022,29026.65,20%,29236.070000000003,28817.23,high,28800,2019-05-23,6,BANKNIFTY1952328800PE,2019-05-17 13:32:00,525.0,2019-05-17 15:20:00,450.05,Friday Closing,74.94999999999999,205.22594179039797,28500,BANKNIFTY1952328500PE,431.45,412.25,-19.19999999999999,15381.684337190323,-3940.338082375638,11441.346254814684,4.576538501925874,2019,1.5381684337190324
163,163,2019-05-06,29832.7,28785.6,1047.1000000000022,29026.65,20%,29236.070000000003,28817.23,low,29200,2019-05-23,10,BANKNIFTY1952329200CE,2019-05-13 14:57:00,650.0,2019-05-17 15:20:00,942.0,Friday Closing,-292.0,205.22594179039797,29500,BANKNIFTY1952329500CE,521.0,730.0,209.0,-59925.9750027962,42892.22183419317,-17033.753168603027,-6.813501267441211,2019,-5.99259750027962
164,164,2019-05-13,29550.15,28526.1,1024.050000000003,30230.4,20%,30435.210000000003,30025.59,high,30000,2019-05-30,10,BANKNIFTY19MAY30000PE,2019-05-20 10:17:00,559.95,2019-05-24 15:20:00,31.0,Friday Closing,528.95,197.14008873275392,29700,BANKNIFTY19MAY29700PE,473.45,16.1,-457.35,104277.2499351902,-90162.019581925,14115.230353265186,5.646092141306075,2019,10.42772499351902
165,165,2019-05-20,31703.7,30113.65,1590.0499999999993,31234.9,20%,31552.91,30916.890000000003,high,30900,2019-06-06,10,BANKNIFTY1960630900PE,2019-05-27 12:47:00,152.0,2019-05-31 15:20:00,118.0,Friday Closing,34.0,190.1567874405245,30600,BANKNIFTY1960630600PE,93.8,68.55,-25.25,6465.3307729778335,-4801.458882873244,1663.8718901045895,0.6655487560418357,2019,0.6465330772977833
166,166,2019-05-20,31703.7,30113.65,1590.0499999999993,31234.9,20%,31552.91,30916.890000000003,low,31600,2019-06-06,6,BANKNIFTY1960631600CE,2019-05-31 12:00:00,72.0,2019-05-31 15:20:00,125.0,Friday Closing,-53.0,190.1567874405245,31900,BANKNIFTY1960631900CE,44.35,59.8,15.449999999999996,-10078.309734347798,2937.922365956103,-7140.387368391695,-2.856154947356678,2019,-1.00783097343478
167,167,2019-05-27,31782.4,30642.55,1139.8500000000022,31406.05,20%,31634.02,31178.08,high,31200,2019-06-13,10,BANKNIFTY1961331200PE,2019-06-03 14:42:00,187.0,2019-06-07 09:29:00,598.85,SL Hit,-411.85,189.6692231970518,30900,BANKNIFTY1961330900PE,122.15,393.9,271.75,-78115.26957370578,51542.61140379882,-26572.65816990696,-10.629063267962785,2019,-7.811526957370578
168,168,2019-05-27,31782.4,30642.55,1139.8500000000022,31406.05,20%,31634.02,31178.08,low,31600,2019-06-13,7,BANKNIFTY1961331600CE,2019-06-06 12:34:00,109.95,2019-06-07 15:20:00,46.45,Friday Closing,63.5,189.6692231970518,31900,BANKNIFTY1961331900CE,47.85,19.2,-28.65,12043.995673012789,-5434.023244595534,6609.972428417254,2.643988971366902,2019,1.2043995673012788
169,169,2019-06-03,31752.7,30628.9,1123.7999999999993,31259.2,20%,31483.96,31034.44,low,31500,2019-06-20,10,BANKNIFTY1962031500CE,2019-06-10 11:06:00,158.2,2019-06-14 15:20:00,17.6,Friday Closing,140.6,190.5732315756976,31800,BANKNIFTY1962031800CE,84.95,6.9,-78.05,26794.596359543084,-14874.240724483196,11920.355635059886,4.768142254023954,2019,2.6794596359543084
